Orthogroup	schistosoma_mansoni	s.mekongi
OG0001555	Smp_138810.1, Smp_153890.1	KAK4470510.1
OG0001556	Smp_140440.1	KAK4474204.1
OG0001557	Smp_161380.1	KAK4472960.1
OG0001558	Smp_053900.1	KAK4467369.1
OG0001559	Smp_245730.1, Smp_245740.1	KAK4469451.1
OG0001560	Smp_013080.1	KAK4471393.1
OG0001561	Smp_310170.1	KAK4469503.1, KAK4469493.1
OG0001562	Smp_342970.1	KAK4470382.1, KAK4470383.1, KAK4470380.1
OG0001563	Smp_005390.1	KAK4472898.1
OG0001564	Smp_310760.1, Smp_310750.1	KAK4468971.1
OG0001565	Smp_026930.1	KAK4471199.1
OG0001566	Smp_210660.1	KAK4471382.1
OG0001567	Smp_169670.1	KAK4470759.1
OG0001568	Smp_090140.1	KAK4467482.1
OG0001569	Smp_136510.1, Smp_136510.2	KAK4475458.1
OG0001570	Smp_312440.1, Smp_312460.1	KAK4470472.1
OG0001571	Smp_015630.1	KAK4475792.1
OG0001571	Smp_096480.1	KAK4475974.1
OG0001572	Smp_127490.1	KAK4471383.1
OG0001573	Smp_333140.1	KAK4472974.1
OG0001574	Smp_005160.1, Smp_005160.2	KAK4474125.1
OG0001576	Smp_138880.1	KAK4468675.1
OG0001577	Smp_133120.1	KAK4472784.1
OG0001578	Smp_246050.4, Smp_246050.2, Smp_246050.5, Smp_246050.1, Smp_246050.3	KAK4469733.1
OG0001579	Smp_267110.1	KAK4474867.1
OG0001580	Smp_166370.1	KAK4473439.1
OG0001581	Smp_151490.1, Smp_151490.2	KAK4470867.1
OG0001582	Smp_021920.1	KAK4469986.1
OG0001583	Smp_170570.1	KAK4467501.1
OG0001584	Smp_139470.1	KAK4474170.1
OG0001585	Smp_049580.1	KAK4473664.1
OG0001586	Smp_015390.1	KAK4474962.1
OG0001587	Smp_161080.1, Smp_161080.2	KAK4475140.1
OG0001588	Smp_085080.1	KAK4471682.1
OG0001589	Smp_150420.1	KAK4472272.1
OG0001590	Smp_142210.1	KAK4470391.1
OG0001591	Smp_332360.1	KAK4467880.1
OG0001592	Smp_210520.1, Smp_210520.2	KAK4475159.1
OG0001593	Smp_162600.1	KAK4471969.1
OG0001594	Smp_127600.1	KAK4474020.1
OG0001595	Smp_300810.1	KAK4471263.1
OG0001596	Smp_038080.1	KAK4471007.1, KAK4471006.1
OG0001597	Smp_027430.1	KAK4470575.1
OG0001598	Smp_001410.1	KAK4469123.1
OG0001599	Smp_087010.1	KAK4470370.1
OG0001600	Smp_093220.1	KAK4472472.1
OG0001601	Smp_246360.1	KAK4471351.1
OG0001602	Smp_153640.1	KAK4474735.1
OG0001603	Smp_048830.1	KAK4469483.1
OG0001604	Smp_332680.1	KAK4473169.1
OG0001606	Smp_241980.1	KAK4473367.1
OG0001607	Smp_150680.1	KAK4470705.1
OG0001608	Smp_082670.1	KAK4469157.1
OG0001610	Smp_008260.1	KAK4473963.1
OG0001611	Smp_137950.1, Smp_137950.2	KAK4471878.1
OG0001612	Smp_021540.1	KAK4474674.1
OG0001613	Smp_008710.1	KAK4470649.1
OG0001614	Smp_148650.1	KAK4473674.1
OG0001615	Smp_049500.1	KAK4473673.1
OG0001616	Smp_212900.1	KAK4476267.1
OG0001617	Smp_047540.2, Smp_047540.1	KAK4469909.1
OG0001619	Smp_147560.1	KAK4469895.1
OG0001620	Smp_136180.1	KAK4472293.1
OG0001621	Smp_015690.1	KAK4475743.1
OG0001622	Smp_143970.1	KAK4468112.1
OG0001623	Smp_127280.1	KAK4475954.1
OG0001624	Smp_161370.1	KAK4472927.1
OG0001625	Smp_308480.1, Smp_308480.2, Smp_308470.1, Smp_308470.2	KAK4471690.1
OG0001626	Smp_033710.1	KAK4472240.1
OG0001627	Smp_149950.1	KAK4470285.1
OG0001628	Smp_038030.1	KAK4474805.1
OG0001629	Smp_188430.1	KAK4475152.1
OG0001631	Smp_024900.1	KAK4468541.1
OG0001632	Smp_122370.1	KAK4471598.1
OG0001633	Smp_210370.1	KAK4467624.1
OG0001634	Smp_172220.1	KAK4468718.1
OG0001635	Smp_138610.1	KAK4475804.1, KAK4475805.1
OG0001636	Smp_145180.1	KAK4470372.1
OG0001637	Smp_105680.1	KAK4471172.1
OG0001639	Smp_323820.1, Smp_323800.1, Smp_060210.1	KAK4474837.1
OG0001639	Smp_060220.1	KAK4474838.1
OG0001640	Smp_155030.1	KAK4474986.1
OG0001641	Smp_087520.2, Smp_087520.1	KAK4468595.1
OG0001642	Smp_346030.1, Smp_346030.2	KAK4469018.1
OG0001643	Smp_121800.1, Smp_121800.2	KAK4472002.1
OG0001644	Smp_157320.1	KAK4469279.1
OG0001645	Smp_196880.1, Smp_196880.2	KAK4467665.1
OG0001646	Smp_096520.1	KAK4469988.1
OG0001647	Smp_157540.1	KAK4473419.1
OG0001648	Smp_150300.2, Smp_150300.1, Smp_150300.3	KAK4471000.1
OG0001649	Smp_163310.1	KAK4474518.1
OG0001650	Smp_104870.1	KAK4470319.1
OG0001651	Smp_343560.1	KAK4475239.1
OG0001652	Smp_103530.1	KAK4470154.1
OG0001653	Smp_170060.1	KAK4475931.1
OG0001654	Smp_036720.1	KAK4468635.1
OG0001655	Smp_167630.1, Smp_167630.2	KAK4471560.1
OG0001656	Smp_158140.1	KAK4468765.1
OG0001657	Smp_093540.1	KAK4472325.1
OG0001659	Smp_078540.1, Smp_309610.1, Smp_319390.1	KAK4467371.1, KAK4467374.1, KAK4474153.1
OG0001662	Smp_159510.1, Smp_159510.2	KAK4475831.1
OG0001668	Smp_035260.1	KAK4472995.1
OG0001669	Smp_034090.1	KAK4472585.1
OG0001670	Smp_045200.1	KAK4473978.1
OG0001671	Smp_165980.1	KAK4472488.1
OG0001672	Smp_085150.1	KAK4472742.1
OG0001673	Smp_007550.1	KAK4471952.1
OG0001675	Smp_030330.1	KAK4471637.1
OG0001676	Smp_103100.1	KAK4474386.1
OG0001677	Smp_169930.2, Smp_169930.1	KAK4468654.1
OG0001678	Smp_210200.1	KAK4471141.1
OG0001679	Smp_143760.1	KAK4475050.1, KAK4475048.1
OG0001680	Smp_035190.1	KAK4472908.1
OG0001681	Smp_170170.1	KAK4475126.1
OG0001682	Smp_347960.1	KAK4474882.1
OG0001683	Smp_337440.1	KAK4473241.1
OG0001684	Smp_346160.1, Smp_328240.1	KAK4472759.1
OG0001685	Smp_244390.1	KAK4474323.1
OG0001685	Smp_135250.1	KAK4475314.1
OG0001686	Smp_173240.1	KAK4468284.1
OG0001687	Smp_311790.1, Smp_311780.1	KAK4469989.1
OG0001688	Smp_026540.1	KAK4475439.1
OG0001689	Smp_345190.1	KAK4475407.1
OG0001689	Smp_131580.1	KAK4475411.1
OG0001690	Smp_246690.1	KAK4472283.1
OG0001691	Smp_157100.1	KAK4474679.1
OG0001692	Smp_126460.1	KAK4470682.1
OG0001693	Smp_153300.1	KAK4468270.1
OG0001694	Smp_153350.1	KAK4468266.1
OG0001695	Smp_006630.1	KAK4472607.1
OG0001696	Smp_149640.1	KAK4473531.1
OG0001697	Smp_057430.1	KAK4467703.1
OG0001698	Smp_041750.1	KAK4470822.1
OG0001699	Smp_346310.1	KAK4471814.1
OG0001700	Smp_306140.3, Smp_306140.1, Smp_306140.2	KAK4475303.1
OG0001701	Smp_013210.1, Smp_129310.1	KAK4467316.1
OG0001702	Smp_131800.1	KAK4474190.1
OG0001703	Smp_027970.1	KAK4474095.1
OG0001704	Smp_135280.1	KAK4475225.1
OG0001705	Smp_124340.1	KAK4473177.1, KAK4472217.1
OG0001706	Smp_140590.1	KAK4472590.1
OG0001707	Smp_309430.1	KAK4471214.1
OG0001708	Smp_332300.1	KAK4467777.1
OG0001709	Smp_101820.1	KAK4472429.1
OG0001710	Smp_336280.1	KAK4468896.1
OG0001711	Smp_127810.2, Smp_127810.1	KAK4467741.1
OG0001712	Smp_181160.1	KAK4473397.1
OG0001713	Smp_098920.1	KAK4471106.1
OG0001714	Smp_316660.1, Smp_316660.2	KAK4471104.1
OG0001715	Smp_130980.1	KAK4473301.1
OG0001716	Smp_142090.1	KAK4470062.1
OG0001717	Smp_020370.1	KAK4472811.1
OG0001718	Smp_350020.1, Smp_341720.1	KAK4475292.1
OG0001719	Smp_125050.1	KAK4473579.1
OG0001720	Smp_066760.1	KAK4474489.1
OG0001721	Smp_032800.1	KAK4469753.1
OG0001721	Smp_032820.1	KAK4469756.1
OG0001722	Smp_143070.1, Smp_143070.2	KAK4474408.1
OG0001723	Smp_165470.1	KAK4474388.1
OG0001724	Smp_334100.1	KAK4470267.1
OG0001725	Smp_026030.1	KAK4470124.1
OG0001726	Smp_097490.1	KAK4474075.1
OG0001726	Smp_212780.1	KAK4468354.1
OG0001727	Smp_315490.1, Smp_315480.1	KAK4468593.1
OG0001728	Smp_313810.1, Smp_341280.1	KAK4471793.1
OG0001729	Smp_244630.2, Smp_244630.1	KAK4475934.1
OG0001730	Smp_333240.1	KAK4475220.1
OG0001731	Smp_012720.1	KAK4472709.1
OG0001732	Smp_310620.1	KAK4469561.1
OG0001733	Smp_150470.1	KAK4471822.1
OG0001734	Smp_164130.1	KAK4468884.1
OG0001735	Smp_176010.1	KAK4472994.1
OG0001736	Smp_267140.2, Smp_267140.1	KAK4474877.1
OG0001737	Smp_009400.1	KAK4468482.1
OG0001738	Smp_159160.1	KAK4473402.1
OG0001739	Smp_072370.1	KAK4473001.1, KAK4473011.1
OG0001740	Smp_140760.1	KAK4469854.1
OG0001741	Smp_007630.1, Smp_007630.2	KAK4475742.1, KAK4467456.1
OG0001742	Smp_211100.1	KAK4469913.1
OG0001743	Smp_156750.1	KAK4468437.1
OG0001744	Smp_099930.1	KAK4471501.1
OG0001745	Smp_133270.1	KAK4472806.1
OG0001746	Smp_058050.1, Smp_058050.2	KAK4468263.1
OG0001747	Smp_245100.1	KAK4475909.1
OG0001748	Smp_029370.1	KAK4472108.1
OG0001749	Smp_181050.1	KAK4472984.1
OG0001750	Smp_139090.1	KAK4475699.1
OG0001751	Smp_103160.1	KAK4472971.1
OG0001752	Smp_101970.1	KAK4476299.1
OG0001753	Smp_155480.1	KAK4474597.1
OG0001754	Smp_194730.1	KAK4472010.1
OG0001755	Smp_085240.1	KAK4475689.1
OG0001756	Smp_129630.1	KAK4469397.1
OG0001758	Smp_143920.3, Smp_143920.1, Smp_143920.2	KAK4468062.1
OG0001759	Smp_083990.1	KAK4471546.1
OG0001760	Smp_000300.1	KAK4471578.1
OG0001761	Smp_329130.1, Smp_171490.1	KAK4467949.1, KAK4468183.1
OG0001762	Smp_346390.1	KAK4467819.1
OG0001763	Smp_120920.1	KAK4472682.1
OG0001764	Smp_151310.1	KAK4474785.1
OG0001765	Smp_019040.1	KAK4471538.1
OG0001766	Smp_176410.2, Smp_176410.1	KAK4474197.1
OG0001767	Smp_031050.1	KAK4475684.1, KAK4467389.1, KAK4475683.1
OG0001768	Smp_331170.2, Smp_331170.1	KAK4468897.1
OG0001769	Smp_125930.1	KAK4475540.1
OG0001770	Smp_136110.1	KAK4472315.1
OG0001771	Smp_049000.1	KAK4469467.1
OG0001772	Smp_172530.1	KAK4468517.1
OG0001773	Smp_084380.1	KAK4471437.1
OG0001774	Smp_139980.1	KAK4476044.1
OG0001775	Smp_130410.1	KAK4475222.1
OG0001776	Smp_166660.1, Smp_166660.2	KAK4467656.1
OG0001777	Smp_104720.1	KAK4474215.1, KAK4474211.1, KAK4474212.1
OG0001778	Smp_154270.1, Smp_154270.2	KAK4468568.1
OG0001779	Smp_347280.1	KAK4473304.1
OG0001780	Smp_035310.1	KAK4472870.1
OG0001781	Smp_213810.1	KAK4467680.1
OG0001782	Smp_030000.1	KAK4471070.1
OG0001783	Smp_012860.1	KAK4472722.1
OG0001784	Smp_122030.1	KAK4473465.1
OG0001785	Smp_346470.1	KAK4473376.1
OG0001786	Smp_156270.1	KAK4471290.1
OG0001787	Smp_099310.1, Smp_099310.2	KAK4473373.1
OG0001788	Smp_113630.1	KAK4470422.1
OG0001789	Smp_176080.1	KAK4475490.1
OG0001790	Smp_059810.1	KAK4473652.1
OG0001791	Smp_163970.1	KAK4468701.1
OG0001791	Smp_172590.1	KAK4470158.1
OG0001792	Smp_080100.1	KAK4470845.1
OG0001793	Smp_149420.1	KAK4468939.1
OG0001794	Smp_019030.1	KAK4471539.1
OG0001795	Smp_310980.1, Smp_310980.2	KAK4469403.1
OG0001801	Smp_340310.1	KAK4474541.1
OG0001802	Smp_341860.1	KAK4473993.1
OG0001803	Smp_060660.1	KAK4473636.1
OG0001804	Smp_056930.1	KAK4472388.1
OG0001805	Smp_143260.1, Smp_143260.2	KAK4472728.1
OG0001806	Smp_315780.1, Smp_315780.2	KAK4467839.1
OG0001807	Smp_018160.1	KAK4474591.1
OG0001808	Smp_306810.1	KAK4475115.1
OG0001809	Smp_126020.1	KAK4472364.1
OG0001810	Smp_340650.1, Smp_340650.2	KAK4467749.1
OG0001811	Smp_322730.1	KAK4476221.1
OG0001812	Smp_244230.1	KAK4470365.1
OG0001813	Smp_333090.1	KAK4474479.1
OG0001814	Smp_024660.1	KAK4470457.1
OG0001815	Smp_124660.1	KAK4469120.1, KAK4469121.1
OG0001816	Smp_131030.1	KAK4469095.1
OG0001817	Smp_054600.1	KAK4473773.1
OG0001818	Smp_046810.1	KAK4469237.1
OG0001819	Smp_039670.1, Smp_039670.2	KAK4475051.1
OG0001820	Smp_018360.1	KAK4471907.1
OG0001821	Smp_165490.1	KAK4467978.1
OG0001821	Smp_030710.1	KAK4471167.1
OG0001822	Smp_127940.1	KAK4467887.1
OG0001823	Smp_163790.1	KAK4475370.1
OG0001824	Smp_135240.1	KAK4475313.1
OG0001825	Smp_247360.1	KAK4469644.1
OG0001826	Smp_166550.1	KAK4475849.1
OG0001827	Smp_213070.1, Smp_213060.1	KAK4470784.1
OG0001828	Smp_049140.1, Smp_049140.2, Smp_049140.3	KAK4469508.1
OG0001829	Smp_120700.1	KAK4473132.1
OG0001830	Smp_159910.1	KAK4471134.1
OG0001831	Smp_197480.1	KAK4471442.1
OG0001832	Smp_337380.1	KAK4468142.1
OG0001833	Smp_243500.1, Smp_333450.1	KAK4468153.1
OG0001834	Smp_156670.1	KAK4470481.1
OG0001835	Smp_099030.1, Smp_099030.2	KAK4474848.1
OG0001836	Smp_304090.1, Smp_304090.2, Smp_322130.1	KAK4475561.1
OG0001837	Smp_136280.1, Smp_136280.3, Smp_136280.2	KAK4468362.1
OG0001838	Smp_085830.1, Smp_085830.2	KAK4472969.1
OG0001839	Smp_099630.1	KAK4469356.1
OG0001840	Smp_142640.1, Smp_142640.3, Smp_142640.2	KAK4473925.1
OG0001841	Smp_142770.1	KAK4474803.1
OG0001842	Smp_144750.1	KAK4467763.1
OG0001843	Smp_159150.1	KAK4473403.1
OG0001844	Smp_180180.1, Smp_316540.1	KAK4474950.1
OG0001845	Smp_134530.1	KAK4467647.1
OG0001846	Smp_306640.1	KAK4472936.1
OG0001847	Smp_134370.1	KAK4475768.1
OG0001848	Smp_158730.1	KAK4467434.1, KAK4475817.1
OG0001849	Smp_214060.1	KAK4472068.1
OG0001850	Smp_137040.1	KAK4470579.1
OG0001851	Smp_049150.1	KAK4469509.1
OG0001852	Smp_094870.1	KAK4472766.1
OG0001853	Smp_171620.2, Smp_171620.1, Smp_028190.1	KAK4475630.1
OG0001854	Smp_335950.1, Smp_332370.1, Smp_331960.1	KAK4467874.1
OG0001855	Smp_179930.1	KAK4470152.1
OG0001856	Smp_150890.1	KAK4470532.1
OG0001857	Smp_174630.1	KAK4470721.1
OG0001858	Smp_342620.1, Smp_342620.2	KAK4472246.1
OG0001859	Smp_011980.1	KAK4475995.1
OG0001861	Smp_145310.1	KAK4470351.1
OG0001862	Smp_304320.1	KAK4475729.1
OG0001863	Smp_325900.1, Smp_324100.1	KAK4472203.1
OG0001864	Smp_042990.1	KAK4470331.1
OG0001865	Smp_244970.1	KAK4476033.1
OG0001866	Smp_247980.2, Smp_247980.1	KAK4468647.1
OG0001867	Smp_147330.1	KAK4469233.1
OG0001869	Smp_155050.1	KAK4474991.1
OG0001870	Smp_164540.1	KAK4469657.1
OG0001871	Smp_152130.1	KAK4473524.1, KAK4473525.1
OG0001872	Smp_150590.1, Smp_340880.1, Smp_340880.2	KAK4468296.1
OG0001873	Smp_115290.1	KAK4472319.1
OG0001874	Smp_158430.1	KAK4473349.1
OG0001875	Smp_168730.1	KAK4468707.1
OG0001876	Smp_333400.2, Smp_333400.1, Smp_333400.3	KAK4475467.1
OG0001877	Smp_084140.1	KAK4474918.1
OG0001878	Smp_343340.1	KAK4469747.1, KAK4468993.1
OG0001879	Smp_175950.1	KAK4472985.1
OG0001880	Smp_076050.1	KAK4475074.1
OG0001881	Smp_180520.1	KAK4472071.1
OG0001882	Smp_344930.1, Smp_344930.2	KAK4470668.1
OG0001883	Smp_028360.1	KAK4475612.1
OG0001884	Smp_080700.1	KAK4468708.1
OG0001885	Smp_157140.1	KAK4474684.1
OG0001886	Smp_344270.1	KAK4470275.1
OG0001887	Smp_105910.1	KAK4471695.1
OG0001888	Smp_138500.1	KAK4471374.1
OG0001889	Smp_344720.1	KAK4468130.1
OG0001890	Smp_128210.2, Smp_128210.1	KAK4469633.1
OG0001891	Smp_317620.1, Smp_131380.1, Smp_164040.1	KAK4475263.1
OG0001892	Smp_055200.1, Smp_055200.2	KAK4470873.1
OG0001893	Smp_303770.1, Smp_318850.1	KAK4472302.1
OG0001894	Smp_154530.1	KAK4467988.1
OG0001895	Smp_166290.1	KAK4473815.1
OG0001896	Smp_012670.1	KAK4472703.1
OG0001897	Smp_144920.1	KAK4470818.1
OG0001898	Smp_311360.1, Smp_311360.2, Smp_311360.3	KAK4471151.1
OG0001899	Smp_054610.1	KAK4473774.1
OG0001900	Smp_211020.1, Smp_211020.2	KAK4467407.1, KAK4470453.1
OG0001901	Smp_165960.1	KAK4472483.1
OG0001903	Smp_040080.1, Smp_040080.2	KAK4468115.1
OG0001904	Smp_058170.1	KAK4475265.1
OG0001905	Smp_343200.1	KAK4472113.1
OG0001906	Smp_172780.1	KAK4472762.1
OG0001907	Smp_343350.1	KAK4476050.1
OG0001908	Smp_134720.1, Smp_309500.1, Smp_309510.1, Smp_350060.1, Smp_335880.1	KAK4471205.1
OG0001909	Smp_213800.1	KAK4467679.1
OG0001910	Smp_071150.1	KAK4473962.1
OG0001911	Smp_060900.1	KAK4469345.1
OG0001912	Smp_150280.1	KAK4470997.1
OG0001913	Smp_027450.1	KAK4470578.1
OG0001914	Smp_018280.1	KAK4471900.1
OG0001915	Smp_146720.1	KAK4468220.1
OG0001916	Smp_162900.1, Smp_162900.2	KAK4475422.1
OG0001917	Smp_145620.1	KAK4476132.1
OG0001918	Smp_017230.1	KAK4469426.1
OG0001919	Smp_000130.1	KAK4471565.1
OG0001921	Smp_048240.1	KAK4473711.1
OG0001922	Smp_098980.1	KAK4471100.1
OG0001923	Smp_332950.1	KAK4476038.1
OG0001924	Smp_340680.1	KAK4469867.1
OG0001925	Smp_340520.1, Smp_340520.2, Smp_327820.1, Smp_348910.1	KAK4475453.1
OG0001926	Smp_056990.1	KAK4472393.1
OG0001927	Smp_048540.1	KAK4475823.1
OG0001929	Smp_045560.1	KAK4470263.1
OG0001930	Smp_081140.1	KAK4472476.1
OG0001931	Smp_172790.1	KAK4472761.1
OG0001932	Smp_213390.1	KAK4471196.1
OG0001933	Smp_162060.1	KAK4473276.1
OG0001934	Smp_331720.1	KAK4473488.1
OG0001935	Smp_162510.1, Smp_162510.2	KAK4474444.1
OG0001936	Smp_047330.1	KAK4474486.1
OG0001937	Smp_146440.1, Smp_130620.1	KAK4474951.1
OG0001941	Smp_141770.1	KAK4468689.1
OG0001942	Smp_035620.1	KAK4473117.1
OG0001943	Smp_324060.1, Smp_306730.1, Smp_306740.1, Smp_306750.1, Smp_324080.1	KAK4475127.1
OG0001944	Smp_100120.1	KAK4471518.1
OG0001945	Smp_343310.1	KAK4467852.1
OG0001946	Smp_246260.1	KAK4472486.1
OG0001947	Smp_103950.1	KAK4473449.1
OG0001948	Smp_147140.1	KAK4467243.1
OG0001949	Smp_140020.1	KAK4467747.1
OG0001950	Smp_039180.1	KAK4468166.1
OG0001951	Smp_207000.1	KAK4476106.1
OG0001952	Smp_122780.1	KAK4469665.1
OG0001953	Smp_337580.1	KAK4474207.1
OG0001954	Smp_024140.1	KAK4475309.1
OG0001955	Smp_246880.1	KAK4475856.1
OG0001956	Smp_153810.1	KAK4470495.1
OG0001957	Smp_179380.1	KAK4475293.1
OG0001958	Smp_010110.1	KAK4471673.1
OG0001959	Smp_071550.1	KAK4472737.1
OG0001960	Smp_020040.1	KAK4472754.1
OG0001961	Smp_337010.1	KAK4471504.1
OG0001962	Smp_149500.1, Smp_149500.2	KAK4475333.1
OG0001963	Smp_079410.1	KAK4472859.1
OG0001966	Smp_171870.1	KAK4476007.1
OG0001967	Smp_345970.1, Smp_345970.2	KAK4467803.1
OG0001968	Smp_246470.1	KAK4472641.1
OG0001969	Smp_140800.1	KAK4472435.1
OG0001970	Smp_083710.1	KAK4473864.1
OG0001971	Smp_137930.1	KAK4471883.1
OG0001973	Smp_205760.1	KAK4468131.1
OG0001974	Smp_247400.1	KAK4469098.1
OG0001975	Smp_124390.1	KAK4469194.1
OG0001976	Smp_031100.1, Smp_303540.1	KAK4475685.1, KAK4467563.1
OG0001977	Smp_128000.1	KAK4468424.1
OG0001978	Smp_247420.1, Smp_247420.2	KAK4470934.1
OG0001979	Smp_156410.1	KAK4469647.1
OG0001980	Smp_129430.1	KAK4471771.1
OG0001981	Smp_320120.1, Smp_180200.1	KAK4473448.1
OG0001982	Smp_094890.1, Smp_094890.2	KAK4474172.1
OG0001983	Smp_343630.1	KAK4468169.1
OG0001984	Smp_169980.1	KAK4468662.1
OG0001985	Smp_151420.1	KAK4473778.1, KAK4473777.1
OG0001986	Smp_173880.1	KAK4469517.1
OG0001987	Smp_165030.1	KAK4473793.1
OG0001988	Smp_167500.1	KAK4472054.1
OG0001990	Smp_156720.1, Smp_156720.2	KAK4469221.1
OG0001991	Smp_345070.1, Smp_345070.2	KAK4475289.1
OG0001992	Smp_128110.1	KAK4469618.1
OG0001993	Smp_042810.1	KAK4470345.1
OG0001994	Smp_245470.1	KAK4475356.1
OG0001995	Smp_140030.1	KAK4467750.1
OG0001996	Smp_069880.1	KAK4468134.1
OG0001996	Smp_069870.1	KAK4468135.1
OG0001997	Smp_337290.1	KAK4476254.1
OG0001998	Smp_016600.1	KAK4468442.1
OG0001999	Smp_245680.1	KAK4469209.1
OG0002000	Smp_347640.1	KAK4476201.1, KAK4476200.1
OG0002001	Smp_305490.1	KAK4474623.1, KAK4474622.1, KAK4467249.1, KAK4467304.1, KAK4474624.1
OG0002002	Smp_301670.1	KAK4474063.1
OG0002003	Smp_176290.1	KAK4469214.1
OG0002004	Smp_007660.1, Smp_007660.2	KAK4475748.1, KAK4475740.1
OG0002005	Smp_104600.1	KAK4469029.1
OG0002006	Smp_042630.1	KAK4470357.1
OG0002007	Smp_001095.1, Smp_001090.1	KAK4471377.1
OG0002008	Smp_246610.1	KAK4471781.1, KAK4471782.1
OG0002009	Smp_136210.1	KAK4472290.1
OG0002010	Smp_045230.1	KAK4469957.1, KAK4469956.1
OG0002011	Smp_150840.1	KAK4470524.1
OG0002012	Smp_133770.1	KAK4476215.1
OG0002013	Smp_305560.1	KAK4469648.1
OG0002014	Smp_156350.1	KAK4471464.1
OG0002015	Smp_002280.1	KAK4468790.1
OG0002016	Smp_308440.1	KAK4471697.1
OG0002017	Smp_123440.1	KAK4471239.1
OG0002018	Smp_172090.1	KAK4470098.1
OG0002018	Smp_344140.1	KAK4470096.1, KAK4470097.1
OG0002020	Smp_164590.1	KAK4471283.1
OG0002021	Smp_312730.1	KAK4470191.1
OG0002022	Smp_168500.1	KAK4470149.1
OG0002023	Smp_000190.1	KAK4471571.1
OG0002024	Smp_152230.1	KAK4473063.1
OG0002025	Smp_105960.1	KAK4471702.1, KAK4471701.1
OG0002026	Smp_134300.1	KAK4475797.1
OG0002027	Smp_315010.2	KAK4468162.1
OG0002028	Smp_148360.1	KAK4469476.1
OG0002029	Smp_152860.1	KAK4472515.1
OG0002030	Smp_013520.1	KAK4471751.1
OG0002031	Smp_343880.1	KAK4474999.1
OG0002032	Smp_127840.1	KAK4467812.1
OG0002033	Smp_073940.1	KAK4471857.1
OG0002034	Smp_169700.1	KAK4471530.1
OG0002035	Smp_076390.1, Smp_076390.2	KAK4474516.1
OG0002036	Smp_091650.1	KAK4468716.1
OG0002037	Smp_147650.1	KAK4469881.1
OG0002038	Smp_038870.1	KAK4472804.1, KAK4472815.1
OG0002039	Smp_124430.1	KAK4469201.1
OG0002040	Smp_331650.3, Smp_331650.2, Smp_331650.4, Smp_331650.1, Smp_332860.1, Smp_332860.2	KAK4475548.1
OG0002041	Smp_135500.1	KAK4470462.1
OG0002042	Smp_076530.1	KAK4467451.1, KAK4474626.1
OG0002043	Smp_026390.1	KAK4471410.1
OG0002044	Smp_127270.1	KAK4475951.1
OG0002045	Smp_166220.1	KAK4468047.1
OG0002046	Smp_145210.1	KAK4470368.1
OG0002047	Smp_039490.1	KAK4468073.1
OG0002048	Smp_005020.1	KAK4474801.1
OG0002049	Smp_315580.1	KAK4468631.1, KAK4468632.1
OG0002050	Smp_146360.1	KAK4469176.1
OG0002051	Smp_160870.1	KAK4472398.1
OG0002052	Smp_051390.1	KAK4473552.1
OG0002053	Smp_062520.1	KAK4470413.1
OG0002054	Smp_036010.1	KAK4470566.1
OG0002055	Smp_151720.1	KAK4471181.1
OG0002056	Smp_214030.1, Smp_214020.1, Smp_214020.2	KAK4468569.1
OG0002057	Smp_211330.1	KAK4469378.1
OG0002058	Smp_103740.1	KAK4476128.1
OG0002059	Smp_135130.1	KAK4473863.1
OG0002060	Smp_053420.1	KAK4476192.1
OG0002061	Smp_022850.1	KAK4475759.1, KAK4474345.1, KAK4467497.1
OG0002062	Smp_309210.1	KAK4471589.1
OG0002063	Smp_245590.1	KAK4473939.1
OG0002064	Smp_165790.1, Smp_165790.2	KAK4476178.1
OG0002065	Smp_167840.1	KAK4474269.1
OG0002067	Smp_124520.1	KAK4472033.1, KAK4472032.1
OG0002068	Smp_169010.1	KAK4474448.1, KAK4474446.1, KAK4474445.1
OG0002073	Smp_144850.1	KAK4467636.1
OG0002074	Smp_170150.1	KAK4475125.1
OG0002075	Smp_094820.1	KAK4476280.1
OG0002076	Smp_065610.1	KAK4473421.1
OG0002077	Smp_153480.1	KAK4475261.1
OG0002079	Smp_060480.1	KAK4473900.1
OG0002080	Smp_063530.1, Smp_063530.2	KAK4469650.1
OG0002081	Smp_153410.1	KAK4468262.1
OG0002082	Smp_335820.1	KAK4472024.1
OG0002082	Smp_069120.1	KAK4472023.1
OG0002083	Smp_044000.1	KAK4474048.1
OG0002084	Smp_244080.1	KAK4474963.1
OG0002085	Smp_018710.1	KAK4471939.1
OG0002086	Smp_345280.1	KAK4473220.1
OG0002087	Smp_173380.1, Smp_173380.2	KAK4472322.1
OG0002089	Smp_046190.1	KAK4469525.1
OG0002090	Smp_047700.1	KAK4469882.1
OG0002091	Smp_148410.1	KAK4469677.1
OG0002092	Smp_170290.1	KAK4473766.1
OG0002093	Smp_123830.1	KAK4473261.1
OG0002094	Smp_030400.1	KAK4475778.1, KAK4475781.1
OG0002095	Smp_343550.1	KAK4474804.1
OG0002096	Smp_133280.1	KAK4472805.1
OG0002097	Smp_245280.2, Smp_245280.1	KAK4475842.1
OG0002098	Smp_342700.1	KAK4471107.1
OG0002099	Smp_332560.1	KAK4473789.1
OG0002100	Smp_035360.1	KAK4472869.1
OG0002101	Smp_051000.1, Smp_051000.2	KAK4468932.1
