Orthogroup	schistosoma_mansoni	s.mekongi
OG0006730	Smp_072950.1	KAK4472623.1
OG0006731	Smp_247820.2, Smp_247820.1	KAK4468723.1
OG0006732	Smp_091240.1	KAK4471486.1
OG0006733	Smp_191160.1	KAK4476305.1
OG0006734	Smp_009340.1	KAK4468487.1
OG0006735	Smp_026270.1	KAK4471420.1
OG0006736	Smp_343100.1	KAK4470595.1
OG0006737	Smp_344570.1	KAK4475462.1
OG0006738	Smp_031590.1	KAK4473410.1
OG0006739	Smp_163830.1	KAK4475374.1
OG0006740	Smp_053030.1	KAK4468291.1
OG0006741	Smp_058270.1	KAK4475256.1
OG0006742	Smp_078320.1	KAK4474410.1
OG0006743	Smp_013860.1	KAK4469394.1
OG0006744	Smp_341070.1	KAK4468729.1
OG0006745	Smp_334610.1	KAK4468192.1
OG0006746	Smp_344170.1	KAK4470942.1
OG0006747	Smp_128060.1	KAK4468319.1
OG0006748	Smp_080370.1	KAK4474395.1
OG0006749	Smp_319610.1	KAK4473850.1
OG0006750	Smp_009420.1	KAK4468480.1
OG0006751	Smp_242120.1	KAK4469773.1
OG0006752	Smp_046120.1	KAK4474718.1
OG0006753	Smp_151600.1	KAK4471655.1
OG0006754	Smp_157250.1	KAK4469264.1
OG0006755	Smp_002920.1	KAK4471050.1
OG0006756	Smp_074410.1	KAK4468856.1
OG0006757	Smp_095140.1	KAK4476186.1
OG0006758	Smp_087690.1	KAK4471294.1
OG0006759	Smp_174110.1	KAK4476269.1
OG0006760	Smp_085750.1, Smp_085750.2	KAK4471319.1
OG0006761	Smp_341530.1	KAK4469686.1
OG0006762	Smp_337860.1	KAK4467892.1
OG0006763	Smp_075210.1	KAK4475176.1
OG0006764	Smp_126860.1	KAK4470645.1
OG0006765	Smp_123070.1	KAK4468834.1
OG0006766	Smp_162240.1	KAK4468867.1
OG0006767	Smp_074390.1	KAK4468858.1
OG0006768	Smp_019820.1	KAK4476089.1
OG0006769	Smp_066930.1	KAK4470667.1
OG0006771	Smp_145630.1	KAK4476125.1
OG0006772	Smp_333690.1, Smp_347130.1	KAK4471527.1
OG0006773	Smp_166180.1, Smp_166180.2	KAK4470394.1
OG0006774	Smp_054120.1	KAK4475092.1
OG0006775	Smp_167540.1	KAK4472030.1
OG0006776	Smp_342680.1	KAK4472090.1
OG0006777	Smp_198420.1	KAK4474915.1
OG0006778	Smp_347220.1	KAK4475360.1
OG0006779	Smp_104330.1	KAK4469205.1
OG0006780	Smp_069910.1	KAK4468199.1
OG0006782	Smp_151580.1	KAK4471624.1
OG0006783	Smp_162390.1	KAK4474886.1
OG0006784	Smp_343250.1	KAK4475676.1
OG0006785	Smp_247460.1	KAK4470943.1
OG0006786	Smp_077230.1	KAK4475363.1
OG0006787	Smp_007300.1	KAK4472341.1, KAK4472346.1
OG0006788	Smp_023660.1	KAK4471229.1
OG0006789	Smp_046160.1	KAK4467548.1, KAK4474721.1
OG0006790	Smp_130330.1	KAK4467939.1
OG0006792	Smp_061100.1	KAK4473318.1
OG0006795	Smp_076400.1	KAK4474517.1
OG0006797	Smp_170260.1, Smp_170260.2	KAK4476217.1
OG0006798	Smp_068750.1	KAK4469257.1
OG0006799	Smp_068340.1	KAK4473405.1
OG0006800	Smp_341370.1	KAK4475471.1
OG0006801	Smp_024010.1	KAK4475296.1, KAK4475297.1
OG0006802	Smp_024030.1	KAK4475299.1
OG0006803	Smp_070130.1	KAK4470435.1
OG0006804	Smp_160100.1	KAK4468136.1
OG0006805	Smp_146280.1	KAK4468225.1
OG0006806	Smp_098330.1	KAK4472464.1
OG0006807	Smp_211120.1	KAK4472177.1
OG0006808	Smp_069400.1	KAK4472926.1
OG0006810	Smp_122170.1	KAK4471568.1
OG0006811	Smp_039970.1	KAK4468059.1
OG0006813	Smp_034100.1, Smp_331530.1	KAK4472586.1
OG0006816	Smp_331550.1	KAK4468426.1
OG0006817	Smp_305460.1, Smp_314790.1	KAK4472889.1
OG0006818	Smp_016130.1	KAK4473298.1
OG0006819	Smp_342960.1	KAK4475233.1
OG0006820	Smp_247800.1	KAK4470517.1
OG0006821	Smp_126560.1	KAK4473826.1
OG0006822	Smp_126290.1	KAK4467520.1, KAK4475732.1
OG0006823	Smp_214080.1	KAK4467694.1
OG0006824	Smp_010380.1	KAK4467731.1
OG0006825	Smp_330790.1, Smp_330810.1	KAK4468064.1
OG0006826	Smp_143630.1, Smp_143630.2	KAK4468074.1
OG0006827	Smp_147000.1	KAK4468409.1
OG0006828	Smp_310500.1	KAK4470728.1, KAK4470729.1
OG0006829	Smp_214390.1, Smp_214390.2	KAK4471232.1
OG0006830	Smp_106010.1	KAK4471707.1
OG0006831	Smp_125740.1	KAK4472616.1
OG0006832	Smp_073490.1	KAK4472862.1
OG0006833	Smp_159740.1, Smp_159740.2	KAK4472933.1
OG0006834	Smp_200300.1	KAK4473055.1
OG0006835	Smp_131840.1, Smp_303320.1	KAK4474147.1
OG0006836	Smp_194610.1	KAK4474866.1
OG0006851	Smp_138510.1	KAK4471644.1
OG0006852	Smp_267250.1	KAK4467806.1
OG0006853	Smp_135380.1	KAK4475238.1
OG0006854	Smp_065370.1	KAK4469294.1
OG0006855	Smp_152990.1	KAK4467704.1
OG0006856	Smp_075770.1	KAK4472309.1
OG0006857	Smp_172470.1	KAK4468508.1
OG0006858	Smp_147410.1	KAK4474536.1
OG0006859	Smp_175910.1	KAK4474555.1
OG0006860	Smp_331810.1	KAK4474762.1
OG0006861	Smp_105480.1	KAK4469527.1
OG0006862	Smp_020120.2, Smp_020120.1	KAK4472780.1
OG0006864	Smp_125480.1	KAK4469600.1
OG0006865	Smp_213700.1	KAK4473202.1
OG0006866	Smp_193610.1	KAK4472387.1
OG0006867	Smp_123240.1	KAK4468804.1
OG0006868	Smp_170030.1	KAK4476218.1
OG0006869	Smp_007190.1	KAK4472355.1
OG0006870	Smp_140830.1	KAK4472426.1
OG0006871	Smp_123300.1	KAK4468791.1
OG0006872	Smp_044400.1	KAK4469605.1
OG0006873	Smp_139940.1	KAK4476052.1
OG0006874	Smp_244240.1	KAK4474904.1
OG0006875	Smp_002640.1	KAK4471253.1
OG0006876	Smp_210450.1	KAK4472340.1
OG0006877	Smp_039300.1	KAK4469584.1
OG0006878	Smp_340870.1	KAK4468287.1
OG0006879	Smp_187190.1	KAK4471091.1
OG0006880	Smp_330000.1	KAK4468091.1
OG0006881	Smp_141450.1	KAK4468552.1
OG0006882	Smp_345850.1	KAK4468706.1
OG0006883	Smp_196410.1	KAK4472975.1
OG0006884	Smp_202630.1	KAK4470188.1
OG0006887	Smp_213740.1	KAK4473277.1
OG0006888	Smp_060490.1	KAK4473901.1
OG0006889	Smp_176720.1	KAK4468586.1
OG0006890	Smp_026770.1	KAK4468439.1
OG0006891	Smp_004200.1	KAK4469196.1
OG0006892	Smp_026230.1	KAK4471424.1
OG0006893	Smp_333650.1	KAK4472905.1
OG0006894	Smp_125400.1	KAK4467667.1
OG0006895	Smp_136130.1	KAK4472307.1
OG0006896	Smp_012530.1	KAK4472692.1
OG0006897	Smp_344050.1	KAK4473720.1
OG0006899	Smp_060030.1	KAK4472678.1
OG0006902	Smp_321770.1	KAK4475628.1
OG0006903	Smp_337390.1	KAK4474604.1
OG0006904	Smp_128760.1	KAK4469546.1
OG0006905	Smp_139330.1	KAK4467829.1
OG0006906	Smp_312010.1	KAK4469968.1, KAK4469967.1
OG0006907	Smp_137710.1	KAK4469840.1
OG0006908	Smp_310210.1	KAK4472877.1
OG0006909	Smp_059910.1	KAK4476197.1
OG0006910	Smp_246770.1	KAK4471135.1
OG0006911	Smp_049170.1	KAK4469511.1
OG0006912	Smp_163330.1	KAK4474520.1
OG0006913	Smp_095580.1	KAK4475134.1
OG0006914	Smp_167000.1	KAK4469168.1
OG0006915	Smp_140510.1	KAK4472572.1
OG0006916	Smp_155720.1	KAK4467921.1
OG0006917	Smp_322220.1	KAK4474335.1
OG0006918	Smp_033870.1	KAK4474200.1
OG0006920	Smp_103200.1	KAK4472955.1
OG0006921	Smp_074780.1	KAK4471963.1
OG0006922	Smp_025340.1	KAK4474668.1
OG0006923	Smp_203280.1	KAK4467689.1
OG0006924	Smp_149170.1	KAK4470947.1
OG0006925	Smp_123030.1	KAK4469414.1
OG0006926	Smp_146610.3, Smp_146610.1, Smp_146610.2	KAK4469718.1
OG0006927	Smp_346250.1	KAK4469516.1
OG0006928	Smp_340890.1	KAK4474774.1, KAK4474775.1
OG0006929	Smp_344590.1	KAK4468265.1
OG0006930	Smp_342900.1	KAK4475769.1
OG0006931	Smp_178780.1	KAK4476300.1
OG0006932	Smp_098650.1, Smp_098650.2	KAK4474580.1
OG0006933	Smp_148290.1	KAK4469484.1
OG0006934	Smp_122050.1	KAK4473468.1
OG0006935	Smp_050130.1	KAK4470119.1
OG0006936	Smp_008310.1	KAK4473967.1
OG0006937	Smp_140730.1	KAK4469857.1
OG0006938	Smp_247930.1	KAK4468523.1
OG0006939	Smp_166320.1	KAK4473444.1
OG0006940	Smp_199050.1	KAK4474574.1
OG0006941	Smp_244070.1	KAK4475135.1
OG0006942	Smp_104210.1	KAK4474911.1
OG0006943	Smp_160070.1	KAK4468147.1
OG0006944	Smp_170790.1	KAK4470211.1
OG0006945	Smp_213710.1, Smp_213710.2	KAK4473271.1
OG0006946	Smp_315740.1	KAK4474469.1
OG0006948	Smp_141710.1	KAK4474191.1
OG0006949	Smp_301730.1	KAK4470308.1
OG0006950	Smp_043220.1	KAK4470537.1
OG0006951	Smp_149560.1	KAK4475344.1
OG0006952	Smp_325820.1	KAK4473140.1
OG0006953	Smp_004470.1	KAK4472031.1
OG0006954	Smp_130220.1	KAK4469496.1
OG0006955	Smp_060090.1	KAK4472673.1
OG0006956	Smp_341150.1	KAK4471828.1
OG0006957	Smp_049890.1	KAK4470225.1
OG0006958	Smp_001180.1	KAK4471478.1
OG0006959	Smp_001950.1	KAK4468817.1
OG0006960	Smp_032120.1, Smp_139580.1	KAK4474157.1
OG0006961	Smp_024870.1	KAK4468544.1
OG0006962	Smp_245910.1	KAK4469935.1
OG0006963	Smp_157390.1	KAK4469291.1
OG0006964	Smp_013540.1	KAK4471749.1
OG0006965	Smp_028100.1	KAK4474107.1
OG0006966	Smp_162680.1	KAK4471986.1
OG0006967	Smp_099440.1	KAK4468651.1
OG0006968	Smp_154650.1	KAK4473904.1
OG0006969	Smp_049930.1	KAK4470231.1
OG0006970	Smp_049920.1	KAK4470230.1
OG0006971	Smp_247280.1	KAK4470060.1
OG0006972	Smp_132410.1	KAK4471938.1
OG0006974	Smp_056500.1	KAK4468313.1
OG0006975	Smp_164660.1	KAK4475509.1
OG0006976	Smp_151590.1	KAK4471635.1
OG0006977	Smp_140250.1	KAK4472520.1
OG0006978	Smp_347660.1	KAK4473341.1
OG0006979	Smp_340620.1	KAK4471369.1
OG0006981	Smp_162610.1, Smp_162610.2	KAK4471973.1
OG0006982	Smp_174450.1	KAK4469973.1
OG0006983	Smp_133310.1	KAK4475251.1
OG0006984	Smp_166930.1	KAK4469149.1
OG0006985	Smp_172070.1	KAK4473604.1
OG0006986	Smp_028330.1	KAK4475609.1
OG0006987	Smp_087250.1	KAK4470750.1
OG0006988	Smp_169640.1	KAK4470751.1
OG0006989	Smp_342280.1	KAK4470609.1
OG0006990	Smp_038300.1	KAK4475163.1
OG0006991	Smp_345020.1	KAK4468248.1
OG0006992	Smp_176070.1	KAK4475488.1
OG0006993	Smp_074590.1	KAK4474890.1
OG0006994	Smp_030440.1	KAK4467378.1, KAK4475806.1
OG0006995	Smp_013600.1	KAK4471745.1
OG0006996	Smp_171780.1	KAK4475586.1
OG0006997	Smp_074210.1	KAK4468875.1
OG0006998	Smp_153950.1	KAK4470675.1
OG0006999	Smp_191310.1	KAK4469471.1
OG0007000	Smp_045710.1	KAK4468212.1
OG0007001	Smp_171180.1	KAK4469304.1
OG0007002	Smp_343710.1	KAK4467622.1
OG0007003	Smp_032920.1	KAK4476048.1
OG0007005	Smp_046250.1	KAK4469482.1
OG0007006	Smp_300580.1	KAK4467916.1
OG0007007	Smp_213120.1	KAK4472749.1
OG0007009	Smp_011030.1	KAK4468420.1
OG0007011	Smp_013815.1, Smp_013810.1	KAK4469398.1
OG0007012	Smp_208010.1	KAK4469608.1
OG0007013	Smp_063250.1	KAK4471288.1
OG0007014	Smp_187090.1	KAK4474429.1
OG0007015	Smp_055770.1	KAK4470972.1
OG0007016	Smp_151930.1	KAK4474932.1
OG0007017	Smp_122930.1	KAK4469427.1
OG0007018	Smp_248080.1	KAK4467713.1
OG0007019	Smp_151440.1	KAK4470859.1
OG0007020	Smp_139800.1	KAK4469741.1
OG0007021	Smp_161210.1	KAK4469549.1
OG0007022	Smp_126210.1, Smp_126210.2	KAK4471953.1
OG0007023	Smp_341240.1	KAK4467543.1
OG0007024	Smp_045620.1	KAK4468223.1
OG0007025	Smp_046410.1	KAK4468414.1
OG0007026	Smp_346880.1	KAK4472003.1
OG0007027	Smp_056370.1	KAK4476047.1
OG0007028	Smp_343820.1	KAK4470356.1
OG0007029	Smp_333300.1	KAK4475124.1
OG0007030	Smp_050270.1	KAK4470121.1
OG0007031	Smp_154690.1	KAK4473912.1
OG0007033	Smp_242360.1, Smp_242360.2	KAK4470921.1
OG0007034	Smp_212960.1	KAK4470922.1
OG0007035	Smp_086960.1	KAK4470330.1
OG0007036	Smp_166890.1	KAK4468275.1, KAK4468276.1
OG0007037	Smp_066340.1	KAK4471853.1
OG0007038	Smp_332520.1	KAK4473907.1
OG0007039	Smp_130050.1	KAK4469701.1
OG0007040	Smp_149770.1	KAK4470266.1
OG0007041	Smp_034450.1	KAK4472438.1
OG0007042	Smp_198750.1	KAK4473046.1
OG0007043	Smp_074230.1	KAK4468872.1
OG0007044	Smp_244510.1	KAK4474442.1
OG0007045	Smp_322250.1	KAK4475635.1
OG0007046	Smp_069900.1	KAK4468132.1
OG0007047	Smp_159940.1	KAK4471138.1
OG0007048	Smp_208080.1	KAK4471787.1
OG0007049	Smp_079600.1	KAK4473797.1
OG0007050	Smp_094810.1	KAK4476274.1
OG0007051	Smp_058620.1	KAK4474610.1
OG0007053	Smp_019190.1	KAK4474045.1
OG0007054	Smp_091640.1, Smp_091640.2	KAK4468776.1
OG0007055	Smp_050360.1	KAK4470440.1
OG0007056	Smp_164180.1	KAK4473329.1
OG0007057	Smp_079810.1	KAK4471331.1
OG0007058	Smp_214100.1	KAK4475219.1
OG0007059	Smp_346040.1, Smp_346040.2	KAK4469785.1
OG0007060	Smp_172360.1	KAK4472279.1
OG0007061	Smp_349960.1	KAK4467891.1
OG0007062	Smp_070540.1	KAK4473335.1
OG0007063	Smp_171770.1	KAK4475575.1
OG0007064	Smp_074260.1	KAK4468871.1
OG0007065	Smp_340400.1	KAK4475794.1
OG0007066	Smp_200020.1	KAK4473685.1
OG0007067	Smp_069720.1	KAK4468095.1
OG0007068	Smp_130850.1	KAK4470834.1
OG0007069	Smp_097500.1	KAK4474074.1
OG0007070	Smp_048760.1	KAK4469489.1
OG0007072	Smp_137390.1	KAK4474106.1
OG0007073	Smp_085300.1	KAK4470884.1
OG0007074	Smp_213500.1	KAK4470520.1
OG0007075	Smp_345260.1	KAK4475146.1
OG0007076	Smp_140550.1	KAK4472582.1
OG0007077	Smp_156370.1	KAK4471233.1
OG0007078	Smp_078640.1	KAK4469659.1
OG0007079	Smp_176640.1	KAK4473378.1
OG0007080	Smp_030500.1	KAK4475216.1
OG0007081	Smp_014650.1	KAK4469684.1
OG0007082	Smp_334710.1	KAK4468735.1
OG0007083	Smp_080150.1, Smp_165320.1	KAK4470848.1
OG0007084	Smp_147290.1	KAK4469235.1
OG0007085	Smp_340900.1	KAK4473784.1
OG0007086	Smp_169340.1	KAK4468077.1
OG0007087	Smp_029900.1	KAK4471364.1
OG0007088	Smp_345660.1	KAK4467659.1
OG0007090	Smp_162440.1	KAK4474878.1
OG0007091	Smp_049880.1	KAK4470224.1
OG0007092	Smp_054560.1	KAK4474789.1
OG0007094	Smp_327720.1	KAK4469281.1
OG0007096	Smp_156180.1	KAK4468532.1
OG0007097	Smp_140680.1	KAK4469864.1
OG0007098	Smp_095670.1	KAK4470720.1
OG0007099	Smp_155210.1	KAK4468196.1
OG0007100	Smp_105970.1	KAK4471703.1
OG0007101	Smp_032240.1	KAK4474149.1
OG0007102	Smp_140880.1	KAK4472421.1
OG0007103	Smp_213050.1	KAK4471704.1
OG0007104	Smp_030290.1	KAK4471640.1
OG0007105	Smp_091230.1	KAK4471485.1
OG0007106	Smp_148800.1, Smp_148800.2	KAK4470221.1
OG0007107	Smp_007890.1	KAK4471532.1
OG0007112	Smp_040020.1	KAK4468111.1
OG0007113	Smp_301260.1, Smp_301260.2	KAK4467871.1
OG0007114	Smp_158160.1	KAK4468762.1
OG0007115	Smp_032760.1	KAK4469749.1
OG0007116	Smp_074000.1	KAK4471829.1
OG0007117	Smp_243800.1	KAK4475449.1, KAK4475450.1
OG0007118	Smp_033110.1	KAK4467746.1
OG0007120	Smp_043570.2, Smp_043570.1	KAK4468230.1
OG0007121	Smp_123260.1	KAK4468797.1
OG0007122	Smp_123360.1	KAK4469188.1
OG0007123	Smp_214370.1	KAK4470226.1
OG0007124	Smp_045500.1	KAK4470260.1
OG0007125	Smp_027250.1	KAK4470910.1
OG0007126	Smp_344910.1	KAK4470988.1
OG0007127	Smp_320440.1	KAK4472127.1
OG0007128	Smp_337800.1	KAK4472508.1
OG0007129	Smp_331410.1	KAK4472591.1
OG0007130	Smp_331680.1, Smp_331690.1	KAK4473074.1
OG0007131	Smp_124280.1	KAK4473193.1
OG0007132	Smp_319270.1, Smp_319270.2	KAK4474054.1
OG0007133	Smp_038560.1	KAK4474551.1
OG0007134	Smp_149520.1	KAK4475335.1
OG0007135	Smp_163670.1	KAK4475353.1
OG0007149	Smp_179660.1	KAK4469964.1
OG0007150	Smp_157730.1	KAK4467554.1
OG0007152	Smp_340660.1	KAK4467642.1, KAK4467367.1
OG0007153	Smp_088240.1	KAK4475128.1
OG0007155	Smp_309990.1	KAK4471162.1
OG0007156	Smp_341670.1	KAK4472563.1
OG0007157	Smp_340200.1	KAK4470617.1
OG0007158	Smp_092170.1	KAK4468505.1
OG0007159	Smp_030870.1	KAK4468678.1
OG0007160	Smp_094020.1	KAK4472375.1
OG0007161	Smp_213560.1	KAK4470071.1
OG0007162	Smp_075430.1	KAK4475203.1, KAK4475204.1
OG0007163	Smp_213640.1	KAK4473337.1
OG0007164	Smp_145230.1	KAK4470362.1
OG0007165	Smp_337425.1	KAK4473887.1
OG0007166	Smp_077820.1	KAK4468912.1
OG0007167	Smp_151360.1, Smp_151360.2	KAK4473771.1
OG0007168	Smp_341390.1	KAK4472043.1
OG0007169	Smp_137050.1	KAK4470581.1, KAK4470582.1
OG0007170	Smp_196480.1	KAK4472338.1
OG0007171	Smp_147640.1	KAK4469883.1
OG0007172	Smp_141080.1	KAK4472822.1
OG0007174	Smp_207080.1	KAK4469691.1
OG0007175	Smp_319090.1	KAK4473970.1
OG0007176	Smp_266870.2	KAK4468107.1
OG0007177	Smp_344440.1	KAK4473519.1
OG0007178	Smp_132230.1	KAK4471904.1
OG0007179	Smp_171080.1	KAK4473008.1
OG0007180	Smp_152380.1	KAK4476088.1
OG0007181	Smp_348400.1	KAK4468538.1
OG0007182	Smp_146840.1	KAK4475269.1
OG0007184	Smp_063190.1	KAK4468500.1
OG0007185	Smp_203270.1	KAK4467899.1
OG0007186	Smp_042560.1	KAK4470363.1
OG0007187	Smp_090150.1	KAK4470055.1
OG0007188	Smp_176980.1	KAK4471503.1
OG0007189	Smp_134960.1	KAK4471469.1
OG0007190	Smp_090920.1	KAK4473736.1
OG0007191	Smp_153290.1	KAK4468272.1
OG0007193	Smp_311610.1	KAK4469912.1
OG0007194	Smp_032950.1	KAK4468785.1
OG0007195	Smp_001830.1	KAK4468837.1
OG0007196	Smp_153700.1	KAK4474611.1
OG0007197	Smp_024850.1	KAK4468546.1
OG0007198	Smp_093210.1	KAK4472470.1
OG0007199	Smp_022640.1	KAK4473016.1
OG0007200	Smp_128610.1	KAK4475989.1
OG0007201	Smp_210630.1	KAK4468645.1
OG0007202	Smp_050730.1	KAK4470563.1
OG0007203	Smp_028490.1	KAK4475604.1
OG0007205	Smp_334810.1	KAK4468919.1
OG0007206	Smp_141570.1	KAK4470600.1
OG0007207	Smp_065210.1	KAK4469275.1
OG0007208	Smp_165360.1	KAK4470856.1
OG0007209	Smp_041570.1	KAK4467629.1
OG0007210	Smp_050940.1	KAK4468928.1
OG0007211	Smp_099240.1	KAK4473381.1
OG0007212	Smp_000690.1	KAK4471611.1
OG0007213	Smp_000680.1	KAK4471610.1
OG0007214	Smp_136930.1	KAK4470911.1
OG0007215	Smp_157840.1	KAK4474475.1
OG0007216	Smp_341610.1	KAK4475133.1
OG0007217	Smp_149580.1	KAK4473557.1
OG0007219	Smp_165830.1	KAK4474380.1
OG0007220	Smp_027990.1	KAK4474096.1
OG0007221	Smp_028130.1	KAK4474112.1
OG0007222	Smp_107200.2, Smp_107200.1	KAK4476001.1
OG0007223	Smp_137810.1	KAK4471755.1
OG0007224	Smp_150120.1	KAK4470307.1
OG0007226	Smp_155340.1	KAK4472643.1
OG0007227	Smp_214040.1	KAK4468467.1
OG0007228	Smp_267010.1	KAK4470991.1
OG0007229	Smp_042910.1	KAK4470338.1
OG0007230	Smp_068240.1	KAK4476291.1
OG0007231	Smp_318490.1, Smp_201070.1	KAK4473314.1
OG0007232	Smp_017870.1	KAK4474430.1
OG0007233	Smp_342130.1	KAK4467872.1
OG0007234	Smp_073920.1	KAK4471860.1
OG0007235	Smp_073470.1	KAK4474995.1
OG0007236	Smp_322240.1	KAK4475627.1
OG0007237	Smp_160670.1	KAK4470692.1
OG0007238	Smp_324180.1	KAK4472923.1
OG0007239	Smp_042140.1	KAK4470790.1
OG0007240	Smp_341750.1	KAK4470142.1
OG0007241	Smp_170610.1	KAK4473436.1
OG0007242	Smp_051410.1	KAK4473549.1
OG0007243	Smp_165070.1	KAK4473803.1
OG0007244	Smp_150040.1	KAK4470295.1
OG0007245	Smp_049160.1	KAK4469510.1
OG0007246	Smp_310650.1	KAK4469325.1
OG0007247	Smp_045300.1	KAK4469725.1
OG0007248	Smp_123810.1	KAK4473263.1, KAK4473264.1
OG0007249	Smp_067930.1	KAK4468228.1
OG0007250	Smp_213670.1	KAK4473180.1
OG0007251	Smp_319070.1	KAK4473969.1
OG0007252	Smp_157690.1	KAK4474636.1
OG0007253	Smp_128810.1	KAK4469540.1
OG0007254	Smp_166170.1	KAK4470395.1
OG0007256	Smp_076650.2, Smp_076650.1	KAK4471321.1
OG0007257	Smp_102400.1	KAK4469876.1
OG0007260	Smp_343770.1	KAK4470773.1
OG0007261	Smp_072380.1	KAK4472993.1
OG0007262	Smp_247680.1	KAK4468143.1
OG0007263	Smp_012110.1	KAK4476231.1
OG0007264	Smp_157760.1	KAK4474477.1
OG0007265	Smp_079310.1	KAK4472839.1
OG0007266	Smp_326000.1, Smp_326010.1	KAK4471803.1
OG0007267	Smp_036780.1	KAK4468622.1
OG0007268	Smp_342110.1	KAK4473589.1
OG0007269	Smp_155040.1	KAK4474990.1
OG0007270	Smp_332100.1	KAK4468359.1
OG0007271	Smp_043390.1	KAK4476152.1
OG0007272	Smp_007670.1	KAK4475739.1, KAK4475749.1
OG0007273	Smp_022740.1	KAK4467441.1
OG0007274	Smp_047550.1	KAK4469914.1
OG0007275	Smp_165930.1	KAK4472477.1
OG0007276	Smp_345250.1	KAK4472402.1
OG0007277	Smp_124720.1	KAK4469129.1
OG0007278	Smp_055920.1	KAK4473514.1
OG0007279	Smp_314990.1	KAK4468155.1
OG0007280	Smp_342550.1	KAK4470840.1
OG0007282	Smp_241400.1	KAK4471231.1
OG0007283	Smp_332290.1, Smp_310770.1	KAK4469286.1
OG0007284	Smp_203720.1	KAK4474320.1
OG0007285	Smp_091380.1	KAK4473600.1
OG0007286	Smp_180890.1	KAK4469042.1
OG0007287	Smp_137990.1	KAK4471079.1
OG0007288	Smp_027220.1	KAK4470908.1
OG0007290	Smp_175710.1	KAK4474076.1
OG0007291	Smp_082740.1	KAK4469169.1
OG0007295	Smp_015730.1	KAK4474480.1
OG0007296	Smp_070770.1	KAK4471731.1
OG0007297	Smp_346080.1	KAK4468781.1
OG0007298	Smp_301420.1	KAK4473249.1
OG0007299	Smp_104960.1	KAK4470891.1
OG0007300	Smp_321950.1	KAK4473233.1
OG0007301	Smp_335590.1	KAK4473801.1
OG0007302	Smp_064350.1	KAK4468023.1
OG0007303	Smp_069770.1	KAK4468145.1
OG0007304	Smp_303120.1	KAK4472449.1
OG0007306	Smp_248150.1, Smp_248150.2	KAK4470110.1
OG0007307	Smp_342050.1	KAK4469200.1
OG0007308	Smp_088990.1	KAK4471009.1
OG0007309	Smp_159630.1	KAK4472022.1
OG0007311	Smp_191360.1	KAK4474799.1
OG0007312	Smp_204120.1	KAK4476237.1
OG0007313	Smp_165330.1	KAK4470850.1
OG0007314	Smp_021140.1	KAK4469960.1
OG0007315	Smp_081790.1	KAK4468045.1
OG0007316	Smp_033610.1	KAK4472252.1
OG0007317	Smp_025670.1	KAK4472313.1
OG0007318	Smp_340560.1	KAK4475613.1
OG0007319	Smp_004590.1	KAK4469107.1
OG0007320	Smp_332590.1	KAK4473684.1
OG0007322	Smp_040790.1	KAK4471921.1
OG0007323	Smp_104860.1	KAK4470318.1
OG0007324	Smp_074280.1	KAK4468869.1
OG0007325	Smp_146870.1	KAK4467537.1, KAK4467262.1, KAK4467288.1
OG0007326	Smp_150030.1	KAK4470294.1
OG0007327	Smp_093750.1	KAK4476308.1
OG0007328	Smp_035080.1	KAK4472901.1
OG0007330	Smp_173790.1, Smp_325740.1	KAK4472060.1
OG0007331	Smp_333970.1	KAK4469735.1
OG0007332	Smp_093440.1	KAK4474121.1
OG0007333	Smp_200380.1	KAK4472776.1
OG0007334	Smp_340250.1	KAK4468469.1
OG0007335	Smp_345565.1	KAK4474361.1
OG0007336	Smp_095470.1	KAK4473960.1
OG0007338	Smp_350360.1	KAK4471606.1
OG0007339	Smp_344770.1	KAK4469141.1
OG0007340	Smp_039600.1	KAK4475056.1, KAK4475057.1
OG0007341	Smp_019640.1	KAK4475959.1
OG0007343	Smp_023170.1	KAK4469455.1
OG0007344	Smp_132080.1	KAK4474549.1
OG0007345	Smp_329620.1	KAK4470418.1
OG0007346	Smp_190140.1	KAK4467932.1
OG0007347	Smp_130490.1	KAK4474970.1
OG0007348	Smp_090800.1	KAK4475542.1
OG0007349	Smp_176260.1	KAK4475996.1
OG0007350	Smp_090010.1	KAK4469320.1
OG0007351	Smp_018020.1	KAK4474397.1
OG0007352	Smp_082030.1	KAK4469778.1
OG0007353	Smp_079230.1	KAK4472844.1
OG0007355	Smp_033010.1	KAK4476046.1
OG0007356	Smp_074500.1	KAK4474900.1
OG0007357	Smp_093780.1, Smp_322080.1	KAK4475550.1
OG0007358	Smp_037700.1	KAK4476114.1
OG0007359	Smp_162180.1	KAK4468887.1
OG0007361	Smp_213550.1	KAK4469105.1
OG0007362	Smp_004630.1, Smp_004630.2	KAK4469113.1
OG0007363	Smp_347270.1	KAK4470899.1
OG0007364	Smp_144540.1	KAK4473840.1
OG0007365	Smp_267170.1	KAK4471097.1
OG0007366	Smp_335300.1	KAK4471380.1
OG0007367	Smp_308310.1	KAK4471950.1
OG0007369	Smp_165750.1	KAK4467901.1
OG0007370	Smp_344280.1	KAK4470287.1
OG0007371	Smp_127670.1	KAK4467596.1
OG0007372	Smp_186780.1, Smp_186780.2	KAK4475650.1
OG0007373	Smp_347150.1	KAK4468015.1
OG0007374	Smp_342100.1	KAK4468497.1
