Orthogroup	schistosoma_japonicum	trichobilharzia_regenti
OG0005783	EWB00_001068.1, EWB00_001068.2	TREG1_125710.1
OG0005784	EWB00_006719	TREG1_129630.1, TREG1_129630.2
OG0005785	EWB00_008332.1, EWB00_008332.3, EWB00_008332.2, EWB00_008332.4	TREG1_23280.1
OG0005786	EWB00_009439	TREG1_13920.1
OG0005787	EWB00_010221.1, EWB00_010221.2	TREG1_520.1
OG0005788	EWB00_000689	TREG1_18180.1
OG0005789	EWB00_007217	TREG1_64530.1
OG0005790	EWB00_007918, EWB00_007919	TREG1_94920.1
OG0005791	EWB00_000992	TREG1_30620.1
OG0005792	EWB00_009079	TREG1_4460.1
OG0005793	EWB00_005680	TREG1_8590.1
OG0005794	EWB00_004837.1, EWB00_004837.2, EWB00_004837.3	TREG1_200.1
OG0005795	EWB00_003758	TREG1_134940.1, TREG1_134940.2, TREG1_134940.3, TREG1_134940.4, TREG1_134940.5, TREG1_134930.1
OG0005796	EWB00_006336, EWB00_006337	TREG1_3320.1
OG0005797	EWB00_005849	TREG1_131980.1
OG0005798	EWB00_002726	TREG1_99930.1
OG0005799	EWB00_002478.1, EWB00_002478.2, EWB00_002478.3	TREG1_21640.1, TREG1_21640.2
OG0005800	EWB00_001662, EWB00_001663	TREG1_114230.1
OG0005801	EWB00_006462	TREG1_30180.1
OG0005802	EWB00_011045	TREG1_98390.1
OG0005803	EWB00_003459.1, EWB00_003459.3, EWB00_003459.2, EWB00_003459.4	TREG1_78910.1, TREG1_78980.1
OG0005804	EWB00_005099	TREG1_131190.1
OG0005805	EWB00_006122	TREG1_138370.1, TREG1_138370.2
OG0005806	EWB00_001501.1, EWB00_001501.3, EWB00_001501.2, EWB00_001501.5, EWB00_001501.4	TREG1_110950.1
OG0005807	EWB00_007488	TREG1_96100.1, TREG1_96100.2
OG0005808	EWB00_006175	TREG1_43870.1, TREG1_43880.1
OG0005809	EWB00_000640	TREG1_50240.1
OG0005810	EWB00_007509.1, EWB00_007509.2	TREG1_121040.3, TREG1_121040.2, TREG1_121040.1
OG0005811	EWB00_010015	TREG1_28060.1
OG0005812	EWB00_003956	TREG1_41140.1, TREG1_41140.2
OG0005813	EWB00_002763	TREG1_102050.1
OG0005814	EWB00_009372.1, EWB00_009372.2	TREG1_14510.1
OG0005815	EWB00_010507.1, EWB00_010507.2, EWB00_010507.3	TREG1_86000.1
OG0005816	EWB00_002679	TREG1_30060.1
OG0005817	EWB00_004128.2	TREG1_45250.1
OG0005818	EWB00_001888	TREG1_125380.1, TREG1_125390.1
OG0005819	EWB00_010619.1, EWB00_010619.2, EWB00_010619.3, EWB00_010619.4, EWB00_010619.5	TREG1_70300.1
OG0005820	EWB00_003331.1, EWB00_003331.2	TREG1_87100.1, TREG1_87100.2
OG0005821	EWB00_006684	TREG1_135460.1, TREG1_135450.1
OG0005822	EWB00_001074	TREG1_37980.1
OG0005823	EWB00_003917	TREG1_54830.1
OG0005824	EWB00_005013.1, EWB00_005013.2	TREG1_33650.1
OG0005825	EWB00_006975.1, EWB00_006975.2, EWB00_006975.3	TREG1_37400.1
OG0005826	EWB00_001154.1, EWB00_001154.2, EWB00_001154.3, EWB00_001154.4	TREG1_85510.1
OG0005827	EWB00_000184	TREG1_62450.1
OG0005828	EWB00_001939	TREG1_125840.1, TREG1_125840.2
OG0005829	EWB00_000517	TREG1_79510.1, TREG1_79510.2
OG0005830	EWB00_010040	TREG1_93620.1
OG0005831	EWB00_010814.2, EWB00_010814.1, EWB00_010814.3	TREG1_63740.1, TREG1_63750.1
OG0005832	EWB00_004321.1, EWB00_004321.2, EWB00_004321.3	TREG1_55810.2, TREG1_55810.3, TREG1_55810.1, TREG1_55810.4
OG0005833	EWB00_009085	TREG1_118820.1, TREG1_4490.1
OG0005834	EWB00_008404	TREG1_115670.1
OG0005835	EWB00_007120, EWB00_007121	TREG1_84460.1
OG0005836	EWB00_007284	TREG1_110500.1, TREG1_110500.2
OG0005837	EWB00_004965.2, EWB00_004965.1	TREG1_128170.1, TREG1_89060.1
OG0005838	EWB00_005659	TREG1_14400.1, TREG1_14400.2
OG0005839	EWB00_001697	TREG1_48870.1
OG0005840	EWB00_009264.3, EWB00_009264.1, EWB00_009264.4, EWB00_009264.2, EWB00_009264.5	TREG1_122030.1
OG0005841	EWB00_003703	TREG1_14550.1
OG0005842	EWB00_008420	TREG1_76530.1
OG0005843	EWB00_006131	TREG1_23480.1, TREG1_23480.2
OG0005845	EWB00_008434.1, EWB00_008434.2, EWB00_008434.3, EWB00_008434.4, EWB00_008434.5, EWB00_008434.6, EWB00_008434.7	TREG1_130460.1
OG0005846	EWB00_005938.1, EWB00_005938.3, EWB00_005938.2	TREG1_49760.1, TREG1_49760.2
OG0005847	EWB00_006669.1, EWB00_006669.2, EWB00_006669.3	TREG1_133210.1
OG0005848	EWB00_010672	TREG1_66280.1
OG0005849	EWB00_006674	TREG1_133180.1
OG0005851	EWB00_005135.1, EWB00_005135.2	TREG1_76250.1, TREG1_76250.2, TREG1_76250.3, TREG1_76250.4, TREG1_76250.5, TREG1_76250.6
OG0005852	EWB00_005985	TREG1_49090.1
OG0005853	EWB00_010989.1, EWB00_010989.2	TREG1_105560.1, TREG1_105560.2, TREG1_105560.4, TREG1_105560.3
OG0005854	EWB00_001250.1, EWB00_001250.2	TREG1_108310.1
OG0005855	EWB00_009124.2, EWB00_009124.1, EWB00_009124.3	TREG1_39850.1, TREG1_39850.2
OG0005856	EWB00_004143.1, EWB00_004143.2, EWB00_004143.3, EWB00_004143.4	TREG1_122140.1
OG0005857	EWB00_009840	TREG1_91040.2, TREG1_91040.4, TREG1_91040.1, TREG1_91040.3, TREG1_91040.5
OG0005859	EWB00_000057.1, EWB00_000057.2	TREG1_8270.1
OG0005860	EWB00_004979	TREG1_105930.1
OG0005861	EWB00_001808.1, EWB00_001808.2	TREG1_39390.1
OG0005862	EWB00_002819.1, EWB00_002819.2	TREG1_42130.1, TREG1_42130.2
OG0005863	EWB00_010715.1, EWB00_010715.2, EWB00_010715.3	TREG1_68470.1
OG0005864	EWB00_002394	TREG1_24030.1
OG0005865	EWB00_003515	TREG1_103800.1
OG0005866	EWB00_002758	TREG1_102070.1
OG0005867	EWB00_003305.1, EWB00_003305.2, EWB00_003305.3	TREG1_48310.1
OG0005868	EWB00_006685.1, EWB00_006685.2, EWB00_006685.3	TREG1_135470.1
OG0005869	EWB00_008769.1, EWB00_008769.3, EWB00_008769.2	TREG1_131410.1
OG0005870	EWB00_006988.1, EWB00_006988.2	TREG1_59070.1, TREG1_59070.2
OG0005871	EWB00_001233	TREG1_104370.1
OG0005872	EWB00_002079.1, EWB00_002079.2	TREG1_72350.1
OG0005873	EWB00_004985	TREG1_105010.1, TREG1_105020.1, TREG1_139870.1
OG0005874	EWB00_003982	TREG1_137040.1
OG0005875	EWB00_003958.2, EWB00_003958.1, EWB00_007133, EWB00_007140	TREG1_84490.1
OG0005876	EWB00_005785, EWB00_005784	TREG1_91480.1
OG0005877	EWB00_003361.1, EWB00_003361.2, EWB00_003361.3, EWB00_003361.4	TREG1_37760.1, TREG1_37800.1
OG0005878	EWB00_002963.1, EWB00_002963.2	TREG1_38180.1
OG0005879	EWB00_009253	TREG1_42830.1
OG0005892	EWB00_001307.1, EWB00_001307.2	TREG1_39740.1, TREG1_39750.1
OG0005894	EWB00_004191	TREG1_20560.1, TREG1_20550.1
OG0005895	EWB00_005510	TREG1_132590.1
OG0005896	EWB00_007974, EWB00_007973	TREG1_56850.1
OG0005897	EWB00_000785	TREG1_132980.1
OG0005898	EWB00_010855	TREG1_42990.1
OG0005899	EWB00_000789	TREG1_132460.1
OG0005900	EWB00_004618.1, EWB00_004618.3, EWB00_004618.2	TREG1_25050.1
OG0005901	EWB00_003871	TREG1_87330.1
OG0005902	EWB00_002094	TREG1_19500.1
OG0005903	EWB00_006309.1, EWB00_006309.2, EWB00_006309.3	TREG1_19070.1
OG0005904	EWB00_007077	TREG1_32820.1, TREG1_32820.2, TREG1_32820.3
OG0005905	EWB00_006244	TREG1_91910.1, TREG1_91900.1
OG0005906	EWB00_010916	TREG1_106710.1, TREG1_106710.2, TREG1_106710.3
OG0005908	EWB00_004591	TREG1_41340.1
OG0005909	EWB00_004205	TREG1_17580.1, TREG1_17580.3, TREG1_17580.2
OG0005910	EWB00_010977	TREG1_105370.3, TREG1_105370.2, TREG1_105370.1
OG0005911	EWB00_001454, EWB00_001455	TREG1_136160.1
OG0005912	EWB00_001428	TREG1_131680.1, TREG1_131680.2
OG0005913	EWB00_011392.2, EWB00_011392.1, EWB00_011392.3	TREG1_124410.1
OG0005914	EWB00_009105	TREG1_99180.1, TREG1_99180.2, TREG1_99180.3, TREG1_99180.4, TREG1_99180.5, TREG1_99180.6
OG0005916	EWB00_001065	TREG1_123310.1
OG0005917	EWB00_010503	TREG1_87830.1
OG0005919	EWB00_008562	TREG1_21580.1
OG0005920	EWB00_007583.1, EWB00_007583.2	TREG1_19160.1
OG0005921	EWB00_010098	TREG1_94440.1
OG0005922	EWB00_010786.1, EWB00_010786.2	TREG1_24270.1, TREG1_24270.2
OG0005923	EWB00_003425.2, EWB00_010825, EWB00_003425.1	TREG1_46460.1
OG0005924	EWB00_002459	TREG1_8250.1
OG0005925	EWB00_007912.1, EWB00_007912.3, EWB00_007912.2	TREG1_96350.1
OG0005926	EWB00_004025	TREG1_82080.1
OG0005927	EWB00_005052.2, EWB00_005052.1	TREG1_38590.1, TREG1_38560.1
OG0005928	EWB00_008938.1, EWB00_008938.2	TREG1_90400.1
OG0005929	EWB00_011139	TREG1_88170.1, TREG1_88190.1
OG0005930	EWB00_003345	TREG1_97360.1, TREG1_97350.1
OG0005931	EWB00_006608.3, EWB00_006608.1, EWB00_006608.2	TREG1_105660.1
OG0005932	EWB00_007193, EWB00_007192	TREG1_11440.1, TREG1_11440.2
OG0005934	EWB00_002519	TREG1_16090.1
OG0005935	EWB00_007845	TREG1_36610.1
OG0005936	EWB00_011124.1, EWB00_011124.2	TREG1_84930.1, TREG1_84930.2, TREG1_84930.3
OG0005937	EWB00_004946	TREG1_139160.1, TREG1_140280.1, TREG1_140280.2
OG0005938	EWB00_006593	TREG1_105790.1
OG0005940	EWB00_010885	TREG1_60260.1
OG0005941	EWB00_011194.1, EWB00_011194.2, EWB00_011194.3	TREG1_136370.1
OG0005942	EWB00_007031	TREG1_112950.1
OG0005943	EWB00_010868, EWB00_004173.2, EWB00_004173.1	TREG1_25810.1
OG0005944	EWB00_006565	TREG1_79710.1
OG0005945	EWB00_007587.2, EWB00_007587.1	TREG1_19180.1
OG0005947	EWB00_003705	TREG1_128260.1, TREG1_13790.2, TREG1_13790.1
OG0005948	EWB00_001464	TREG1_36740.1
OG0005949	EWB00_008464.2, EWB00_008464.3, EWB00_008464.1, EWB00_008464.4	TREG1_18810.1, TREG1_18810.2
OG0005950	EWB00_005361	TREG1_71050.1, TREG1_71050.2
OG0005951	EWB00_008981	TREG1_25090.1, TREG1_25090.2
OG0005952	EWB00_008478	TREG1_118670.1
OG0005953	EWB00_008918.1, EWB00_008918.2	TREG1_90820.1
OG0005954	EWB00_002486.3, EWB00_002486.1, EWB00_002486.2	TREG1_21660.1
OG0005955	EWB00_006718	TREG1_124870.1, TREG1_124870.2
OG0005956	EWB00_006071	TREG1_52450.1, TREG1_52440.1
OG0005957	EWB00_002855	TREG1_38400.1, TREG1_38400.2
OG0005958	EWB00_009113.1, EWB00_009113.2	TREG1_103210.1
OG0005959	EWB00_006190.2, EWB00_006190.4, EWB00_006190.1, EWB00_006190.3	TREG1_45080.1
OG0005960	EWB00_008606	TREG1_116740.1, TREG1_116740.2
OG0005961	EWB00_008923	TREG1_82880.1
OG0005962	EWB00_009426	TREG1_133060.1
OG0005963	EWB00_007730	TREG1_82970.1
OG0005964	EWB00_007851	TREG1_50660.1
OG0005965	EWB00_006441	TREG1_28400.1, TREG1_28400.2
OG0005966	EWB00_007526	TREG1_121260.1, TREG1_121260.2
OG0005967	EWB00_006614.1, EWB00_006614.2	TREG1_105610.1, TREG1_105610.2
OG0005969	EWB00_001805	TREG1_57580.1, TREG1_57580.2
OG0005970	EWB00_002422	TREG1_27490.1
OG0005971	EWB00_006977.1	TREG1_37480.1
OG0005972	EWB00_008115.1, EWB00_008115.2, EWB00_008115.3	TREG1_72800.1, TREG1_72800.3, TREG1_72800.4, TREG1_72800.2
OG0005973	EWB00_009699.1, EWB00_009699.2	TREG1_39250.1
OG0005974	EWB00_005819	TREG1_24130.1, TREG1_24130.2
OG0005975	EWB00_006104	TREG1_95850.1
OG0005976	EWB00_002895.1, EWB00_002895.2, EWB00_002895.3	TREG1_50530.1
OG0005977	EWB00_003551	TREG1_66670.1, TREG1_66670.2
OG0005978	EWB00_005304	TREG1_121810.1
OG0005980	EWB00_007832	TREG1_73880.1
OG0005981	EWB00_008974	TREG1_131370.1
OG0005982	EWB00_009876, EWB00_009873	TREG1_85660.1
OG0005983	EWB00_005415	TREG1_66210.1, TREG1_66230.1
OG0005984	EWB00_010482, EWB00_010480	TREG1_88070.1
OG0005985	EWB00_006956	TREG1_37200.1, TREG1_37200.2
OG0005986	EWB00_002480.1, EWB00_002480.2	TREG1_21720.1
OG0005987	EWB00_002479	TREG1_21730.1
OG0005988	EWB00_009980	TREG1_134600.1
OG0005989	EWB00_008827	TREG1_111840.1
OG0005990	EWB00_007830.1, EWB00_007830.2, EWB00_007830.3, EWB00_007830.4	TREG1_73900.1
OG0005991	EWB00_008113	TREG1_73410.1, TREG1_73420.1
OG0005992	EWB00_006900, EWB00_006899	TREG1_67010.1, TREG1_67010.2
OG0005993	EWB00_004574.1, EWB00_004574.2	TREG1_96230.1, TREG1_96230.2
OG0005994	EWB00_006475	TREG1_71450.1, TREG1_71450.2
OG0005996	EWB00_008813.3, EWB00_008813.2, EWB00_008813.1	TREG1_22590.1
OG0005997	EWB00_005681	TREG1_14260.1
OG0005998	EWB00_010753	TREG1_64100.1, TREG1_64090.1
OG0005999	EWB00_007496	TREG1_97810.1
OG0006000	EWB00_000693.3, EWB00_000693.2, EWB00_000693.1	TREG1_18130.1
OG0006001	EWB00_000736, EWB00_000737	TREG1_121160.1
OG0006002	EWB00_003561	TREG1_66530.1
OG0006003	EWB00_003396	TREG1_52220.1, TREG1_52220.2
OG0006004	EWB00_007593	TREG1_65980.1, TREG1_66000.4, TREG1_66000.3, TREG1_66000.1, TREG1_66000.2
OG0006005	EWB00_001192.1, EWB00_001192.2	TREG1_101910.1, TREG1_101910.2
OG0006006	EWB00_004049	TREG1_61340.1
OG0006007	EWB00_006436	TREG1_23430.1, TREG1_23430.2
OG0006008	EWB00_007363.2, EWB00_007363.1, EWB00_007363.3	TREG1_103370.1, TREG1_103370.2
OG0006009	EWB00_007025	TREG1_113780.1
OG0006010	EWB00_003771	TREG1_114110.1
OG0006011	EWB00_000911	TREG1_88820.1
OG0006012	EWB00_004000	TREG1_89440.1
OG0006013	EWB00_002413	TREG1_27580.1
OG0006014	EWB00_008227.2, EWB00_008227.1	TREG1_98610.1
OG0006015	EWB00_001370.2	TREG1_103740.1
OG0006016	EWB00_008198, EWB00_008194, EWB00_008197	TREG1_109550.1
OG0006017	EWB00_008199	TREG1_109540.1, TREG1_109540.2
OG0006018	EWB00_011389.1, EWB00_011389.2	TREG1_124320.1, TREG1_124380.1, TREG1_124380.2
OG0006019	EWB00_001331, EWB00_001330, EWB00_001332	TREG1_116540.1
OG0006021	EWB00_010958	TREG1_105150.1
OG0006022	EWB00_004015.2, EWB00_004015.1, EWB00_004015.3	TREG1_85210.1
OG0006023	EWB00_005459	TREG1_20230.1, TREG1_20230.2
OG0006024	EWB00_002083	TREG1_72280.1
OG0006025	EWB00_004165.1, EWB00_004165.2	TREG1_128460.1, TREG1_14690.1
OG0006026	EWB00_008011	TREG1_390.1
OG0006027	EWB00_001114	TREG1_58600.1
OG0006028	EWB00_007621	TREG1_65240.1, TREG1_65230.1
OG0006029	EWB00_001205.1, EWB00_001205.2, EWB00_001205.3	TREG1_76410.1
OG0006030	EWB00_007859	TREG1_50740.1
OG0006031	EWB00_000050, EWB00_000049.1, EWB00_000049.2	TREG1_21500.1, TREG1_21500.2
OG0006032	EWB00_008470	TREG1_2030.1
OG0006033	EWB00_004151.1, EWB00_004151.2	TREG1_33130.1, TREG1_33160.1
OG0006034	EWB00_008255	TREG1_39610.1, TREG1_39610.2
OG0006035	EWB00_007835.1, EWB00_007835.2	TREG1_75230.1
OG0006036	EWB00_007280, EWB00_007279.1, EWB00_007279.2, EWB00_011183	TREG1_110320.1
OG0006037	EWB00_007312.1, EWB00_007312.3, EWB00_007312.4, EWB00_007312.2	TREG1_110530.9, TREG1_110610.1
OG0006038	EWB00_008260.1, EWB00_008260.3, EWB00_008260.2	TREG1_56470.1
OG0006039	EWB00_010606	TREG1_68520.1, TREG1_68520.2
OG0006040	EWB00_011229	TREG1_77880.1
OG0006042	EWB00_004612.1, EWB00_004612.2, EWB00_004612.3, EWB00_004612.4, EWB00_004612.5	TREG1_51270.1
OG0006043	EWB00_005439	TREG1_22980.1, TREG1_22980.2, TREG1_22980.3
OG0006044	EWB00_010045	TREG1_93710.1
OG0006045	EWB00_004287	TREG1_44440.1
OG0006046	EWB00_009995.1, EWB00_009995.2	TREG1_10730.1, TREG1_10740.1
OG0006047	EWB00_002911	TREG1_54020.1
OG0006048	EWB00_008705.1, EWB00_008705.2, EWB00_008705.3	TREG1_14150.1, TREG1_14150.2
OG0006049	EWB00_002834.1, EWB00_002834.2	TREG1_45830.1
OG0006050	EWB00_011138.1, EWB00_011138.2, EWB00_011138.3	TREG1_88200.1, TREG1_88200.2, TREG1_88200.3
OG0006051	EWB00_007778	TREG1_24990.1
OG0006052	EWB00_006595	TREG1_105740.1
OG0006053	EWB00_006226.2, EWB00_006226.1, EWB00_006226.3, EWB00_006226.4	TREG1_92240.1
OG0006054	EWB00_010426.1, EWB00_010426.2	TREG1_83290.1, TREG1_83290.3, TREG1_83290.4, TREG1_83290.2
OG0006055	EWB00_000863	TREG1_47590.1
OG0006056	EWB00_002319	TREG1_21160.1
OG0006057	EWB00_002877.1, EWB00_002877.2	TREG1_51060.1
OG0006058	EWB00_006562.1, EWB00_006562.2	TREG1_15760.1, TREG1_15760.2
OG0006059	EWB00_004976.1, EWB00_004976.2	TREG1_105910.1, TREG1_105910.2
OG0006060	EWB00_007338	TREG1_3020.1
OG0006061	EWB00_001346	TREG1_116370.1, TREG1_116370.2
OG0006062	EWB00_006866	TREG1_44050.1
OG0006063	EWB00_009916	TREG1_36130.1
OG0006064	EWB00_001610	TREG1_99810.1
OG0006067	EWB00_001804	TREG1_57600.1, TREG1_57600.2
OG0006068	EWB00_001577.2, EWB00_001577.1, EWB00_001577.3	TREG1_56500.1
OG0006070	EWB00_003986	TREG1_89500.1
OG0006071	EWB00_010029, EWB00_010269	TREG1_97260.3, TREG1_97260.1, TREG1_97260.2
OG0006072	EWB00_007036	TREG1_112280.1, TREG1_112270.1
OG0006073	EWB00_010620	TREG1_70310.1
OG0006074	EWB00_011416	TREG1_129310.1
OG0006075	EWB00_006978.1, EWB00_006978.2	TREG1_38300.1, TREG1_38300.2, TREG1_38300.3, TREG1_38300.4
OG0006076	EWB00_010605.1, EWB00_010605.2, EWB00_010605.3	TREG1_68530.1
OG0006077	EWB00_002960	TREG1_38140.1
OG0006078	EWB00_004062, EWB00_001118.1, EWB00_001118.2, EWB00_001118.3	TREG1_54460.1
OG0006079	EWB00_007753	TREG1_68840.1
OG0006080	EWB00_005962	TREG1_47780.1
OG0006081	EWB00_003839	TREG1_9910.1, TREG1_9910.2
OG0006082	EWB00_008391.1, EWB00_008391.2	TREG1_36950.1
OG0006083	EWB00_002186.1, EWB00_002186.2, EWB00_002186.3	TREG1_117530.1, TREG1_117530.2
OG0006084	EWB00_007551	TREG1_32090.3, TREG1_32090.2, TREG1_32090.1
OG0006085	EWB00_004536	TREG1_101490.1, TREG1_101490.2, TREG1_101490.3, TREG1_101490.4
OG0006086	EWB00_001090	TREG1_60350.1
OG0006087	EWB00_006205, EWB00_006204	TREG1_57970.1, TREG1_57970.2
OG0006088	EWB00_006085	TREG1_95550.1, TREG1_95560.1
OG0006089	EWB00_009386.1, EWB00_009386.2, EWB00_009386.3, EWB00_009386.4	TREG1_20540.1
OG0006090	EWB00_009678.1, EWB00_009678.2	TREG1_129090.1
OG0006091	EWB00_003483	TREG1_101130.1, TREG1_101130.3, TREG1_101130.2
OG0006092	EWB00_002310, EWB00_002311	TREG1_24480.1, TREG1_24480.2
OG0006093	EWB00_011169	TREG1_77120.1
OG0006094	EWB00_005313.1, EWB00_005313.2, EWB00_005313.3	TREG1_70580.1
OG0006096	EWB00_001062	TREG1_21400.1, TREG1_21400.2
OG0006097	EWB00_010028, EWB00_010270.1, EWB00_010270.2	TREG1_106870.1
OG0006098	EWB00_004230	TREG1_35820.1
OG0006101	EWB00_001301.1, EWB00_001301.3, EWB00_001301.5	TREG1_43140.2, TREG1_43140.1
OG0006102	EWB00_007387.1, EWB00_007387.2	TREG1_102350.1
OG0006103	EWB00_003157, EWB00_003156, EWB00_003155	TREG1_34340.1
OG0006104	EWB00_003970.1, EWB00_003970.2	TREG1_89580.1
OG0006105	EWB00_008948.1, EWB00_008948.2	TREG1_113160.1
OG0006106	EWB00_006580.1, EWB00_006580.2	TREG1_80930.1
OG0006107	EWB00_009138	TREG1_97230.1
OG0006109	EWB00_009343	TREG1_101810.1, TREG1_101810.2
OG0006110	EWB00_001838	TREG1_122550.1
OG0006111	EWB00_004652.1, EWB00_004652.2	TREG1_10130.1
OG0006112	EWB00_000735	TREG1_121150.1, TREG1_121150.2
OG0006113	EWB00_009074	TREG1_4920.1, TREG1_4920.2
OG0006115	EWB00_000661.1, EWB00_000661.2	TREG1_34050.1, TREG1_34050.2
OG0006116	EWB00_006891, EWB00_006890, EWB00_006889	TREG1_67110.1
OG0006117	EWB00_007822	TREG1_73970.1
OG0006118	EWB00_009100	TREG1_77420.1
OG0006120	EWB00_002802.2, EWB00_002802.1, EWB00_002802.5, EWB00_002802.3, EWB00_002802.4	TREG1_55830.1
OG0006121	EWB00_002404	TREG1_115370.1, TREG1_115370.2, TREG1_115370.3
OG0006122	EWB00_006058.1, EWB00_006058.3, EWB00_006058.2	TREG1_46600.1
OG0006123	EWB00_011270	TREG1_86980.1, TREG1_86980.2
OG0006124	EWB00_010484	TREG1_88030.1, TREG1_88040.1
OG0006125	EWB00_011029, EWB00_011031	TREG1_102780.3, TREG1_102780.1, TREG1_102780.2
OG0006126	EWB00_004010	TREG1_85140.1
OG0006127	EWB00_006366.1, EWB00_006366.2	TREG1_42730.1
OG0006128	EWB00_005610	TREG1_140480.1, TREG1_52920.1
OG0006129	EWB00_002671	TREG1_14820.1
OG0006130	EWB00_006954.1, EWB00_006954.2	TREG1_37180.1, TREG1_37180.3, TREG1_37180.2
OG0006131	EWB00_003967.1, EWB00_003967.2	TREG1_86460.1
OG0006132	EWB00_007212	TREG1_64600.1
OG0006133	EWB00_010052	TREG1_93990.2, TREG1_93990.1, TREG1_93990.4, TREG1_93990.3
OG0006134	EWB00_002500.1, EWB00_002500.2, EWB00_002500.3	TREG1_27610.1
OG0006135	EWB00_004659	TREG1_10060.1, TREG1_10060.2
OG0006136	EWB00_007270.1, EWB00_007270.2, EWB00_007270.3	TREG1_101840.1, TREG1_101840.2
OG0006137	EWB00_006416	TREG1_119330.1, TREG1_119320.1, TREG1_141060.1
OG0006139	EWB00_002689.2, EWB00_002689.1	TREG1_16570.1
OG0006140	EWB00_004545	TREG1_107830.1
OG0006141	EWB00_002887	TREG1_52970.1
OG0006143	EWB00_005471	TREG1_27340.1
OG0006144	EWB00_011341.1, EWB00_011341.2	TREG1_83710.1
OG0006145	EWB00_009524	TREG1_41540.1
OG0006146	EWB00_004580.1, EWB00_004580.2	TREG1_137060.3, TREG1_137060.4, TREG1_137060.1, TREG1_137060.2
OG0006148	EWB00_010065.1, EWB00_010065.2, EWB00_010065.3	TREG1_94220.1, TREG1_94060.6, TREG1_94210.1, TREG1_94060.5
OG0006149	EWB00_008670	TREG1_26300.1, TREG1_26300.2
OG0006150	EWB00_010905	TREG1_58480.1, TREG1_58470.1
OG0006151	EWB00_004729	TREG1_5940.1, TREG1_40370.1, TREG1_540.1
OG0006152	EWB00_011380	TREG1_126100.1
OG0006153	EWB00_011294.1, EWB00_011294.2, EWB00_011294.3	TREG1_85290.1
OG0006154	EWB00_003018	TREG1_124570.1, TREG1_121990.1
OG0006155	EWB00_010320	TREG1_22460.1
OG0006156	EWB00_007272	TREG1_104030.1
OG0006157	EWB00_009701.1, EWB00_009701.2	TREG1_35950.1
OG0006158	EWB00_006419.1, EWB00_006419.2	TREG1_25300.1
OG0006159	EWB00_007086	TREG1_32770.1
OG0006160	EWB00_002449.1, EWB00_002449.2, EWB00_002449.3	TREG1_17270.1, TREG1_17270.3, TREG1_17270.2
OG0006161	EWB00_000713	TREG1_112700.1
OG0006162	EWB00_001047	TREG1_22570.1, TREG1_22570.2, TREG1_22580.1
OG0006163	EWB00_003326.2, EWB00_003326.4, EWB00_003326.3, EWB00_003326.1, EWB00_003326.5	TREG1_4770.1
OG0006164	EWB00_003597.1, EWB00_003597.2	TREG1_14220.1
OG0006165	EWB00_007920	TREG1_94910.1
OG0006166	EWB00_006879	TREG1_143480.1, TREG1_143480.2
OG0006167	EWB00_000148	TREG1_113710.1
OG0006168	EWB00_008844.1, EWB00_008844.2	TREG1_120870.1
OG0006170	EWB00_002680	TREG1_30050.1
OG0006171	EWB00_009045	TREG1_950.1
OG0006172	EWB00_004909.1, EWB00_004909.2	TREG1_40560.1, TREG1_40560.2
OG0006173	EWB00_005701.1, EWB00_005701.2	TREG1_33580.1
OG0006174	EWB00_008814	TREG1_21840.1
OG0006175	EWB00_007527	TREG1_121030.1
OG0006177	EWB00_009272.1, EWB00_009272.2	TREG1_120290.1
OG0006178	EWB00_008056	TREG1_120180.1, TREG1_140820.1
OG0006179	EWB00_000192.1, EWB00_000192.2	TREG1_62990.1
OG0006180	EWB00_007218	TREG1_64480.1
OG0006181	EWB00_008192.1, EWB00_008192.2	TREG1_109570.2, TREG1_109570.3, TREG1_109570.1
OG0006182	EWB00_005918	TREG1_47560.1
OG0006183	EWB00_005961	TREG1_47790.1
OG0006185	EWB00_010767	TREG1_63930.1
OG0006186	EWB00_007407.1, EWB00_007407.2	TREG1_131780.1
OG0006187	EWB00_006385.1, EWB00_006385.2	TREG1_42520.1, TREG1_42520.2
OG0006188	EWB00_006380, EWB00_006379	TREG1_42580.1, TREG1_42580.2, TREG1_42580.3, TREG1_42580.4
OG0006189	EWB00_004789.1, EWB00_004789.2	TREG1_135680.1, TREG1_135680.2
OG0006190	EWB00_006689	TREG1_135560.1, TREG1_135560.2
OG0006191	EWB00_003763	TREG1_136500.1
OG0006192	EWB00_005072	TREG1_123680.1
OG0006195	EWB00_002772, EWB00_002773.1, EWB00_002773.2	TREG1_100720.1
OG0006196	EWB00_010971	TREG1_106350.1
OG0006197	EWB00_003988	TREG1_89360.2, TREG1_89360.1, TREG1_89360.3, TREG1_89360.5, TREG1_89360.4
OG0006198	EWB00_005927, EWB00_005926, EWB00_005928	TREG1_51460.1, TREG1_51510.1
OG0006199	EWB00_002848.3, EWB00_002848.2, EWB00_002848.1, EWB00_002848.4	TREG1_36310.1, TREG1_36310.3, TREG1_36310.2
OG0006200	EWB00_000260.1, EWB00_000260.2	TREG1_35480.1, TREG1_35470.1, TREG1_35430.1, TREG1_35460.1, TREG1_35440.1, TREG1_35450.1
OG0006201	EWB00_007062.1, EWB00_007062.2, EWB00_007062.3	TREG1_59880.1, TREG1_59880.2
