Orthogroup	schistosoma_japonicum	schistosoma_margrebowiei
OG0004634	EWB00_001966	SMRG1_90000.1, SMRG1_90000.3, SMRG1_90000.2, SMRG1_90000.4, SMRG1_90000.5, SMRG1_90000.6
OG0004635	EWB00_010815.1, EWB00_010815.2	SMRG1_48320.1
OG0004636	EWB00_002693.1, EWB00_002693.2	SMRG1_12730.1, SMRG1_12730.2
OG0004637	EWB00_000153.6, EWB00_000153.1, EWB00_000153.2, EWB00_000153.5, EWB00_000153.4, EWB00_000153.3	SMRG1_82490.1, SMRG1_97870.1
OG0004638	EWB00_009472.1, EWB00_009472.2	SMRG1_10020.1, SMRG1_10020.2
OG0004639	EWB00_004508.1, EWB00_004508.2	SMRG1_85760.1
OG0004640	EWB00_005003	SMRG1_27160.1, SMRG1_27140.1
OG0004641	EWB00_006777.1, EWB00_006777.2, EWB00_006777.3, EWB00_006777.4	SMRG1_51710.1, SMRG1_51710.2
OG0004642	EWB00_002539, EWB00_002538	SMRG1_47360.1
OG0004643	EWB00_009470	SMRG1_10000.1
OG0004644	EWB00_003656	SMRG1_65510.1, SMRG1_65510.2
OG0004645	EWB00_008990.1, EWB00_008990.2	SMRG1_89190.1, SMRG1_89190.2, SMRG1_89190.3, SMRG1_89190.4
OG0004646	EWB00_001366.3, EWB00_001366.2, EWB00_001366.4, EWB00_001366.5, EWB00_001366.1	SMRG1_75720.1, SMRG1_75720.2, SMRG1_75720.3
OG0004647	EWB00_009741.1, EWB00_009741.2	SMRG1_12170.1, SMRG1_12170.2
OG0004648	EWB00_003682.1, EWB00_003682.2, EWB00_003682.3, EWB00_003682.4	SMRG1_51510.1
OG0004649	EWB00_001768	SMRG1_34120.1
OG0004650	EWB00_002858.3, EWB00_002858.2, EWB00_002858.1	SMRG1_24040.1, SMRG1_24040.2
OG0004651	EWB00_009404	SMRG1_11030.1
OG0004652	EWB00_008777.1, EWB00_008777.2	SMRG1_57680.1
OG0004653	EWB00_001069	SMRG1_89690.1, SMRG1_89690.2, SMRG1_89690.3
OG0004654	EWB00_008186.1, EWB00_008186.2, EWB00_008186.3	SMRG1_79670.1, SMRG1_79670.2, SMRG1_79670.3, SMRG1_79670.4, SMRG1_79670.5
OG0004655	EWB00_006444	SMRG1_21210.1
OG0004656	EWB00_007426.2, EWB00_007426.3, EWB00_007426.1, EWB00_007426.4	SMRG1_94030.1
OG0004658	EWB00_008510.1, EWB00_008510.2	SMRG1_7060.1
OG0004659	EWB00_000059.1, EWB00_000059.2, EWB00_000059.3, EWB00_000059.4	SMRG1_17750.1
OG0004661	EWB00_008703.1, EWB00_008703.2, EWB00_008703.3, EWB00_008703.4, EWB00_008703.5, EWB00_008703.6	SMRG1_7660.1
OG0004662	EWB00_007996	SMRG1_41200.1
OG0004663	EWB00_001975.1, EWB00_001975.2	SMRG1_89930.1, SMRG1_89930.2, SMRG1_89930.3, SMRG1_89930.4
OG0004664	EWB00_010683.3, EWB00_010683.4	SMRG1_53730.2
OG0004664	EWB00_010683.1, EWB00_010683.2	SMRG1_53730.1, SMRG1_53730.3, SMRG1_53730.4
OG0004665	EWB00_002747	SMRG1_72820.1
OG0004668	EWB00_001208	SMRG1_56680.1
OG0004670	EWB00_000341.5, EWB00_000341.2, EWB00_000341.3, EWB00_000341.1, EWB00_000341.4, EWB00_000341.6	SMRG1_90550.1
OG0004671	EWB00_008729.1, EWB00_008729.2, EWB00_008729.3, EWB00_008729.4	SMRG1_49670.1, SMRG1_49670.2, SMRG1_49670.3
OG0004672	EWB00_004084, EWB00_004085, EWB00_004083	SMRG1_47120.1
OG0004673	EWB00_008390.1, EWB00_008390.2	SMRG1_41950.1
OG0004674	EWB00_004628	SMRG1_31340.2, SMRG1_31340.1, SMRG1_31340.3
OG0004676	EWB00_004361	SMRG1_36990.1, SMRG1_36990.2
OG0004677	EWB00_000997	SMRG1_44780.2, SMRG1_44780.4, SMRG1_44780.1, SMRG1_44780.3
OG0004678	EWB00_000062.1, EWB00_000062.4, EWB00_000062.3, EWB00_000062.2	SMRG1_17780.1, SMRG1_17780.2
OG0004679	EWB00_010334	SMRG1_19500.1, SMRG1_19510.1, SMRG1_19490.1
OG0004687	EWB00_000197.1, EWB00_000197.2	SMRG1_46710.1
OG0004688	EWB00_005861	SMRG1_96470.1
OG0004689	EWB00_002060.4, EWB00_002060.2, EWB00_002060.1, EWB00_002060.3	SMRG1_94580.1, SMRG1_94580.2
OG0004690	EWB00_009982.1, EWB00_009982.2, EWB00_009982.3	SMRG1_97160.1
OG0004691	EWB00_005880.1, EWB00_005880.3, EWB00_005880.2, EWB00_005880.4	SMRG1_94790.1
OG0004692	EWB00_010537.1, EWB00_009965, EWB00_010537.2, EWB00_003812	SMRG1_12660.1, SMRG1_12660.2, SMRG1_12660.3
OG0004693	EWB00_001902	SMRG1_91050.1
OG0004694	EWB00_004634	SMRG1_11340.1
OG0004695	EWB00_005316	SMRG1_51820.1
OG0004696	EWB00_003489.1, EWB00_003489.2	SMRG1_80960.1
OG0004697	EWB00_010981.1, EWB00_010981.2	SMRG1_76940.1
OG0004698	EWB00_006050	SMRG1_29710.1, SMRG1_29710.2
OG0004699	EWB00_002249, EWB00_003336	SMRG1_80100.3, SMRG1_80100.2, SMRG1_80100.1
OG0004700	EWB00_009156.1, EWB00_009156.2	SMRG1_93760.1, SMRG1_93770.1
OG0004701	EWB00_003297	SMRG1_28710.3, SMRG1_28710.1, SMRG1_28710.2
OG0004702	EWB00_005923.1, EWB00_005923.2	SMRG1_32510.1, SMRG1_32510.2
OG0004703	EWB00_011240	SMRG1_5960.1, SMRG1_5960.2
OG0004704	EWB00_004546	SMRG1_74010.1
OG0004705	EWB00_006583.4, EWB00_006583.2, EWB00_006583.1, EWB00_006583.3	SMRG1_60890.1
OG0004706	EWB00_011314	SMRG1_60050.1
OG0004707	EWB00_001534.1, EWB00_001534.2	SMRG1_23250.1
OG0004708	EWB00_006660	SMRG1_97260.1
OG0004710	EWB00_007713.1, EWB00_007713.2	SMRG1_37770.1
OG0004711	EWB00_005506	SMRG1_95090.1
OG0004712	EWB00_011140.1, EWB00_011140.4, EWB00_011140.2, EWB00_011140.3, EWB00_011140.5	SMRG1_62050.1
OG0004714	EWB00_003050	SMRG1_89440.1
OG0004715	EWB00_006711	SMRG1_92520.1
OG0004716	EWB00_011307	SMRG1_60100.1
OG0004717	EWB00_004463.1, EWB00_004463.2	SMRG1_89550.1
OG0004718	EWB00_008174.1, EWB00_008174.2, EWB00_008174.3, EWB00_008174.4, EWB00_008174.5	SMRG1_35000.1
OG0004719	EWB00_008248	SMRG1_78050.1
OG0004720	EWB00_005775	SMRG1_68050.1, SMRG1_68050.2
OG0004721	EWB00_009761	SMRG1_69680.1, SMRG1_69680.2, SMRG1_69690.1
OG0004722	EWB00_006904.1, EWB00_006904.2	SMRG1_47890.1
OG0004723	EWB00_009907	SMRG1_45500.1
OG0004724	EWB00_002813.1, EWB00_002813.2	SMRG1_42800.1, SMRG1_42800.2
OG0004725	EWB00_004798	SMRG1_96750.1, SMRG1_96750.2
OG0004726	EWB00_008130.2, EWB00_008130.1, EWB00_008130.3	SMRG1_71100.1
OG0004727	EWB00_004543.1, EWB00_004543.2, EWB00_004543.3, EWB00_004543.4, EWB00_004543.5, EWB00_004543.6	SMRG1_73980.1
OG0004728	EWB00_007032	SMRG1_83680.1, SMRG1_83680.2
OG0004729	EWB00_008706.1, EWB00_008706.2	SMRG1_7650.1
OG0004730	EWB00_003046	SMRG1_89410.1, SMRG1_89410.2
OG0004731	EWB00_006126	SMRG1_20750.1
OG0004733	EWB00_006236.3, EWB00_006236.1, EWB00_006236.2, EWB00_006236.4	SMRG1_68290.1
OG0004734	EWB00_008216.1, EWB00_008216.2	SMRG1_45390.1, SMRG1_45390.2
OG0004735	EWB00_002476, EWB00_002475	SMRG1_21290.1
OG0004736	EWB00_010920.2, EWB00_010920.1	SMRG1_74440.2, SMRG1_74440.1
OG0004737	EWB00_003818	SMRG1_6340.1
OG0004738	EWB00_009050	SMRG1_3700.1, SMRG1_3700.2, SMRG1_3700.3
OG0004739	EWB00_000189.1, EWB00_000189.2	SMRG1_46620.1
OG0004740	EWB00_005169	SMRG1_55900.1
OG0004741	EWB00_007396.1, EWB00_007396.2	SMRG1_78730.1
OG0004742	EWB00_006911	SMRG1_87730.1
OG0004743	EWB00_005925.1, EWB00_005925.2	SMRG1_32500.2, SMRG1_32500.4, SMRG1_32500.1, SMRG1_32500.3
OG0004744	EWB00_005617	SMRG1_37100.1, SMRG1_37100.2
OG0004745	EWB00_008816	SMRG1_18720.1, SMRG1_18720.2
OG0004746	EWB00_005390	SMRG1_54040.1
OG0004747	EWB00_007921	SMRG1_71060.1, SMRG1_71060.2, SMRG1_71060.4, SMRG1_71060.3
OG0004748	EWB00_008815.1, EWB00_008815.3, EWB00_008815.2	SMRG1_18740.1, SMRG1_18740.2
OG0004750	EWB00_000295.1, EWB00_000295.2	SMRG1_25750.1
OG0004751	EWB00_008697	SMRG1_60150.1, SMRG1_60150.2
OG0004752	EWB00_000690	SMRG1_11850.1
OG0004753	EWB00_008599.1, EWB00_008599.2, EWB00_008599.3	SMRG1_7150.1
OG0004754	EWB00_003185.1, EWB00_003185.2	SMRG1_57690.1, SMRG1_57690.2
OG0004755	EWB00_006699.1, EWB00_006699.2	SMRG1_92600.1
OG0004756	EWB00_004018	SMRG1_62520.1
OG0004757	EWB00_003754	SMRG1_97050.1
OG0004758	EWB00_001180.1, EWB00_001180.2, EWB00_001180.3	SMRG1_75910.2, SMRG1_75910.1
OG0004759	EWB00_007050, EWB00_007049	SMRG1_23870.1
OG0004760	EWB00_010518	SMRG1_59170.1
OG0004761	EWB00_004685, EWB00_004689	SMRG1_12410.1, SMRG1_12410.2
OG0004762	EWB00_004776	SMRG1_96020.1, SMRG1_96020.2
OG0004763	EWB00_006123	SMRG1_70660.1, SMRG1_70660.2
OG0004764	EWB00_008573	SMRG1_93040.1
OG0004765	EWB00_002131	SMRG1_33040.1
OG0004766	EWB00_011129.1, EWB00_011129.2	SMRG1_59370.1
OG0004767	EWB00_002839.1, EWB00_002839.2, EWB00_002839.3	SMRG1_40710.1
OG0004768	EWB00_009065.2, EWB00_009065.3, EWB00_009065.1, EWB00_009065.4	SMRG1_3630.1
OG0004769	EWB00_004340	SMRG1_36770.2, SMRG1_36770.3
OG0004770	EWB00_008911.1, EWB00_008911.2, EWB00_008911.3, EWB00_008911.4, EWB00_008911.5, EWB00_008911.6	SMRG1_64860.1, SMRG1_64860.2
OG0004771	EWB00_002985	SMRG1_50070.1, SMRG1_50070.2
OG0004772	EWB00_000787	SMRG1_94950.1
OG0004773	EWB00_005982, EWB00_005983	SMRG1_30400.1, SMRG1_30400.2, SMRG1_30400.3
OG0004774	EWB00_006609.3, EWB00_006609.1, EWB00_006609.2	SMRG1_73520.1, SMRG1_73520.2
OG0004775	EWB00_002806	SMRG1_42720.1, SMRG1_42720.2
OG0004776	EWB00_002927.1, EWB00_002927.2	SMRG1_33400.1
OG0004777	EWB00_001379	SMRG1_75570.1, SMRG1_75570.2, SMRG1_75570.3
OG0004778	EWB00_002208.1, EWB00_002208.2, EWB00_002208.4, EWB00_002208.3	SMRG1_55750.1
OG0004779	EWB00_004122.1, EWB00_004122.2	SMRG1_15170.1
OG0004780	EWB00_000694	SMRG1_11810.1
OG0004781	EWB00_006620	SMRG1_73620.1, SMRG1_73620.2
OG0004782	EWB00_001395.4, EWB00_001395.7, EWB00_001395.5, EWB00_001395.3, EWB00_001395.6, EWB00_001395.1, EWB00_001395.2, EWB00_001395.8, EWB00_001395.9	SMRG1_75430.1
OG0004783	EWB00_000846	SMRG1_81840.1
OG0004784	EWB00_001497	SMRG1_83070.1
OG0004785	EWB00_008407	SMRG1_84690.1
OG0004786	EWB00_002532	SMRG1_47280.1
OG0004787	EWB00_000434	SMRG1_56200.2, SMRG1_56200.1
OG0004788	EWB00_001983	SMRG1_89870.1
OG0004789	EWB00_009168	SMRG1_62730.1
OG0004790	EWB00_010339.1, EWB00_010339.2	SMRG1_19560.1, SMRG1_19560.2
OG0004791	EWB00_010009	SMRG1_12480.2, SMRG1_12480.1, SMRG1_12480.3
OG0004792	EWB00_010687	SMRG1_53780.2, SMRG1_53780.1, SMRG1_53780.3
OG0004793	EWB00_002724	SMRG1_72870.1
OG0004794	EWB00_011206.1, EWB00_011206.2	SMRG1_72610.1
OG0004795	EWB00_007847.4, EWB00_007847.3, EWB00_007847.1, EWB00_007847.2	SMRG1_32180.1, SMRG1_32180.2
OG0004796	EWB00_001052.1, EWB00_001052.2	SMRG1_16120.1
OG0004797	EWB00_003755.4, EWB00_003755.1, EWB00_003755.2, EWB00_003755.5, EWB00_003755.3	SMRG1_97060.1, SMRG1_97060.2
OG0004798	EWB00_004200.1, EWB00_004200.2, EWB00_004200.3, EWB00_004200.4	SMRG1_10980.2, SMRG1_10980.1, SMRG1_10980.3
OG0004799	EWB00_005525.1, EWB00_005525.2	SMRG1_94340.1, SMRG1_94340.2, SMRG1_94340.3
OG0004800	EWB00_001055	SMRG1_16150.1, SMRG1_16150.2
OG0004801	EWB00_002865.1, EWB00_002865.2, EWB00_002865.3, EWB00_002865.4, EWB00_002865.5	SMRG1_24000.1
OG0004802	EWB00_010438	SMRG1_64510.2, SMRG1_64510.1
OG0004803	EWB00_000519	SMRG1_61780.1, SMRG1_61780.2, SMRG1_61780.3
OG0004804	EWB00_003116.1, EWB00_003116.2	SMRG1_15700.1, SMRG1_15700.2
OG0004805	EWB00_009061	SMRG1_3660.1, SMRG1_3660.2
OG0004806	EWB00_002966.1, EWB00_002966.3, EWB00_002966.6, EWB00_002966.7, EWB00_002966.8, EWB00_002966.9, EWB00_002966.11, EWB00_002966.2	SMRG1_52460.1
OG0004807	EWB00_000751.1, EWB00_000751.2, EWB00_000751.3	SMRG1_55310.1, SMRG1_55310.2, SMRG1_55310.3
OG0004808	EWB00_010998	SMRG1_77050.1
OG0004809	EWB00_004427.1, EWB00_004427.2	SMRG1_51010.1, SMRG1_51010.3, SMRG1_51010.2
OG0004810	EWB00_004780.1, EWB00_004780.2	SMRG1_96060.1
OG0004811	EWB00_003950.1, EWB00_003950.2	SMRG1_40110.1
OG0004812	EWB00_002949, EWB00_002948	SMRG1_33230.1, SMRG1_33230.2
OG0004813	EWB00_008846.1, EWB00_008846.2	SMRG1_91510.1, SMRG1_91510.2, SMRG1_91510.3
OG0004814	EWB00_002040.1, EWB00_002040.2	SMRG1_5480.1
OG0004815	EWB00_003861	SMRG1_61220.1
OG0004816	EWB00_011000	SMRG1_77060.1
OG0004818	EWB00_005094	SMRG1_93910.1
OG0004819	EWB00_001219, EWB00_001218	SMRG1_78830.1
OG0004820	EWB00_001718	SMRG1_33720.1, SMRG1_33720.2
OG0004822	EWB00_007076	SMRG1_23690.1
OG0004823	EWB00_010159, EWB00_003262, EWB00_010128, EWB00_005573	SMRG1_58510.1
OG0004824	EWB00_004534	SMRG1_73890.1, SMRG1_73890.2, SMRG1_73890.3
OG0004826	EWB00_006772	SMRG1_81610.1, SMRG1_81610.2, SMRG1_81610.3
OG0004827	EWB00_008048.1, EWB00_008048.2, EWB00_008048.3, EWB00_008048.4	SMRG1_87940.1
OG0004828	EWB00_002857.1, EWB00_002857.2	SMRG1_24050.1
OG0004829	EWB00_003141.1, EWB00_003141.2, EWB00_003141.3	SMRG1_38200.1
OG0004830	EWB00_009299.2, EWB00_009299.1, EWB00_009299.4, EWB00_009299.3	SMRG1_66650.1, SMRG1_66650.2, SMRG1_66650.3
OG0004831	EWB00_006966.1, EWB00_006966.2	SMRG1_28260.3, SMRG1_28260.1, SMRG1_28260.2
OG0004832	EWB00_004324.1, EWB00_004324.2	SMRG1_36620.3, SMRG1_36620.2, SMRG1_36620.1
OG0004833	EWB00_004353	SMRG1_36910.1, SMRG1_36910.2
OG0004834	EWB00_002904	SMRG1_31900.1
OG0004835	EWB00_004216	SMRG1_25240.1
OG0004836	EWB00_004937.1, EWB00_004937.2	SMRG1_86340.1, SMRG1_86340.2, SMRG1_86340.3
OG0004837	EWB00_009440.1, EWB00_009440.2, EWB00_009440.3, EWB00_009440.4	SMRG1_13660.1
OG0004838	EWB00_001393	SMRG1_75450.1
OG0004839	EWB00_010207.1, EWB00_010207.2	SMRG1_1600.1
OG0004840	EWB00_007221	SMRG1_52010.1
OG0004841	EWB00_010497	SMRG1_66010.1
OG0004842	EWB00_004982.3, EWB00_004982.1, EWB00_004982.2	SMRG1_73290.1, SMRG1_73290.2
OG0004843	EWB00_009125	SMRG1_37660.1
OG0004844	EWB00_004658	SMRG1_1770.1
OG0004846	EWB00_002643.2	SMRG1_79460.1, SMRG1_79460.4, SMRG1_79460.5, SMRG1_79460.2, SMRG1_79460.3
OG0004847	EWB00_008689, EWB00_008688, EWB00_008690	SMRG1_70370.1, SMRG1_70380.1
OG0004848	EWB00_002312.1, EWB00_002312.3, EWB00_002312.2	SMRG1_13260.3, SMRG1_13260.1, SMRG1_13260.2
OG0004849	EWB00_004078	SMRG1_46150.1
OG0004850	EWB00_008909	SMRG1_64840.1
OG0004851	EWB00_008809	SMRG1_18800.1
OG0004852	EWB00_010640	SMRG1_53100.1, SMRG1_53100.2
OG0004853	EWB00_005242.2, EWB00_005242.1	SMRG1_25110.1
OG0004854	EWB00_006693, EWB00_006694	SMRG1_92670.1
OG0004855	EWB00_002123	SMRG1_32970.1, SMRG1_32970.2
OG0004856	EWB00_001253	SMRG1_79150.1, SMRG1_79150.2, SMRG1_79150.3
OG0004857	EWB00_000193	SMRG1_46680.1
OG0004858	EWB00_002261.1, EWB00_002261.2, EWB00_002261.3	SMRG1_80020.1
OG0004859	EWB00_009822	SMRG1_67320.1
OG0004860	EWB00_010760	SMRG1_48520.1, SMRG1_48520.3, SMRG1_48520.2
OG0004861	EWB00_002845, EWB00_010910	SMRG1_27380.1
OG0004862	EWB00_005221	SMRG1_51210.1
OG0004864	EWB00_001766	SMRG1_34100.1, SMRG1_34100.2
OG0004865	EWB00_002863.1, EWB00_002863.2	SMRG1_23980.1
OG0004866	EWB00_010464.1, EWB00_010464.2, EWB00_010452	SMRG1_66340.1
OG0004867	EWB00_003872.1, EWB00_003872.2	SMRG1_61110.1, SMRG1_61110.2
OG0004868	EWB00_010833	SMRG1_5730.1
OG0004869	EWB00_000055	SMRG1_17720.1
OG0004870	EWB00_009666.1, EWB00_009666.2	SMRG1_81780.2, SMRG1_81780.1, SMRG1_81780.3
OG0004871	EWB00_009509	SMRG1_8060.1
OG0004872	EWB00_003529	SMRG1_20400.1, SMRG1_20400.2
OG0004873	EWB00_008393.1, EWB00_008393.2	SMRG1_41930.1, SMRG1_41930.2, SMRG1_41930.3
OG0004875	EWB00_009989	SMRG1_2910.1
OG0004876	EWB00_002221	SMRG1_55650.1, SMRG1_55650.2, SMRG1_55650.3
OG0004877	EWB00_003765	SMRG1_82790.1, SMRG1_82790.2, SMRG1_82790.3, SMRG1_82790.4, SMRG1_82790.5
OG0004878	EWB00_001603	SMRG1_70490.1
OG0004879	EWB00_007953	SMRG1_60790.1
OG0004880	EWB00_007623	SMRG1_18270.1
OG0004881	EWB00_009418.1, EWB00_009418.2, EWB00_009418.3	SMRG1_13360.1
OG0004882	EWB00_007199.4, EWB00_007199.2, EWB00_007199.3, EWB00_007199.5, EWB00_007199.1	SMRG1_2070.1
OG0004883	EWB00_000896.1, EWB00_000896.2, EWB00_000896.3	SMRG1_9110.1
OG0004884	EWB00_001479	SMRG1_83190.1
OG0004885	EWB00_005662	SMRG1_1070.1, SMRG1_1070.2
OG0004886	EWB00_009780	SMRG1_5810.1, SMRG1_5810.2, SMRG1_5810.3, SMRG1_5810.4, SMRG1_5810.5, SMRG1_5810.6, SMRG1_5810.7
OG0004887	EWB00_010647.1, EWB00_010647.2	SMRG1_53050.2, SMRG1_53050.1, SMRG1_53050.3
OG0004888	EWB00_009665	SMRG1_81770.1
OG0004889	EWB00_005136.1, EWB00_005136.2	SMRG1_57280.1, SMRG1_57280.3, SMRG1_57280.2
OG0004890	EWB00_001971.1, EWB00_001971.2, EWB00_001971.3, EWB00_001971.4, EWB00_001971.5	SMRG1_89960.1
OG0004891	EWB00_004129	SMRG1_30910.1, SMRG1_30920.1
OG0004892	EWB00_006600.1, EWB00_006600.2	SMRG1_73460.1
OG0004893	EWB00_008498.1, EWB00_008498.2	SMRG1_18920.1, SMRG1_18920.2
OG0004894	EWB00_005132, EWB00_005133	SMRG1_57250.1, SMRG1_57250.2
OG0004895	EWB00_000373	SMRG1_93650.1
OG0004896	EWB00_009536.1, EWB00_009536.2	SMRG1_38780.1
OG0004897	EWB00_009475	SMRG1_10050.1
OG0004898	EWB00_002071	SMRG1_47590.1
OG0004898	EWB00_002072	SMRG1_86410.1
OG0004899	EWB00_010770	SMRG1_48420.1, SMRG1_48420.2
OG0004900	EWB00_007016	SMRG1_27360.1, SMRG1_27360.2, SMRG1_27360.3, SMRG1_27360.4
OG0004901	EWB00_010774.1, EWB00_010774.2	SMRG1_48350.1
OG0004902	EWB00_005608	SMRG1_37180.1
OG0004903	EWB00_001327, EWB00_007118	SMRG1_63850.1, SMRG1_63850.2
OG0004904	EWB00_009883	SMRG1_65190.1, SMRG1_65190.2
OG0004905	EWB00_004164	SMRG1_13290.1
OG0004907	EWB00_000506, EWB00_000507	SMRG1_61490.3, SMRG1_61490.1, SMRG1_61490.2, SMRG1_61490.4
OG0004908	EWB00_009115.1, EWB00_009115.2, EWB00_009115.3, EWB00_009115.4	SMRG1_29470.1
OG0004909	EWB00_007682.3, EWB00_007682.1, EWB00_007682.2	SMRG1_12030.1, SMRG1_12030.2, SMRG1_12030.3
OG0004910	EWB00_006428.1, EWB00_006428.2	SMRG1_20990.1
OG0004912	EWB00_001936	SMRG1_90820.1
OG0004913	EWB00_008859.1, EWB00_008859.3, EWB00_008859.6, EWB00_008859.5, EWB00_008859.2, EWB00_008859.4	SMRG1_58100.2, SMRG1_58100.1
OG0004914	EWB00_011338	SMRG1_59840.1
OG0004915	EWB00_010792.1, EWB00_010792.2, EWB00_010792.3, EWB00_010792.4	SMRG1_20140.1, SMRG1_20140.2, SMRG1_20140.3
OG0004916	EWB00_000079, EWB00_009938	SMRG1_17970.1
OG0004917	EWB00_006848.4, EWB00_006848.3, EWB00_006848.1, EWB00_006848.2, EWB00_006848.5	SMRG1_35660.1
OG0004918	EWB00_000615.1, EWB00_000615.3, EWB00_000615.2	SMRG1_87210.3, SMRG1_87210.4, SMRG1_87210.6, SMRG1_87210.1, SMRG1_87210.2, SMRG1_87210.5
OG0004919	EWB00_010637	SMRG1_53130.1
OG0004920	EWB00_008783	SMRG1_83450.1
OG0004921	EWB00_003541.3, EWB00_003541.1, EWB00_003541.2	SMRG1_52680.1
OG0004922	EWB00_002000	SMRG1_77820.1, SMRG1_77820.2
OG0004923	EWB00_004647	SMRG1_1870.1
OG0004924	EWB00_004219	SMRG1_25270.1
OG0004925	EWB00_007836	SMRG1_56640.1
OG0004926	EWB00_002743.1, EWB00_002743.2, EWB00_002743.3	SMRG1_71790.1
OG0004927	EWB00_009320	SMRG1_91590.1, SMRG1_91590.2
OG0004928	EWB00_000476.1, EWB00_000476.2, EWB00_000476.3, EWB00_000476.4, EWB00_000476.5	SMRG1_66840.1
OG0004929	EWB00_007744.1, EWB00_007744.2, EWB00_007744.3	SMRG1_54880.1
OG0004930	EWB00_002264	SMRG1_79990.1, SMRG1_79990.2
OG0004931	EWB00_002811	SMRG1_42780.4, SMRG1_42780.3, SMRG1_42780.5, SMRG1_42780.2, SMRG1_42780.1
OG0004932	EWB00_008565.1, EWB00_008565.5, EWB00_008565.3, EWB00_008565.2, EWB00_008565.6, EWB00_008565.4	SMRG1_21600.1
OG0004935	EWB00_006861.1, EWB00_006861.2	SMRG1_35800.1, SMRG1_35800.2
OG0004936	EWB00_006698.1, EWB00_006698.2, EWB00_006698.3, EWB00_006698.4	SMRG1_92620.1
OG0004939	EWB00_007034.1, EWB00_007034.2	SMRG1_83710.1
OG0004940	EWB00_010613.1, EWB00_010613.2	SMRG1_53340.1
OG0004941	EWB00_007112.1, EWB00_007112.2	SMRG1_63880.1, SMRG1_63880.2
OG0004942	EWB00_008874.1, EWB00_008874.2	SMRG1_66450.1
OG0004943	EWB00_011284	SMRG1_60400.1, SMRG1_60400.2
OG0004944	EWB00_005147.1, EWB00_005147.2	SMRG1_57430.3, SMRG1_57430.2, SMRG1_57430.1
OG0004945	EWB00_010109.1, EWB00_010109.2, EWB00_010109.3	SMRG1_31950.1, SMRG1_31950.2, SMRG1_31950.3
OG0004946	EWB00_004311.1, EWB00_004311.2	SMRG1_36460.1
OG0004947	EWB00_006867.1, EWB00_006867.2	SMRG1_35860.3, SMRG1_35860.2, SMRG1_35860.1
OG0004948	EWB00_006835, EWB00_006836	SMRG1_35520.1
OG0004950	EWB00_002080.6, EWB00_002080.7, EWB00_002080.4, EWB00_002080.1, EWB00_002080.2, EWB00_002080.3, EWB00_002080.5	SMRG1_47690.4, SMRG1_47690.3, SMRG1_47690.1, SMRG1_47690.2
OG0004951	EWB00_008078	SMRG1_49330.1
OG0004952	EWB00_010676.1, EWB00_010676.2	SMRG1_53680.1
OG0004953	EWB00_000475.3, EWB00_000475.1, EWB00_000475.2	SMRG1_66830.1, SMRG1_66830.2
OG0004954	EWB00_006027, EWB00_006026	SMRG1_29950.1, SMRG1_29950.2, SMRG1_29950.3
OG0004955	EWB00_007007.1, EWB00_007007.2	SMRG1_27690.7, SMRG1_27690.8, SMRG1_27690.5, SMRG1_27690.1, SMRG1_27690.2, SMRG1_27690.3, SMRG1_27690.4, SMRG1_27690.6
OG0004956	EWB00_000261.1, EWB00_000261.2, EWB00_000261.3, EWB00_000261.4, EWB00_000261.8, EWB00_000261.9, EWB00_000261.7, EWB00_000261.6, EWB00_000261.10, EWB00_000261.5	SMRG1_25540.1
OG0004957	EWB00_008327.1, EWB00_008327.2	SMRG1_11630.1, SMRG1_11630.2
OG0004958	EWB00_009733.1, EWB00_009733.2	SMRG1_12240.1, SMRG1_12240.2
OG0004959	EWB00_002684	SMRG1_12860.3, SMRG1_12860.4, SMRG1_12860.5, SMRG1_12860.1, SMRG1_12860.2
OG0004960	EWB00_002388	SMRG1_22040.1, SMRG1_22040.3, SMRG1_22040.2
OG0004961	EWB00_002093.2, EWB00_002093.1, EWB00_002093.3, EWB00_002093.4, EWB00_002093.5	SMRG1_7300.1, SMRG1_7300.2
OG0004962	EWB00_007617	SMRG1_3860.1, SMRG1_2490.1, SMRG1_30860.1
OG0004963	EWB00_003365.1, EWB00_003365.2, EWB00_003365.3, EWB00_003365.4	SMRG1_97810.1
OG0004971	EWB00_009131	SMRG1_37720.1
OG0004972	EWB00_008675.1, EWB00_008675.2	SMRG1_6870.1
OG0004973	EWB00_002061	SMRG1_94570.1
OG0004974	EWB00_004751	SMRG1_49580.1
OG0004976	EWB00_006637	SMRG1_97440.1
OG0004977	EWB00_011275	SMRG1_60480.1
OG0004978	EWB00_003198	SMRG1_57980.1, SMRG1_57990.1
OG0004979	EWB00_002205	SMRG1_55800.1
OG0004980	EWB00_005984	SMRG1_30390.1
OG0004981	EWB00_011161	SMRG1_62230.1
OG0004982	EWB00_010186.2, EWB00_010186.1, EWB00_010186.3	SMRG1_86650.1
OG0004983	EWB00_007029.1, EWB00_007029.2, EWB00_007029.3	SMRG1_83660.2, SMRG1_83660.1
OG0004984	EWB00_004615.1, EWB00_004615.2	SMRG1_31500.1
OG0004985	EWB00_010984	SMRG1_76880.1, SMRG1_76910.1
OG0004986	EWB00_005994.1, EWB00_005994.2	SMRG1_30280.1, SMRG1_30280.3, SMRG1_30280.2
