Orthogroup	fasciola_gigantica	schistosoma_japonicum
OG0005009	FGIG_01343, FGIG_01342	EWB00_007866
OG0005010	FGIG_01435	EWB00_007929.1, EWB00_007929.2
OG0005011	FGIG_01488	EWB00_003268.3, EWB00_003268.1, EWB00_003268.4, EWB00_003268.2
OG0005012	FGIG_01539	EWB00_001086.1, EWB00_001086.2
OG0005013	FGIG_08334	EWB00_004364.1, EWB00_004364.2
OG0005014	FGIG_01650	EWB00_003781
OG0005015	FGIG_01688	EWB00_004307.4, EWB00_004307.1, EWB00_004307.3, EWB00_004307.2
OG0005016	FGIG_01702	EWB00_005197, EWB00_005198
OG0005017	FGIG_01713	EWB00_004777.2, EWB00_004777.1
OG0005018	FGIG_01767	EWB00_001127.1, EWB00_001127.2
OG0005020	FGIG_01795, FGIG_01796	EWB00_009702.1, EWB00_009702.3, EWB00_009702.2
OG0005022	FGIG_01913	EWB00_005239, EWB00_005238
OG0005023	FGIG_01923	EWB00_003014.1, EWB00_003014.2, EWB00_003014.3, EWB00_003014.4, EWB00_003014.6, EWB00_003014.5
OG0005024	FGIG_01946, FGIG_02990, FGIG_12030	EWB00_004172.1, EWB00_004172.2, EWB00_004172.3, EWB00_004172.4
OG0005025	FGIG_02004	EWB00_004693, EWB00_003813
OG0005026	FGIG_10874, FGIG_02039	EWB00_007104, EWB00_007105
OG0005027	FGIG_02091	EWB00_002589.2, EWB00_002589.1
OG0005028	FGIG_02110	EWB00_001964
OG0005029	FGIG_02116	EWB00_009012.2, EWB00_009012.3, EWB00_009012.4, EWB00_009012.5, EWB00_009012.6, EWB00_009012.1
OG0005030	FGIG_02120	EWB00_006992
OG0005031	FGIG_02138	EWB00_003315.1, EWB00_003315.2
OG0005032	FGIG_02178, FGIG_02179	EWB00_006985
OG0005033	FGIG_02262	EWB00_005487.3, EWB00_005487.2, EWB00_005487.1
OG0005034	FGIG_02384	EWB00_008666
OG0005035	FGIG_02426	EWB00_005189.1, EWB00_005189.2
OG0005036	FGIG_02486	EWB00_000230.2, EWB00_000230.1, EWB00_000233
OG0005037	FGIG_02510	EWB00_001759.1, EWB00_001759.2
OG0005038	FGIG_02598	EWB00_006794.1, EWB00_006794.2
OG0005039	FGIG_02601	EWB00_010515.1, EWB00_010515.2
OG0005040	FGIG_02655	EWB00_002163.1, EWB00_002163.2, EWB00_002163.3
OG0005042	FGIG_02681	EWB00_005949
OG0005043	FGIG_02728	EWB00_008862, EWB00_009220.1, EWB00_009220.2
OG0005044	FGIG_02745	EWB00_001342, EWB00_001341
OG0005045	FGIG_02769	EWB00_004596.1, EWB00_004596.2
OG0005046	FGIG_02805, FGIG_02804	EWB00_005138
OG0005047	FGIG_02952	EWB00_003743
OG0005048	FGIG_02956	EWB00_003602
OG0005049	FGIG_02961	EWB00_003011.1, EWB00_003011.2, EWB00_003011.3, EWB00_003011.4, EWB00_003011.5
OG0005050	FGIG_02984	EWB00_009396.3, EWB00_009396.1, EWB00_009396.2
OG0005051	FGIG_02995	EWB00_009460.1, EWB00_009460.2, EWB00_009460.3
OG0005052	FGIG_10455, FGIG_10456, FGIG_03029	EWB00_001884
OG0005053	FGIG_03064	EWB00_006829
OG0005054	FGIG_03154	EWB00_008975.1, EWB00_008975.2
OG0005055	FGIG_03159	EWB00_005630
OG0005056	FGIG_03192	EWB00_003289, EWB00_010856
OG0005057	FGIG_03239	EWB00_004725
OG0005058	FGIG_03292	EWB00_010644.1, EWB00_010644.2
OG0005059	FGIG_03427	EWB00_010283.1, EWB00_010283.2, EWB00_010283.3
OG0005060	FGIG_03468	EWB00_003405
OG0005061	FGIG_03500	EWB00_009161
OG0005062	FGIG_03541	EWB00_002875
OG0005063	FGIG_03542	EWB00_001811.2, EWB00_001811.1, EWB00_001811.3
OG0005064	FGIG_03568	EWB00_000136.1, EWB00_000136.2
OG0005065	FGIG_03623	EWB00_005741
OG0005066	FGIG_03695	EWB00_004557
OG0005067	FGIG_03699, FGIG_03700, FGIG_09210	EWB00_004293
OG0005068	FGIG_03721	EWB00_008681
OG0005069	FGIG_11212, FGIG_03750	EWB00_006032
OG0005071	FGIG_03837, FGIG_12679	EWB00_005235
OG0005072	FGIG_03859	EWB00_006002.1, EWB00_006002.2
OG0005073	FGIG_03863, FGIG_03864	EWB00_007322
OG0005074	FGIG_03866	EWB00_003075.1, EWB00_003075.2
OG0005075	FGIG_03889	EWB00_004438
OG0005075	FGIG_10795	EWB00_005851.1, EWB00_005851.2
OG0005076	FGIG_03941	EWB00_002920.3, EWB00_002920.4, EWB00_002920.1, EWB00_002920.2
OG0005077	FGIG_04083	EWB00_003798, EWB00_003799
OG0005078	FGIG_04114	EWB00_006101
OG0005079	FGIG_04323	EWB00_001309
OG0005080	FGIG_04360	EWB00_009512
OG0005081	FGIG_04377	EWB00_010538
OG0005082	FGIG_04432	EWB00_001720.1, EWB00_001720.2
OG0005083	FGIG_04470	EWB00_006393.1, EWB00_006393.2, EWB00_006393.3
OG0005084	FGIG_04475	EWB00_005842
OG0005085	FGIG_04508	EWB00_000696
OG0005086	FGIG_04525	EWB00_008557.1, EWB00_008557.2
OG0005087	FGIG_04543	EWB00_010933.1, EWB00_010933.2
OG0005088	FGIG_04592, FGIG_12099	EWB00_007780
OG0005089	FGIG_04622	EWB00_001365.3, EWB00_001365.1, EWB00_001365.2
OG0005090	FGIG_04738	EWB00_002229
OG0005091	FGIG_04748	EWB00_010010
OG0005092	FGIG_05102	EWB00_004214
OG0005093	FGIG_05165	EWB00_003137
OG0005094	FGIG_05192	EWB00_011050
OG0005095	FGIG_05218	EWB00_009037.1, EWB00_009037.2, EWB00_009037.3
OG0005097	FGIG_05394	EWB00_000556.1, EWB00_000556.2
OG0005098	FGIG_05407	EWB00_003792.1, EWB00_003792.2
OG0005099	FGIG_05418	EWB00_006726.1, EWB00_006726.2
OG0005100	FGIG_05436	EWB00_004961
OG0005101	FGIG_05442	EWB00_007228.1, EWB00_007228.2
OG0005102	FGIG_06608, FGIG_05461	EWB00_011313
OG0005103	FGIG_05481	EWB00_001397
OG0005104	FGIG_05527	EWB00_004034
OG0005105	FGIG_05571	EWB00_010951
OG0005106	FGIG_05650, FGIG_05651	EWB00_006813
OG0005107	FGIG_05723	EWB00_007439
OG0005108	FGIG_05736	EWB00_009606
OG0005109	FGIG_05847	EWB00_008780
OG0005110	FGIG_05855	EWB00_008483.1, EWB00_008483.2, EWB00_008483.3
OG0005111	FGIG_05923	EWB00_006482.1, EWB00_006482.2, EWB00_006482.3, EWB00_006482.4, EWB00_006482.5
OG0005112	FGIG_11999, FGIG_06100, FGIG_06099	EWB00_008014, EWB00_008013
OG0005113	FGIG_06133	EWB00_002732.1, EWB00_002732.2, EWB00_002732.3
OG0005114	FGIG_06137	EWB00_003090.1, EWB00_003090.2
OG0005115	FGIG_06183	EWB00_011089.3, EWB00_011089.1, EWB00_011089.2
OG0005116	FGIG_06240	EWB00_009499.1, EWB00_009499.2
OG0005117	FGIG_06254	EWB00_010223
OG0005118	FGIG_06291	EWB00_009215
OG0005119	FGIG_06391	EWB00_006258.1, EWB00_006258.2
OG0005120	FGIG_06405	EWB00_009605.1, EWB00_009605.2, EWB00_009605.3
OG0005121	FGIG_06552	EWB00_004981.1, EWB00_004981.2
OG0005122	FGIG_06599	EWB00_004959
OG0005123	FGIG_06633, FGIG_06631, FGIG_09890, FGIG_06632	EWB00_008935
OG0005124	FGIG_06642	EWB00_010254
OG0005125	FGIG_06673	EWB00_003843
OG0005126	FGIG_06690	EWB00_000491.2, EWB00_000491.1
OG0005127	FGIG_06723	EWB00_002930.1, EWB00_002930.3, EWB00_002930.2, EWB00_002930.4, EWB00_002930.5
OG0005128	FGIG_06807	EWB00_005177
OG0005130	FGIG_06871	EWB00_002410, EWB00_002411
OG0005131	FGIG_06939	EWB00_010735.1, EWB00_010735.3, EWB00_010735.2, EWB00_010735.4, EWB00_010735.5
OG0005132	FGIG_07027	EWB00_000077
OG0005133	FGIG_07058	EWB00_000766.4, EWB00_000766.2, EWB00_000766.5, EWB00_000766.1, EWB00_000766.3
OG0005134	FGIG_07168	EWB00_010607.2, EWB00_010607.1, EWB00_010607.3
OG0005135	FGIG_07186	EWB00_006368.1, EWB00_006368.3, EWB00_006368.4, EWB00_006368.5, EWB00_006368.2
OG0005136	FGIG_07193	EWB00_003888.1, EWB00_003888.2
OG0005137	FGIG_07201	EWB00_003499
OG0005138	FGIG_07240	EWB00_006551
OG0005139	FGIG_07267, FGIG_07268	EWB00_005955
OG0005140	FGIG_07312	EWB00_000262
OG0005141	FGIG_07354	EWB00_001423
OG0005142	FGIG_07469	EWB00_008750
OG0005143	FGIG_07474	EWB00_001716
OG0005144	FGIG_12277, FGIG_07548	EWB00_011056
OG0005145	FGIG_07554	EWB00_000864
OG0005146	FGIG_07613	EWB00_008496.1, EWB00_008496.2, EWB00_008496.3
OG0005147	FGIG_07621, FGIG_07620	EWB00_010611
OG0005148	FGIG_07670	EWB00_008120
OG0005149	FGIG_07691	EWB00_009674
OG0005150	FGIG_07731	EWB00_007846.2, EWB00_007846.6, EWB00_007846.3, EWB00_007846.4, EWB00_007846.1, EWB00_007846.5
OG0005151	FGIG_07758	EWB00_004404
OG0005152	FGIG_07776, FGIG_07775	EWB00_009504
OG0005153	FGIG_07817	EWB00_004467.2, EWB00_004467.1, EWB00_004467.3
OG0005154	FGIG_11435, FGIG_07847	EWB00_008373
OG0005155	FGIG_07891	EWB00_010824
OG0005156	FGIG_07911	EWB00_002768
OG0005157	FGIG_08585, FGIG_07936	EWB00_010219
OG0005158	FGIG_08022	EWB00_005281, EWB00_005282
OG0005159	FGIG_11578, FGIG_08074	EWB00_008257.1, EWB00_008257.2
OG0005160	FGIG_08166	EWB00_003222
OG0005161	FGIG_08168, FGIG_12697	EWB00_006043.1, EWB00_006043.2
OG0005162	FGIG_08268	EWB00_003820.1, EWB00_003820.2, EWB00_003817, EWB00_005332
OG0005163	FGIG_08272	EWB00_004570.3, EWB00_004570.1, EWB00_004570.2
OG0005164	FGIG_09665, FGIG_08306	EWB00_007055.1, EWB00_007055.2
OG0005165	FGIG_08400	EWB00_008432.1, EWB00_008432.2
OG0005166	FGIG_08492	EWB00_001150, EWB00_010701
OG0005167	FGIG_08497	EWB00_003473
OG0005168	FGIG_08651	EWB00_008745.1, EWB00_008745.2
OG0005170	FGIG_11368, FGIG_08783	EWB00_001568
OG0005171	FGIG_08798	EWB00_006290.1, EWB00_006290.2, EWB00_006290.3, EWB00_010139
OG0005172	FGIG_08821	EWB00_007762
OG0005174	FGIG_08966	EWB00_005295
OG0005175	FGIG_09039	EWB00_009984.1, EWB00_009984.2
OG0005176	FGIG_09061	EWB00_010164.1, EWB00_010164.2, EWB00_010164.3, EWB00_010164.4, EWB00_010164.5, EWB00_010164.6, EWB00_010164.7, EWB00_010164.8
OG0005177	FGIG_09108	EWB00_007384
OG0005178	FGIG_09192, FGIG_09191	EWB00_003969.1, EWB00_003969.2
OG0005179	FGIG_09213	EWB00_001670
OG0005180	FGIG_09227	EWB00_006124.3, EWB00_006124.1, EWB00_006124.2
OG0005181	FGIG_09281	EWB00_001491
OG0005182	FGIG_09456	EWB00_004076.1, EWB00_004076.2
OG0005183	FGIG_09467	EWB00_005179.1, EWB00_005179.2
OG0005184	FGIG_09468	EWB00_007967
OG0005185	FGIG_09496	EWB00_007368.1, EWB00_007368.2
OG0005186	FGIG_11909, FGIG_11705, FGIG_09539, FGIG_11706	EWB00_008879
OG0005187	FGIG_09595	EWB00_005691.1, EWB00_005691.2
OG0005188	FGIG_12216, FGIG_09597	EWB00_008063, EWB00_008062
OG0005189	FGIG_09638	EWB00_000635.1, EWB00_000635.2
OG0005190	FGIG_09742	EWB00_010934
OG0005191	FGIG_09753	EWB00_002271.3, EWB00_002271.4, EWB00_002271.1, EWB00_002271.2
OG0005192	FGIG_09777	EWB00_001410.1, EWB00_001410.2
OG0005193	FGIG_09782	EWB00_003776.3, EWB00_003776.4, EWB00_003776.5, EWB00_003776.1, EWB00_003776.2
OG0005194	FGIG_09800	EWB00_007388
OG0005195	FGIG_09810	EWB00_004311.3
OG0005196	FGIG_09826	EWB00_003463.1, EWB00_003463.2, EWB00_003463.3
OG0005197	FGIG_09862	EWB00_009350
OG0005198	FGIG_09872	EWB00_002546
OG0005199	FGIG_09906	EWB00_008064.1, EWB00_008064.2
OG0005200	FGIG_10030	EWB00_004410.1, EWB00_004410.2
OG0005201	FGIG_10036	EWB00_008786
OG0005202	FGIG_10038	EWB00_005228.1, EWB00_005228.2, EWB00_005228.3, EWB00_005228.4
OG0005203	FGIG_10227	EWB00_007817, EWB00_002830, EWB00_007819
OG0005204	FGIG_10241	EWB00_003122
OG0005205	FGIG_10253	EWB00_009073
OG0005206	FGIG_10396	EWB00_006804.1, EWB00_006804.2
OG0005207	FGIG_10400, FGIG_10399	EWB00_008296
OG0005208	FGIG_10528	EWB00_000753
OG0005210	FGIG_10629	EWB00_006530
OG0005211	FGIG_10634	EWB00_002173.1, EWB00_002173.2
OG0005212	FGIG_10718	EWB00_009094
OG0005213	FGIG_10888	EWB00_009139.1, EWB00_009139.2
OG0005214	FGIG_10916	EWB00_005226.3, EWB00_005226.1, EWB00_005226.2
OG0005215	FGIG_10968	EWB00_001378.1, EWB00_001378.2, EWB00_001378.3
OG0005217	FGIG_11015	EWB00_007268, EWB00_007269
OG0005218	FGIG_11218	EWB00_001070.1, EWB00_001070.3, EWB00_001070.2
OG0005219	FGIG_11259	EWB00_003078.1, EWB00_003078.2
OG0005220	FGIG_11291	EWB00_000862, EWB00_000860
OG0005221	FGIG_11501	EWB00_006206.3, EWB00_006206.5, EWB00_006206.1, EWB00_006206.4, EWB00_006206.2
OG0005222	FGIG_12378	EWB00_010200.1, EWB00_010200.2
OG0005223	FGIG_11994	EWB00_008342, EWB00_008343
OG0005224	FGIG_12011	EWB00_006257.3, EWB00_006257.1, EWB00_006257.2
OG0005225	FGIG_12077	EWB00_009152, EWB00_009153
OG0005226	FGIG_12244	EWB00_004211.3, EWB00_004211.2, EWB00_004211.4, EWB00_004211.1
OG0005227	FGIG_12279	EWB00_004681
OG0005228	FGIG_12293	EWB00_006259
OG0005229	FGIG_12298	EWB00_005665
OG0005230	FGIG_12539, FGIG_12624	EWB00_010768
OG0005231	FGIG_12610	EWB00_000028
OG0005283	FGIG_09478, FGIG_00041	EWB00_000731
OG0005284	FGIG_00159	EWB00_001394
OG0005286	FGIG_00208	EWB00_006053
OG0005287	FGIG_00252	EWB00_009406
OG0005288	FGIG_00294	EWB00_005356
OG0005289	FGIG_00316	EWB00_010750
OG0005290	FGIG_00364	EWB00_005734
OG0005291	FGIG_00509	EWB00_004720, EWB00_004721
OG0005292	FGIG_00618	EWB00_001007
OG0005293	FGIG_00650	EWB00_007956.1, EWB00_007956.2
OG0005294	FGIG_08011, FGIG_00653	EWB00_003564
OG0005295	FGIG_00654	EWB00_005156
OG0005296	FGIG_00657	EWB00_001012
OG0005297	FGIG_09310, FGIG_00702	EWB00_008790
OG0005298	FGIG_00741, FGIG_04087	EWB00_002794
OG0005299	FGIG_00794	EWB00_002250
OG0005301	FGIG_04188, FGIG_00814	EWB00_006089
OG0005302	FGIG_00877	EWB00_010358.1, EWB00_010358.2
OG0005303	FGIG_00881	EWB00_003793
OG0005304	FGIG_00893	EWB00_004456.1, EWB00_004456.2
OG0005305	FGIG_00914	EWB00_004359.1, EWB00_004359.2
OG0005306	FGIG_00952	EWB00_006549
OG0005307	FGIG_01010	EWB00_006192.3, EWB00_006192.1, EWB00_006192.2
OG0005309	FGIG_01041	EWB00_001117
OG0005310	FGIG_01044	EWB00_005694.1, EWB00_005694.2
OG0005312	FGIG_01160	EWB00_004133.1, EWB00_004133.2
OG0005313	FGIG_01176	EWB00_007082.1, EWB00_007082.2
OG0005314	FGIG_01220, FGIG_06193	EWB00_002498.1, EWB00_002498.3, EWB00_002498.2
OG0005315	FGIG_01226	EWB00_011227
OG0005316	FGIG_01227	EWB00_008293
OG0005317	FGIG_01277	EWB00_003869.1, EWB00_003869.2
OG0005318	FGIG_01313	EWB00_009117
OG0005319	FGIG_01401	EWB00_009573
OG0005321	FGIG_01441, FGIG_01442	EWB00_002776
OG0005323	FGIG_01486	EWB00_000093.4, EWB00_000093.6, EWB00_000093.5, EWB00_000093.3, EWB00_000093.2, EWB00_000093.1
OG0005324	FGIG_01507	EWB00_006164
OG0005325	FGIG_01534	EWB00_004621.1, EWB00_004621.2
OG0005326	FGIG_11914, FGIG_01562	EWB00_002099
OG0005327	FGIG_01574	EWB00_005475
OG0005328	FGIG_01728	EWB00_008692.1, EWB00_008692.2
OG0005329	FGIG_01789	EWB00_002469
OG0005330	FGIG_01858, FGIG_01859	EWB00_008829
OG0005331	FGIG_01887, FGIG_01886	EWB00_001974
OG0005332	FGIG_01889, FGIG_01888	EWB00_001899.1, EWB00_001899.2, EWB00_001899.3, EWB00_001899.4
OG0005333	FGIG_01928	EWB00_005753.1, EWB00_005753.2
OG0005334	FGIG_01945	EWB00_004171.1, EWB00_004171.2, EWB00_004171.3
OG0005336	FGIG_02077	EWB00_007694
OG0005337	FGIG_02122	EWB00_006994
OG0005338	FGIG_02143, FGIG_02144	EWB00_008736.3, EWB00_008736.2, EWB00_008736.1
OG0005339	FGIG_02176	EWB00_003566
OG0005340	FGIG_05883, FGIG_02245, FGIG_02244	EWB00_000336
OG0005341	FGIG_02285	EWB00_002354
OG0005342	FGIG_02303, FGIG_04157	EWB00_005857, EWB00_005854.1, EWB00_005854.2
OG0005343	FGIG_02324	EWB00_001224
OG0005344	FGIG_02397	EWB00_004563.1, EWB00_004563.2
OG0005345	FGIG_02410	EWB00_009544
OG0005346	FGIG_02447	EWB00_008463
OG0005347	FGIG_02475	EWB00_010475.1, EWB00_010475.2
OG0005349	FGIG_04477, FGIG_11800, FGIG_11799, FGIG_02552, FGIG_04476	EWB00_010242
OG0005351	FGIG_02600	EWB00_006796, EWB00_006797
OG0005352	FGIG_02621	EWB00_004244.2, EWB00_004244.3, EWB00_004244.1, EWB00_004244.4
OG0005353	FGIG_02726	EWB00_007434.2, EWB00_007434.1
OG0005354	FGIG_02759	EWB00_004755.1, EWB00_004755.2, EWB00_004755.3
OG0005355	FGIG_02763	EWB00_006157.1, EWB00_006157.2
OG0005356	FGIG_02778	EWB00_008917
OG0005357	FGIG_02838	EWB00_008346
OG0005358	FGIG_02843	EWB00_003631
OG0005359	FGIG_02951	EWB00_008817
OG0005360	FGIG_03097	EWB00_003518.1, EWB00_003518.2
OG0005361	FGIG_03133	EWB00_006463.1, EWB00_006463.2, EWB00_006463.3
OG0005362	FGIG_03140	EWB00_005800.3, EWB00_005800.1, EWB00_005800.2
OG0005363	FGIG_03161	EWB00_005693
OG0005364	FGIG_03235	EWB00_008747
OG0005365	FGIG_03246	EWB00_000606
OG0005366	FGIG_03264	EWB00_004803
OG0005367	FGIG_03329	EWB00_007057.1, EWB00_007057.2
OG0005368	FGIG_03359	EWB00_005765.1, EWB00_005765.2
OG0005369	FGIG_03371	EWB00_001467.1, EWB00_001467.2, EWB00_001467.3
OG0005370	FGIG_03372	EWB00_001466.1, EWB00_001466.3, EWB00_001466.2
OG0005371	FGIG_03374	EWB00_008372.1, EWB00_008372.2
OG0005372	FGIG_03494, FGIG_05017	EWB00_000276, EWB00_008930, EWB00_000275
OG0005373	FGIG_03504	EWB00_009159.2, EWB00_009159.1, EWB00_009159.3, EWB00_009159.5, EWB00_009159.4
OG0005374	FGIG_03507	EWB00_002421.2, EWB00_002421.3, EWB00_002421.1
OG0005376	FGIG_03530	EWB00_011128
OG0005377	FGIG_03535	EWB00_006000.1, EWB00_006000.2
OG0005378	FGIG_03544	EWB00_004912.1, EWB00_004912.2
OG0005379	FGIG_03575, FGIG_03574, FGIG_03572	EWB00_000886
OG0005380	FGIG_03754	EWB00_004644.1, EWB00_004644.2
OG0005381	FGIG_03759	EWB00_008507
OG0005382	FGIG_03872	EWB00_001422
OG0005383	FGIG_04022	EWB00_004598
OG0005384	FGIG_04036	EWB00_007027.1, EWB00_007027.2
OG0005385	FGIG_04059	EWB00_003261.3, EWB00_003261.2, EWB00_003261.1, EWB00_003261.4
OG0005386	FGIG_04097	EWB00_002129.1, EWB00_002129.2
OG0005387	FGIG_04143	EWB00_006958
OG0005388	FGIG_04182	EWB00_000281
OG0005389	FGIG_04183	EWB00_003639
OG0005390	FGIG_04191	EWB00_009981.1, EWB00_009981.2, EWB00_009981.4, EWB00_009981.3, EWB00_009981.5
OG0005391	FGIG_04349	EWB00_005201
OG0005392	FGIG_04414, FGIG_10149	EWB00_007229.1, EWB00_007229.2
OG0005393	FGIG_04418, FGIG_04417	EWB00_007234.1, EWB00_007234.3, EWB00_007234.2
OG0005394	FGIG_04510	EWB00_007205
OG0005395	FGIG_04521	EWB00_007354.1, EWB00_007354.2, EWB00_007354.3, EWB00_007354.4
OG0005396	FGIG_04523	EWB00_002676
OG0005397	FGIG_04561	EWB00_009695
OG0005398	FGIG_11540, FGIG_04623	EWB00_003733
OG0005399	FGIG_04624	EWB00_008334.1, EWB00_008334.2, EWB00_008334.3
OG0005400	FGIG_04626	EWB00_009383
OG0005401	FGIG_04669	EWB00_002204.1, EWB00_002204.3, EWB00_002204.2
OG0005402	FGIG_04840	EWB00_005159
OG0005403	FGIG_08979, FGIG_04856	EWB00_004607.2, EWB00_004607.3, EWB00_004607.1, EWB00_004607.4
OG0005404	FGIG_04903, FGIG_04900	EWB00_006534.1, EWB00_006534.2
OG0005405	FGIG_04924	EWB00_001861
OG0005406	FGIG_04925	EWB00_006228, EWB00_006227
OG0005408	FGIG_04962	EWB00_005076.1, EWB00_005076.2, EWB00_005899
OG0005409	FGIG_04968	EWB00_002582
OG0005410	FGIG_04986	EWB00_003081
OG0005411	FGIG_05094, FGIG_09114	EWB00_008319
OG0005412	FGIG_05127	EWB00_004009.1, EWB00_004009.2
OG0005413	FGIG_05130	EWB00_001227.1, EWB00_001227.2
OG0005414	FGIG_05204	EWB00_000971
OG0005415	FGIG_05205	EWB00_006014.1, EWB00_006014.2, EWB00_006014.3
OG0005416	FGIG_05207	EWB00_001122
OG0005417	FGIG_05217	EWB00_009038
OG0005418	FGIG_05274	EWB00_006883
OG0005419	FGIG_05280	EWB00_006240
OG0005420	FGIG_05374	EWB00_005601
OG0005421	FGIG_13992, FGIG_05491, FGIG_05492, FGIG_11326	EWB00_002258
OG0005423	FGIG_05604	EWB00_003303
OG0005424	FGIG_05661	EWB00_000135.2, EWB00_000135.1
OG0005425	FGIG_05663	EWB00_000144.1, EWB00_000144.3, EWB00_000144.2
OG0005426	FGIG_05720	EWB00_003033
OG0005427	FGIG_05834	EWB00_001447.1, EWB00_001447.2
OG0005428	FGIG_05836, FGIG_07929	EWB00_006934.1, EWB00_006934.3, EWB00_006934.2
OG0005429	FGIG_05919	EWB00_006692, EWB00_006578.1, EWB00_006578.2, EWB00_006578.4, EWB00_006578.3
OG0005430	FGIG_05948	EWB00_008284.1, EWB00_008284.2
OG0005431	FGIG_06048	EWB00_007386
OG0005432	FGIG_06051	EWB00_000159.1, EWB00_000159.2, EWB00_000159.3, EWB00_000159.4
OG0005433	FGIG_06253	EWB00_007378
OG0005434	FGIG_06357	EWB00_005017
OG0005435	FGIG_06390	EWB00_006679, EWB00_006680
OG0005437	FGIG_06610	EWB00_007137.1, EWB00_007137.2, EWB00_007137.3
OG0005438	FGIG_06641	EWB00_003257
OG0005439	FGIG_06652	EWB00_009703
OG0005440	FGIG_06681	EWB00_002714
OG0005441	FGIG_06718	EWB00_005074.1, EWB00_005074.2
OG0005442	FGIG_06730	EWB00_009442
OG0005443	FGIG_06809	EWB00_011132
OG0005444	FGIG_06923	EWB00_005485
OG0005446	FGIG_07043	EWB00_008203
OG0005447	FGIG_07125	EWB00_003653
OG0005448	FGIG_07129	EWB00_001468.1, EWB00_001468.2, EWB00_001468.4, EWB00_001468.5, EWB00_001468.3
OG0005449	FGIG_07215	EWB00_004695.1, EWB00_004695.2, EWB00_004695.3
OG0005450	FGIG_07234	EWB00_007959.3, EWB00_007959.1, EWB00_007959.2
OG0005451	FGIG_07307	EWB00_001492
OG0005452	FGIG_07318	EWB00_001895, EWB00_001897
OG0005453	FGIG_07367	EWB00_011147
OG0005454	FGIG_07385	EWB00_009340.2, EWB00_009340.3, EWB00_009340.1
OG0005455	FGIG_07478	EWB00_005335
OG0005456	FGIG_07489	EWB00_007271.1, EWB00_007271.2, EWB00_007271.3, EWB00_007271.4, EWB00_007271.5
OG0005457	FGIG_07593	EWB00_002559
OG0005458	FGIG_07677	EWB00_005495, EWB00_010152
OG0005459	FGIG_07903, FGIG_07904, FGIG_07905, FGIG_07902	EWB00_010261, EWB00_010262
OG0005460	FGIG_07961	EWB00_008135
OG0005461	FGIG_08053	EWB00_005043.2, EWB00_005043.1
OG0005462	FGIG_08062	EWB00_010862
OG0005463	FGIG_08100	EWB00_002499.1, EWB00_002499.2
OG0005464	FGIG_08183	EWB00_005311
OG0005465	FGIG_10565, FGIG_08201	EWB00_005077.1, EWB00_005077.3, EWB00_005077.2
OG0005466	FGIG_08391	EWB00_009948
OG0005467	FGIG_08467	EWB00_010417
OG0005468	FGIG_08471	EWB00_002527
OG0005469	FGIG_10760, FGIG_08533	EWB00_006239.2, EWB00_006239.1
OG0005470	FGIG_08565	EWB00_002184
OG0005471	FGIG_08604	EWB00_005469.1, EWB00_005469.3, EWB00_005469.2
OG0005472	FGIG_08612	EWB00_004537
OG0005473	FGIG_08720	EWB00_003586.1, EWB00_003586.2
OG0005474	FGIG_08765, FGIG_11290	EWB00_003907.1, EWB00_003907.2, EWB00_003907.3
OG0005475	FGIG_08867	EWB00_002178
OG0005476	FGIG_08980	EWB00_004608.1, EWB00_004608.2
OG0005477	FGIG_09017	EWB00_002841.1, EWB00_002841.2
OG0005478	FGIG_09023	EWB00_003460.1, EWB00_003460.2
OG0005479	FGIG_09040	EWB00_007157
OG0005480	FGIG_09094	EWB00_008104
OG0005481	FGIG_09127	EWB00_006542
OG0005482	FGIG_09171	EWB00_009616, EWB00_009783
OG0005485	FGIG_09458	EWB00_006778
OG0005486	FGIG_09487	EWB00_001595
OG0005487	FGIG_12160, FGIG_09491	EWB00_001553
OG0005488	FGIG_09506, FGIG_09505	EWB00_008336, EWB00_008578
OG0005489	FGIG_09573	EWB00_006354.1, EWB00_006354.2
OG0005490	FGIG_09655	EWB00_001727.1, EWB00_001727.2
OG0005491	FGIG_10265, FGIG_09931	EWB00_003183
OG0005492	FGIG_09962	EWB00_000374.1, EWB00_000374.3, EWB00_000374.4, EWB00_000374.2
OG0005493	FGIG_09987	EWB00_010631.1, EWB00_010631.3, EWB00_010631.4, EWB00_010631.5, EWB00_010631.2
OG0005494	FGIG_10187	EWB00_006297.1, EWB00_006297.2
OG0005495	FGIG_10244	EWB00_008193
OG0005496	FGIG_10271, FGIG_10270, FGIG_10272	EWB00_005499, EWB00_005498
OG0005497	FGIG_10286	EWB00_002856.1, EWB00_002856.2, EWB00_002856.3, EWB00_002856.4
OG0005498	FGIG_10333, FGIG_10335	EWB00_002006
OG0005499	FGIG_10413	EWB00_004880
OG0005500	FGIG_12018, FGIG_10415	EWB00_010325.1, EWB00_010325.3, EWB00_010325.2
OG0005501	FGIG_10457	EWB00_001885.1, EWB00_001885.2, EWB00_001885.3
OG0005502	FGIG_12542, FGIG_10680	EWB00_006676
OG0005503	FGIG_10717	EWB00_006189.2, EWB00_006189.1
OG0005505	FGIG_10907	EWB00_007401.1, EWB00_007401.2, EWB00_007401.3, EWB00_007401.4
OG0005506	FGIG_10946	EWB00_004950
OG0005507	FGIG_10949	EWB00_007506.1, EWB00_007506.2, EWB00_007506.3
