Orthogroup	fasciola_gigantica	schistosoma_japonicum
OG0000334	FGIG_02321	EWB00_007243.1, EWB00_007243.2, EWB00_008221.1, EWB00_008221.2
OG0000335	FGIG_02931	EWB00_007904.1, EWB00_007904.2
OG0000336	FGIG_05611	EWB00_004857
OG0000336	FGIG_03447	EWB00_000600
OG0000337	FGIG_05353	EWB00_005375.2, EWB00_005375.1
OG0000337	FGIG_07022	EWB00_004252.1, EWB00_004252.5, EWB00_004252.3, EWB00_004252.6, EWB00_004252.2, EWB00_004252.7, EWB00_004252.4, EWB00_004252.8
OG0000341	FGIG_01721, FGIG_05086, FGIG_03151, FGIG_03152, FGIG_00248, FGIG_06153, FGIG_04226, FGIG_06180, FGIG_09700, FGIG_12642, FGIG_00506, FGIG_00036, FGIG_06152, FGIG_03322, FGIG_03118, FGIG_11886, FGIG_00035, FGIG_05505, FGIG_05506, FGIG_05087, FGIG_05507	EWB00_001402, EWB00_004087
OG0000342	FGIG_05549	EWB00_001054.1, EWB00_001054.2
OG0000342	FGIG_00226	EWB00_000044.1, EWB00_000044.2
OG0000343	FGIG_01634, FGIG_01635	EWB00_005957.3, EWB00_005957.1, EWB00_005957.2
OG0000344	FGIG_01866	EWB00_009241.1, EWB00_009241.3, EWB00_009241.2, EWB00_009241.4, EWB00_009241.5, EWB00_009241.6, EWB00_009241.7, EWB00_009241.8, EWB00_009241.9, EWB00_009241.10
OG0000345	FGIG_01894	EWB00_002967.8, EWB00_002967.4, EWB00_002967.7, EWB00_002967.1, EWB00_002967.5, EWB00_002967.3, EWB00_002967.6, EWB00_002967.2
OG0000346	FGIG_09179	EWB00_007409
OG0000347	FGIG_02160, FGIG_12660	EWB00_006075.1, EWB00_006075.3, EWB00_006075.2, EWB00_006074.1, EWB00_006074.2, EWB00_006074.3
OG0000348	FGIG_03483	EWB00_006331
OG0000349	FGIG_04573, FGIG_04572, FGIG_06122	EWB00_005661
OG0000350	FGIG_04749	EWB00_009542.3, EWB00_009542.1, EWB00_009542.2
OG0000351	FGIG_05010	EWB00_004665
OG0000352	FGIG_05384, FGIG_11348, FGIG_05385	EWB00_008371.1, EWB00_008371.2
OG0000353	FGIG_06289	EWB00_000949
OG0000354	FGIG_10148, FGIG_09059	EWB00_007574.1, EWB00_007574.2
OG0000355	FGIG_10341, FGIG_12112, FGIG_12113	EWB00_004441.1, EWB00_004441.2
OG0000356	FGIG_10789, FGIG_10788, FGIG_10790	EWB00_005497.1, EWB00_005494, EWB00_005497.2, EWB00_005497.3, EWB00_005497.4
OG0000357	FGIG_12459	EWB00_006405.2, EWB00_006405.1
OG0000359	FGIG_00275	EWB00_010287.3, EWB00_010287.1, EWB00_010287.2
OG0000360	FGIG_01496	EWB00_010308.1, EWB00_010308.2
OG0000361	FGIG_02685, FGIG_02684	EWB00_008734, EWB00_008735
OG0000362	FGIG_02801	EWB00_007742
OG0000363	FGIG_03340, FGIG_03341, FGIG_03338	EWB00_006373
OG0000364	FGIG_03707	EWB00_000344
OG0000365	FGIG_12204, FGIG_04576	EWB00_002237, EWB00_002238.1, EWB00_002238.2
OG0000366	FGIG_06034, FGIG_09373, FGIG_12323	EWB00_002980
OG0000367	FGIG_07381	EWB00_002905
OG0000368	FGIG_07710, FGIG_12057	EWB00_001036
OG0000369	FGIG_08435	EWB00_009078.1, EWB00_009078.2, EWB00_009078.3
OG0000370	FGIG_08520	EWB00_004595.5, EWB00_004595.1, EWB00_004595.2, EWB00_004595.3, EWB00_004595.4
OG0000371	FGIG_08814	EWB00_010143
OG0000372	FGIG_08961	EWB00_000802
OG0000373	FGIG_12324, FGIG_09323	EWB00_004686.1, EWB00_004686.2
OG0000374	FGIG_09768	EWB00_004719
OG0000376	FGIG_10153, FGIG_11766, FGIG_11765	EWB00_000822
OG0000377	FGIG_10617	EWB00_007751
OG0000378	FGIG_11867	EWB00_001092.1, EWB00_001092.3, EWB00_001092.2
OG0000380	FGIG_00695	EWB00_010793, EWB00_010794
OG0000381	FGIG_01453	EWB00_010680.1, EWB00_010680.2, EWB00_010680.3, EWB00_010680.4
OG0000381	FGIG_01451, FGIG_01452	EWB00_010681
OG0000382	FGIG_01588, FGIG_06764	EWB00_001933, EWB00_001935, EWB00_001934, EWB00_002068, EWB00_009778
OG0000383	FGIG_01645, FGIG_01646	EWB00_003144.1, EWB00_003144.2
OG0000384	FGIG_01701	EWB00_011218
OG0000385	FGIG_01970	EWB00_009179
OG0000386	FGIG_07934, FGIG_07933, FGIG_05021, FGIG_05980	EWB00_006133.1, EWB00_006133.2
OG0000387	FGIG_05744, FGIG_12613	EWB00_007580.1, EWB00_007580.2
OG0000388	FGIG_06147	EWB00_001878.1, EWB00_001878.2, EWB00_001878.3
OG0000389	FGIG_06300	EWB00_009230
OG0000390	FGIG_06318	EWB00_007282.3, EWB00_007282.1, EWB00_007282.2
OG0000391	FGIG_06566, FGIG_07343	EWB00_010131, EWB00_005064, EWB00_009419
OG0000392	FGIG_06786	EWB00_006590.1, EWB00_006590.3, EWB00_006590.4, EWB00_006590.2
OG0000393	FGIG_06864	EWB00_004074.5, EWB00_004074.1, EWB00_004074.2, EWB00_004074.3, EWB00_004074.4
OG0000394	FGIG_12663, FGIG_07717	EWB00_011094.1, EWB00_011094.2, EWB00_011094.3
OG0000395	FGIG_07807	EWB00_002277.1, EWB00_002277.2, EWB00_002277.3
OG0000396	FGIG_07980	EWB00_004864.1, EWB00_004864.3, EWB00_004864.2
OG0000397	FGIG_07986	EWB00_008188
OG0000398	FGIG_08346, FGIG_08154	EWB00_010315.1, EWB00_010315.2, EWB00_005760, EWB00_005757
OG0000399	FGIG_08267	EWB00_006965.1, EWB00_006965.3, EWB00_006965.4, EWB00_006965.5, EWB00_006965.2, EWB00_006964
OG0000400	FGIG_12136, FGIG_08348, FGIG_09690, FGIG_09691	EWB00_004734, EWB00_004735.1, EWB00_004735.2, EWB00_001015.1, EWB00_001015.2
OG0000401	FGIG_10170, FGIG_10171	EWB00_000575
OG0000402	FGIG_12370, FGIG_11519, FGIG_12593	EWB00_004189, EWB00_004190
OG0000403	FGIG_11602	EWB00_010108, EWB00_007326
OG0000405	FGIG_00540, FGIG_04407, FGIG_00542, FGIG_00541	EWB00_007704
OG0000406	FGIG_00915	EWB00_009549
OG0000407	FGIG_01328	EWB00_007739.3, EWB00_007739.1, EWB00_007739.2
OG0000408	FGIG_01770	EWB00_005048.1, EWB00_005048.2, EWB00_005048.5, EWB00_005048.3, EWB00_005048.4
OG0000409	FGIG_01990	EWB00_008991
OG0000410	FGIG_06197	EWB00_010063, EWB00_007265
OG0000411	FGIG_03726	EWB00_000669
OG0000412	FGIG_04797	EWB00_002751.1, EWB00_002751.2
OG0000413	FGIG_05095	EWB00_011342, EWB00_011343
OG0000414	FGIG_05869	EWB00_004672.1, EWB00_004672.2, EWB00_004672.3
OG0000415	FGIG_06429	EWB00_002898.1, EWB00_002898.4, EWB00_002898.2, EWB00_002898.3, EWB00_002898.5, EWB00_002898.6
OG0000416	FGIG_10985, FGIG_07789, FGIG_12457	EWB00_007510.4, EWB00_006715.1, EWB00_006715.2
OG0000416	FGIG_07250	EWB00_007511.1, EWB00_007511.2, EWB00_007511.3
OG0000417	FGIG_07860	EWB00_006824
OG0000418	FGIG_07977, FGIG_11738, FGIG_12450	EWB00_008940.1, EWB00_008940.2, EWB00_008940.3
OG0000419	FGIG_09307	EWB00_010845
OG0000420	FGIG_09853	EWB00_004042
OG0000421	FGIG_09942	EWB00_005791.5, EWB00_005791.2, EWB00_005791.1, EWB00_005791.6, EWB00_005791.3, EWB00_005791.4, EWB00_005791.7
OG0000422	FGIG_10041	EWB00_005355.3, EWB00_005355.4, EWB00_005355.6, EWB00_005355.1, EWB00_005355.7, EWB00_005355.2, EWB00_005355.5
OG0000425	FGIG_00596	EWB00_007944.2, EWB00_007944.3, EWB00_007944.1
OG0000426	FGIG_00984	EWB00_002147
OG0000427	FGIG_01900, FGIG_06350	EWB00_010690.1, EWB00_010690.2
OG0000428	FGIG_02141, FGIG_04993, FGIG_02140	EWB00_003239.1, EWB00_003239.2
OG0000429	FGIG_05114	EWB00_002245, EWB00_002244
OG0000429	FGIG_08773	EWB00_008214
OG0000430	FGIG_02540, FGIG_02734	EWB00_003415
OG0000431	FGIG_02682	EWB00_008732.1, EWB00_008732.2
OG0000432	FGIG_02953	EWB00_004758
OG0000433	FGIG_03051	EWB00_003929.2, EWB00_003929.1, EWB00_003929.3
OG0000434	FGIG_07436, FGIG_07788, FGIG_12172, FGIG_03250	EWB00_005877
OG0000435	FGIG_03380, FGIG_03381	EWB00_009645, EWB00_004584, EWB00_003007, EWB00_009646, EWB00_009651, EWB00_010296
OG0000436	FGIG_04181	EWB00_000282.1, EWB00_000282.2
OG0000437	FGIG_04672	EWB00_007320.2, EWB00_007320.1, EWB00_007320.3
OG0000438	FGIG_04722	EWB00_010404
OG0000439	FGIG_05052	EWB00_007287.1, EWB00_007287.2
OG0000440	FGIG_05435	EWB00_011409
OG0000441	FGIG_10681, FGIG_09295	EWB00_009358.1, EWB00_009358.2
OG0000442	FGIG_06753	EWB00_004296.1, EWB00_004296.2, EWB00_004296.3
OG0000443	FGIG_07760	EWB00_002041
OG0000444	FGIG_09462, FGIG_11910, FGIG_09471	EWB00_006083, EWB00_008676
OG0000445	FGIG_11201	EWB00_010477.3, EWB00_010477.1, EWB00_010477.2
OG0000447	FGIG_00135	EWB00_005165
OG0000448	FGIG_00556	EWB00_004614.4, EWB00_004614.6, EWB00_004614.8, EWB00_004614.7, EWB00_004614.5, EWB00_004614.2, EWB00_004614.1, EWB00_004614.3
OG0000449	FGIG_00826	EWB00_008853
OG0000450	FGIG_01291, FGIG_04679	EWB00_001128.4, EWB00_001128.3, EWB00_001128.1, EWB00_001128.2
OG0000451	FGIG_01553	EWB00_005055
OG0000452	FGIG_03230	EWB00_006169
OG0000453	FGIG_04192	EWB00_009174.3, EWB00_009174.1, EWB00_009174.2
OG0000454	FGIG_09647	EWB00_009448.1, EWB00_009448.2, EWB00_009449, EWB00_002766
OG0000455	FGIG_06485	EWB00_007676.2, EWB00_007676.1, EWB00_007676.3
OG0000456	FGIG_08883	EWB00_006086
OG0000457	FGIG_08921	EWB00_003299.1, EWB00_003299.2
OG0000458	FGIG_09209	EWB00_005936
OG0000459	FGIG_09431	EWB00_000897.5, EWB00_000897.1, EWB00_000897.2, EWB00_000897.3, EWB00_000897.4, EWB00_000897.6
OG0000464	FGIG_00328, FGIG_00327	EWB00_003710
OG0000465	FGIG_00532	EWB00_007185
OG0000466	FGIG_01561, FGIG_03877, FGIG_01560, FGIG_01559	EWB00_005412
OG0000467	FGIG_02474, FGIG_02706, FGIG_02707, FGIG_02708, FGIG_02710, FGIG_02709	EWB00_005609
OG0000468	FGIG_02572	EWB00_000960.2, EWB00_000960.1, EWB00_000960.3
OG0000469	FGIG_03009	EWB00_009028
OG0000470	FGIG_04092	EWB00_005326
OG0000471	FGIG_05330, FGIG_05331	EWB00_004466
OG0000472	FGIG_10508, FGIG_06143	EWB00_005614
OG0000473	FGIG_06411, FGIG_12123, FGIG_06410	EWB00_006340
OG0000474	FGIG_08569	EWB00_007552
OG0000474	FGIG_07254	EWB00_003623.1, EWB00_003623.2
OG0000475	FGIG_07645	EWB00_010428
OG0000476	FGIG_08382, FGIG_08383	EWB00_003522
OG0000477	FGIG_08447, FGIG_12672	EWB00_004065, EWB00_004064
OG0000478	FGIG_10674	EWB00_008984.1, EWB00_008984.2, EWB00_008984.3, EWB00_008984.4
OG0000479	FGIG_09169	EWB00_002579.3, EWB00_002579.1, EWB00_002579.2
OG0000480	FGIG_09555	EWB00_008894.1, EWB00_008894.2
OG0000481	FGIG_11554, FGIG_10028	EWB00_000921.1, EWB00_000921.2
OG0000482	FGIG_10421	EWB00_000805
OG0000483	FGIG_11522, FGIG_10429	EWB00_003191
OG0000484	FGIG_10469, FGIG_11973	EWB00_003750, EWB00_003752
OG0000490	FGIG_00244	EWB00_009758
OG0000491	FGIG_01361	EWB00_005990.1, EWB00_005990.2
OG0000492	FGIG_01399, FGIG_01400	EWB00_009576.1, EWB00_009576.2
OG0000493	FGIG_10535, FGIG_02574, FGIG_02575	EWB00_006874
OG0000493	FGIG_02106	EWB00_000632
OG0000494	FGIG_02261, FGIG_09004	EWB00_010190.1, EWB00_010190.2, EWB00_003809
OG0000495	FGIG_02597, FGIG_02595	EWB00_007321
OG0000496	FGIG_02657	EWB00_007698.3, EWB00_007698.4, EWB00_007698.2, EWB00_007698.1
OG0000497	FGIG_03046	EWB00_006312.1, EWB00_006312.2, EWB00_006312.3
OG0000498	FGIG_03261	EWB00_004228.1
OG0000498	FGIG_08610	EWB00_004227
OG0000498	FGIG_06356, FGIG_06355, FGIG_09764	EWB00_007012
OG0000499	FGIG_03308, FGIG_03309	EWB00_000965.1, EWB00_000965.3, EWB00_000965.2, EWB00_000965.4
OG0000500	FGIG_05535	EWB00_000046
OG0000501	FGIG_05786	EWB00_004102.7, EWB00_004102.5, EWB00_004102.4, EWB00_004102.6, EWB00_004102.1, EWB00_004102.2, EWB00_004102.3
OG0000502	FGIG_12630, FGIG_06672, FGIG_05947, FGIG_05868, FGIG_09687	EWB00_006854
OG0000503	FGIG_06020	EWB00_009062.1, EWB00_009062.3, EWB00_009062.2, EWB00_009062.4
OG0000504	FGIG_06236	EWB00_009953.2, EWB00_009953.1
OG0000505	FGIG_06258	EWB00_004150.1, EWB00_004150.2
OG0000506	FGIG_07761	EWB00_005767, EWB00_005768, EWB00_005769
OG0000507	FGIG_08020, FGIG_08019	EWB00_004627.1, EWB00_004627.2
OG0000508	FGIG_09651	EWB00_002355.1, EWB00_002355.2
OG0000509	FGIG_11147, FGIG_09900	EWB00_007622.5, EWB00_007622.1, EWB00_007622.3, EWB00_007622.4, EWB00_007622.2, EWB00_006782.1, EWB00_006782.2
OG0000510	FGIG_09919, FGIG_09920	EWB00_001266.2, EWB00_001266.1, EWB00_001266.3, EWB00_002661, EWB00_002662
OG0000511	FGIG_10110	EWB00_000649
OG0000513	FGIG_11295, FGIG_10901	EWB00_005795
OG0000514	FGIG_11731	EWB00_004043.2, EWB00_004043.1, EWB00_004043.3, EWB00_004043.4
OG0000515	FGIG_11760, FGIG_11877	EWB00_004181.1, EWB00_004181.2
OG0000516	FGIG_11912, FGIG_11911	EWB00_007127
OG0000517	FGIG_11937	EWB00_001698.1, EWB00_001698.2, EWB00_001698.3
OG0000521	FGIG_00188	EWB00_007360.3, EWB00_007360.1, EWB00_007360.2
OG0000522	FGIG_00655	EWB00_005154.1, EWB00_005154.2
OG0000523	FGIG_00791	EWB00_002027
OG0000524	FGIG_00872, FGIG_04807	EWB00_007681.1, EWB00_007681.2
OG0000525	FGIG_03698	EWB00_005219
OG0000526	FGIG_03947, FGIG_03948, FGIG_03949, FGIG_03950	EWB00_007651
OG0000527	FGIG_04305, FGIG_04306	EWB00_001037.3, EWB00_001037.2, EWB00_001037.1
OG0000528	FGIG_05456, FGIG_05455	EWB00_007848.1, EWB00_007848.2
OG0000529	FGIG_05544	EWB00_004121.1, EWB00_004121.2
OG0000529	FGIG_08863	EWB00_000267
OG0000530	FGIG_05770	EWB00_009987, EWB00_009985.3, EWB00_009985.1, EWB00_009985.2
OG0000531	FGIG_05789, FGIG_10492, FGIG_10493	EWB00_004559.1, EWB00_004559.2, EWB00_004559.3
OG0000532	FGIG_07231	EWB00_006344
OG0000533	FGIG_07562	EWB00_008818.1, EWB00_008818.2, EWB00_008818.3
OG0000534	FGIG_13988, FGIG_07681	EWB00_009516, EWB00_003670.1, EWB00_003670.2
OG0000535	FGIG_12466, FGIG_08126, FGIG_08125	EWB00_005272, EWB00_005271
OG0000536	FGIG_08935, FGIG_08934	EWB00_010396.1, EWB00_010396.2
OG0000537	FGIG_12232, FGIG_12182	EWB00_005391
OG0000539	FGIG_00008	EWB00_002550.1, EWB00_002550.2
OG0000540	FGIG_00485, FGIG_00487	EWB00_002037, EWB00_002039
OG0000541	FGIG_00810	EWB00_003281
OG0000542	FGIG_00859	EWB00_006936.2, EWB00_006936.4, EWB00_006936.1, EWB00_006936.3
OG0000543	FGIG_01118	EWB00_002348, EWB00_002347
OG0000544	FGIG_01478, FGIG_01480	EWB00_010583
OG0000545	FGIG_02161	EWB00_004095.1, EWB00_004095.3, EWB00_004095.4, EWB00_004095.2
OG0000545	FGIG_04734	EWB00_008683.2, EWB00_008683.3, EWB00_008683.4
OG0000546	FGIG_02171	EWB00_006057
OG0000547	FGIG_02243	EWB00_009286
OG0000548	FGIG_02293	EWB00_006045.1, EWB00_006045.2, EWB00_006045.3
OG0000549	FGIG_02503	EWB00_005545
OG0000550	FGIG_02524, FGIG_04548	EWB00_005481
OG0000551	FGIG_11586	EWB00_011286, EWB00_008082, EWB00_008083, EWB00_010470
OG0000552	FGIG_03044	EWB00_006314.2, EWB00_006314.3, EWB00_006314.1
OG0000552	FGIG_10688	EWB00_000619.3, EWB00_000619.1, EWB00_000619.2
OG0000553	FGIG_06277, FGIG_03255	EWB00_000563, EWB00_000561
OG0000554	FGIG_03594, FGIG_03593, FGIG_09273	EWB00_011076
OG0000555	FGIG_06696, FGIG_03633, FGIG_07782	EWB00_009247, EWB00_006082, EWB00_009497, EWB00_009582, EWB00_009583.1, EWB00_009583.2, EWB00_009583.3
OG0000556	FGIG_04270	EWB00_008873.2, EWB00_008873.1, EWB00_008873.3
OG0000557	FGIG_04408	EWB00_007706.1, EWB00_007706.2
OG0000558	FGIG_04989	EWB00_006560
OG0000559	FGIG_05022, FGIG_05024, FGIG_05023	EWB00_006759.1, EWB00_006759.2
OG0000560	FGIG_05328	EWB00_006673
OG0000561	FGIG_05533	EWB00_001438.2, EWB00_001438.1, EWB00_001438.4, EWB00_001438.5, EWB00_001438.3
OG0000562	FGIG_05555, FGIG_05553	EWB00_004493.2, EWB00_004493.1, EWB00_004493.4, EWB00_004493.3
OG0000563	FGIG_06026	EWB00_010331.1, EWB00_010331.2
OG0000564	FGIG_06399, FGIG_10134	EWB00_005735.1, EWB00_005735.2, EWB00_005735.3, EWB00_005735.4, EWB00_005735.5
OG0000565	FGIG_06423	EWB00_001645.3, EWB00_001645.1, EWB00_001645.2
OG0000566	FGIG_06842	EWB00_001505.1, EWB00_001505.4, EWB00_001505.2, EWB00_001505.3
OG0000567	FGIG_07651	EWB00_010450.2
OG0000568	FGIG_08587	EWB00_005140.1, EWB00_005140.2, EWB00_005140.3, EWB00_005140.4
OG0000568	FGIG_08255	EWB00_009855.1, EWB00_009855.2
OG0000569	FGIG_08518	EWB00_008513.2, EWB00_008513.4, EWB00_008513.1, EWB00_008513.3, EWB00_008513.5
OG0000570	FGIG_11175, FGIG_11174, FGIG_08779	EWB00_010004
OG0000571	FGIG_09381, FGIG_08972	EWB00_003064.1, EWB00_003064.2
OG0000572	FGIG_10316	EWB00_000508
OG0000574	FGIG_11179, FGIG_10756	EWB00_007575, EWB00_007578
OG0000575	FGIG_10778	EWB00_009684.3, EWB00_009684.4, EWB00_009684.2, EWB00_009684.5, EWB00_009684.6, EWB00_009684.7, EWB00_009684.1
OG0000576	FGIG_11079	EWB00_004903
OG0000580	FGIG_06846	EWB00_003419
OG0000581	FGIG_01599, FGIG_01600, FGIG_01602	EWB00_011088.3, EWB00_011088.2, EWB00_011088.1
OG0000582	FGIG_08180, FGIG_01623, FGIG_12483, FGIG_04914	EWB00_007044, EWB00_009714, EWB00_007043
OG0000582	FGIG_04913	EWB00_007042
OG0000583	FGIG_01854	EWB00_011310.1, EWB00_011310.2
OG0000584	FGIG_02128	EWB00_003311
OG0000585	FGIG_03970	EWB00_010839, EWB00_010840
OG0000586	FGIG_04310	EWB00_007451.1, EWB00_007451.2
OG0000587	FGIG_06053, FGIG_06054, FGIG_06186, FGIG_06185, FGIG_10628	EWB00_005771, EWB00_005770
OG0000588	FGIG_04873, FGIG_04872	EWB00_005759.1, EWB00_005759.2
OG0000589	FGIG_05822	EWB00_000767.3, EWB00_000767.4, EWB00_000767.1, EWB00_000767.2
OG0000590	FGIG_06108	EWB00_007928
OG0000590	FGIG_09604	EWB00_002833
OG0000591	FGIG_07049	EWB00_001644.1, EWB00_001644.2
OG0000592	FGIG_07330	EWB00_004130
OG0000593	FGIG_07487	EWB00_009305, EWB00_010907
OG0000594	FGIG_09951	EWB00_002991
OG0000595	FGIG_10443	EWB00_010775
OG0000598	FGIG_00058	EWB00_004687
OG0000599	FGIG_00310	EWB00_005904.1, EWB00_005904.2
OG0000600	FGIG_00415	EWB00_006231.1, EWB00_006231.2
OG0000601	FGIG_00679, FGIG_00677	EWB00_001427.1, EWB00_001427.2
OG0000601	FGIG_06993, FGIG_06994	EWB00_007989, EWB00_007990
OG0000602	FGIG_07880, FGIG_00906	EWB00_002351, EWB00_002350
OG0000603	FGIG_01276	EWB00_004420.1, EWB00_004420.2
OG0000604	FGIG_01861	EWB00_006171.7, EWB00_006171.1, EWB00_006171.4, EWB00_006171.2, EWB00_006171.3, EWB00_006171.5, EWB00_006171.6
OG0000605	FGIG_04127, FGIG_05340, FGIG_08932, FGIG_04128, FGIG_06075, FGIG_02168, FGIG_09785, FGIG_11355, FGIG_08151	EWB00_007008.2, EWB00_007008.1, EWB00_010874.1, EWB00_010874.2
OG0000606	FGIG_02582	EWB00_000068
OG0000606	FGIG_02582	EWB00_008081
OG0000606	FGIG_04619	EWB00_000068
OG0000606	FGIG_04619	EWB00_008081
OG0000606	FGIG_05706	EWB00_000068
OG0000606	FGIG_05706	EWB00_008081
OG0000606	FGIG_11978	EWB00_006291
OG0000607	FGIG_02390	EWB00_007459.1, EWB00_007459.5, EWB00_007459.2, EWB00_007459.3, EWB00_007459.4
OG0000608	FGIG_12153, FGIG_02513	EWB00_003677
OG0000609	FGIG_03553	EWB00_010886.1, EWB00_010886.2
OG0000610	FGIG_04026	EWB00_007565.1, EWB00_007565.2, EWB00_007565.3
OG0000611	FGIG_04031, FGIG_04611, FGIG_04610	EWB00_006356
OG0000612	FGIG_05075, FGIG_07356	EWB00_003067
OG0000613	FGIG_05297	EWB00_005606.2, EWB00_005606.4, EWB00_005606.1, EWB00_005606.3
OG0000614	FGIG_07551, FGIG_05357, FGIG_05708	EWB00_009700.1, EWB00_009700.2, EWB00_009700.4, EWB00_009700.3
OG0000615	FGIG_05820	EWB00_002696.1, EWB00_002696.2
OG0000616	FGIG_05900, FGIG_05899, FGIG_05901, FGIG_05902	EWB00_007965
OG0000617	FGIG_06140	EWB00_000154.3, EWB00_000154.9, EWB00_000154.4, EWB00_000154.1, EWB00_000154.2, EWB00_000154.6, EWB00_000154.7, EWB00_000154.8, EWB00_000154.5, EWB00_000154.12, EWB00_000154.10, EWB00_000154.11
OG0000618	FGIG_06230	EWB00_004319.1, EWB00_004319.2, EWB00_004319.3
OG0000619	FGIG_06508	EWB00_010236.6, EWB00_010236.7, EWB00_010236.8, EWB00_010236.1, EWB00_010236.2, EWB00_010236.3, EWB00_010236.4, EWB00_010236.5, EWB00_010236.9, EWB00_010236.10, EWB00_010236.12, EWB00_010236.13, EWB00_010236.14, EWB00_010236.11
OG0000620	FGIG_06888	EWB00_002375.1, EWB00_002375.3, EWB00_002375.2
OG0000620	FGIG_07590	EWB00_004068.1, EWB00_004068.2
OG0000621	FGIG_08191	EWB00_006007
OG0000622	FGIG_08378	EWB00_004548
OG0000623	FGIG_08778	EWB00_009348, EWB00_010005.2, EWB00_010005.1
OG0000624	FGIG_09639	EWB00_000634
OG0000625	FGIG_12467, FGIG_09809	EWB00_001308.1, EWB00_001308.2, EWB00_001308.3, EWB00_001308.4
OG0000626	FGIG_10065	EWB00_000746, EWB00_000745
OG0000627	FGIG_10215, FGIG_11735	EWB00_000167, EWB00_002190
OG0000628	FGIG_10311	EWB00_011095.1, EWB00_011095.2
OG0000629	FGIG_11102, FGIG_11404, FGIG_11103	EWB00_009522, EWB00_006221
OG0000630	FGIG_11115	EWB00_005268.2, EWB00_005268.1, EWB00_005268.3, EWB00_005268.4, EWB00_005268.5
OG0000631	FGIG_11204	EWB00_008869.1, EWB00_008869.2, EWB00_011103, EWB00_011102
OG0000632	FGIG_11309	EWB00_002685
OG0000633	FGIG_11961, FGIG_11512	EWB00_010638
OG0000636	FGIG_00195, FGIG_00194	EWB00_000571.1, EWB00_000571.2
OG0000637	FGIG_00401, FGIG_09972	EWB00_007605.1, EWB00_007605.2
OG0000638	FGIG_00444, FGIG_00445	EWB00_008903, EWB00_008904
OG0000639	FGIG_12024, FGIG_00548	EWB00_001158
OG0000640	FGIG_07362, FGIG_01307	EWB00_004497
OG0000641	FGIG_10155	EWB00_005331, EWB00_011086.3, EWB00_010148, EWB00_011086.1, EWB00_011086.2, EWB00_011086.4
OG0000643	FGIG_07634	EWB00_003546.3, EWB00_003546.1, EWB00_003546.2
OG0000643	FGIG_01520	EWB00_003547.2, EWB00_003547.3, EWB00_003547.1
OG0000645	FGIG_03205, FGIG_03204	EWB00_009473.1, EWB00_009473.2
OG0000646	FGIG_06464, FGIG_04063	EWB00_003065.2, EWB00_003065.3, EWB00_003065.1
OG0000647	FGIG_04352	EWB00_000545.3, EWB00_000545.6, EWB00_000545.1, EWB00_000545.2, EWB00_000545.5, EWB00_000545.4
OG0000648	FGIG_04810	EWB00_004964
OG0000649	FGIG_12167, FGIG_04864	EWB00_006577
OG0000650	FGIG_05802	EWB00_004553.2, EWB00_004553.1
OG0000651	FGIG_06711	EWB00_008758
OG0000652	FGIG_07451, FGIG_11251	EWB00_003930.1, EWB00_003930.2, EWB00_003930.3
OG0000653	FGIG_08008	EWB00_007802
OG0000654	FGIG_08135	EWB00_005929.2, EWB00_005929.3, EWB00_005929.1, EWB00_005929.5, EWB00_005929.4
OG0000655	FGIG_08460	EWB00_000149
OG0000656	FGIG_11331	EWB00_010547.1, EWB00_010547.2, EWB00_010547.3
OG0000657	FGIG_12016	EWB00_001860.1, EWB00_001860.2
OG0000663	FGIG_00042	EWB00_003146
OG0000664	FGIG_00049	EWB00_004155
OG0000665	FGIG_00160, FGIG_00161	EWB00_006628.2, EWB00_006628.3, EWB00_006628.1
OG0000666	FGIG_00549	EWB00_001159.3, EWB00_001159.1, EWB00_001159.2, EWB00_001159.4
OG0000667	FGIG_01542	EWB00_008456.2, EWB00_008456.1
OG0000668	FGIG_01730, FGIG_09027	EWB00_010649
OG0000669	FGIG_01837	EWB00_006275
OG0000671	FGIG_08408, FGIG_02086	EWB00_011016
OG0000672	FGIG_02238	EWB00_008803
OG0000673	FGIG_09403, FGIG_02862, FGIG_11262	EWB00_003113.3, EWB00_003113.1, EWB00_003113.2
OG0000674	FGIG_03748	EWB00_007398
OG0000675	FGIG_04836	EWB00_002750
OG0000676	FGIG_04981	EWB00_000145.1, EWB00_000145.2
OG0000677	FGIG_08608, FGIG_05149	EWB00_006281
OG0000678	FGIG_05212, FGIG_08440	EWB00_003399
OG0000679	FGIG_05421	EWB00_002723
OG0000680	FGIG_06325	EWB00_007650.3, EWB00_007650.1, EWB00_007650.2
OG0000681	FGIG_07672, FGIG_07674, FGIG_07673	EWB00_008171
OG0000682	FGIG_08671, FGIG_10440	EWB00_006378.1, EWB00_006378.2
OG0000683	FGIG_08868	EWB00_002223.1, EWB00_002223.3, EWB00_002223.2
OG0000683	FGIG_11508	EWB00_005794.1, EWB00_005794.2
OG0000684	FGIG_09603	EWB00_009748, EWB00_004484.1, EWB00_004484.2, EWB00_004484.3, EWB00_004484.4, EWB00_004484.5, EWB00_004484.6, EWB00_004484.7, EWB00_004484.8
OG0000685	FGIG_10349	EWB00_001176.4, EWB00_001176.3, EWB00_001176.1, EWB00_001176.2
OG0000686	FGIG_10794	EWB00_007957.1, EWB00_007957.2, EWB00_007957.3
