Orthogroup	schistosoma_japonicum	s.mekongi
OG0006950	EWB00_010555.1, EWB00_010555.2	KAK4470537.1
OG0006951	EWB00_006437.1, EWB00_006437.2	KAK4475344.1
OG0006952	EWB00_001079	KAK4473140.1
OG0006953	EWB00_000479.2	KAK4472031.1
OG0006954	EWB00_010645	KAK4469496.1
OG0006955	EWB00_007463.1, EWB00_007463.2, EWB00_007463.3	KAK4472673.1
OG0006956	EWB00_007969	KAK4471828.1
OG0006957	EWB00_002736	KAK4470225.1
OG0006958	EWB00_010047	KAK4471478.1
OG0006959	EWB00_008065.1, EWB00_008065.2	KAK4468817.1
OG0006960	EWB00_008173.2, EWB00_008173.3, EWB00_008173.1	KAK4474157.1
OG0006961	EWB00_001900, EWB00_001901	KAK4468544.1
OG0006962	EWB00_007765.1, EWB00_007765.2	KAK4469935.1
OG0006963	EWB00_008719	KAK4469291.1
OG0006964	EWB00_009171	KAK4471749.1
OG0006965	EWB00_006841.1, EWB00_006841.2	KAK4474107.1
OG0006966	EWB00_011150	KAK4471986.1
OG0006967	EWB00_001685.1, EWB00_001685.2, EWB00_001685.3, EWB00_001685.4	KAK4468651.1
OG0006968	EWB00_009683	KAK4473904.1
OG0006969	EWB00_002730	KAK4470231.1
OG0006970	EWB00_002731	KAK4470230.1
OG0006971	EWB00_003474.1, EWB00_003474.2	KAK4470060.1
OG0006972	EWB00_011090	KAK4471938.1
OG0006974	EWB00_009664	KAK4468313.1
OG0006975	EWB00_005754	KAK4475509.1
OG0006976	EWB00_008553	KAK4471635.1
OG0006977	EWB00_005951	KAK4472520.1
OG0006978	EWB00_001536	KAK4473341.1
OG0006979	EWB00_003984.1, EWB00_003984.2	KAK4471369.1
OG0006981	EWB00_011136	KAK4471973.1
OG0006982	EWB00_007823	KAK4469973.1
OG0006983	EWB00_004120.1, EWB00_004120.2	KAK4475251.1
OG0006984	EWB00_007211	KAK4469149.1
OG0006985	EWB00_007983	KAK4473604.1
OG0006986	EWB00_007348	KAK4475609.1
OG0006987	EWB00_008246	KAK4470750.1
OG0006988	EWB00_008247	KAK4470751.1
OG0006989	EWB00_003444, EWB00_003442	KAK4470609.1
OG0006990	EWB00_004655	KAK4475163.1
OG0006991	EWB00_006771	KAK4468248.1
OG0006992	EWB00_008567	KAK4475488.1
OG0006993	EWB00_000066	KAK4474890.1
OG0006994	EWB00_006334	KAK4467378.1, KAK4475806.1
OG0006995	EWB00_009176	KAK4471745.1
OG0006996	EWB00_010205.1, EWB00_010205.2	KAK4475586.1
OG0006997	EWB00_000614.1, EWB00_000614.2	KAK4468875.1
OG0006998	EWB00_010953	KAK4470675.1
OG0006999	EWB00_000183	KAK4469471.1
OG0007000	EWB00_007046	KAK4468212.1
OG0007001	EWB00_008084	KAK4469304.1
OG0007002	EWB00_004779.1, EWB00_004779.2	KAK4467622.1
OG0007003	EWB00_008530	KAK4476048.1
OG0007005	EWB00_000182	KAK4469482.1
OG0007006	EWB00_005712	KAK4467916.1
OG0007007	EWB00_001559	KAK4472749.1
OG0007009	EWB00_011422.1, EWB00_011422.2	KAK4468420.1
OG0007010	EWB00_003505	KAK4475416.1
OG0007011	EWB00_005338	KAK4469398.1
OG0007012	EWB00_010759	KAK4469608.1
OG0007013	EWB00_010443	KAK4471288.1
OG0007014	EWB00_003450	KAK4474429.1
OG0007015	EWB00_002255.3, EWB00_002255.1, EWB00_002255.2	KAK4470972.1
OG0007016	EWB00_006543	KAK4474932.1
OG0007017	EWB00_004409	KAK4469427.1
OG0007018	EWB00_003038.1, EWB00_003038.2	KAK4467713.1
OG0007019	EWB00_001239.1, EWB00_001239.2	KAK4470859.1
OG0007020	EWB00_009099	KAK4469741.1
OG0007021	EWB00_010696	KAK4469549.1
OG0007022	EWB00_011111	KAK4471953.1
OG0007023	EWB00_009707.4, EWB00_009707.3, EWB00_009707.2	KAK4467543.1
OG0007024	EWB00_007035	KAK4468223.1
OG0007025	EWB00_011414	KAK4468414.1
OG0007026	EWB00_003873	KAK4472003.1
OG0007027	EWB00_008000	KAK4476047.1
OG0007028	EWB00_001375	KAK4470356.1
OG0007029	EWB00_001040	KAK4475124.1
OG0007030	EWB00_006115	KAK4470121.1
OG0007031	EWB00_003162	KAK4473912.1
OG0007032	EWB00_008178	KAK4470920.1
OG0007033	EWB00_008179.1, EWB00_008179.2	KAK4470921.1
OG0007034	EWB00_008180.4, EWB00_008180.1, EWB00_008180.2, EWB00_008180.3	KAK4470922.1
OG0007035	EWB00_008652	KAK4470330.1
OG0007036	EWB00_001480	KAK4468275.1, KAK4468276.1
OG0007037	EWB00_006575	KAK4471853.1
OG0007038	EWB00_004928	KAK4473907.1
OG0007039	EWB00_006820	KAK4469701.1
OG0007040	EWB00_000653	KAK4470266.1
OG0007041	EWB00_006038.1, EWB00_006038.2	KAK4472438.1
OG0007042	EWB00_007005	KAK4473046.1
OG0007043	EWB00_000617.1, EWB00_000617.2	KAK4468872.1
OG0007044	EWB00_008333	KAK4474442.1
OG0007045	EWB00_000872	KAK4475635.1
OG0007046	EWB00_009140.1, EWB00_009140.2	KAK4468132.1
OG0007047	EWB00_010107, EWB00_005555	KAK4471138.1
OG0007048	EWB00_004019	KAK4471787.1
OG0007049	EWB00_009535	KAK4473797.1
OG0007050	EWB00_009490	KAK4476274.1
OG0007051	EWB00_004179	KAK4474610.1
OG0007053	EWB00_004281.1, EWB00_004281.2	KAK4474045.1
OG0007054	EWB00_000324.1, EWB00_000324.2	KAK4468776.1
OG0007055	EWB00_009518.1, EWB00_009518.2	KAK4470440.1
OG0007056	EWB00_001555	KAK4473329.1
OG0007057	EWB00_010402.1, EWB00_010402.2	KAK4471331.1
OG0007058	EWB00_004650	KAK4475219.1
OG0007059	EWB00_004071	KAK4469785.1
OG0007060	EWB00_001755	KAK4472279.1
OG0007061	EWB00_005500.2, EWB00_005500.1	KAK4467891.1
OG0007062	EWB00_001543	KAK4473335.1
OG0007063	EWB00_010204.3, EWB00_010204.1, EWB00_010204.2	KAK4475575.1
OG0007064	EWB00_000618	KAK4468871.1
OG0007065	EWB00_006351	KAK4475794.1
OG0007066	EWB00_003954.1	KAK4473685.1
OG0007067	EWB00_009587	KAK4468095.1
OG0007068	EWB00_001213.2, EWB00_001213.1	KAK4470834.1
OG0007069	EWB00_004249	KAK4474074.1
OG0007070	EWB00_010636	KAK4469489.1
OG0007072	EWB00_006842	KAK4474106.1
OG0007073	EWB00_007926.1, EWB00_007926.2	KAK4470884.1
OG0007074	EWB00_007163	KAK4470520.1
OG0007075	EWB00_001063	KAK4475146.1
OG0007076	EWB00_011209	KAK4472582.1
OG0007077	EWB00_000937	KAK4471233.1
OG0007078	EWB00_005309	KAK4469659.1
OG0007079	EWB00_007559.1, EWB00_007559.2, EWB00_007559.3	KAK4473378.1
OG0007080	EWB00_005428	KAK4475216.1
OG0007081	EWB00_006801	KAK4469684.1
OG0007082	EWB00_009430	KAK4468735.1
OG0007086	EWB00_001338.1, EWB00_001338.2	KAK4468077.1
OG0007087	EWB00_003990.1, EWB00_003990.2	KAK4471364.1
OG0007088	EWB00_003351.1, EWB00_003351.2, EWB00_003351.3	KAK4467659.1
OG0007090	EWB00_000075	KAK4474878.1
OG0007091	EWB00_002737.1, EWB00_002737.2, EWB00_002737.3	KAK4470224.1
OG0007092	EWB00_003110	KAK4474789.1
OG0007094	EWB00_004035	KAK4469281.1
OG0007096	EWB00_004943	KAK4468532.1
OG0007097	EWB00_000747	KAK4469864.1
OG0007098	EWB00_011003.1, EWB00_011003.2	KAK4470720.1
OG0007099	EWB00_007290	KAK4468196.1
OG0007100	EWB00_005908	KAK4471703.1
OG0007101	EWB00_008365.1, EWB00_008365.2, EWB00_008365.3, EWB00_008365.4	KAK4474149.1
OG0007102	EWB00_006056	KAK4472421.1
OG0007103	EWB00_005909	KAK4471704.1
OG0007104	EWB00_009824	KAK4471640.1
OG0007106	EWB00_002740.1, EWB00_002740.2	KAK4470221.1
OG0007107	EWB00_010041	KAK4471532.1
OG0007112	EWB00_004500	KAK4468111.1
OG0007114	EWB00_000738	KAK4468762.1
OG0007115	EWB00_005123.1, EWB00_005123.2	KAK4469749.1
OG0007116	EWB00_007968	KAK4471829.1
OG0007117	EWB00_002391	KAK4475449.1, KAK4475450.1
OG0007118	EWB00_002056	KAK4467746.1
OG0007119	EWB00_009463	KAK4468372.1, KAK4472225.1, KAK4470005.1, KAK4467604.1, KAK4472185.1, KAK4467599.1, KAK4468955.1, KAK4467600.1, KAK4468397.1, KAK4472170.1, KAK4468954.1, KAK4468995.1, KAK4470011.1, KAK4470012.1, KAK4474217.1, KAK4468374.1, KAK4471083.1, KAK4472180.1, KAK4471032.1
OG0007120	EWB00_007028.1, EWB00_007028.2	KAK4468230.1
OG0007121	EWB00_006931.1, EWB00_006931.2	KAK4468797.1
OG0007122	EWB00_006480	KAK4469188.1
OG0007123	EWB00_002734.1, EWB00_002734.2	KAK4470226.1
OG0007124	EWB00_008344.1, EWB00_008344.2	KAK4470260.1
OG0007125	EWB00_002639	KAK4470910.1
OG0007126	EWB00_007913, EWB00_007914	KAK4470988.1
OG0007127	EWB00_001017	KAK4472127.1
OG0007128	EWB00_005968	KAK4472508.1
OG0007129	EWB00_011217.2, EWB00_011217.1, EWB00_011217.4, EWB00_011217.3	KAK4472591.1
OG0007130	EWB00_001143	KAK4473074.1
OG0007131	EWB00_006982.1, EWB00_006982.2	KAK4473193.1
OG0007133	EWB00_009389	KAK4474551.1
OG0007134	EWB00_006445	KAK4475335.1
OG0007135	EWB00_006426	KAK4475353.1
OG0007149	EWB00_005251	KAK4469964.1
OG0007150	EWB00_004154	KAK4467554.1
OG0007152	EWB00_005897	KAK4467642.1
OG0007152	EWB00_003742	KAK4467367.1
OG0007153	EWB00_001045	KAK4475128.1
OG0007155	EWB00_003200	KAK4471162.1
OG0007156	EWB00_007858	KAK4472563.1
OG0007157	EWB00_010919	KAK4470617.1
OG0007158	EWB00_001836	KAK4468505.1
OG0007159	EWB00_004471	KAK4468678.1
OG0007160	EWB00_002142	KAK4472375.1
OG0007161	EWB00_003490.1, EWB00_003490.2	KAK4470071.1
OG0007162	EWB00_005441	KAK4475203.1, KAK4475204.1
OG0007163	EWB00_001541	KAK4473337.1
OG0007164	EWB00_001380	KAK4470362.1
OG0007165	EWB00_007707	KAK4473887.1
OG0007166	EWB00_009157	KAK4468912.1
OG0007167	EWB00_006213	KAK4473771.1
OG0007168	EWB00_000495	KAK4472043.1
OG0007169	EWB00_004544	KAK4470581.1, KAK4470582.1
OG0007170	EWB00_002922.1, EWB00_002922.2, EWB00_002922.3	KAK4472338.1
OG0007171	EWB00_002149	KAK4469883.1
OG0007172	EWB00_003294	KAK4472822.1
OG0007174	EWB00_006808.1, EWB00_006808.2	KAK4469691.1
OG0007175	EWB00_004358.1, EWB00_004358.2	KAK4473970.1
OG0007176	EWB00_004505	KAK4468107.1
OG0007177	EWB00_006390	KAK4473519.1
OG0007178	EWB00_011323	KAK4471904.1
OG0007179	EWB00_002868.1, EWB00_002868.2	KAK4473008.1
OG0007180	EWB00_008007	KAK4476088.1
OG0007181	EWB00_001893	KAK4468538.1
OG0007182	EWB00_002313.1, EWB00_002313.2	KAK4475269.1
OG0007184	EWB00_004940	KAK4468500.1
OG0007185	EWB00_005509, EWB00_005508	KAK4467899.1
OG0007186	EWB00_001381	KAK4470363.1
OG0007187	EWB00_007474	KAK4470055.1
OG0007188	EWB00_008933	KAK4471503.1
OG0007189	EWB00_008900	KAK4471469.1
OG0007190	EWB00_006172.1, EWB00_006172.2, EWB00_006172.3, EWB00_006172.4, EWB00_006172.5	KAK4473736.1
OG0007191	EWB00_008480	KAK4468272.1
OG0007193	EWB00_009310.1, EWB00_009310.2	KAK4469912.1
OG0007195	EWB00_008043.2, EWB00_008043.1	KAK4468837.1
OG0007196	EWB00_004178	KAK4474611.1
OG0007197	EWB00_001903	KAK4468546.1
OG0007198	EWB00_006004	KAK4472470.1
OG0007199	EWB00_002859	KAK4473016.1
OG0007200	EWB00_008667	KAK4475989.1
OG0007201	EWB00_001681	KAK4468645.1
OG0007202	EWB00_004531	KAK4470563.1
OG0007203	EWB00_007328	KAK4475604.1
OG0007205	EWB00_007952	KAK4468919.1
OG0007206	EWB00_000959	KAK4470600.1
OG0007207	EWB00_008733	KAK4469275.1
OG0007208	EWB00_001235	KAK4470856.1
OG0007209	EWB00_001420.1, EWB00_001420.2, EWB00_001420.4, EWB00_001420.3	KAK4467629.1
OG0007210	EWB00_011383	KAK4468928.1
OG0007211	EWB00_007562	KAK4473381.1
OG0007212	EWB00_009859	KAK4471611.1
OG0007213	EWB00_009860	KAK4471610.1
OG0007214	EWB00_002638	KAK4470911.1
OG0007215	EWB00_000697	KAK4474475.1
OG0007216	EWB00_001049	KAK4475133.1
OG0007217	EWB00_001801	KAK4473557.1
OG0007219	EWB00_005531	KAK4474380.1
OG0007220	EWB00_006852	KAK4474096.1
OG0007221	EWB00_006838	KAK4474112.1
OG0007222	EWB00_009092	KAK4476001.1
OG0007223	EWB00_008696	KAK4471755.1
OG0007224	EWB00_006616.1, EWB00_006616.2	KAK4470307.1
OG0007226	EWB00_004916	KAK4472643.1
OG0007227	EWB00_003180	KAK4468467.1
OG0007228	EWB00_010586	KAK4470991.1
OG0007229	EWB00_001173	KAK4470338.1
OG0007230	EWB00_008467	KAK4476291.1
OG0007231	EWB00_007080	KAK4473314.1
OG0007232	EWB00_003451	KAK4474430.1
OG0007233	EWB00_003753	KAK4467872.1
OG0007234	EWB00_011264	KAK4471860.1
OG0007235	EWB00_002501.1, EWB00_002501.2	KAK4474995.1
OG0007237	EWB00_010973	KAK4470692.1
OG0007239	EWB00_004575.1, EWB00_004575.2	KAK4470790.1
OG0007240	EWB00_001601	KAK4470142.1
OG0007241	EWB00_003660	KAK4473436.1
OG0007242	EWB00_001810	KAK4473549.1
OG0007243	EWB00_009541	KAK4473803.1
OG0007244	EWB00_006602	KAK4470295.1
OG0007245	EWB00_010658	KAK4469510.1
OG0007246	EWB00_005417	KAK4469325.1
OG0007247	EWB00_003560.1, EWB00_003560.2	KAK4469725.1
OG0007248	EWB00_000277	KAK4473263.1, KAK4473264.1
OG0007249	EWB00_006770.1, EWB00_006770.2	KAK4468228.1
OG0007251	EWB00_004360	KAK4473969.1
OG0007252	EWB00_007680.1, EWB00_007680.2	KAK4474636.1
OG0007253	EWB00_010685.1, EWB00_010685.2	KAK4469540.1
OG0007254	EWB00_001414	KAK4470395.1
OG0007256	EWB00_010416	KAK4471321.1
OG0007257	EWB00_002157	KAK4469876.1
OG0007260	EWB00_004554	KAK4470773.1
OG0007261	EWB00_004147.1, EWB00_004147.2, EWB00_003236	KAK4472993.1
OG0007262	EWB00_001666	KAK4468143.1
OG0007263	EWB00_003091	KAK4476231.1
OG0007266	EWB00_001162, EWB00_001161	KAK4471803.1
OG0007268	EWB00_009203.1, EWB00_009203.2	KAK4473589.1
OG0007269	EWB00_002494	KAK4474990.1
OG0007273	EWB00_009565	KAK4467441.1
OG0007274	EWB00_009308	KAK4469914.1
OG0007275	EWB00_005999.1, EWB00_005999.2	KAK4472477.1
OG0007276	EWB00_006077	KAK4472402.1
OG0007277	EWB00_007240	KAK4469129.1
OG0007278	EWB00_006395	KAK4473514.1
OG0007279	EWB00_001652	KAK4468155.1
OG0007280	EWB00_001221	KAK4470840.1
OG0007282	EWB00_000932	KAK4471231.1
OG0007283	EWB00_008728	KAK4469286.1
OG0007285	EWB00_007986	KAK4473600.1
OG0007286	EWB00_009639.1, EWB00_009639.2	KAK4469042.1
OG0007287	EWB00_011280.2, EWB00_011280.1	KAK4471079.1
OG0007288	EWB00_002642	KAK4470908.1
OG0007290	EWB00_004247	KAK4474076.1
OG0007291	EWB00_006503	KAK4469169.1
OG0007295	EWB00_005660.1, EWB00_005660.2	KAK4474480.1
OG0007296	EWB00_007736	KAK4471731.1
OG0007297	EWB00_009269	KAK4468781.1
OG0007298	EWB00_007654	KAK4473249.1
OG0007299	EWB00_002657	KAK4470891.1
OG0007301	EWB00_009539	KAK4473801.1
OG0007302	EWB00_002180	KAK4468023.1
OG0007303	EWB00_001664.2	KAK4468145.1
OG0007304	EWB00_008291.1, EWB00_008291.2	KAK4472449.1
OG0007305	EWB00_011175	KAK4469844.1
OG0007306	EWB00_006094	KAK4470110.1
OG0007307	EWB00_006466	KAK4469200.1
OG0007308	EWB00_007490, EWB00_007489	KAK4471009.1
OG0007309	EWB00_003855	KAK4472022.1
OG0007311	EWB00_005623	KAK4474799.1
OG0007312	EWB00_003059	KAK4476237.1
OG0007313	EWB00_001230	KAK4470850.1
OG0007314	EWB00_002543	KAK4469960.1
OG0007316	EWB00_001787.1, EWB00_001787.2	KAK4472252.1
OG0007317	EWB00_008143	KAK4472313.1
OG0007318	EWB00_007342	KAK4475613.1
OG0007319	EWB00_006892	KAK4469107.1
OG0007320	EWB00_003952	KAK4473684.1
OG0007322	EWB00_004705	KAK4471921.1
OG0007323	EWB00_001194	KAK4470318.1
OG0007325	EWB00_004169	KAK4467537.1, KAK4467262.1, KAK4467288.1
OG0007326	EWB00_006601.1, EWB00_006601.2	KAK4470294.1
OG0007330	EWB00_000515	KAK4472060.1
OG0007331	EWB00_003577	KAK4469735.1
OG0007332	EWB00_006831	KAK4474121.1
OG0007333	EWB00_009151	KAK4472776.1
OG0007334	EWB00_003178	KAK4468469.1
OG0007335	EWB00_009190	KAK4474361.1
OG0007336	EWB00_004370.2, EWB00_004370.1	KAK4473960.1
OG0007338	EWB00_005804	KAK4471606.1
OG0007339	EWB00_007220	KAK4469141.1
OG0007340	EWB00_010306	KAK4475056.1, KAK4475057.1
OG0007341	EWB00_008595.1, EWB00_008595.2	KAK4475959.1
OG0007343	EWB00_003681	KAK4469455.1
OG0007344	EWB00_009391	KAK4474549.1
OG0007345	EWB00_002016.1, EWB00_002016.2	KAK4470418.1
OG0007346	EWB00_007425	KAK4467932.1
OG0007347	EWB00_002473	KAK4474970.1
OG0007348	EWB00_010202	KAK4475542.1
OG0007349	EWB00_010263	KAK4475996.1
OG0007350	EWB00_008070	KAK4469320.1
OG0007351	EWB00_004633	KAK4474397.1
OG0007352	EWB00_005158	KAK4469778.1
OG0007353	EWB00_000343	KAK4472844.1
OG0007355	EWB00_008537	KAK4476046.1
OG0007356	EWB00_000054	KAK4474900.1
OG0007357	EWB00_007879	KAK4475550.1
OG0007359	EWB00_003013.2, EWB00_003013.1, EWB00_003013.3	KAK4468887.1
OG0007361	EWB00_006897	KAK4469105.1
OG0007362	EWB00_006884	KAK4469113.1
OG0007363	EWB00_002650	KAK4470899.1
OG0007364	EWB00_001275, EWB00_001274	KAK4473840.1
OG0007365	EWB00_005199	KAK4471097.1
OG0007366	EWB00_003966.1, EWB00_003966.2	KAK4471380.1
OG0007367	EWB00_011106	KAK4471950.1
OG0007369	EWB00_005511	KAK4467901.1
OG0007370	EWB00_006594	KAK4470287.1
OG0007371	EWB00_008968	KAK4467596.1
OG0007372	EWB00_009071	KAK4475650.1
OG0007373	EWB00_008403	KAK4468015.1
OG0007374	EWB00_009318	KAK4468497.1
OG0007375	EWB00_006755	KAK4468081.1
OG0007376	EWB00_007045.2, EWB00_007045.1, EWB00_007045.3	KAK4468213.1
OG0007377	EWB00_007522.1, EWB00_007522.2	KAK4468390.1
OG0007378	EWB00_003181.1, EWB00_003181.2, EWB00_003181.4, EWB00_003181.3	KAK4468466.1
OG0007380	EWB00_005336.1, EWB00_005336.2	KAK4469400.1
OG0007381	EWB00_008409	KAK4469440.1
OG0007382	EWB00_002754	KAK4470210.1
OG0007383	EWB00_010967	KAK4470687.1
OG0007385	EWB00_010902	KAK4472614.1
OG0007386	EWB00_006968	KAK4473100.1
OG0007387	EWB00_008544, EWB00_008543	KAK4473326.1
OG0007388	EWB00_003229	KAK4473455.1
OG0007389	EWB00_003699.1, EWB00_003699.2	KAK4474510.1
OG0007391	EWB00_002448.1, EWB00_002448.2	KAK4474834.1
OG0007392	EWB00_004819	KAK4475240.1
OG0007393	EWB00_009070.1, EWB00_009070.2	KAK4475653.1, KAK4475651.1
OG0007394	EWB00_009016	KAK4475692.1
OG0007415	EWB00_009697.2, EWB00_009697.1	KAK4473772.1
OG0007416	EWB00_002219	KAK4469831.1, KAK4469830.1
OG0007417	EWB00_009483	KAK4474265.1
OG0007418	EWB00_002008	KAK4470409.1
OG0007419	EWB00_006322	KAK4475821.1
OG0007420	EWB00_001030	KAK4475117.1
OG0007421	EWB00_000780	KAK4467843.1
OG0007423	EWB00_006563.1, EWB00_006563.2	KAK4474957.1
OG0007424	EWB00_002807	KAK4473477.1
OG0007425	EWB00_004081	KAK4469795.1
OG0007426	EWB00_004957	KAK4468639.1
OG0007427	EWB00_001894.2, EWB00_001894.4, EWB00_001894.1, EWB00_001894.3	KAK4468539.1
OG0007428	EWB00_010360	KAK4475076.1
OG0007429	EWB00_005825	KAK4474328.1
OG0007430	EWB00_006887	KAK4469110.1
OG0007431	EWB00_001482.1, EWB00_001482.2	KAK4468279.1
OG0007432	EWB00_010710	KAK4469563.1
OG0007433	EWB00_008902	KAK4471470.1
OG0007434	EWB00_008898	KAK4471467.1
OG0007435	EWB00_000918	KAK4471216.1
OG0007436	EWB00_008547	KAK4473281.1
OG0007437	EWB00_009312.1, EWB00_009312.2	KAK4469908.1
OG0007439	EWB00_006539	KAK4474936.1
OG0007440	EWB00_000842	KAK4468324.1
OG0007441	EWB00_011320.1, EWB00_011320.2	KAK4471901.1
OG0007442	EWB00_002885.2, EWB00_002885.1	KAK4472726.1
OG0007444	EWB00_000512	KAK4472057.1
OG0007445	EWB00_001465	KAK4474135.1
OG0007448	EWB00_004301	KAK4474028.1
OG0007450	EWB00_009831	KAK4471634.1
OG0007451	EWB00_005670	KAK4474385.1
OG0007452	EWB00_001765	KAK4472271.1
OG0007453	EWB00_008243	KAK4470748.1
OG0007454	EWB00_005948.2	KAK4472525.1
OG0007455	EWB00_005802	KAK4471604.1
OG0007456	EWB00_008699	KAK4476137.1
OG0007457	EWB00_006048	KAK4472428.1
OG0007458	EWB00_006851	KAK4474097.1
OG0007459	EWB00_002191	KAK4474423.1
OG0007460	EWB00_005413	KAK4469329.1
OG0007462	EWB00_006948.1, EWB00_006948.2, EWB00_006948.3	KAK4473121.1
OG0007463	EWB00_011066	KAK4470639.1
OG0007464	EWB00_003228	KAK4473456.1
OG0007466	EWB00_002876	KAK4472734.1
OG0007467	EWB00_000888	KAK4469053.1
OG0007468	EWB00_007392.3, EWB00_007392.2, EWB00_007392.1	KAK4470816.1
OG0007469	EWB00_008340.2	KAK4470259.1
OG0007470	EWB00_008250	KAK4470754.1
OG0007472	EWB00_009531	KAK4473791.1
OG0007473	EWB00_006972	KAK4472999.1
OG0007474	EWB00_007566	KAK4473385.1
OG0007475	EWB00_001743	KAK4472289.1
OG0007476	EWB00_006102	KAK4470118.1
OG0007477	EWB00_003612.2, EWB00_003612.1, EWB00_003612.3	KAK4468966.1
OG0007480	EWB00_011396	KAK4468940.1
OG0007481	EWB00_000546	KAK4471770.1
OG0007482	EWB00_000198	KAK4469343.1
OG0007483	EWB00_009694	KAK4473805.1
OG0007484	EWB00_010073	KAK4471249.1
OG0007485	EWB00_008856	KAK4471129.1
OG0007486	EWB00_008684.1, EWB00_008684.2, EWB00_008684.3	KAK4470092.1
OG0007487	EWB00_004522	KAK4470555.1
OG0007488	EWB00_005416	KAK4469326.1
OG0007489	EWB00_005160	KAK4469775.1, KAK4469776.1
OG0007490	EWB00_006932	KAK4468796.1
OG0007491	EWB00_007760	KAK4469928.1
OG0007493	EWB00_003302	KAK4472832.1
OG0007494	EWB00_010349	KAK4475067.1
OG0007495	EWB00_007172	KAK4470512.1
OG0007496	EWB00_009886	KAK4471087.1
OG0007497	EWB00_007837	KAK4469984.1
OG0007499	EWB00_007748	KAK4469917.1
OG0007500	EWB00_003385	KAK4474182.1
OG0007501	EWB00_002534	KAK4469889.1
OG0007502	EWB00_010788.2	KAK4475423.1
OG0007503	EWB00_002998	KAK4469260.1
OG0007504	EWB00_010209.1, EWB00_010209.2, EWB00_010209.3	KAK4475618.1
OG0007505	EWB00_002073	KAK4469071.1
OG0007506	EWB00_006681	KAK4467814.1
OG0007507	EWB00_011242	KAK4472082.1
OG0007508	EWB00_008185	KAK4470929.1
OG0007509	EWB00_010225	KAK4475782.1
OG0007510	EWB00_007131	KAK4471394.1, KAK4471395.1
OG0007511	EWB00_004073.1, EWB00_004073.2, EWB00_004073.3	KAK4469580.1
OG0007512	EWB00_000173.1, EWB00_000173.3, EWB00_000173.2	KAK4469547.1
OG0007513	EWB00_005996	KAK4472479.1
OG0007514	EWB00_002644	KAK4470906.1
OG0007515	EWB00_000612	KAK4468878.1
OG0007516	EWB00_004736	KAK4473591.1
OG0007517	EWB00_000665	KAK4472921.1
OG0007518	EWB00_000015, EWB00_008805	KAK4472416.1
OG0007520	EWB00_006969	KAK4473099.1
OG0007521	EWB00_000666	KAK4472922.1
OG0007522	EWB00_001798	KAK4473561.1
OG0007523	EWB00_007692	KAK4474650.1
OG0007524	EWB00_001390	KAK4470369.1
OG0007525	EWB00_007478	KAK4471018.1
OG0007526	EWB00_004235	KAK4473235.1
OG0007528	EWB00_003287.2, EWB00_003287.3	KAK4472816.1
OG0007529	EWB00_002453.1, EWB00_002453.2	KAK4474829.1
OG0007530	EWB00_001312	KAK4473869.1
OG0007531	EWB00_002122	KAK4472392.1
OG0007532	EWB00_003858	KAK4472019.1
OG0007533	EWB00_003256	KAK4474402.1
OG0007534	EWB00_010199.1, EWB00_010199.2	KAK4474776.1
OG0007538	EWB00_000058	KAK4474897.1
OG0007539	EWB00_005750	KAK4475505.1
OG0007540	EWB00_001950	KAK4468581.1
OG0007541	EWB00_010247	KAK4475933.1
OG0007543	EWB00_009384	KAK4474556.1
OG0007544	EWB00_008146	KAK4472316.1
OG0007545	EWB00_001352	KAK4468088.1
OG0007546	EWB00_008090	KAK4469303.1
OG0007547	EWB00_005663	KAK4474447.1
OG0007549	EWB00_005963	KAK4472511.1
OG0007550	EWB00_003997	KAK4471360.1
OG0007551	EWB00_005557	KAK4471139.1
OG0007552	EWB00_007004	KAK4473047.1
OG0007553	EWB00_002414	KAK4475469.1
OG0007554	EWB00_000642	KAK4472798.1
OG0007555	EWB00_008144	KAK4472314.1
OG0007558	EWB00_008147	KAK4472318.1
OG0007559	EWB00_002883	KAK4472192.1
OG0007560	EWB00_007808.1, EWB00_007808.2	KAK4473621.1
OG0007561	EWB00_006983	KAK4473192.1
OG0007562	EWB00_002631, EWB00_002635	KAK4470914.1
OG0007563	EWB00_008947	KAK4468365.1
OG0007564	EWB00_010551	KAK4470540.1
OG0007565	EWB00_001552	KAK4473332.1
OG0007566	EWB00_006254	KAK4471545.1
OG0007568	EWB00_004242	KAK4475535.1
OG0007569	EWB00_002682	KAK4474717.1
OG0007570	EWB00_008545	KAK4473305.1
OG0007571	EWB00_009864	KAK4468693.1
OG0007572	EWB00_007246	KAK4470464.1
OG0007573	EWB00_000516.1, EWB00_000516.2	KAK4472061.1
OG0007574	EWB00_001837	KAK4468506.1
OG0007575	EWB00_007257	KAK4470455.1
OG0007576	EWB00_010790	KAK4475421.1
OG0007577	EWB00_002266	KAK4470957.1
OG0007578	EWB00_000725	KAK4468753.1
OG0007580	EWB00_009676	KAK4473430.1
OG0007581	EWB00_001947	KAK4468579.1
OG0007582	EWB00_005419	KAK4475224.1
OG0007584	EWB00_008936	KAK4471506.1
OG0007587	EWB00_006997.1, EWB00_006997.2	KAK4473053.1
OG0007588	EWB00_000245	KAK4473238.1
OG0007589	EWB00_002544.1, EWB00_002544.2	KAK4469970.1
OG0007593	EWB00_005634	KAK4474692.1
