Orthogroup	schistosoma_japonicum	schistosoma_turkestanicum
OG0005846	EWB00_005938.1, EWB00_005938.3, EWB00_005938.2	STRK1_27630.1
OG0005847	EWB00_006669.1, EWB00_006669.2, EWB00_006669.3	STRK1_96690.1
OG0005848	EWB00_010672	STRK1_47370.1, STRK1_47370.2
OG0005849	EWB00_006674	STRK1_90480.1
OG0005851	EWB00_005135.1, EWB00_005135.2	STRK1_53150.1
OG0005852	EWB00_005985	STRK1_29710.1
OG0005853	EWB00_010989.1, EWB00_010989.2	STRK1_101610.1
OG0005854	EWB00_001250.1, EWB00_001250.2	STRK1_76310.1
OG0005855	EWB00_009124.2, EWB00_009124.1, EWB00_009124.3	STRK1_33290.1
OG0005856	EWB00_004143.1, EWB00_004143.2, EWB00_004143.3, EWB00_004143.4	STRK1_83710.1
OG0005857	EWB00_009840	STRK1_64750.1, STRK1_64750.2
OG0005859	EWB00_000057.1, EWB00_000057.2	STRK1_13910.1
OG0005860	EWB00_004979	STRK1_70470.1
OG0005861	EWB00_001808.1, EWB00_001808.2	STRK1_40690.1
OG0005862	EWB00_002819.1, EWB00_002819.2	STRK1_37600.1
OG0005863	EWB00_010715.1, EWB00_010715.2, EWB00_010715.3	STRK1_50970.1
OG0005864	EWB00_002394	STRK1_20330.1, STRK1_20330.2, STRK1_20330.3
OG0005865	EWB00_003515	STRK1_19890.1
OG0005866	EWB00_002758	STRK1_69950.1
OG0005867	EWB00_003305.1, EWB00_003305.2, EWB00_003305.3	STRK1_27200.1, STRK1_27200.2
OG0005868	EWB00_006685.1, EWB00_006685.2, EWB00_006685.3	STRK1_92840.1
OG0005869	EWB00_008769.1, EWB00_008769.3, EWB00_008769.2	STRK1_93490.1
OG0005870	EWB00_006988.1, EWB00_006988.2	STRK1_24930.1
OG0005871	EWB00_001233	STRK1_73140.1, STRK1_73140.2, STRK1_73140.3
OG0005872	EWB00_002079.1, EWB00_002079.2	STRK1_45030.1
OG0005873	EWB00_004985	STRK1_70430.1, STRK1_70450.1, STRK1_70440.1, STRK1_70390.1
OG0005874	EWB00_003982	STRK1_63000.1, STRK1_63000.2
OG0005875	EWB00_003958.2, EWB00_003958.1, EWB00_007133, EWB00_007140	STRK1_64370.1
OG0005876	EWB00_005784	STRK1_65140.1
OG0005877	EWB00_003361.1, EWB00_003361.2, EWB00_003361.3, EWB00_003361.4	STRK1_23710.1
OG0005878	EWB00_002963.1, EWB00_002963.2	STRK1_41790.1
OG0005879	EWB00_009253	STRK1_40310.1, STRK1_40320.1
OG0005881	EWB00_010279.3, EWB00_010279.5, EWB00_010279.1, EWB00_010279.2, EWB00_010279.4	STRK1_3070.3, STRK1_3070.1, STRK1_3070.2
OG0005883	EWB00_010742, EWB00_010743, EWB00_010740, EWB00_010741	STRK1_51210.1, STRK1_51200.1, STRK1_51220.1
OG0005892	EWB00_001307.1, EWB00_001307.2	STRK1_33580.1
OG0005894	EWB00_004191	STRK1_10640.1
OG0005895	EWB00_005510	STRK1_92160.1
OG0005896	EWB00_007974, EWB00_007973	STRK1_38920.1
OG0005897	EWB00_000785	STRK1_77330.1
OG0005898	EWB00_010855	STRK1_40170.1, STRK1_40160.1
OG0005899	EWB00_000789	STRK1_92060.1
OG0005900	EWB00_004618.1, EWB00_004618.3, EWB00_004618.2	STRK1_108390.1, STRK1_108390.3, STRK1_108390.4, STRK1_108390.5, STRK1_108390.2
OG0005901	EWB00_003871	STRK1_57660.1
OG0005902	EWB00_002094	STRK1_7440.1
OG0005903	EWB00_006309.1, EWB00_006309.2, EWB00_006309.3	STRK1_15220.1, STRK1_15220.3, STRK1_15220.2
OG0005904	EWB00_007077	STRK1_96780.1
OG0005905	EWB00_006244	STRK1_66210.1
OG0005906	EWB00_010916	STRK1_75090.1
OG0005907	EWB00_007652.1, EWB00_007652.2	STRK1_39550.1, STRK1_39550.2
OG0005908	EWB00_004591	STRK1_38020.1
OG0005909	EWB00_004205	STRK1_5300.1
OG0005910	EWB00_010977	STRK1_73040.1
OG0005911	EWB00_001454, EWB00_001455	STRK1_93370.1
OG0005912	EWB00_001428	STRK1_94570.1
OG0005913	EWB00_011392.2, EWB00_011392.1, EWB00_011392.3	STRK1_87530.1
OG0005914	EWB00_009105	STRK1_75840.1
OG0005916	EWB00_001065	STRK1_98590.1, STRK1_98800.1
OG0005917	EWB00_010503	STRK1_62520.1, STRK1_62520.2
OG0005918	EWB00_002923.1, EWB00_002923.2, EWB00_002923.3, EWB00_002923.5, EWB00_002923.4	STRK1_34640.1
OG0005919	EWB00_008562	STRK1_20880.1, STRK1_20890.1
OG0005920	EWB00_007583.1, EWB00_007583.2	STRK1_17220.1
OG0005921	EWB00_010098	STRK1_99070.1, STRK1_109830.1
OG0005922	EWB00_010786.1, EWB00_010786.2	STRK1_20080.1
OG0005923	EWB00_003425.2, EWB00_010825, EWB00_003425.1	STRK1_36630.1
OG0005924	EWB00_002459	STRK1_14590.1
OG0005926	EWB00_004025	STRK1_65460.1
OG0005927	EWB00_005052.2, EWB00_005052.1	STRK1_26280.1
OG0005929	EWB00_011139	STRK1_60660.1
OG0005930	EWB00_003345	STRK1_76840.1
OG0005931	EWB00_006608.3, EWB00_006608.1, EWB00_006608.2	STRK1_70690.1, STRK1_70700.1
OG0005932	EWB00_007193, EWB00_007192	STRK1_1450.1
OG0005934	EWB00_002519	STRK1_18570.1
OG0005935	EWB00_007845	STRK1_31680.1
OG0005936	EWB00_011124.1, EWB00_011124.2	STRK1_60540.1
OG0005937	EWB00_004946	STRK1_85740.1
OG0005938	EWB00_006593	STRK1_70590.1
OG0005940	EWB00_010885	STRK1_25310.1
OG0005941	EWB00_011194.1, EWB00_011194.2, EWB00_011194.3	STRK1_90050.1
OG0005942	EWB00_007031	STRK1_80710.1
OG0005943	EWB00_010868, EWB00_004173.2, EWB00_004173.1	STRK1_4910.1, STRK1_4910.2
OG0005944	EWB00_006565	STRK1_58040.1
OG0005945	EWB00_007587.2, EWB00_007587.1	STRK1_17270.1
OG0005947	EWB00_003705	STRK1_11170.1
OG0005948	EWB00_001464	STRK1_111270.1, STRK1_36060.1
OG0005949	EWB00_008464.2, EWB00_008464.3, EWB00_008464.1, EWB00_008464.4	STRK1_9670.1
OG0005950	EWB00_005361	STRK1_49210.1
OG0005951	EWB00_008981	STRK1_5880.1
OG0005952	EWB00_008478	STRK1_80290.1
OG0005953	EWB00_008918.1, EWB00_008918.2	STRK1_77820.1
OG0005954	EWB00_002486.3, EWB00_002486.1, EWB00_002486.2	STRK1_18890.1, STRK1_18900.1
OG0005955	EWB00_006718	STRK1_87020.1
OG0005956	EWB00_006071	STRK1_29510.1
OG0005957	EWB00_002855	STRK1_24700.1, STRK1_24690.1
OG0005958	EWB00_009113.1, EWB00_009113.2	STRK1_75500.1
OG0005959	EWB00_006190.2, EWB00_006190.4, EWB00_006190.1, EWB00_006190.3	STRK1_41220.1
OG0005960	EWB00_008606	STRK1_67230.1, STRK1_67230.2
OG0005961	EWB00_008923	STRK1_66490.1
OG0005962	EWB00_009426	STRK1_91590.1, STRK1_91590.2
OG0005963	EWB00_007730	STRK1_59590.1
OG0005964	EWB00_007851	STRK1_31620.1
OG0005965	EWB00_006441	STRK1_18980.1
OG0005966	EWB00_007526, EWB00_007525	STRK1_97230.1
OG0005967	EWB00_006614.1, EWB00_006614.2	STRK1_70770.1, STRK1_74330.1
OG0005969	EWB00_001805	STRK1_40660.1
OG0005970	EWB00_002422	STRK1_20570.1
OG0005971	EWB00_006977.1	STRK1_24620.1
OG0005972	EWB00_008115.1, EWB00_008115.2, EWB00_008115.3	STRK1_45980.1
OG0005973	EWB00_009699.1, EWB00_009699.2	STRK1_42900.1, STRK1_42900.2
OG0005974	EWB00_005819	STRK1_20730.1
OG0005975	EWB00_006104	STRK1_69040.1
OG0005976	EWB00_002895.1, EWB00_002895.2, EWB00_002895.3	STRK1_29280.1
OG0005977	EWB00_003551	STRK1_46440.1
OG0005978	EWB00_005304	STRK1_83490.1, STRK1_83490.2
OG0005979	EWB00_006967	STRK1_24430.1
OG0005980	EWB00_007832	STRK1_54210.1
OG0005981	EWB00_008974	STRK1_94890.1
OG0005982	EWB00_009876, EWB00_009873	STRK1_105290.1, STRK1_61790.1
OG0005983	EWB00_005415	STRK1_50760.1
OG0005984	EWB00_010482, EWB00_010480	STRK1_63290.1
OG0005985	EWB00_006956	STRK1_23580.1
OG0005986	EWB00_002480.1, EWB00_002480.2	STRK1_19110.1
OG0005987	EWB00_002479	STRK1_19120.1
OG0005988	EWB00_009980	STRK1_92560.3, STRK1_92560.1, STRK1_92560.2
OG0005989	EWB00_008827	STRK1_98470.1
OG0005990	EWB00_007830.1, EWB00_007830.2, EWB00_007830.3, EWB00_007830.4	STRK1_54200.1
OG0005991	EWB00_008113	STRK1_46000.1, STRK1_106460.1
OG0005992	EWB00_006900, EWB00_006899	STRK1_45270.1
OG0005993	EWB00_004574.1, EWB00_004574.2	STRK1_74990.1
OG0005994	EWB00_006475	STRK1_51650.1
OG0005996	EWB00_008813.3, EWB00_008813.2, EWB00_008813.1	STRK1_1970.1
OG0005997	EWB00_005681	STRK1_550.1, STRK1_550.2
OG0005998	EWB00_010753	STRK1_51310.1, STRK1_51340.1, STRK1_51350.1
OG0005999	EWB00_007496	STRK1_77940.1, STRK1_77940.2
OG0006000	EWB00_000693.3, EWB00_000693.2, EWB00_000693.1	STRK1_7520.1
OG0006001	EWB00_000736, EWB00_000737	STRK1_84690.1
OG0006002	EWB00_003561	STRK1_46290.1
OG0006003	EWB00_003396	STRK1_35480.1
OG0006004	EWB00_007593	STRK1_49510.1
OG0006005	EWB00_001192.1, EWB00_001192.2	STRK1_71750.1
OG0006006	EWB00_004049	STRK1_44190.1
OG0006007	EWB00_006436	STRK1_21300.1, STRK1_21300.2
OG0006009	EWB00_007025	STRK1_80670.1
OG0006010	EWB00_003771	STRK1_79350.1
OG0006011	EWB00_000911	STRK1_62170.1
OG0006012	EWB00_004000	STRK1_62860.1
OG0006013	EWB00_002413	STRK1_20510.1
OG0006014	EWB00_008227.2, EWB00_008227.1	STRK1_73630.1
OG0006015	EWB00_001370.2	STRK1_71900.1
OG0006016	EWB00_008198, EWB00_008194, EWB00_008197	STRK1_77120.1, STRK1_105020.1
OG0006017	EWB00_008199	STRK1_97250.1, STRK1_109350.1
OG0006018	EWB00_011389.1, EWB00_011389.2	STRK1_85580.1
OG0006019	EWB00_001331, EWB00_001330, EWB00_001332	STRK1_82530.1
OG0006021	EWB00_010958	STRK1_76060.1
OG0006022	EWB00_004015.2, EWB00_004015.1, EWB00_004015.3	STRK1_65330.1, STRK1_65330.2
OG0006023	EWB00_005459	STRK1_2340.1
OG0006024	EWB00_002083	STRK1_45060.1
OG0006025	EWB00_004165.1, EWB00_004165.2	STRK1_4810.1
OG0006026	EWB00_008011	STRK1_710.3, STRK1_710.2, STRK1_710.5, STRK1_710.1, STRK1_710.4
OG0006027	EWB00_001114	STRK1_23540.1
OG0006028	EWB00_007621	STRK1_49730.1
OG0006029	EWB00_001205.1, EWB00_001205.2, EWB00_001205.3	STRK1_54010.1
OG0006030	EWB00_007859	STRK1_35390.1
OG0006031	EWB00_000050, EWB00_000049.1, EWB00_000049.2	STRK1_2040.1
OG0006032	EWB00_008470	STRK1_9590.1
OG0006033	EWB00_004151.1, EWB00_004151.2	STRK1_39300.1
OG0006034	EWB00_008255	STRK1_40460.1
OG0006035	EWB00_007835.1, EWB00_007835.2	STRK1_53930.1
OG0006036	EWB00_007280, EWB00_007279.1, EWB00_007279.2, EWB00_011183	STRK1_93920.1
OG0006037	EWB00_007312.1, EWB00_007312.3, EWB00_007312.4, EWB00_007312.2	STRK1_81360.1
OG0006038	EWB00_008260.1, EWB00_008260.3, EWB00_008260.2	STRK1_40510.1
OG0006039	EWB00_010606	STRK1_52230.1
OG0006040	EWB00_011229	STRK1_95750.1
OG0006042	EWB00_004612.1, EWB00_004612.2, EWB00_004612.3, EWB00_004612.4, EWB00_004612.5	STRK1_32230.1
OG0006043	EWB00_005439	STRK1_99530.1
OG0006044	EWB00_010045	STRK1_66970.1
OG0006045	EWB00_004287	STRK1_30960.1
OG0006046	EWB00_009995.1, EWB00_009995.2	STRK1_8380.1, STRK1_8380.2, STRK1_8380.3
OG0006047	EWB00_002911	STRK1_34740.1
OG0006048	EWB00_008705.1, EWB00_008705.2, EWB00_008705.3	STRK1_12870.1
OG0006049	EWB00_002834.1, EWB00_002834.2	STRK1_38720.1
OG0006050	EWB00_011138.1, EWB00_011138.2, EWB00_011138.3	STRK1_60650.1
OG0006051	EWB00_007778	STRK1_15520.1
OG0006052	EWB00_006595	STRK1_70610.1
OG0006053	EWB00_006226.2, EWB00_006226.1, EWB00_006226.3, EWB00_006226.4	STRK1_66050.1
OG0006054	EWB00_010426.1, EWB00_010426.2	STRK1_63750.1
OG0006055	EWB00_000863	STRK1_6410.1
OG0006056	EWB00_002319	STRK1_4750.1
OG0006057	EWB00_002877.1, EWB00_002877.2	STRK1_102640.1, STRK1_102640.2, STRK1_102640.3
OG0006058	EWB00_006562.1, EWB00_006562.2	STRK1_4110.1
OG0006059	EWB00_004976.1, EWB00_004976.2	STRK1_70480.1
OG0006060	EWB00_007338	STRK1_16870.1
OG0006061	EWB00_001346	STRK1_105880.1
OG0006062	EWB00_006866	STRK1_30490.1
OG0006063	EWB00_009916	STRK1_43020.1
OG0006064	EWB00_001610	STRK1_67750.1
OG0006067	EWB00_001804	STRK1_40650.1
OG0006068	EWB00_001577.2, EWB00_001577.1, EWB00_001577.3	STRK1_39180.1
OG0006070	EWB00_003986	STRK1_62960.1
OG0006071	EWB00_010029, EWB00_010269	STRK1_71080.1
OG0006072	EWB00_007036	STRK1_80770.1
OG0006073	EWB00_010620	STRK1_47050.1
OG0006074	EWB00_011416	STRK1_87210.1
OG0006075	EWB00_006978.1, EWB00_006978.2	STRK1_24610.1
OG0006076	EWB00_010605.1, EWB00_010605.2, EWB00_010605.3	STRK1_52220.1
OG0006077	EWB00_002960	STRK1_41740.1, STRK1_41750.1
OG0006079	EWB00_007753	STRK1_106450.1
OG0006079	EWB00_007754	STRK1_46190.1
OG0006080	EWB00_005962	STRK1_98420.1, STRK1_98900.1
OG0006081	EWB00_003839	STRK1_1200.1
OG0006082	EWB00_008391.1, EWB00_008391.2	STRK1_41630.1
OG0006083	EWB00_002186.1, EWB00_002186.2, EWB00_002186.3	STRK1_94040.1
OG0006084	EWB00_007551	STRK1_21360.1
OG0006085	EWB00_004536	STRK1_71610.1
OG0006086	EWB00_001090	STRK1_24050.1
OG0006087	EWB00_006205, EWB00_006204	STRK1_41390.1, STRK1_41390.2, STRK1_41390.3
OG0006088	EWB00_006085	STRK1_68900.1
OG0006089	EWB00_009386.1, EWB00_009386.2, EWB00_009386.3, EWB00_009386.4	STRK1_10560.1
OG0006090	EWB00_009678.1, EWB00_009678.2	STRK1_88820.1
OG0006091	EWB00_003483	STRK1_78280.1
OG0006092	EWB00_002310, EWB00_002311	STRK1_11470.1
OG0006093	EWB00_011169	STRK1_48340.1
OG0006094	EWB00_005313.1, EWB00_005313.2, EWB00_005313.3	STRK1_52430.1
OG0006096	EWB00_001062	STRK1_3930.1
OG0006097	EWB00_010028, EWB00_010270.1, EWB00_010270.2	STRK1_71090.1
OG0006098	EWB00_004230	STRK1_23120.1, STRK1_23130.1, STRK1_23150.1
OG0006099	EWB00_010022, EWB00_009568, EWB00_010021, EWB00_007799	STRK1_7130.1, STRK1_7130.2
OG0006101	EWB00_001301.1, EWB00_001301.3, EWB00_001301.5	STRK1_33640.1
OG0006102	EWB00_007387.1, EWB00_007387.2	STRK1_72560.1
OG0006103	EWB00_003157, EWB00_003156, EWB00_003155	STRK1_33000.1
OG0006104	EWB00_003970.1, EWB00_003970.2	STRK1_63900.1, STRK1_63900.2, STRK1_63900.3
OG0006105	EWB00_008948.1, EWB00_008948.2	STRK1_79500.1
OG0006106	EWB00_006580.1, EWB00_006580.2	STRK1_97810.1, STRK1_103830.1
OG0006107	EWB00_009138	STRK1_75570.1
OG0006109	EWB00_009343	STRK1_68180.1
OG0006110	EWB00_001838	STRK1_86210.1
OG0006112	EWB00_000735	STRK1_84680.1
OG0006113	EWB00_009074	STRK1_16470.1
OG0006114	EWB00_005502	STRK1_92100.1
OG0006115	EWB00_000661.1, EWB00_000661.2	STRK1_25680.1
OG0006116	EWB00_006891, EWB00_006890, EWB00_006889	STRK1_45390.1
OG0006117	EWB00_007822	STRK1_54150.1, STRK1_54150.2
OG0006118	EWB00_009100	STRK1_53330.1
OG0006120	EWB00_002802.2, EWB00_002802.1, EWB00_002802.5, EWB00_002802.3, EWB00_002802.4	STRK1_37440.1
OG0006121	EWB00_002404	STRK1_20450.1
OG0006122	EWB00_006058.1, EWB00_006058.3, EWB00_006058.2	STRK1_30400.1
OG0006123	EWB00_011270	STRK1_58350.1
OG0006124	EWB00_010484	STRK1_63270.1
OG0006125	EWB00_011029, EWB00_011031	STRK1_75700.1
OG0006126	EWB00_004010	STRK1_65260.1
OG0006127	EWB00_006366.1, EWB00_006366.2	STRK1_40810.1
OG0006128	EWB00_005610	STRK1_28050.1
OG0006129	EWB00_002671	STRK1_11730.1
OG0006130	EWB00_006954.1, EWB00_006954.2	STRK1_23620.1
OG0006131	EWB00_003967.1, EWB00_003967.2	STRK1_64440.1, STRK1_64440.2
OG0006132	EWB00_007212	STRK1_52030.1
OG0006133	EWB00_010052	STRK1_67040.1
OG0006134	EWB00_002500.1, EWB00_002500.2, EWB00_002500.3	STRK1_18720.1
OG0006135	EWB00_004659	STRK1_1630.1
OG0006136	EWB00_007270.1, EWB00_007270.2, EWB00_007270.3	STRK1_71030.1, STRK1_71030.2
OG0006137	EWB00_006416	STRK1_19470.1
OG0006139	EWB00_002689.2, EWB00_002689.1	STRK1_11890.1
OG0006140	EWB00_004545	STRK1_71500.1
OG0006141	EWB00_002887	STRK1_29360.1, STRK1_29360.2
OG0006143	EWB00_005471	STRK1_2220.1
OG0006144	EWB00_011341.1, EWB00_011341.2	STRK1_60220.1
OG0006145	EWB00_009524	STRK1_28580.1
OG0006146	EWB00_004580.1, EWB00_004580.2	STRK1_72700.1
OG0006148	EWB00_010065.1, EWB00_010065.2, EWB00_010065.3	STRK1_45620.1
OG0006149	EWB00_008670	STRK1_7020.1, STRK1_7020.2
OG0006150	EWB00_010905	STRK1_31950.1
OG0006151	EWB00_004729	STRK1_39730.1
OG0006153	EWB00_011294.1, EWB00_011294.2, EWB00_011294.3	STRK1_61490.1
OG0006154	EWB00_003018	STRK1_83620.1
OG0006155	EWB00_010320	STRK1_18110.1
OG0006156	EWB00_007272	STRK1_71010.1
OG0006157	EWB00_009701.1, EWB00_009701.2	STRK1_42470.1
OG0006158	EWB00_006419.1, EWB00_006419.2	STRK1_19490.1
OG0006159	EWB00_007086	STRK1_22080.1
OG0006160	EWB00_002449.1, EWB00_002449.2, EWB00_002449.3	STRK1_14520.1
OG0006161	EWB00_000713	STRK1_82250.1
OG0006162	EWB00_001047	STRK1_13350.1
OG0006163	EWB00_003326.1, EWB00_003326.5	STRK1_1050.1
OG0006164	EWB00_003597.1, EWB00_003597.2	STRK1_91220.1, STRK1_91220.2
OG0006165	EWB00_007920	STRK1_68310.1
OG0006166	EWB00_006879	STRK1_45280.1
OG0006167	EWB00_000148	STRK1_79630.1
OG0006168	EWB00_008844.1, EWB00_008844.2	STRK1_86100.1
OG0006170	EWB00_002680	STRK1_11790.1
OG0006171	EWB00_009045	STRK1_16340.1
OG0006172	EWB00_004909.1, EWB00_004909.2	STRK1_39860.1
OG0006173	EWB00_005701.1, EWB00_005701.2	STRK1_19650.1, STRK1_19650.2
OG0006174	EWB00_008814	STRK1_1980.1, STRK1_1980.2
OG0006175	EWB00_007527	STRK1_84400.1, STRK1_84410.1
OG0006177	EWB00_009272.1, EWB00_009272.2	STRK1_85090.1
OG0006178	EWB00_008056	STRK1_84090.1
OG0006179	EWB00_000192.1, EWB00_000192.2	STRK1_44420.1
OG0006180	EWB00_007218	STRK1_52750.1
OG0006181	EWB00_008192.1, EWB00_008192.2	STRK1_77140.1
OG0006182	EWB00_005918	STRK1_27840.1
OG0006183	EWB00_005961	STRK1_98430.1, STRK1_105450.1, STRK1_98910.1
OG0006185	EWB00_010767	STRK1_45900.1
OG0006186	EWB00_007407.1, EWB00_007407.2	STRK1_93580.1
OG0006187	EWB00_006385.1, EWB00_006385.2	STRK1_40980.1
OG0006188	EWB00_006380, EWB00_006379	STRK1_40940.1
OG0006189	EWB00_004789.1, EWB00_004789.2	STRK1_92690.1, STRK1_92690.2
OG0006190	EWB00_006689	STRK1_109040.1, STRK1_92790.1
OG0006191	EWB00_003763	STRK1_90680.1
OG0006192	EWB00_005072	STRK1_85860.1, STRK1_85890.1
OG0006195	EWB00_002772, EWB00_002773.1, EWB00_002773.2	STRK1_69790.1, STRK1_69790.2, STRK1_69800.1
OG0006196	EWB00_010971	STRK1_76150.2, STRK1_76150.1, STRK1_76150.3
OG0006197	EWB00_003988	STRK1_62910.1
OG0006198	EWB00_005927, EWB00_005926, EWB00_005928	STRK1_27760.1
OG0006199	EWB00_002848.3, EWB00_002848.2, EWB00_002848.1, EWB00_002848.4	STRK1_26210.1, STRK1_25450.1
OG0006200	EWB00_000260.1, EWB00_000260.2	STRK1_22710.1, STRK1_96040.1
OG0006201	EWB00_007062.1, EWB00_007062.2, EWB00_007062.3	STRK1_22280.1
OG0006202	EWB00_007558	STRK1_21440.1, STRK1_21450.1
OG0006203	EWB00_009248	STRK1_40380.1
OG0006204	EWB00_004350	STRK1_28320.1
OG0006204	EWB00_004349	STRK1_28330.1
OG0006205	EWB00_005420, EWB00_005421, EWB00_005422	STRK1_2710.1
OG0006206	EWB00_009394	STRK1_5380.1
OG0006207	EWB00_002511	STRK1_18650.1
OG0006208	EWB00_007201.2, EWB00_007201.3, EWB00_007201.4, EWB00_007201.1	STRK1_1370.1
OG0006209	EWB00_007892, EWB00_007891	STRK1_17600.1
OG0006210	EWB00_002089	STRK1_13180.3, STRK1_13180.1, STRK1_13180.2
OG0006211	EWB00_009545	STRK1_28770.1
OG0006214	EWB00_006278.1, EWB00_006278.2	STRK1_65780.1
OG0006214	EWB00_006279	STRK1_65790.1
OG0006215	EWB00_010383	STRK1_108790.1
OG0006225	EWB00_009821.5, EWB00_009821.1, EWB00_009821.3, EWB00_009821.4, EWB00_009821.2	STRK1_64550.1
OG0006226	EWB00_008469	STRK1_9580.1
OG0006227	EWB00_009400.1, EWB00_009400.2	STRK1_10760.1
OG0006228	EWB00_008030	STRK1_26410.1
OG0006229	EWB00_010280	STRK1_3080.1, STRK1_3080.2
OG0006230	EWB00_002059, EWB00_002058	STRK1_94390.1
OG0006231	EWB00_007814.1	STRK1_96050.1
OG0006233	EWB00_009698.1, EWB00_009698.2	STRK1_42890.1
OG0006234	EWB00_003702.1, EWB00_003702.3, EWB00_003702.4, EWB00_003702.2	STRK1_11200.1
OG0006235	EWB00_000299.1, EWB00_000299.2	STRK1_22470.1
OG0006236	EWB00_010043	STRK1_66950.1
OG0006237	EWB00_003927.1, EWB00_003927.2, EWB00_003927.3	STRK1_35210.1
OG0006238	EWB00_002571	STRK1_32060.1
OG0006239	EWB00_002007	STRK1_73960.1
OG0006240	EWB00_004514	STRK1_105230.1
OG0006242	EWB00_002326	STRK1_4710.1
OG0006243	EWB00_004908	STRK1_39840.1
OG0006244	EWB00_010082	STRK1_67330.1, STRK1_67320.1
OG0006245	EWB00_002199, EWB00_000432, EWB00_000431, EWB00_002202, EWB00_002203	STRK1_54840.1
OG0006246	EWB00_006774.1, EWB00_006774.2, EWB00_006774.3	STRK1_78540.1
OG0006247	EWB00_011393.1, EWB00_011393.2	STRK1_87520.1
OG0006248	EWB00_011407	STRK1_87370.1
OG0006249	EWB00_000176	STRK1_43680.1
OG0006250	EWB00_002136	STRK1_34280.1
OG0006251	EWB00_003135	STRK1_14720.1, STRK1_14720.3, STRK1_14720.2
OG0006252	EWB00_003393.1, EWB00_003393.2	STRK1_35510.1
OG0006253	EWB00_004942	STRK1_85780.1
OG0006255	EWB00_004257	STRK1_30700.1
OG0006257	EWB00_000577	STRK1_94790.1
OG0006258	EWB00_009853.1, EWB00_009853.2	STRK1_64850.1
OG0006259	EWB00_004953, EWB00_004954	STRK1_85680.1
OG0006260	EWB00_002869	STRK1_24560.1, STRK1_24560.2
OG0006261	EWB00_011012	STRK1_71230.1, STRK1_71220.1
OG0006262	EWB00_008926	STRK1_66470.1
OG0006263	EWB00_009450.1, EWB00_009450.2	STRK1_81050.1
OG0006266	EWB00_008417	STRK1_54400.1, STRK1_99620.1
OG0006269	EWB00_010712.1, EWB00_010712.2	STRK1_50960.1
OG0006270	EWB00_002470	STRK1_14680.1
OG0006271	EWB00_008500	STRK1_1810.1
OG0006272	EWB00_009183.1, EWB00_009183.2	STRK1_9090.1
OG0006273	EWB00_000984	STRK1_42710.1
OG0006275	EWB00_003493.1, EWB00_003493.2	STRK1_77710.1
OG0006276	EWB00_009011	STRK1_83130.1
OG0006277	EWB00_004904	STRK1_105780.1, STRK1_39820.1, STRK1_39820.2
OG0006278	EWB00_004490	STRK1_81840.1
OG0006279	EWB00_003938	STRK1_38420.1
OG0006280	EWB00_002196.1, EWB00_002196.2, EWB00_002196.3	STRK1_5630.1
OG0006281	EWB00_003420.3, EWB00_003420.1, EWB00_003420.2	STRK1_31430.1
OG0006282	EWB00_004564	STRK1_74910.1
OG0006283	EWB00_004715	STRK1_39610.1, STRK1_39610.2
OG0006284	EWB00_002712	STRK1_70090.1
OG0006285	EWB00_008821, EWB00_008126	STRK1_47910.1
OG0006287	EWB00_010925	STRK1_75150.1
OG0006288	EWB00_011065	STRK1_75320.1
OG0006289	EWB00_004552.1, EWB00_004552.2	STRK1_74780.1
OG0006290	EWB00_003646, EWB00_008718	STRK1_61860.1
OG0006291	EWB00_006587	STRK1_60880.1
OG0006292	EWB00_009766	STRK1_106920.1
OG0006293	EWB00_006656	STRK1_90600.1
OG0006294	EWB00_001097	STRK1_24150.1
OG0006295	EWB00_001441	STRK1_91170.1
OG0006297	EWB00_005029.1, EWB00_005029.2	STRK1_104810.1, STRK1_104800.1, STRK1_26030.1, STRK1_26040.1
OG0006298	EWB00_010194	STRK1_91180.1
OG0006299	EWB00_007200	STRK1_1380.1
OG0006301	EWB00_007789	STRK1_7090.1
OG0006302	EWB00_002161.3, EWB00_002161.4, EWB00_002161.1, EWB00_002161.2	STRK1_48240.1
OG0006303	EWB00_005641	STRK1_880.1
OG0006304	EWB00_008751	STRK1_50020.1
OG0006306	EWB00_006545	STRK1_13480.1
OG0006307	EWB00_006832	STRK1_36390.1
OG0006308	EWB00_004527	STRK1_71690.1
OG0006309	EWB00_001259	STRK1_76410.1
OG0006310	EWB00_004782	STRK1_5820.1
OG0006311	EWB00_001686	STRK1_85470.1
OG0006312	EWB00_008251.1, EWB00_008251.3, EWB00_008251.2	STRK1_74670.1
OG0006313	EWB00_010946	STRK1_75960.1
OG0006315	EWB00_007435	STRK1_91620.1
OG0006316	EWB00_009762.2, EWB00_009762.1	STRK1_66270.1
OG0006317	EWB00_005359, EWB00_005360	STRK1_49200.1
OG0006318	EWB00_004437.2, EWB00_004437.3, EWB00_004437.1, EWB00_004437.4	STRK1_48960.1
OG0006319	EWB00_008847	STRK1_86120.1
OG0006320	EWB00_007450	STRK1_32680.1, STRK1_32660.1
OG0006321	EWB00_005676	STRK1_480.1
OG0006322	EWB00_008387	STRK1_25670.1
OG0006323	EWB00_001757	STRK1_35250.1
OG0006324	EWB00_002510.1, EWB00_002510.2, EWB00_002510.4	STRK1_18660.3
OG0006325	EWB00_002042.1, EWB00_002042.2	STRK1_3390.1
OG0006326	EWB00_009983	STRK1_92580.1
