Orthogroup	schistosoma_haematobium	schistosoma_margrebowiei
OG0005505	SHAE2_82680.1	SMRG1_78740.2
OG0005506	SHAE2_94680.1, SHAE2_94680.2	SMRG1_90390.1, SMRG1_90390.2
OG0005507	SHAE2_92740.1	SMRG1_88600.1
OG0005508	SHAE2_1860.2, SHAE2_1860.1	SMRG1_470.1
OG0005509	SHAE2_99280.1	SMRG1_95280.1, SMRG1_95280.2
OG0005510	SHAE2_96870.1	SMRG1_92580.1, SMRG1_92580.2, SMRG1_92580.3
OG0005511	SHAE2_82380.1	SMRG1_78470.1, SMRG1_78470.2
OG0005512	SHAE2_7300.1	SMRG1_6500.1
OG0005513	SHAE2_95060.1, SHAE2_95060.2	SMRG1_90790.1, SMRG1_90790.2
OG0005514	SHAE2_27110.1	SMRG1_24970.1
OG0005515	SHAE2_60510.1	SMRG1_57570.4
OG0005516	SHAE2_19760.4, SHAE2_19760.1, SHAE2_19760.2, SHAE2_19760.3	SMRG1_17430.1
OG0005517	SHAE2_67480.2	SMRG1_63640.1
OG0005518	SHAE2_28310.1	SMRG1_26090.1
OG0005519	SHAE2_38120.1	SMRG1_35420.1
OG0005520	SHAE2_65440.3, SHAE2_65440.1, SHAE2_65440.2	SMRG1_59410.1
OG0005521	SHAE2_83300.1	SMRG1_79290.1
OG0005522	SHAE2_36820.1, SHAE2_36820.2, SHAE2_36820.3	SMRG1_34060.1
OG0005523	SHAE2_89080.1	SMRG1_84350.1, SMRG1_84350.2
OG0005524	SHAE2_2060.1	SMRG1_670.1
OG0005525	SHAE2_62470.1	SMRG1_58920.1
OG0005526	SHAE2_41240.1, SHAE2_41230.1	SMRG1_38350.1
OG0005529	SHAE2_7750.1, SHAE2_950.1	SMRG1_56220.1, SMRG1_61750.1, SMRG1_23170.1, SMRG1_70270.1
OG0005530	SHAE2_14120.1	SMRG1_11890.1
OG0005531	SHAE2_10530.1, SHAE2_10530.2	SMRG1_8350.1
OG0005532	SHAE2_16350.2, SHAE2_16350.1	SMRG1_14020.1
OG0005533	SHAE2_2050.1	SMRG1_660.1, SMRG1_660.2
OG0005535	SHAE2_49910.1	SMRG1_47350.1
OG0005535	SHAE2_49910.1	SMRG1_47350.2
OG0005536	SHAE2_39210.1	SMRG1_36410.1
OG0005537	SHAE2_43970.3	SMRG1_41310.2
OG0005537	SHAE2_43970.1	SMRG1_41310.1
OG0005538	SHAE2_52030.1, SHAE2_52030.2, SHAE2_52030.3	SMRG1_49440.1
OG0005539	SHAE2_32570.1, SHAE2_32570.2	SMRG1_30450.1
OG0005540	SHAE2_63720.1	SMRG1_61080.1, SMRG1_61080.2
OG0005544	SHAE2_25710.1	SMRG1_23480.1, SMRG1_23480.2
OG0005545	SHAE2_4880.1	SMRG1_4190.1
OG0005546	SHAE2_12090.1	SMRG1_9870.1
OG0005547	SHAE2_41220.1	SMRG1_38340.1
OG0005548	SHAE2_90590.1	SMRG1_86170.1, SMRG1_86170.2, SMRG1_86170.3, SMRG1_86170.4, SMRG1_86170.5, SMRG1_86170.6
OG0005549	SHAE2_53740.1, SHAE2_53740.2, SHAE2_53740.3	SMRG1_51150.1
OG0005550	SHAE2_56390.1	SMRG1_53700.1
OG0005551	SHAE2_75730.1	SMRG1_71890.1
OG0005553	SHAE2_47680.1, SHAE2_47680.2	SMRG1_45040.1
OG0005554	SHAE2_18680.1	SMRG1_18310.1, SMRG1_18310.2
OG0005555	SHAE2_23890.1	SMRG1_21680.1
OG0005556	SHAE2_60560.1, SHAE2_60790.1, SHAE2_60730.1, SHAE2_60540.1	SMRG1_22370.1, SMRG1_22590.1, SMRG1_57460.1
OG0005557	SHAE2_53880.1	SMRG1_51280.1
OG0005558	SHAE2_90320.1	SMRG1_85910.1
OG0005559	SHAE2_91100.1, SHAE2_91100.3, SHAE2_91100.2, SHAE2_91110.1	SMRG1_86770.4, SMRG1_86770.1, SMRG1_86770.2, SMRG1_86770.3
OG0005560	SHAE2_95760.1, SHAE2_95770.1, SHAE2_95750.1, SHAE2_95780.1	SMRG1_91480.1, SMRG1_91480.3, SMRG1_91480.5, SMRG1_91480.4, SMRG1_91480.2
OG0005566	SHAE2_80380.1	SMRG1_76450.1
OG0005568	SHAE2_81290.1	SMRG1_77410.1
OG0005569	SHAE2_101150.2, SHAE2_101150.1	SMRG1_96960.1, SMRG1_96960.2
OG0005570	SHAE2_34870.1, SHAE2_34870.2	SMRG1_32640.1
OG0005571	SHAE2_50070.1	SMRG1_47490.1
OG0005572	SHAE2_71470.1	SMRG1_67780.1
OG0005573	SHAE2_11630.1, SHAE2_11630.3, SHAE2_11630.2	SMRG1_9350.1, SMRG1_9350.2
OG0005574	SHAE2_91660.1, SHAE2_91660.2	SMRG1_87360.1
OG0005575	SHAE2_72300.1	SMRG1_68370.1
OG0005576	SHAE2_72070.1	SMRG1_68340.1
OG0005577	SHAE2_91300.1	SMRG1_87010.1
OG0005578	SHAE2_52550.1	SMRG1_50030.1, SMRG1_50030.2
OG0005579	SHAE2_12330.1, SHAE2_12330.2	SMRG1_10110.1
OG0005580	SHAE2_54450.1	SMRG1_51810.1
OG0005581	SHAE2_32230.1	SMRG1_30040.1
OG0005582	SHAE2_36060.1	SMRG1_33200.1
OG0005583	SHAE2_91570.1	SMRG1_87270.1
OG0005584	SHAE2_99470.1	SMRG1_95470.1
OG0005585	SHAE2_100740.1	SMRG1_96580.1
OG0005586	SHAE2_100730.1, SHAE2_100730.2	SMRG1_96570.1
OG0005587	SHAE2_82440.1	SMRG1_78540.1
OG0005588	SHAE2_30550.1, SHAE2_30550.2	SMRG1_28390.1
OG0005589	SHAE2_63230.1	SMRG1_61580.1, SMRG1_61580.2
OG0005590	SHAE2_19880.2, SHAE2_19880.1	SMRG1_17310.1
OG0005591	SHAE2_69610.3, SHAE2_69610.1	SMRG1_65940.1
OG0005592	SHAE2_56040.1, SHAE2_56040.2	SMRG1_53370.1
OG0005593	SHAE2_75980.1	SMRG1_71590.1
OG0005594	SHAE2_74010.1	SMRG1_70280.1
OG0005595	SHAE2_66440.1, SHAE2_66440.2	SMRG1_62880.1
OG0005596	SHAE2_70730.1, SHAE2_70730.2	SMRG1_67050.1, SMRG1_67050.2
OG0005597	SHAE2_89100.1	SMRG1_84360.1
OG0005598	SHAE2_81040.1	SMRG1_77140.1
OG0005599	SHAE2_57900.1, SHAE2_57900.2	SMRG1_55220.1, SMRG1_55220.2
OG0005600	SHAE2_21640.2, SHAE2_21640.1	SMRG1_18970.1
OG0005601	SHAE2_25090.1	SMRG1_22850.1
OG0005602	SHAE2_24980.1	SMRG1_22750.1, SMRG1_22750.2
OG0005603	SHAE2_68680.1, SHAE2_68680.2	SMRG1_65040.1, SMRG1_65040.2
OG0005604	SHAE2_32290.2, SHAE2_32290.3, SHAE2_32290.1	SMRG1_30090.1
OG0005605	SHAE2_39050.1	SMRG1_36250.1
OG0005606	SHAE2_84160.1	SMRG1_80150.1
OG0005607	SHAE2_94950.1	SMRG1_90640.1
OG0005608	SHAE2_70650.1, SHAE2_70650.2	SMRG1_66980.1
OG0005609	SHAE2_65390.1	SMRG1_59470.1
OG0005610	SHAE2_2500.1	SMRG1_1970.1
OG0005611	SHAE2_96760.1	SMRG1_92470.1
OG0005612	SHAE2_99020.1	SMRG1_95020.1
OG0005614	SHAE2_30750.1	SMRG1_28580.1, SMRG1_28580.2
OG0005615	SHAE2_31420.1	SMRG1_29250.1
OG0005616	SHAE2_31410.1	SMRG1_29240.1
OG0005617	SHAE2_41850.2, SHAE2_41850.1, SHAE2_41850.3	SMRG1_38960.1
OG0005618	SHAE2_53140.1, SHAE2_53140.2	SMRG1_50600.1
OG0005619	SHAE2_53520.1	SMRG1_50920.1
OG0005620	SHAE2_94550.1	SMRG1_90250.1
OG0005621	SHAE2_92650.1	SMRG1_88470.1
OG0005622	SHAE2_610.1	SMRG1_1420.1
OG0005623	SHAE2_79670.1	SMRG1_75780.1
OG0005624	SHAE2_13240.1	SMRG1_10960.1
OG0005625	SHAE2_13250.1	SMRG1_10970.1
OG0005626	SHAE2_46620.1	SMRG1_44070.1
OG0005627	SHAE2_25490.1, SHAE2_25490.3, SHAE2_25490.2	SMRG1_23230.1
OG0005628	SHAE2_42230.1	SMRG1_39370.1
OG0005629	SHAE2_34180.1	SMRG1_31960.1
OG0005630	SHAE2_90250.1	SMRG1_85830.1
OG0005631	SHAE2_58270.1	SMRG1_55600.1
OG0005632	SHAE2_100710.1, SHAE2_100710.2	SMRG1_96550.1
OG0005633	SHAE2_12460.1	SMRG1_10240.1
OG0005634	SHAE2_25010.1	SMRG1_22780.1
OG0005635	SHAE2_3550.1	SMRG1_2940.1
OG0005636	SHAE2_41610.1	SMRG1_38710.1
OG0005637	SHAE2_84540.1	SMRG1_97740.1
OG0005638	SHAE2_81650.1	SMRG1_77730.1
OG0005639	SHAE2_77640.1	SMRG1_73850.1, SMRG1_73850.2
OG0005640	SHAE2_29890.1	SMRG1_27750.1
OG0005641	SHAE2_77900.1	SMRG1_78530.1, SMRG1_74090.1
OG0005642	SHAE2_101690.2, SHAE2_101690.1	SMRG1_97480.1
OG0005643	SHAE2_31740.1	SMRG1_29770.1, SMRG1_29770.2, SMRG1_29770.3
OG0005644	SHAE2_80980.1	SMRG1_77080.1
OG0005645	SHAE2_62870.1, SHAE2_62870.2, SHAE2_62870.3	SMRG1_61950.1
OG0005646	SHAE2_43960.1	SMRG1_41300.1
OG0005647	SHAE2_59320.1	SMRG1_56360.1
OG0005648	SHAE2_43090.1	SMRG1_40280.1, SMRG1_40280.2, SMRG1_40280.3
OG0005649	SHAE2_53700.1, SHAE2_53700.2, SHAE2_53700.3	SMRG1_51100.1
OG0005650	SHAE2_68950.1	SMRG1_65310.1
OG0005651	SHAE2_70410.1, SHAE2_70410.2	SMRG1_66710.1, SMRG1_66710.2
OG0005652	SHAE2_51310.1	SMRG1_48690.1
OG0005653	SHAE2_99150.1	SMRG1_95150.2, SMRG1_95150.1, SMRG1_95150.3
OG0005654	SHAE2_77150.1	SMRG1_73360.1
OG0005655	SHAE2_29560.1	SMRG1_27410.1
OG0005656	SHAE2_93250.1, SHAE2_93250.2	SMRG1_88980.1
OG0005657	SHAE2_14010.1	SMRG1_11760.1, SMRG1_11760.2
OG0005658	SHAE2_96530.1, SHAE2_96530.3, SHAE2_96530.2	SMRG1_92200.1, SMRG1_92200.2, SMRG1_92200.3
OG0005659	SHAE2_19120.1	SMRG1_18020.1
OG0005659	SHAE2_19120.1	SMRG1_18020.2
OG0005659	SHAE2_19120.2	SMRG1_18020.1
OG0005659	SHAE2_19120.2	SMRG1_18020.2
OG0005660	SHAE2_76220.3, SHAE2_76220.1, SHAE2_76220.2, SHAE2_76220.4	SMRG1_71350.1, SMRG1_71350.2
OG0005661	SHAE2_7430.1	SMRG1_6610.1
OG0005662	SHAE2_46140.1	SMRG1_43580.1
OG0005663	SHAE2_10400.1	SMRG1_8180.1, SMRG1_8190.1
OG0005664	SHAE2_27610.1	SMRG1_25400.1
OG0005665	SHAE2_51460.2, SHAE2_51460.1	SMRG1_48840.1, SMRG1_48840.2
OG0005666	SHAE2_95520.1, SHAE2_95520.2	SMRG1_91220.1
OG0005667	SHAE2_45020.1, SHAE2_45020.2	SMRG1_42430.1
OG0005669	SHAE2_59450.1	SMRG1_56520.1
OG0005670	SHAE2_89760.1	SMRG1_85250.1
OG0005671	SHAE2_13980.1, SHAE2_13980.2, SHAE2_13980.3	SMRG1_11700.1
OG0005672	SHAE2_50620.1	SMRG1_48020.1
OG0005673	SHAE2_50670.1	SMRG1_48070.1
OG0005674	SHAE2_28420.1	SMRG1_26210.1
OG0005675	SHAE2_43620.1	SMRG1_40940.1
OG0005676	SHAE2_55700.1	SMRG1_53000.1
OG0005677	SHAE2_6420.1, SHAE2_6420.2, SHAE2_6420.3	SMRG1_5670.1
OG0005678	SHAE2_63730.1	SMRG1_61070.1
OG0005679	SHAE2_93890.1	SMRG1_89580.1
OG0005681	SHAE2_73580.1	SMRG1_68910.1, SMRG1_68930.1
OG0005682	SHAE2_33890.1	SMRG1_31680.1
OG0005683	SHAE2_38660.1	SMRG1_35940.1
OG0005684	SHAE2_52530.1	SMRG1_50010.1
OG0005685	SHAE2_15830.1	SMRG1_13440.1
OG0005686	SHAE2_95590.1	SMRG1_91320.1
OG0005687	SHAE2_70110.1, SHAE2_70110.2, SHAE2_70110.3	SMRG1_66470.1
OG0005688	SHAE2_840.1	SMRG1_1320.1
OG0005689	SHAE2_75220.1	SMRG1_72440.1
OG0005690	SHAE2_55920.1	SMRG1_53240.1
OG0005691	SHAE2_99260.1	SMRG1_95260.1
OG0005692	SHAE2_50540.2	SMRG1_47930.1
OG0005693	SHAE2_1550.1	SMRG1_180.1
OG0005694	SHAE2_52440.1	SMRG1_49900.1
OG0005695	SHAE2_52580.1	SMRG1_50060.1
OG0005696	SHAE2_44270.1	SMRG1_41630.1
OG0005697	SHAE2_20580.1	SMRG1_16640.1
OG0005698	SHAE2_74180.2, SHAE2_74180.3, SHAE2_74180.1	SMRG1_70440.1
OG0005699	SHAE2_22410.1, SHAE2_22410.2	SMRG1_21020.1
OG0005700	SHAE2_75950.1	SMRG1_71630.1
OG0005701	SHAE2_61380.1, SHAE2_61380.2	SMRG1_58070.1
OG0005702	SHAE2_69430.1	SMRG1_65730.1
OG0005703	SHAE2_37300.1, SHAE2_37300.2	SMRG1_34550.1, SMRG1_34550.2
OG0005704	SHAE2_43760.1, SHAE2_43760.2	SMRG1_41070.1, SMRG1_41070.2
OG0005705	SHAE2_57140.1	SMRG1_54480.1
OG0005706	SHAE2_59540.1	SMRG1_56620.1
OG0005707	SHAE2_69500.2, SHAE2_69500.1	SMRG1_65820.1
OG0005708	SHAE2_23150.1, SHAE2_23150.2	SMRG1_19570.1, SMRG1_19570.2
OG0005709	SHAE2_29910.1, SHAE2_29910.2	SMRG1_27780.1
OG0005710	SHAE2_37580.1	SMRG1_34850.1
OG0005711	SHAE2_18760.1, SHAE2_18760.2	SMRG1_18240.1
OG0005712	SHAE2_94830.1	SMRG1_90530.1
OG0005713	SHAE2_70460.1	SMRG1_66760.1
OG0005714	SHAE2_96290.1	SMRG1_91990.1, SMRG1_91990.2, SMRG1_91990.3
OG0005715	SHAE2_78990.1	SMRG1_75080.1
OG0005716	SHAE2_54160.1, SHAE2_54160.2	SMRG1_51540.1
OG0005717	SHAE2_79740.1	SMRG1_75860.1
OG0005718	SHAE2_52870.1	SMRG1_50330.1
OG0005719	SHAE2_38560.1	SMRG1_35840.2
OG0005720	SHAE2_89170.1	SMRG1_84430.1, SMRG1_84430.2
OG0005722	SHAE2_98610.1	SMRG1_94430.1
OG0005723	SHAE2_45760.2, SHAE2_45760.3	SMRG1_43230.1, SMRG1_43230.2
OG0005724	SHAE2_11220.2, SHAE2_11220.3, SHAE2_11220.1	SMRG1_8950.1
OG0005725	SHAE2_88730.1	SMRG1_84090.1
OG0005726	SHAE2_56270.1	SMRG1_53620.1
OG0005727	SHAE2_73250.1	SMRG1_69230.1
OG0005728	SHAE2_93180.1	SMRG1_88920.1
OG0005729	SHAE2_69120.1	SMRG1_65470.1, SMRG1_65470.2
OG0005730	SHAE2_99550.1	SMRG1_95540.1
OG0005730	SHAE2_99540.1	SMRG1_95530.1
OG0005731	SHAE2_86070.1	SMRG1_82480.1
OG0005732	SHAE2_29670.1	SMRG1_27520.1
OG0005733	SHAE2_26500.1, SHAE2_26500.2	SMRG1_24230.1
OG0005734	SHAE2_46330.1	SMRG1_43780.1, SMRG1_43780.2
OG0005735	SHAE2_97910.1	SMRG1_93340.1, SMRG1_93370.1
OG0005736	SHAE2_74340.1, SHAE2_74340.2	SMRG1_70600.1
OG0005737	SHAE2_67840.1	SMRG1_64280.1, SMRG1_64280.2
OG0005738	SHAE2_5380.1	SMRG1_4630.1
OG0005739	SHAE2_32070.2, SHAE2_32070.1	SMRG1_29880.1
OG0005740	SHAE2_83960.1	SMRG1_79940.1, SMRG1_79940.2
OG0005741	SHAE2_91720.1	SMRG1_87420.1
OG0005742	SHAE2_102740.1	SMRG1_33520.3, SMRG1_33520.5, SMRG1_33520.2, SMRG1_33520.4, SMRG1_33520.1
OG0005743	SHAE2_18420.1	SMRG1_15920.1
OG0005744	SHAE2_18170.1	SMRG1_15680.1
OG0005745	SHAE2_67290.1	SMRG1_63800.1, SMRG1_63800.2
OG0005746	SHAE2_31500.1	SMRG1_29350.1
OG0005747	SHAE2_47780.1	SMRG1_45180.1
OG0005748	SHAE2_91490.2, SHAE2_91490.1, SHAE2_91490.3	SMRG1_87190.1, SMRG1_87190.2
OG0005749	SHAE2_63930.1, SHAE2_63800.1	SMRG1_61010.1
OG0005750	SHAE2_101380.1	SMRG1_97200.1, SMRG1_97200.2
OG0005751	SHAE2_37020.1	SMRG1_34270.1
OG0005752	SHAE2_26860.1	SMRG1_24730.1
OG0005753	SHAE2_84570.1, SHAE2_84570.2, SHAE2_84570.3	SMRG1_80660.1
OG0005754	SHAE2_93020.1	SMRG1_88830.3
OG0005755	SHAE2_27420.1, SHAE2_27420.2	SMRG1_25230.1
OG0005756	SHAE2_29940.1	SMRG1_27810.1
OG0005757	SHAE2_78720.1, SHAE2_78720.2	SMRG1_74870.1
OG0005758	SHAE2_76160.1	SMRG1_71420.1
OG0005759	SHAE2_30240.1	SMRG1_28100.3, SMRG1_28100.1, SMRG1_28100.2
OG0005760	SHAE2_51400.1	SMRG1_48780.1
OG0005762	SHAE2_65880.2, SHAE2_65880.3, SHAE2_65880.1	SMRG1_62350.1, SMRG1_62350.2
OG0005763	SHAE2_97100.1	SMRG1_92840.1
OG0005764	SHAE2_69290.1, SHAE2_69300.2, SHAE2_69300.1	SMRG1_65610.1, SMRG1_65610.2
OG0005765	SHAE2_28110.1	SMRG1_25900.1
OG0005765	SHAE2_28110.2	SMRG1_25900.1
OG0005765	SHAE2_28110.3	SMRG1_25900.1
OG0005766	SHAE2_90220.1	SMRG1_85800.1
OG0005767	SHAE2_84650.1	SMRG1_81080.1
OG0005768	SHAE2_34370.1	SMRG1_32130.1
OG0005769	SHAE2_15880.1	SMRG1_13500.1
OG0005770	SHAE2_44030.1	SMRG1_41360.1
OG0005771	SHAE2_56200.1	SMRG1_53530.1, SMRG1_53530.2
OG0005772	SHAE2_86240.1	SMRG1_82640.1
OG0005773	SHAE2_74070.1	SMRG1_70330.1
OG0005774	SHAE2_70320.1	SMRG1_66640.1
OG0005775	SHAE2_45150.1	SMRG1_42600.1
OG0005776	SHAE2_92240.1	SMRG1_88000.1
OG0005777	SHAE2_45400.1	SMRG1_42850.1
OG0005778	SHAE2_72550.1	SMRG1_69910.1, SMRG1_69910.2
OG0005779	SHAE2_73170.1	SMRG1_69330.1
OG0005780	SHAE2_98460.1	SMRG1_94560.1
OG0005781	SHAE2_92360.1	SMRG1_88110.1
OG0005782	SHAE2_47100.1	SMRG1_44490.1
OG0005783	SHAE2_93980.1	SMRG1_89680.2
OG0005784	SHAE2_103310.1	SMRG1_92430.1
OG0005785	SHAE2_13900.1	SMRG1_11590.1, SMRG1_11590.2, SMRG1_11590.3
OG0005786	SHAE2_16030.1, SHAE2_16030.2	SMRG1_13680.1
OG0005788	SHAE2_14100.1	SMRG1_11860.1
OG0005789	SHAE2_54710.1, SHAE2_54710.2	SMRG1_52060.1, SMRG1_52060.2, SMRG1_52060.3
OG0005790	SHAE2_74770.1	SMRG1_71030.1
OG0005791	SHAE2_47380.1	SMRG1_44760.1
OG0005792	SHAE2_4200.1	SMRG1_3520.1, SMRG1_3520.2
OG0005793	SHAE2_7250.1	SMRG1_6450.1
OG0005793	SHAE2_7250.2, SHAE2_7250.3	SMRG1_6450.2
OG0005794	SHAE2_4740.1	SMRG1_4060.1
OG0005795	SHAE2_101280.1	SMRG1_97090.1
OG0005796	SHAE2_5570.1, SHAE2_5570.2	SMRG1_4820.1, SMRG1_4820.2
OG0005797	SHAE2_100720.1	SMRG1_96560.1
OG0005798	SHAE2_75650.1, SHAE2_75650.2, SHAE2_75650.3	SMRG1_71970.1
OG0005799	SHAE2_22640.1	SMRG1_21300.1, SMRG1_21300.2
OG0005800	SHAE2_88750.1, SHAE2_88750.2, SHAE2_88750.3, SHAE2_88750.4	SMRG1_84110.1
OG0005801	SHAE2_17410.1	SMRG1_14850.1
OG0005802	SHAE2_80480.1, SHAE2_80480.2	SMRG1_76580.1
OG0005803	SHAE2_62010.1	SMRG1_58590.1
OG0005804	SHAE2_97980.1	SMRG1_93870.1
OG0005805	SHAE2_74400.2, SHAE2_74400.1	SMRG1_70670.1, SMRG1_70670.2
OG0005806	SHAE2_86690.1, SHAE2_86690.2	SMRG1_83030.1
OG0005807	SHAE2_84550.1	SMRG1_80540.1, SMRG1_80620.1, SMRG1_80620.2, SMRG1_80630.1, SMRG1_80580.1
OG0005808	SHAE2_42300.1, SHAE2_42300.2	SMRG1_39440.1
OG0005809	SHAE2_31200.1, SHAE2_31200.2	SMRG1_29030.1
OG0005810	SHAE2_92710.1	SMRG1_88570.1
OG0005811	SHAE2_14970.1	SMRG1_12680.1, SMRG1_12680.2
OG0005812	SHAE2_42860.1, SHAE2_42860.2	SMRG1_40040.1
OG0005813	SHAE2_76360.1	SMRG1_71250.1
OG0005814	SHAE2_16440.1	SMRG1_14110.1
OG0005815	SHAE2_69580.1	SMRG1_65910.1
OG0005816	SHAE2_15180.1	SMRG1_12910.1
OG0005817	SHAE2_33140.1	SMRG1_30930.1
OG0005818	SHAE2_95430.1	SMRG1_91130.1, SMRG1_91130.2, SMRG1_91130.3
OG0005819	SHAE2_55970.1	SMRG1_53300.1
OG0005820	SHAE2_66860.1	SMRG1_63290.1, SMRG1_63290.2
OG0005821	SHAE2_101170.1	SMRG1_96970.1
OG0005822	SHAE2_29970.1	SMRG1_27840.1
OG0005823	SHAE2_43220.1	SMRG1_40460.1
OG0005823	SHAE2_43220.2	SMRG1_40460.1
OG0005824	SHAE2_29160.1	SMRG1_27050.1
OG0005825	SHAE2_30440.1	SMRG1_28290.1
OG0005826	SHAE2_66650.1, SHAE2_66650.2	SMRG1_63080.1, SMRG1_63080.2, SMRG1_63080.3
OG0005827	SHAE2_48890.1	SMRG1_46470.3, SMRG1_46470.1, SMRG1_46470.2
OG0005828	SHAE2_95070.1	SMRG1_90800.1
OG0005829	SHAE2_63090.1	SMRG1_61730.1
OG0005830	SHAE2_73410.1	SMRG1_69130.1
OG0005831	SHAE2_50950.1	SMRG1_48330.1
OG0005832	SHAE2_39360.1	SMRG1_36550.1
OG0005833	SHAE2_5310.1, SHAE2_5310.2	SMRG1_4550.1
OG0005834	SHAE2_89350.1	SMRG1_84670.1
OG0005835	SHAE2_67250.1, SHAE2_67250.2	SMRG1_63840.1
OG0005836	SHAE2_87870.1, SHAE2_87870.2	SMRG1_83960.1
OG0005837	SHAE2_97370.1, SHAE2_97450.1	SMRG1_93200.1
OG0005838	SHAE2_1150.1	SMRG1_1110.1
OG0005839	SHAE2_28210.1	SMRG1_25990.1
OG0005840	SHAE2_91420.1	SMRG1_87120.1
OG0005841	SHAE2_15910.1	SMRG1_13540.1, SMRG1_13540.2
OG0005842	SHAE2_53860.2, SHAE2_53970.1	SMRG1_51350.1
OG0005843	SHAE2_22190.2	SMRG1_20770.2
OG0005844	SHAE2_13810.2, SHAE2_13810.1	SMRG1_11500.1
OG0005845	SHAE2_98500.1	SMRG1_94530.1
OG0005845	SHAE2_98500.1	SMRG1_94530.2
OG0005846	SHAE2_37140.1	SMRG1_34370.1
OG0005847	SHAE2_99820.1	SMRG1_97520.1, SMRG1_97520.2
OG0005848	SHAE2_56290.1	SMRG1_53640.1, SMRG1_53640.2
OG0005849	SHAE2_102050.1, SHAE2_102200.1	SMRG1_97570.1
OG0005850	SHAE2_38020.1	SMRG1_35360.1, SMRG1_35360.2
OG0005851	SHAE2_60260.1	SMRG1_57270.1
OG0005852	SHAE2_32540.1, SHAE2_32540.3, SHAE2_32540.2	SMRG1_30380.1, SMRG1_30380.2
OG0005853	SHAE2_80880.1	SMRG1_76980.1
OG0005854	SHAE2_83130.1	SMRG1_79120.1
OG0005855	SHAE2_40480.1	SMRG1_37650.1
OG0005856	SHAE2_91370.1	SMRG1_87070.1
OG0005857	SHAE2_71170.1	SMRG1_67470.1
OG0005859	SHAE2_19410.1	SMRG1_17730.1
OG0005860	SHAE2_77070.1	SMRG1_73310.1
OG0005861	SHAE2_46120.1	SMRG1_43560.1
OG0005862	SHAE2_45410.1	SMRG1_42860.1
OG0005863	SHAE2_51540.1	SMRG1_48950.1, SMRG1_48960.1
OG0005865	SHAE2_21810.1, SHAE2_21810.2	SMRG1_20300.1, SMRG1_20300.2, SMRG1_20300.3, SMRG1_20300.4, SMRG1_20300.5
OG0005866	SHAE2_76410.1	SMRG1_72690.1, SMRG1_72690.2, SMRG1_72690.3, SMRG1_72690.4, SMRG1_72690.5
OG0005867	SHAE2_30830.1	SMRG1_28640.1
OG0005869	SHAE2_98310.1	SMRG1_94270.1
OG0005870	SHAE2_26570.1	SMRG1_24290.1
OG0005872	SHAE2_50260.3, SHAE2_50260.1, SHAE2_50260.2	SMRG1_47680.1, SMRG1_47680.2
OG0005873	SHAE2_77020.1	SMRG1_73270.1
OG0005874	SHAE2_70740.1	SMRG1_97750.1, SMRG1_97750.2, SMRG1_97750.3, SMRG1_97750.4, SMRG1_97760.1, SMRG1_67060.1, SMRG1_97770.1
OG0005875	SHAE2_67450.1, SHAE2_67450.2, SHAE2_67450.3	SMRG1_63670.1
OG0005876	SHAE2_71630.1	SMRG1_67920.1
OG0005877	SHAE2_30080.1	SMRG1_27950.1
OG0005878	SHAE2_44710.1	SMRG1_42080.1, SMRG1_42080.2
OG0005879	SHAE2_46450.1, SHAE2_46450.2	SMRG1_43890.1, SMRG1_43890.2, SMRG1_43890.3, SMRG1_43890.4, SMRG1_43890.5
OG0005880	SHAE2_40020.1	SMRG1_37220.1, SMRG1_37220.2
OG0005881	SHAE2_17800.1	SMRG1_15360.1
OG0005882	SHAE2_30130.1, SHAE2_30130.2, SHAE2_30130.3, SHAE2_30130.4	SMRG1_28000.1, SMRG1_28000.2
OG0005883	SHAE2_51300.1	SMRG1_48680.3, SMRG1_48680.1, SMRG1_48680.2
OG0005884	SHAE2_76870.1, SHAE2_76820.1, SHAE2_76860.1, SHAE2_76780.1, SHAE2_76840.1, SHAE2_76800.2, SHAE2_76800.1, SHAE2_76800.3	SMRG1_73110.1
OG0005885	SHAE2_91740.1, SHAE2_91770.1, SHAE2_91770.2, SHAE2_91770.3, SHAE2_91770.4	SMRG1_87480.1, SMRG1_87520.1, SMRG1_87460.1, SMRG1_87460.2
OG0005892	SHAE2_40400.1	SMRG1_37560.1, SMRG1_37560.2
OG0005893	SHAE2_42170.1	SMRG1_39310.3, SMRG1_39310.6, SMRG1_39310.7, SMRG1_39310.8, SMRG1_39310.9, SMRG1_39310.1, SMRG1_39310.2, SMRG1_39310.4, SMRG1_39310.5
OG0005894	SHAE2_13180.1, SHAE2_13180.2	SMRG1_10900.1
OG0005895	SHAE2_99120.1	SMRG1_95120.1
OG0005896	SHAE2_43710.1, SHAE2_43710.2	SMRG1_41020.1, SMRG1_41020.2, SMRG1_41020.3
OG0005897	SHAE2_98950.1	SMRG1_94940.1
OG0005898	SHAE2_46570.1	SMRG1_44010.1, SMRG1_44010.2
OG0005899	SHAE2_98980.2, SHAE2_98980.1	SMRG1_94980.1
OG0005900	SHAE2_33670.1	SMRG1_31460.1
OG0005901	SHAE2_63680.1	SMRG1_61120.1
OG0005902	SHAE2_8230.1	SMRG1_7290.1
OG0005904	SHAE2_26130.1	SMRG1_23700.1
OG0005905	SHAE2_72080.1	SMRG1_68350.1
OG0005906	SHAE2_78230.1	SMRG1_74400.1
