Orthogroup	schistosoma_haematobium	schistosoma_margrebowiei
OG0005115	SHAE2_65180.2, SHAE2_65180.1	SMRG1_59680.1
OG0005116	SHAE2_46370.1	SMRG1_43800.1
OG0005117	SHAE2_1090.1	SMRG1_1150.1, SMRG1_1140.1
OG0005118	SHAE2_96960.1	SMRG1_92690.1
OG0005119	SHAE2_72410.1	SMRG1_70050.1
OG0005120	SHAE2_90190.1	SMRG1_85780.1
OG0005121	SHAE2_77050.1	SMRG1_73300.1
OG0005122	SHAE2_97920.2, SHAE2_97920.1	SMRG1_93330.1
OG0005123	SHAE2_72880.1, SHAE2_72880.2	SMRG1_69560.1
OG0005124	SHAE2_1600.1	SMRG1_230.1
OG0005125	SHAE2_2030.1, SHAE2_2030.2	SMRG1_640.1
OG0005126	SHAE2_63200.2	SMRG1_61620.2
OG0005126	SHAE2_63200.1	SMRG1_61620.1, SMRG1_61620.3
OG0005127	SHAE2_36230.1	SMRG1_33360.1
OG0005128	SHAE2_62200.1	SMRG1_58700.1
OG0005130	SHAE2_24050.1	SMRG1_21840.1
OG0005131	SHAE2_51350.1	SMRG1_48730.1, SMRG1_48730.2
OG0005132	SHAE2_19190.1	SMRG1_17950.1
OG0005133	SHAE2_58080.1	SMRG1_55410.1
OG0005134	SHAE2_54190.2	SMRG1_51570.1
OG0005135	SHAE2_45920.1	SMRG1_43370.1
OG0005136	SHAE2_81390.1	SMRG1_77480.1, SMRG1_77480.2
OG0005137	SHAE2_84680.1	SMRG1_81050.1
OG0005138	SHAE2_19900.1	SMRG1_17290.1, SMRG1_17290.2
OG0005139	SHAE2_34910.1	SMRG1_32690.1
OG0005140	SHAE2_27740.1	SMRG1_25560.1, SMRG1_25560.2, SMRG1_25560.3
OG0005141	SHAE2_100290.1, SHAE2_100290.2	SMRG1_96140.4, SMRG1_96140.2, SMRG1_96140.1, SMRG1_96140.3
OG0005142	SHAE2_52410.1, SHAE2_52410.2, SHAE2_52410.4, SHAE2_52410.3	SMRG1_49880.1
OG0005143	SHAE2_36480.1	SMRG1_33700.1, SMRG1_33700.2
OG0005145	SHAE2_5260.1, SHAE2_5260.2	SMRG1_4510.1, SMRG1_4510.2
OG0005146	SHAE2_21570.1	SMRG1_18900.1
OG0005147	SHAE2_54240.1, SHAE2_54230.1, SHAE2_54230.2	SMRG1_51610.1
OG0005148	SHAE2_57390.1, SHAE2_57390.2	SMRG1_54700.1, SMRG1_54700.2
OG0005149	SHAE2_103470.1	SMRG1_9390.1
OG0005150	SHAE2_34420.1	SMRG1_32170.1
OG0005151	SHAE2_86340.1, SHAE2_86340.2	SMRG1_82730.1
OG0005152	SHAE2_8430.1	SMRG1_7520.1
OG0005153	SHAE2_93810.1	SMRG1_89520.3, SMRG1_89520.2, SMRG1_89520.1
OG0005154	SHAE2_59360.2, SHAE2_59360.1, SHAE2_59360.3	SMRG1_56400.1, SMRG1_56400.2
OG0005155	SHAE2_6370.3, SHAE2_6370.1, SHAE2_6370.2, SHAE2_6370.4	SMRG1_5630.1
OG0005156	SHAE2_76320.1	SMRG1_71280.1, SMRG1_71280.2
OG0005157	SHAE2_140.1, SHAE2_140.2	SMRG1_1680.1
OG0005158	SHAE2_91880.1, SHAE2_91880.2	SMRG1_87610.1, SMRG1_87610.2
OG0005159	SHAE2_46320.1	SMRG1_43770.1
OG0005160	SHAE2_45140.1, SHAE2_45140.2	SMRG1_42590.1, SMRG1_42580.1
OG0005161	SHAE2_31700.1	SMRG1_29780.1
OG0005162	SHAE2_7180.1	SMRG1_6410.1
OG0005163	SHAE2_82290.1, SHAE2_82290.2	SMRG1_78360.1
OG0005164	SHAE2_26280.1	SMRG1_23840.1
OG0005165	SHAE2_98470.1	SMRG1_94550.1
OG0005166	SHAE2_51690.1	SMRG1_49090.1, SMRG1_49090.2
OG0005167	SHAE2_84910.1	SMRG1_80840.1
OG0005168	SHAE2_52350.1, SHAE2_52360.1	SMRG1_49810.1
OG0005169	SHAE2_47300.1, SHAE2_47300.2	SMRG1_44680.1
OG0005170	SHAE2_46600.1	SMRG1_44040.1, SMRG1_44040.2
OG0005172	SHAE2_54990.1	SMRG1_52310.1
OG0005173	SHAE2_99110.1, SHAE2_99110.4, SHAE2_99110.2, SHAE2_99110.3	SMRG1_95110.1
OG0005174	SHAE2_91670.2, SHAE2_91670.3, SHAE2_91670.1	SMRG1_87380.1, SMRG1_87380.2, SMRG1_87380.3
OG0005175	SHAE2_101320.1	SMRG1_97130.1
OG0005177	SHAE2_82490.1	SMRG1_78580.1
OG0005178	SHAE2_70930.1	SMRG1_67270.1
OG0005179	SHAE2_88690.1	SMRG1_84050.1, SMRG1_84050.2, SMRG1_84050.3
OG0005180	SHAE2_22140.1	SMRG1_20730.1, SMRG1_20730.2
OG0005181	SHAE2_86770.1, SHAE2_86770.2	SMRG1_83120.1, SMRG1_83120.2
OG0005182	SHAE2_49470.1	SMRG1_45970.1, SMRG1_45970.2
OG0005183	SHAE2_62290.1	SMRG1_58770.1
OG0005184	SHAE2_64170.1, SHAE2_64170.2	SMRG1_60620.1
OG0005185	SHAE2_75960.1	SMRG1_71620.1
OG0005186	SHAE2_68140.3, SHAE2_68140.1, SHAE2_68140.2	SMRG1_64580.1
OG0005187	SHAE2_1390.1	SMRG1_850.1
OG0005188	SHAE2_92060.1, SHAE2_92060.3, SHAE2_92060.2	SMRG1_87830.1, SMRG1_87830.2
OG0005189	SHAE2_31240.1	SMRG1_29080.3, SMRG1_29080.1, SMRG1_29080.2
OG0005190	SHAE2_78380.1	SMRG1_74550.2, SMRG1_74550.1
OG0005192	SHAE2_81850.1	SMRG1_77940.1, SMRG1_77940.2
OG0005193	SHAE2_86460.1	SMRG1_82850.1
OG0005194	SHAE2_82530.1	SMRG1_78620.1
OG0005195	SHAE2_39260.1	SMRG1_36450.1
OG0005196	SHAE2_61980.1	SMRG1_58560.1, SMRG1_58560.2
OG0005197	SHAE2_16240.1	SMRG1_13900.1
OG0005198	SHAE2_49960.1, SHAE2_49960.2	SMRG1_47400.3, SMRG1_47400.1, SMRG1_47400.2
OG0005199	SHAE2_92050.1	SMRG1_87820.1, SMRG1_87820.2
OG0005200	SHAE2_53750.1	SMRG1_51170.1, SMRG1_51170.2, SMRG1_51170.3
OG0005201	SHAE2_87150.1, SHAE2_87150.2, SHAE2_87150.3	SMRG1_83440.1, SMRG1_83440.2
OG0005202	SHAE2_27370.1	SMRG1_25180.1, SMRG1_25180.2
OG0005203	SHAE2_43530.1, SHAE2_43530.2	SMRG1_40820.1, SMRG1_40820.2
OG0005204	SHAE2_18390.1	SMRG1_15890.1
OG0005205	SHAE2_4270.1	SMRG1_3590.2, SMRG1_3590.4, SMRG1_3590.1, SMRG1_3590.3
OG0005206	SHAE2_55580.3, SHAE2_55580.1, SHAE2_55580.2	SMRG1_52900.1
OG0005207	SHAE2_86980.1	SMRG1_83330.1
OG0005208	SHAE2_58000.1, SHAE2_58000.2	SMRG1_55340.1
OG0005209	SHAE2_73870.3	SMRG1_68570.1, SMRG1_68570.2
OG0005210	SHAE2_19730.1	SMRG1_17440.1, SMRG1_17440.2
OG0005211	SHAE2_57840.1	SMRG1_55180.1
OG0005212	SHAE2_10330.1	SMRG1_8120.1
OG0005213	SHAE2_87900.1	SMRG1_83990.1
OG0005215	SHAE2_79470.1	SMRG1_75580.1, SMRG1_75580.2
OG0005216	SHAE2_2380.1	SMRG1_1850.1
OG0005217	SHAE2_81200.1, SHAE2_81200.2	SMRG1_77330.1
OG0005218	SHAE2_94000.1	SMRG1_89700.2, SMRG1_89700.1, SMRG1_89700.3
OG0005219	SHAE2_10630.1, SHAE2_10630.2	SMRG1_8420.1
OG0005220	SHAE2_5220.1	SMRG1_4470.1
OG0005221	SHAE2_42020.1	SMRG1_39120.1
OG0005222	SHAE2_310.1	SMRG1_1540.1
OG0005223	SHAE2_76750.1	SMRG1_73090.1
OG0005224	SHAE2_72430.1	SMRG1_70070.1, SMRG1_70070.2
OG0005225	SHAE2_31580.1	SMRG1_29410.1
OG0005226	SHAE2_27380.1	SMRG1_25190.1
OG0005227	SHAE2_8010.1	SMRG1_7110.3, SMRG1_7110.1, SMRG1_7110.2
OG0005228	SHAE2_72400.1	SMRG1_70040.1
OG0005229	SHAE2_1200.1	SMRG1_1050.1
OG0005230	SHAE2_51090.2, SHAE2_51090.1	SMRG1_48450.1
OG0005231	SHAE2_46780.1, SHAE2_46780.2	SMRG1_44210.1
OG0005232	SHAE2_20410.1	SMRG1_16810.1
OG0005233	SHAE2_22090.1	SMRG1_20680.1
OG0005234	SHAE2_17220.1, SHAE2_17220.2	SMRG1_14680.1
OG0005235	SHAE2_23770.1	SMRG1_20190.1
OG0005235	SHAE2_23780.1	SMRG1_20200.1
OG0005236	SHAE2_93730.1, SHAE2_93730.2	SMRG1_89430.1
OG0005237	SHAE2_89920.1	SMRG1_85420.1
OG0005238	SHAE2_36940.1	SMRG1_34180.2, SMRG1_34180.1
OG0005239	SHAE2_57240.1	SMRG1_54580.1
OG0005240	SHAE2_67850.1	SMRG1_64290.1
OG0005241	SHAE2_70030.1	SMRG1_66380.1, SMRG1_66380.2
OG0005242	SHAE2_67230.1	SMRG1_63860.1, SMRG1_63860.3
OG0005243	SHAE2_73540.2, SHAE2_73540.1, SHAE2_73540.3	SMRG1_68990.1
OG0005244	SHAE2_18990.1	SMRG1_18120.1
OG0005246	SHAE2_44300.1, SHAE2_44300.2	SMRG1_41660.1
OG0005247	SHAE2_23470.1, SHAE2_23470.2	SMRG1_19280.1
OG0005248	SHAE2_73420.1	SMRG1_69120.1
OG0005249	SHAE2_15380.1, SHAE2_15380.2	SMRG1_13110.1, SMRG1_13110.2, SMRG1_13110.3
OG0005251	SHAE2_13950.1	SMRG1_11660.1, SMRG1_11660.3, SMRG1_11660.2
OG0005252	SHAE2_84870.1, SHAE2_84860.1, SHAE2_84860.2, SHAE2_84860.3	SMRG1_80860.1
OG0005253	SHAE2_45540.1	SMRG1_43000.1
OG0005254	SHAE2_17370.1	SMRG1_14810.1
OG0005255	SHAE2_101070.1	SMRG1_96880.1
OG0005256	SHAE2_87850.1	SMRG1_83940.1
OG0005257	SHAE2_58200.4	SMRG1_55520.2, SMRG1_55520.3, SMRG1_55520.4
OG0005258	SHAE2_77170.2, SHAE2_77170.1, SHAE2_77170.4, SHAE2_77170.3	SMRG1_73380.1
OG0005259	SHAE2_79810.1	SMRG1_75940.1, SMRG1_75940.2
OG0005260	SHAE2_80890.1, SHAE2_80890.2	SMRG1_76990.1
OG0005262	SHAE2_72350.1	SMRG1_68430.1
OG0005263	SHAE2_25530.1, SHAE2_25530.2	SMRG1_23270.1
OG0005264	SHAE2_32420.1	SMRG1_30250.8, SMRG1_30250.9, SMRG1_30250.3, SMRG1_30250.4, SMRG1_30250.7, SMRG1_30250.5, SMRG1_30250.6, SMRG1_30250.1, SMRG1_30250.2
OG0005265	SHAE2_29550.1, SHAE2_29550.2	SMRG1_27400.1
OG0005266	SHAE2_25550.1	SMRG1_23290.1, SMRG1_23290.2
OG0005267	SHAE2_25320.1	SMRG1_23070.1, SMRG1_23070.2, SMRG1_23070.3
OG0005268	SHAE2_44440.2, SHAE2_44440.1, SHAE2_44440.3	SMRG1_41800.1
OG0005269	SHAE2_38690.1, SHAE2_38710.1	SMRG1_35970.1, SMRG1_35980.1
OG0005270	SHAE2_47940.1, SHAE2_67360.1, SHAE2_67360.3, SHAE2_67360.2	SMRG1_47010.1
OG0005271	SHAE2_4770.1	SMRG1_4080.1
OG0005272	SHAE2_56070.1	SMRG1_23400.1, SMRG1_45350.1, SMRG1_42330.1, SMRG1_94470.1
OG0005274	SHAE2_63790.1, SHAE2_93080.1	SMRG1_6030.1
OG0005275	SHAE2_68800.1, SHAE2_68810.1	SMRG1_65160.1, SMRG1_65170.1
OG0005283	SHAE2_93130.1	SMRG1_88870.1
OG0005284	SHAE2_79330.1, SHAE2_79330.2	SMRG1_75440.1
OG0005285	SHAE2_33660.1	SMRG1_31450.1
OG0005286	SHAE2_31830.2, SHAE2_31830.1	SMRG1_29680.1, SMRG1_29680.2
OG0005287	SHAE2_13360.1	SMRG1_11060.1
OG0005288	SHAE2_53280.1	SMRG1_50720.1
OG0005289	SHAE2_51240.1	SMRG1_48610.1
OG0005290	SHAE2_44820.1	SMRG1_42210.1
OG0005291	SHAE2_44430.1	SMRG1_41790.1
OG0005292	SHAE2_47440.1	SMRG1_44820.1
OG0005293	SHAE2_64050.1	SMRG1_60760.1
OG0005294	SHAE2_59940.1	SMRG1_56980.1
OG0005295	SHAE2_60520.1	SMRG1_57560.1
OG0005296	SHAE2_47470.2, SHAE2_47470.1	SMRG1_44850.1, SMRG1_44850.2
OG0005297	SHAE2_87130.1	SMRG1_83420.1
OG0005298	SHAE2_45190.1	SMRG1_42640.1
OG0005299	SHAE2_84110.1	SMRG1_80110.1
OG0005300	SHAE2_94570.1	SMRG1_90270.1
OG0005301	SHAE2_75560.1	SMRG1_72070.1, SMRG1_72070.2
OG0005302	SHAE2_21680.1	SMRG1_19000.1
OG0005303	SHAE2_58840.1, SHAE2_58810.1	SMRG1_56060.1
OG0005304	SHAE2_93920.1	SMRG1_89610.1, SMRG1_89610.3, SMRG1_89610.2
OG0005305	SHAE2_39780.1	SMRG1_36970.1
OG0005306	SHAE2_19890.1	SMRG1_17300.1
OG0005307	SHAE2_42160.1	SMRG1_39290.1
OG0005309	SHAE2_26970.1	SMRG1_24840.1, SMRG1_24840.2
OG0005310	SHAE2_1420.2, SHAE2_1420.3, SHAE2_1420.1	SMRG1_810.1, SMRG1_810.2
OG0005311	SHAE2_90130.1, SHAE2_90130.2	SMRG1_85710.1, SMRG1_85710.2
OG0005312	SHAE2_33180.1, SHAE2_33180.3, SHAE2_33180.2	SMRG1_30970.1, SMRG1_30970.2
OG0005313	SHAE2_25790.1	SMRG1_23550.1
OG0005314	SHAE2_22800.3, SHAE2_22800.1, SHAE2_22800.2	SMRG1_19890.1
OG0005315	SHAE2_61500.1	SMRG1_58160.1, SMRG1_58160.2
OG0005316	SHAE2_87050.1, SHAE2_87060.1	SMRG1_83350.1, SMRG1_83350.2
OG0005317	SHAE2_63660.1	SMRG1_61140.1
OG0005318	SHAE2_31480.1	SMRG1_29330.1
OG0005319	SHAE2_66700.1	SMRG1_63120.1, SMRG1_63120.2
OG0005321	SHAE2_76250.1	SMRG1_71320.1
OG0005323	SHAE2_30630.1, SHAE2_30630.2	SMRG1_28450.1
OG0005324	SHAE2_42380.1	SMRG1_39510.1, SMRG1_39510.2
OG0005325	SHAE2_33640.1, SHAE2_33640.2	SMRG1_31400.1
OG0005326	SHAE2_8170.1	SMRG1_7250.1, SMRG1_7250.2
OG0005327	SHAE2_20810.1, SHAE2_20810.2	SMRG1_16390.1
OG0005328	SHAE2_66260.2, SHAE2_66260.1	SMRG1_62720.1, SMRG1_62720.2
OG0005329	SHAE2_18440.1	SMRG1_15940.1
OG0005331	SHAE2_94260.1	SMRG1_89940.1
OG0005332	SHAE2_95350.1	SMRG1_91070.1
OG0005333	SHAE2_24580.1	SMRG1_21520.1
OG0005334	SHAE2_16630.1	SMRG1_14320.1, SMRG1_14320.2
OG0005335	SHAE2_82040.2, SHAE2_82040.1, SHAE2_82040.3	SMRG1_78120.1
OG0005336	SHAE2_14410.2	SMRG1_12150.1
OG0005337	SHAE2_26630.1	SMRG1_24350.1, SMRG1_24350.2
OG0005339	SHAE2_59960.1	SMRG1_57000.1
OG0005340	SHAE2_96270.1, SHAE2_96270.2, SHAE2_96280.1	SMRG1_91980.1
OG0005341	SHAE2_17160.1, SHAE2_17160.2	SMRG1_14630.1, SMRG1_14630.2
OG0005342	SHAE2_100670.1	SMRG1_96500.1
OG0005343	SHAE2_82880.1, SHAE2_82880.2	SMRG1_78890.1
OG0005345	SHAE2_41600.1, SHAE2_41600.3, SHAE2_41600.2	SMRG1_38700.1, SMRG1_38700.2
OG0005346	SHAE2_12160.1	SMRG1_9930.1
OG0005347	SHAE2_69870.1, SHAE2_69870.3, SHAE2_69870.2	SMRG1_66220.1
OG0005349	SHAE2_740.1, SHAE2_760.1	SMRG1_1380.1
OG0005350	SHAE2_6930.1, SHAE2_6930.4, SHAE2_6930.5, SHAE2_6930.6, SHAE2_6930.2, SHAE2_6930.3	SMRG1_6130.1
OG0005351	SHAE2_55650.1, SHAE2_55650.2	SMRG1_52950.1, SMRG1_52950.2
OG0005352	SHAE2_2810.1	SMRG1_2230.1
OG0005353	SHAE2_98090.2, SHAE2_98090.1	SMRG1_93980.1
OG0005354	SHAE2_37960.1	SMRG1_35290.1
OG0005355	SHAE2_42440.1	SMRG1_39560.1
OG0005356	SHAE2_73140.1	SMRG1_69370.1
OG0005357	SHAE2_76880.1, SHAE2_76880.2	SMRG1_73160.3, SMRG1_73160.2, SMRG1_73160.1, SMRG1_73160.4
OG0005358	SHAE2_49240.1	SMRG1_46250.1
OG0005359	SHAE2_21400.1	SMRG1_18730.1
OG0005360	SHAE2_21850.1	SMRG1_20340.5, SMRG1_20340.1, SMRG1_20340.2, SMRG1_20340.4, SMRG1_20340.3
OG0005361	SHAE2_17400.2, SHAE2_17400.1, SHAE2_17400.3	SMRG1_14840.1
OG0005362	SHAE2_71460.2, SHAE2_71460.1	SMRG1_67760.1
OG0005363	SHAE2_1410.1	SMRG1_820.1
OG0005364	SHAE2_52380.1	SMRG1_49830.1
OG0005365	SHAE2_20040.1	SMRG1_17160.1
OG0005366	SHAE2_17460.1	SMRG1_14900.1
OG0005367	SHAE2_26260.1	SMRG1_23820.1
OG0005368	SHAE2_24750.1	SMRG1_21380.1
OG0005369	SHAE2_37910.1, SHAE2_37910.2	SMRG1_35240.1, SMRG1_35240.2
OG0005370	SHAE2_37900.1	SMRG1_35230.1
OG0005371	SHAE2_37880.1, SHAE2_37880.2	SMRG1_35200.2
OG0005372	SHAE2_27840.1	SMRG1_25660.1
OG0005373	SHAE2_97670.1	SMRG1_93800.1
OG0005374	SHAE2_23980.1	SMRG1_21770.1, SMRG1_21770.2
OG0005375	SHAE2_54770.1	SMRG1_52110.1, SMRG1_52110.2
OG0005376	SHAE2_65460.1	SMRG1_59380.1
OG0005377	SHAE2_32400.1	SMRG1_30210.1
OG0005378	SHAE2_46850.1, SHAE2_46850.2, SHAE2_46850.3	SMRG1_44280.1
OG0005379	SHAE2_59460.1	SMRG1_56530.1
OG0005380	SHAE2_2450.1, SHAE2_2450.2	SMRG1_1910.1
OG0005381	SHAE2_8000.1	SMRG1_7100.1
OG0005382	SHAE2_100280.1	SMRG1_96130.3, SMRG1_96130.1, SMRG1_96130.2
OG0005383	SHAE2_42690.1	SMRG1_39810.1
OG0005384	SHAE2_87350.1	SMRG1_83640.1
OG0005385	SHAE2_12980.1	SMRG1_10730.1
OG0005386	SHAE2_35830.1	SMRG1_33020.1
OG0005387	SHAE2_30300.1	SMRG1_28160.1
OG0005388	SHAE2_27880.1, SHAE2_27880.3, SHAE2_27880.2	SMRG1_25700.1
OG0005389	SHAE2_49090.1, SHAE2_49090.2	SMRG1_46350.1
OG0005390	SHAE2_101350.1	SMRG1_97170.1
OG0005391	SHAE2_62420.1	SMRG1_58870.1
OG0005392	SHAE2_54600.1	SMRG1_51960.1
OG0005393	SHAE2_54580.1	SMRG1_51940.1
OG0005394	SHAE2_2670.2, SHAE2_2670.1, SHAE2_2670.3	SMRG1_2530.1, SMRG1_2140.3, SMRG1_2140.2, SMRG1_2140.1
OG0005395	SHAE2_76090.1	SMRG1_71490.1, SMRG1_71490.2
OG0005396	SHAE2_15210.1	SMRG1_12960.1, SMRG1_12960.2, SMRG1_12960.3
OG0005397	SHAE2_47180.1	SMRG1_44590.1
OG0005398	SHAE2_28530.1, SHAE2_28530.2	SMRG1_26320.1
OG0005399	SHAE2_13880.1	SMRG1_11570.1, SMRG1_58020.1
OG0005400	SHAE2_13130.1	SMRG1_10850.1, SMRG1_10850.2, SMRG1_10850.3, SMRG1_10850.4
OG0005401	SHAE2_58480.1	SMRG1_55820.1
OG0005402	SHAE2_60490.1	SMRG1_57590.1
OG0005403	SHAE2_42730.1	SMRG1_39870.1
OG0005404	SHAE2_19780.1	SMRG1_17410.1
OG0005405	SHAE2_95600.1, SHAE2_95600.3, SHAE2_95600.2	SMRG1_91330.1
OG0005406	SHAE2_71900.1, SHAE2_71900.2	SMRG1_68210.1
OG0005407	SHAE2_55190.1	SMRG1_52510.1
OG0005408	SHAE2_95950.1, SHAE2_95950.2	SMRG1_91680.1
OG0005409	SHAE2_33800.1	SMRG1_31590.1, SMRG1_31590.2
OG0005410	SHAE2_10590.1	SMRG1_8400.1
OG0005411	SHAE2_97520.1, SHAE2_97520.2, SHAE2_97510.1	SMRG1_93160.1
OG0005412	SHAE2_66250.1	SMRG1_62710.1
OG0005413	SHAE2_82910.3, SHAE2_82910.1, SHAE2_82910.2	SMRG1_78920.1
OG0005414	SHAE2_74850.1	SMRG1_71130.1
OG0005415	SHAE2_32300.1	SMRG1_30100.1, SMRG1_30100.2
OG0005416	SHAE2_27010.1	SMRG1_24880.1, SMRG1_24880.2
OG0005417	SHAE2_4480.1	SMRG1_3800.1, SMRG1_3800.2, SMRG1_3800.3
OG0005418	SHAE2_50640.1	SMRG1_48040.1
OG0005419	SHAE2_72060.1	SMRG1_68330.1
OG0005420	SHAE2_40070.1	SMRG1_37270.1
OG0005421	SHAE2_84060.1	SMRG1_80050.1
OG0005423	SHAE2_30850.1	SMRG1_28660.1
OG0005424	SHAE2_85970.1	SMRG1_82360.1
OG0005425	SHAE2_86020.1, SHAE2_86020.3, SHAE2_86020.2	SMRG1_82420.1, SMRG1_82420.2
OG0005426	SHAE2_99570.4, SHAE2_99570.3, SHAE2_99570.1, SHAE2_99570.2	SMRG1_95560.1
OG0005427	SHAE2_100500.1	SMRG1_96360.1
OG0005428	SHAE2_92440.2, SHAE2_92440.1	SMRG1_88220.1
OG0005429	SHAE2_63870.1	SMRG1_60950.1
OG0005430	SHAE2_47690.1	SMRG1_45060.1
OG0005431	SHAE2_82510.1	SMRG1_78600.1
OG0005432	SHAE2_86190.1	SMRG1_82580.1, SMRG1_82580.2
OG0005433	SHAE2_82420.6, SHAE2_82420.1, SHAE2_82420.2, SHAE2_82420.3, SHAE2_82420.5, SHAE2_82420.4	SMRG1_78510.1
OG0005434	SHAE2_29070.1	SMRG1_26950.1
OG0005435	SHAE2_101200.1	SMRG1_97000.1, SMRG1_97000.3, SMRG1_97000.2, SMRG1_97000.4
OG0005436	SHAE2_62190.1	SMRG1_58690.1
OG0005437	SHAE2_67420.1	SMRG1_63700.1
OG0005438	SHAE2_13040.1	SMRG1_10750.1, SMRG1_10750.2, SMRG1_10750.3
OG0005439	SHAE2_47890.1	SMRG1_45280.1, SMRG1_45280.2, SMRG1_45280.3, SMRG1_45280.4
OG0005440	SHAE2_76590.1, SHAE2_76590.2	SMRG1_72930.1
OG0005441	SHAE2_95980.1	SMRG1_91730.1
OG0005442	SHAE2_31670.1	SMRG1_29490.1
OG0005443	SHAE2_65480.1	SMRG1_59360.1, SMRG1_59360.2
OG0005444	SHAE2_20920.2, SHAE2_20920.1	SMRG1_16270.3, SMRG1_16270.1, SMRG1_16270.2
OG0005445	SHAE2_84660.1, SHAE2_84660.3, SHAE2_84660.2	SMRG1_81070.1
OG0005446	SHAE2_48060.1, SHAE2_48060.2	SMRG1_45440.1
OG0005447	SHAE2_69110.1	SMRG1_65460.1
OG0005448	SHAE2_37970.1	SMRG1_35310.1
OG0005449	SHAE2_68780.1	SMRG1_65140.1
OG0005450	SHAE2_64090.1	SMRG1_60710.1
OG0005451	SHAE2_86760.1	SMRG1_83110.1
OG0005451	SHAE2_86760.1	SMRG1_83110.2
OG0005452	SHAE2_95370.1, SHAE2_95370.2	SMRG1_91090.4, SMRG1_91090.2, SMRG1_91090.1, SMRG1_91090.3
OG0005453	SHAE2_65630.1	SMRG1_62120.1, SMRG1_62120.2
OG0005454	SHAE2_55160.1	SMRG1_52480.1
OG0005455	SHAE2_53460.3, SHAE2_53460.1, SHAE2_53460.2, SHAE2_53460.4	SMRG1_50890.1, SMRG1_50890.2, SMRG1_50890.3, SMRG1_50890.4
OG0005456	SHAE2_81220.1, SHAE2_81220.2, SHAE2_81220.3	SMRG1_77350.1
OG0005457	SHAE2_50090.1	SMRG1_47520.1
OG0005458	SHAE2_7090.1	SMRG1_6290.1, SMRG1_6350.1
OG0005459	SHAE2_1580.1, SHAE2_1580.2	SMRG1_220.1
OG0005460	SHAE2_74950.1	SMRG1_72650.1
OG0005461	SHAE2_28840.1	SMRG1_26690.5, SMRG1_26690.1, SMRG1_26690.2, SMRG1_26690.3, SMRG1_26690.4
OG0005462	SHAE2_91280.1, SHAE2_91280.2	SMRG1_87000.1
OG0005463	SHAE2_22810.1	SMRG1_19880.1, SMRG1_19880.2
OG0005464	SHAE2_54420.1, SHAE2_54420.2	SMRG1_51780.1, SMRG1_51780.2
OG0005465	SHAE2_95940.1	SMRG1_91660.1
OG0005466	SHAE2_74650.1	SMRG1_70920.1
OG0005467	SHAE2_67890.1, SHAE2_67890.3, SHAE2_67890.4, SHAE2_67890.2	SMRG1_64330.1
OG0005468	SHAE2_23050.1	SMRG1_19690.1, SMRG1_19690.2
OG0005469	SHAE2_72050.1	SMRG1_68320.1
OG0005470	SHAE2_89220.1	SMRG1_84480.1
OG0005471	SHAE2_20760.1	SMRG1_16440.1
OG0005475	SHAE2_89260.1	SMRG1_84520.1
OG0005476	SHAE2_42740.1, SHAE2_42740.2, SHAE2_42740.3	SMRG1_39880.1
OG0005477	SHAE2_43410.1	SMRG1_40690.1
OG0005478	SHAE2_62000.1	SMRG1_58580.1
OG0005479	SHAE2_80190.2, SHAE2_80190.1, SHAE2_80190.3	SMRG1_76260.1, SMRG1_76260.2
OG0005480	SHAE2_77920.1	SMRG1_74110.1
OG0005481	SHAE2_19840.1, SHAE2_19840.2	SMRG1_17350.1
OG0005482	SHAE2_44620.1	SMRG1_41990.1
OG0005483	SHAE2_42990.1, SHAE2_42990.2	SMRG1_40190.1, SMRG1_40190.2, SMRG1_40190.3
OG0005484	SHAE2_24210.1	SMRG1_22080.1
OG0005485	SHAE2_54330.1	SMRG1_51700.1
OG0005486	SHAE2_74170.1	SMRG1_70430.1, SMRG1_70430.3, SMRG1_70430.4, SMRG1_70430.5, SMRG1_70430.2
OG0005487	SHAE2_25640.1, SHAE2_25640.3, SHAE2_25640.4, SHAE2_25640.2	SMRG1_23390.1
OG0005488	SHAE2_97230.1	SMRG1_92990.1
OG0005490	SHAE2_36610.1, SHAE2_36610.2	SMRG1_33840.2, SMRG1_33840.1
OG0005491	SHAE2_97020.1	SMRG1_92750.1
OG0005492	SHAE2_97790.1	SMRG1_93670.2, SMRG1_93670.1
OG0005493	SHAE2_55860.1	SMRG1_53200.1, SMRG1_53200.2, SMRG1_53200.3
OG0005494	SHAE2_5890.1	SMRG1_5100.2, SMRG1_5100.3
OG0005495	SHAE2_83780.1, SHAE2_83780.2, SHAE2_83780.3	SMRG1_79750.1, SMRG1_79750.2
OG0005496	SHAE2_99000.1	SMRG1_95000.1
OG0005497	SHAE2_26470.1	SMRG1_24060.1, SMRG1_24060.2
OG0005498	SHAE2_81610.2, SHAE2_81610.3, SHAE2_81610.1	SMRG1_77700.1
OG0005499	SHAE2_93530.1	SMRG1_89250.1, SMRG1_89250.2
OG0005500	SHAE2_23340.1	SMRG1_19410.1
OG0005501	SHAE2_95470.1, SHAE2_95470.2	SMRG1_91170.1, SMRG1_91170.2
OG0005502	SHAE2_102170.1	SMRG1_97590.1
OG0005503	SHAE2_42200.3, SHAE2_42200.2, SHAE2_42200.1, SHAE2_42200.4	SMRG1_39340.1
OG0005504	SHAE2_87330.1	SMRG1_83610.1, SMRG1_83620.1
