Orthogroup	fasciola_hepatica	schistosoma_guineensis
OG0000103	FhHiC23_g2725.t1	SGUI1_74500.11, SGUI1_74500.9, SGUI1_74500.6, SGUI1_74500.7, SGUI1_74500.2, SGUI1_74500.3, SGUI1_74500.1, SGUI1_74500.10, SGUI1_74500.5, SGUI1_74500.8, SGUI1_74500.4
OG0000104	FhHiC23_g12208.t1	SGUI1_5790.1
OG0000105	FhHiC23_g13058.t1	SGUI1_7260.8, SGUI1_7260.4, SGUI1_7260.7, SGUI1_7260.6, SGUI1_7260.1, SGUI1_7260.3, SGUI1_7260.5, SGUI1_7260.2
OG0000107	FhHiC23_g2176.t1	SGUI1_56630.1
OG0000108	FhHiC23_g10941.t2, FhHiC23_g10941.t1	SGUI1_7790.1
OG0000110	FhHiC23_g5186.t1, FhHiC23_g5186.t2	SGUI1_29610.1, SGUI1_29610.2, SGUI1_29580.1
OG0000110	FhHiC23_g5563.t1	SGUI1_29620.1
OG0000110	FhHiC23_g5184.t1, FhHiC23_g5184.t2, FhHiC23_g5184.t3	SGUI1_29630.1, SGUI1_29630.2, SGUI1_29630.3
OG0000111	FhHiC23_g4957.t1	SGUI1_41190.1
OG0000111	FhHiC23_g5520.t1	SGUI1_31010.1, SGUI1_31010.2
OG0000112	FhHiC23_g3619.t1, FhHiC23_g3619.t2	SGUI1_84190.1, SGUI1_84190.5, SGUI1_84190.2, SGUI1_84190.3, SGUI1_84190.4
OG0000114	FhHiC23_g9186.t1	SGUI1_94910.5, SGUI1_94910.1, SGUI1_94910.2, SGUI1_94910.3, SGUI1_94910.4, SGUI1_94910.6, SGUI1_94910.7, SGUI1_94910.8, SGUI1_94910.9, SGUI1_94910.10, SGUI1_94910.11
OG0000115	FhHiC23_g5095.t1	SGUI1_36570.1
OG0000116	FhHiC23_g484.t4, FhHiC23_g484.t1, FhHiC23_g484.t3, FhHiC23_g484.t2	SGUI1_50270.10, SGUI1_50270.7, SGUI1_50270.8, SGUI1_50270.1, SGUI1_50270.5, SGUI1_50270.2, SGUI1_50270.9, SGUI1_50270.13, SGUI1_50270.11, SGUI1_50270.14, SGUI1_50270.12, SGUI1_50270.4, SGUI1_50270.6, SGUI1_50270.3
OG0000117	FhHiC23_g5310.t1	SGUI1_29710.5, SGUI1_29710.7, SGUI1_29710.8, SGUI1_29710.9, SGUI1_29710.1, SGUI1_29710.13, SGUI1_29710.10, SGUI1_29710.11, SGUI1_29710.2, SGUI1_29710.3, SGUI1_29710.6, SGUI1_29710.14, SGUI1_29710.4, SGUI1_29710.12
OG0000118	FhHiC23_g5237.t1	SGUI1_39420.1, SGUI1_39430.1, SGUI1_39400.2, SGUI1_39400.1, SGUI1_39410.1
OG0000119	FhHiC23_g10335.t1	SGUI1_95670.1, SGUI1_95670.8, SGUI1_95670.4, SGUI1_95670.6, SGUI1_95670.7, SGUI1_95670.2, SGUI1_95670.5, SGUI1_95670.3, SGUI1_95680.1
OG0000120	FhHiC23_g5279.t1	SGUI1_29810.1
OG0000122	FhHiC23_g1533.t1	SGUI1_80920.11, SGUI1_80920.9, SGUI1_80920.8, SGUI1_80920.1, SGUI1_80920.10, SGUI1_80920.7, SGUI1_80920.4, SGUI1_80920.3, SGUI1_80920.2, SGUI1_80920.5, SGUI1_80920.6
OG0000123	FhHiC23_g3411.t3, FhHiC23_g3411.t2, FhHiC23_g3411.t4, FhHiC23_g3411.t1	SGUI1_78980.1
OG0000125	FhHiC23_g12828.t1, FhHiC23_g12828.t2, FhHiC23_g12828.t3	SGUI1_1330.3, SGUI1_1330.8, SGUI1_1330.10, SGUI1_1330.7, SGUI1_1330.14, SGUI1_1330.13, SGUI1_1330.9, SGUI1_1330.6, SGUI1_1330.5, SGUI1_1330.4, SGUI1_1330.11, SGUI1_1330.1, SGUI1_1330.2, SGUI1_1330.12
OG0000126	FhHiC23_g11731.t2, FhHiC23_g11731.t3, FhHiC23_g11731.t1	SGUI1_71100.1, SGUI1_71100.10, SGUI1_71100.11, SGUI1_71100.15, SGUI1_71100.18, SGUI1_71100.8, SGUI1_71100.2, SGUI1_71100.6, SGUI1_71100.19, SGUI1_71100.17, SGUI1_71100.13, SGUI1_71100.20, SGUI1_71100.16, SGUI1_71100.4, SGUI1_71100.5, SGUI1_71100.12, SGUI1_71100.14, SGUI1_71100.3, SGUI1_71100.7, SGUI1_71100.9
OG0000127	FhHiC23_g12206.t1, FhHiC23_g12204.t1	SGUI1_22280.1
OG0000128	FhHiC23_g14316.t1	SGUI1_43050.11, SGUI1_43050.12, SGUI1_43050.13, SGUI1_43050.14, SGUI1_43050.15, SGUI1_43050.17, SGUI1_43050.18, SGUI1_43050.19, SGUI1_43050.2, SGUI1_43050.4, SGUI1_43050.5, SGUI1_43050.6, SGUI1_43050.8, SGUI1_43050.3, SGUI1_43050.1, SGUI1_43050.10, SGUI1_43050.16, SGUI1_43050.7, SGUI1_43050.20, SGUI1_43050.9
OG0000129	FhHiC23_g5688.t1, FhHiC23_g5688.t2	SGUI1_32060.5, SGUI1_32060.7, SGUI1_32060.1, SGUI1_32060.4, SGUI1_32060.10, SGUI1_32060.8, SGUI1_32060.9, SGUI1_32060.6, SGUI1_32060.2, SGUI1_32060.3
OG0000130	FhHiC23_g3563.t2, FhHiC23_g3563.t4, FhHiC23_g3563.t1, FhHiC23_g3563.t3	SGUI1_81220.12, SGUI1_81220.8, SGUI1_81220.5, SGUI1_81220.7, SGUI1_81220.9, SGUI1_81220.13, SGUI1_81220.1, SGUI1_81220.4, SGUI1_81220.10, SGUI1_81220.11, SGUI1_81220.2, SGUI1_81220.3, SGUI1_81220.6
OG0000131	FhHiC23_g14945.t1, FhHiC23_g14945.t2, FhHiC23_g14944.t1, FhHiC23_g14213.t1, FhHiC23_g14216.t1, FhHiC23_g14216.t2, FhHiC23_g14222.t1, FhHiC23_g14214.t1, FhHiC23_g14214.t2, FhHiC23_g14215.t1, FhHiC23_g14223.t1, FhHiC23_g14948.t1	SGUI1_86230.1, SGUI1_86210.1
OG0000132	FhHiC23_g6424.t2, FhHiC23_g6424.t1, FhHiC23_g6424.t3	SGUI1_35380.5, SGUI1_35380.6, SGUI1_35380.4, SGUI1_35380.1, SGUI1_35380.3, SGUI1_35380.2
OG0000133	FhHiC23_g6624.t1, FhHiC23_g5039.t1, FhHiC23_g2075.t1	SGUI1_31420.5, SGUI1_31420.15, SGUI1_31420.12, SGUI1_31420.7, SGUI1_31420.4, SGUI1_31420.10, SGUI1_31420.11, SGUI1_31420.9, SGUI1_31420.13, SGUI1_31420.6, SGUI1_31420.1, SGUI1_31420.16, SGUI1_31420.17, SGUI1_31420.18, SGUI1_31420.2, SGUI1_31420.3, SGUI1_31420.8, SGUI1_31420.14
OG0000134	FhHiC23_g15419.t1, FhHiC23_g15419.t2	SGUI1_20420.1
OG0000135	FhHiC23_g11606.t1, FhHiC23_g11606.t2, FhHiC23_g11606.t3	SGUI1_12530.1, SGUI1_12620.1
OG0000136	FhHiC23_g11494.t1, FhHiC23_g11493.t3, FhHiC23_g11493.t1, FhHiC23_g11493.t2	SGUI1_6930.5, SGUI1_6930.1, SGUI1_6930.9, SGUI1_6930.11, SGUI1_6930.10, SGUI1_6930.12, SGUI1_6930.2, SGUI1_6930.3, SGUI1_6930.4, SGUI1_6930.7, SGUI1_6930.6, SGUI1_6930.8
OG0000138	FhHiC23_g16219.t1	SGUI1_88050.3, SGUI1_88050.1, SGUI1_88050.2, SGUI1_88050.4
OG0000138	FhHiC23_g14050.t1	SGUI1_45000.2, SGUI1_45000.5, SGUI1_45000.1, SGUI1_45000.3, SGUI1_45000.6, SGUI1_45000.4
OG0000139	FhHiC23_g12767.t1	SGUI1_3940.14, SGUI1_3940.4, SGUI1_3940.5, SGUI1_3940.7, SGUI1_3940.8, SGUI1_3940.1, SGUI1_3940.10, SGUI1_3940.2, SGUI1_3940.3, SGUI1_3940.13, SGUI1_3940.11, SGUI1_3940.12, SGUI1_3940.6, SGUI1_3940.9
OG0000140	FhHiC23_g217.t1, FhHiC23_g217.t2	SGUI1_76580.2, SGUI1_76580.1, SGUI1_76580.3
OG0000142	FhHiC23_g15368.t1, FhHiC23_g15368.t2, FhHiC23_g11124.t1, FhHiC23_g15370.t1, FhHiC23_g15371.t1, FhHiC23_g15362.t2, FhHiC23_g15362.t1, FhHiC23_g15363.t1, FhHiC23_g15366.t1, FhHiC23_g15365.t1, FhHiC23_g11989.t1, FhHiC23_g15549.t1, FhHiC23_g15251.t1	SGUI1_20560.1, SGUI1_20540.1, SGUI1_20550.1, SGUI1_20530.1, SGUI1_20500.1, SGUI1_20520.1, SGUI1_20510.1
OG0000143	FhHiC23_g7696.t1, FhHiC23_g7697.t1	SGUI1_68550.1, SGUI1_68560.1
OG0000144	FhHiC23_g1990.t1, FhHiC23_g1991.t1, FhHiC23_g1991.t2	SGUI1_54910.1
OG0000144	FhHiC23_g4712.t2, FhHiC23_g4712.t1	SGUI1_27330.1
OG0000145	FhHiC23_g6031.t1	SGUI1_33040.1
OG0000146	FhHiC23_g8653.t1	SGUI1_91800.1
OG0000146	FhHiC23_g3017.t1	SGUI1_56870.1
OG0000146	FhHiC23_g4902.t1	SGUI1_28820.1
OG0000146	FhHiC23_g2238.t1	SGUI1_47170.3, SGUI1_47170.1
OG0000147	FhHiC23_g4780.t1	SGUI1_36010.6, SGUI1_36010.1, SGUI1_36010.10, SGUI1_36010.2, SGUI1_36010.3, SGUI1_36010.4, SGUI1_36010.7, SGUI1_36010.8, SGUI1_36010.9, SGUI1_36010.5, SGUI1_36010.11
OG0000148	FhHiC23_g5498.t1	SGUI1_31040.4, SGUI1_31040.1, SGUI1_31040.2, SGUI1_31040.3
OG0000149	FhHiC23_g720.t1	SGUI1_54060.1
OG0000151	FhHiC23_g7923.t1, FhHiC23_g7924.t1	SGUI1_63970.9, SGUI1_63970.4, SGUI1_63970.5, SGUI1_63970.1, SGUI1_63970.2, SGUI1_63970.7, SGUI1_63970.10, SGUI1_63970.3, SGUI1_63970.6, SGUI1_63970.8
OG0000152	FhHiC23_g11170.t1	SGUI1_10330.1, SGUI1_10220.2, SGUI1_10220.10, SGUI1_10220.3, SGUI1_10220.1, SGUI1_10220.4, SGUI1_10220.8, SGUI1_10220.9, SGUI1_10220.6, SGUI1_10220.7, SGUI1_10220.5
OG0000153	FhHiC23_g1476.t1, FhHiC23_g1472.t1, FhHiC23_g1472.t2	SGUI1_50190.1, SGUI1_50890.3, SGUI1_50900.1, SGUI1_50900.2, SGUI1_50890.1, SGUI1_50890.2, SGUI1_50830.1
OG0000154	FhHiC23_g3121.t1, FhHiC23_g3120.t1, FhHiC23_g3119.t1, FhHiC23_g11005.t1, FhHiC23_g3122.t1	SGUI1_18070.1, SGUI1_18070.2, SGUI1_18070.3, SGUI1_18070.4, SGUI1_18070.5, SGUI1_18070.7, SGUI1_18070.6, SGUI1_18070.8, SGUI1_18070.9, SGUI1_18070.10, SGUI1_18070.11
OG0000155	FhHiC23_g14798.t5, FhHiC23_g14798.t1, FhHiC23_g14798.t3, FhHiC23_g14798.t2, FhHiC23_g14798.t4	SGUI1_36860.12, SGUI1_36860.4, SGUI1_36860.6, SGUI1_36860.3, SGUI1_36860.7, SGUI1_36860.1, SGUI1_36860.8, SGUI1_36860.10, SGUI1_36860.11, SGUI1_36860.13, SGUI1_36860.9, SGUI1_36860.5, SGUI1_36860.2
OG0000156	FhHiC23_g15553.t1	SGUI1_20850.3, SGUI1_20850.2, SGUI1_20850.1
OG0000156	FhHiC23_g15566.t2, FhHiC23_g15566.t1, FhHiC23_g15566.t3, FhHiC23_g15050.t1	SGUI1_20870.1
OG0000157	FhHiC23_g8049.t2, FhHiC23_g8049.t1	SGUI1_62170.1
OG0000157	FhHiC23_g14186.t1	SGUI1_43930.1
OG0000157	FhHiC23_g9140.t1, FhHiC23_g9140.t2	SGUI1_94780.1, SGUI1_94780.2
OG0000158	FhHiC23_g13141.t1, FhHiC23_g13141.t2	SGUI1_5160.1
OG0000159	FhHiC23_g7585.t1	SGUI1_62640.10, SGUI1_62640.11, SGUI1_62640.12, SGUI1_62640.5, SGUI1_62640.3, SGUI1_62640.14, SGUI1_62640.4, SGUI1_62640.8, SGUI1_62640.13, SGUI1_62640.7, SGUI1_62640.6, SGUI1_62640.15, SGUI1_62640.17, SGUI1_62640.1, SGUI1_62640.16, SGUI1_62640.2, SGUI1_62640.9
OG0000160	FhHiC23_g11475.t1	SGUI1_14330.9, SGUI1_14330.2, SGUI1_14330.11, SGUI1_14330.4, SGUI1_14330.8, SGUI1_14330.10, SGUI1_14330.3, SGUI1_14330.5, SGUI1_14330.1, SGUI1_14330.6, SGUI1_14330.7, SGUI1_14330.13, SGUI1_14330.14, SGUI1_14330.16, SGUI1_14330.12, SGUI1_14330.15
OG0000164	FhHiC23_g8533.t1	SGUI1_61710.1
OG0000164	FhHiC23_g1084.t1	SGUI1_77660.1
OG0000164	FhHiC23_g5363.t1, FhHiC23_g5363.t2	SGUI1_30150.1
OG0000165	FhHiC23_g7386.t1, FhHiC23_g7386.t2	SGUI1_66010.1
OG0000166	FhHiC23_g4357.t1, FhHiC23_g4436.t1	SGUI1_88090.1
OG0000167	FhHiC23_g1665.t1, FhHiC23_g1665.t2, FhHiC23_g1665.t3, FhHiC23_g1665.t4	SGUI1_75310.1, SGUI1_75310.3, SGUI1_75310.2, SGUI1_75310.4
OG0000169	FhHiC23_g14278.t1	SGUI1_95020.1, SGUI1_44030.1, SGUI1_44030.3, SGUI1_44030.2
OG0000169	FhHiC23_g10077.t1, FhHiC23_g10076.t1	SGUI1_94530.1, SGUI1_94530.2
OG0000170	FhHiC23_g1333.t1	SGUI1_71010.28, SGUI1_71010.5, SGUI1_71010.19, SGUI1_71010.12, SGUI1_71010.18, SGUI1_71010.22, SGUI1_71010.11, SGUI1_71010.13, SGUI1_71010.14, SGUI1_71010.17, SGUI1_71010.23, SGUI1_71010.1, SGUI1_71010.6, SGUI1_71010.25, SGUI1_71010.10, SGUI1_71010.3, SGUI1_71010.15, SGUI1_71010.16, SGUI1_71010.9, SGUI1_71010.8, SGUI1_71010.4, SGUI1_71010.20, SGUI1_71010.24, SGUI1_71010.30, SGUI1_71010.2, SGUI1_71010.21, SGUI1_71010.27, SGUI1_71010.26, SGUI1_71010.29, SGUI1_71010.7
OG0000171	FhHiC23_g4302.t1, FhHiC23_g7420.t1	SGUI1_78580.1, SGUI1_29130.1, SGUI1_10600.1, SGUI1_25310.1, SGUI1_3180.1
OG0000172	FhHiC23_g11485.t1, FhHiC23_g11485.t4, FhHiC23_g11485.t5, FhHiC23_g11485.t3, FhHiC23_g11485.t2	SGUI1_18480.10, SGUI1_18480.9, SGUI1_18480.1, SGUI1_18480.5, SGUI1_18480.2, SGUI1_18480.3, SGUI1_18480.6, SGUI1_18480.7, SGUI1_18480.4, SGUI1_18480.8
OG0000173	FhHiC23_g3805.t1, FhHiC23_g3804.t1	SGUI1_83030.6, SGUI1_83030.5, SGUI1_83030.1, SGUI1_83030.3, SGUI1_83030.4, SGUI1_83030.7, SGUI1_83030.2
OG0000175	FhHiC23_g4838.t1, FhHiC23_g4840.t1, FhHiC23_g4840.t2, FhHiC23_g4841.t2, FhHiC23_g4841.t1, FhHiC23_g4843.t1, FhHiC23_g4844.t1, FhHiC23_g4846.t1	SGUI1_41300.1, SGUI1_41270.1, SGUI1_41260.1, SGUI1_41250.1, SGUI1_41240.1
OG0000176	FhHiC23_g1475.t1, FhHiC23_g6682.t1, FhHiC23_g14687.t2, FhHiC23_g14687.t1, FhHiC23_g7341.t1, FhHiC23_g6566.t1, FhHiC23_g8889.t1, FhHiC23_g1261.t1, FhHiC23_g5760.t1, FhHiC23_g5760.t2, FhHiC23_g13662.t1, FhHiC23_g8945.t1	SGUI1_1850.1, SGUI1_12900.1, SGUI1_14300.1, SGUI1_71170.1, SGUI1_38500.1, SGUI1_90430.1, SGUI1_12890.1
OG0000177	FhHiC23_g7294.t2, FhHiC23_g7294.t1, FhHiC23_g7294.t6, FhHiC23_g7294.t3, FhHiC23_g7294.t4, FhHiC23_g7294.t5	SGUI1_59030.1
OG0000178	FhHiC23_g9978.t4, FhHiC23_g9978.t3, FhHiC23_g9978.t2, FhHiC23_g9978.t1	SGUI1_25920.9, SGUI1_25920.1, SGUI1_25920.3, SGUI1_25920.7, SGUI1_25920.2, SGUI1_25920.6, SGUI1_25920.8, SGUI1_25920.4, SGUI1_25920.5
OG0000179	FhHiC23_g1759.t1, FhHiC23_g2123.t1	SGUI1_56190.1, SGUI1_56190.2, SGUI1_56190.3, SGUI1_56190.4, SGUI1_56190.5, SGUI1_56190.6, SGUI1_56200.2, SGUI1_56200.1
OG0000180	FhHiC23_g4225.t1	SGUI1_82490.1, SGUI1_82480.1, SGUI1_82460.1, SGUI1_82470.1, SGUI1_82500.1
OG0000182	FhHiC23_g8157.t2, FhHiC23_g8157.t1	SGUI1_58230.1
OG0000182	FhHiC23_g5700.t2, FhHiC23_g5700.t1, FhHiC23_g5700.t3	SGUI1_28560.2, SGUI1_28560.4, SGUI1_28560.3, SGUI1_28560.1
OG0000183	FhHiC23_g5440.t1, FhHiC23_g5440.t2	SGUI1_32410.1
OG0000184	FhHiC23_g551.t1	SGUI1_49940.1, SGUI1_49940.2, SGUI1_49940.3, SGUI1_49940.4
OG0000184	FhHiC23_g552.t1	SGUI1_49950.1
OG0000185	FhHiC23_g5939.t1, FhHiC23_g5938.t1	SGUI1_32550.7, SGUI1_32550.2, SGUI1_32550.6, SGUI1_32550.8, SGUI1_32550.10, SGUI1_32550.1, SGUI1_32550.3, SGUI1_32550.9, SGUI1_32550.4, SGUI1_32550.5
OG0000186	FhHiC23_g2328.t1, FhHiC23_g2327.t1	SGUI1_72540.10, SGUI1_72540.9, SGUI1_72540.8, SGUI1_72540.4, SGUI1_72540.5, SGUI1_72540.1, SGUI1_72540.2, SGUI1_72540.3, SGUI1_72540.7, SGUI1_72540.6
OG0000187	FhHiC23_g11066.t1, FhHiC23_g440.t1, FhHiC23_g440.t2	SGUI1_52520.1
OG0000188	FhHiC23_g5387.t1	SGUI1_31550.10, SGUI1_31550.1, SGUI1_31550.9, SGUI1_31550.2, SGUI1_31550.4, SGUI1_31550.5, SGUI1_31550.6, SGUI1_31550.8, SGUI1_31550.3, SGUI1_31550.7
OG0000189	FhHiC23_g11311.t1, FhHiC23_g11311.t2	SGUI1_6370.1, SGUI1_6370.2, SGUI1_6380.2, SGUI1_6380.3, SGUI1_6380.7, SGUI1_6380.9, SGUI1_6380.1, SGUI1_6380.8, SGUI1_6380.6, SGUI1_6380.5, SGUI1_6380.10, SGUI1_6380.4
OG0000190	FhHiC23_g2208.t1, FhHiC23_g2208.t2	SGUI1_51910.5, SGUI1_51910.1, SGUI1_51910.4, SGUI1_51910.6, SGUI1_51910.7, SGUI1_51910.2, SGUI1_51910.3
OG0000191	FhHiC23_g14871.t1, FhHiC23_g4941.t1, FhHiC23_g4940.t1, FhHiC23_g4937.t1, FhHiC23_g4938.t1, FhHiC23_g14042.t1	SGUI1_37800.1, SGUI1_37880.1, SGUI1_37810.1, SGUI1_37840.1
OG0000192	FhHiC23_g8375.t1, FhHiC23_g8375.t3, FhHiC23_g8375.t2	SGUI1_63430.4, SGUI1_63430.1, SGUI1_63430.7, SGUI1_63430.10, SGUI1_63430.9, SGUI1_63430.3, SGUI1_63430.12, SGUI1_63430.2, SGUI1_63430.5, SGUI1_63430.8, SGUI1_63430.11, SGUI1_63430.6
OG0000194	FhHiC23_g2835.t1, FhHiC23_g2835.t2	SGUI1_75240.6, SGUI1_75240.8, SGUI1_75240.7, SGUI1_75240.1, SGUI1_75240.5, SGUI1_75240.2, SGUI1_75240.3, SGUI1_75240.4
OG0000195	FhHiC23_g1825.t1	SGUI1_48690.1, SGUI1_48690.6, SGUI1_48690.2, SGUI1_48690.3, SGUI1_48690.4, SGUI1_48690.5
OG0000196	FhHiC23_g13335.t1, FhHiC23_g15952.t1	SGUI1_89530.1
OG0000196	FhHiC23_g11302.t1	SGUI1_13320.1, SGUI1_13320.2
OG0000198	FhHiC23_g11938.t1	SGUI1_14410.1
OG0000199	FhHiC23_g6386.t1	SGUI1_31950.4, SGUI1_31950.12, SGUI1_31950.2, SGUI1_31950.8, SGUI1_31950.11, SGUI1_31950.3, SGUI1_31950.5, SGUI1_31950.1, SGUI1_31950.10, SGUI1_31950.9, SGUI1_31950.13, SGUI1_31950.6
OG0000201	FhHiC23_g6359.t2, FhHiC23_g6359.t1, FhHiC23_g6359.t3, FhHiC23_g6359.t4	SGUI1_40430.1
OG0000202	FhHiC23_g4745.t1	SGUI1_50170.10, SGUI1_50170.5, SGUI1_50170.6, SGUI1_50170.1, SGUI1_50170.11, SGUI1_50170.13, SGUI1_50170.2, SGUI1_50170.4, SGUI1_50170.8, SGUI1_50170.9, SGUI1_50170.3, SGUI1_50170.12, SGUI1_50170.7
OG0000203	FhHiC23_g7725.t1, FhHiC23_g4169.t1, FhHiC23_g7724.t1, FhHiC23_g4169.t2	SGUI1_82630.4, SGUI1_82630.6, SGUI1_82630.8, SGUI1_82630.10, SGUI1_82630.11, SGUI1_82630.12, SGUI1_82630.5, SGUI1_82630.1, SGUI1_82630.13, SGUI1_82630.2, SGUI1_82630.14, SGUI1_82630.15, SGUI1_82630.9, SGUI1_82630.3, SGUI1_82630.7, SGUI1_82630.16
OG0000205	FhHiC23_g10668.t2, FhHiC23_g10668.t3, FhHiC23_g10668.t1	SGUI1_18350.12, SGUI1_18350.13, SGUI1_18350.2, SGUI1_18350.4, SGUI1_18350.9, SGUI1_18350.7, SGUI1_18350.11, SGUI1_18350.6, SGUI1_18350.8, SGUI1_18350.1, SGUI1_18350.10, SGUI1_18350.5, SGUI1_18350.3
OG0000206	FhHiC23_g6357.t4	SGUI1_34540.1
OG0000207	FhHiC23_g5475.t1, FhHiC23_g5478.t1, FhHiC23_g5477.t1, FhHiC23_g5930.t1, FhHiC23_g5929.t1, FhHiC23_g5928.t1, FhHiC23_g5931.t1	SGUI1_35480.1, SGUI1_35510.1, SGUI1_35500.1, SGUI1_35520.1, SGUI1_35490.1
OG0000208	FhHiC23_g2420.t2, FhHiC23_g2420.t1, FhHiC23_g2420.t3	SGUI1_73140.7, SGUI1_73140.8, SGUI1_73140.6, SGUI1_73140.1, SGUI1_73140.4, SGUI1_73140.5, SGUI1_73140.2, SGUI1_73140.3
OG0000210	FhHiC23_g3612.t1, FhHiC23_g3613.t3, FhHiC23_g3613.t1, FhHiC23_g3613.t2	SGUI1_85630.2, SGUI1_85630.3, SGUI1_85630.6, SGUI1_85630.1, SGUI1_85630.4, SGUI1_85630.5
OG0000211	FhHiC23_g10758.t1, FhHiC23_g10758.t2	SGUI1_6590.1
OG0000212	FhHiC23_g10468.t1	SGUI1_25120.1, SGUI1_25110.1
OG0000213	FhHiC23_g11275.t2, FhHiC23_g11275.t1	SGUI1_15390.4, SGUI1_15390.1, SGUI1_15390.2, SGUI1_15390.3
OG0000217	FhHiC23_g16420.t1, FhHiC23_g6181.t2, FhHiC23_g6181.t1, FhHiC23_g6181.t4, FhHiC23_g6181.t3	SGUI1_32150.4, SGUI1_32150.1, SGUI1_32150.2, SGUI1_32150.5, SGUI1_32150.3
OG0000218	FhHiC23_g10938.t1	SGUI1_16330.5, SGUI1_16330.6, SGUI1_16330.3, SGUI1_16330.4, SGUI1_16330.1, SGUI1_16330.7, SGUI1_16330.2
OG0000219	FhHiC23_g7095.t1, FhHiC23_g7095.t2	SGUI1_60750.3, SGUI1_60750.6, SGUI1_60750.4, SGUI1_60750.1, SGUI1_60750.5, SGUI1_60750.7, SGUI1_60750.2
OG0000220	FhHiC23_g408.t1, FhHiC23_g408.t4, FhHiC23_g408.t3, FhHiC23_g408.t2	SGUI1_74380.13, SGUI1_74380.14, SGUI1_74380.2, SGUI1_74380.3, SGUI1_74380.5, SGUI1_74380.6, SGUI1_74380.1, SGUI1_74380.10, SGUI1_74380.11, SGUI1_74380.12, SGUI1_74380.4, SGUI1_74380.9, SGUI1_74380.7, SGUI1_74380.8
OG0000221	FhHiC23_g11237.t1, FhHiC23_g11237.t2	SGUI1_9230.1
OG0000221	FhHiC23_g13193.t1, FhHiC23_g13193.t2	SGUI1_2530.1
OG0000222	FhHiC23_g13191.t1, FhHiC23_g14315.t1, FhHiC23_g2592.t1, FhHiC23_g2592.t2	SGUI1_76800.1
OG0000223	FhHiC23_g11673.t1, FhHiC23_g11673.t2	SGUI1_9430.1
OG0000224	FhHiC23_g13567.t1, FhHiC23_g13567.t2	SGUI1_5740.5, SGUI1_5740.6, SGUI1_5740.7, SGUI1_5740.9, SGUI1_5740.1, SGUI1_5740.2, SGUI1_5740.8, SGUI1_5740.10, SGUI1_5740.11, SGUI1_5740.12, SGUI1_5740.3, SGUI1_5740.4
OG0000225	FhHiC23_g12647.t2, FhHiC23_g12647.t1, FhHiC23_g12647.t3	SGUI1_2970.1, SGUI1_2970.6, SGUI1_2970.3, SGUI1_2970.5, SGUI1_2970.4, SGUI1_2970.2, SGUI1_2990.1, SGUI1_2990.2
OG0000226	FhHiC23_g6531.t1	SGUI1_35000.1
OG0000227	FhHiC23_g7842.t1	SGUI1_69300.7, SGUI1_69300.6, SGUI1_69300.8, SGUI1_69300.2, SGUI1_69300.1, SGUI1_69300.4, SGUI1_69300.5, SGUI1_69300.3
OG0000228	FhHiC23_g14649.t2, FhHiC23_g14649.t3, FhHiC23_g14649.t4, FhHiC23_g14649.t1	SGUI1_42110.1
OG0000229	FhHiC23_g7934.t1, FhHiC23_g7934.t2, FhHiC23_g7934.t3	SGUI1_59430.4, SGUI1_59430.5, SGUI1_59430.1, SGUI1_59430.2, SGUI1_59430.3, SGUI1_59430.6, SGUI1_59430.7, SGUI1_59430.8
OG0000230	FhHiC23_g7263.t1	SGUI1_63640.6, SGUI1_63640.7, SGUI1_63640.2, SGUI1_63640.3, SGUI1_63640.5, SGUI1_63640.8, SGUI1_63640.1, SGUI1_63640.9, SGUI1_63640.4
OG0000234	FhHiC23_g14737.t2, FhHiC23_g14737.t3	SGUI1_38180.1
OG0000235	FhHiC23_g13724.t4, FhHiC23_g13724.t1, FhHiC23_g13724.t2, FhHiC23_g13724.t3	SGUI1_3830.1, SGUI1_3840.1, SGUI1_3840.3, SGUI1_3840.2
OG0000236	FhHiC23_g99.t1	SGUI1_54580.10, SGUI1_54580.8, SGUI1_54580.1, SGUI1_54580.2, SGUI1_54580.3, SGUI1_54580.4, SGUI1_54580.5, SGUI1_54580.9, SGUI1_54580.11, SGUI1_54580.12, SGUI1_54580.13, SGUI1_54580.6, SGUI1_54580.7
OG0000237	FhHiC23_g1247.t1, FhHiC23_g1247.t2	SGUI1_52340.14, SGUI1_52340.1, SGUI1_52340.11, SGUI1_52340.12, SGUI1_52340.7, SGUI1_52340.3, SGUI1_52340.9, SGUI1_52340.15, SGUI1_52340.10, SGUI1_52340.13, SGUI1_52340.2, SGUI1_52340.4, SGUI1_52340.5, SGUI1_52340.6, SGUI1_52340.8
OG0000238	FhHiC23_g5162.t2, FhHiC23_g5162.t1, FhHiC23_g5162.t3	SGUI1_37530.1, SGUI1_37530.5, SGUI1_37530.4, SGUI1_37530.2, SGUI1_37530.3, SGUI1_37530.6, SGUI1_37530.9, SGUI1_37530.8, SGUI1_37530.7, SGUI1_37530.10
