Orthogroup	fasciola_hepatica	schistosoma_guineensis
OG0005448	FhHiC23_g6418.t1, FhHiC23_g6418.t2	SGUI1_35030.1
OG0005450	FhHiC23_g7647.t1	SGUI1_60520.1
OG0005451	FhHiC23_g3624.t1	SGUI1_82890.1
OG0005452	FhHiC23_g16293.t1, FhHiC23_g16293.t2	SGUI1_90330.1
OG0005453	FhHiC23_g6977.t1	SGUI1_61930.1
OG0005454	FhHiC23_g1625.t1	SGUI1_52040.2, SGUI1_52040.1
OG0005455	FhHiC23_g2360.t1	SGUI1_50340.1
OG0005456	FhHiC23_g3225.t1	SGUI1_77230.1
OG0005457	FhHiC23_g1857.t1	SGUI1_46780.1
OG0005458	FhHiC23_g11355.t1	SGUI1_6280.1, SGUI1_6190.1
OG0005461	FhHiC23_g6615.t1	SGUI1_26390.1
OG0005462	FhHiC23_g7626.t1, FhHiC23_g7626.t2	SGUI1_86350.1, SGUI1_86350.2
OG0005463	FhHiC23_g15628.t1	SGUI1_20260.1, SGUI1_20260.2
OG0005464	FhHiC23_g147.t1	SGUI1_51280.1
OG0005465	FhHiC23_g16668.t1	SGUI1_90910.1
OG0005466	FhHiC23_g825.t1	SGUI1_70600.1, SGUI1_70600.2, SGUI1_70600.3
OG0005467	FhHiC23_g7189.t1	SGUI1_64160.1
OG0005468	FhHiC23_g15250.t1	SGUI1_20470.1
OG0005469	FhHiC23_g8227.t1, FhHiC23_g8227.t2	SGUI1_68140.1
OG0005470	FhHiC23_g3963.t2, FhHiC23_g3963.t1	SGUI1_84270.1
OG0005471	FhHiC23_g15275.t1	SGUI1_18210.1
OG0005472	FhHiC23_g1502.t1	SGUI1_73570.1
OG0005474	FhHiC23_g4891.t1, FhHiC23_g4889.t1	SGUI1_40370.1
OG0005475	FhHiC23_g3523.t1	SGUI1_84310.1
OG0005476	FhHiC23_g5180.t1	SGUI1_39780.1, SGUI1_39780.2
OG0005477	FhHiC23_g6411.t1, FhHiC23_g6411.t2	SGUI1_40460.1
OG0005478	FhHiC23_g8327.t1	SGUI1_58490.1, SGUI1_58490.2, SGUI1_58490.3
OG0005479	FhHiC23_g1035.t1	SGUI1_76140.1
OG0005480	FhHiC23_g1440.t1, FhHiC23_g8362.t1, FhHiC23_g3390.t1	SGUI1_73770.1, SGUI1_73770.2, SGUI1_73780.1
OG0005481	FhHiC23_g11517.t1, FhHiC23_g11516.t1	SGUI1_17260.1
OG0005482	FhHiC23_g14843.t1	SGUI1_41720.1
OG0005483	FhHiC23_g5113.t1, FhHiC23_g5113.t2	SGUI1_40040.1
OG0005484	FhHiC23_g15093.t2, FhHiC23_g15093.t1	SGUI1_21720.2, SGUI1_21720.1
OG0005485	FhHiC23_g60.t1	SGUI1_51160.1
OG0005486	FhHiC23_g2488.t1	SGUI1_70100.1
OG0005487	FhHiC23_g9082.t1	SGUI1_22890.1
OG0005488	FhHiC23_g15962.t1	SGUI1_92190.1
OG0005489	FhHiC23_g13505.t1	SGUI1_4640.1
OG0005490	FhHiC23_g5959.t1	SGUI1_33580.1
OG0005491	FhHiC23_g15840.t3, FhHiC23_g15840.t1, FhHiC23_g15840.t2	SGUI1_91970.1
OG0005492	FhHiC23_g16068.t1	SGUI1_92680.1
OG0005493	FhHiC23_g1480.t1	SGUI1_52760.1
OG0005494	FhHiC23_g13574.t1	SGUI1_5010.1, SGUI1_5010.2
OG0005495	FhHiC23_g372.t1	SGUI1_79800.1
OG0005496	FhHiC23_g9339.t1	SGUI1_94030.1
OG0005497	FhHiC23_g10236.t1	SGUI1_23720.1
OG0005498	FhHiC23_g2300.t1	SGUI1_77590.1
OG0005499	FhHiC23_g16702.t1	SGUI1_88590.1
OG0005500	FhHiC23_g15504.t3, FhHiC23_g15504.t1, FhHiC23_g15504.t2	SGUI1_20800.1
OG0005501	FhHiC23_g16334.t1, FhHiC23_g16334.t2	SGUI1_90440.1
OG0005502	FhHiC23_g6888.t1	SGUI1_96620.1
OG0005503	FhHiC23_g6246.t1	SGUI1_39090.2, SGUI1_39090.1
OG0005504	FhHiC23_g3729.t1	SGUI1_83420.1
OG0005505	FhHiC23_g2937.t1, FhHiC23_g2933.t1, FhHiC23_g2933.t2	SGUI1_78700.1
OG0005506	FhHiC23_g16414.t1	SGUI1_89720.1
OG0005507	FhHiC23_g16275.t1	SGUI1_87920.1, SGUI1_87920.2, SGUI1_87920.3, SGUI1_87920.5
OG0005508	FhHiC23_g13417.t1	SGUI1_1520.1
OG0005509	FhHiC23_g10113.t1	SGUI1_94310.1
OG0005510	FhHiC23_g16200.t1, FhHiC23_g16200.t2	SGUI1_91830.2, SGUI1_91830.3, SGUI1_91830.1
OG0005511	FhHiC23_g3361.t1, FhHiC23_g3361.t2	SGUI1_78390.1
OG0005512	FhHiC23_g12158.t1	SGUI1_6440.1
OG0005513	FhHiC23_g4412.t1	SGUI1_90070.1
OG0005514	FhHiC23_g9737.t1	SGUI1_24550.1
OG0005515	FhHiC23_g1495.t1	SGUI1_57280.1
OG0005516	FhHiC23_g10734.t1	SGUI1_17170.1
OG0005517	FhHiC23_g4500.t1	SGUI1_63450.1
OG0005518	FhHiC23_g10227.t2, FhHiC23_g10227.t1	SGUI1_25750.1
OG0005519	FhHiC23_g5434.t1	SGUI1_35150.1
OG0005520	FhHiC23_g8476.t1	SGUI1_61730.1, SGUI1_61730.2
OG0005521	FhHiC23_g2960.t1	SGUI1_79300.1
OG0005523	FhHiC23_g4060.t1	SGUI1_84120.1
OG0005524	FhHiC23_g13312.t1	SGUI1_1770.1
OG0005525	FhHiC23_g7824.t1	SGUI1_58860.1, SGUI1_58860.2, SGUI1_58860.3, SGUI1_58860.4
OG0005526	FhHiC23_g14024.t1	SGUI1_38170.1, SGUI1_38170.2
OG0005527	FhHiC23_g10368.t1, FhHiC23_g10368.t2	SGUI1_23350.1, SGUI1_23350.2, SGUI1_23350.3
OG0005529	FhHiC23_g739.t1, FhHiC23_g11035.t1, FhHiC23_g13147.t1	SGUI1_45040.1, SGUI1_9950.1, SGUI1_85270.1, SGUI1_91620.1, SGUI1_63630.1
OG0005530	FhHiC23_g11525.t1	SGUI1_11420.1
OG0005532	FhHiC23_g11682.t3, FhHiC23_g11682.t1, FhHiC23_g11682.t2	SGUI1_14240.1
OG0005533	FhHiC23_g13313.t1	SGUI1_1760.1
OG0005535	FhHiC23_g455.t1	SGUI1_46570.1
OG0005536	FhHiC23_g5140.t1	SGUI1_36220.2, SGUI1_36220.1
OG0005537	FhHiC23_g5468.t1, FhHiC23_g5468.t2	SGUI1_41070.1
OG0005538	FhHiC23_g555.t1	SGUI1_48850.1
OG0005539	FhHiC23_g6506.t1	SGUI1_30100.1
OG0005540	FhHiC23_g7007.t1	SGUI1_60140.1
OG0005566	FhHiC23_g1452.t1	SGUI1_76310.1
OG0005567	FhHiC23_g11631.t1	SGUI1_12760.1
OG0005568	FhHiC23_g2566.t1	SGUI1_77300.1
OG0005569	FhHiC23_g9102.t1	SGUI1_96020.1
OG0005570	FhHiC23_g4663.t1	SGUI1_32340.1
OG0005571	FhHiC23_g1861.t2, FhHiC23_g1861.t1	SGUI1_46740.1
OG0005572	FhHiC23_g7817.t1	SGUI1_67590.1
OG0005573	FhHiC23_g13447.t1, FhHiC23_g13447.t2	SGUI1_8980.1
OG0005574	FhHiC23_g16104.t1	SGUI1_86760.1
OG0005575	FhHiC23_g7746.t1, FhHiC23_g7746.t2	SGUI1_68180.1
OG0005576	FhHiC23_g7748.t1	SGUI1_68160.1
OG0005577	FhHiC23_g16554.t1	SGUI1_86360.1
OG0005578	FhHiC23_g2178.t1, FhHiC23_g2178.t2	SGUI1_49370.1
OG0005580	FhHiC23_g89.t1	SGUI1_51310.1, SGUI1_51310.2
OG0005581	FhHiC23_g5319.t1, FhHiC23_g5319.t2	SGUI1_29660.1
OG0005582	FhHiC23_g6250.t1, FhHiC23_g6249.t1	SGUI1_32930.1
OG0005583	FhHiC23_g16828.t1, FhHiC23_g16828.t2	SGUI1_86650.1
OG0005584	FhHiC23_g9042.t1	SGUI1_94520.1
OG0005585	FhHiC23_g10099.t1	SGUI1_95590.1
OG0005586	FhHiC23_g10101.t1, FhHiC23_g10101.t2	SGUI1_95580.1
OG0005587	FhHiC23_g2335.t1	SGUI1_78460.1
OG0005589	FhHiC23_g6987.t1	SGUI1_59660.1
OG0005590	FhHiC23_g11597.t1	SGUI1_17300.1
OG0005591	FhHiC23_g8162.t1	SGUI1_65740.1
OG0005592	FhHiC23_g524.t1	SGUI1_52940.1, SGUI1_52940.2
OG0005593	FhHiC23_g2321.t1	SGUI1_71930.1
OG0005594	FhHiC23_g2426.t1	SGUI1_69940.1, SGUI1_69940.2
OG0005595	FhHiC23_g8210.t1	SGUI1_62710.1
OG0005596	FhHiC23_g8576.t1	SGUI1_66850.1
OG0005597	FhHiC23_g3594.t1, FhHiC23_g3594.t2	SGUI1_84140.1
OG0005598	FhHiC23_g2278.t1	SGUI1_76990.2, SGUI1_76990.1
OG0005599	FhHiC23_g1908.t1	SGUI1_54920.1
OG0005600	FhHiC23_g11319.t1	SGUI1_19080.1, SGUI1_19080.2
OG0005601	FhHiC23_g9633.t1	SGUI1_22520.1, SGUI1_22520.2
OG0005602	FhHiC23_g10360.t1	SGUI1_22400.1
OG0005603	FhHiC23_g7443.t1, FhHiC23_g7443.t2	SGUI1_64880.1
OG0005604	FhHiC23_g6299.t1	SGUI1_29740.1
OG0005605	FhHiC23_g6343.t1	SGUI1_36080.1
OG0005606	FhHiC23_g2568.t1, FhHiC23_g2567.t1, FhHiC23_g6236.t1, FhHiC23_g2777.t1	SGUI1_80220.1
OG0005607	FhHiC23_g4399.t1, FhHiC23_g4401.t1	SGUI1_89950.1
OG0005608	FhHiC23_g6885.t1	SGUI1_66780.1
OG0005609	FhHiC23_g7895.t1	SGUI1_61680.1, SGUI1_61680.2
OG0005610	FhHiC23_g13320.t1	SGUI1_2220.1
OG0005611	FhHiC23_g16571.t1, FhHiC23_g16571.t2	SGUI1_91720.1
OG0005612	FhHiC23_g9178.t1	SGUI1_94050.1
OG0005613	FhHiC23_g1400.t1	SGUI1_54320.1, SGUI1_54320.2, SGUI1_54310.1
OG0005614	FhHiC23_g5872.t1, FhHiC23_g5872.t3, FhHiC23_g5872.t2, FhHiC23_g5873.t1	SGUI1_28170.1
OG0005615	FhHiC23_g4876.t1, FhHiC23_g4880.t1	SGUI1_28860.1
OG0005616	FhHiC23_g4882.t1	SGUI1_28850.1
OG0005617	FhHiC23_g5652.t1, FhHiC23_g5652.t2	SGUI1_38770.1
OG0005618	FhHiC23_g554.t2, FhHiC23_g554.t1	SGUI1_49980.1
OG0005619	FhHiC23_g2363.t1, FhHiC23_g2363.t3	SGUI1_50360.3, SGUI1_50360.4, SGUI1_50360.1, SGUI1_50360.2
OG0005620	FhHiC23_g16020.t1	SGUI1_89590.1
OG0005621	FhHiC23_g4390.t1	SGUI1_87810.1
OG0005622	FhHiC23_g13679.t1	SGUI1_470.1
OG0005623	FhHiC23_g2471.t1	SGUI1_75570.1, SGUI1_75570.3, SGUI1_75570.2
OG0005624	FhHiC23_g11111.t1, FhHiC23_g11112.t1	SGUI1_10530.1
OG0005625	FhHiC23_g11113.t1	SGUI1_10540.1, SGUI1_10540.2
OG0005626	FhHiC23_g13886.t1, FhHiC23_g13887.t1	SGUI1_43790.1
OG0005627	FhHiC23_g8967.t1	SGUI1_22740.1
OG0005628	FhHiC23_g5309.t1	SGUI1_39140.1
OG0005629	FhHiC23_g5077.t1	SGUI1_31700.1
OG0005630	FhHiC23_g4007.t1	SGUI1_85360.1
OG0005631	FhHiC23_g1970.t1, FhHiC23_g7462.t1	SGUI1_55300.1
OG0005632	FhHiC23_g9886.t3, FhHiC23_g9886.t1, FhHiC23_g9886.t2	SGUI1_95560.1
OG0005633	FhHiC23_g13717.t1	SGUI1_9850.1
OG0005634	FhHiC23_g9709.t1	SGUI1_22430.1
OG0005635	FhHiC23_g12649.t1	SGUI1_3000.1
OG0005636	FhHiC23_g6127.t1	SGUI1_38530.1
OG0005637	FhHiC23_g984.t1, FhHiC23_g984.t2	SGUI1_80610.1
OG0005638	FhHiC23_g3052.t1	SGUI1_77620.1
OG0005639	FhHiC23_g1068.t1, FhHiC23_g1068.t2	SGUI1_73490.1
OG0005640	FhHiC23_g4711.t1	SGUI1_27340.1
OG0005641	FhHiC23_g2878.t1	SGUI1_73750.1
OG0005642	FhHiC23_g9454.t1	SGUI1_96510.1
OG0005643	FhHiC23_g5152.t1	SGUI1_29430.1
OG0005644	FhHiC23_g1015.t1	SGUI1_76920.1
OG0005645	FhHiC23_g7531.t1	SGUI1_59250.1
OG0005646	FhHiC23_g9482.t1, FhHiC23_g5988.t1	SGUI1_41050.1
OG0005647	FhHiC23_g2108.t1	SGUI1_56080.1
OG0005648	FhHiC23_g5406.t1	SGUI1_40110.1, SGUI1_40110.2
OG0005649	FhHiC23_g753.t1	SGUI1_50580.1
OG0005650	FhHiC23_g7580.t2, FhHiC23_g7580.t1, FhHiC23_g7580.t3	SGUI1_65140.1
OG0005651	FhHiC23_g6992.t1	SGUI1_66520.1
OG0005652	FhHiC23_g919.t1	SGUI1_48050.1
OG0005653	FhHiC23_g9461.t2, FhHiC23_g9461.t1, FhHiC23_g9461.t3	SGUI1_94180.1
OG0005654	FhHiC23_g1364.t1	SGUI1_72990.1, SGUI1_72990.2
OG0005655	FhHiC23_g10038.t1	SGUI1_27030.1, SGUI1_27030.2
OG0005656	FhHiC23_g16621.t1	SGUI1_88330.1
OG0005657	FhHiC23_g11858.t1	SGUI1_11300.1
OG0005658	FhHiC23_g15959.t1	SGUI1_91420.1
OG0005659	FhHiC23_g15531.t1	SGUI1_16560.1
OG0005660	FhHiC23_g2811.t1	SGUI1_72220.1
OG0005661	FhHiC23_g11425.t1, FhHiC23_g11426.t3, FhHiC23_g11426.t1, FhHiC23_g11426.t2, FhHiC23_g11424.t1	SGUI1_6540.1
OG0005662	FhHiC23_g14885.t1	SGUI1_43290.5, SGUI1_43290.2, SGUI1_43290.1, SGUI1_43290.4, SGUI1_43290.3
OG0005663	FhHiC23_g11309.t1	SGUI1_7990.1
OG0005664	FhHiC23_g10260.t1, FhHiC23_g10262.t1, FhHiC23_g10261.t1	SGUI1_24990.1
OG0005665	FhHiC23_g316.t1	SGUI1_48210.1
OG0005666	FhHiC23_g16491.t1	SGUI1_90480.1
OG0005667	FhHiC23_g14800.t1	SGUI1_42160.1
OG0005669	FhHiC23_g2431.t1, FhHiC23_g1787.t1	SGUI1_56230.1, SGUI1_56230.2, SGUI1_56230.3
OG0005670	FhHiC23_g3853.t1	SGUI1_84850.1
OG0005671	FhHiC23_g11864.t1	SGUI1_11270.1, SGUI1_11270.2
OG0005672	FhHiC23_g301.t1	SGUI1_47300.1
OG0005673	FhHiC23_g300.t1	SGUI1_47380.1
OG0005674	FhHiC23_g9983.t1	SGUI1_25880.1
OG0005675	FhHiC23_g14717.t1, FhHiC23_g14717.t2, FhHiC23_g14717.t3	SGUI1_40670.1
OG0005676	FhHiC23_g1655.t4	SGUI1_52590.1
OG0005677	FhHiC23_g13317.t1	SGUI1_5590.1
OG0005678	FhHiC23_g8243.t2, FhHiC23_g8243.t1	SGUI1_60150.1
OG0005679	FhHiC23_g16151.t1, FhHiC23_g16151.t2	SGUI1_88930.1
OG0005680	FhHiC23_g8186.t1	SGUI1_69370.1
OG0005681	FhHiC23_g8188.t1, FhHiC23_g8188.t2	SGUI1_69380.1
OG0005683	FhHiC23_g1129.t1, FhHiC23_g1129.t2	SGUI1_35700.1
OG0005684	FhHiC23_g426.t1	SGUI1_49350.1, SGUI1_49350.2, SGUI1_49350.3
OG0005685	FhHiC23_g4089.t1	SGUI1_13550.1, SGUI1_13470.1
OG0005686	FhHiC23_g16842.t1	SGUI1_90540.1
OG0005687	FhHiC23_g7435.t1	SGUI1_66290.1
OG0005688	FhHiC23_g12636.t1, FhHiC23_g12636.t2	SGUI1_600.1
OG0005689	FhHiC23_g3068.t1	SGUI1_71120.1
OG0005690	FhHiC23_g1470.t1, FhHiC23_g1470.t2	SGUI1_52800.1, SGUI1_52800.2
OG0005691	FhHiC23_g9127.t1	SGUI1_94290.1
OG0005692	FhHiC23_g2102.t1	SGUI1_47210.1
OG0005693	FhHiC23_g13759.t1, FhHiC23_g13759.t2	SGUI1_1250.1
OG0005694	FhHiC23_g132.t1, FhHiC23_g132.t2	SGUI1_49260.1, SGUI1_49260.2
OG0005695	FhHiC23_g1486.t1	SGUI1_49400.1
OG0005696	FhHiC23_g14429.t3	SGUI1_41360.1
OG0005697	FhHiC23_g11359.t1, FhHiC23_g10709.t1, FhHiC23_g10710.t1	SGUI1_18030.1
OG0005698	FhHiC23_g2489.t1	SGUI1_70110.2, SGUI1_70110.1, SGUI1_70110.3, SGUI1_70110.4
OG0005699	FhHiC23_g15262.t1	SGUI1_19880.1
OG0005700	FhHiC23_g277.t1, FhHiC23_g275.t1	SGUI1_71900.1
OG0005701	FhHiC23_g7107.t1, FhHiC23_g7107.t2	SGUI1_57940.1
OG0005702	FhHiC23_g6791.t1	SGUI1_65550.1
OG0005703	FhHiC23_g6501.t1	SGUI1_34310.1
OG0005704	FhHiC23_g14254.t1	SGUI1_40800.1
OG0005705	FhHiC23_g2348.t3, FhHiC23_g2348.t2, FhHiC23_g2348.t1	SGUI1_54140.1
OG0005706	FhHiC23_g1455.t1	SGUI1_56320.1
OG0005707	FhHiC23_g7702.t1, FhHiC23_g7254.t1, FhHiC23_g7702.t2	SGUI1_65620.1
OG0005709	FhHiC23_g4983.t1, FhHiC23_g4983.t2	SGUI1_27370.1
OG0005710	FhHiC23_g6401.t1, FhHiC23_g6400.t1	SGUI1_34590.1
OG0005712	FhHiC23_g15873.t1	SGUI1_89860.1
OG0005713	FhHiC23_g8036.t1, FhHiC23_g8036.t2, FhHiC23_g8036.t3	SGUI1_66560.3, SGUI1_66560.1, SGUI1_66560.2
OG0005714	FhHiC23_g16410.t1	SGUI1_91210.1
OG0005715	FhHiC23_g888.t1	SGUI1_74840.1
OG0005716	FhHiC23_g1939.t1, FhHiC23_g1939.t2	SGUI1_51000.1, SGUI1_51000.2
OG0005717	FhHiC23_g505.t1	SGUI1_75690.1
OG0005718	FhHiC23_g1313.t1	SGUI1_49700.2, SGUI1_49700.1
OG0005719	FhHiC23_g14257.t1	SGUI1_35600.1, SGUI1_35600.2
OG0005720	FhHiC23_g3518.t1	SGUI1_84220.1
OG0005722	FhHiC23_g9153.t1	SGUI1_93480.1
OG0005723	FhHiC23_g14718.t1	SGUI1_42950.2, SGUI1_42950.3
OG0005724	FhHiC23_g13034.t1	SGUI1_8600.1
OG0005725	FhHiC23_g3843.t1	SGUI1_83860.1, SGUI1_83860.2, SGUI1_83860.3
OG0005726	FhHiC23_g430.t1	SGUI1_53180.1
OG0005727	FhHiC23_g8502.t1, FhHiC23_g8502.t2	SGUI1_69070.1
OG0005728	FhHiC23_g16277.t1	SGUI1_88270.1
OG0005729	FhHiC23_g7727.t1	SGUI1_65260.1
OG0005731	FhHiC23_g3793.t1	SGUI1_81590.1, SGUI1_81590.2
OG0005732	FhHiC23_g10185.t1, FhHiC23_g10186.t2, FhHiC23_g10186.t1	SGUI1_27140.1
OG0005733	FhHiC23_g10390.t1	SGUI1_23900.1
OG0005734	FhHiC23_g14539.t1	SGUI1_43490.1
OG0005735	FhHiC23_g16328.t2, FhHiC23_g16328.t1	SGUI1_92550.1
OG0005736	FhHiC23_g3451.t1, FhHiC23_g3452.t1, FhHiC23_g2610.t1	SGUI1_70290.1, SGUI1_70290.2
OG0005737	FhHiC23_g7017.t1	SGUI1_64090.1
OG0005738	FhHiC23_g13218.t1	SGUI1_4600.1
OG0005739	FhHiC23_g5558.t1	SGUI1_29530.2, SGUI1_29530.1
OG0005740	FhHiC23_g2762.t1	SGUI1_80000.1
OG0005741	FhHiC23_g16195.t1	SGUI1_86800.1
OG0005742	FhHiC23_g6575.t1	SGUI1_33240.1
OG0005743	FhHiC23_g11774.t1, FhHiC23_g11774.t2	SGUI1_15950.1
OG0005744	FhHiC23_g10865.t1	SGUI1_15740.1
OG0005745	FhHiC23_g7105.t1	SGUI1_63620.1
OG0005746	FhHiC23_g10232.t1, FhHiC23_g4883.t1	SGUI1_28960.1
OG0005747	FhHiC23_g14397.t1, FhHiC23_g14397.t2	SGUI1_44890.1
OG0005748	FhHiC23_g16698.t1, FhHiC23_g16698.t2	SGUI1_86560.1
OG0005749	FhHiC23_g7951.t1	SGUI1_60340.1
OG0005750	FhHiC23_g10080.t1	SGUI1_96250.1
OG0005751	FhHiC23_g6417.t1	SGUI1_34030.1
OG0005752	FhHiC23_g9537.t1, FhHiC23_g9537.t2	SGUI1_24310.1, SGUI1_24310.2
OG0005753	FhHiC23_g1668.t1	SGUI1_80640.1
OG0005754	FhHiC23_g8638.t1	SGUI1_88160.1
OG0005755	FhHiC23_g9716.t1	SGUI1_24800.1
OG0005756	FhHiC23_g5089.t1	SGUI1_27400.1
OG0005757	FhHiC23_g1646.t3, FhHiC23_g1646.t1, FhHiC23_g1646.t2	SGUI1_74570.1
OG0005758	FhHiC23_g1649.t1	SGUI1_72150.1, SGUI1_72130.1
OG0005760	FhHiC23_g688.t1	SGUI1_48160.1
OG0005762	FhHiC23_g8051.t1	SGUI1_62180.1
OG0005763	FhHiC23_g16241.t1	SGUI1_92050.1
OG0005765	FhHiC23_g5119.t1, FhHiC23_g5119.t2	SGUI1_25560.1, SGUI1_25560.2
OG0005766	FhHiC23_g3680.t1, FhHiC23_g3680.t2	SGUI1_85320.1
OG0005767	FhHiC23_g2804.t1	SGUI1_81110.1
OG0005768	FhHiC23_g5388.t1, FhHiC23_g5388.t2	SGUI1_31860.1
OG0005769	FhHiC23_g12116.t1, FhHiC23_g12116.t2	SGUI1_13520.1
OG0005770	FhHiC23_g4951.t3, FhHiC23_g4951.t1	SGUI1_41110.1
OG0005771	FhHiC23_g1386.t1, FhHiC23_g2288.t1	SGUI1_53100.1
OG0005772	FhHiC23_g3708.t1	SGUI1_81420.1
OG0005773	FhHiC23_g11049.t1, FhHiC23_g11051.t1	SGUI1_69950.1
OG0005774	FhHiC23_g8427.t1	SGUI1_66450.1
OG0005775	FhHiC23_g14839.t1	SGUI1_42300.1, SGUI1_42300.2, SGUI1_42300.3, SGUI1_42300.4
OG0005776	FhHiC23_g15925.t1	SGUI1_87360.1, SGUI1_87360.2
OG0005777	FhHiC23_g14729.t1, FhHiC23_g14729.t2	SGUI1_42580.1
OG0005778	FhHiC23_g6809.t1	SGUI1_68470.1, SGUI1_68470.2
OG0005779	FhHiC23_g8077.t1	SGUI1_68990.1, SGUI1_68990.2
OG0005780	FhHiC23_g9503.t1	SGUI1_93640.1, SGUI1_93640.2
OG0005781	FhHiC23_g15985.t1	SGUI1_87460.1
OG0005782	FhHiC23_g15079.t1, FhHiC23_g14589.t1, FhHiC23_g14589.t2	SGUI1_44270.1
OG0005783	FhHiC23_g15867.t1	SGUI1_89020.1, SGUI1_89020.2
OG0005784	FhHiC23_g16360.t1, FhHiC23_g16360.t2	SGUI1_91680.1
OG0005785	FhHiC23_g6237.t2, FhHiC23_g6237.t1	SGUI1_11170.1
OG0005786	FhHiC23_g15936.t1	SGUI1_13600.1
OG0005787	FhHiC23_g12372.t1	SGUI1_790.1, SGUI1_790.2
OG0005788	FhHiC23_g11930.t1	SGUI1_11390.1
OG0005789	FhHiC23_g916.t1, FhHiC23_g916.t2	SGUI1_51610.1
OG0005790	FhHiC23_g2784.t1, FhHiC23_g2785.t1	SGUI1_70700.1
OG0005792	FhHiC23_g13399.t1	SGUI1_3640.1
OG0005793	FhHiC23_g11132.t1	SGUI1_6400.1
OG0005795	FhHiC23_g9851.t1, FhHiC23_g9851.t2	SGUI1_96150.1
OG0005796	FhHiC23_g13028.t1, FhHiC23_g13028.t2	SGUI1_4780.1
OG0005797	FhHiC23_g10104.t1	SGUI1_95570.1
OG0005798	FhHiC23_g1187.t1	SGUI1_71580.1
OG0005799	FhHiC23_g15556.t1	SGUI1_20090.1
OG0005800	FhHiC23_g4246.t1	SGUI1_83880.1
OG0005801	FhHiC23_g10750.t1	SGUI1_15090.1
OG0005802	FhHiC23_g657.t1	SGUI1_76460.1
OG0005803	FhHiC23_g8328.t1	SGUI1_58500.1, SGUI1_58510.1
OG0005804	FhHiC23_g9325.t1	SGUI1_92960.1
OG0005805	FhHiC23_g1339.t1	SGUI1_70340.1
OG0005806	FhHiC23_g3741.t1	SGUI1_82800.1
OG0005807	FhHiC23_g2135.t1	SGUI1_80620.1
OG0005808	FhHiC23_g6062.t1	SGUI1_39320.1
OG0005809	FhHiC23_g5698.t2, FhHiC23_g5698.t1	SGUI1_28610.1, SGUI1_28610.2
OG0005810	FhHiC23_g16272.t1	SGUI1_87890.1
OG0005811	FhHiC23_g12121.t1	SGUI1_12280.1
OG0005812	FhHiC23_g4826.t1, FhHiC23_g4826.t2	SGUI1_39850.1
OG0005813	FhHiC23_g2825.t1	SGUI1_72330.1
OG0005814	FhHiC23_g10665.t1	SGUI1_14350.1
OG0005815	FhHiC23_g7276.t1	SGUI1_65690.1
OG0005816	FhHiC23_g11808.t1	SGUI1_12570.1, SGUI1_12510.1
OG0005817	FhHiC23_g6586.t1	SGUI1_30660.1
OG0005818	FhHiC23_g16451.t1, FhHiC23_g16451.t2	SGUI1_90370.1
OG0005819	FhHiC23_g529.t1, FhHiC23_g529.t2	SGUI1_52860.1
OG0005820	FhHiC23_g7830.t1, FhHiC23_g13110.t1	SGUI1_63140.1
OG0005821	FhHiC23_g9835.t1	SGUI1_96030.1
OG0005822	FhHiC23_g15609.t2, FhHiC23_g15609.t1	SGUI1_27430.1
OG0005823	FhHiC23_g5201.t1, FhHiC23_g5201.t2	SGUI1_40230.1, SGUI1_40240.1
OG0005824	FhHiC23_g9465.t1	SGUI1_26650.1
OG0005825	FhHiC23_g9948.t2, FhHiC23_g9948.t1	SGUI1_27890.1
OG0005827	FhHiC23_g210.t1, FhHiC23_g210.t2	SGUI1_46000.1, SGUI1_46000.2
OG0005828	FhHiC23_g4411.t1, FhHiC23_g6025.t1	SGUI1_90080.1
OG0005829	FhHiC23_g8490.t1	SGUI1_59480.3, SGUI1_59480.2, SGUI1_59480.1
OG0005830	FhHiC23_g8451.t1	SGUI1_69180.1
OG0005831	FhHiC23_g1680.t1	SGUI1_47670.2, SGUI1_47670.1
OG0005832	FhHiC23_g14028.t1	SGUI1_36360.1
OG0005833	FhHiC23_g13486.t1	SGUI1_4530.1
OG0005834	FhHiC23_g3698.t1, FhHiC23_g3698.t2, FhHiC23_g3697.t1	SGUI1_84470.1
OG0005835	FhHiC23_g6911.t1	SGUI1_63670.1, SGUI1_63670.2
OG0005836	FhHiC23_g3836.t1	SGUI1_83730.1, SGUI1_83730.2
OG0005837	FhHiC23_g16816.t2, FhHiC23_g16816.t1	SGUI1_92450.1
OG0005838	FhHiC23_g12853.t1	SGUI1_840.1
OG0005839	FhHiC23_g4628.t1, FhHiC23_g4628.t2	SGUI1_25660.2, SGUI1_25660.3, SGUI1_25660.1, SGUI1_25660.4
OG0005840	FhHiC23_g16001.t1	SGUI1_86470.1
OG0005841	FhHiC23_g11377.t1	SGUI1_13710.1
OG0005842	FhHiC23_g1205.t2, FhHiC23_g1205.t1	SGUI1_50810.1
OG0005843	FhHiC23_g15355.t2, FhHiC23_g15355.t1	SGUI1_19670.1
OG0005845	FhHiC23_g9509.t1	SGUI1_93600.1
OG0005846	FhHiC23_g5486.t1	SGUI1_34140.1
OG0005847	FhHiC23_g9403.t1	SGUI1_96550.1, SGUI1_96550.2
OG0005848	FhHiC23_g444.t1	SGUI1_53200.2, SGUI1_53200.1
