Orthogroup	fasciola_hepatica	schistosoma_mansoni
OG0006392	FhHiC23_g9212.t1, FhHiC23_g9995.t1	Smp_139340.1
OG0006393	FhHiC23_g8256.t1	Smp_122490.1
OG0006394	FhHiC23_g1853.t1, FhHiC23_g1853.t2	Smp_039390.1
OG0006395	FhHiC23_g12100.t1	Smp_147460.1, Smp_147460.2
OG0006396	FhHiC23_g15181.t1	Smp_349870.1
OG0006397	FhHiC23_g2961.t1	Smp_104970.1
OG0006398	FhHiC23_g13143.t2, FhHiC23_g13143.t1	Smp_141890.1
OG0006399	FhHiC23_g10975.t1	Smp_135920.1
OG0006400	FhHiC23_g2397.t1	Smp_043030.1
OG0006401	FhHiC23_g1801.t1, FhHiC23_g1801.t2	Smp_340230.1
OG0006402	FhHiC23_g5527.t1, FhHiC23_g5528.t1	Smp_073600.1
OG0006403	FhHiC23_g13187.t1	Smp_048550.1
OG0006404	FhHiC23_g6149.t1	Smp_025740.1
OG0006405	FhHiC23_g2358.t2, FhHiC23_g2358.t1	Smp_066740.1
OG0006406	FhHiC23_g118.t1	Smp_148260.1
OG0006407	FhHiC23_g11988.t1	Smp_163170.1
OG0006408	FhHiC23_g208.t1	Smp_059170.1
OG0006409	FhHiC23_g805.t1	Smp_333900.1
OG0006410	FhHiC23_g13580.t1	Smp_130800.1
OG0006411	FhHiC23_g11588.t1, FhHiC23_g11588.t2	Smp_142900.1
OG0006412	FhHiC23_g11195.t1	Smp_244090.1
OG0006413	FhHiC23_g16329.t1, FhHiC23_g16330.t1	Smp_344210.1
OG0006414	FhHiC23_g16427.t1	Smp_174670.1
OG0006415	FhHiC23_g5063.t1	Smp_163240.1
OG0006417	FhHiC23_g1201.t2, FhHiC23_g1201.t1	Smp_316710.1
OG0006418	FhHiC23_g13644.t1	Smp_011570.1
OG0006419	FhHiC23_g9938.t1	Smp_210800.1
OG0006420	FhHiC23_g7192.t1, FhHiC23_g7192.t2	Smp_131600.1
OG0006421	FhHiC23_g13127.t1	Smp_067580.1
OG0006422	FhHiC23_g16667.t1	Smp_346110.1
OG0006423	FhHiC23_g4161.t1, FhHiC23_g6683.t1, FhHiC23_g6683.t2	Smp_340930.1
OG0006424	FhHiC23_g2008.t1, FhHiC23_g2008.t2, FhHiC23_g2008.t3	Smp_013790.1
OG0006425	FhHiC23_g3112.t1	Smp_055190.1
OG0006426	FhHiC23_g4953.t1, FhHiC23_g15008.t1, FhHiC23_g15008.t2	Smp_073390.1
OG0006427	FhHiC23_g4917.t1	Smp_126730.1
OG0006428	FhHiC23_g13594.t1	Smp_148200.1
OG0006429	FhHiC23_g11250.t1	Smp_080420.1
OG0006430	FhHiC23_g12017.t1	Smp_028500.1
OG0006432	FhHiC23_g3130.t1	Smp_136920.1
OG0006433	FhHiC23_g14500.t1	Smp_347880.1
OG0006434	FhHiC23_g9351.t1	Smp_127650.1
OG0006435	FhHiC23_g4108.t1	Smp_314280.2, Smp_314280.1
OG0006436	FhHiC23_g7797.t1	Smp_000900.1
OG0006437	FhHiC23_g16577.t1	Smp_016750.1
OG0006438	FhHiC23_g3102.t1	Smp_094930.1
OG0006439	FhHiC23_g11617.t1, FhHiC23_g11617.t2	Smp_153660.1
OG0006440	FhHiC23_g1932.t1	Smp_212970.1
OG0006441	FhHiC23_g9861.t1	Smp_267210.1
OG0006442	FhHiC23_g4949.t1	Smp_139620.1
OG0006443	FhHiC23_g11156.t1	Smp_143740.1
OG0006444	FhHiC23_g15984.t1	Smp_344200.1
OG0006445	FhHiC23_g1355.t1	Smp_169440.1
OG0006446	FhHiC23_g2045.t1, FhHiC23_g2045.t2	Smp_146650.1
OG0006447	FhHiC23_g16675.t1	Smp_333710.1
OG0006448	FhHiC23_g12974.t1	Smp_316430.1, Smp_337330.1
OG0006449	FhHiC23_g5377.t1, FhHiC23_g5377.t2	Smp_125760.1
OG0006450	FhHiC23_g12318.t1, FhHiC23_g12318.t2	Smp_342210.1
OG0006451	FhHiC23_g832.t1, FhHiC23_g832.t2	Smp_148930.1
OG0006452	FhHiC23_g3161.t1	Smp_007000.1
OG0006453	FhHiC23_g8267.t1	Smp_000850.1
OG0006454	FhHiC23_g11562.t1	Smp_079050.1
OG0006455	FhHiC23_g3035.t1	Smp_001500.1
OG0006456	FhHiC23_g13495.t2, FhHiC23_g13495.t1	Smp_062950.1
OG0006457	FhHiC23_g2170.t1	Smp_179080.1
OG0006458	FhHiC23_g7620.t1, FhHiC23_g7620.t2	Smp_030020.1
OG0006459	FhHiC23_g1765.t1, FhHiC23_g1764.t1	Smp_134060.1
OG0006460	FhHiC23_g6855.t1	Smp_002550.1
OG0006461	FhHiC23_g16054.t1	Smp_162280.1
OG0006462	FhHiC23_g341.t1	Smp_122940.1
OG0006463	FhHiC23_g7969.t1, FhHiC23_g8442.t1	Smp_129510.1
OG0006464	FhHiC23_g15617.t1, FhHiC23_g15615.t1	Smp_026400.1, Smp_349830.1
OG0006465	FhHiC23_g377.t1	Smp_138690.1, Smp_138690.2, Smp_138690.3, Smp_138690.4
OG0006466	FhHiC23_g15839.t1	Smp_341360.1
OG0006467	FhHiC23_g12804.t1, FhHiC23_g12804.t2	Smp_094760.1
OG0006468	FhHiC23_g13880.t1, FhHiC23_g13880.t2	Smp_040500.1
OG0006469	FhHiC23_g10809.t3, FhHiC23_g10809.t1, FhHiC23_g10809.t2	Smp_045960.1
OG0006470	FhHiC23_g7458.t1, FhHiC23_g7458.t2	Smp_307810.1
OG0006471	FhHiC23_g3516.t1	Smp_064430.1
OG0006472	FhHiC23_g4160.t2, FhHiC23_g4160.t1	Smp_156900.1
OG0006473	FhHiC23_g7551.t1	Smp_129380.1
OG0006474	FhHiC23_g7422.t1, FhHiC23_g7422.t2	Smp_341420.1
OG0006475	FhHiC23_g11555.t1, FhHiC23_g11555.t2	Smp_153610.1
OG0006476	FhHiC23_g12200.t1	Smp_196020.1
OG0006477	FhHiC23_g4984.t3, FhHiC23_g4984.t2, FhHiC23_g4984.t1	Smp_097620.1
OG0006478	FhHiC23_g13730.t1, FhHiC23_g13730.t2	Smp_304860.1
OG0006479	FhHiC23_g14680.t1	Smp_051660.1
OG0006480	FhHiC23_g15689.t1	Smp_136520.1
OG0006481	FhHiC23_g7796.t1	Smp_000650.1
OG0006482	FhHiC23_g10724.t1	Smp_142820.1
OG0006483	FhHiC23_g6949.t1	Smp_137980.1
OG0006484	FhHiC23_g3345.t1	Smp_344900.1
OG0006485	FhHiC23_g12721.t1	Smp_126360.1
OG0006486	FhHiC23_g15688.t1	Smp_136530.1
OG0006487	FhHiC23_g3397.t1	Smp_343110.1
OG0006488	FhHiC23_g11291.t1	Smp_142740.1
OG0006489	FhHiC23_g10805.t1	Smp_143090.1
OG0006490	FhHiC23_g12556.t2	Smp_093830.1
OG0006491	FhHiC23_g3771.t1	Smp_086750.1
OG0006492	FhHiC23_g3491.t1	Smp_073080.1
OG0006493	FhHiC23_g10371.t1	Smp_158440.1, Smp_158440.3, Smp_158440.2
OG0006494	FhHiC23_g7989.t2, FhHiC23_g7989.t1, FhHiC23_g7989.t3	Smp_181290.1
OG0006495	FhHiC23_g3512.t1	Smp_243300.1
OG0006496	FhHiC23_g14819.t1, FhHiC23_g14819.t2	Smp_197150.1
OG0006497	FhHiC23_g11272.t1	Smp_210500.1
OG0006498	FhHiC23_g12362.t1	Smp_028940.1
OG0006499	FhHiC23_g13129.t1, FhHiC23_g13129.t2	Smp_067510.1
OG0006500	FhHiC23_g14016.t1	Smp_194980.1
OG0006501	FhHiC23_g16599.t1	Smp_347910.1, Smp_347910.2
OG0006502	FhHiC23_g3080.t1	Smp_343520.1
OG0006503	FhHiC23_g3115.t1, FhHiC23_g3116.t3, FhHiC23_g3116.t4	Smp_053830.1
OG0006504	FhHiC23_g3777.t1	Smp_314240.1
OG0006505	FhHiC23_g4264.t1	Smp_146730.1
OG0006506	FhHiC23_g7073.t3, FhHiC23_g7073.t1, FhHiC23_g7073.t2	Smp_337750.2
OG0006507	FhHiC23_g7269.t1	Smp_044260.1, Smp_044260.2
OG0006508	FhHiC23_g7572.t1	Smp_084890.1
OG0006509	FhHiC23_g9464.t1	Smp_033330.1
OG0006510	FhHiC23_g9560.t1, FhHiC23_g9560.t2, FhHiC23_g9561.t1	Smp_017650.1
OG0006543	FhHiC23_g4207.t1	Smp_045610.1
OG0006544	FhHiC23_g9387.t1	Smp_267240.1, Smp_267240.2
OG0006545	FhHiC23_g2975.t1	Smp_334050.1
OG0006546	FhHiC23_g16643.t1	Smp_172490.1
OG0006547	FhHiC23_g875.t1	Smp_125500.1
OG0006548	FhHiC23_g9925.t1, FhHiC23_g9918.t1	Smp_097370.1
OG0006549	FhHiC23_g7353.t1, FhHiC23_g7353.t2	Smp_172700.1
OG0006550	FhHiC23_g307.t3	Smp_134090.1
OG0006551	FhHiC23_g3247.t1	Smp_334220.1
OG0006552	FhHiC23_g15578.t1	Smp_045780.1
OG0006553	FhHiC23_g2369.t1	Smp_247590.1
OG0006554	FhHiC23_g14635.t1	Smp_143300.1
OG0006555	FhHiC23_g16524.t2, FhHiC23_g16524.t1	Smp_164150.1
OG0006556	FhHiC23_g1875.t1	Smp_337610.1
OG0006557	FhHiC23_g8044.t1, FhHiC23_g8044.t2	Smp_325920.1
OG0006558	FhHiC23_g2324.t1	Smp_149010.1
OG0006559	FhHiC23_g12563.t1	Smp_322410.1
OG0006561	FhHiC23_g7460.t1	Smp_000710.1
OG0006562	FhHiC23_g13066.t1	Smp_058380.1
OG0006563	FhHiC23_g15877.t1	Smp_091750.1
OG0006564	FhHiC23_g4860.t1	Smp_088420.2, Smp_088420.1
OG0006566	FhHiC23_g4896.t1	Smp_019880.1
OG0006567	FhHiC23_g5581.t1	Smp_081250.1
OG0006568	FhHiC23_g15568.t1, FhHiC23_g15568.t2	Smp_149540.1
OG0006569	FhHiC23_g5085.t1	Smp_019980.1
OG0006570	FhHiC23_g1684.t1	Smp_245980.1
OG0006571	FhHiC23_g7534.t1	Smp_044160.1
OG0006572	FhHiC23_g233.t1	Smp_346290.1
OG0006573	FhHiC23_g11586.t1	Smp_038240.1
OG0006574	FhHiC23_g6870.t1	Smp_347780.1
OG0006575	FhHiC23_g7346.t1	Smp_159930.1
OG0006576	FhHiC23_g8324.t1	Smp_345110.1
OG0006577	FhHiC23_g4850.t1	Smp_213990.1
OG0006578	FhHiC23_g1073.t1, FhHiC23_g1073.t2	Smp_242200.1
OG0006579	FhHiC23_g13939.t1	Smp_040390.1
OG0006580	FhHiC23_g2436.t1	Smp_174190.1
OG0006581	FhHiC23_g9299.t1	Smp_333200.1
OG0006582	FhHiC23_g5092.t1	Smp_012920.1
OG0006583	FhHiC23_g16691.t1, FhHiC23_g16691.t2	Smp_123120.1
OG0006584	FhHiC23_g13192.t1	Smp_344560.1
OG0006585	FhHiC23_g15191.t1	Smp_130430.1
OG0006586	FhHiC23_g5748.t1	Smp_083720.1
OG0006588	FhHiC23_g12013.t1	Smp_337400.2
OG0006589	FhHiC23_g15638.t1	Smp_333350.1
OG0006590	FhHiC23_g15636.t1	Smp_244100.1
OG0006591	FhHiC23_g983.t1	Smp_143190.1
OG0006592	FhHiC23_g3717.t1	Smp_061570.1
OG0006593	FhHiC23_g2535.t1	Smp_093450.1
OG0006594	FhHiC23_g2110.t1	Smp_174420.1
OG0006595	FhHiC23_g2112.t1	Smp_060820.1
OG0006596	FhHiC23_g3164.t1	Smp_056620.1
OG0006597	FhHiC23_g258.t1	Smp_145140.1
OG0006598	FhHiC23_g9463.t1	Smp_242910.1
OG0006599	FhHiC23_g9793.t1	Smp_164210.1
OG0006600	FhHiC23_g3010.t1	Smp_194940.1
OG0006601	FhHiC23_g2213.t1, FhHiC23_g2213.t2, FhHiC23_g2213.t3	Smp_333910.1
OG0006602	FhHiC23_g10159.t1	Smp_342010.1
OG0006603	FhHiC23_g9317.t1	Smp_246130.1
OG0006604	FhHiC23_g1612.t1	Smp_242240.1
OG0006605	FhHiC23_g15317.t1	Smp_210530.1
OG0006606	FhHiC23_g909.t1	Smp_052290.1
OG0006607	FhHiC23_g9532.t1	Smp_336340.1
OG0006608	FhHiC23_g11771.t1	Smp_344230.1
OG0006609	FhHiC23_g4363.t1	Smp_174720.1
OG0006610	FhHiC23_g3664.t1	Smp_070640.1
OG0006611	FhHiC23_g9927.t1	Smp_097380.1
OG0006613	FhHiC23_g1419.t1	Smp_133950.1
OG0006614	FhHiC23_g7384.t1	Smp_308830.1
OG0006615	FhHiC23_g6278.t1	Smp_210170.1
OG0006616	FhHiC23_g1555.t1	Smp_050110.1
OG0006617	FhHiC23_g1901.t1	Smp_036950.1
OG0006618	FhHiC23_g6261.t1	Smp_144470.1
OG0006619	FhHiC23_g10386.t1	Smp_331700.1
OG0006620	FhHiC23_g12086.t2, FhHiC23_g12086.t1	Smp_038420.1
OG0006621	FhHiC23_g16100.t1	Smp_164020.1
OG0006622	FhHiC23_g11610.t1	Smp_244320.1
OG0006623	FhHiC23_g7993.t1	Smp_029700.1
OG0006624	FhHiC23_g5836.t1, FhHiC23_g5836.t2	Smp_347990.1, Smp_347990.3
OG0006625	FhHiC23_g7677.t1	Smp_174850.1
OG0006626	FhHiC23_g5577.t1, FhHiC23_g5574.t1	Smp_008400.1, Smp_008360.1
OG0006627	FhHiC23_g1588.t1, FhHiC23_g6105.t1	Smp_139840.1
OG0006628	FhHiC23_g4383.t1	Smp_164070.1
OG0006629	FhHiC23_g3131.t1	Smp_150870.1
OG0006630	FhHiC23_g4085.t1	Smp_006390.1
OG0006631	FhHiC23_g747.t1	Smp_063680.1
OG0006632	FhHiC23_g5868.t1, FhHiC23_g5868.t2	Smp_006780.1
OG0006633	FhHiC23_g923.t1	Smp_341760.1
OG0006634	FhHiC23_g14085.t1	Smp_091360.1
OG0006635	FhHiC23_g10626.t1	Smp_037120.1
OG0006636	FhHiC23_g10164.t1	Smp_003970.1
OG0006638	FhHiC23_g10992.t1, FhHiC23_g10991.t1, FhHiC23_g10992.t2	Smp_322560.1
OG0006639	FhHiC23_g1286.t1	Smp_038100.1
OG0006640	FhHiC23_g12347.t1	Smp_011830.1
OG0006641	FhHiC23_g2319.t1	Smp_058850.1
OG0006642	FhHiC23_g7056.t1	Smp_144380.1
OG0006643	FhHiC23_g7740.t1	Smp_307780.1
OG0006644	FhHiC23_g10153.t1	Smp_159600.1
OG0006645	FhHiC23_g7329.t1	Smp_018610.1
OG0006646	FhHiC23_g2349.t1	Smp_245750.1
OG0006647	FhHiC23_g8567.t1	Smp_029670.1
OG0006648	FhHiC23_g7251.t1	Smp_138210.1
OG0006650	FhHiC23_g2254.t1	Smp_004690.2, Smp_004690.1
OG0006651	FhHiC23_g11411.t1	Smp_025570.1
OG0006652	FhHiC23_g10212.t1, FhHiC23_g10212.t2	Smp_171060.1
OG0006653	FhHiC23_g8052.t1	Smp_337590.1
OG0006654	FhHiC23_g8037.t1	Smp_138230.1
OG0006655	FhHiC23_g5450.t1	Smp_083120.1
OG0006656	FhHiC23_g5449.t1, FhHiC23_g5449.t2	Smp_083130.1
OG0006657	FhHiC23_g10329.t1	Smp_003440.1
OG0006658	FhHiC23_g664.t1, FhHiC23_g664.t2	Smp_334310.1, Smp_334310.2
OG0006659	FhHiC23_g6293.t1, FhHiC23_g6293.t2	Smp_009630.1
OG0006660	FhHiC23_g3894.t1	Smp_143670.1
OG0006661	FhHiC23_g354.t1	Smp_334120.1
OG0006662	FhHiC23_g12539.t1	Smp_244350.1
OG0006663	FhHiC23_g13930.t1	Smp_088920.1
OG0006664	FhHiC23_g24.t1	Smp_328180.1
OG0006665	FhHiC23_g14570.t1	Smp_337140.1
OG0006666	FhHiC23_g12757.t1	Smp_098340.1
OG0006667	FhHiC23_g10658.t1	Smp_033020.1
OG0006668	FhHiC23_g6379.t1	Smp_159590.1
OG0006669	FhHiC23_g13158.t1	Smp_018030.1
OG0006670	FhHiC23_g2973.t1, FhHiC23_g2973.t2	Smp_050220.1
OG0006671	FhHiC23_g2915.t1, FhHiC23_g2917.t1	Smp_136850.1
OG0006672	FhHiC23_g11512.t1	Smp_342500.1
OG0006673	FhHiC23_g15246.t1, FhHiC23_g15246.t2	Smp_032420.1
OG0006674	FhHiC23_g3271.t1	Smp_052500.1
OG0006675	FhHiC23_g15783.t1	Smp_078910.1
OG0006676	FhHiC23_g2455.t1	Smp_066890.1
OG0006677	FhHiC23_g10342.t1	Smp_099300.1
OG0006678	FhHiC23_g625.t1, FhHiC23_g625.t2	Smp_021330.1
OG0006679	FhHiC23_g4633.t1	Smp_140400.1
OG0006680	FhHiC23_g11706.t1	Smp_131980.1
OG0006681	FhHiC23_g8286.t1	Smp_018440.1
OG0006682	FhHiC23_g3861.t1	Smp_039080.1
OG0006683	FhHiC23_g15731.t1	Smp_017020.1
OG0006684	FhHiC23_g11906.t1	Smp_323980.1
OG0006685	FhHiC23_g4755.t1	Smp_025860.1
OG0006686	FhHiC23_g42.t1	Smp_082820.1
OG0006687	FhHiC23_g16573.t2, FhHiC23_g16573.t1	Smp_334730.1
OG0006688	FhHiC23_g6980.t1	Smp_173810.1
OG0006689	FhHiC23_g7859.t1, FhHiC23_g7819.t1	Smp_075120.1
OG0006690	FhHiC23_g7591.t1	Smp_018460.1
OG0006691	FhHiC23_g2893.t1	Smp_175200.1
OG0006692	FhHiC23_g12478.t1	Smp_203400.1
OG0006693	FhHiC23_g9794.t1, FhHiC23_g9794.t2	Smp_168930.1
OG0006694	FhHiC23_g1372.t1	Smp_041980.1
OG0006695	FhHiC23_g7099.t1	Smp_085780.1
OG0006696	FhHiC23_g15964.t2, FhHiC23_g15964.t1	Smp_341900.1, Smp_341900.2
OG0006697	FhHiC23_g5008.t1, FhHiC23_g5008.t3, FhHiC23_g5008.t2	Smp_106970.1
OG0006698	FhHiC23_g14437.t1	Smp_341040.1
OG0006699	FhHiC23_g1552.t1, FhHiC23_g1552.t2	Smp_346980.1
OG0006700	FhHiC23_g4724.t1	Smp_048230.1
OG0006701	FhHiC23_g1570.t1	Smp_147260.1
OG0006702	FhHiC23_g16593.t1, FhHiC23_g16592.t1	Smp_046360.1
OG0006703	FhHiC23_g13788.t1, FhHiC23_g13788.t2	Smp_132940.1
OG0006704	FhHiC23_g6277.t1	Smp_124860.1
OG0006705	FhHiC23_g2151.t1	Smp_170430.1
OG0006706	FhHiC23_g13983.t1	Smp_091390.1
OG0006707	FhHiC23_g5606.t1	Smp_160950.1
OG0006708	FhHiC23_g11393.t1	Smp_136590.1
OG0006710	FhHiC23_g3768.t1	Smp_345470.1
OG0006711	FhHiC23_g8050.t1	Smp_136780.1
OG0006712	FhHiC23_g4270.t1	Smp_129240.1
OG0006713	FhHiC23_g4626.t1	Smp_318980.1
OG0006714	FhHiC23_g10361.t1	Smp_099150.1
OG0006715	FhHiC23_g14875.t1	Smp_038820.1
OG0006716	FhHiC23_g47.t1	Smp_333750.1
OG0006717	FhHiC23_g15945.t2, FhHiC23_g15945.t1, FhHiC23_g15945.t4, FhHiC23_g15945.t3	Smp_128010.1
OG0006718	FhHiC23_g15557.t1	Smp_267020.1
OG0006720	FhHiC23_g10402.t1	Smp_337790.1
OG0006721	FhHiC23_g10893.t1	Smp_135960.1
OG0006722	FhHiC23_g5314.t1	Smp_035000.1
OG0006723	FhHiC23_g202.t1	Smp_090440.1
OG0006724	FhHiC23_g12019.t1	Smp_137540.1
OG0006725	FhHiC23_g8462.t1	Smp_070760.1
OG0006726	FhHiC23_g8228.t1	Smp_168330.1
OG0006727	FhHiC23_g2423.t1	Smp_089060.1
OG0006728	FhHiC23_g9438.t1	Smp_134580.1
OG0006729	FhHiC23_g9199.t1, FhHiC23_g9199.t2, FhHiC23_g9199.t3	Smp_005780.1
OG0006730	FhHiC23_g5043.t1	Smp_072950.1
OG0006731	FhHiC23_g16532.t1	Smp_247820.2, Smp_247820.1
OG0006732	FhHiC23_g8291.t1	Smp_091240.1
OG0006733	FhHiC23_g11502.t1	Smp_191160.1
OG0006734	FhHiC23_g16092.t1	Smp_009340.1
OG0006735	FhHiC23_g7394.t2, FhHiC23_g7394.t1	Smp_026270.1
OG0006736	FhHiC23_g3392.t1	Smp_343100.1
OG0006737	FhHiC23_g13378.t1	Smp_344570.1
OG0006739	FhHiC23_g15606.t1	Smp_163830.1
OG0006740	FhHiC23_g3742.t1	Smp_053030.1
OG0006741	FhHiC23_g15194.t1	Smp_058270.1
OG0006742	FhHiC23_g11604.t1	Smp_078320.1
OG0006743	FhHiC23_g2710.t1	Smp_013860.1
OG0006744	FhHiC23_g16273.t1	Smp_341070.1
OG0006745	FhHiC23_g3734.t1	Smp_334610.1
OG0006746	FhHiC23_g2803.t1	Smp_344170.1
OG0006747	FhHiC23_g3808.t1, FhHiC23_g3808.t2	Smp_128060.1
OG0006749	FhHiC23_g4642.t1	Smp_319610.1
OG0006750	FhHiC23_g16282.t1	Smp_009420.1
OG0006751	FhHiC23_g1422.t1	Smp_242120.1
OG0006752	FhHiC23_g11810.t1	Smp_046120.1
OG0006753	FhHiC23_g8632.t2, FhHiC23_g8632.t1	Smp_151600.1
OG0006754	FhHiC23_g127.t1	Smp_157250.1
OG0006755	FhHiC23_g8068.t2, FhHiC23_g8068.t1	Smp_002920.1
OG0006756	FhHiC23_g16343.t1	Smp_074410.1
OG0006757	FhHiC23_g11159.t1, FhHiC23_g11160.t1	Smp_095140.1
OG0006758	FhHiC23_g8338.t1	Smp_087690.1
OG0006759	FhHiC23_g12404.t1, FhHiC23_g12404.t2	Smp_174110.1
OG0006760	FhHiC23_g7914.t1	Smp_085750.1, Smp_085750.2
OG0006761	FhHiC23_g55.t1	Smp_341530.1
OG0006762	FhHiC23_g9340.t1	Smp_337860.1
OG0006763	FhHiC23_g15290.t1	Smp_075210.1
OG0006764	FhHiC23_g1043.t2, FhHiC23_g1043.t1, FhHiC23_g1043.t3	Smp_126860.1
OG0006765	FhHiC23_g15966.t1	Smp_123070.1
OG0006766	FhHiC23_g16175.t1	Smp_162240.1
OG0006767	FhHiC23_g16549.t1	Smp_074390.1
OG0006768	FhHiC23_g12716.t1	Smp_019820.1
OG0006769	FhHiC23_g837.t1, FhHiC23_g838.t1	Smp_066930.1
OG0006770	FhHiC23_g14191.t1	Smp_061580.1
OG0006771	FhHiC23_g12996.t1, FhHiC23_g12996.t2	Smp_145630.1
OG0006772	FhHiC23_g7844.t1	Smp_333690.1, Smp_347130.1
OG0006773	FhHiC23_g661.t1	Smp_166180.1, Smp_166180.2
OG0006774	FhHiC23_g15175.t1	Smp_054120.1
OG0006775	FhHiC23_g7825.t1	Smp_167540.1
OG0006776	FhHiC23_g7004.t3, FhHiC23_g7004.t1, FhHiC23_g7004.t2	Smp_342680.1
OG0006777	FhHiC23_g10871.t1	Smp_198420.1
OG0006778	FhHiC23_g15058.t1, FhHiC23_g15198.t1, FhHiC23_g15200.t1	Smp_347220.1
OG0006779	FhHiC23_g6012.t1, FhHiC23_g1682.t1	Smp_104330.1
OG0006780	FhHiC23_g3837.t1	Smp_069910.1
OG0006781	FhHiC23_g4912.t1	Smp_093720.1
OG0006782	FhHiC23_g8504.t1	Smp_151580.1
OG0006783	FhHiC23_g15649.t1	Smp_162390.1
OG0006784	FhHiC23_g12338.t1, FhHiC23_g12338.t2	Smp_343250.1
OG0006785	FhHiC23_g2802.t1	Smp_247460.1
OG0006786	FhHiC23_g15033.t1	Smp_077230.1
OG0006787	FhHiC23_g4697.t1	Smp_007300.1
OG0006788	FhHiC23_g7125.t1, FhHiC23_g7124.t1	Smp_023660.1
OG0006789	FhHiC23_g8521.t1, FhHiC23_g10675.t1	Smp_046160.1
OG0006790	FhHiC23_g14624.t1	Smp_130330.1
OG0006792	FhHiC23_g10048.t1	Smp_061100.1
OG0006793	FhHiC23_g10767.t1	Smp_046100.1
OG0006795	FhHiC23_g11301.t1	Smp_076400.1
OG0006796	FhHiC23_g11940.t1	Smp_151285.1
OG0006797	FhHiC23_g12369.t1, FhHiC23_g12369.t2	Smp_170260.1, Smp_170260.2
OG0006798	FhHiC23_g125.t1	Smp_068750.1
OG0006799	FhHiC23_g14906.t1	Smp_068340.1
OG0006800	FhHiC23_g15000.t1	Smp_341370.1
OG0006801	FhHiC23_g15063.t1	Smp_024010.1
OG0006802	FhHiC23_g15153.t1	Smp_024030.1
OG0006803	FhHiC23_g2602.t1	Smp_070130.1
OG0006804	FhHiC23_g3569.t1	Smp_160100.1
OG0006805	FhHiC23_g3816.t1	Smp_146280.1
OG0006806	FhHiC23_g4659.t1, FhHiC23_g4659.t2	Smp_098330.1
OG0006807	FhHiC23_g5025.t1	Smp_211120.1
OG0006808	FhHiC23_g6610.t2	Smp_069400.1
OG0006809	FhHiC23_g7802.t1	Smp_084910.1
OG0006810	FhHiC23_g7988.t1, FhHiC23_g7988.t2	Smp_122170.1
OG0006811	FhHiC23_g9720.t1	Smp_039970.1
OG0006851	FhHiC23_g8109.t1, FhHiC23_g8110.t1	Smp_138510.1
OG0006852	FhHiC23_g9386.t1	Smp_267250.1
OG0006853	FhHiC23_g15429.t1	Smp_135380.1
OG0006854	FhHiC23_g1584.t1	Smp_065370.1
OG0006855	FhHiC23_g10084.t1	Smp_152990.1
OG0006856	FhHiC23_g14580.t1	Smp_075770.1
OG0006857	FhHiC23_g16645.t1, FhHiC23_g16645.t2	Smp_172470.1
OG0006858	FhHiC23_g11713.t1, FhHiC23_g11713.t2, FhHiC23_g11714.t1	Smp_147410.1
OG0006859	FhHiC23_g12752.t1	Smp_175910.1
OG0006860	FhHiC23_g10633.t1	Smp_331810.1
OG0006861	FhHiC23_g620.t1	Smp_105480.1
OG0006862	FhHiC23_g5702.t1	Smp_020120.2, Smp_020120.1
OG0006863	FhHiC23_g1573.t2, FhHiC23_g1573.t1	Smp_129720.1
OG0006864	FhHiC23_g878.t1	Smp_125480.1
OG0006865	FhHiC23_g9554.t1	Smp_213700.1
OG0006866	FhHiC23_g6172.t1	Smp_193610.1
OG0006867	FhHiC23_g16551.t1	Smp_123240.1
OG0006868	FhHiC23_g13092.t1	Smp_170030.1
OG0006869	FhHiC23_g6436.t1, FhHiC23_g6436.t2	Smp_007190.1
OG0006870	FhHiC23_g6535.t1	Smp_140830.1
OG0006871	FhHiC23_g16014.t1, FhHiC23_g16014.t2	Smp_123300.1
OG0006872	FhHiC23_g1867.t1	Smp_044400.1
OG0006873	FhHiC23_g11971.t1	Smp_139940.1
OG0006874	FhHiC23_g11599.t1	Smp_244240.1
OG0006875	FhHiC23_g8169.t1	Smp_002640.1
OG0006876	FhHiC23_g5814.t2	Smp_210450.1
OG0006877	FhHiC23_g1874.t1	Smp_039300.1
OG0006878	FhHiC23_g4222.t1	Smp_340870.1
OG0006879	FhHiC23_g7996.t1	Smp_187190.1
OG0006880	FhHiC23_g4034.t1, FhHiC23_g4034.t2	Smp_330000.1
OG0006881	FhHiC23_g16318.t1, FhHiC23_g16318.t2	Smp_141450.1
OG0006882	FhHiC23_g16398.t1	Smp_345850.1
OG0006883	FhHiC23_g9273.t1	Smp_196410.1
OG0006884	FhHiC23_g3232.t1	Smp_202630.1
OG0006885	FhHiC23_g4907.t1	Smp_035290.1
OG0006886	FhHiC23_g5231.t1	Smp_247030.1
OG0006887	FhHiC23_g9519.t1	Smp_213740.1
OG0006888	FhHiC23_g5782.t1	Smp_060490.1
OG0006889	FhHiC23_g16572.t1	Smp_176720.1
OG0006890	FhHiC23_g16304.t1, FhHiC23_g16303.t1	Smp_026770.1
OG0006891	FhHiC23_g553.t1	Smp_004200.1
OG0006892	FhHiC23_g7684.t1	Smp_026230.1
OG0006893	FhHiC23_g5667.t1	Smp_333650.1
OG0006894	FhHiC23_g9884.t1	Smp_125400.1
OG0006895	FhHiC23_g6145.t1	Smp_136130.1
