Orthogroup	fasciola_gigantica	schistosoma_mansoni
OG0005693	FGIG_04496	Smp_344450.1
OG0005694	FGIG_04554	Smp_341030.1, Smp_341030.2
OG0005695	FGIG_04598, FGIG_04597, FGIG_04596	Smp_245660.1
OG0005696	FGIG_04628	Smp_161450.1
OG0005697	FGIG_08016, FGIG_04645	Smp_075350.1
OG0005698	FGIG_04735	Smp_334010.1
OG0005699	FGIG_04761	Smp_163660.1
OG0005700	FGIG_04789, FGIG_12220, FGIG_04788	Smp_346130.1
OG0005701	FGIG_04875	Smp_068680.1
OG0005702	FGIG_04918	Smp_246270.1
OG0005703	FGIG_04938	Smp_176390.1
OG0005704	FGIG_04985	Smp_091480.1
OG0005705	FGIG_05068	Smp_332020.1
OG0005706	FGIG_05193	Smp_134010.1
OG0005707	FGIG_11327, FGIG_05243	Smp_063420.1
OG0005708	FGIG_05282	Smp_203970.1
OG0005709	FGIG_05294	Smp_167370.1
OG0005710	FGIG_05333	Smp_139480.1
OG0005711	FGIG_05404	Smp_174660.1
OG0005712	FGIG_05429	Smp_156240.1
OG0005713	FGIG_05486	Smp_138220.1
OG0005714	FGIG_05594	Smp_334750.1
OG0005715	FGIG_05643	Smp_159700.1
OG0005716	FGIG_05670	Smp_134660.1
OG0005717	FGIG_05772	Smp_042980.1
OG0005718	FGIG_05797	Smp_064150.1
OG0005719	FGIG_05817	Smp_180170.1
OG0005720	FGIG_06290, FGIG_06177, FGIG_05837	Smp_156890.1, Smp_156890.2
OG0005722	FGIG_06013, FGIG_06012, FGIG_06011	Smp_342320.1
OG0005723	FGIG_06025	Smp_055990.1
OG0005724	FGIG_06083	Smp_266980.1
OG0005725	FGIG_06112	Smp_247670.1
OG0005726	FGIG_06235	Smp_181130.1
OG0005727	FGIG_06281	Smp_055310.1
OG0005728	FGIG_06313	Smp_158150.1
OG0005729	FGIG_06316	Smp_136770.1
OG0005730	FGIG_06434	Smp_248090.1
OG0005731	FGIG_06524	Smp_129960.1
OG0005732	FGIG_06530	Smp_076880.1
OG0005733	FGIG_06557	Smp_152210.1
OG0005734	FGIG_06564	Smp_072660.1
OG0005735	FGIG_06600	Smp_077590.1
OG0005736	FGIG_06640	Smp_063030.1
OG0005737	FGIG_06648	Smp_168770.1
OG0005738	FGIG_06684	Smp_340420.1
OG0005739	FGIG_06754	Smp_102820.1
OG0005740	FGIG_06757	Smp_344400.1
OG0005741	FGIG_06763	Smp_322300.1, Smp_074400.1
OG0005742	FGIG_06863	Smp_173420.1
OG0005743	FGIG_06874	Smp_168620.1
OG0005744	FGIG_06880	Smp_094190.1
OG0005745	FGIG_06909	Smp_012980.1
OG0005746	FGIG_06963	Smp_019890.1, Smp_019890.2
OG0005747	FGIG_07005	Smp_213145.1
OG0005748	FGIG_07018, FGIG_07019	Smp_074200.1
OG0005749	FGIG_07080	Smp_344890.1
OG0005750	FGIG_07099	Smp_139420.1
OG0005751	FGIG_07130	Smp_033670.1
OG0005752	FGIG_07223	Smp_342440.1
OG0005753	FGIG_07242	Smp_247310.1
OG0005754	FGIG_07284	Smp_341310.1
OG0005755	FGIG_07394	Smp_124120.1
OG0005756	FGIG_07425	Smp_083400.1
OG0005757	FGIG_07440	Smp_100380.1
OG0005758	FGIG_07443	Smp_067780.1
OG0005759	FGIG_07483	Smp_141310.1
OG0005760	FGIG_07614	Smp_143490.1
OG0005761	FGIG_07723	Smp_055420.1
OG0005762	FGIG_07757	Smp_078780.1
OG0005763	FGIG_07770	Smp_016920.1
OG0005764	FGIG_07815	Smp_342920.1
OG0005765	FGIG_07871	Smp_073590.1
OG0005766	FGIG_07873	Smp_342780.1
OG0005767	FGIG_07910	Smp_151010.1
OG0005768	FGIG_07921	Smp_213180.1
OG0005769	FGIG_07996	Smp_076300.1
OG0005770	FGIG_08057	Smp_072340.1
OG0005771	FGIG_08088	Smp_148510.2, Smp_148510.1
OG0005772	FGIG_08097	Smp_026090.1
OG0005773	FGIG_08099	Smp_142120.1
OG0005774	FGIG_08103	Smp_333580.1
OG0005775	FGIG_08165	Smp_346890.1
OG0005776	FGIG_09177, FGIG_08203	Smp_123050.1
OG0005777	FGIG_08288	Smp_241860.1
OG0005778	FGIG_08297, FGIG_10221	Smp_169690.1
OG0005779	FGIG_08304	Smp_342860.1
OG0005780	FGIG_08401	Smp_127700.1
OG0005781	FGIG_08403	Smp_123230.1
OG0005782	FGIG_08459	Smp_105210.1
OG0005783	FGIG_08510	Smp_169960.1
OG0005784	FGIG_08537	Smp_316110.1
OG0005785	FGIG_08546	Smp_162500.1
OG0005786	FGIG_08606	Smp_061950.1
OG0005787	FGIG_10881, FGIG_08627	Smp_342510.1
OG0005788	FGIG_12014, FGIG_08629	Smp_157790.1
OG0005789	FGIG_08650, FGIG_12219	Smp_154330.1
OG0005790	FGIG_08705	Smp_079000.1
OG0005791	FGIG_08715	Smp_340440.1, Smp_340440.2
OG0005792	FGIG_08763, FGIG_11207	Smp_102450.1
OG0005793	FGIG_08775	Smp_174950.1
OG0005794	FGIG_08785	Smp_031310.2, Smp_031310.1, Smp_348820.2, Smp_348820.1
OG0005795	FGIG_08860, FGIG_08859	Smp_241430.1
OG0005796	FGIG_08884	Smp_138600.1
OG0005797	FGIG_08892	Smp_125360.1
OG0005798	FGIG_08927, FGIG_08926	Smp_148910.1
OG0005799	FGIG_08938	Smp_146240.1
OG0005800	FGIG_08954	Smp_069760.1
OG0005801	FGIG_11108, FGIG_08998	Smp_314220.1
OG0005802	FGIG_09016	Smp_153790.1, Smp_153790.2
OG0005803	FGIG_09024	Smp_331870.1
OG0005804	FGIG_09034	Smp_105780.1
OG0005805	FGIG_09189	Smp_156100.1
OG0005806	FGIG_09335	Smp_053020.1
OG0005807	FGIG_09345	Smp_334440.1, Smp_334440.2
OG0005808	FGIG_09449	Smp_090890.1
OG0005809	FGIG_09808, FGIG_09453	Smp_246040.1
OG0005810	FGIG_09488	Smp_158700.1
OG0005811	FGIG_09548	Smp_064860.1
OG0005812	FGIG_09607	Smp_302330.1
OG0005813	FGIG_09646	Smp_346930.1, Smp_346930.2
OG0005814	FGIG_09708	Smp_136540.1
OG0005815	FGIG_09767	Smp_021340.1
OG0005816	FGIG_09793	Smp_046090.1
OG0005817	FGIG_09866	Smp_012690.1
OG0005818	FGIG_09943	Smp_024970.1
OG0005819	FGIG_10118	Smp_048940.1
OG0005820	FGIG_10204	Smp_246530.1
OG0005821	FGIG_10275	Smp_173700.1
OG0005822	FGIG_10360	Smp_308030.1
OG0005823	FGIG_10379	Smp_154340.1
OG0005824	FGIG_10407	Smp_179710.1
OG0005825	FGIG_10485	Smp_035470.1
OG0005826	FGIG_10627	Smp_326130.1
OG0005827	FGIG_10660	Smp_310180.1
OG0005828	FGIG_10676	Smp_059710.1
OG0005829	FGIG_10701	Smp_103010.1
OG0005830	FGIG_10724	Smp_342230.1
OG0005831	FGIG_10829	Smp_128160.1
OG0005832	FGIG_10854	Smp_009830.1
OG0005833	FGIG_10867	Smp_134350.1
OG0005834	FGIG_11039, FGIG_11040	Smp_345040.1
OG0005835	FGIG_11133	Smp_136400.1
OG0005836	FGIG_11163	Smp_334540.1
OG0005837	FGIG_11222	Smp_248010.1
OG0005838	FGIG_11254	Smp_015720.1
OG0005839	FGIG_11268	Smp_073560.1
OG0005840	FGIG_11276	Smp_174680.1
OG0005841	FGIG_11298	Smp_163260.1
OG0005842	FGIG_11382	Smp_086210.1
OG0005843	FGIG_11440	Smp_077310.1
OG0005844	FGIG_11461	Smp_017830.1
OG0005845	FGIG_11467	Smp_010400.1
OG0005846	FGIG_11607	Smp_167200.1
OG0005847	FGIG_11665	Smp_175810.1
OG0005848	FGIG_11690	Smp_181090.1, Smp_181090.2
OG0005849	FGIG_11737, FGIG_11694	Smp_346400.1
OG0005850	FGIG_11837	Smp_337760.1
OG0005851	FGIG_11938	Smp_088600.1
OG0005852	FGIG_12009	Smp_337620.1
OG0005853	FGIG_12146	Smp_093840.1
OG0005854	FGIG_12243	Smp_151520.1
OG0005855	FGIG_12326	Smp_344950.1
OG0005856	FGIG_12519	Smp_174710.1
OG0005857	FGIG_12552	Smp_309110.1
OG0005892	FGIG_00016	Smp_083680.1
OG0005893	FGIG_00018	Smp_006840.1
OG0005894	FGIG_00072, FGIG_00071, FGIG_00073	Smp_244560.1
OG0005895	FGIG_00083, FGIG_00084	Smp_080870.1
OG0005896	FGIG_00150	Smp_172140.1
OG0005897	FGIG_00169	Smp_242890.1
OG0005898	FGIG_00171	Smp_124980.1
OG0005899	FGIG_00196	Smp_010820.1
OG0005900	FGIG_00203	Smp_161820.1
OG0005901	FGIG_00261	Smp_194700.1
OG0005902	FGIG_03471, FGIG_00276	Smp_322640.1
OG0005903	FGIG_00320	Smp_245260.1
OG0005904	FGIG_00382	Smp_130910.1
OG0005905	FGIG_00409	Smp_083880.1
OG0005906	FGIG_00439	Smp_009070.1
OG0005907	FGIG_00533	Smp_072460.1
OG0005908	FGIG_00582	Smp_147980.1
OG0005909	FGIG_00588	Smp_018170.1
OG0005910	FGIG_00668	Smp_212750.1
OG0005911	FGIG_00851	Smp_082370.1
OG0005912	FGIG_00858	Smp_196160.1
OG0005913	FGIG_00861	Smp_051070.1
OG0005914	FGIG_00865	Smp_337560.1
OG0005915	FGIG_00924	Smp_331790.1
OG0005916	FGIG_00939	Smp_161160.1
OG0005917	FGIG_00972	Smp_123470.1
OG0005918	FGIG_00977	Smp_210440.1
OG0005919	FGIG_01102	Smp_346620.1
OG0005920	FGIG_01131	Smp_345900.1
OG0005921	FGIG_01358	Smp_000740.1
OG0005922	FGIG_01393	Smp_162920.1
OG0005923	FGIG_01438	Smp_019920.1
OG0005924	FGIG_01484, FGIG_01483	Smp_244340.1, Smp_244340.2
OG0005925	FGIG_01502	Smp_066480.1
OG0005926	FGIG_01509	Smp_145930.1
OG0005927	FGIG_01582, FGIG_01581	Smp_105340.1
OG0005928	FGIG_01620	Smp_177040.1
OG0005929	FGIG_01624	Smp_074940.1
OG0005930	FGIG_01705	Smp_167140.1
OG0005931	FGIG_01752, FGIG_01751	Smp_052060.1
OG0005932	FGIG_01801	Smp_212240.1
OG0005933	FGIG_01890	Smp_170580.1
OG0005934	FGIG_01935	Smp_032500.1
OG0005935	FGIG_01960	Smp_033990.1
OG0005936	FGIG_02046	Smp_162520.1
OG0005937	FGIG_02059, FGIG_02058	Smp_156170.1
OG0005938	FGIG_02099	Smp_149960.1
OG0005939	FGIG_06014, FGIG_03841	Smp_331890.1
OG0005940	FGIG_02115	Smp_076860.1
OG0005941	FGIG_02142	Smp_318260.1, Smp_318260.2, Smp_318260.3
OG0005942	FGIG_02148	Smp_146290.1
OG0005943	FGIG_02239	Smp_153690.1
OG0005944	FGIG_02268	Smp_308140.1, Smp_308145.1
OG0005945	FGIG_02273	Smp_348730.1, Smp_086330.2, Smp_086330.1
OG0005946	FGIG_02359	Smp_163840.1
OG0005947	FGIG_02408	Smp_076230.1
OG0005948	FGIG_02438	Smp_213790.1
OG0005949	FGIG_02448	Smp_242440.1
OG0005950	FGIG_02460	Smp_337470.1
OG0005951	FGIG_02568	Smp_096410.1
OG0005952	FGIG_02611	Smp_340920.1
OG0005953	FGIG_02777	Smp_213440.1
OG0005954	FGIG_02792, FGIG_02793	Smp_335770.1
OG0005955	FGIG_02795	Smp_059570.1
OG0005956	FGIG_02874	Smp_347800.1
OG0005957	FGIG_02923, FGIG_12620	Smp_245120.1
OG0005958	FGIG_02947	Smp_197860.1
OG0005959	FGIG_10953, FGIG_03057	Smp_006860.1
OG0005960	FGIG_03072	Smp_143700.1
OG0005961	FGIG_03134	Smp_326750.1
OG0005962	FGIG_03169	Smp_342490.1
OG0005963	FGIG_03185	Smp_160610.1
OG0005964	FGIG_03336	Smp_300500.1
OG0005965	FGIG_03377	Smp_051260.1
OG0005966	FGIG_03397	Smp_172170.2, Smp_172170.1
OG0005967	FGIG_03402	Smp_052160.1
OG0005968	FGIG_03422	Smp_058350.1
OG0005969	FGIG_03460	Smp_302980.1
OG0005970	FGIG_03509	Smp_081470.1
OG0005971	FGIG_03517	Smp_073680.1
OG0005972	FGIG_03528	Smp_047400.1
OG0005973	FGIG_03547	Smp_346370.1
OG0005974	FGIG_03599	Smp_346750.1
OG0005975	FGIG_03738	Smp_148970.1
OG0005976	FGIG_03761	Smp_012810.1
OG0005977	FGIG_03775	Smp_343940.1
OG0005978	FGIG_03813	Smp_345340.1
OG0005979	FGIG_07288	Smp_035500.1
OG0005980	FGIG_03874	Smp_170930.1
OG0005981	FGIG_03938	Smp_127640.1
OG0005982	FGIG_04451, FGIG_03984	Smp_132540.1
OG0005983	FGIG_04068	Smp_071830.1
OG0005984	FGIG_04138	Smp_308820.1
OG0005985	FGIG_04144	Smp_035650.1
OG0005986	FGIG_04149	Smp_343930.1, Smp_343930.2
OG0005987	FGIG_04150	Smp_146250.1
OG0005988	FGIG_04190	Smp_198920.1
OG0005989	FGIG_04194	Smp_056900.1
OG0005990	FGIG_04223	Smp_333960.1
OG0005991	FGIG_04280, FGIG_04281	Smp_147570.1
OG0005992	FGIG_04441, FGIG_04442	Smp_310430.1
OG0005993	FGIG_04467	Smp_042150.1
OG0005994	FGIG_04549	Smp_336010.1
OG0005995	FGIG_04658	Smp_140990.1
OG0005996	FGIG_04704	Smp_054200.1
OG0005997	FGIG_04767	Smp_088390.1
OG0005998	FGIG_04782	Smp_125450.1
OG0005999	FGIG_04792	Smp_142790.1
OG0006000	FGIG_04908	Smp_244480.1
OG0006001	FGIG_04923	Smp_158170.1
OG0006002	FGIG_04934	Smp_146570.1
OG0006003	FGIG_04947	Smp_036270.1
OG0006004	FGIG_05064	Smp_176300.1
OG0006005	FGIG_05077	Smp_334150.1
OG0006006	FGIG_05083	Smp_245510.1
OG0006007	FGIG_05106	Smp_051290.1, Smp_051290.2
OG0006008	FGIG_05169	Smp_172640.1
OG0006009	FGIG_05208	Smp_043610.2
OG0006010	FGIG_05229	Smp_092750.1
OG0006011	FGIG_05267, FGIG_05266	Smp_134800.1
OG0006012	FGIG_05389	Smp_246340.1
OG0006013	FGIG_05439	Smp_333410.1
OG0006014	FGIG_05518	Smp_069170.1
OG0006015	FGIG_05536	Smp_042740.1
OG0006016	FGIG_05545	Smp_247430.1
OG0006017	FGIG_05546	Smp_149130.1
OG0006018	FGIG_05580	Smp_149400.1
OG0006019	FGIG_05585	Smp_343640.1
OG0006020	FGIG_05785	Smp_077280.1
OG0006021	FGIG_05799	Smp_059200.1
OG0006022	FGIG_05880	Smp_013300.1
OG0006023	FGIG_05909	Smp_341190.1
OG0006024	FGIG_05917	Smp_194900.1
OG0006025	FGIG_05927	Smp_244460.1
OG0006026	FGIG_05938	Smp_056440.1
OG0006027	FGIG_05950	Smp_340110.1
OG0006028	FGIG_05989	Smp_046800.1
OG0006029	FGIG_06002	Smp_021800.1
OG0006030	FGIG_06162	Smp_336360.1
OG0006031	FGIG_06250	Smp_124740.1
OG0006032	FGIG_06304, FGIG_06303	Smp_322970.1
OG0006033	FGIG_06351	Smp_161400.1
OG0006034	FGIG_06449	Smp_161500.1
OG0006035	FGIG_06455	Smp_340360.1
OG0006036	FGIG_06523	Smp_347540.1, Smp_347540.2
OG0006037	FGIG_06532	Smp_039000.1
OG0006038	FGIG_06567	Smp_072720.1
OG0006039	FGIG_06568	Smp_333860.1
OG0006040	FGIG_06651	Smp_350090.1
OG0006041	FGIG_06792	Smp_326410.1
OG0006042	FGIG_06799	Smp_073140.1
OG0006043	FGIG_06821	Smp_341220.1
OG0006044	FGIG_06839, FGIG_09285	Smp_092490.1
OG0006045	FGIG_06858	Smp_201130.2, Smp_201130.1
OG0006046	FGIG_06859	Smp_157070.1
OG0006047	FGIG_06862	Smp_173410.1
OG0006048	FGIG_06901	Smp_080530.1
OG0006049	FGIG_06934	Smp_210380.1
OG0006050	FGIG_06979	Smp_074930.1, Smp_074930.2
OG0006051	FGIG_07294	Smp_343530.1
OG0006052	FGIG_07314, FGIG_08950	Smp_149980.1
OG0006053	FGIG_07403	Smp_000180.1
OG0006054	FGIG_07424	Smp_243660.1
OG0006055	FGIG_07555, FGIG_12414	Smp_245300.1
OG0006056	FGIG_07596	Smp_146810.1
OG0006057	FGIG_07603	Smp_129100.1
OG0006058	FGIG_07629	Smp_044950.1
OG0006059	FGIG_07642	Smp_149900.1
OG0006060	FGIG_07735	Smp_346920.1
OG0006061	FGIG_07737	Smp_169300.1
OG0006062	FGIG_07768, FGIG_07767	Smp_175680.1, Smp_175680.2
OG0006063	FGIG_07773	Smp_139180.1
OG0006064	FGIG_07837	Smp_176150.1
OG0006065	FGIG_09557	Smp_157715.1
OG0006066	FGIG_07957, FGIG_07958	Smp_059880.1
OG0006067	FGIG_07984	Smp_051360.1
OG0006068	FGIG_08132	Smp_072210.1
OG0006069	FGIG_08136	Smp_319660.1, Smp_144720.1
OG0006070	FGIG_08226	Smp_138350.1
OG0006071	FGIG_08258	Smp_175230.1
OG0006072	FGIG_08317	Smp_146710.1
OG0006073	FGIG_08326	Smp_048930.1
OG0006075	FGIG_08364	Smp_073690.1
OG0006076	FGIG_08367, FGIG_12133	Smp_023230.1
OG0006077	FGIG_08374	Smp_157620.1
OG0006078	FGIG_08424	Smp_004060.1
OG0006079	FGIG_08462	Smp_337240.1
OG0006080	FGIG_08479	Smp_152850.1
OG0006081	FGIG_08526	Smp_043940.1
OG0006082	FGIG_08527	Smp_196370.1, Smp_196370.2
OG0006083	FGIG_08563	Smp_064400.1
OG0006084	FGIG_08568	Smp_336800.1
OG0006085	FGIG_10779, FGIG_08613	Smp_149330.1
OG0006086	FGIG_08731	Smp_098850.1
OG0006087	FGIG_08787	Smp_213880.1
OG0006088	FGIG_08882	Smp_050250.1
OG0006089	FGIG_08956	Smp_155360.1
OG0006090	FGIG_08982	Smp_131360.1
OG0006091	FGIG_09009	Smp_053820.1
OG0006092	FGIG_09050	Smp_076600.1
OG0006093	FGIG_09188	Smp_159180.1
OG0006094	FGIG_09274	Smp_173000.1
OG0006095	FGIG_09620	Smp_102510.1
OG0006096	FGIG_09689	Smp_161140.1
OG0006097	FGIG_09715	Smp_096750.1, Smp_329590.1
OG0006098	FGIG_09726	Smp_342000.1
OG0006099	FGIG_09757	Smp_304800.1
OG0006100	FGIG_09760	Smp_323890.1
OG0006101	FGIG_09771	Smp_083740.1
OG0006102	FGIG_09799	Smp_041890.1
OG0006103	FGIG_09897, FGIG_09898	Smp_142560.1
OG0006104	FGIG_09904	Smp_030220.1
OG0006105	FGIG_09948	Smp_331660.1, Smp_178810.1
OG0006106	FGIG_09973	Smp_052890.1
OG0006107	FGIG_09976	Smp_066960.1
OG0006108	FGIG_10009	Smp_156850.2, Smp_308910.1, Smp_156850.1
OG0006109	FGIG_10044	Smp_053120.1
OG0006110	FGIG_10049	Smp_172460.1
OG0006111	FGIG_10113	Smp_038330.1
OG0006112	FGIG_10226	Smp_158180.1
OG0006113	FGIG_10252	Smp_134230.2, Smp_134230.1
OG0006114	FGIG_10556, FGIG_10273	Smp_211300.1
OG0006115	FGIG_10337	Smp_347730.1
OG0006116	FGIG_10344	Smp_124590.1
OG0006117	FGIG_10442	Smp_346270.1
OG0006118	FGIG_10496	Smp_032580.1
OG0006119	FGIG_10529	Smp_102480.1
OG0006120	FGIG_10569	Smp_040280.1
OG0006121	FGIG_10579	Smp_173650.1
OG0006122	FGIG_10586	Smp_140900.1
OG0006123	FGIG_10590	Smp_341140.1
OG0006124	FGIG_10595	Smp_002740.1
OG0006125	FGIG_10662	Smp_336740.1
OG0006126	FGIG_10703	Smp_013370.1
OG0006127	FGIG_10725	Smp_149710.1
OG0006128	FGIG_10751	Smp_008120.1
OG0006129	FGIG_11814, FGIG_10752	Smp_058470.1
OG0006130	FGIG_10821, FGIG_10822	Smp_141330.1
OG0006131	FGIG_10927, FGIG_13984	Smp_127500.1, Smp_127500.2
OG0006132	FGIG_10944, FGIG_10943	Smp_311170.1
OG0006133	FGIG_10962	Smp_001120.1
OG0006134	FGIG_10976	Smp_155060.1
OG0006135	FGIG_10981	Smp_142930.1
OG0006136	FGIG_11014, FGIG_11188	Smp_160180.1
OG0006137	FGIG_11021	Smp_307080.1
OG0006138	FGIG_11023	Smp_322650.1
OG0006139	FGIG_11069	Smp_064950.1
OG0006140	FGIG_11074	Smp_027500.1, Smp_027500.2
OG0006141	FGIG_11129	Smp_129060.1
OG0006143	FGIG_11445, FGIG_11237	Smp_096270.1
OG0006144	FGIG_11242	Smp_018530.1
OG0006145	FGIG_11257	Smp_054810.1
OG0006146	FGIG_11274	Smp_042080.1
OG0006147	FGIG_11300	Smp_046500.1, Smp_046500.2
OG0006148	FGIG_11321	Smp_001020.1
OG0006149	FGIG_11387	Smp_311580.1, Smp_322580.1, Smp_346050.1, Smp_315990.1
OG0006150	FGIG_11446	Smp_125780.1
OG0006151	FGIG_11455	Smp_196690.1
OG0006152	FGIG_11474	Smp_050920.1
OG0006153	FGIG_11530	Smp_343190.1
OG0006154	FGIG_11547	Smp_074150.1
OG0006155	FGIG_11830	Smp_039740.1
OG0006156	FGIG_11874	Smp_070020.1
OG0006157	FGIG_11878	Smp_345290.1, Smp_163030.1
OG0006158	FGIG_11954	Smp_163720.1
OG0006159	FGIG_12040	Smp_154980.1
OG0006160	FGIG_12105	Smp_060270.1
OG0006161	FGIG_12166	Smp_103380.1
OG0006162	FGIG_12313	Smp_335750.1
OG0006163	FGIG_12372	Smp_064640.1
OG0006164	FGIG_12474	Smp_148160.1
OG0006166	FGIG_12529	Smp_004680.1
OG0006167	FGIG_12579	Smp_101450.1, Smp_330330.1
OG0006168	FGIG_12633	Smp_005290.1
OG0006225	FGIG_00026	Smp_030250.1
OG0006226	FGIG_00055, FGIG_06305	Smp_068220.1
OG0006227	FGIG_00060	Smp_147420.1
OG0006228	FGIG_00068	Smp_186930.1
OG0006229	FGIG_00075	Smp_054310.1
OG0006230	FGIG_00139, FGIG_09738, FGIG_02679	Smp_315720.1
OG0006231	FGIG_00166	Smp_247210.1
OG0006233	FGIG_00324	Smp_097210.1
OG0006234	FGIG_00325	Smp_267080.1
OG0006235	FGIG_00406, FGIG_00424, FGIG_00421	Smp_213730.1
OG0006236	FGIG_00448	Smp_196810.1
OG0006237	FGIG_00450	Smp_049680.1
OG0006238	FGIG_00472	Smp_072970.1
OG0006239	FGIG_00474	Smp_247570.1
OG0006240	FGIG_00494, FGIG_00495	Smp_045600.1
OG0006241	FGIG_00551	Smp_022090.1
OG0006242	FGIG_12664, FGIG_00622	Smp_343950.1
OG0006243	FGIG_00637	Smp_061650.1
OG0006244	FGIG_00766	Smp_000830.1
OG0006245	FGIG_00777, FGIG_00776	Smp_155620.1
OG0006246	FGIG_00799	Smp_067890.1
OG0006247	FGIG_00862	Smp_051080.1
OG0006248	FGIG_00890	Smp_046290.1
OG0006249	FGIG_00933	Smp_146940.1
OG0006250	FGIG_00958	Smp_008500.1
OG0006251	FGIG_01056	Smp_244310.1
OG0006252	FGIG_01080	Smp_301800.1
OG0006253	FGIG_09181, FGIG_01105	Smp_300090.1
OG0006254	FGIG_01121	Smp_104450.1
OG0006255	FGIG_01124	Smp_332460.1
OG0006256	FGIG_01136	Smp_148540.1
OG0006257	FGIG_04631, FGIG_01141	Smp_033400.2, Smp_033400.1
OG0006258	FGIG_01246	Smp_342580.1
OG0006259	FGIG_01260, FGIG_01261	Smp_300150.1
OG0006260	FGIG_01269	Smp_089700.1
OG0006261	FGIG_01386, FGIG_01385	Smp_114565.1
OG0006262	FGIG_01406	Smp_117390.1, Smp_331940.1
OG0006263	FGIG_01444, FGIG_06726	Smp_334560.1
OG0006264	FGIG_01450	Smp_313640.1, Smp_313640.2
OG0006265	FGIG_01474	Smp_099320.1
OG0006266	FGIG_01521, FGIG_01522	Smp_169030.1
OG0006267	FGIG_01531	Smp_247190.1
OG0006268	FGIG_11114	Smp_317130.1
OG0006268	FGIG_01654	Smp_330620.1
OG0006269	FGIG_01663	Smp_161290.1
OG0006270	FGIG_01788	Smp_168610.1
OG0006271	FGIG_01813	Smp_204020.1
OG0006272	FGIG_01877	Smp_341060.1
OG0006273	FGIG_01880	Smp_342950.1
OG0006274	FGIG_01909	Smp_136690.1
OG0006275	FGIG_02097	Smp_053990.1
OG0006276	FGIG_02118	Smp_170210.1
OG0006277	FGIG_02172	Smp_241950.1
OG0006278	FGIG_02173	Smp_040110.1
OG0006279	FGIG_02204	Smp_049520.1
OG0006280	FGIG_02259	Smp_017880.1
OG0006281	FGIG_02319	Smp_140370.1
OG0006282	FGIG_02396	Smp_334340.1
OG0006283	FGIG_02470	Smp_308360.1
OG0006284	FGIG_02617, FGIG_12218	Smp_312770.1
OG0006285	FGIG_02631	Smp_047460.1
OG0006286	FGIG_02651	Smp_213040.1
OG0006287	FGIG_02696	Smp_009020.1
OG0006288	FGIG_02732, FGIG_02733	Smp_342270.1
OG0006289	FGIG_02774	Smp_334330.1
OG0006290	FGIG_02808	Smp_342650.1
OG0006291	FGIG_02861	Smp_096000.1
OG0006292	FGIG_02864	Smp_100070.1
OG0006293	FGIG_02873	Smp_031720.1
OG0006294	FGIG_02897, FGIG_12580	Smp_159560.1
OG0006295	FGIG_02916	Smp_022990.1
OG0006296	FGIG_12568, FGIG_02930	Smp_332610.1
OG0006297	FGIG_02936, FGIG_02935	Smp_323790.1
OG0006298	FGIG_02955	Smp_048650.1
OG0006299	FGIG_03008	Smp_346660.1
OG0006300	FGIG_03043	Smp_021730.1
OG0006301	FGIG_03060	Smp_322610.1
OG0006302	FGIG_03099	Smp_047740.1
OG0006303	FGIG_03117	Smp_133860.1
OG0006304	FGIG_03123	Smp_315860.1, Smp_315860.2
OG0006305	FGIG_03126	Smp_100140.1
OG0006306	FGIG_03193, FGIG_08482	Smp_151920.1
OG0006307	FGIG_03350	Smp_342080.1, Smp_342080.2
OG0006308	FGIG_03514	Smp_315840.1
OG0006309	FGIG_03636	Smp_336750.1
OG0006310	FGIG_03648	Smp_044580.1
OG0006311	FGIG_03661	Smp_099420.1
OG0006312	FGIG_03684	Smp_087330.1
OG0006313	FGIG_03696	Smp_059100.1
OG0006314	FGIG_03713	Smp_141610.1
OG0006315	FGIG_03720	Smp_130340.1
OG0006316	FGIG_03811, FGIG_03812	Smp_100090.1
OG0006317	FGIG_03875	Smp_094560.1
OG0006318	FGIG_03888	Smp_158240.1
OG0006319	FGIG_03907, FGIG_03908, FGIG_03906	Smp_342090.1
OG0006320	FGIG_03957	Smp_329760.1
OG0006321	FGIG_04040	Smp_244790.1
OG0006322	FGIG_04082	Smp_180570.1
OG0006323	FGIG_04136	Smp_172340.1
OG0006324	FGIG_04163	Smp_073410.1
OG0006325	FGIG_04216	Smp_245170.1
OG0006326	FGIG_04422, FGIG_04423, FGIG_08169	Smp_318500.1
OG0006327	FGIG_04492, FGIG_04491	Smp_003900.1
OG0006328	FGIG_04497	Smp_349780.1
OG0006329	FGIG_04500	Smp_159860.1
OG0006330	FGIG_04553	Smp_052750.1
OG0006331	FGIG_04577	Smp_080610.1
OG0006332	FGIG_04582	Smp_346840.1
OG0006333	FGIG_04670	Smp_074020.1
OG0006334	FGIG_04684	Smp_085490.1
OG0006335	FGIG_04751	Smp_134540.1
OG0006336	FGIG_04777	Smp_333420.1
OG0006337	FGIG_04780	Smp_024390.1
OG0006338	FGIG_04804	Smp_077400.1
OG0006339	FGIG_04931	Smp_118040.1
OG0006340	FGIG_04957, FGIG_05164	Smp_198930.1
OG0006341	FGIG_05004	Smp_311440.1
OG0006342	FGIG_05037, FGIG_05036, FGIG_05038	Smp_334600.1
OG0006343	FGIG_05060, FGIG_05091	Smp_018590.1
OG0006344	FGIG_05103	Smp_079430.1
OG0006345	FGIG_05236	Smp_344150.1
