Orthogroup	fasciola_gigantica	schistosoma_mansoni
OG0001744	FGIG_06776	Smp_099930.1
OG0001745	FGIG_10942, FGIG_06817	Smp_133270.1
OG0001746	FGIG_07007, FGIG_11346	Smp_058050.1, Smp_058050.2
OG0001747	FGIG_10446, FGIG_07087	Smp_245100.1
OG0001748	FGIG_07196	Smp_029370.1
OG0001749	FGIG_07207	Smp_181050.1
OG0001750	FGIG_07290, FGIG_11354	Smp_139090.1
OG0001751	FGIG_07350	Smp_103160.1
OG0001752	FGIG_07833, FGIG_07832, FGIG_07400	Smp_101970.1
OG0001753	FGIG_07740	Smp_155480.1
OG0001754	FGIG_07797, FGIG_07796	Smp_194730.1
OG0001755	FGIG_07829	Smp_085240.1
OG0001756	FGIG_08210	Smp_129630.1
OG0001757	FGIG_08253	Smp_171140.1, Smp_171140.2
OG0001758	FGIG_12341, FGIG_08329	Smp_143920.3, Smp_143920.1, Smp_143920.2
OG0001759	FGIG_12373, FGIG_08557, FGIG_11928	Smp_083990.1
OG0001760	FGIG_08695, FGIG_08696, FGIG_08694	Smp_000300.1
OG0001761	FGIG_12460, FGIG_09474, FGIG_09475, FGIG_08736	Smp_329130.1, Smp_171490.1
OG0001762	FGIG_08880, FGIG_11962	Smp_346390.1
OG0001763	FGIG_08936	Smp_120920.1
OG0001764	FGIG_09029, FGIG_09028	Smp_151310.1
OG0001765	FGIG_09205	Smp_019040.1
OG0001766	FGIG_09234	Smp_176410.2, Smp_176410.1
OG0001767	FGIG_12380, FGIG_09314	Smp_031050.1
OG0001768	FGIG_09327	Smp_331170.2, Smp_331170.1
OG0001769	FGIG_09331	Smp_125930.1
OG0001770	FGIG_09332	Smp_136110.1
OG0001771	FGIG_09366	Smp_049000.1
OG0001772	FGIG_09813	Smp_172530.1
OG0001773	FGIG_09836	Smp_084380.1
OG0001774	FGIG_09938	Smp_139980.1
OG0001775	FGIG_10075	Smp_130410.1
OG0001776	FGIG_10105	Smp_166660.1, Smp_166660.2
OG0001777	FGIG_10186	Smp_104720.1
OG0001778	FGIG_10398	Smp_154270.1, Smp_154270.2
OG0001779	FGIG_10521	Smp_347280.1
OG0001780	FGIG_10677	Smp_035310.1
OG0001781	FGIG_10803, FGIG_11244	Smp_213810.1
OG0001782	FGIG_10806	Smp_030000.1
OG0001783	FGIG_10960	Smp_012860.1
OG0001784	FGIG_11263	Smp_122030.1
OG0001785	FGIG_11277	Smp_346470.1
OG0001786	FGIG_11466	Smp_156270.1
OG0001787	FGIG_11743	Smp_099310.1, Smp_099310.2
OG0001788	FGIG_11918	Smp_113630.1
OG0001789	FGIG_12472	Smp_176080.1
OG0001790	FGIG_12557	Smp_059810.1
OG0001800	FGIG_00037	Smp_340370.1
OG0001801	FGIG_00130	Smp_340310.1
OG0001802	FGIG_00149	Smp_341860.1
OG0001803	FGIG_00286	Smp_060660.1, Smp_154730.1
OG0001804	FGIG_00398	Smp_056930.1
OG0001805	FGIG_00507, FGIG_00508	Smp_143260.1, Smp_143260.2
OG0001806	FGIG_00525	Smp_315780.1, Smp_315780.2
OG0001807	FGIG_00587	Smp_018160.1
OG0001808	FGIG_00700	Smp_306810.1
OG0001809	FGIG_00729	Smp_126020.1
OG0001810	FGIG_00762	Smp_340650.1, Smp_340650.2
OG0001811	FGIG_05656	Smp_092500.1
OG0001811	FGIG_00833	Smp_322730.1
OG0001812	FGIG_00836	Smp_244230.1
OG0001813	FGIG_00936	Smp_333090.1
OG0001814	FGIG_00962	Smp_024660.1
OG0001815	FGIG_01073, FGIG_01074	Smp_124660.1
OG0001816	FGIG_01170	Smp_131030.1
OG0001817	FGIG_01315	Smp_054600.1
OG0001818	FGIG_01476	Smp_046810.1
OG0001819	FGIG_01638	Smp_039670.1, Smp_039670.2
OG0001820	FGIG_01817, FGIG_01816	Smp_018360.1
OG0001821	FGIG_01822	Smp_165490.1
OG0001821	FGIG_03077	Smp_030710.1
OG0001822	FGIG_01856, FGIG_12355	Smp_127940.1
OG0001823	FGIG_02236, FGIG_05411	Smp_163790.1
OG0001824	FGIG_02287	Smp_135240.1
OG0001825	FGIG_02531	Smp_247360.1
OG0001826	FGIG_02634	Smp_166550.1
OG0001827	FGIG_12499	Smp_213070.1, Smp_213060.1
OG0001828	FGIG_02847	Smp_049140.1, Smp_049140.2, Smp_049140.3
OG0001829	FGIG_02872	Smp_120700.1
OG0001829	FGIG_03015	Smp_086590.1
OG0001830	FGIG_02879, FGIG_12693	Smp_159910.1
OG0001831	FGIG_02881	Smp_197480.1
OG0001832	FGIG_02973	Smp_337380.1
OG0001833	FGIG_02974	Smp_243500.1, Smp_333450.1
OG0001834	FGIG_02991	Smp_156670.1
OG0001835	FGIG_11589, FGIG_03039	Smp_099030.1, Smp_099030.2
OG0001836	FGIG_03199	Smp_304090.1, Smp_304090.2, Smp_322130.1
OG0001837	FGIG_03271	Smp_136280.1, Smp_136280.3, Smp_136280.2
OG0001838	FGIG_03289	Smp_085830.1, Smp_085830.2
OG0001839	FGIG_03331	Smp_099630.1
OG0001840	FGIG_03379	Smp_142640.1, Smp_142640.3, Smp_142640.2
OG0001841	FGIG_03429	Smp_142770.1
OG0001842	FGIG_03482, FGIG_12479	Smp_144750.1
OG0001843	FGIG_03549	Smp_159150.1
OG0001844	FGIG_03580	Smp_180180.1, Smp_316540.1
OG0001845	FGIG_03666	Smp_134530.1
OG0001846	FGIG_11334, FGIG_03780, FGIG_03781	Smp_306640.1
OG0001847	FGIG_03848	Smp_134370.1
OG0001848	FGIG_04380	Smp_158730.1
OG0001849	FGIG_04452	Smp_214060.1
OG0001850	FGIG_04633	Smp_137040.1
OG0001851	FGIG_04765	Smp_049150.1
OG0001852	FGIG_04961	Smp_094870.1
OG0001853	FGIG_05001	Smp_171620.2, Smp_171620.1, Smp_028190.1
OG0001854	FGIG_05079, FGIG_05080	Smp_335950.1, Smp_332370.1, Smp_331960.1
OG0001855	FGIG_05092	Smp_179930.1
OG0001856	FGIG_05147	Smp_150890.1
OG0001857	FGIG_05152	Smp_174630.1
OG0001858	FGIG_05246	Smp_342620.1, Smp_342620.2
OG0001859	FGIG_05352	Smp_011980.1
OG0001860	FGIG_12696, FGIG_05529, FGIG_08194	Smp_165420.1
OG0001861	FGIG_05537	Smp_145310.1
OG0001862	FGIG_05612	Smp_304320.1
OG0001863	FGIG_05675	Smp_325900.1, Smp_324100.1, Smp_316850.1
OG0001864	FGIG_05957, FGIG_05774, FGIG_05958	Smp_042990.1
OG0001865	FGIG_05792	Smp_244970.1
OG0001866	FGIG_05934, FGIG_07819, FGIG_07820	Smp_247980.2, Smp_247980.1
OG0001867	FGIG_06039	Smp_147330.1
OG0001868	FGIG_06184	Smp_348670.1, Smp_006920.1
OG0001869	FGIG_12654, FGIG_06195, FGIG_06196	Smp_155050.1
OG0001870	FGIG_06239	Smp_164540.1
OG0001871	FGIG_06490	Smp_152130.1
OG0001872	FGIG_06502, FGIG_08638	Smp_150590.1, Smp_340880.1, Smp_340880.2
OG0001873	FGIG_06583	Smp_115290.1
OG0001874	FGIG_06688, FGIG_07094	Smp_158430.1
OG0001875	FGIG_06832	Smp_168730.1
OG0001876	FGIG_06870	Smp_333400.2, Smp_333400.1, Smp_333400.3
OG0001877	FGIG_06876	Smp_084140.1
OG0001878	FGIG_07481, FGIG_07111	Smp_343340.1
OG0001879	FGIG_07185	Smp_175950.1
OG0001880	FGIG_07399	Smp_076050.1
OG0001881	FGIG_08617, FGIG_07427	Smp_180520.1
OG0001882	FGIG_10254, FGIG_07480	Smp_344930.1, Smp_344930.2
OG0001883	FGIG_07514	Smp_028360.1
OG0001884	FGIG_07616	Smp_080700.1
OG0001885	FGIG_07748	Smp_157140.1
OG0001886	FGIG_07805	Smp_344270.1
OG0001887	FGIG_07966	Smp_105910.1
OG0001888	FGIG_08128, FGIG_09905, FGIG_12317	Smp_138500.1
OG0001889	FGIG_08133	Smp_344720.1
OG0001890	FGIG_08277	Smp_128210.2, Smp_128210.1
OG0001891	FGIG_08290	Smp_317620.1, Smp_131380.1, Smp_164040.1
OG0001892	FGIG_08312	Smp_055200.1, Smp_055200.2
OG0001893	FGIG_08493	Smp_303770.1, Smp_318850.1
OG0001894	FGIG_08662	Smp_154530.1
OG0001895	FGIG_08712	Smp_166290.1
OG0001896	FGIG_08759	Smp_012670.1
OG0001897	FGIG_08889	Smp_144920.1
OG0001898	FGIG_09045	Smp_311360.1, Smp_311360.2, Smp_311360.3
OG0001899	FGIG_09165, FGIG_12532	Smp_054610.1
OG0001900	FGIG_09208	Smp_211020.1, Smp_211020.2
OG0001901	FGIG_09292, FGIG_09291	Smp_165960.1
OG0001902	FGIG_09325, FGIG_09326	Smp_332570.1
OG0001903	FGIG_11383, FGIG_09404	Smp_040080.1, Smp_040080.2
OG0001904	FGIG_09502	Smp_058170.1
OG0001905	FGIG_09751	Smp_343200.1
OG0001906	FGIG_09783	Smp_172780.1
OG0001907	FGIG_09790	Smp_343350.1
OG0001908	FGIG_10713, FGIG_10014	Smp_134720.1, Smp_309500.1, Smp_309510.1, Smp_350060.1, Smp_335880.1
OG0001909	FGIG_10056	Smp_213800.1
OG0001910	FGIG_10144	Smp_071150.1
OG0001911	FGIG_10217	Smp_060900.1
OG0001912	FGIG_10259	Smp_150280.1
OG0001913	FGIG_10326	Smp_027450.1
OG0001914	FGIG_10404, FGIG_10403	Smp_018280.1
OG0001915	FGIG_10465, FGIG_11686	Smp_146720.1
OG0001916	FGIG_10612, FGIG_10605	Smp_162900.1, Smp_162900.2
OG0001917	FGIG_12536, FGIG_11628	Smp_145620.1
OG0001918	FGIG_12348, FGIG_11631	Smp_017230.1
OG0001919	FGIG_11652	Smp_000130.1
OG0001920	FGIG_11748	Smp_322710.1, Smp_322700.1, Smp_322700.2
OG0001921	FGIG_11845	Smp_048240.1
OG0001922	FGIG_11872	Smp_098980.1
OG0001923	FGIG_11902	Smp_332950.1
OG0001924	FGIG_11939	Smp_340680.1
OG0001925	FGIG_12270, FGIG_11988	Smp_340520.1, Smp_340520.2, Smp_327820.1, Smp_348910.1
OG0001926	FGIG_12026	Smp_056990.1
OG0001927	FGIG_12178	Smp_048540.1
OG0001941	FGIG_00126	Smp_141770.1
OG0001942	FGIG_00190	Smp_035620.1
OG0001943	FGIG_00220	Smp_324060.1, Smp_306730.1, Smp_306740.1, Smp_306750.1, Smp_324080.1
OG0001944	FGIG_00245	Smp_100120.1
OG0001945	FGIG_00280, FGIG_00284, FGIG_00283, FGIG_00281, FGIG_00285	Smp_343310.1
OG0001946	FGIG_00457	Smp_246260.1
OG0001947	FGIG_00619	Smp_103950.1
OG0001948	FGIG_00736	Smp_147140.1
OG0001949	FGIG_00760	Smp_140020.1
OG0001950	FGIG_00800	Smp_039180.1
OG0001951	FGIG_00894	Smp_207000.1
OG0001952	FGIG_01038	Smp_122780.1
OG0001953	FGIG_01050	Smp_337580.1
OG0001954	FGIG_01129	Smp_024140.1
OG0001955	FGIG_01306	Smp_246880.1
OG0001956	FGIG_08032, FGIG_01323	Smp_153810.1
OG0001957	FGIG_01445	Smp_179380.1
OG0001958	FGIG_01525	Smp_010110.1
OG0001959	FGIG_01707	Smp_071550.1
OG0001960	FGIG_01709	Smp_020040.1
OG0001961	FGIG_12229, FGIG_01718, FGIG_01717, FGIG_12228	Smp_337010.1
OG0001962	FGIG_01870	Smp_149500.1, Smp_149500.2
OG0001963	FGIG_01934	Smp_079410.1
OG0001964	FGIG_01965	Smp_331440.1, Smp_331480.1, Smp_331460.1
OG0001965	FGIG_01978	Smp_039130.1
OG0001966	FGIG_01994	Smp_171870.1
OG0001967	FGIG_02023	Smp_345970.1, Smp_345970.2
OG0001968	FGIG_02090	Smp_246470.1
OG0001969	FGIG_02108	Smp_140800.1
OG0001970	FGIG_02292	Smp_083710.1
OG0001971	FGIG_02395	Smp_137930.1
OG0001972	FGIG_02971	Smp_138310.1, Smp_138310.2
OG0001973	FGIG_02972	Smp_205760.1
OG0001974	FGIG_03001, FGIG_03000, FGIG_03002	Smp_247400.1
OG0001975	FGIG_03194	Smp_124390.1
OG0001976	FGIG_03267	Smp_031100.1, Smp_303540.1
OG0001977	FGIG_03396	Smp_128000.1
OG0001978	FGIG_03425	Smp_247420.1, Smp_247420.2
OG0001979	FGIG_03430	Smp_156410.1
OG0001980	FGIG_03446	Smp_129430.1
OG0001981	FGIG_03545	Smp_320120.1, Smp_180200.1
OG0001982	FGIG_03564	Smp_094890.1, Smp_094890.2
OG0001983	FGIG_03619	Smp_343630.1
OG0001984	FGIG_03674	Smp_169980.1
OG0001985	FGIG_03737, FGIG_03736	Smp_151420.1
OG0001986	FGIG_03793	Smp_173880.1
OG0001987	FGIG_03835	Smp_165030.1
OG0001988	FGIG_04295	Smp_167500.1
OG0001989	FGIG_04368	Smp_174090.1
OG0001990	FGIG_04430	Smp_156720.1, Smp_156720.2
OG0001991	FGIG_04551	Smp_345070.1, Smp_345070.2
OG0001992	FGIG_04557, FGIG_04558, FGIG_11227, FGIG_08602, FGIG_04556, FGIG_04555, FGIG_08601	Smp_128110.1
OG0001993	FGIG_04621, FGIG_11304, FGIG_11303	Smp_042810.1
OG0001994	FGIG_04647, FGIG_09294	Smp_245470.1
OG0001995	FGIG_04654	Smp_140030.1
OG0001996	FGIG_04771	Smp_069880.1
OG0001996	FGIG_04770	Smp_069870.1
OG0001997	FGIG_04930	Smp_337290.1
OG0001998	FGIG_04945	Smp_016600.1
OG0001999	FGIG_13995, FGIG_05007	Smp_245680.1
OG0002000	FGIG_05071, FGIG_05073	Smp_347640.1
OG0002001	FGIG_05351, FGIG_10322	Smp_305490.1
OG0002002	FGIG_05474	Smp_301670.1
OG0002003	FGIG_05597	Smp_176290.1
OG0002004	FGIG_05610, FGIG_08593	Smp_007660.1, Smp_007660.2
OG0002005	FGIG_05614	Smp_104600.1
OG0002006	FGIG_05620, FGIG_12403	Smp_042630.1
OG0002007	FGIG_05753	Smp_001095.1, Smp_001090.1
OG0002008	FGIG_05878, FGIG_05879	Smp_246610.1
OG0002009	FGIG_05904	Smp_136210.1
OG0002010	FGIG_06031	Smp_045230.1
OG0002011	FGIG_06078	Smp_150840.1
OG0002012	FGIG_06082	Smp_021460.1, Smp_133770.1
OG0002013	FGIG_06141	Smp_305560.1
OG0002014	FGIG_11116, FGIG_09556, FGIG_06161	Smp_156350.1
OG0002015	FGIG_12200, FGIG_06387	Smp_002280.1
OG0002016	FGIG_06393	Smp_308440.1
OG0002017	FGIG_06543	Smp_123440.1
OG0002018	FGIG_06578, FGIG_06579	Smp_172090.1
OG0002019	FGIG_07624	Smp_052140.1
OG0002020	FGIG_07652	Smp_164590.1
OG0002021	FGIG_07835	Smp_312730.1
OG0002022	FGIG_07928	Smp_168500.1
OG0002023	FGIG_07949	Smp_000190.1
OG0002024	FGIG_08028	Smp_152230.1
OG0002025	FGIG_08079, FGIG_08077, FGIG_08078	Smp_105960.1
OG0002026	FGIG_08218	Smp_134300.1
OG0002027	FGIG_08231	Smp_315010.2
OG0002028	FGIG_08327, FGIG_10920	Smp_148360.1
OG0002029	FGIG_08478	Smp_152860.1
OG0002030	FGIG_08503	Smp_013520.1
OG0002031	FGIG_08525, FGIG_08524	Smp_343880.1
OG0002032	FGIG_08730	Smp_127840.1
OG0002033	FGIG_08755, FGIG_08754	Smp_073940.1
OG0002034	FGIG_08831	Smp_169700.1
OG0002035	FGIG_08871	Smp_076390.1, Smp_076390.2
OG0002036	FGIG_08929	Smp_091650.1
OG0002037	FGIG_09110	Smp_147650.1
OG0002038	FGIG_09222, FGIG_09223	Smp_038870.1
OG0002039	FGIG_09256	Smp_124430.1
OG0002040	FGIG_09293	Smp_331650.3, Smp_331650.2, Smp_331650.4, Smp_331650.1, Smp_332860.1, Smp_332860.2
OG0002041	FGIG_09352	Smp_135500.1
OG0002042	FGIG_09643	Smp_076530.1
OG0002043	FGIG_09653	Smp_026390.1
OG0002044	FGIG_09704	Smp_127270.1
OG0002045	FGIG_09717	Smp_166220.1
OG0002046	FGIG_09852	Smp_145210.1
OG0002047	FGIG_10163	Smp_039490.1
OG0002048	FGIG_10239	Smp_005020.1
OG0002049	FGIG_10299, FGIG_11534	Smp_315580.1
OG0002050	FGIG_10507	Smp_146360.1
OG0002051	FGIG_10793	Smp_160870.1
OG0002052	FGIG_10797	Smp_051390.1
OG0002053	FGIG_10820	Smp_062520.1
OG0002054	FGIG_10935	Smp_036010.1
OG0002055	FGIG_10947	Smp_151720.1
OG0002056	FGIG_11048	Smp_214020.1, Smp_214020.2
OG0002057	FGIG_11544	Smp_211330.1
OG0002058	FGIG_11772	Smp_103740.1
OG0002059	FGIG_11780	Smp_135130.1
OG0002060	FGIG_11842	Smp_053420.1
OG0002061	FGIG_12110	Smp_022850.1
OG0002062	FGIG_12184	Smp_309210.1
OG0002063	FGIG_12410	Smp_245590.1
OG0002073	FGIG_00082	Smp_144850.1
OG0002074	FGIG_00101	Smp_170150.1
OG0002075	FGIG_00132	Smp_094820.1
OG0002076	FGIG_07077, FGIG_07078, FGIG_00206	Smp_065610.1
OG0002077	FGIG_00216, FGIG_09924	Smp_153480.1
OG0002078	FGIG_00312	Smp_067140.1
OG0002079	FGIG_00383	Smp_060480.1
OG0002080	FGIG_00484	Smp_063530.1, Smp_063530.2
OG0002081	FGIG_00552, FGIG_08298	Smp_153410.1
OG0002082	FGIG_00579, FGIG_00578	Smp_335820.1, Smp_069120.1
OG0002083	FGIG_00658, FGIG_09985	Smp_044000.1
OG0002084	FGIG_00755, FGIG_00754	Smp_244080.1
OG0002085	FGIG_00781	Smp_018710.1
OG0002086	FGIG_09005, FGIG_00788	Smp_345280.1
OG0002087	FGIG_00882	Smp_173380.1, Smp_173380.2
OG0002088	FGIG_00913	Smp_083380.1
OG0002089	FGIG_00932	Smp_046190.1
OG0002090	FGIG_00986	Smp_047700.1
OG0002091	FGIG_01070	Smp_148410.1
OG0002092	FGIG_01268	Smp_170290.1
OG0002093	FGIG_01356	Smp_123830.1
OG0002094	FGIG_01469	Smp_030400.1
OG0002095	FGIG_01632	Smp_343550.1
OG0002096	FGIG_01676	Smp_133280.1
OG0002097	FGIG_01680	Smp_245280.2, Smp_245280.1
OG0002098	FGIG_01746	Smp_342700.1
OG0002099	FGIG_01747	Smp_332560.1
OG0002100	FGIG_01904	Smp_035360.1
OG0002101	FGIG_02032, FGIG_10566	Smp_051000.1, Smp_051000.2
OG0002102	FGIG_02054	Smp_319890.1
OG0002102	FGIG_02312, FGIG_06101	Smp_124080.1
OG0002103	FGIG_02069	Smp_149660.1
OG0002104	FGIG_02074	Smp_128940.1
OG0002105	FGIG_02131	Smp_073610.1
OG0002106	FGIG_02208	Smp_158130.1
OG0002107	FGIG_02265	Smp_246970.1, Smp_246970.2
OG0002108	FGIG_02477	Smp_068510.1
OG0002109	FGIG_02633	Smp_343050.1
OG0002110	FGIG_02667	Smp_039010.1, Smp_149030.1
OG0002111	FGIG_02740, FGIG_02741	Smp_144130.1, Smp_144130.2
OG0002112	FGIG_03025	Smp_029360.1
OG0002113	FGIG_03296	Smp_340130.1, Smp_340130.2
OG0002114	FGIG_03896	Smp_196600.1
OG0002115	FGIG_03962	Smp_159190.1
OG0002116	FGIG_04721, FGIG_04077	Smp_340170.1
OG0002117	FGIG_04173	Smp_134450.1
OG0002118	FGIG_04184	Smp_241580.1
OG0002118	FGIG_04185	Smp_181000.1
OG0002119	FGIG_04220	Smp_129320.1
OG0002120	FGIG_04231	Smp_174870.1
OG0002121	FGIG_04233, FGIG_04232	Smp_174890.1
OG0002122	FGIG_04355	Smp_073220.1
OG0002123	FGIG_04472	Smp_019950.1
OG0002124	FGIG_04560	Smp_077120.1
OG0002125	FGIG_04585	Smp_343290.1
OG0002126	FGIG_04673, FGIG_04675, FGIG_04674	Smp_322190.1
OG0002127	FGIG_04867	Smp_194680.1
OG0002128	FGIG_07940, FGIG_07941, FGIG_04883	Smp_146160.1
OG0002129	FGIG_04937	Smp_212990.1, Smp_213000.1
OG0002130	FGIG_12658, FGIG_05062	Smp_129610.1, Smp_129610.2
OG0002131	FGIG_05119	Smp_154740.1, Smp_154740.2
OG0002132	FGIG_05232	Smp_311770.1
OG0002133	FGIG_05314	Smp_242060.1
OG0002134	FGIG_05624	Smp_126620.1
OG0002135	FGIG_05765	Smp_164960.1
OG0002136	FGIG_05990	Smp_097320.1
OG0002137	FGIG_06265	Smp_055090.3, Smp_055090.1, Smp_055090.2
OG0002138	FGIG_06285	Smp_059980.1, Smp_154410.1
OG0002139	FGIG_06377	Smp_246450.1, Smp_335850.1
OG0002140	FGIG_06385, FGIG_12408	Smp_244940.1
OG0002141	FGIG_06397	Smp_138150.1
OG0002142	FGIG_06549	Smp_062070.1
OG0002143	FGIG_06744, FGIG_06745	Smp_349950.1, Smp_327610.1, Smp_327590.1
OG0002144	FGIG_06833, FGIG_12222	Smp_176000.1
OG0002145	FGIG_06894	Smp_246400.1
OG0002146	FGIG_06966	Smp_060190.1
OG0002147	FGIG_07060	Smp_124440.1
OG0002148	FGIG_07150	Smp_120380.1
OG0002149	FGIG_07229, FGIG_10638	Smp_208050.1
OG0002150	FGIG_07241, FGIG_09386	Smp_197640.1
OG0002151	FGIG_07245	Smp_098570.1, Smp_136310.1
OG0002152	FGIG_07252, FGIG_11124	Smp_126800.1
OG0002153	FGIG_07293	Smp_244980.1
OG0002154	FGIG_07297, FGIG_07298	Smp_315790.1, Smp_315790.2
OG0002155	FGIG_07344	Smp_171040.1
OG0002156	FGIG_07411, FGIG_07410	Smp_138850.2, Smp_138850.1
OG0002157	FGIG_07422	Smp_181480.1
OG0002158	FGIG_07479	Smp_345890.1
OG0002159	FGIG_07668, FGIG_13986	Smp_248070.1
OG0002160	FGIG_07809	Smp_018620.1
OG0002161	FGIG_07886	Smp_026830.1
OG0002162	FGIG_09044	Smp_053300.1
OG0002162	FGIG_09044	Smp_053390.1
OG0002162	FGIG_09044	Smp_194870.1
OG0002163	FGIG_07909	Smp_160730.1, Smp_160730.2
OG0002164	FGIG_08058	Smp_204730.1
OG0002165	FGIG_08102	Smp_141360.1
OG0002166	FGIG_08113	Smp_333940.1
OG0002167	FGIG_08390	Smp_113620.1
OG0002168	FGIG_08554	Smp_143470.1
OG0002169	FGIG_08738	Smp_243870.1
OG0002170	FGIG_08748	Smp_170760.1
OG0002171	FGIG_08756	Smp_006930.1
OG0002172	FGIG_08850	Smp_071380.1
OG0002173	FGIG_09152	Smp_019010.1
OG0002174	FGIG_09162	Smp_008660.1
OG0002175	FGIG_09338	Smp_340750.1, Smp_340750.2
OG0002176	FGIG_09375	Smp_247450.1
OG0002177	FGIG_09393	Smp_245230.1
OG0002178	FGIG_09399	Smp_247740.1
OG0002179	FGIG_09419	Smp_068280.1
OG0002180	FGIG_09454	Smp_160170.1
OG0002181	FGIG_09560, FGIG_11930, FGIG_11929	Smp_347740.1
OG0002182	FGIG_09570	Smp_340480.1
OG0002183	FGIG_09574	Smp_147370.1
OG0002184	FGIG_09626	Smp_131390.1, Smp_131390.2
OG0002185	FGIG_09640	Smp_134290.1
OG0002186	FGIG_09677	Smp_142850.1
OG0002187	FGIG_09896	Smp_045750.1
OG0002187	FGIG_09895	Smp_045760.1
OG0002188	FGIG_09940	Smp_122340.1
OG0002189	FGIG_09969	Smp_028050.1
OG0002190	FGIG_10017	Smp_017660.1
OG0002191	FGIG_10018	Smp_203635.1
OG0002192	FGIG_11140, FGIG_10086, FGIG_11138, FGIG_11139	Smp_343270.1
OG0002193	FGIG_10336	Smp_155770.1
OG0002194	FGIG_10539	Smp_071540.1
OG0002195	FGIG_10604	Smp_012350.1, Smp_012350.2
OG0002196	FGIG_10636	Smp_000150.1
OG0002197	FGIG_10687	Smp_029390.1
OG0002198	FGIG_10743	Smp_035220.1
OG0002199	FGIG_10871	Smp_340700.1, Smp_141620.1, Smp_329090.1
OG0002200	FGIG_11136	Smp_086220.1
OG0002201	FGIG_11203	Smp_123000.1
OG0002202	FGIG_11573	Smp_194740.1
OG0002203	FGIG_11895, FGIG_11896	Smp_042420.1, Smp_042430.2, Smp_042430.1
OG0002204	FGIG_12650, FGIG_12066	Smp_341990.1
OG0002205	FGIG_12452	Smp_126370.1, Smp_126370.2
OG0002206	FGIG_12508	Smp_149370.1
OG0002212	FGIG_00064, FGIG_00063	Smp_125440.1
OG0002214	FGIG_00154	Smp_346360.1, Smp_337430.1
OG0002215	FGIG_00249	Smp_243150.1, Smp_243150.2
OG0002217	FGIG_00514	Smp_346990.1
OG0002218	FGIG_00689	Smp_245220.1
OG0002219	FGIG_00868	Smp_084060.1
OG0002220	FGIG_00875	Smp_244780.1
OG0002221	FGIG_04571	Smp_059340.1
OG0002222	FGIG_01061	Smp_139530.1
OG0002223	FGIG_01190, FGIG_01189, FGIG_08130	Smp_333010.1
OG0002224	FGIG_01217, FGIG_07046	Smp_065980.1
OG0002225	FGIG_01235, FGIG_01236	Smp_342990.1, Smp_342990.2
OG0002226	FGIG_01251	Smp_175980.1
OG0002227	FGIG_01282	Smp_149740.1
OG0002228	FGIG_01298	Smp_144220.1
OG0002229	FGIG_01349	Smp_136570.1
OG0002230	FGIG_01359	Smp_123500.1
OG0002231	FGIG_01526	Smp_010100.1
OG0002232	FGIG_01528	Smp_059130.1
OG0002233	FGIG_01619	Smp_137970.1
OG0002234	FGIG_01755	Smp_311480.1, Smp_311490.1
OG0002235	FGIG_01815	Smp_162790.1
OG0002236	FGIG_01839, FGIG_01838, FGIG_01841, FGIG_05959, FGIG_05960	Smp_333700.1
OG0002237	FGIG_01843, FGIG_01844	Smp_125070.1
OG0002239	FGIG_02021, FGIG_02022, FGIG_11904	Smp_345950.1
OG0002240	FGIG_02045	Smp_247380.1
OG0002241	FGIG_02071, FGIG_09407	Smp_336790.1
OG0002242	FGIG_03786, FGIG_12095, FGIG_02183	Smp_194380.1
OG0002243	FGIG_02190	Smp_034670.1
OG0002244	FGIG_02421	Smp_345080.1
OG0002245	FGIG_02712	Smp_243630.1
OG0002246	FGIG_02737	Smp_070330.1, Smp_070330.2
OG0002247	FGIG_02926	Smp_079380.1, Smp_079380.2
OG0002248	FGIG_02985	Smp_148480.1
OG0002249	FGIG_03295	Smp_140690.1
OG0002250	FGIG_03355, FGIG_07266, FGIG_07264, FGIG_07265	Smp_049740.1
OG0002251	FGIG_03597	Smp_076660.1
OG0002252	FGIG_03608	Smp_266720.1
OG0002253	FGIG_03758	Smp_095150.1
OG0002254	FGIG_03762	Smp_166960.1
OG0002255	FGIG_03783	Smp_153750.1
OG0002256	FGIG_03842	Smp_245560.1
OG0002257	FGIG_09671, FGIG_09669, FGIG_09670, FGIG_03870	Smp_130200.1
OG0002258	FGIG_09563	Smp_014850.1
OG0002259	FGIG_04001	Smp_141240.1
OG0002260	FGIG_04041	Smp_015860.1
OG0002261	FGIG_04091	Smp_063650.1
OG0002262	FGIG_04206	Smp_085380.1
OG0002263	FGIG_04322	Smp_016640.1
OG0002264	FGIG_04362	Smp_332650.1
OG0002265	FGIG_04389	Smp_158550.1
OG0002266	FGIG_04454	Smp_041370.2, Smp_041370.1
OG0002267	FGIG_04524	Smp_046030.1
OG0002268	FGIG_11754	Smp_064320.1
OG0002269	FGIG_04772, FGIG_11249	Smp_305920.1, Smp_145910.1, Smp_308350.1
OG0002270	FGIG_05032	Smp_087810.1
OG0002271	FGIG_05054, FGIG_10761	Smp_164250.1
OG0002272	FGIG_05097	Smp_332800.1
OG0002273	FGIG_11698, FGIG_05145	Smp_144990.1
OG0002274	FGIG_05175	Smp_047870.1, Smp_047870.2
OG0002275	FGIG_05339	Smp_061480.1
OG0002276	FGIG_05367	Smp_014800.1, Smp_014800.2
OG0002277	FGIG_05444, FGIG_06812	Smp_156500.1
