Orthogroup	fasciola_gigantica	schistosoma_turkestanicum
OG0005702	FGIG_04918	STRK1_62270.1
OG0005703	FGIG_04938	STRK1_35460.1
OG0005704	FGIG_04985	STRK1_38970.1, STRK1_38970.2, STRK1_38970.3
OG0005705	FGIG_05068	STRK1_111300.1, STRK1_111310.1, STRK1_51790.1
OG0005706	FGIG_05193	STRK1_53880.1
OG0005707	FGIG_11327, FGIG_05243	STRK1_62370.1
OG0005708	FGIG_05282	STRK1_18380.1, STRK1_18380.2, STRK1_18390.1
OG0005709	FGIG_05294	STRK1_23970.1
OG0005710	FGIG_05333	STRK1_35730.1
OG0005711	FGIG_05404	STRK1_14410.1
OG0005712	FGIG_05429	STRK1_85830.1
OG0005713	FGIG_05486	STRK1_62740.1
OG0005714	FGIG_05594	STRK1_85220.1
OG0005715	FGIG_05643	STRK1_73650.1
OG0005716	FGIG_05670	STRK1_52210.1
OG0005717	FGIG_05772	STRK1_72080.1
OG0005718	FGIG_05797	STRK1_49590.1
OG0005719	FGIG_05817	STRK1_36120.1
OG0005720	FGIG_06290, FGIG_06177, FGIG_05837	STRK1_94070.1
OG0005722	FGIG_06013, FGIG_06012, FGIG_06011	STRK1_94840.1
OG0005723	FGIG_06025	STRK1_40990.1
OG0005724	FGIG_06083	STRK1_8660.1, STRK1_8660.2, STRK1_8660.3, STRK1_8660.4, STRK1_8660.5
OG0005725	FGIG_06112	STRK1_93750.1
OG0005726	FGIG_06235	STRK1_47350.1
OG0005727	FGIG_06281	STRK1_100300.1, STRK1_66760.1
OG0005728	FGIG_06313	STRK1_84710.1
OG0005729	FGIG_06316	STRK1_61960.1, STRK1_61960.3, STRK1_61960.2
OG0005730	FGIG_06434	STRK1_90240.1, STRK1_90240.2, STRK1_97860.1
OG0005731	FGIG_06524	STRK1_79690.1, STRK1_79700.1, STRK1_79680.3, STRK1_79680.2, STRK1_79680.1
OG0005732	FGIG_06530	STRK1_25330.1
OG0005733	FGIG_06557	STRK1_24860.1
OG0005734	FGIG_06564	STRK1_105860.1, STRK1_40470.1, STRK1_100720.1
OG0005735	FGIG_06600	STRK1_89490.1, STRK1_100490.1, STRK1_100490.2
OG0005736	FGIG_06640	STRK1_67800.1
OG0005737	FGIG_06648	STRK1_63790.1, STRK1_63790.2
OG0005738	FGIG_06684	STRK1_6540.1, STRK1_6570.1
OG0005739	FGIG_06754	STRK1_30200.1
OG0005740	FGIG_06757	STRK1_77060.1
OG0005741	FGIG_06763	STRK1_83550.1, STRK1_101320.1
OG0005742	FGIG_06863	STRK1_34730.1
OG0005743	FGIG_06874	STRK1_14710.1, STRK1_14690.1
OG0005744	FGIG_06880	STRK1_14930.1
OG0005745	FGIG_06909	STRK1_64240.1
OG0005746	FGIG_06963	STRK1_36660.1
OG0005747	FGIG_07005	STRK1_42410.1
OG0005748	FGIG_07018, FGIG_07019	STRK1_83570.3, STRK1_83570.2, STRK1_83570.1
OG0005749	FGIG_07080	STRK1_57900.1
OG0005750	FGIG_07099	STRK1_92540.1
OG0005751	FGIG_07130	STRK1_37090.1
OG0005752	FGIG_07223	STRK1_24200.1, STRK1_24230.1
OG0005753	FGIG_07242	STRK1_78150.1
OG0005754	FGIG_07284	STRK1_84610.1
OG0005755	FGIG_07394	STRK1_22930.1, STRK1_22940.1, STRK1_102470.1
OG0005756	FGIG_07425	STRK1_23930.1
OG0005757	FGIG_07440	STRK1_75580.1
OG0005758	FGIG_07443	STRK1_109360.1, STRK1_69650.1
OG0005759	FGIG_07483	STRK1_23660.1
OG0005760	FGIG_07614	STRK1_51110.1
OG0005761	FGIG_07723	STRK1_110550.1, STRK1_110550.2
OG0005762	FGIG_07757	STRK1_65540.1
OG0005763	FGIG_07770	STRK1_89010.1, STRK1_98710.1
OG0005764	FGIG_07815	STRK1_62110.1, STRK1_62120.1
OG0005765	FGIG_07871	STRK1_26720.1
OG0005766	FGIG_07873	STRK1_82090.1, STRK1_8710.1, STRK1_8720.1
OG0005767	FGIG_07910	STRK1_77790.1
OG0005768	FGIG_07921	STRK1_31710.1
OG0005769	FGIG_07996	STRK1_11220.1
OG0005770	FGIG_08057	STRK1_39240.1, STRK1_39240.2
OG0005771	FGIG_08088	STRK1_47260.1, STRK1_47260.2
OG0005772	FGIG_08097	STRK1_79560.1
OG0005773	FGIG_08099	STRK1_70360.1, STRK1_70370.1, STRK1_70350.1, STRK1_109640.1, STRK1_109650.1, STRK1_70380.1, STRK1_110740.1
OG0005774	FGIG_08103	STRK1_59120.1
OG0005775	FGIG_08165	STRK1_37340.1
OG0005776	FGIG_09177, FGIG_08203	STRK1_101830.1, STRK1_83990.1
OG0005777	FGIG_08288	STRK1_37590.1
OG0005778	FGIG_08297, FGIG_10221	STRK1_65690.1
OG0005779	FGIG_08304	STRK1_101410.1
OG0005780	FGIG_08401	STRK1_94980.1
OG0005781	FGIG_08403	STRK1_84920.1
OG0005783	FGIG_08510	STRK1_85560.1, STRK1_100910.1, STRK1_100930.1
OG0005784	FGIG_08537	STRK1_87030.1, STRK1_87040.1
OG0005785	FGIG_08546	STRK1_7740.1
OG0005786	FGIG_08606	STRK1_11070.1
OG0005787	FGIG_10881, FGIG_08627	STRK1_230.1
OG0005788	FGIG_12014, FGIG_08629	STRK1_7560.1
OG0005789	FGIG_08650, FGIG_12219	STRK1_52760.1, STRK1_52760.2
OG0005790	FGIG_08705	STRK1_68300.1
OG0005791	FGIG_08715	STRK1_42770.1
OG0005792	FGIG_08763, FGIG_11207	STRK1_16530.1
OG0005793	FGIG_08775	STRK1_6190.1, STRK1_6190.2
OG0005794	FGIG_08785	STRK1_16040.1
OG0005796	FGIG_08884	STRK1_6750.1
OG0005797	FGIG_08892	STRK1_93250.1
OG0005798	FGIG_08927, FGIG_08926	STRK1_69180.1
OG0005799	FGIG_08938	STRK1_19130.1
OG0005800	FGIG_08954	STRK1_93730.1
OG0005801	FGIG_11108, FGIG_08998	STRK1_4360.1
OG0005802	FGIG_09016	STRK1_75950.1, STRK1_75950.2
OG0005803	FGIG_09024	STRK1_55780.1
OG0005804	FGIG_09034	STRK1_91520.1
OG0005805	FGIG_09189	STRK1_67860.1
OG0005806	FGIG_09335	STRK1_96170.1
OG0005807	FGIG_09345	STRK1_78000.1
OG0005808	FGIG_09449	STRK1_37790.1
OG0005809	FGIG_09808, FGIG_09453	STRK1_36950.1
OG0005810	FGIG_09488	STRK1_84960.1
OG0005811	FGIG_09548	STRK1_8490.1, STRK1_8490.2, STRK1_8490.3, STRK1_8490.4, STRK1_8490.5
OG0005812	FGIG_09607	STRK1_38270.1, STRK1_38270.2, STRK1_38270.3
OG0005813	FGIG_09646	STRK1_69850.1, STRK1_69850.2, STRK1_108110.1
OG0005814	FGIG_09708	STRK1_5050.1
OG0005815	FGIG_09767	STRK1_62470.1, STRK1_62470.2
OG0005816	FGIG_09793	STRK1_11800.1
OG0005817	FGIG_09866	STRK1_29180.1
OG0005818	FGIG_09943	STRK1_88620.1
OG0005819	FGIG_10118	STRK1_106770.1, STRK1_107900.1
OG0005820	FGIG_10204	STRK1_88880.1, STRK1_88880.2
OG0005821	FGIG_10275	STRK1_92850.1
OG0005822	FGIG_10360	STRK1_23890.1
OG0005823	FGIG_10379	STRK1_38510.1
OG0005824	FGIG_10407	STRK1_25890.1
OG0005825	FGIG_10485	STRK1_24480.1
OG0005826	FGIG_10627	STRK1_59480.1, STRK1_59480.2, STRK1_59480.3
OG0005827	FGIG_10660	STRK1_43720.1, STRK1_43720.2
OG0005828	FGIG_10676	STRK1_86630.1
OG0005829	FGIG_10701	STRK1_57280.1
OG0005830	FGIG_10724	STRK1_66910.1
OG0005831	FGIG_10829	STRK1_45750.1
OG0005832	FGIG_10854	STRK1_31260.1
OG0005833	FGIG_10867	STRK1_6470.1, STRK1_6470.2
OG0005834	FGIG_11039, FGIG_11040	STRK1_81140.1, STRK1_81150.1, STRK1_81180.1
OG0005835	FGIG_11133	STRK1_64200.1
OG0005836	FGIG_11163	STRK1_93870.1
OG0005837	FGIG_11222	STRK1_89360.1
OG0005838	FGIG_11254	STRK1_280.1, STRK1_280.2
OG0005839	FGIG_11268	STRK1_26820.1, STRK1_26820.2
OG0005840	FGIG_11276	STRK1_83660.1, STRK1_83660.2
OG0005841	FGIG_11298	STRK1_11190.1
OG0005842	FGIG_11382	STRK1_52050.1
OG0005843	FGIG_11440	STRK1_100240.1
OG0005844	FGIG_11461	STRK1_3710.1
OG0005845	FGIG_11467	STRK1_94950.1, STRK1_94950.2
OG0005846	FGIG_11607	STRK1_27630.1
OG0005847	FGIG_11665	STRK1_96690.1
OG0005848	FGIG_11690	STRK1_47370.1, STRK1_47370.2
OG0005849	FGIG_11737, FGIG_11694	STRK1_90480.1
OG0005851	FGIG_11938	STRK1_53150.1
OG0005852	FGIG_12009	STRK1_29710.1
OG0005853	FGIG_12146	STRK1_101610.1
OG0005854	FGIG_12243	STRK1_76310.1
OG0005855	FGIG_12326	STRK1_33290.1
OG0005856	FGIG_12519	STRK1_83710.1
OG0005857	FGIG_12552	STRK1_64750.1, STRK1_64750.2
OG0005892	FGIG_00016	STRK1_33580.1
OG0005893	FGIG_00018	STRK1_41230.1
OG0005894	FGIG_00072, FGIG_00071, FGIG_00073	STRK1_10640.1
OG0005895	FGIG_00083, FGIG_00084	STRK1_92160.1
OG0005896	FGIG_00150	STRK1_38920.1
OG0005897	FGIG_00169	STRK1_77330.1
OG0005898	FGIG_00171	STRK1_40170.1, STRK1_40160.1
OG0005899	FGIG_00196	STRK1_92060.1
OG0005900	FGIG_00203	STRK1_108390.1, STRK1_108390.3, STRK1_108390.4, STRK1_108390.5, STRK1_108390.2
OG0005901	FGIG_00261	STRK1_57660.1
OG0005902	FGIG_03471, FGIG_00276	STRK1_7440.1
OG0005903	FGIG_00320	STRK1_15220.1, STRK1_15220.3, STRK1_15220.2
OG0005904	FGIG_00382	STRK1_96780.1
OG0005905	FGIG_00409	STRK1_66210.1
OG0005906	FGIG_00439	STRK1_75090.1
OG0005907	FGIG_00533	STRK1_39550.1, STRK1_39550.2
OG0005908	FGIG_00582	STRK1_38020.1
OG0005909	FGIG_00588	STRK1_5300.1
OG0005910	FGIG_00668	STRK1_73040.1
OG0005911	FGIG_00851	STRK1_93370.1
OG0005912	FGIG_00858	STRK1_94570.1
OG0005913	FGIG_00861	STRK1_87530.1
OG0005914	FGIG_00865	STRK1_75840.1
OG0005915	FGIG_00924	STRK1_12600.1, STRK1_12600.2, STRK1_12600.3
OG0005916	FGIG_00939	STRK1_98590.1, STRK1_98800.1
OG0005917	FGIG_00972	STRK1_62520.1, STRK1_62520.2
OG0005918	FGIG_00977	STRK1_34640.1
OG0005919	FGIG_01102	STRK1_20880.1, STRK1_20890.1
OG0005920	FGIG_01131	STRK1_17220.1
OG0005921	FGIG_01358	STRK1_99070.1, STRK1_109830.1
OG0005922	FGIG_01393	STRK1_20080.1
OG0005923	FGIG_01438	STRK1_36630.1
OG0005924	FGIG_01484, FGIG_01483	STRK1_14590.1
OG0005926	FGIG_01509	STRK1_65460.1
OG0005927	FGIG_01582, FGIG_01581	STRK1_26280.1
OG0005929	FGIG_01624	STRK1_60660.1
OG0005930	FGIG_01705	STRK1_76840.1
OG0005931	FGIG_01752, FGIG_01751	STRK1_70690.1, STRK1_70700.1
OG0005932	FGIG_01801	STRK1_1450.1
OG0005933	FGIG_01890	STRK1_41610.1
OG0005934	FGIG_01935	STRK1_18570.1
OG0005935	FGIG_01960	STRK1_31680.1
OG0005936	FGIG_02046	STRK1_60540.1
OG0005937	FGIG_02059, FGIG_02058	STRK1_85740.1
OG0005938	FGIG_02099	STRK1_70590.1
OG0005940	FGIG_02115	STRK1_25310.1
OG0005941	FGIG_02142	STRK1_90050.1
OG0005942	FGIG_02148	STRK1_80710.1
OG0005943	FGIG_02239	STRK1_4910.1, STRK1_4910.2
OG0005944	FGIG_02268	STRK1_58040.1
OG0005945	FGIG_02273	STRK1_17270.1
OG0005946	FGIG_02359	STRK1_19300.1
OG0005947	FGIG_02408	STRK1_11170.1
OG0005948	FGIG_02438	STRK1_111270.1, STRK1_36060.1
OG0005949	FGIG_02448	STRK1_9670.1
OG0005950	FGIG_02460	STRK1_49210.1
OG0005951	FGIG_02568	STRK1_5880.1
OG0005952	FGIG_02611	STRK1_80290.1
OG0005953	FGIG_02777	STRK1_77820.1
OG0005954	FGIG_02792, FGIG_02793	STRK1_18890.1, STRK1_18900.1
OG0005955	FGIG_02795	STRK1_87020.1
OG0005956	FGIG_02874	STRK1_29510.1
OG0005957	FGIG_02923, FGIG_12620	STRK1_24700.1, STRK1_24690.1
OG0005958	FGIG_02947	STRK1_75500.1
OG0005959	FGIG_10953, FGIG_03057	STRK1_41220.1
OG0005960	FGIG_03072	STRK1_67230.1, STRK1_67230.2
OG0005961	FGIG_03134	STRK1_66490.1
OG0005962	FGIG_03169	STRK1_91590.1, STRK1_91590.2
OG0005963	FGIG_03185	STRK1_59590.1
OG0005964	FGIG_03336	STRK1_31620.1
OG0005965	FGIG_03377	STRK1_18980.1
OG0005966	FGIG_03397	STRK1_97230.1
OG0005967	FGIG_03402	STRK1_70770.1, STRK1_74330.1
OG0005968	FGIG_03422	STRK1_11640.1
OG0005969	FGIG_03460	STRK1_40660.1
OG0005970	FGIG_03509	STRK1_20570.1
OG0005971	FGIG_03517	STRK1_24620.1
OG0005972	FGIG_03528	STRK1_45980.1
OG0005973	FGIG_03547	STRK1_42900.1, STRK1_42900.2
OG0005974	FGIG_03599	STRK1_20730.1
OG0005975	FGIG_03738	STRK1_69040.1
OG0005976	FGIG_03761	STRK1_29280.1
OG0005977	FGIG_03775	STRK1_46440.1
OG0005978	FGIG_03813	STRK1_83490.1, STRK1_83490.2
OG0005979	FGIG_07288	STRK1_24430.1
OG0005980	FGIG_03874	STRK1_54210.1
OG0005981	FGIG_03938	STRK1_94890.1
OG0005982	FGIG_04451, FGIG_03984	STRK1_105290.1, STRK1_61790.1
OG0005983	FGIG_04068	STRK1_50760.1
OG0005984	FGIG_04138	STRK1_63290.1
OG0005985	FGIG_04144	STRK1_23580.1
OG0005986	FGIG_04149	STRK1_19110.1
OG0005987	FGIG_04150	STRK1_19120.1
OG0005988	FGIG_04190	STRK1_92560.3, STRK1_92560.1, STRK1_92560.2
OG0005989	FGIG_04194	STRK1_98470.1
OG0005990	FGIG_04223	STRK1_54200.1
OG0005991	FGIG_04280, FGIG_04281	STRK1_46000.1, STRK1_106460.1
OG0005992	FGIG_04441, FGIG_04442	STRK1_45270.1
OG0005993	FGIG_04467	STRK1_74990.1
OG0005994	FGIG_04549	STRK1_51650.1
OG0005995	FGIG_04658	STRK1_68370.1
OG0005996	FGIG_04704	STRK1_1970.1
OG0005997	FGIG_04767	STRK1_550.1, STRK1_550.2
OG0005998	FGIG_04782	STRK1_51310.1, STRK1_51340.1, STRK1_51350.1
OG0005999	FGIG_04792	STRK1_77940.1, STRK1_77940.2
OG0006000	FGIG_04908	STRK1_7520.1
OG0006001	FGIG_04923	STRK1_84690.1
OG0006002	FGIG_04934	STRK1_46290.1
OG0006003	FGIG_04947	STRK1_35480.1
OG0006004	FGIG_05064	STRK1_49510.1
OG0006005	FGIG_05077	STRK1_71750.1
OG0006006	FGIG_05083	STRK1_44190.1
OG0006007	FGIG_05106	STRK1_21300.1, STRK1_21300.2
OG0006009	FGIG_05208	STRK1_80670.1
OG0006010	FGIG_05229	STRK1_79350.1
OG0006011	FGIG_05267, FGIG_05266	STRK1_62170.1
OG0006012	FGIG_05389	STRK1_62860.1
OG0006013	FGIG_05439	STRK1_20510.1
OG0006014	FGIG_05518	STRK1_73630.1
OG0006015	FGIG_05536	STRK1_71900.1
OG0006016	FGIG_05545	STRK1_77120.1, STRK1_105020.1
OG0006017	FGIG_05546	STRK1_97250.1, STRK1_109350.1
OG0006018	FGIG_05580	STRK1_85580.1
OG0006019	FGIG_05585	STRK1_82530.1
OG0006020	FGIG_05785	STRK1_19370.1
OG0006021	FGIG_05799	STRK1_76060.1
OG0006022	FGIG_05880	STRK1_65330.1, STRK1_65330.2
OG0006023	FGIG_05909	STRK1_2340.1
OG0006024	FGIG_05917	STRK1_45060.1
OG0006025	FGIG_05927	STRK1_4810.1
OG0006026	FGIG_05938	STRK1_710.3, STRK1_710.2, STRK1_710.5, STRK1_710.1, STRK1_710.4
OG0006027	FGIG_05950	STRK1_23540.1
OG0006028	FGIG_05989	STRK1_49730.1
OG0006029	FGIG_06002	STRK1_54010.1
OG0006030	FGIG_06162	STRK1_35390.1
OG0006031	FGIG_06250	STRK1_2040.1
OG0006032	FGIG_06304, FGIG_06303	STRK1_9590.1
OG0006033	FGIG_06351	STRK1_39300.1
OG0006034	FGIG_06449	STRK1_40460.1
OG0006035	FGIG_06455	STRK1_53930.1
OG0006036	FGIG_06523	STRK1_93920.1
OG0006037	FGIG_06532	STRK1_81360.1
OG0006038	FGIG_06567	STRK1_40510.1
OG0006039	FGIG_06568	STRK1_52230.1
OG0006040	FGIG_06651	STRK1_95750.1
OG0006041	FGIG_06792	STRK1_26670.1, STRK1_26670.2
OG0006042	FGIG_06799	STRK1_32230.1
OG0006043	FGIG_06821	STRK1_99530.1
OG0006044	FGIG_06839, FGIG_09285	STRK1_66970.1
OG0006045	FGIG_06858	STRK1_30960.1
OG0006046	FGIG_06859	STRK1_8380.1, STRK1_8380.2, STRK1_8380.3
OG0006047	FGIG_06862	STRK1_34740.1, STRK1_34720.1, STRK1_34750.1
OG0006048	FGIG_06901	STRK1_12870.1
OG0006049	FGIG_06934	STRK1_38720.1
OG0006050	FGIG_06979	STRK1_60650.1
OG0006051	FGIG_07294	STRK1_15520.1
OG0006052	FGIG_07314, FGIG_08950	STRK1_70610.1
OG0006053	FGIG_07403	STRK1_66050.1
OG0006054	FGIG_07424	STRK1_63750.1
OG0006055	FGIG_07555, FGIG_12414	STRK1_6410.1
OG0006056	FGIG_07596	STRK1_4750.1
OG0006057	FGIG_07603	STRK1_102640.1, STRK1_102640.2, STRK1_102640.3
OG0006058	FGIG_07629	STRK1_4110.1
OG0006059	FGIG_07642	STRK1_70480.1
OG0006060	FGIG_07735	STRK1_16870.1
OG0006061	FGIG_07737	STRK1_105880.1
OG0006062	FGIG_07768, FGIG_07767	STRK1_30490.1
OG0006063	FGIG_07773	STRK1_43020.1
OG0006064	FGIG_07837	STRK1_67750.1
OG0006065	FGIG_07920	STRK1_21050.1
OG0006065	FGIG_09557	STRK1_13270.1
OG0006066	FGIG_07957, FGIG_07958	STRK1_8640.1, STRK1_8640.2, STRK1_8640.3
OG0006067	FGIG_07984	STRK1_40650.1
OG0006068	FGIG_08132	STRK1_39180.1
OG0006069	FGIG_08136	STRK1_27740.1
OG0006070	FGIG_08226	STRK1_62960.1
OG0006071	FGIG_08258	STRK1_71080.1
OG0006072	FGIG_08317	STRK1_80770.1
OG0006073	FGIG_08326	STRK1_47050.1
OG0006074	FGIG_08337	STRK1_109450.1
OG0006075	FGIG_08364	STRK1_24610.1
OG0006076	FGIG_08367, FGIG_12133	STRK1_52220.1
OG0006077	FGIG_08374	STRK1_41740.1, STRK1_41750.1
OG0006079	FGIG_08462	STRK1_106450.1, STRK1_46190.1
OG0006080	FGIG_08479	STRK1_98420.1, STRK1_98900.1
OG0006081	FGIG_08526	STRK1_1200.1
OG0006082	FGIG_08527	STRK1_41630.1
OG0006083	FGIG_08563	STRK1_94040.1
OG0006084	FGIG_08568	STRK1_21360.1
OG0006085	FGIG_10779, FGIG_08613	STRK1_71610.1
OG0006086	FGIG_08731	STRK1_24050.1
OG0006087	FGIG_08787	STRK1_41390.1, STRK1_41390.2, STRK1_41390.3
OG0006088	FGIG_08882	STRK1_68900.1
OG0006089	FGIG_08956	STRK1_10560.1
OG0006090	FGIG_08982	STRK1_88820.1
OG0006091	FGIG_09009	STRK1_78280.1
OG0006092	FGIG_09050	STRK1_11470.1
OG0006093	FGIG_09188	STRK1_48340.1
OG0006094	FGIG_09274	STRK1_52430.1
OG0006095	FGIG_09620	STRK1_79440.1
OG0006096	FGIG_09689	STRK1_3930.1
OG0006097	FGIG_09715	STRK1_71090.1
OG0006098	FGIG_09726	STRK1_23120.1, STRK1_23130.1, STRK1_23150.1
OG0006099	FGIG_09757	STRK1_7130.1, STRK1_7130.2
OG0006100	FGIG_09760	STRK1_14020.1, STRK1_14020.2
OG0006101	FGIG_09771	STRK1_33640.1
OG0006102	FGIG_09799	STRK1_72560.1
OG0006103	FGIG_09897, FGIG_09898	STRK1_33000.1
OG0006104	FGIG_09904	STRK1_63900.1, STRK1_63900.2, STRK1_63900.3
OG0006105	FGIG_09948	STRK1_79500.1
OG0006106	FGIG_09973	STRK1_97810.1, STRK1_103830.1
OG0006107	FGIG_09976	STRK1_75570.1
OG0006109	FGIG_10044	STRK1_68180.1
OG0006110	FGIG_10049	STRK1_86210.1
OG0006112	FGIG_10226	STRK1_84680.1
OG0006113	FGIG_10252	STRK1_16470.1
OG0006114	FGIG_10556, FGIG_10273	STRK1_92100.1
OG0006115	FGIG_10337	STRK1_25680.1
OG0006116	FGIG_10344	STRK1_45390.1
OG0006117	FGIG_10442	STRK1_54150.1, STRK1_54150.2
OG0006118	FGIG_10496	STRK1_53330.1
OG0006119	FGIG_10529	STRK1_48720.1, STRK1_48740.1
OG0006120	FGIG_10569	STRK1_37440.1
OG0006121	FGIG_10579	STRK1_20450.1
OG0006122	FGIG_10586	STRK1_30400.1
OG0006123	FGIG_10590	STRK1_58350.1
OG0006124	FGIG_10595	STRK1_63270.1
OG0006125	FGIG_10662	STRK1_75700.1
OG0006126	FGIG_10703	STRK1_65260.1
OG0006127	FGIG_10725	STRK1_40810.1
OG0006128	FGIG_10751	STRK1_28050.1
OG0006129	FGIG_11814, FGIG_10752	STRK1_11730.1
OG0006130	FGIG_10821, FGIG_10822	STRK1_23620.1
OG0006131	FGIG_10927, FGIG_13984	STRK1_64440.1, STRK1_64440.2
OG0006132	FGIG_10944, FGIG_10943	STRK1_52030.1
OG0006133	FGIG_10962	STRK1_67040.1
OG0006134	FGIG_10976	STRK1_18720.1
OG0006135	FGIG_10981	STRK1_1630.1
OG0006136	FGIG_11014, FGIG_11188	STRK1_71030.1, STRK1_71030.2
OG0006137	FGIG_11021	STRK1_19470.1
OG0006139	FGIG_11069	STRK1_11890.1
OG0006140	FGIG_11074	STRK1_71500.1
OG0006141	FGIG_11129	STRK1_29360.1, STRK1_29360.2
OG0006143	FGIG_11445, FGIG_11237	STRK1_2220.1
OG0006144	FGIG_11242	STRK1_60220.1
OG0006145	FGIG_11257	STRK1_28580.1
OG0006146	FGIG_11274	STRK1_72700.1
OG0006147	FGIG_11300	STRK1_87850.1
OG0006148	FGIG_11321	STRK1_45620.1
OG0006149	FGIG_11387	STRK1_7020.1, STRK1_7020.2
OG0006150	FGIG_11446	STRK1_31950.1
OG0006151	FGIG_11455	STRK1_39730.1
OG0006153	FGIG_11530	STRK1_61490.1
OG0006154	FGIG_11547	STRK1_83620.1
OG0006155	FGIG_11830	STRK1_18110.1
OG0006156	FGIG_11874	STRK1_71010.1
OG0006157	FGIG_11878	STRK1_42470.1
OG0006158	FGIG_11954	STRK1_19490.1
OG0006159	FGIG_12040	STRK1_22080.1
OG0006160	FGIG_12105	STRK1_14520.1
OG0006161	FGIG_12166	STRK1_82250.1
OG0006162	FGIG_12313	STRK1_13350.1
OG0006163	FGIG_12372	STRK1_1050.1
OG0006164	FGIG_12474	STRK1_91220.1, STRK1_91220.2
OG0006166	FGIG_12529	STRK1_45280.1
OG0006167	FGIG_12579	STRK1_79630.1
OG0006168	FGIG_12633	STRK1_86100.1
OG0006225	FGIG_00026	STRK1_64550.1
OG0006226	FGIG_00055, FGIG_06305	STRK1_9580.1
OG0006227	FGIG_00060	STRK1_10760.1
OG0006228	FGIG_00068	STRK1_26410.1
OG0006229	FGIG_00075	STRK1_3080.1, STRK1_3080.2
OG0006230	FGIG_00139, FGIG_09738, FGIG_02679	STRK1_94390.1
OG0006231	FGIG_00166	STRK1_96050.1
OG0006233	FGIG_00324	STRK1_42890.1
OG0006234	FGIG_00325	STRK1_11200.1
OG0006235	FGIG_00406, FGIG_00424, FGIG_00421	STRK1_22470.1
OG0006236	FGIG_00448	STRK1_66950.1
OG0006237	FGIG_00450	STRK1_35210.1
OG0006238	FGIG_00472	STRK1_32060.1
OG0006239	FGIG_00474	STRK1_73960.1
OG0006240	FGIG_00494, FGIG_00495	STRK1_105230.1
OG0006241	FGIG_00551	STRK1_53760.1
OG0006242	FGIG_12664, FGIG_00622	STRK1_4710.1
OG0006243	FGIG_00637	STRK1_39840.1
OG0006244	FGIG_00766	STRK1_67330.1, STRK1_67320.1
OG0006245	FGIG_00777, FGIG_00776	STRK1_54840.1
OG0006246	FGIG_00799	STRK1_78540.1
OG0006247	FGIG_00862	STRK1_87520.1
OG0006248	FGIG_00890	STRK1_87370.1
OG0006249	FGIG_00933	STRK1_43680.1
OG0006250	FGIG_00958	STRK1_34280.1
OG0006251	FGIG_01056	STRK1_14720.1, STRK1_14720.3, STRK1_14720.2
OG0006252	FGIG_01080	STRK1_35510.1
OG0006253	FGIG_09181, FGIG_01105	STRK1_85780.1
OG0006255	FGIG_01124	STRK1_30700.1
OG0006257	FGIG_04631, FGIG_01141	STRK1_94790.1
OG0006258	FGIG_01246	STRK1_64850.1
OG0006259	FGIG_01260, FGIG_01261	STRK1_85680.1
OG0006260	FGIG_01269	STRK1_24560.1, STRK1_24560.2
OG0006261	FGIG_01386, FGIG_01385	STRK1_71230.1, STRK1_71220.1
OG0006262	FGIG_01406	STRK1_66470.1
OG0006263	FGIG_01444, FGIG_06726	STRK1_81050.1
OG0006264	FGIG_01450	STRK1_74820.1
OG0006265	FGIG_01474	STRK1_21390.1
OG0006266	FGIG_01521, FGIG_01522	STRK1_54400.1, STRK1_99620.1
OG0006267	FGIG_01531	STRK1_38860.1
OG0006269	FGIG_01663	STRK1_50960.1
OG0006270	FGIG_01788	STRK1_14680.1
OG0006271	FGIG_01813	STRK1_1810.1
OG0006272	FGIG_01877	STRK1_9090.1
OG0006273	FGIG_01880	STRK1_42710.1
OG0006274	FGIG_01909	STRK1_43190.1
OG0006275	FGIG_02097	STRK1_77710.1
OG0006276	FGIG_02118	STRK1_83130.1
OG0006277	FGIG_02172	STRK1_105780.1, STRK1_39820.1, STRK1_39820.2
OG0006278	FGIG_02173	STRK1_81840.1
OG0006279	FGIG_02204	STRK1_86030.1, STRK1_110560.1, STRK1_86040.1, STRK1_38420.1
OG0006280	FGIG_02259	STRK1_5630.1
OG0006281	FGIG_02319	STRK1_31430.1
OG0006282	FGIG_02396	STRK1_74910.1
OG0006283	FGIG_02470	STRK1_39610.1, STRK1_39610.2
OG0006284	FGIG_02617, FGIG_12218	STRK1_70090.1
OG0006285	FGIG_02631	STRK1_47910.1
OG0006286	FGIG_02651	STRK1_59430.1
OG0006287	FGIG_02696	STRK1_75150.1
OG0006288	FGIG_02732, FGIG_02733	STRK1_75320.1
OG0006289	FGIG_02774	STRK1_74780.1
OG0006290	FGIG_02808	STRK1_61860.1
OG0006291	FGIG_02861	STRK1_60880.1
OG0006292	FGIG_02864	STRK1_106920.1
OG0006293	FGIG_02873	STRK1_90600.1
OG0006294	FGIG_02897, FGIG_12580	STRK1_24150.1
OG0006295	FGIG_02916	STRK1_91170.1
OG0006296	FGIG_12568, FGIG_02930	STRK1_39010.1, STRK1_39020.1, STRK1_39030.1
OG0006297	FGIG_02936, FGIG_02935	STRK1_104810.1, STRK1_104800.1, STRK1_26030.1, STRK1_26040.1
OG0006298	FGIG_02955	STRK1_91180.1
OG0006299	FGIG_03008	STRK1_1380.1
OG0006300	FGIG_03043	STRK1_8860.1
OG0006301	FGIG_03060	STRK1_7090.1
