Orthogroup	fasciola_gigantica	schistosoma_turkestanicum
OG0005124	FGIG_06642	STRK1_750.1, STRK1_104160.1
OG0005125	FGIG_06673	STRK1_1160.1, STRK1_1160.2
OG0005126	FGIG_06690	STRK1_57120.1
OG0005127	FGIG_06723	STRK1_34580.1
OG0005128	FGIG_06807	STRK1_55720.1
OG0005130	FGIG_06871	STRK1_20490.1
OG0005131	FGIG_06939	STRK1_51150.1, STRK1_51150.2, STRK1_51150.3
OG0005132	FGIG_07027	STRK1_14110.1
OG0005133	FGIG_07058	STRK1_48620.1
OG0005134	FGIG_07168	STRK1_52240.1
OG0005135	FGIG_07186	STRK1_40870.1
OG0005136	FGIG_07193	STRK1_100030.1, STRK1_70890.1
OG0005137	FGIG_07201	STRK1_77760.1
OG0005138	FGIG_07240	STRK1_13440.1, STRK1_106700.1, STRK1_13430.1
OG0005139	FGIG_07267, FGIG_07268	STRK1_33890.1
OG0005140	FGIG_07312	STRK1_22700.2, STRK1_22700.1
OG0005141	FGIG_07354	STRK1_90780.1
OG0005142	FGIG_07469	STRK1_50030.1
OG0005143	FGIG_07474	STRK1_34890.1
OG0005144	FGIG_12277, FGIG_07548	STRK1_75390.1, STRK1_75390.2, STRK1_75390.3, STRK1_75390.4, STRK1_75390.5
OG0005145	FGIG_07554	STRK1_6420.1
OG0005146	FGIG_07613	STRK1_1840.2, STRK1_1840.1
OG0005147	FGIG_07621, FGIG_07620	STRK1_52280.1
OG0005148	FGIG_07670	STRK1_51420.1
OG0005149	FGIG_07691	STRK1_9200.1, STRK1_9200.2, STRK1_9200.3
OG0005150	FGIG_07731	STRK1_31670.1, STRK1_31670.3, STRK1_31670.2
OG0005151	FGIG_07758	STRK1_79450.1, STRK1_79450.2
OG0005152	FGIG_07776, FGIG_07775	STRK1_13040.1, STRK1_13040.2
OG0005153	FGIG_07817	STRK1_87680.1, STRK1_87680.2
OG0005154	FGIG_11435, FGIG_07847	STRK1_53730.1
OG0005155	FGIG_07891	STRK1_3480.1
OG0005156	FGIG_07911	STRK1_69820.1
OG0005157	FGIG_08585, FGIG_07936	STRK1_91420.1
OG0005158	FGIG_08022	STRK1_102490.1
OG0005159	FGIG_11578, FGIG_08074	STRK1_40480.1
OG0005160	FGIG_08166	STRK1_37330.1
OG0005161	FGIG_08168, FGIG_12697	STRK1_109030.1, STRK1_106510.1, STRK1_108210.1
OG0005162	FGIG_08268	STRK1_5990.1, STRK1_6000.1
OG0005163	FGIG_08272	STRK1_74960.1
OG0005164	FGIG_09665, FGIG_08306	STRK1_22370.1
OG0005165	FGIG_08400	STRK1_94970.1
OG0005166	FGIG_08492	STRK1_50820.1
OG0005167	FGIG_08497	STRK1_78180.1, STRK1_78180.2, STRK1_78180.3
OG0005168	FGIG_08651	STRK1_50100.1, STRK1_50110.1
OG0005169	FGIG_08744	STRK1_42700.1
OG0005170	FGIG_11368, FGIG_08783	STRK1_40140.1
OG0005171	FGIG_08798	STRK1_15360.1
OG0005172	FGIG_08821	STRK1_46110.1
OG0005173	FGIG_08857	STRK1_92150.1
OG0005174	FGIG_08966	STRK1_83520.1
OG0005175	FGIG_09039	STRK1_92600.1, STRK1_92590.1, STRK1_92610.1
OG0005177	FGIG_09108	STRK1_72600.1
OG0005178	FGIG_09192, FGIG_09191	STRK1_64510.1, STRK1_64520.1
OG0005179	FGIG_09213	STRK1_93800.1
OG0005180	FGIG_09227	STRK1_19320.1
OG0005181	FGIG_09281	STRK1_80190.1
OG0005182	FGIG_09456	STRK1_43640.1
OG0005183	FGIG_09467	STRK1_55640.1, STRK1_55640.2
OG0005184	FGIG_09468	STRK1_58220.1, STRK1_58220.2
OG0005185	FGIG_09496	STRK1_69430.1, STRK1_69430.2
OG0005186	FGIG_11909, FGIG_11705, FGIG_09539, FGIG_11706	STRK1_58890.1
OG0005187	FGIG_09595	STRK1_103920.1, STRK1_103930.1, STRK1_103930.2, STRK1_103930.3
OG0005188	FGIG_12216, FGIG_09597	STRK1_84460.1
OG0005189	FGIG_09638	STRK1_36910.1
OG0005190	FGIG_09742	STRK1_75240.1
OG0005191	FGIG_09753	STRK1_77070.1
OG0005192	FGIG_09777	STRK1_74540.1
OG0005193	FGIG_09782	STRK1_79330.1
OG0005194	FGIG_09800	STRK1_72550.1
OG0005195	FGIG_09810	STRK1_31170.1, STRK1_31170.2
OG0005196	FGIG_09826	STRK1_55810.1
OG0005198	FGIG_09872	STRK1_44760.1, STRK1_104950.1
OG0005199	FGIG_09906	STRK1_97620.1
OG0005200	FGIG_10030	STRK1_54660.1
OG0005201	FGIG_10036	STRK1_80510.1
OG0005202	FGIG_10038	STRK1_101720.1, STRK1_109520.1
OG0005203	FGIG_10227	STRK1_110600.1, STRK1_38750.1
OG0005204	FGIG_10241	STRK1_14730.1, STRK1_14730.2
OG0005205	FGIG_10253	STRK1_16480.1
OG0005206	FGIG_10396	STRK1_46680.1, STRK1_46680.2
OG0005207	FGIG_10400, FGIG_10399	STRK1_80390.1
OG0005208	FGIG_10528	STRK1_48730.1
OG0005209	FGIG_10592	STRK1_66820.1
OG0005210	FGIG_10629	STRK1_13590.1
OG0005211	FGIG_10634	STRK1_48890.1
OG0005212	FGIG_10718	STRK1_12460.1
OG0005213	FGIG_10888	STRK1_93840.1
OG0005214	FGIG_10916	STRK1_6170.1
OG0005215	FGIG_10968	STRK1_74150.1
OG0005216	FGIG_10974	STRK1_1540.1
OG0005217	FGIG_11015	STRK1_71040.1
OG0005218	FGIG_11218	STRK1_85540.1
OG0005219	FGIG_11259	STRK1_12190.1
OG0005220	FGIG_11291	STRK1_6380.1, STRK1_6380.2, STRK1_6380.3
OG0005221	FGIG_11501	STRK1_41400.1
OG0005222	FGIG_12378	STRK1_106190.1
OG0005223	FGIG_11994	STRK1_100880.1, STRK1_70220.1
OG0005224	FGIG_12011	STRK1_65910.1
OG0005225	FGIG_12077	STRK1_36620.1, STRK1_36620.2
OG0005226	FGIG_12244	STRK1_101730.1
OG0005227	FGIG_12279	STRK1_7230.1
OG0005228	FGIG_12293	STRK1_65880.1
OG0005229	FGIG_12298	STRK1_370.1, STRK1_420.1
OG0005230	FGIG_12539, FGIG_12624	STRK1_45890.1, STRK1_45890.2
OG0005231	FGIG_12610	STRK1_40010.1
OG0005283	FGIG_09478, FGIG_00041	STRK1_84660.1
OG0005284	FGIG_00159	STRK1_74300.1, STRK1_74300.2
OG0005285	FGIG_00202	STRK1_32310.1, STRK1_108380.1
OG0005286	FGIG_00208	STRK1_30370.1
OG0005287	FGIG_00252	STRK1_10800.1
OG0005288	FGIG_00294	STRK1_49180.1
OG0005289	FGIG_00316	STRK1_51290.1
OG0005290	FGIG_00364	STRK1_41570.1
OG0005291	FGIG_00509	STRK1_100190.1
OG0005292	FGIG_00618	STRK1_42850.1
OG0005293	FGIG_00650	STRK1_58100.1, STRK1_58100.2, STRK1_58110.1
OG0005294	FGIG_08011, FGIG_00653	STRK1_54700.1, STRK1_54700.2
OG0005295	FGIG_00654	STRK1_111450.1
OG0005296	FGIG_00657	STRK1_42530.1
OG0005297	FGIG_09310, FGIG_00702	STRK1_80490.1
OG0005298	FGIG_00741, FGIG_04087	STRK1_37380.1
OG0005299	FGIG_00794	STRK1_76890.1
OG0005300	FGIG_00809	STRK1_85620.1, STRK1_85620.2
OG0005301	FGIG_04188, FGIG_00814	STRK1_69060.1, STRK1_69070.1
OG0005302	FGIG_00877	STRK1_17710.1
OG0005303	FGIG_00881	STRK1_55000.1, STRK1_55020.1
OG0005304	FGIG_00893	STRK1_87580.1
OG0005305	FGIG_00914	STRK1_28220.1, STRK1_28220.2
OG0005306	FGIG_00952	STRK1_13450.1, STRK1_13450.2
OG0005307	FGIG_01010	STRK1_41240.1
OG0005309	FGIG_01041	STRK1_23520.1
OG0005310	FGIG_01044	STRK1_580.1
OG0005311	FGIG_01114	STRK1_82010.1
OG0005312	FGIG_01160	STRK1_29130.1
OG0005313	FGIG_01176	STRK1_22110.1, STRK1_22110.2
OG0005314	FGIG_01220, FGIG_06193	STRK1_18740.1
OG0005315	FGIG_01226	STRK1_109400.1
OG0005316	FGIG_01227	STRK1_80420.1
OG0005317	FGIG_01277	STRK1_57650.3, STRK1_57650.1, STRK1_57650.2
OG0005318	FGIG_01313	STRK1_36680.1
OG0005319	FGIG_01401	STRK1_59470.1, STRK1_59470.3, STRK1_59470.2
OG0005321	FGIG_01441, FGIG_01442	STRK1_69700.1, STRK1_69660.1, STRK1_69690.1
OG0005322	FGIG_01460	STRK1_87810.1
OG0005323	FGIG_01486	STRK1_27020.1
OG0005324	FGIG_01507	STRK1_37840.1
OG0005325	FGIG_01534	STRK1_32340.1
OG0005326	FGIG_11914, FGIG_01562	STRK1_7390.1
OG0005327	FGIG_01574	STRK1_2200.1
OG0005328	FGIG_01728	STRK1_59820.1
OG0005329	FGIG_01789	STRK1_14670.1
OG0005330	FGIG_01858, FGIG_01859	STRK1_79980.1, STRK1_79980.2
OG0005331	FGIG_01887, FGIG_01886	STRK1_85280.1
OG0005332	FGIG_01889, FGIG_01888	STRK1_86870.1
OG0005333	FGIG_01928	STRK1_20930.1
OG0005334	FGIG_01945	STRK1_4890.1
OG0005335	FGIG_02040	STRK1_74700.1
OG0005336	FGIG_02077	STRK1_7950.1
OG0005337	FGIG_02122	STRK1_24990.1
OG0005338	FGIG_02143, FGIG_02144	STRK1_50200.1
OG0005339	FGIG_02176	STRK1_54280.1, STRK1_54280.2
OG0005341	FGIG_02285	STRK1_4580.1
OG0005342	FGIG_02303, FGIG_04157	STRK1_93290.1
OG0005343	FGIG_02324	STRK1_73240.1, STRK1_108050.1
OG0005344	FGIG_02397	STRK1_74900.1
OG0005345	FGIG_02410	STRK1_28760.1
OG0005346	FGIG_02447	STRK1_9680.1
OG0005347	FGIG_02475	STRK1_63350.1
OG0005348	FGIG_02538	STRK1_8120.1
OG0005349	FGIG_04477, FGIG_11800, FGIG_11799, FGIG_02552, FGIG_04476	STRK1_80810.1
OG0005350	FGIG_02567	STRK1_5890.1
OG0005351	FGIG_02600	STRK1_46750.1
OG0005352	FGIG_02621	STRK1_17590.1
OG0005353	FGIG_02726	STRK1_91630.1, STRK1_91630.2
OG0005354	FGIG_02759	STRK1_36100.1, STRK1_36100.2
OG0005355	FGIG_02763	STRK1_37890.1
OG0005356	FGIG_02778	STRK1_77810.1
OG0005357	FGIG_02838	STRK1_70260.1
OG0005358	FGIG_02843	STRK1_43420.1, STRK1_43420.2
OG0005359	FGIG_02951	STRK1_2010.1, STRK1_2010.2, STRK1_2010.3
OG0005360	FGIG_03097	STRK1_19830.1
OG0005361	FGIG_03133	STRK1_4370.1
OG0005362	FGIG_03140	STRK1_65000.1
OG0005363	FGIG_03161	STRK1_570.1
OG0005364	FGIG_03235	STRK1_50070.1
OG0005365	FGIG_03246	STRK1_4140.1
OG0005366	FGIG_03264	STRK1_2760.1
OG0005367	FGIG_03329	STRK1_22350.1
OG0005368	FGIG_03359	STRK1_21120.1
OG0005369	FGIG_03371	STRK1_36080.1
OG0005371	FGIG_03374	STRK1_36030.1
OG0005372	FGIG_03494, FGIG_05017	STRK1_22590.1
OG0005373	FGIG_03504	STRK1_89670.1
OG0005374	FGIG_03507	STRK1_20560.1
OG0005375	FGIG_03527	STRK1_52810.1, STRK1_52810.2
OG0005376	FGIG_03530	STRK1_60570.1
OG0005377	FGIG_03535	STRK1_29870.1, STRK1_29870.2
OG0005378	FGIG_03544	STRK1_96600.1, STRK1_39890.1, STRK1_39880.2, STRK1_39880.1
OG0005379	FGIG_03575, FGIG_03574, FGIG_03572	STRK1_53830.1
OG0005380	FGIG_03754	STRK1_1490.1
OG0005381	FGIG_03759	STRK1_7220.1, STRK1_7220.2
OG0005382	FGIG_03872	STRK1_90790.1
OG0005383	FGIG_04022	STRK1_38080.1
OG0005384	FGIG_04036	STRK1_80740.1, STRK1_80740.2, STRK1_80740.3
OG0005385	FGIG_04059	STRK1_10460.1, STRK1_10460.2
OG0005386	FGIG_04097	STRK1_34200.1, STRK1_34200.2, STRK1_34200.3
OG0005387	FGIG_04143	STRK1_23560.1, STRK1_23560.2
OG0005388	FGIG_04182	STRK1_22540.1
OG0005389	FGIG_04183	STRK1_43820.1, STRK1_43810.1
OG0005390	FGIG_04191	STRK1_92570.1
OG0005391	FGIG_04349	STRK1_55550.1
OG0005392	FGIG_04414, FGIG_10149	STRK1_52680.1
OG0005393	FGIG_04418, FGIG_04417	STRK1_52650.1
OG0005394	FGIG_04510	STRK1_1740.1
OG0005395	FGIG_04521	STRK1_69570.1, STRK1_69570.2
OG0005396	FGIG_04523	STRK1_11760.1, STRK1_11760.2
OG0005397	FGIG_04561	STRK1_42550.1, STRK1_42550.2
OG0005398	FGIG_11540, FGIG_04623	STRK1_26470.1, STRK1_96990.1
OG0005399	FGIG_04624	STRK1_7760.1
OG0005400	FGIG_04626	STRK1_10590.1
OG0005401	FGIG_04669	STRK1_54830.1
OG0005402	FGIG_04840	STRK1_111480.1, STRK1_111480.2
OG0005403	FGIG_08979, FGIG_04856	STRK1_38170.1
OG0005404	FGIG_04903, FGIG_04900	STRK1_13560.1
OG0005405	FGIG_04924	STRK1_86330.1
OG0005406	FGIG_04925	STRK1_66070.1
OG0005407	FGIG_04935	STRK1_46300.1
OG0005408	FGIG_04962	STRK1_85920.1, STRK1_85920.2
OG0005409	FGIG_04968	STRK1_32160.1
OG0005410	FGIG_04986	STRK1_12220.1, STRK1_12220.2
OG0005411	FGIG_05094, FGIG_09114	STRK1_89320.1
OG0005412	FGIG_05127	STRK1_61310.1
OG0005413	FGIG_05130	STRK1_73210.1
OG0005414	FGIG_05204	STRK1_68420.1
OG0005415	FGIG_05205	STRK1_29990.1
OG0005416	FGIG_05207	STRK1_25770.1
OG0005417	FGIG_05217	STRK1_16290.1, STRK1_16290.2, STRK1_16290.3
OG0005418	FGIG_05274	STRK1_45320.2, STRK1_45320.1, STRK1_45340.1
OG0005419	FGIG_05280	STRK1_66190.1
OG0005420	FGIG_05374	STRK1_27930.1
OG0005421	FGIG_13992, FGIG_05491	STRK1_76960.1
OG0005423	FGIG_05604	STRK1_27260.1
OG0005424	FGIG_05661	STRK1_79790.1
OG0005425	FGIG_05663	STRK1_79750.1
OG0005426	FGIG_05720	STRK1_90270.1
OG0005427	FGIG_05834	STRK1_93430.1
OG0005429	FGIG_05919	STRK1_57850.1
OG0005430	FGIG_05948	STRK1_42330.1
OG0005431	FGIG_06048	STRK1_72570.1
OG0005432	FGIG_06051	STRK1_79600.1, STRK1_79600.2
OG0005433	FGIG_06253	STRK1_72660.1
OG0005434	FGIG_06357	STRK1_25990.1
OG0005435	FGIG_06390	STRK1_92880.1, STRK1_92880.2
OG0005436	FGIG_06609	STRK1_55730.1, STRK1_55730.2
OG0005437	FGIG_06610	STRK1_64340.1
OG0005438	FGIG_06641	STRK1_10510.1
OG0005440	FGIG_06681	STRK1_70050.1
OG0005441	FGIG_06718	STRK1_85900.1
OG0005442	FGIG_06730	STRK1_36540.1, STRK1_36540.2
OG0005443	FGIG_06809	STRK1_60590.1
OG0005444	FGIG_06923	STRK1_2070.1
OG0005446	FGIG_07043	STRK1_43040.1
OG0005447	FGIG_07125	STRK1_61950.2, STRK1_61950.1
OG0005448	FGIG_07129	STRK1_36110.1, STRK1_36110.3, STRK1_36110.2
OG0005449	FGIG_07215	STRK1_111390.1
OG0005450	FGIG_07234	STRK1_58140.1
OG0005451	FGIG_07307	STRK1_80180.1, STRK1_80180.2
OG0005452	FGIG_07318	STRK1_86890.1
OG0005453	FGIG_07367	STRK1_60740.1
OG0005454	FGIG_07385	STRK1_46270.1, STRK1_106320.1
OG0005455	FGIG_07478	STRK1_49010.1
OG0005456	FGIG_07489	STRK1_71020.1, STRK1_71020.2
OG0005457	FGIG_07593	STRK1_44880.1, STRK1_44890.1
OG0005458	FGIG_07677	STRK1_6100.1
OG0005459	FGIG_07903, FGIG_07904, FGIG_07905, FGIG_07902	STRK1_740.1
OG0005460	FGIG_07961	STRK1_68500.1
OG0005461	FGIG_08053	STRK1_26180.1
OG0005463	FGIG_08100	STRK1_18730.1, STRK1_18730.2
OG0005464	FGIG_08183	STRK1_52410.1
OG0005465	FGIG_10565, FGIG_08201	STRK1_85930.1, STRK1_85930.2
OG0005466	FGIG_08391	STRK1_68080.1, STRK1_68080.2, STRK1_68080.3, STRK1_68080.4
OG0005467	FGIG_08467	STRK1_63690.1
OG0005468	FGIG_08471	STRK1_18490.1
OG0005469	FGIG_10760, FGIG_08533	STRK1_66180.1, STRK1_66180.2, STRK1_108540.1
OG0005470	FGIG_08565	STRK1_94020.1
OG0005471	FGIG_08604	STRK1_2240.1
OG0005472	FGIG_08612	STRK1_71600.1
OG0005473	FGIG_08720	STRK1_260.1, STRK1_260.2
OG0005474	FGIG_08765, FGIG_11290	STRK1_38610.1
OG0005475	FGIG_08867	STRK1_80990.1
OG0005476	FGIG_08980	STRK1_111030.1, STRK1_38180.1
OG0005477	FGIG_09017	STRK1_38660.1
OG0005478	FGIG_09023	STRK1_55790.1
OG0005479	FGIG_09040	STRK1_73450.1
OG0005480	FGIG_09094	STRK1_71390.1, STRK1_71390.2, STRK1_71390.3, STRK1_71390.4
OG0005481	FGIG_09127	STRK1_96280.1
OG0005482	FGIG_09171	STRK1_41650.1
OG0005483	FGIG_09247	STRK1_38400.1, STRK1_38400.2
OG0005484	FGIG_09262	STRK1_20380.1
OG0005485	FGIG_09458	STRK1_52360.3, STRK1_52360.5, STRK1_52360.2, STRK1_52360.1, STRK1_52360.4
OG0005486	FGIG_09487	STRK1_67740.1
OG0005487	FGIG_12160, FGIG_09491	STRK1_21970.1
OG0005488	FGIG_09506, FGIG_09505	STRK1_89150.1
OG0005489	FGIG_09573	STRK1_6600.1, STRK1_6600.2
OG0005490	FGIG_09655	STRK1_35010.1
OG0005491	FGIG_10265, FGIG_09931	STRK1_88860.1
OG0005492	FGIG_09962	STRK1_89770.1
OG0005493	FGIG_09987	STRK1_46960.1
OG0005494	FGIG_10187	STRK1_15290.1
OG0005495	FGIG_10244	STRK1_77130.1, STRK1_99000.1
OG0005496	FGIG_10271, FGIG_10270, FGIG_10272	STRK1_92030.1
OG0005497	FGIG_10286	STRK1_24680.1, STRK1_106740.1
OG0005498	FGIG_10333, FGIG_10335	STRK1_73970.1, STRK1_73970.2, STRK1_73970.3
OG0005499	FGIG_10413	STRK1_87950.1
OG0005500	FGIG_12018, FGIG_10415	STRK1_18170.1
OG0005501	FGIG_10457	STRK1_88580.1, STRK1_88580.2
OG0005503	FGIG_10717	STRK1_41210.1
OG0005504	FGIG_10738	STRK1_80680.1
OG0005505	FGIG_10907	STRK1_72390.1
OG0005506	FGIG_10946	STRK1_85690.1
OG0005507	FGIG_10949	STRK1_84320.1, STRK1_84320.2
OG0005508	FGIG_10980, FGIG_10979	STRK1_960.1
OG0005509	FGIG_11052	STRK1_94690.1, STRK1_94690.3, STRK1_94690.2
OG0005511	FGIG_11273	STRK1_72690.1, STRK1_72710.1
OG0005512	FGIG_11451	STRK1_6230.1
OG0005514	FGIG_11608	STRK1_23490.1
OG0005515	FGIG_11733	STRK1_111460.1
OG0005516	FGIG_11869	STRK1_13580.1, STRK1_13580.2
OG0005517	FGIG_11892	STRK1_64390.1
OG0005518	FGIG_11921	STRK1_26910.1
OG0005519	FGIG_12020	STRK1_36450.1
OG0005520	FGIG_12154	STRK1_60550.1
OG0005522	FGIG_12221	STRK1_35290.1, STRK1_35290.2
OG0005523	FGIG_12401	STRK1_107290.1, STRK1_111320.1, STRK1_94280.1
OG0005524	FGIG_12556	STRK1_1190.1
OG0005525	FGIG_12603	STRK1_55450.1
OG0005526	FGIG_12626	STRK1_32730.1
OG0005566	FGIG_00039	STRK1_75810.1
OG0005567	FGIG_00093	STRK1_11720.1
OG0005568	FGIG_09678, FGIG_00134	STRK1_70960.1
OG0005569	FGIG_00200	STRK1_92830.1
OG0005570	FGIG_00239, FGIG_04932, FGIG_06426, FGIG_03105	STRK1_33850.1
OG0005571	FGIG_00304	STRK1_44870.1
OG0005572	FGIG_00313	STRK1_65010.1
OG0005573	FGIG_00334	STRK1_9150.1
OG0005574	FGIG_00404, FGIG_00403	STRK1_83510.1
OG0005575	FGIG_00407	STRK1_102800.1, STRK1_66170.1
OG0005576	FGIG_00410	STRK1_66200.1
OG0005577	FGIG_00427	STRK1_107780.1, STRK1_98980.1
OG0005578	FGIG_00429	STRK1_49880.1, STRK1_49880.2
OG0005579	FGIG_00460	STRK1_9830.1
OG0005580	FGIG_00481	STRK1_52450.1, STRK1_52520.1
OG0005581	FGIG_00614, FGIG_00615	STRK1_30060.1
OG0005582	FGIG_00727	STRK1_34390.1
OG0005583	FGIG_12194, FGIG_00735	STRK1_83430.1, STRK1_106340.1
OG0005584	FGIG_00759	STRK1_90380.1
OG0005585	FGIG_00784	STRK1_93230.1
OG0005586	FGIG_00785	STRK1_93240.1
OG0005587	FGIG_00792	STRK1_72640.1
OG0005588	FGIG_00811	STRK1_26660.1
OG0005589	FGIG_00904	STRK1_57090.1
OG0005590	FGIG_00951	STRK1_13460.1
OG0005591	FGIG_00973	STRK1_62510.1
OG0005592	FGIG_01068	STRK1_97280.1, STRK1_97280.2
OG0005593	FGIG_01079	STRK1_69480.1
OG0005594	FGIG_01215	STRK1_68070.1
OG0005595	FGIG_01218	STRK1_59680.1
OG0005596	FGIG_01219	STRK1_62990.1
OG0005597	FGIG_01230	STRK1_94130.1, STRK1_94130.2
OG0005598	FGIG_08185, FGIG_01384	STRK1_71240.1
OG0005599	FGIG_01413	STRK1_48840.1, STRK1_48840.2
OG0005600	FGIG_01416, FGIG_01415	STRK1_1770.1
OG0005601	FGIG_01473, FGIG_01472	STRK1_21380.1
OG0005602	FGIG_01570, FGIG_01569	STRK1_21500.1
OG0005603	FGIG_01626	STRK1_58470.1
OG0005604	FGIG_01671	STRK1_30010.1, STRK1_30010.3, STRK1_30010.2
OG0005605	FGIG_01682	STRK1_30990.1, STRK1_31000.1
OG0005606	FGIG_06134, FGIG_01703	STRK1_76850.1
OG0005607	FGIG_07160, FGIG_01719	STRK1_86470.1, STRK1_86480.1, STRK1_86480.2, STRK1_86500.1, STRK1_105060.1
OG0005608	FGIG_01793, FGIG_01794	STRK1_62920.1
OG0005609	FGIG_01799	STRK1_60940.1, STRK1_60970.1
OG0005610	FGIG_01800	STRK1_1460.1, STRK1_1460.2
OG0005611	FGIG_01846	STRK1_87000.1
OG0005612	FGIG_01855	STRK1_91920.3, STRK1_91920.2, STRK1_92010.1
OG0005613	FGIG_01912	STRK1_46010.1, STRK1_46020.1
OG0005614	FGIG_01956	STRK1_27130.1
OG0005615	FGIG_01961	STRK1_36740.1
OG0005616	FGIG_01962	STRK1_36750.1
OG0005617	FGIG_01975	STRK1_28540.1
OG0005618	FGIG_01982	STRK1_49300.1, STRK1_49300.2
OG0005619	FGIG_01986	STRK1_48980.1
OG0005620	FGIG_02031	STRK1_85590.1, STRK1_85590.2
OG0005621	FGIG_02033	STRK1_85000.1
OG0005622	FGIG_02076	STRK1_101070.1, STRK1_103740.1
OG0005623	FGIG_02096	STRK1_72000.1
OG0005624	FGIG_02153	STRK1_10710.1
OG0005625	FGIG_02154	STRK1_10720.1
OG0005626	FGIG_02163	STRK1_108880.1, STRK1_40120.1
OG0005627	FGIG_02164, FGIG_02165	STRK1_21810.1
OG0005628	FGIG_02198	STRK1_37710.1
OG0005629	FGIG_02280	STRK1_31820.1
OG0005630	FGIG_02297, FGIG_11604	STRK1_82110.1
OG0005631	FGIG_02301, FGIG_11851	STRK1_48470.1
OG0005632	FGIG_02306	STRK1_93260.1
OG0005633	FGIG_02340	STRK1_9960.1
OG0005634	FGIG_02346	STRK1_21470.1
OG0005635	FGIG_02368	STRK1_17060.1, STRK1_17070.1
OG0005636	FGIG_02409	STRK1_28750.1
OG0005637	FGIG_02457	STRK1_77980.1, STRK1_98700.1
OG0005638	FGIG_02466	STRK1_73940.1
OG0005639	FGIG_02469	STRK1_71640.1
OG0005640	FGIG_02515	STRK1_24010.1, STRK1_107060.1, STRK1_110610.1
OG0005641	FGIG_02522	STRK1_71410.1
OG0005642	FGIG_02588	STRK1_89940.1, STRK1_89960.1, STRK1_89950.1, STRK1_89970.1
OG0005644	FGIG_02630	STRK1_72840.1
OG0005645	FGIG_02639	STRK1_57400.1
OG0005646	FGIG_02645	STRK1_39220.1, STRK1_39220.2
OG0005647	FGIG_06946, FGIG_02672	STRK1_53690.1
OG0005648	FGIG_02699	STRK1_35160.1
OG0005649	FGIG_02721	STRK1_48500.1
OG0005650	FGIG_11552, FGIG_02809	STRK1_61850.1, STRK1_61850.2
OG0005651	FGIG_12366, FGIG_02877	STRK1_63240.1
OG0005652	FGIG_02894	STRK1_95910.1
OG0005653	FGIG_02917, FGIG_04227	STRK1_94430.1
OG0005654	FGIG_02919	STRK1_108180.1, STRK1_70550.1
OG0005655	FGIG_02944	STRK1_25440.1
OG0005656	FGIG_02958	STRK1_88280.1
OG0005657	FGIG_03052	STRK1_7600.1
OG0005658	FGIG_03091	STRK1_87230.1, STRK1_87240.1
OG0005659	FGIG_03266	STRK1_14190.1, STRK1_14190.2, STRK1_14190.3, STRK1_14190.4
OG0005660	FGIG_03362	STRK1_69720.1
OG0005661	FGIG_03421, FGIG_03419, FGIG_03420	STRK1_6330.1
OG0005662	FGIG_03459	STRK1_40670.1
OG0005663	FGIG_03462	STRK1_12390.1
OG0005664	FGIG_03491, FGIG_03488, FGIG_03489	STRK1_23180.1, STRK1_23200.1
OG0005665	FGIG_03496	STRK1_51060.1
OG0005666	FGIG_03498	STRK1_86410.1, STRK1_86420.1
OG0005667	FGIG_03546	STRK1_37220.1, STRK1_37220.2
OG0005668	FGIG_03559	STRK1_16560.1
OG0005669	FGIG_03577	STRK1_53820.1, STRK1_53820.2, STRK1_53820.3
OG0005670	FGIG_03618	STRK1_81610.1
OG0005671	FGIG_03624	STRK1_7640.1
OG0005672	FGIG_03728	STRK1_45360.1
OG0005673	FGIG_03729	STRK1_56450.1
OG0005674	FGIG_03804, FGIG_03805	STRK1_26570.1
OG0005675	FGIG_03869, FGIG_03868	STRK1_38850.1
OG0005676	FGIG_03871	STRK1_46800.1
OG0005677	FGIG_03969	STRK1_3510.1
OG0005678	FGIG_03972, FGIG_03973	STRK1_97890.1
OG0005679	FGIG_04103	STRK1_87610.1
OG0005680	FGIG_04105	STRK1_67080.1
OG0005681	FGIG_04106	STRK1_67090.1
OG0005682	FGIG_04126	STRK1_32080.1, STRK1_32080.2, STRK1_32080.3
OG0005683	FGIG_04132	STRK1_30630.1
OG0005684	FGIG_04196	STRK1_49990.1
OG0005685	FGIG_04221	STRK1_11270.1
OG0005686	FGIG_04246, FGIG_10274	STRK1_86340.1
OG0005687	FGIG_04271	STRK1_58910.1
OG0005688	FGIG_04274	STRK1_80940.1, STRK1_80940.2
OG0005689	FGIG_04357	STRK1_68710.1
OG0005690	FGIG_04386	STRK1_47000.1
OG0005691	FGIG_04402, FGIG_04401	STRK1_94730.1, STRK1_94740.1
OG0005692	FGIG_04443	STRK1_44380.1, STRK1_44390.1, STRK1_101940.1
OG0005693	FGIG_04496	STRK1_610.1
OG0005694	FGIG_04554	STRK1_100450.1, STRK1_50010.1
OG0005695	FGIG_04598, FGIG_04597, FGIG_04596	STRK1_49850.1
OG0005696	FGIG_04628	STRK1_39460.1
OG0005697	FGIG_08016, FGIG_04645	STRK1_2440.1
OG0005698	FGIG_04735	STRK1_67720.1
OG0005699	FGIG_04761	STRK1_19220.1
OG0005700	FGIG_04789, FGIG_12220, FGIG_04788	STRK1_69450.1
OG0005701	FGIG_04875	STRK1_96180.1, STRK1_56480.1, STRK1_56480.2, STRK1_105000.1
