Orthogroup	opisthorchis_viverrini	schistosoma_guineensis
OG0000652	T265_02580, T265_06040	SGUI1_40130.2, SGUI1_40130.3, SGUI1_40130.4, SGUI1_40130.6, SGUI1_40130.1, SGUI1_40130.5
OG0000653	T265_08906	SGUI1_97140.1, SGUI1_40720.1, SGUI1_40720.2
OG0000656	T265_15627	SGUI1_75860.2, SGUI1_75860.4, SGUI1_75860.5, SGUI1_75860.1, SGUI1_75860.3
OG0000657	T265_02650	SGUI1_90580.1, SGUI1_90580.2, SGUI1_90580.3
OG0000659	T265_14212	SGUI1_41730.1
OG0000663	T265_04735, T265_02871	SGUI1_37990.1
OG0000664	T265_04576	SGUI1_11480.1, SGUI1_11480.7, SGUI1_11480.3, SGUI1_11480.2, SGUI1_11480.4, SGUI1_11480.6, SGUI1_11480.5
OG0000665	T265_10655	SGUI1_73300.8, SGUI1_73300.3, SGUI1_73300.6, SGUI1_73300.1, SGUI1_73300.2, SGUI1_73300.4, SGUI1_73300.5, SGUI1_73300.10, SGUI1_73300.9, SGUI1_73300.7
OG0000666	T265_14484	SGUI1_62240.1
OG0000667	T265_06220	SGUI1_5910.1
OG0000668	T265_07209	SGUI1_52610.8, SGUI1_52610.2, SGUI1_52610.1, SGUI1_52610.3, SGUI1_52610.4, SGUI1_52610.6, SGUI1_52610.7, SGUI1_52610.5
OG0000669	T265_04795	SGUI1_68510.1, SGUI1_68510.2, SGUI1_68510.3
OG0000671	T265_06752	SGUI1_67020.1, SGUI1_77050.1
OG0000672	T265_08111	SGUI1_44220.1
OG0000673	T265_06693, T265_15660, T265_03059	SGUI1_15730.8, SGUI1_15730.1, SGUI1_15730.3, SGUI1_15730.4, SGUI1_15730.2, SGUI1_15730.5, SGUI1_15730.7, SGUI1_15730.6
OG0000674	T265_00038	SGUI1_78660.2, SGUI1_78660.3, SGUI1_78660.4, SGUI1_78660.1, SGUI1_78660.5
OG0000675	T265_10356	SGUI1_72460.6, SGUI1_72460.8, SGUI1_72460.1, SGUI1_72460.2, SGUI1_72460.3, SGUI1_72460.4, SGUI1_72460.5, SGUI1_72460.7
OG0000676	T265_02244	SGUI1_81580.1, SGUI1_81580.2, SGUI1_81580.3, SGUI1_81580.4
OG0000677	T265_03024	SGUI1_4910.1, SGUI1_4910.3, SGUI1_4910.2, SGUI1_4910.4
OG0000678	T265_14566	SGUI1_34290.3, SGUI1_34290.7, SGUI1_34290.5, SGUI1_34290.2, SGUI1_34290.4, SGUI1_34290.1, SGUI1_34290.6
OG0000679	T265_13839	SGUI1_72520.1, SGUI1_72520.2, SGUI1_72520.3, SGUI1_72520.4, SGUI1_72520.5
OG0000680	T265_15068	SGUI1_16510.1, SGUI1_16510.2, SGUI1_16510.3, SGUI1_16510.4, SGUI1_16510.5, SGUI1_16510.6
OG0000681	T265_15309	SGUI1_34680.1
OG0000682	T265_05067	SGUI1_43020.1, SGUI1_43020.4, SGUI1_43020.2, SGUI1_43020.3
OG0000683	T265_03513	SGUI1_55340.1, SGUI1_55340.2
OG0000684	T265_02396	SGUI1_85020.1, SGUI1_85020.2
OG0000685	T265_14345	SGUI1_75630.1, SGUI1_75630.2, SGUI1_75630.3
OG0000686	T265_06598	SGUI1_60500.2, SGUI1_60500.4, SGUI1_60500.3, SGUI1_60500.1
OG0000687	T265_13762	SGUI1_26580.1
OG0000688	T265_09228	SGUI1_670.1, SGUI1_670.4, SGUI1_670.2, SGUI1_670.5, SGUI1_670.6, SGUI1_670.3
OG0000690	T265_15342	SGUI1_22420.5, SGUI1_22420.6, SGUI1_22420.10, SGUI1_22420.9, SGUI1_22420.11, SGUI1_22420.1, SGUI1_22420.14, SGUI1_22420.2, SGUI1_22420.3, SGUI1_22420.4, SGUI1_22420.7, SGUI1_22420.8, SGUI1_22420.12, SGUI1_22420.13
OG0000691	T265_13940	SGUI1_19290.1, SGUI1_1910.1, SGUI1_1910.2
OG0000695	T265_07910	SGUI1_96450.1
OG0000695	T265_07140	SGUI1_45450.1, SGUI1_45450.2, SGUI1_45450.3, SGUI1_45450.4, SGUI1_45450.5
OG0000696	T265_00960	SGUI1_5080.5, SGUI1_5080.2, SGUI1_5080.1, SGUI1_5080.6, SGUI1_5080.3, SGUI1_5080.4, SGUI1_5080.9, SGUI1_5080.7, SGUI1_5080.8
OG0000697	T265_02565	SGUI1_40190.5, SGUI1_40190.8, SGUI1_40190.7, SGUI1_40190.1, SGUI1_40190.10, SGUI1_40190.2, SGUI1_40190.9, SGUI1_40190.4, SGUI1_40190.3, SGUI1_40190.6
OG0000698	T265_04366	SGUI1_17640.5, SGUI1_17640.6, SGUI1_17640.1, SGUI1_17640.2, SGUI1_17640.3, SGUI1_17640.4
OG0000699	T265_08805	SGUI1_32800.1
OG0000699	T265_03971	SGUI1_45850.1, SGUI1_45850.2
OG0000700	T265_06924, T265_06925	SGUI1_27960.1, SGUI1_23640.1, SGUI1_23650.1, SGUI1_23660.1
OG0000701	T265_02016	SGUI1_61270.2, SGUI1_61270.1
OG0000702	T265_08615	SGUI1_87340.1
OG0000703	T265_14823, T265_09393, T265_14824	SGUI1_210.2, SGUI1_210.3, SGUI1_210.4, SGUI1_210.1, SGUI1_210.5
OG0000704	T265_10029	SGUI1_48270.1
OG0000705	T265_10453	SGUI1_5780.1
OG0000706	T265_01271, T265_09997	SGUI1_43350.1
OG0000706	T265_00020	SGUI1_52490.1
OG0000707	T265_15248, T265_15672	SGUI1_94630.1, SGUI1_94630.2, SGUI1_94630.3, SGUI1_94630.9, SGUI1_94630.6, SGUI1_94630.8, SGUI1_94630.7, SGUI1_94630.4, SGUI1_94630.5
OG0000708	T265_05018	SGUI1_37110.1, SGUI1_37110.2, SGUI1_37110.3, SGUI1_37110.4
OG0000709	T265_13137	SGUI1_43640.2, SGUI1_43640.3, SGUI1_43640.1
OG0000710	T265_14772	SGUI1_7500.1, SGUI1_7490.1
OG0000711	T265_13046	SGUI1_74790.1
OG0000712	T265_00357	SGUI1_52870.11, SGUI1_52870.5, SGUI1_52870.3, SGUI1_52870.1, SGUI1_52870.10, SGUI1_52870.2, SGUI1_52870.4, SGUI1_52870.6, SGUI1_52870.7, SGUI1_52870.8, SGUI1_52870.9
OG0000713	T265_15192	SGUI1_72010.10, SGUI1_72010.1, SGUI1_72010.4, SGUI1_72010.8, SGUI1_72010.11, SGUI1_72010.12, SGUI1_72010.2, SGUI1_72010.3, SGUI1_72010.5, SGUI1_72010.6, SGUI1_72010.7, SGUI1_72010.9
OG0000714	T265_12461	SGUI1_46210.4, SGUI1_46210.5, SGUI1_46210.1, SGUI1_46210.2, SGUI1_46210.3
OG0000715	T265_06936, T265_16285	SGUI1_27090.1
OG0000716	T265_01851	SGUI1_10800.3, SGUI1_10790.1, SGUI1_10790.2, SGUI1_10800.1, SGUI1_10800.2
OG0000717	T265_15060	SGUI1_59390.11, SGUI1_59390.1, SGUI1_59390.2, SGUI1_59390.3, SGUI1_59390.4, SGUI1_59390.5, SGUI1_59390.6, SGUI1_59390.7, SGUI1_59390.13, SGUI1_59390.8, SGUI1_59390.15, SGUI1_59390.10, SGUI1_59390.12, SGUI1_59390.14, SGUI1_59390.9
OG0000718	T265_15816	SGUI1_75080.4, SGUI1_75080.1, SGUI1_75080.3, SGUI1_75080.5, SGUI1_75080.2
OG0000721	T265_00362	SGUI1_45740.5, SGUI1_45740.4, SGUI1_45740.1, SGUI1_45740.6, SGUI1_45740.2, SGUI1_45740.3
OG0000722	T265_03018, T265_03020	SGUI1_5000.1
OG0000723	T265_10513, T265_14119	SGUI1_77040.1
OG0000724	T265_15804, T265_04091, T265_04747	SGUI1_41820.1
OG0000725	T265_05721	SGUI1_77410.1, SGUI1_77410.4, SGUI1_77410.5, SGUI1_77410.2, SGUI1_77410.3
OG0000727	T265_07029	SGUI1_38590.5, SGUI1_38590.1, SGUI1_38590.2, SGUI1_38590.3, SGUI1_38590.4
OG0000728	T265_02822	SGUI1_48400.3, SGUI1_48400.4, SGUI1_48400.1, SGUI1_48400.2, SGUI1_48400.5
OG0000729	T265_03115	SGUI1_8160.1
OG0000730	T265_10980	SGUI1_60530.1
OG0000731	T265_11322	SGUI1_76710.1
OG0000732	T265_11823	SGUI1_13890.1, SGUI1_13890.2, SGUI1_3500.1
OG0000733	T265_05137, T265_13691, T265_13693	SGUI1_2800.1
OG0000737	T265_05237	SGUI1_9150.1
OG0000738	T265_05635, T265_05639	SGUI1_70200.1, SGUI1_70200.2, SGUI1_70190.1
OG0000740	T265_04555	SGUI1_7800.1
OG0000741	T265_10490	SGUI1_84750.6, SGUI1_84750.1, SGUI1_84750.2, SGUI1_84750.3, SGUI1_84750.4, SGUI1_84750.7, SGUI1_84750.5
OG0000743	T265_02255	SGUI1_22240.1, SGUI1_22240.2, SGUI1_22240.3, SGUI1_22240.4, SGUI1_22240.5, SGUI1_22240.6, SGUI1_22240.8, SGUI1_22240.7
OG0000744	T265_13534	SGUI1_3600.1
OG0000745	T265_15592, T265_01499	SGUI1_37920.1, SGUI1_37920.2
OG0000746	T265_08923	SGUI1_61140.1
OG0000747	T265_14015	SGUI1_42880.1
OG0000748	T265_08449, T265_15607, T265_15918, T265_12210	SGUI1_70610.1
OG0000749	T265_15534	SGUI1_69990.3, SGUI1_69990.6, SGUI1_69990.7, SGUI1_69990.1, SGUI1_69990.4, SGUI1_69990.5, SGUI1_69990.2
OG0000750	T265_01999	SGUI1_74650.1, SGUI1_74650.2, SGUI1_74650.3
OG0000751	T265_14248	SGUI1_5510.1, SGUI1_2600.1
OG0000752	T265_14207	SGUI1_93110.1, SGUI1_93110.2, SGUI1_93160.1
OG0000753	T265_11361	SGUI1_83400.3, SGUI1_83400.1, SGUI1_83400.2, SGUI1_83400.4
OG0000754	T265_01325	SGUI1_50480.7, SGUI1_50480.8, SGUI1_50480.4, SGUI1_50480.2, SGUI1_50480.3, SGUI1_50480.1, SGUI1_50480.5, SGUI1_50480.6
OG0000755	T265_14500, T265_14501	SGUI1_75930.3, SGUI1_75930.1, SGUI1_75930.2, SGUI1_75930.4, SGUI1_75930.5
OG0000756	T265_04901	SGUI1_38860.3, SGUI1_38860.1, SGUI1_38860.6, SGUI1_38860.4, SGUI1_38860.2, SGUI1_38860.5
OG0000757	T265_14154	SGUI1_52730.1
OG0000758	T265_03111	SGUI1_8190.2, SGUI1_8190.1
OG0000759	T265_14472, T265_14473, T265_15924	SGUI1_53160.1
OG0000760	T265_14346	SGUI1_79230.1, SGUI1_79230.2, SGUI1_79230.3, SGUI1_79230.4, SGUI1_79230.5, SGUI1_79230.6, SGUI1_79230.7, SGUI1_79230.8, SGUI1_79230.10, SGUI1_79230.9
OG0000761	T265_01230	SGUI1_53940.3, SGUI1_53940.2, SGUI1_53940.1, SGUI1_53940.5, SGUI1_53940.6, SGUI1_53940.4
OG0000762	T265_07913	SGUI1_81360.1
OG0000762	T265_01864	SGUI1_87790.1
OG0000763	T265_06905	SGUI1_21090.1
OG0000764	T265_00997	SGUI1_8310.1
OG0000765	T265_00442	SGUI1_53140.1
OG0000765	T265_00440	SGUI1_53150.3, SGUI1_53150.1, SGUI1_53150.2
OG0000766	T265_12796	SGUI1_63490.1, SGUI1_63490.2, SGUI1_63490.3, SGUI1_63490.4
OG0000767	T265_12911	SGUI1_65670.4, SGUI1_65670.3, SGUI1_65670.1, SGUI1_65670.2
OG0000768	T265_06451	SGUI1_39940.1, SGUI1_39940.2, SGUI1_39940.4, SGUI1_39940.5, SGUI1_39940.3, SGUI1_39940.6
OG0000769	T265_01586	SGUI1_2180.1
OG0000770	T265_12873	SGUI1_17480.1, SGUI1_17480.2, SGUI1_17480.3, SGUI1_17480.4
OG0000774	T265_08743	SGUI1_47110.1
OG0000775	T265_13684	SGUI1_51820.5, SGUI1_51820.1, SGUI1_51820.2, SGUI1_51820.3, SGUI1_51820.4, SGUI1_51820.6
OG0000776	T265_07866	SGUI1_45760.1, SGUI1_45760.2, SGUI1_45760.3
OG0000776	T265_12745	SGUI1_56940.1, SGUI1_56940.3, SGUI1_56940.2
OG0000777	T265_02206	SGUI1_52370.1
OG0000778	T265_01511, T265_10392, T265_10394	SGUI1_22550.1
OG0000779	T265_07269	SGUI1_3670.1, SGUI1_3680.1
OG0000780	T265_06690	SGUI1_14640.10, SGUI1_14640.6, SGUI1_14640.14, SGUI1_14640.8, SGUI1_14640.9, SGUI1_14640.1, SGUI1_14640.4, SGUI1_14640.11, SGUI1_14640.5, SGUI1_14640.3, SGUI1_14640.12, SGUI1_14640.13, SGUI1_14640.2, SGUI1_14640.7
OG0000781	T265_11274	SGUI1_10360.1
OG0000781	T265_10911	SGUI1_490.1
OG0000782	T265_10870, T265_12889	SGUI1_31440.7, SGUI1_31440.10, SGUI1_31440.5, SGUI1_31440.9, SGUI1_31440.12, SGUI1_31440.13, SGUI1_31440.11, SGUI1_31440.4, SGUI1_31440.1, SGUI1_31440.2, SGUI1_31440.3, SGUI1_31440.6, SGUI1_31440.8
OG0000783	T265_10176	SGUI1_50750.1, SGUI1_50750.3, SGUI1_50750.2, SGUI1_50750.4
OG0000784	T265_12066	SGUI1_31360.1
OG0000785	T265_09886	SGUI1_59270.4, SGUI1_59270.1, SGUI1_59270.2, SGUI1_59270.3, SGUI1_59330.1, SGUI1_59330.2
OG0000786	T265_03503	SGUI1_40700.1
OG0000787	T265_06799	SGUI1_93280.1, SGUI1_93280.2, SGUI1_60050.1
OG0000788	T265_03219	SGUI1_12850.1, SGUI1_12850.5, SGUI1_12850.3, SGUI1_12850.2, SGUI1_12850.4
OG0000789	T265_01031	SGUI1_25250.1, SGUI1_25240.1, SGUI1_25240.2, SGUI1_25240.3
OG0000790	T265_00688	SGUI1_39280.1, SGUI1_39280.2
OG0000791	T265_14202, T265_14203	SGUI1_42770.1, SGUI1_42770.2
OG0000792	T265_14379	SGUI1_5280.1
OG0000793	T265_07034	SGUI1_34010.1
OG0000794	T265_00948	SGUI1_9350.1, SGUI1_9350.2, SGUI1_9350.3
OG0000795	T265_16059	SGUI1_95610.1, SGUI1_95610.4, SGUI1_95610.5, SGUI1_95610.2, SGUI1_95610.3
OG0000796	T265_14897	SGUI1_15420.1, SGUI1_15440.1, SGUI1_15410.1, SGUI1_15410.2
OG0000797	T265_15019	SGUI1_20790.2, SGUI1_20790.1
OG0000798	T265_15843	SGUI1_1280.5, SGUI1_1280.1, SGUI1_1280.2, SGUI1_1280.4, SGUI1_1280.3
OG0000799	T265_01805	SGUI1_67190.1
OG0000800	T265_10271, T265_16198	SGUI1_9240.1, SGUI1_9250.1
OG0000801	T265_05496	SGUI1_15330.3, SGUI1_15330.1, SGUI1_15330.5, SGUI1_15330.4, SGUI1_15330.2
OG0000802	T265_12896	SGUI1_73610.1
OG0000802	T265_06568	SGUI1_58950.1
OG0000803	T265_00805	SGUI1_79620.1, SGUI1_79620.2, SGUI1_79620.3, SGUI1_79620.4, SGUI1_79620.5
OG0000804	T265_08025	SGUI1_41320.4, SGUI1_41320.3, SGUI1_41320.1, SGUI1_41320.2
OG0000805	T265_13484	SGUI1_36300.1, SGUI1_36300.3, SGUI1_36300.4, SGUI1_36300.2, SGUI1_36300.5
OG0000806	T265_09116	SGUI1_74020.1
OG0000807	T265_06277	SGUI1_9010.1
OG0000808	T265_09441	SGUI1_93880.1
OG0000808	T265_09443	SGUI1_93890.1, SGUI1_93890.2, SGUI1_93890.3, SGUI1_93890.4
OG0000809	T265_05763	SGUI1_91270.2, SGUI1_91270.1, SGUI1_91270.3, SGUI1_91270.5, SGUI1_91270.4, SGUI1_91270.7, SGUI1_91270.8, SGUI1_91270.9, SGUI1_91270.6
OG0000810	T265_11471	SGUI1_24760.7, SGUI1_24760.2, SGUI1_24760.3, SGUI1_24760.6, SGUI1_24760.4, SGUI1_24760.8, SGUI1_24760.1, SGUI1_24760.5
OG0000811	T265_14828	SGUI1_10180.1, SGUI1_10180.2, SGUI1_10180.3
OG0000812	T265_15805	SGUI1_11140.1
OG0000813	T265_10364	SGUI1_86950.1, SGUI1_86950.4, SGUI1_86950.3, SGUI1_86950.2
OG0000814	T265_15846, T265_11631	SGUI1_63860.1
OG0000815	T265_14139, T265_14138	SGUI1_60030.1
OG0000816	T265_10520, T265_15172	SGUI1_84370.2, SGUI1_84370.3, SGUI1_84370.4, SGUI1_84370.1
OG0000817	T265_03538	SGUI1_88820.1
OG0000819	T265_02518	SGUI1_65830.1, SGUI1_65830.2, SGUI1_65830.3, SGUI1_65830.4, SGUI1_65830.5
OG0000821	T265_13288	SGUI1_49190.3, SGUI1_49190.4, SGUI1_49190.1, SGUI1_49190.2
OG0000822	T265_03848	SGUI1_74780.1
OG0000823	T265_00829	SGUI1_53540.1
OG0000823	T265_11555	SGUI1_93230.1
OG0000824	T265_07875	SGUI1_3080.1
OG0000826	T265_06114	SGUI1_55540.4, SGUI1_55540.2, SGUI1_55540.1, SGUI1_55540.3
OG0000827	T265_04215, T265_13453, T265_08146, T265_00316	SGUI1_75830.1, SGUI1_75830.2, SGUI1_75830.3
OG0000830	T265_03604	SGUI1_48960.2, SGUI1_48960.4, SGUI1_48960.1, SGUI1_48960.3
OG0000831	T265_11740	SGUI1_42480.2, SGUI1_42480.3, SGUI1_42480.1, SGUI1_42480.4, SGUI1_42480.5, SGUI1_42480.6, SGUI1_42480.7
OG0000832	T265_06731	SGUI1_60780.4, SGUI1_60780.2, SGUI1_60780.3, SGUI1_60780.1
OG0000833	T265_15296	SGUI1_33060.1
OG0000834	T265_08688	SGUI1_48800.2, SGUI1_48800.1, SGUI1_48800.3, SGUI1_48800.4
OG0000835	T265_05875	SGUI1_37930.1
OG0000836	T265_07620, T265_16203	SGUI1_37280.4, SGUI1_37280.3, SGUI1_37280.1, SGUI1_37280.2
OG0000837	T265_08390	SGUI1_32110.6, SGUI1_32110.5, SGUI1_32110.7, SGUI1_32110.2, SGUI1_32110.1, SGUI1_32110.4, SGUI1_32110.3
OG0000838	T265_02612	SGUI1_38950.1, SGUI1_38960.1, SGUI1_38960.2
OG0000839	T265_03005	SGUI1_38380.1, SGUI1_38380.2, SGUI1_38380.3, SGUI1_38380.4
OG0000840	T265_12899	SGUI1_70690.1, SGUI1_70690.3, SGUI1_70690.2, SGUI1_70690.4
OG0000841	T265_06170	SGUI1_20390.1
OG0000842	T265_14136	SGUI1_67440.1
OG0000843	T265_02386	SGUI1_82860.2, SGUI1_82860.3, SGUI1_82860.1, SGUI1_82860.5, SGUI1_82860.6, SGUI1_82860.7, SGUI1_82860.4
OG0000844	T265_00279	SGUI1_4930.1, SGUI1_4930.2, SGUI1_4930.3
OG0000845	T265_12579	SGUI1_90240.5, SGUI1_90240.3, SGUI1_90240.1, SGUI1_90240.2, SGUI1_90240.4
OG0000846	T265_05703	SGUI1_16470.1, SGUI1_16470.3, SGUI1_16470.2, SGUI1_16470.4, SGUI1_16470.5, SGUI1_16470.6
OG0000847	T265_07827, T265_09008, T265_01575, T265_07199	SGUI1_1230.1, SGUI1_1230.3, SGUI1_1230.2, SGUI1_1230.4, SGUI1_1230.5
OG0000848	T265_00764	SGUI1_34630.1
OG0000849	T265_12610	SGUI1_39010.1
OG0000850	T265_10398	SGUI1_27060.5, SGUI1_27060.4, SGUI1_27060.1, SGUI1_27060.2, SGUI1_27060.3
OG0000851	T265_04154	SGUI1_91280.1, SGUI1_91280.2, SGUI1_91280.4, SGUI1_91280.5, SGUI1_91280.6, SGUI1_91280.3
OG0000852	T265_08766	SGUI1_10030.1, SGUI1_10020.1
OG0000853	T265_06027	SGUI1_83360.1, SGUI1_83360.2
OG0000854	T265_15559, T265_14260, T265_15560	SGUI1_37290.1
OG0000855	T265_13837, T265_15500	SGUI1_54790.1, SGUI1_54790.2
OG0000856	T265_14822	SGUI1_2930.1
OG0000857	T265_14322	SGUI1_4130.1
OG0000858	T265_15000	SGUI1_4380.4, SGUI1_4380.1, SGUI1_4380.2, SGUI1_4380.3
OG0000860	T265_06072	SGUI1_60310.1
OG0000860	T265_05631	SGUI1_62890.1
OG0000861	T265_04574	SGUI1_10760.2, SGUI1_10760.3, SGUI1_10760.1, SGUI1_10760.4, SGUI1_10760.5, SGUI1_10760.6, SGUI1_10760.7
OG0000862	T265_09368, T265_09366, T265_09369	SGUI1_29730.1
OG0000864	T265_05363	SGUI1_40290.7, SGUI1_40290.3, SGUI1_40290.4, SGUI1_40290.5, SGUI1_40290.6, SGUI1_40290.2, SGUI1_40290.1
OG0000865	T265_05335	SGUI1_33020.2, SGUI1_33020.6, SGUI1_33020.1, SGUI1_33020.3, SGUI1_33020.5, SGUI1_33020.4, SGUI1_33020.7
OG0000866	T265_09230	SGUI1_730.12, SGUI1_730.15, SGUI1_730.16, SGUI1_730.13, SGUI1_730.14, SGUI1_730.3, SGUI1_730.1, SGUI1_730.11, SGUI1_730.2, SGUI1_730.4, SGUI1_730.5, SGUI1_730.6, SGUI1_730.7, SGUI1_730.8, SGUI1_730.9, SGUI1_730.10
OG0000867	T265_03080	SGUI1_6810.1, SGUI1_6810.3, SGUI1_6810.4, SGUI1_6810.7, SGUI1_6810.2, SGUI1_6810.5, SGUI1_6810.6
OG0000869	T265_14256	SGUI1_89740.1, SGUI1_89740.3, SGUI1_89740.8, SGUI1_89740.4, SGUI1_89740.5, SGUI1_89740.7, SGUI1_89740.2, SGUI1_89740.9, SGUI1_89740.6
OG0000870	T265_06698	SGUI1_950.1
OG0000872	T265_16288, T265_12059	SGUI1_4010.1, SGUI1_4010.3, SGUI1_4010.4, SGUI1_4010.2, SGUI1_4010.5, SGUI1_4010.6, SGUI1_4010.7, SGUI1_4010.8, SGUI1_4010.9
OG0000873	T265_15131	SGUI1_86820.1
OG0000874	T265_04488, T265_09986, T265_09985	SGUI1_43070.1
OG0000876	T265_03229	SGUI1_23220.1, SGUI1_23150.1, SGUI1_23470.1
OG0000877	T265_14662	SGUI1_6860.4, SGUI1_6860.3, SGUI1_6860.1, SGUI1_6860.2, SGUI1_6860.5
OG0000879	T265_08209	SGUI1_58780.1, SGUI1_58780.2
OG0000881	T265_09970	SGUI1_91140.1, SGUI1_91140.2
OG0000882	T265_15327, T265_15326	SGUI1_21730.1
OG0000882	T265_00439, T265_08858	SGUI1_40080.1
OG0000883	T265_08857	SGUI1_40070.5, SGUI1_40070.8, SGUI1_40070.1, SGUI1_40070.6, SGUI1_40070.9, SGUI1_40070.3, SGUI1_40070.7, SGUI1_40070.4, SGUI1_40070.2
OG0000884	T265_10076, T265_15490	SGUI1_39330.6, SGUI1_39330.9, SGUI1_39330.8, SGUI1_39330.7, SGUI1_39330.3, SGUI1_39330.5, SGUI1_39330.1, SGUI1_39330.2, SGUI1_39330.4
OG0000885	T265_12962, T265_02246	SGUI1_92890.1, SGUI1_92920.1, SGUI1_92930.1, SGUI1_92930.2, SGUI1_92930.3, SGUI1_92930.4, SGUI1_190.1, SGUI1_190.2, SGUI1_190.4, SGUI1_190.5, SGUI1_190.3
OG0000886	T265_01994	SGUI1_70800.2, SGUI1_70800.1
OG0000887	T265_15509	SGUI1_19220.3, SGUI1_19220.2, SGUI1_19220.5, SGUI1_19220.1, SGUI1_19220.6, SGUI1_19220.4
OG0000888	T265_14777, T265_14776	SGUI1_79170.1, SGUI1_79170.2, SGUI1_79190.1
OG0000889	T265_10291, T265_03241	SGUI1_27460.1, SGUI1_27460.2
OG0000890	T265_04042, T265_05866	SGUI1_40880.1
OG0000891	T265_13383, T265_13385	SGUI1_37130.1, SGUI1_37130.10, SGUI1_37130.11, SGUI1_37130.13, SGUI1_37130.2, SGUI1_37130.3, SGUI1_37130.4, SGUI1_37130.7, SGUI1_37130.8, SGUI1_37130.9, SGUI1_37130.12, SGUI1_37130.14, SGUI1_37130.5, SGUI1_37130.15, SGUI1_37130.6
OG0000892	T265_13465, T265_04286	SGUI1_52120.1
OG0000894	T265_14564, T265_08709	SGUI1_88150.1
OG0000895	T265_08916	SGUI1_44010.1, SGUI1_44010.2
OG0000896	T265_11745, T265_15524	SGUI1_19740.1
OG0000897	T265_09054	SGUI1_9340.1
OG0000898	T265_03575	SGUI1_72360.1
OG0000899	T265_00966	SGUI1_14110.1
OG0000900	T265_15960	SGUI1_3610.1, SGUI1_3620.1
OG0000901	T265_03340	SGUI1_62990.2, SGUI1_62990.6, SGUI1_62990.1, SGUI1_62990.4, SGUI1_62990.5, SGUI1_62990.3
OG0000902	T265_03522	SGUI1_55410.6, SGUI1_55410.7, SGUI1_55410.1, SGUI1_55410.2, SGUI1_55410.3, SGUI1_55410.4, SGUI1_55410.5
OG0000903	T265_02094	SGUI1_15100.1
OG0000905	T265_08905	SGUI1_79340.3, SGUI1_79340.4, SGUI1_79340.5, SGUI1_79340.7, SGUI1_79340.8, SGUI1_79340.9, SGUI1_79340.1, SGUI1_79340.2, SGUI1_79340.6
OG0000906	T265_09792	SGUI1_64320.1, SGUI1_64320.2, SGUI1_64320.3, SGUI1_64320.4, SGUI1_64320.5
OG0000907	T265_00831	SGUI1_74940.1
OG0000908	T265_13306	SGUI1_26430.1, SGUI1_26420.1
OG0000910	T265_10833	SGUI1_7600.2, SGUI1_7600.3, SGUI1_7600.7, SGUI1_7600.1, SGUI1_7600.4, SGUI1_7600.5, SGUI1_7600.6
OG0000911	T265_11627, T265_11628	SGUI1_58590.1, SGUI1_58590.2, SGUI1_58590.3, SGUI1_58590.4
OG0000913	T265_10377, T265_05795, T265_15140	SGUI1_31240.1
OG0000914	T265_06456	SGUI1_38410.5, SGUI1_38410.1, SGUI1_38410.4, SGUI1_38410.2, SGUI1_38410.3
OG0000915	T265_00756	SGUI1_29300.4, SGUI1_29300.2, SGUI1_29300.5, SGUI1_29300.1, SGUI1_29300.3
OG0000916	T265_11901	SGUI1_39590.4, SGUI1_39590.6, SGUI1_39590.10, SGUI1_39590.11, SGUI1_39590.12, SGUI1_39590.3, SGUI1_39590.8, SGUI1_39590.1, SGUI1_39590.9, SGUI1_39590.7, SGUI1_39590.2, SGUI1_39590.5
OG0000917	T265_02425	SGUI1_84660.3, SGUI1_84660.1, SGUI1_84660.2
OG0000918	T265_13665	SGUI1_26510.1
OG0000919	T265_11299	SGUI1_84810.1
OG0000921	T265_10843	SGUI1_43460.1, SGUI1_43460.3, SGUI1_43460.6, SGUI1_43460.2, SGUI1_43460.4, SGUI1_43460.5, SGUI1_43460.7, SGUI1_43460.8
OG0000922	T265_14804, T265_09307	SGUI1_6520.1
OG0000923	T265_03493	SGUI1_41510.1
OG0000923	T265_05658	SGUI1_93540.3, SGUI1_93540.1, SGUI1_93540.2
OG0000925	T265_07999	SGUI1_16000.2, SGUI1_16000.1, SGUI1_16000.3, SGUI1_16000.4
OG0000926	T265_15584	SGUI1_26850.1, SGUI1_26850.4, SGUI1_26850.2, SGUI1_26850.3, SGUI1_26770.4, SGUI1_26770.1, SGUI1_26770.3, SGUI1_26770.2
OG0000927	T265_13966	SGUI1_21030.1
OG0000928	T265_02989	SGUI1_32050.1, SGUI1_32040.1
OG0000929	T265_11846	SGUI1_65340.1, SGUI1_65340.2, SGUI1_65340.3, SGUI1_65340.4, SGUI1_65340.6, SGUI1_65340.7, SGUI1_65340.5
OG0000930	T265_13266	SGUI1_42400.1, SGUI1_42400.6, SGUI1_42400.7, SGUI1_42400.2, SGUI1_42400.3, SGUI1_42400.4, SGUI1_42400.5
OG0000931	T265_10692	SGUI1_71740.1, SGUI1_71740.2, SGUI1_71740.3
OG0000932	T265_09389	SGUI1_1140.1, SGUI1_1140.2, SGUI1_1140.3, SGUI1_1140.4, SGUI1_1140.5, SGUI1_1140.6, SGUI1_1140.7
OG0000933	T265_10768	SGUI1_39690.5, SGUI1_39690.3, SGUI1_39690.4, SGUI1_39690.1, SGUI1_39690.2
OG0000934	T265_09239	SGUI1_9420.1
