Orthogroup	opisthorchis_viverrini	schistosoma_guineensis
OG0005310	T265_07235, T265_00714	SGUI1_1100.1
OG0005313	T265_16115	SGUI1_23040.1
OG0005314	T265_05533	SGUI1_20250.1
OG0005315	T265_14506	SGUI1_58020.1
OG0005316	T265_11658	SGUI1_83150.1
OG0005317	T265_07010	SGUI1_60080.1
OG0005318	T265_01887	SGUI1_28930.1, SGUI1_28940.1, SGUI1_28940.2
OG0005319	T265_10135	SGUI1_62960.2, SGUI1_62960.1
OG0005323	T265_06465	SGUI1_28040.1
OG0005325	T265_14272	SGUI1_31140.1, SGUI1_31140.2
OG0005326	T265_13164, T265_03069	SGUI1_7140.1
OG0005327	T265_00848	SGUI1_18260.1, SGUI1_18260.2, SGUI1_18260.3
OG0005328	T265_08920, T265_14707	SGUI1_62570.1
OG0005329	T265_15005	SGUI1_15970.1
OG0005330	T265_15013	SGUI1_81810.1, SGUI1_81810.2
OG0005331	T265_08643	SGUI1_89310.1
OG0005332	T265_05960	SGUI1_90310.1
OG0005333	T265_11922	SGUI1_22100.1
OG0005334	T265_10821	SGUI1_14530.1
OG0005335	T265_11353	SGUI1_78010.1, SGUI1_78010.2
OG0005336	T265_09502, T265_09503	SGUI1_11750.1
OG0005337	T265_04235	SGUI1_24030.1
OG0005338	T265_10177	SGUI1_49090.1, SGUI1_49090.2
OG0005339	T265_03833	SGUI1_56730.1
OG0005340	T265_09594, T265_12878	SGUI1_91200.1
OG0005341	T265_10224	SGUI1_14850.1, SGUI1_14850.2
OG0005343	T265_02785, T265_02786, T265_02784	SGUI1_78870.1
OG0005345	T265_14061	SGUI1_38520.1
OG0005346	T265_02105, T265_12925	SGUI1_9550.1
OG0005347	T265_05626	SGUI1_66040.1
OG0005348	T265_13539	SGUI1_11910.1
OG0005349	T265_06704	SGUI1_560.1
OG0005350	T265_09936	SGUI1_6080.1
OG0005351	T265_03561	SGUI1_52530.1
OG0005352	T265_00939	SGUI1_2560.1
OG0005353	T265_04816	SGUI1_93070.1
OG0005354	T265_11724	SGUI1_35020.1
OG0005355	T265_09734	SGUI1_39460.1
OG0005356	T265_01689, T265_10747	SGUI1_68960.1, SGUI1_68960.2
OG0005358	T265_05286	SGUI1_45750.1, SGUI1_45750.2
OG0005359	T265_05489	SGUI1_18850.1, SGUI1_18840.1
OG0005360	T265_15263	SGUI1_19280.1
OG0005361	T265_05573	SGUI1_15080.1
OG0005362	T265_15197	SGUI1_67580.1
OG0005363	T265_14241	SGUI1_1090.1, SGUI1_1090.2
OG0005364	T265_02141	SGUI1_49200.1
OG0005365	T265_03189	SGUI1_17470.1
OG0005366	T265_15118	SGUI1_15130.1
OG0005367	T265_01079	SGUI1_23190.1, SGUI1_23510.1
OG0005368	T265_02254	SGUI1_22250.1
OG0005369	T265_04513	SGUI1_34970.1
OG0005371	T265_04511	SGUI1_34930.1
OG0005372	T265_05027	SGUI1_25280.1, SGUI1_25280.2
OG0005373	T265_06855, T265_07464	SGUI1_92780.1
OG0005376	T265_01452	SGUI1_61750.1
OG0005377	T265_05210	SGUI1_29890.1, SGUI1_29880.3
OG0005378	T265_01504	SGUI1_44020.1
OG0005379	T265_00306, T265_12511	SGUI1_56240.1
OG0005380	T265_08674	SGUI1_2160.1
OG0005381	T265_03055, T265_03056	SGUI1_6970.1
OG0005382	T265_07943	SGUI1_95160.1
OG0005383	T265_10764	SGUI1_39700.1
OG0005384	T265_15266	SGUI1_83440.1
OG0005385	T265_05325, T265_06130	SGUI1_10260.1
OG0005386	T265_12619	SGUI1_32730.1
OG0005387	T265_08575	SGUI1_27760.1
OG0005388	T265_03712	SGUI1_25330.1
OG0005389	T265_03975	SGUI1_45820.1
OG0005390	T265_15462	SGUI1_96220.1
OG0005391	T265_05845	SGUI1_58810.1
OG0005392	T265_01365	SGUI1_51490.1
OG0005393	T265_01362	SGUI1_51470.2, SGUI1_51470.1
OG0005395	T265_12943	SGUI1_72050.1
OG0005396	T265_10275	SGUI1_12640.1, SGUI1_12670.1
OG0005397	T265_08517	SGUI1_44350.1, SGUI1_44350.2
OG0005398	T265_12702, T265_16153	SGUI1_26020.1
OG0005399	T265_05139	SGUI1_11150.1
OG0005400	T265_14743	SGUI1_10410.1
OG0005402	T265_02356	SGUI1_57300.1
OG0005404	T265_09420	SGUI1_17190.1
OG0005405	T265_08404	SGUI1_90560.1, SGUI1_90560.2
OG0005406	T265_12567	SGUI1_68010.1
OG0005407	T265_04295	SGUI1_52070.1, SGUI1_52070.2
OG0005408	T265_02634	SGUI1_90920.1
OG0005409	T265_02973	SGUI1_31310.1
OG0005410	T265_04348	SGUI1_8080.1
OG0005411	T265_13356	SGUI1_92370.1
OG0005412	T265_08661	SGUI1_62560.1
OG0005413	T265_11492	SGUI1_78900.1
OG0005414	T265_15840	SGUI1_70790.1
OG0005415	T265_10057	SGUI1_29760.1, SGUI1_29760.2
OG0005416	T265_15035	SGUI1_24460.1, SGUI1_24460.2, SGUI1_24460.3
OG0005417	T265_10864	SGUI1_3920.1
OG0005418	T265_10182	SGUI1_47320.1, SGUI1_47320.2
OG0005419	T265_03907	SGUI1_68150.1, SGUI1_68150.2
OG0005420	T265_07983	SGUI1_37030.1
OG0005421	T265_04877	SGUI1_80100.1
OG0005423	T265_04323	SGUI1_28250.1
OG0005424	T265_04982, T265_04980	SGUI1_81690.1
OG0005425	T265_13652, T265_13651, T265_13653	SGUI1_81630.1
OG0005427	T265_07946	SGUI1_95390.1
OG0005428	T265_15255	SGUI1_87570.2, SGUI1_87570.1
OG0005430	T265_14216	SGUI1_44810.1
OG0005431	T265_07854	SGUI1_78520.1
OG0005432	T265_08271	SGUI1_81470.1
OG0005433	T265_05782	SGUI1_78440.1
OG0005434	T265_13327, T265_15957	SGUI1_26550.1
OG0005435	T265_09698	SGUI1_96060.1
OG0005436	T265_00622	SGUI1_58600.1, SGUI1_58600.2
OG0005438	T265_06134	SGUI1_10290.1
OG0005439	T265_05891	SGUI1_44990.1
OG0005440	T265_01331	SGUI1_72570.1
OG0005441	T265_01872	SGUI1_90950.1, SGUI1_90950.2
OG0005442	T265_12628	SGUI1_29150.1
OG0005443	T265_05614	SGUI1_61770.1
OG0005444	T265_02921	SGUI1_18380.1
OG0005446	T265_15324	SGUI1_45140.1, SGUI1_45140.2, SGUI1_45140.3
OG0005447	T265_00188	SGUI1_65250.2, SGUI1_65250.1
OG0005448	T265_06100	SGUI1_35030.1
OG0005450	T265_10981	SGUI1_60520.1
OG0005451	T265_09425	SGUI1_82890.1
OG0005453	T265_11126	SGUI1_61930.1
OG0005454	T265_02688	SGUI1_52040.2, SGUI1_52040.1
OG0005455	T265_11461	SGUI1_50340.1
OG0005457	T265_00065	SGUI1_46780.1
OG0005460	T265_12950	SGUI1_70900.1
OG0005461	T265_10012	SGUI1_26390.1
OG0005462	T265_12786	SGUI1_86350.1, SGUI1_86350.2
OG0005463	T265_05511	SGUI1_20260.1, SGUI1_20260.2
OG0005464	T265_00131, T265_12275	SGUI1_51280.1
OG0005465	T265_03813	SGUI1_90910.1
OG0005466	T265_11553	SGUI1_70600.1, SGUI1_70600.2, SGUI1_70600.3
OG0005467	T265_09793	SGUI1_64160.1
OG0005468	T265_06677	SGUI1_20470.1
OG0005469	T265_07684	SGUI1_68140.1
OG0005472	T265_04851	SGUI1_73570.1
OG0005474	T265_16250	SGUI1_40370.1
OG0005476	T265_03001	SGUI1_39780.1, SGUI1_39780.2
OG0005477	T265_11475	SGUI1_40460.1
OG0005478	T265_00646	SGUI1_58490.1, SGUI1_58490.2, SGUI1_58490.3
OG0005479	T265_02835	SGUI1_76140.1
OG0005480	T265_01791	SGUI1_73770.1, SGUI1_73770.2, SGUI1_73780.1
OG0005481	T265_14797	SGUI1_17260.1
OG0005482	T265_07135	SGUI1_41720.1
OG0005483	T265_11993	SGUI1_40040.1
OG0005484	T265_11055	SGUI1_21720.2, SGUI1_21720.1
OG0005485	T265_12648	SGUI1_51160.1
OG0005486	T265_01953	SGUI1_70100.1
OG0005487	T265_05597, T265_13821	SGUI1_22890.1
OG0005488	T265_00563	SGUI1_92190.1
OG0005489	T265_10945	SGUI1_4640.1
OG0005490	T265_07627	SGUI1_33580.1
OG0005491	T265_11285	SGUI1_91970.1
OG0005492	T265_06514	SGUI1_92680.1
OG0005493	T265_02886	SGUI1_52760.1
OG0005494	T265_13149	SGUI1_5010.1, SGUI1_5010.2
OG0005496	T265_13611	SGUI1_94030.1
OG0005497	T265_03756	SGUI1_23720.1
OG0005499	T265_03783	SGUI1_88590.1
OG0005500	T265_00880, T265_15018	SGUI1_20800.1
OG0005502	T265_09319	SGUI1_96620.1
OG0005503	T265_05012	SGUI1_39090.2, SGUI1_39090.1
OG0005504	T265_15476	SGUI1_83420.1
OG0005505	T265_15216	SGUI1_78700.1
OG0005506	T265_01863	SGUI1_89720.1
OG0005507	T265_03828	SGUI1_87920.1, SGUI1_87920.2, SGUI1_87920.3, SGUI1_87920.5
OG0005508	T265_05267	SGUI1_1520.1
OG0005509	T265_15724	SGUI1_94310.1
OG0005510	T265_04306	SGUI1_91830.2, SGUI1_91830.3, SGUI1_91830.1
OG0005511	T265_01328	SGUI1_78390.1
OG0005512	T265_09144	SGUI1_6440.1
OG0005513	T265_03550	SGUI1_90070.1
OG0005514	T265_10018	SGUI1_24550.1
OG0005515	T265_11300	SGUI1_57280.1
OG0005516	T265_03191, T265_03192	SGUI1_17170.1
OG0005517	T265_08930	SGUI1_63450.1
OG0005518	T265_05390	SGUI1_25750.1
OG0005519	T265_14962, T265_16085	SGUI1_35150.1
OG0005520	T265_06161	SGUI1_61730.1, SGUI1_61730.2
OG0005521	T265_03986	SGUI1_79300.1
OG0005522	T265_15147	SGUI1_33830.1, SGUI1_33830.2
OG0005523	T265_13005, T265_16171	SGUI1_84120.1
OG0005524	T265_10230	SGUI1_1770.1
OG0005525	T265_08202	SGUI1_58860.1, SGUI1_58860.2, SGUI1_58860.3, SGUI1_58860.4
OG0005526	T265_08059	SGUI1_38170.1, SGUI1_38170.2
OG0005527	T265_04257	SGUI1_23350.1, SGUI1_23350.2, SGUI1_23350.3
OG0005530	T265_08534	SGUI1_11420.1
OG0005532	T265_14747	SGUI1_14240.1
OG0005535	T265_07286	SGUI1_46570.1
OG0005538	T265_00113	SGUI1_48850.1
OG0005539	T265_13052	SGUI1_30100.1
OG0005540	T265_08055	SGUI1_60140.1
OG0005544	T265_02659	SGUI1_22960.1, SGUI1_22960.2
OG0005546	T265_12984	SGUI1_9480.1
OG0005547	T265_14463	SGUI1_38160.1
OG0005566	T265_05784	SGUI1_76310.1
OG0005567	T265_05147	SGUI1_12760.1
OG0005570	T265_13520	SGUI1_32340.1
OG0005571	T265_00062	SGUI1_46740.1
OG0005572	T265_15288	SGUI1_67590.1
OG0005573	T265_11449	SGUI1_8980.1
OG0005574	T265_14050	SGUI1_86760.1
OG0005575	T265_03162	SGUI1_68180.1
OG0005576	T265_08870	SGUI1_68160.1
OG0005577	T265_02626	SGUI1_86360.1
OG0005578	T265_05284, T265_01975, T265_05283	SGUI1_49370.1
OG0005580	T265_12456	SGUI1_51310.1, SGUI1_51310.2
OG0005581	T265_14696	SGUI1_29660.1
OG0005583	T265_08895	SGUI1_86650.1
OG0005584	T265_02735	SGUI1_94520.1
OG0005585	T265_13551	SGUI1_95590.1
OG0005586	T265_04631	SGUI1_95580.1
OG0005587	T265_08836	SGUI1_78460.1
OG0005589	T265_10140	SGUI1_59660.1
OG0005590	T265_02090	SGUI1_17300.1
OG0005591	T265_11829	SGUI1_65740.1
OG0005593	T265_02336	SGUI1_71930.1
OG0005594	T265_00035	SGUI1_69940.1, SGUI1_69940.2
OG0005595	T265_03128	SGUI1_62710.1
OG0005596	T265_10450	SGUI1_66850.1
OG0005597	T265_13001	SGUI1_84140.1
OG0005598	T265_00090	SGUI1_76990.2, SGUI1_76990.1
OG0005599	T265_12744	SGUI1_54920.1
OG0005600	T265_01613, T265_02081, T265_01614	SGUI1_19080.1, SGUI1_19080.2
OG0005601	T265_01074, T265_07975	SGUI1_22520.1, SGUI1_22520.2
OG0005602	T265_05680	SGUI1_22400.1
OG0005603	T265_10595	SGUI1_64880.1
OG0005604	T265_14820	SGUI1_29740.1
OG0005605	T265_00735	SGUI1_36080.1
OG0005606	T265_01778, T265_01779	SGUI1_80220.1
OG0005607	T265_08644	SGUI1_89950.1
OG0005608	T265_14383	SGUI1_66780.1
OG0005609	T265_15052	SGUI1_61680.1, SGUI1_61680.2
OG0005610	T265_14713	SGUI1_2220.1
OG0005611	T265_13473, T265_04313	SGUI1_91720.1
OG0005612	T265_02912, T265_11062	SGUI1_94050.1
OG0005613	T265_08092	SGUI1_54320.1, SGUI1_54320.2, SGUI1_54310.1
OG0005614	T265_10058	SGUI1_28170.1
OG0005615	T265_01886	SGUI1_28860.1
OG0005616	T265_01885, T265_12128	SGUI1_28850.1
OG0005617	T265_13433	SGUI1_38770.1
OG0005618	T265_08821	SGUI1_49980.1
OG0005619	T265_06768	SGUI1_50360.3, SGUI1_50360.4, SGUI1_50360.1, SGUI1_50360.2
OG0005620	T265_05375	SGUI1_89590.1
OG0005621	T265_06150	SGUI1_87810.1
OG0005622	T265_05245	SGUI1_470.1
OG0005623	T265_09835, T265_12397	SGUI1_75570.1, SGUI1_75570.3, SGUI1_75570.2
OG0005625	T265_04392, T265_04393	SGUI1_10540.1, SGUI1_10540.2
OG0005626	T265_05055	SGUI1_43790.1
OG0005627	T265_10410	SGUI1_22740.1
OG0005628	T265_09104	SGUI1_39140.1
OG0005629	T265_11995, T265_15653	SGUI1_31700.1
OG0005630	T265_15104	SGUI1_85360.1
OG0005631	T265_10242	SGUI1_55300.1
OG0005632	T265_10093	SGUI1_95560.1
OG0005633	T265_04541	SGUI1_9850.1
OG0005634	T265_13921	SGUI1_22430.1
OG0005635	T265_00211	SGUI1_3000.1
OG0005636	T265_06536	SGUI1_38530.1
OG0005637	T265_11903	SGUI1_80610.1
OG0005638	T265_02937	SGUI1_77620.1
OG0005639	T265_05902	SGUI1_73490.1
OG0005641	T265_00803	SGUI1_73750.1
OG0005642	T265_05646	SGUI1_96510.1
OG0005643	T265_06739	SGUI1_29430.1
OG0005644	T265_02170	SGUI1_76920.1
OG0005645	T265_00481	SGUI1_59250.1
OG0005647	T265_12426	SGUI1_56080.1
OG0005648	T265_02569	SGUI1_40110.1, SGUI1_40110.2
OG0005649	T265_01356	SGUI1_50580.1
OG0005650	T265_03915	SGUI1_65140.1
OG0005652	T265_09909	SGUI1_48050.1
OG0005654	T265_04874, T265_13622	SGUI1_72990.1, SGUI1_72990.2
OG0005655	T265_04225	SGUI1_27030.1, SGUI1_27030.2
OG0005656	T265_04764	SGUI1_88330.1
OG0005657	T265_12479, T265_00202	SGUI1_11300.1
OG0005659	T265_10330	SGUI1_16560.1
OG0005660	T265_02166	SGUI1_72220.1
OG0005661	T265_16296, T265_09006, T265_14725, T265_06881, T265_06880	SGUI1_6540.1
OG0005662	T265_01481	SGUI1_43290.5, SGUI1_43290.2, SGUI1_43290.1, SGUI1_43290.4, SGUI1_43290.3
OG0005664	T265_16080	SGUI1_24990.1
OG0005665	T265_02439	SGUI1_48210.1
OG0005666	T265_04890	SGUI1_90480.1
OG0005669	T265_00307	SGUI1_56230.1, SGUI1_56230.2, SGUI1_56230.3
OG0005670	T265_15339	SGUI1_84850.1
OG0005671	T265_00199	SGUI1_11270.1, SGUI1_11270.2
OG0005672	T265_00025	SGUI1_47300.1
OG0005673	T265_00026	SGUI1_47380.1
OG0005674	T265_14069	SGUI1_25880.1
OG0005675	T265_14702	SGUI1_40670.1
OG0005677	T265_12490	SGUI1_5590.1
OG0005678	T265_08052	SGUI1_60150.1
OG0005679	T265_05347	SGUI1_88930.1
OG0005680	T265_02058	SGUI1_69370.1
OG0005681	T265_02059	SGUI1_69380.1
OG0005683	T265_00556, T265_00555, T265_00558	SGUI1_35700.1
OG0005684	T265_13286	SGUI1_49350.1, SGUI1_49350.2, SGUI1_49350.3
OG0005685	T265_04563	SGUI1_13550.1, SGUI1_13470.1
OG0005686	T265_02644	SGUI1_90540.1
OG0005687	T265_07614	SGUI1_66290.1
OG0005688	T265_06908	SGUI1_600.1
OG0005689	T265_12982	SGUI1_71120.1
OG0005690	T265_13741	SGUI1_52800.1, SGUI1_52800.2
OG0005691	T265_14083	SGUI1_94290.1
OG0005692	T265_03304	SGUI1_47210.1
OG0005693	T265_09417	SGUI1_1250.1
OG0005694	T265_05938	SGUI1_49260.1, SGUI1_49260.2
OG0005695	T265_13862, T265_05792	SGUI1_49400.1
OG0005697	T265_11032, T265_14666, T265_08774, T265_08771, T265_08772	SGUI1_18030.1
OG0005699	T265_05508	SGUI1_19880.1
OG0005700	T265_08200	SGUI1_71900.1
OG0005701	T265_10795, T265_12238	SGUI1_57940.1
OG0005702	T265_06068, T265_13996	SGUI1_65550.1
OG0005703	T265_08410	SGUI1_34310.1
OG0005704	T265_04448	SGUI1_40800.1
OG0005705	T265_13838	SGUI1_54140.1
OG0005706	T265_04867	SGUI1_56320.1
OG0005707	T265_09880	SGUI1_65620.1
OG0005709	T265_10125	SGUI1_27370.1
OG0005710	T265_14076, T265_14078, T265_00920	SGUI1_34590.1
OG0005712	T265_04155	SGUI1_89860.1
OG0005713	T265_13995	SGUI1_66560.3, SGUI1_66560.1, SGUI1_66560.2
OG0005714	T265_07566	SGUI1_91210.1
OG0005715	T265_02163	SGUI1_74840.1
OG0005716	T265_00293	SGUI1_51000.1, SGUI1_51000.2
OG0005717	T265_01752	SGUI1_75690.1
OG0005718	T265_10025	SGUI1_49700.2, SGUI1_49700.1
OG0005719	T265_04450	SGUI1_35600.1, SGUI1_35600.2
OG0005720	T265_14184	SGUI1_84220.1
OG0005722	T265_10194	SGUI1_93480.1
OG0005723	T265_04137	SGUI1_42950.2, SGUI1_42950.3
OG0005724	T265_01588	SGUI1_8600.1
OG0005725	T265_02382	SGUI1_83860.1, SGUI1_83860.2, SGUI1_83860.3
OG0005726	T265_12453	SGUI1_53180.1
OG0005727	T265_05161	SGUI1_69070.1
OG0005728	T265_04760	SGUI1_88270.1
OG0005729	T265_08666	SGUI1_65260.1
OG0005730	T265_13080	SGUI1_94580.1
OG0005731	T265_02245	SGUI1_81590.1, SGUI1_81590.2
OG0005732	T265_10389, T265_16193	SGUI1_27140.1
OG0005733	T265_05681	SGUI1_23900.1
OG0005734	T265_15232	SGUI1_43490.1
OG0005735	T265_11765	SGUI1_92550.1
OG0005736	T265_12755	SGUI1_70290.1, SGUI1_70290.2
OG0005737	T265_00624, T265_02522	SGUI1_64090.1
OG0005738	T265_11159, T265_16149	SGUI1_4600.1
OG0005739	T265_01925	SGUI1_29530.2, SGUI1_29530.1
OG0005740	T265_13120	SGUI1_80000.1
OG0005741	T265_04882	SGUI1_86800.1
OG0005742	T265_13047	SGUI1_33240.1
OG0005743	T265_03071	SGUI1_15950.1
OG0005744	T265_10649	SGUI1_15740.1
OG0005745	T265_03355	SGUI1_63620.1
OG0005746	T265_02952	SGUI1_28960.1
OG0005747	T265_04470, T265_08799	SGUI1_44890.1
OG0005748	T265_13853	SGUI1_86560.1
OG0005749	T265_00632	SGUI1_60340.1
OG0005750	T265_15268	SGUI1_96250.1
OG0005751	T265_07039	SGUI1_34030.1
OG0005753	T265_05928, T265_00174, T265_02962	SGUI1_80640.1
OG0005754	T265_01370	SGUI1_88160.1
OG0005755	T265_13833	SGUI1_24800.1
OG0005756	T265_09096	SGUI1_27400.1
OG0005758	T265_15767	SGUI1_72150.1, SGUI1_72130.1
OG0005760	T265_13006	SGUI1_48160.1
OG0005762	T265_06999, T265_15869	SGUI1_62180.1
OG0005763	T265_14562	SGUI1_92050.1
OG0005764	T265_01401	SGUI1_65420.1, SGUI1_65420.2
OG0005765	T265_02549	SGUI1_25560.1, SGUI1_25560.2
OG0005766	T265_07109	SGUI1_85320.1
OG0005767	T265_05293	SGUI1_81110.1
OG0005768	T265_15039	SGUI1_31860.1
OG0005769	T265_04564	SGUI1_13520.1
OG0005770	T265_08813	SGUI1_41110.1
OG0005771	T265_02692	SGUI1_53100.1
OG0005772	T265_11297	SGUI1_81420.1
OG0005773	T265_07555	SGUI1_69950.1
OG0005774	T265_00539	SGUI1_66450.1
OG0005775	T265_10318	SGUI1_42300.1, SGUI1_42300.2, SGUI1_42300.3, SGUI1_42300.4
OG0005776	T265_05775	SGUI1_87360.1, SGUI1_87360.2
OG0005777	T265_05076	SGUI1_42580.1
OG0005778	T265_11844	SGUI1_68470.1, SGUI1_68470.2
OG0005779	T265_02003	SGUI1_68990.1, SGUI1_68990.2
OG0005780	T265_14551	SGUI1_93640.1, SGUI1_93640.2
OG0005782	T265_14704	SGUI1_44270.1
OG0005783	T265_00399	SGUI1_89020.1, SGUI1_89020.2
OG0005784	T265_07736	SGUI1_91680.1
OG0005786	T265_04169	SGUI1_13600.1
OG0005787	T265_00243	SGUI1_790.1, SGUI1_790.2
OG0005788	T265_03214, T265_13190	SGUI1_11390.1
OG0005790	T265_09946	SGUI1_70700.1
OG0005791	T265_05057	SGUI1_44530.1, SGUI1_44530.2
OG0005792	T265_05239	SGUI1_3640.1
OG0005793	T265_09807	SGUI1_6400.1
OG0005795	T265_08753	SGUI1_96150.1
OG0005796	T265_09148	SGUI1_4780.1
OG0005797	T265_04637	SGUI1_95570.1
OG0005798	T265_03990	SGUI1_71580.1
OG0005799	T265_03670	SGUI1_20090.1
OG0005800	T265_07697	SGUI1_83880.1
OG0005801	T265_02096, T265_02093	SGUI1_15090.1
OG0005802	T265_02201	SGUI1_76460.1
OG0005803	T265_00647	SGUI1_58500.1, SGUI1_58510.1
OG0005804	T265_05300	SGUI1_92960.1
OG0005805	T265_11376	SGUI1_70340.1
OG0005806	T265_01699	SGUI1_82800.1
OG0005807	T265_10239	SGUI1_80620.1
OG0005808	T265_02555	SGUI1_39320.1
OG0005809	T265_10830	SGUI1_28610.1, SGUI1_28610.2
OG0005810	T265_03823	SGUI1_87890.1
OG0005811	T265_03204	SGUI1_12280.1
OG0005812	T265_08980	SGUI1_39850.1
OG0005813	T265_13063	SGUI1_72330.1
OG0005814	T265_09505	SGUI1_14350.1
OG0005815	T265_00587	SGUI1_65690.1
OG0005816	T265_06483	SGUI1_12570.1, SGUI1_12510.1
OG0005817	T265_06231	SGUI1_30660.1
OG0005818	T265_13477	SGUI1_90370.1
OG0005819	T265_07650	SGUI1_52860.1
OG0005820	T265_14348	SGUI1_63140.1
OG0005821	T265_15489	SGUI1_96030.1
OG0005822	T265_10836, T265_15798	SGUI1_27430.1
OG0005823	T265_03645	SGUI1_40230.1, SGUI1_40240.1
OG0005824	T265_13768	SGUI1_26650.1
OG0005825	T265_09263	SGUI1_27890.1
OG0005827	T265_00477	SGUI1_46000.1, SGUI1_46000.2
OG0005829	T265_07019	SGUI1_59480.3, SGUI1_59480.2, SGUI1_59480.1
OG0005832	T265_03487	SGUI1_36360.1
OG0005834	T265_09549, T265_09550	SGUI1_84470.1
OG0005835	T265_02951, T265_02950, T265_12725	SGUI1_63670.1, SGUI1_63670.2
OG0005836	T265_01708	SGUI1_83730.1, SGUI1_83730.2
OG0005837	T265_01193	SGUI1_92450.1
OG0005839	T265_06242	SGUI1_25660.2, SGUI1_25660.3, SGUI1_25660.1, SGUI1_25660.4
OG0005840	T265_11601	SGUI1_86470.1
OG0005841	T265_08033	SGUI1_13710.1
OG0005842	T265_03836, T265_15281	SGUI1_50810.1
OG0005843	T265_10763	SGUI1_19670.1
OG0005844	T265_14602	SGUI1_11080.1
OG0005846	T265_07312	SGUI1_34140.1
OG0005847	T265_13750	SGUI1_96550.1, SGUI1_96550.2
OG0005848	T265_06770	SGUI1_53200.2, SGUI1_53200.1
OG0005849	T265_11650	SGUI1_97190.1
OG0005851	T265_13104	SGUI1_56990.1
OG0005852	T265_08633	SGUI1_30060.1
OG0005853	T265_02224	SGUI1_76820.1
OG0005854	T265_13860	SGUI1_79110.1
OG0005855	T265_08314	SGUI1_37450.1
OG0005856	T265_03805	SGUI1_86420.1
OG0005857	T265_00601	SGUI1_67320.1
OG0005858	T265_01866, T265_15149	SGUI1_5130.1
OG0005859	T265_08046	SGUI1_16850.1
OG0005862	T265_05077	SGUI1_42590.1, SGUI1_42590.2
OG0005863	T265_12761	SGUI1_48300.1
OG0005864	T265_12652	SGUI1_21680.1, SGUI1_21680.2
OG0005865	T265_13793	SGUI1_19250.1, SGUI1_19250.2, SGUI1_19250.3
OG0005866	T265_01265	SGUI1_72370.1
OG0005867	T265_14730	SGUI1_28230.1, SGUI1_28230.2
OG0005869	T265_02080	SGUI1_93310.1
OG0005870	T265_01028	SGUI1_23970.1
OG0005871	T265_02838	SGUI1_78970.1
OG0005892	T265_02810	SGUI1_37350.1
OG0005893	T265_14649	SGUI1_39070.1
OG0005895	T265_02067, T265_12917	SGUI1_94150.1
OG0005896	T265_11094	SGUI1_40750.1
OG0005897	T265_07974	SGUI1_93980.1
OG0005898	T265_12230	SGUI1_43730.1, SGUI1_43730.2
OG0005899	T265_04845	SGUI1_94010.1
OG0005900	T265_00709	SGUI1_31170.1
OG0005901	T265_00638	SGUI1_60100.1
OG0005902	T265_00941, T265_02464	SGUI1_7200.1
OG0005903	T265_00963	SGUI1_5090.1
OG0005904	T265_11372	SGUI1_23310.1
OG0005905	T265_03164	SGUI1_68170.1
OG0005907	T265_15495	SGUI1_41420.1
OG0005908	T265_02581	SGUI1_39630.1
OG0005909	T265_06412, T265_11442	SGUI1_14070.1
OG0005910	T265_09944	SGUI1_76730.1
OG0005911	T265_04810	SGUI1_95430.2, SGUI1_95430.1
OG0005912	T265_04624	SGUI1_95250.1
OG0005913	T265_10498	SGUI1_89550.1
OG0005914	T265_06765	SGUI1_76360.1
OG0005915	T265_08170	SGUI1_7780.1
OG0005916	T265_06691	SGUI1_18410.1
OG0005917	T265_15562	SGUI1_65750.1
OG0005918	T265_08551	SGUI1_33150.1
OG0005919	T265_11164, T265_11165	SGUI1_22040.1
OG0005920	T265_00251	SGUI1_2810.1
OG0005921	T265_00660	SGUI1_69700.1
OG0005922	T265_03683	SGUI1_21150.1
OG0005923	T265_09100	SGUI1_29000.1
OG0005924	T265_11578, T265_15466	SGUI1_16070.1, SGUI1_16060.1
OG0005925	T265_01965	SGUI1_70670.1
OG0005926	T265_06075	SGUI1_62300.1
OG0005927	T265_07474	SGUI1_26250.1
OG0005928	T265_03910	SGUI1_68720.1, SGUI1_68720.2
OG0005929	T265_14813	SGUI1_61860.1
OG0005930	T265_01780	SGUI1_80230.1
OG0005931	T265_00432	SGUI1_73160.1
OG0005932	T265_15964, T265_08949	SGUI1_2230.1
OG0005934	T265_13965	SGUI1_20400.1
OG0005935	T265_11727	SGUI1_31890.1
OG0005936	T265_13176	SGUI1_61720.1
OG0005937	T265_07301	SGUI1_89760.1
OG0005938	T265_12945	SGUI1_73040.3, SGUI1_73040.4, SGUI1_73040.1, SGUI1_73040.2
OG0005943	T265_00991	SGUI1_14510.1
OG0005944	T265_11797	SGUI1_60430.1
OG0005945	T265_03036	SGUI1_2750.1
OG0005946	T265_10157	SGUI1_19590.1
OG0005947	T265_09064	SGUI1_13680.1, SGUI1_13760.1
OG0005948	T265_03363, T265_07624	SGUI1_34990.1
OG0005950	T265_12502	SGUI1_50090.1
OG0005951	T265_09940	SGUI1_6070.1
OG0005952	T265_10288	SGUI1_83010.1
OG0005953	T265_10746	SGUI1_68970.1
OG0005954	T265_10033	SGUI1_20150.1
OG0005955	T265_07740	SGUI1_91700.1
OG0005956	T265_04335	SGUI1_30280.1
OG0005957	T265_08557	SGUI1_23740.1
OG0005958	T265_06746	SGUI1_74480.1
OG0005959	T265_05366	SGUI1_39080.1
OG0005960	T265_05528	SGUI1_85640.1
