Orthogroup	opisthorchis_viverrini	schistosoma_intercalatum
OG0006003	T265_12071, T265_04787	SINT1_34580.1, SINT1_34580.2
OG0006004	T265_13739	SINT1_49640.1
OG0006005	T265_15287	SINT1_72170.1
OG0006006	T265_02947	SINT1_46400.1
OG0006007	T265_13795	SINT1_20940.1
OG0006008	T265_00318	SINT1_70860.1, SINT1_70860.2
OG0006009	T265_12041, T265_15230	SINT1_81540.1
OG0006010	T265_01682	SINT1_84360.1
OG0006011	T265_00506	SINT1_64600.1, SINT1_64600.2
OG0006012	T265_08137	SINT1_65780.1
OG0006013	T265_15196	SINT1_22060.1
OG0006014	T265_02209	SINT1_73440.1
OG0006015	T265_01224	SINT1_74000.1
OG0006016	T265_00151	SINT1_78180.1
OG0006017	T265_00153	SINT1_78190.1
OG0006018	T265_05377	SINT1_87670.1
OG0006019	T265_07921, T265_12602	SINT1_83840.1
OG0006021	T265_05821	SINT1_74980.1
OG0006022	T265_02028	SINT1_61690.1
OG0006023	T265_00867	SINT1_18640.1
OG0006024	T265_12539	SINT1_47000.1
OG0006026	T265_09387	SINT1_1090.1
OG0006027	T265_02114	SINT1_24770.1
OG0006028	T265_06858	SINT1_49410.1
OG0006029	T265_03845	SINT1_55930.1
OG0006030	T265_07048, T265_16154	SINT1_34480.1
OG0006031	T265_05494	SINT1_19370.1
OG0006032	T265_14178	SINT1_10350.1
OG0006033	T265_09128	SINT1_41210.1
OG0006034	T265_10670	SINT1_43500.1, SINT1_43500.2
OG0006035	T265_01354	SINT1_55850.1
OG0006037	T265_11799	SINT1_82830.1
OG0006038	T265_01505	SINT1_43450.1
OG0006039	T265_00295	SINT1_50840.1
OG0006040	T265_08498	SINT1_57080.1
OG0006043	T265_08369	SINT1_18420.1
OG0006044	T265_10305	SINT1_68270.1
OG0006045	T265_04338	SINT1_36120.1
OG0006047	T265_05746	SINT1_33530.1
OG0006048	T265_14751	SINT1_8120.1
OG0006049	T265_06032	SINT1_40560.1
OG0006050	T265_01164	SINT1_61160.1
OG0006051	T265_13008	SINT1_7080.1
OG0006052	T265_01643, T265_12947	SINT1_71850.1
OG0006053	T265_12566	SINT1_67050.2, SINT1_67050.1
OG0006054	T265_14672	SINT1_63410.1
OG0006055	T265_01190	SINT1_4670.1
OG0006056	T265_09364	SINT1_15010.1
OG0006058	T265_01441	SINT1_17940.1
OG0006059	T265_04869	SINT1_71750.1
OG0006060	T265_13511	SINT1_3250.2, SINT1_3250.1
OG0006061	T265_01621	SINT1_83730.1
OG0006062	T265_04461	SINT1_35740.1
OG0006063	T265_09923	SINT1_45220.1
OG0006066	T265_07753	SINT1_9250.1
OG0006067	T265_01485	SINT1_43290.1
OG0006068	T265_12800	SINT1_41030.1
OG0006069	T265_00728, T265_16346	SINT1_34310.1, SINT1_34310.2
OG0006070	T265_15112	SINT1_65890.1
OG0006071	T265_02929	SINT1_75550.1
OG0006072	T265_10623	SINT1_81760.1
OG0006073	T265_06995	SINT1_52660.1
OG0006074	T265_07348	SINT1_89550.1
OG0006075	T265_11346	SINT1_25830.1
OG0006076	T265_00294	SINT1_50830.1
OG0006077	T265_04114	SINT1_41870.1
OG0006079	T265_02701	SINT1_51740.1
OG0006080	T265_13358	SINT1_32720.2, SINT1_32720.1
OG0006081	T265_09866	SINT1_1690.1
OG0006082	T265_07611	SINT1_41710.1
OG0006083	T265_02310	SINT1_82420.1
OG0006085	T265_04853	SINT1_72330.1
OG0006086	T265_09099	SINT1_24500.1
OG0006087	T265_08017	SINT1_39120.1, SINT1_39120.2
OG0006088	T265_00027	SINT1_70230.1
OG0006090	T265_13855	SINT1_90050.4, SINT1_90050.1, SINT1_90050.3, SINT1_90050.2
OG0006091	T265_12290, T265_15429	SINT1_79160.1
OG0006092	T265_01843	SINT1_13860.1
OG0006093	T265_01206	SINT1_54810.1
OG0006094	T265_12458	SINT1_51090.1, SINT1_51090.2, SINT1_51090.3
OG0006095	T265_07126	SINT1_80680.1
OG0006096	T265_06953	SINT1_18950.1, SINT1_18950.2
OG0006097	T265_07749	SINT1_75540.1
OG0006098	T265_10302	SINT1_25310.1
OG0006099	T265_13774	SINT1_7350.1
OG0006100	T265_00893	SINT1_17230.1
OG0006101	T265_06530	SINT1_37380.2, SINT1_37380.1
OG0006102	T265_03871	SINT1_76900.3, SINT1_76900.4, SINT1_76900.2, SINT1_76900.1
OG0006103	T265_08234	SINT1_38080.1
OG0006104	T265_07156	SINT1_66170.1
OG0006105	T265_02379	SINT1_80560.1
OG0006106	T265_14363, T265_16286	SINT1_59540.1
OG0006107	T265_04785	SINT1_73240.1
OG0006108	T265_10524	SINT1_82500.1
OG0006109	T265_12532	SINT1_69400.1
OG0006110	T265_04314	SINT1_88750.1
OG0006111	T265_08178	SINT1_1950.1
OG0006112	T265_08901	SINT1_86310.1
OG0006113	T265_09557	SINT1_3640.1
OG0006114	T265_13613	SINT1_92100.1
OG0006115	T265_11567	SINT1_27170.1
OG0006116	T265_03865	SINT1_47310.1, SINT1_47310.2
OG0006117	T265_00135	SINT1_56080.1
OG0006118	T265_15436	SINT1_56340.1
OG0006120	T265_07064	SINT1_42380.1
OG0006121	T265_15292	SINT1_22460.1
OG0006122	T265_00758	SINT1_29630.1
OG0006123	T265_01160	SINT1_59960.1
OG0006124	T265_08959, T265_11073	SINT1_65060.3, SINT1_65060.1, SINT1_65060.2
OG0006127	T265_03470	SINT1_43100.1
OG0006128	T265_04746	SINT1_37010.1
OG0006129	T265_03091, T265_03090	SINT1_95820.1, SINT1_13580.1
OG0006130	T265_08572	SINT1_28110.1
OG0006131	T265_01167	SINT1_62690.1, SINT1_62690.2
OG0006132	T265_00097	SINT1_51440.1
OG0006133	T265_13035	SINT1_68360.1
OG0006134	T265_06562	SINT1_20570.1
OG0006135	T265_01602	SINT1_1860.1, SINT1_1860.2
OG0006136	T265_10637	SINT1_75600.1
OG0006139	T265_06487	SINT1_13410.1
OG0006140	T265_12439	SINT1_72430.1
OG0006141	T265_03619	SINT1_30730.1, SINT1_30730.2
OG0006143	T265_15582	SINT1_18740.1
OG0006144	T265_13033	SINT1_60650.1
OG0006145	T265_04145	SINT1_38900.1
OG0006146	T265_16067	SINT1_76780.1, SINT1_76780.2
OG0006147	T265_09593	SINT1_86730.1, SINT1_86730.2
OG0006148	T265_12467, T265_12466	SINT1_68490.1
OG0006149	T265_03687	SINT1_7250.1
OG0006150	T265_08342	SINT1_31840.1
OG0006151	T265_04465	SINT1_41630.1
OG0006153	T265_15142	SINT1_60120.1, SINT1_60120.2
OG0006154	T265_08894	SINT1_84720.1
OG0006155	T265_10165	SINT1_20060.1
OG0006156	T265_03960	SINT1_75620.1, SINT1_75620.2
OG0006157	T265_07598	SINT1_45020.1
OG0006158	T265_15372	SINT1_21080.1
OG0006159	T265_01099	SINT1_23550.1
OG0006161	T265_00754, T265_04662	SINT1_83610.1, SINT1_83600.1
OG0006162	T265_03680	SINT1_19110.1
OG0006163	T265_09146	SINT1_1550.1
OG0006164	T265_00257	SINT1_95420.1
OG0006165	T265_12640	SINT1_69600.1
OG0006166	T265_03856	SINT1_47410.1
OG0006167	T265_01644, T265_12127	SINT1_80470.1
OG0006168	T265_09199	SINT1_88830.3, SINT1_88830.2, SINT1_88830.1
OG0006170	T265_06485	SINT1_13510.1
OG0006171	T265_14923	SINT1_3780.1
OG0006172	T265_04755	SINT1_44100.1, SINT1_44100.2
OG0006173	T265_12668	SINT1_21400.1
OG0006174	T265_11215	SINT1_19430.1
OG0006175	T265_04330	SINT1_86080.1
OG0006177	T265_04160	SINT1_85800.1
OG0006178	T265_09140	SINT1_85390.2, SINT1_85390.1
OG0006180	T265_00291, T265_08122	SINT1_51360.1
OG0006181	T265_14229	SINT1_78160.1
OG0006182	T265_10119	SINT1_32530.1
OG0006186	T265_07077	SINT1_91270.1
OG0006187	T265_04136	SINT1_42930.1
OG0006188	T265_11536	SINT1_42970.1
OG0006226	T265_06962	SINT1_10340.1
OG0006227	T265_05575	SINT1_11590.1
OG0006228	T265_06400	SINT1_26440.1
OG0006229	T265_11944, T265_12321	SINT1_15900.1, SINT1_15900.2
OG0006230	T265_08353	SINT1_91670.1
OG0006231	T265_05886	SINT1_40660.1
OG0006234	T265_07777	SINT1_14160.1
OG0006235	T265_13669	SINT1_25770.1
OG0006236	T265_00536	SINT1_68250.1, SINT1_68250.3, SINT1_68250.2
OG0006237	T265_02604	SINT1_40240.1
OG0006238	T265_04894	SINT1_31710.1, SINT1_31710.2
OG0006239	T265_05714	SINT1_76030.1
OG0006241	T265_00315	SINT1_55680.1
OG0006242	T265_11186	SINT1_15050.1
OG0006243	T265_13406	SINT1_44120.1
OG0006245	T265_13952	SINT1_55160.1
OG0006246	T265_12114	SINT1_79710.1
OG0006247	T265_10497	SINT1_87630.1, SINT1_87630.2
OG0006248	T265_09974, T265_09975	SINT1_89430.1
OG0006249	T265_12552	SINT1_46000.1
OG0006250	T265_08806	SINT1_33050.1
OG0006251	T265_04439	SINT1_16450.1
OG0006252	T265_03818	SINT1_34610.1, SINT1_34610.2
OG0006253	T265_09495	SINT1_87880.1
OG0006254	T265_10255	SINT1_2120.1
OG0006255	T265_12577	SINT1_35890.1
OG0006256	T265_11234	SINT1_39920.2, SINT1_39920.1
OG0006257	T265_09703	SINT1_92250.1, SINT1_92250.2
OG0006258	T265_12589	SINT1_66440.1
OG0006259	T265_14257	SINT1_87800.1
OG0006260	T265_06942, T265_06943	SINT1_23980.1
OG0006261	T265_00088, T265_00089	SINT1_75410.1
OG0006262	T265_09323	SINT1_67870.1, SINT1_67870.2
OG0006264	T265_15190	SINT1_76540.1
OG0006265	T265_01075	SINT1_22980.1
OG0006266	T265_05275	SINT1_50560.1
OG0006267	T265_14701	SINT1_40740.2, SINT1_40740.1
OG0006269	T265_08086	SINT1_48270.1
OG0006270	T265_15004	SINT1_16470.1
OG0006272	T265_08414	SINT1_9770.1
OG0006273	T265_04110	SINT1_44520.1
OG0006274	T265_07067, T265_16046, T265_05062, T265_07066	SINT1_45430.1
OG0006275	T265_14969	SINT1_79300.1
OG0006276	T265_07118	SINT1_84330.1, SINT1_84330.2
OG0006277	T265_13414	SINT1_44140.1
OG0006278	T265_02316, T265_15671	SINT1_83220.1
OG0006279	T265_14327	SINT1_40090.1
OG0006280	T265_09871	SINT1_12030.1
OG0006281	T265_15811	SINT1_32410.1, SINT1_32410.2
OG0006282	T265_11224	SINT1_76620.1
OG0006283	T265_05049	SINT1_41500.1
OG0006284	T265_02188	SINT1_71380.1
OG0006285	T265_00313	SINT1_54140.1
OG0006286	T265_00546	SINT1_62280.1
OG0006288	T265_00770	SINT1_73020.1
OG0006289	T265_14976	SINT1_76510.1
OG0006290	T265_03916	SINT1_64260.1
OG0006291	T265_08125	SINT1_61390.1
OG0006292	T265_00669	SINT1_67690.1
OG0006293	T265_08152	SINT1_94370.1
OG0006294	T265_09717	SINT1_24630.1
OG0006295	T265_11139	SINT1_93390.1
OG0006296	T265_09675	SINT1_40900.1
OG0006299	T265_09982, T265_06697	SINT1_2140.1
OG0006300	T265_12045	SINT1_9420.1
OG0006301	T265_15886, T265_12313	SINT1_7310.1
OG0006302	T265_07637	SINT1_54430.1
OG0006303	T265_14450	SINT1_1410.1
OG0006304	T265_00048	SINT1_49110.1, SINT1_49120.1
OG0006306	T265_09242	SINT1_17810.1
OG0006307	T265_09818	SINT1_35390.1
OG0006308	T265_14763	SINT1_72240.1
OG0006309	T265_15194	SINT1_77600.1
OG0006310	T265_03045	SINT1_6290.1, SINT1_6290.2
OG0006311	T265_04307	SINT1_87210.1
OG0006312	T265_02160	SINT1_76410.1
OG0006313	T265_13064	SINT1_74880.1
OG0006314	T265_02327	SINT1_69900.1
OG0006315	T265_02744	SINT1_91110.1
OG0006316	T265_10726	SINT1_67650.1
OG0006317	T265_00104	SINT1_49930.1
OG0006318	T265_06847	SINT1_50190.1
OG0006319	T265_10996	SINT1_88800.1
OG0006320	T265_10617	SINT1_31100.1
OG0006321	T265_05253	SINT1_940.1
OG0006322	T265_13118	SINT1_55540.1
OG0006323	T265_08324	SINT1_34020.1
OG0006324	T265_01373	SINT1_20530.1
OG0006325	T265_06415	SINT1_5750.1
OG0006326	T265_06631	SINT1_94220.1
OG0006327	T265_12717	SINT1_24990.1
OG0006328	T265_08665	SINT1_57960.1
OG0006329	T265_14587	SINT1_66400.1
OG0006330	T265_07570	SINT1_89320.1
OG0006331	T265_03152	SINT1_59230.1
OG0006332	T265_11742	SINT1_45380.1
OG0006334	T265_14064	SINT1_81390.1
OG0006335	T265_04638	SINT1_93340.1
OG0006336	T265_15021	SINT1_21980.1
OG0006337	T265_05503	SINT1_15630.1
OG0006338	T265_04419	SINT1_21270.1, SINT1_21270.2, SINT1_21270.3, SINT1_21270.4, SINT1_21270.5
OG0006339	T265_00683	SINT1_35580.1, SINT1_35580.2
OG0006340	T265_08629	SINT1_43730.1, SINT1_43730.2
OG0006342	T265_11168	SINT1_82890.1
OG0006343	T265_04178	SINT1_60710.1
OG0006344	T265_14821	SINT1_26040.2, SINT1_26040.1
OG0006346	T265_13092, T265_07373	SINT1_88940.1
OG0006347	T265_15598	SINT1_27760.1
OG0006348	T265_11593	SINT1_45330.1
OG0006349	T265_05558	SINT1_8580.1, SINT1_8580.2
OG0006350	T265_07982, T265_15938	SINT1_37140.1
OG0006351	T265_14298, T265_14297	SINT1_75860.1, SINT1_75860.2
OG0006352	T265_07872	SINT1_14660.1
OG0006353	T265_03964	SINT1_68930.1
OG0006354	T265_01996	SINT1_70820.1
OG0006355	T265_08827	SINT1_51300.1
OG0006356	T265_01986	SINT1_78200.1
OG0006357	T265_07692	SINT1_82460.1
OG0006358	T265_06294	SINT1_16130.1
OG0006359	T265_06848, T265_06849	SINT1_50940.1
OG0006360	T265_07902	SINT1_91350.1
OG0006361	T265_11664	SINT1_54410.1
OG0006362	T265_00886	SINT1_20090.1
OG0006363	T265_14157	SINT1_14310.1
OG0006365	T265_08591	SINT1_22120.1
OG0006366	T265_00360	SINT1_52630.1
OG0006367	T265_00428	SINT1_69020.1, SINT1_69020.2
OG0006369	T265_02314, T265_16246	SINT1_83700.1
OG0006370	T265_13377	SINT1_70470.1
OG0006371	T265_06013	SINT1_79700.1
OG0006372	T265_00580	SINT1_41180.1
OG0006373	T265_04279	SINT1_77460.1
OG0006374	T265_02365	SINT1_50760.1
OG0006375	T265_00911	SINT1_21330.1
OG0006376	T265_04165	SINT1_85670.1
OG0006377	T265_11918	SINT1_61220.1
OG0006378	T265_12748	SINT1_53680.1
OG0006379	T265_12049	SINT1_84810.1
OG0006381	T265_07644	SINT1_74140.1
OG0006383	T265_07925	SINT1_80100.1
OG0006384	T265_02045	SINT1_59270.1
OG0006385	T265_05143	SINT1_17870.1
OG0006386	T265_15437	SINT1_56360.1
OG0006387	T265_03298	SINT1_77190.1
OG0006388	T265_07008	SINT1_59350.1
OG0006389	T265_02317	SINT1_83230.1, SINT1_83230.2, SINT1_83230.3
OG0006390	T265_15291	SINT1_65230.1
OG0006391	T265_10898	SINT1_65220.1
OG0006392	T265_05333, T265_13754, T265_13554	SINT1_94620.1
OG0006394	T265_15418	SINT1_48010.1
OG0006395	T265_13542	SINT1_14220.1, SINT1_14220.2
OG0006397	T265_03982	SINT1_77740.1
OG0006398	T265_14053	SINT1_5980.1
OG0006399	T265_14380	SINT1_12920.1
OG0006400	T265_02773	SINT1_74220.1
OG0006401	T265_00344	SINT1_47110.1
OG0006402	T265_07045	SINT1_25880.1, SINT1_25880.2, SINT1_25880.3
OG0006403	T265_10653	SINT1_470.1, SINT1_470.2
OG0006404	T265_06868	SINT1_33740.1, SINT1_33740.2
OG0006405	T265_11460	SINT1_50150.1
OG0006406	T265_13003, T265_03998, T265_14155	SINT1_52560.1
OG0006407	T265_01611	SINT1_19630.1
OG0006408	T265_05827	SINT1_74950.1
OG0006409	T265_06982	SINT1_51770.1
OG0006410	T265_15301	SINT1_870.1
OG0006411	T265_12161, T265_15137, T265_15138	SINT1_1820.1
OG0006412	T265_14552	SINT1_17780.1
OG0006413	T265_07342	SINT1_89400.1
OG0006414	T265_07452	SINT1_84700.1
OG0006415	T265_09372	SINT1_24520.1
OG0006416	T265_08933	SINT1_60200.1
OG0006418	T265_03112	SINT1_8960.1
OG0006420	T265_01124	SINT1_63350.1, SINT1_63350.2
OG0006421	T265_09926	SINT1_5590.1
OG0006422	T265_04316	SINT1_88690.1
OG0006423	T265_09547	SINT1_81320.1
OG0006424	T265_15186, T265_02708	SINT1_50130.1
OG0006425	T265_11416	SINT1_77530.2, SINT1_77530.1
OG0006426	T265_09277	SINT1_20510.1
OG0006427	T265_10062	SINT1_33060.1
OG0006428	T265_11779	SINT1_330.1
OG0006429	T265_08172	SINT1_11090.1
OG0006430	T265_01459, T265_08003	SINT1_3110.1
OG0006431	T265_09599	SINT1_89620.1
OG0006432	T265_12903	SINT1_77920.1
OG0006433	T265_04463	SINT1_42840.1
OG0006434	T265_10421	SINT1_91570.1
OG0006436	T265_01380	SINT1_68580.1
OG0006437	T265_03880	SINT1_89980.1
OG0006438	T265_02221	SINT1_75490.1
OG0006439	T265_10437	SINT1_13560.1
OG0006440	T265_10890	SINT1_50640.1
OG0006441	T265_08751	SINT1_94160.1
OG0006442	T265_05198	SINT1_35000.1
OG0006443	T265_01839	SINT1_19880.1
OG0006444	T265_13057	SINT1_87560.1
OG0006445	T265_12451, T265_16053	SINT1_69310.1
OG0006448	T265_12679	SINT1_4910.1
OG0006449	T265_08544	SINT1_31820.1
OG0006450	T265_10232	SINT1_2700.1
OG0006451	T265_15460	SINT1_70420.1
OG0006452	T265_10252	SINT1_56270.1
OG0006453	T265_01420	SINT1_68620.1
OG0006454	T265_11534	SINT1_9780.1
OG0006455	T265_01587	SINT1_50490.1
OG0006457	T265_00141	SINT1_54380.1, SINT1_54380.2, SINT1_54380.3
OG0006458	T265_07613	SINT1_65990.1
OG0006459	T265_12438	SINT1_55730.1, SINT1_55730.2
OG0006460	T265_01122	SINT1_64910.1
OG0006461	T265_14894	SINT1_84920.1
OG0006462	T265_02678	SINT1_50390.1, SINT1_50390.2
OG0006463	T265_00516	SINT1_61900.1
OG0006464	T265_03697	SINT1_22240.1
OG0006466	T265_11283	SINT1_86490.1
OG0006467	T265_11575	SINT1_10690.1
OG0006468	T265_15381	SINT1_42610.1
OG0006469	T265_07952	SINT1_14900.1
OG0006470	T265_03006	SINT1_58210.1
OG0006472	T265_09548	SINT1_82370.1
OG0006473	T265_00503	SINT1_61720.1
OG0006476	T265_00225	SINT1_3150.1
OG0006477	T265_10127	SINT1_27730.1
OG0006478	T265_15504, T265_15819	SINT1_7630.1, SINT1_7630.2
OG0006479	T265_04124	SINT1_43200.1
OG0006480	T265_10500	SINT1_22430.1
OG0006481	T265_01822	SINT1_66580.1
OG0006484	T265_01969	SINT1_69540.1
OG0006485	T265_08420	SINT1_4300.1
OG0006486	T265_10504, T265_15169	SINT1_22440.1, SINT1_22440.2
OG0006487	T265_01788	SINT1_72550.1
OG0006488	T265_14164	SINT1_16370.1
OG0006489	T265_06132	SINT1_11290.1
OG0006490	T265_06700	SINT1_7790.1
OG0006491	T265_02227	SINT1_83800.1
OG0006492	T265_09429	SINT1_31590.1
OG0006493	T265_05598	SINT1_23260.1, SINT1_23260.2
OG0006494	T265_07790	SINT1_62440.1
OG0006495	T265_02429	SINT1_82170.1
OG0006496	T265_10309, T265_10310	SINT1_45160.1
OG0006498	T265_08375	SINT1_1730.1
OG0006499	T265_14999	SINT1_5680.1, SINT1_5680.2
OG0006501	T265_05439	SINT1_88310.1
OG0006502	T265_04060	SINT1_68920.1
OG0006503	T265_11418	SINT1_79170.1
OG0006504	T265_16255	SINT1_79940.1, SINT1_79940.2
OG0006505	T265_01650	SINT1_81730.1
OG0006506	T265_07161	SINT1_66090.1
OG0006509	T265_06617	SINT1_92340.1
OG0006513	T265_03639	SINT1_37590.1
OG0006514	T265_07927	SINT1_81190.1
OG0006515	T265_09667	SINT1_42600.1, SINT1_42600.3, SINT1_42600.4, SINT1_42600.2, SINT1_42600.5
OG0006516	T265_13299	SINT1_30780.1
OG0006517	T265_15214	SINT1_93670.1
OG0006543	T265_02409, T265_02410	SINT1_81780.1
OG0006544	T265_04643	SINT1_94030.1
OG0006545	T265_12850	SINT1_70960.1
OG0006546	T265_04315	SINT1_88710.1
OG0006547	T265_00458	SINT1_47940.1
OG0006548	T265_08761	SINT1_91450.1
OG0006549	T265_00535	SINT1_68260.1
OG0006550	T265_12513	SINT1_55690.1
OG0006552	T265_15625	SINT1_15040.1, SINT1_15040.2
OG0006553	T265_06339	SINT1_76170.1
OG0006554	T265_13260	SINT1_43830.1
OG0006555	T265_05771	SINT1_90850.1
OG0006556	T265_11960	SINT1_53820.1, SINT1_53820.2
OG0006557	T265_02543	SINT1_60640.1
OG0006558	T265_05738	SINT1_70280.1, SINT1_70280.2
OG0006560	T265_01023	SINT1_26780.1
OG0006561	T265_06796	SINT1_66510.1
OG0006562	T265_14420	SINT1_13660.1
OG0006563	T265_07306	SINT1_85780.2, SINT1_85780.3, SINT1_85780.1
OG0006567	T265_07533	SINT1_30320.1
OG0006568	T265_13305	SINT1_20900.1
OG0006569	T265_09101	SINT1_29300.1, SINT1_29300.2
OG0006570	T265_00046	SINT1_55260.1
OG0006571	T265_02036	SINT1_61550.1, SINT1_61550.2
OG0006572	T265_13595, T265_04767	SINT1_46360.1
OG0006573	T265_10380	SINT1_1850.1
OG0006574	T265_00628	SINT1_66010.1
OG0006575	T265_05860, T265_15914	SINT1_57510.1
OG0006576	T265_00643	SINT1_57650.1, SINT1_57640.1
OG0006578	T265_13404	SINT1_47810.1
OG0006579	T265_04072	SINT1_42480.1
OG0006580	T265_06753	SINT1_75470.1
OG0006581	T265_01022	SINT1_26770.1, SINT1_26770.2
OG0006582	T265_06600	SINT1_30690.1
OG0006583	T265_10802	SINT1_85330.1
OG0006585	T265_10220	SINT1_18170.2, SINT1_18170.1
OG0006586	T265_06535	SINT1_37420.1
OG0006588	T265_04942	SINT1_13960.1
OG0006589	T265_07243	SINT1_21550.1
OG0006590	T265_07241	SINT1_21530.1
OG0006591	T265_06110	SINT1_71420.1
OG0006592	T265_09421	SINT1_83120.1, SINT1_83120.2
OG0006593	T265_03292	SINT1_69980.1
OG0006594	T265_05108	SINT1_51760.2, SINT1_51760.3, SINT1_51760.1
OG0006595	T265_13783	SINT1_53420.1
OG0006596	T265_14736	SINT1_77640.1
OG0006597	T265_15644	SINT1_76500.1
OG0006598	T265_04813	SINT1_92300.1
OG0006599	T265_06001	SINT1_23500.1
OG0006601	T265_05089	SINT1_51720.1
OG0006604	T265_02143	SINT1_55600.1
OG0006605	T265_15195	SINT1_18800.1, SINT1_18800.2
OG0006606	T265_10657	SINT1_72130.1
OG0006607	T265_04245	SINT1_26390.1
OG0006608	T265_04438	SINT1_20970.1
OG0006610	T265_07805	SINT1_79480.1
OG0006611	T265_13076	SINT1_91460.1
OG0006613	T265_08081	SINT1_55950.1
OG0006614	T265_11437	SINT1_65090.1
OG0006616	T265_09162	SINT1_70360.1
OG0006617	T265_01246	SINT1_68960.1
OG0006618	T265_07977	SINT1_37060.1, SINT1_37060.2
OG0006619	T265_01062	SINT1_24240.1
OG0006620	T265_11532	SINT1_2020.1
OG0006621	T265_05353	SINT1_90700.1, SINT1_90700.2
OG0006622	T265_07997	SINT1_16500.1, SINT1_16490.1
OG0006624	T265_00402	SINT1_34700.1
OG0006625	T265_00626	SINT1_61430.1
OG0006626	T265_16206, T265_10359, T265_16251	SINT1_32550.1, SINT1_32570.1
OG0006627	T265_15096	SINT1_56280.1
OG0006628	T265_06512	SINT1_90780.2, SINT1_90780.1
OG0006629	T265_01973	SINT1_74540.1
OG0006630	T265_02374, T265_12306, T265_02376	SINT1_80340.1
OG0006631	T265_01364	SINT1_51270.1
OG0006632	T265_00693	SINT1_39200.1
OG0006633	T265_12533	SINT1_69030.1
OG0006634	T265_09918	SINT1_40960.1
OG0006636	T265_01102	SINT1_24910.1
OG0006638	T265_07959, T265_12103, T265_12336	SINT1_7050.1
OG0006639	T265_01732	SINT1_78880.1
OG0006640	T265_02101	SINT1_9150.1
OG0006641	T265_11815, T265_12182, T265_12254	SINT1_74850.1
OG0006642	T265_14387	SINT1_64030.1
OG0006643	T265_01447	SINT1_57950.1
OG0006644	T265_11470	SINT1_24660.1
OG0006645	T265_04180	SINT1_60720.1
OG0006646	T265_14470	SINT1_51540.1
OG0006647	T265_04949	SINT1_65680.1
OG0006648	T265_06317	SINT1_65630.1, SINT1_65640.1
OG0006650	T265_13348	SINT1_47420.1
OG0006651	T265_03076	SINT1_12660.1, SINT1_12660.2
OG0006652	T265_14309	SINT1_23960.1
OG0006653	T265_01556	SINT1_63910.1
OG0006654	T265_06319	SINT1_65670.1
OG0006655	T265_10613	SINT1_34350.1
OG0006656	T265_10612	SINT1_34340.1
OG0006657	T265_01090	SINT1_25400.1
OG0006658	T265_02204	SINT1_76200.1
OG0006659	T265_04507	SINT1_35100.1
OG0006660	T265_07919	SINT1_83850.1, SINT1_83850.2
OG0006661	T265_06986	SINT1_71710.1
OG0006662	T265_06293	SINT1_16120.1
OG0006664	T265_10175	SINT1_50930.1
OG0006665	T265_09475	SINT1_95800.1, SINT1_36540.1
OG0006666	T265_05118	SINT1_1290.1
OG0006667	T265_06889	SINT1_6940.1
OG0006668	T265_08869	SINT1_24650.1
OG0006669	T265_06871, T265_14158	SINT1_14300.1
OG0006670	T265_01723	SINT1_70270.1
OG0006671	T265_02176	SINT1_77840.1
OG0006672	T265_07550	SINT1_18060.1
OG0006673	T265_14096	SINT1_20390.1, SINT1_20390.2
OG0006675	T265_14098	SINT1_22650.1
OG0006676	T265_02337	SINT1_73310.1
OG0006678	T265_02364	SINT1_46890.1
OG0006680	T265_14576	SINT1_12080.1
OG0006681	T265_03138	SINT1_60590.1
OG0006682	T265_13643	SINT1_82780.1
OG0006685	T265_01793	SINT1_33820.1
OG0006686	T265_00388	SINT1_53290.1, SINT1_53290.2
OG0006687	T265_03886	SINT1_87270.1
OG0006688	T265_10138	SINT1_58720.1
OG0006690	T265_02014	SINT1_60600.1
OG0006691	T265_14118	SINT1_75510.1
OG0006692	T265_09931	SINT1_4370.1
OG0006693	T265_06000	SINT1_23510.1, SINT1_23510.2
OG0006694	T265_05779	SINT1_76860.1, SINT1_76860.2
OG0006695	T265_12588	SINT1_63270.1
OG0006696	T265_00566	SINT1_85480.1, SINT1_85480.2
OG0006697	T265_03625	SINT1_30750.1
OG0006699	T265_00029	SINT1_70380.1
OG0006700	T265_00710	SINT1_39680.1
OG0006701	T265_09665	SINT1_49390.1
OG0006702	T265_08330	SINT1_89490.1
OG0006703	T265_07174	SINT1_7710.1
OG0006704	T265_09491	SINT1_35280.1
OG0006705	T265_00312	SINT1_56660.1, SINT1_56660.2
OG0006706	T265_01507	SINT1_40930.1
OG0006709	T265_06181	SINT1_20020.1
OG0006710	T265_04961	SINT1_81450.1
OG0006711	T265_07615	SINT1_64340.1
OG0006712	T265_03406	SINT1_82950.1
OG0006714	T265_13836	SINT1_22820.1
OG0006715	T265_01471, T265_00877, T265_12801, T265_11125	SINT1_43860.1
OG0006716	T265_00372, T265_00371	SINT1_45700.1
OG0006717	T265_09607	SINT1_89610.1
OG0006718	T265_00853	SINT1_22710.1, SINT1_22710.2
OG0006720	T265_05605	SINT1_26920.1
OG0006721	T265_09405	SINT1_12860.1, SINT1_12860.2
OG0006724	T265_04424, T265_11296	SINT1_3230.1
OG0006725	T265_08874	SINT1_62050.1
OG0006726	T265_14354	SINT1_62480.1
OG0006728	T265_04626	SINT1_93300.1
OG0006729	T265_04397	SINT1_93840.1
OG0006731	T265_01865	SINT1_85910.1, SINT1_85910.2
