Orthogroup	opisthorchis_viverrini	schistosoma_intercalatum
OG0005340	T265_09594, T265_12878	SINT1_89280.1
OG0005341	T265_10224	SINT1_15220.1, SINT1_15200.1
OG0005343	T265_02785, T265_02786, T265_02784	SINT1_77260.1
OG0005345	T265_14061	SINT1_38690.1, SINT1_38690.2, SINT1_38690.3
OG0005346	T265_02105, T265_12925	SINT1_10450.1
OG0005347	T265_05626	SINT1_65140.1
OG0005348	T265_13539	SINT1_12910.1
OG0005349	T265_06704	SINT1_530.1
OG0005350	T265_09936	SINT1_6370.1
OG0005351	T265_03561	SINT1_52340.1, SINT1_52340.2
OG0005352	T265_00939	SINT1_2350.1
OG0005353	T265_04816	SINT1_91120.1, SINT1_91120.3, SINT1_91120.2
OG0005354	T265_11724	SINT1_35210.1
OG0005355	T265_09734	SINT1_39510.1, SINT1_39510.2
OG0005356	T265_01689, T265_10747	SINT1_67960.1
OG0005358	T265_05286	SINT1_45840.1
OG0005359	T265_05489	SINT1_19400.1
OG0005360	T265_15263	SINT1_21570.1
OG0005361	T265_05573	SINT1_15460.1
OG0005362	T265_15197	SINT1_66620.1
OG0005363	T265_14241	SINT1_1050.1, SINT1_1050.2, SINT1_1050.3
OG0005364	T265_02141	SINT1_49060.1, SINT1_49060.2, SINT1_49060.3, SINT1_49060.4
OG0005365	T265_03189	SINT1_17980.1
OG0005366	T265_15118	SINT1_15520.1
OG0005367	T265_01079	SINT1_23900.1
OG0005368	T265_02254	SINT1_22760.1
OG0005369	T265_04513	SINT1_35160.1
OG0005371	T265_04511	SINT1_35130.1
OG0005372	T265_05027	SINT1_25640.1
OG0005373	T265_06855, T265_07464	SINT1_90860.1
OG0005376	T265_01452	SINT1_61070.1
OG0005377	T265_05210	SINT1_30210.1
OG0005378	T265_01504	SINT1_44070.1
OG0005379	T265_00306, T265_12511	SINT1_55750.1
OG0005380	T265_08674	SINT1_2040.2, SINT1_2040.1
OG0005381	T265_03055, T265_03056	SINT1_7480.1
OG0005382	T265_07943	SINT1_93210.1
OG0005383	T265_10764	SINT1_39760.1
OG0005384	T265_15266	SINT1_81580.1
OG0005385	T265_05325, T265_06130	SINT1_11270.1
OG0005386	T265_12619	SINT1_32970.1
OG0005387	T265_08575	SINT1_28140.1
OG0005388	T265_03712	SINT1_25680.1, SINT1_25680.2, SINT1_25680.3
OG0005389	T265_03975	SINT1_45890.1
OG0005390	T265_15462	SINT1_94250.1
OG0005391	T265_05845	SINT1_58120.1
OG0005392	T265_01365	SINT1_51280.1
OG0005393	T265_01362	SINT1_51260.1
OG0005395	T265_12943	SINT1_70910.1
OG0005396	T265_10275	SINT1_13550.1
OG0005397	T265_08517	SINT1_44410.1
OG0005398	T265_12702, T265_16153	SINT1_26360.1
OG0005399	T265_05139	SINT1_12160.1
OG0005400	T265_14743	SINT1_11430.1
OG0005402	T265_02356	SINT1_56760.1, SINT1_56760.2
OG0005404	T265_09420	SINT1_17730.1
OG0005405	T265_08404	SINT1_88640.1
OG0005406	T265_12567	SINT1_67060.1
OG0005407	T265_04295	SINT1_51840.1, SINT1_51840.2
OG0005408	T265_02634	SINT1_88980.1
OG0005409	T265_02973	SINT1_31610.2, SINT1_31610.1, SINT1_31610.3
OG0005410	T265_04348	SINT1_8860.1
OG0005411	T265_13356	SINT1_90450.1
OG0005412	T265_08661	SINT1_2890.1, SINT1_61830.1
OG0005413	T265_11492	SINT1_77300.1
OG0005414	T265_15840	SINT1_69720.2, SINT1_69720.3
OG0005415	T265_10057	SINT1_30100.1, SINT1_30100.2
OG0005416	T265_15035	SINT1_24840.1, SINT1_24840.2
OG0005417	T265_10864	SINT1_3830.1
OG0005418	T265_10182	SINT1_47360.1, SINT1_47360.2, SINT1_47360.3
OG0005419	T265_03907	SINT1_67200.1
OG0005420	T265_07983	SINT1_37130.1, SINT1_37130.2, SINT1_37130.3
OG0005421	T265_04877	SINT1_78490.1
OG0005423	T265_04323	SINT1_28660.1
OG0005424	T265_04982, T265_04980	SINT1_80300.1
OG0005425	T265_13652, T265_13651, T265_13653	SINT1_80350.1
OG0005427	T265_07946	SINT1_93420.1
OG0005428	T265_15255	SINT1_85710.1
OG0005430	T265_14216	SINT1_44820.1
OG0005431	T265_07854	SINT1_76890.1
OG0005432	T265_08271	SINT1_80520.1
OG0005433	T265_05782	SINT1_76810.1
OG0005434	T265_13327, T265_15957	SINT1_26870.1
OG0005435	T265_09698	SINT1_94090.1
OG0005436	T265_00622	SINT1_57930.1
OG0005438	T265_06134	SINT1_11300.1, SINT1_11300.2
OG0005439	T265_05891	SINT1_45040.1
OG0005440	T265_01331	SINT1_71360.1
OG0005441	T265_01872	SINT1_89020.1
OG0005442	T265_12628	SINT1_29500.1
OG0005443	T265_05614	SINT1_61090.2, SINT1_61090.1, SINT1_61090.3
OG0005444	T265_02921	SINT1_18880.1
OG0005446	T265_15324	SINT1_45190.1, SINT1_45190.2
OG0005447	T265_00188	SINT1_64380.1, SINT1_64370.1
OG0005448	T265_06100	SINT1_35220.1
OG0005449	T265_09333, T265_09332	SINT1_64070.1, SINT1_64070.2
OG0005450	T265_10981	SINT1_59780.1
OG0005451	T265_09425	SINT1_81020.1, SINT1_81020.2
OG0005453	T265_11126	SINT1_61240.2, SINT1_61240.1, SINT1_61240.3
OG0005454	T265_02688	SINT1_51810.1
OG0005455	T265_11461	SINT1_50160.1
OG0005457	T265_00065	SINT1_46790.1
OG0005459	T265_13122, T265_02913	SINT1_1240.1
OG0005460	T265_12950	SINT1_69800.1
OG0005461	T265_10012	SINT1_26690.1
OG0005462	T265_12786	SINT1_84570.1
OG0005463	T265_05511	SINT1_20580.1
OG0005464	T265_00131, T265_12275	SINT1_51080.1
OG0005465	T265_03813	SINT1_88960.1
OG0005466	T265_11553	SINT1_69500.1, SINT1_69500.2
OG0005467	T265_09793	SINT1_63330.1
OG0005468	T265_06677	SINT1_20370.1, SINT1_20370.2
OG0005469	T265_07684	SINT1_67190.1
OG0005472	T265_04851	SINT1_72340.2, SINT1_72340.3, SINT1_72340.4, SINT1_72340.1
OG0005476	T265_03001	SINT1_39820.1
OG0005477	T265_11475	SINT1_40500.1
OG0005478	T265_00646	SINT1_57820.1
OG0005479	T265_02835	SINT1_74580.1
OG0005480	T265_01791	SINT1_72530.1
OG0005481	T265_14797	SINT1_17790.1, SINT1_17790.3, SINT1_17790.4, SINT1_17790.2
OG0005482	T265_07135	SINT1_41740.1, SINT1_41740.2
OG0005483	T265_11993	SINT1_40070.1
OG0005484	T265_11055	SINT1_22260.1
OG0005485	T265_12648	SINT1_50990.1
OG0005486	T265_01953	SINT1_69000.1
OG0005487	T265_05597, T265_13821	SINT1_23440.2, SINT1_23440.1
OG0005488	T265_00563	SINT1_90280.1
OG0005489	T265_10945	SINT1_4850.1
OG0005490	T265_07627	SINT1_33850.1, SINT1_33850.2
OG0005491	T265_11285	SINT1_90070.1, SINT1_90070.2, SINT1_90070.3
OG0005492	T265_06514	SINT1_90760.1
OG0005493	T265_02886	SINT1_52580.1, SINT1_52580.2
OG0005494	T265_13149	SINT1_5340.1
OG0005496	T265_13611	SINT1_92040.1
OG0005497	T265_03756	SINT1_24100.1
OG0005499	T265_03783	SINT1_86660.1
OG0005500	T265_00880, T265_15018	SINT1_20120.1
OG0005502	T265_09319	SINT1_94710.1
OG0005503	T265_05012	SINT1_39270.1
OG0005504	T265_15476	SINT1_81560.1, SINT1_81550.1
OG0005505	T265_15216	SINT1_77050.1
OG0005506	T265_01863	SINT1_87810.1
OG0005507	T265_03828	SINT1_86020.1
OG0005508	T265_05267	SINT1_1480.1
OG0005509	T265_15724	SINT1_92350.1
OG0005510	T265_04306	SINT1_89920.1, SINT1_89920.2
OG0005511	T265_01328	SINT1_76770.1
OG0005512	T265_09144	SINT1_6770.1
OG0005513	T265_03550	SINT1_88120.1
OG0005514	T265_10018	SINT1_24940.1, SINT1_24940.3, SINT1_24940.2
OG0005515	T265_11300	SINT1_56740.1
OG0005516	T265_03191, T265_03192	SINT1_17710.1, SINT1_17710.2, SINT1_17710.3
OG0005517	T265_08930	SINT1_62730.1
OG0005518	T265_05390	SINT1_26110.1
OG0005519	T265_14962, T265_16085	SINT1_35310.1
OG0005520	T265_06161	SINT1_61050.1, SINT1_61050.2
OG0005521	T265_03986	SINT1_77690.2, SINT1_77690.1
OG0005522	T265_15147	SINT1_34060.1
OG0005523	T265_13005, T265_16171	SINT1_82290.1
OG0005524	T265_10230	SINT1_1680.1
OG0005525	T265_08202	SINT1_58180.1, SINT1_58180.2
OG0005526	T265_08059	SINT1_38380.1, SINT1_38380.2
OG0005527	T265_04257	SINT1_23770.1
OG0005530	T265_08534	SINT1_12420.1
OG0005531	T265_01390	SINT1_8790.1
OG0005532	T265_14747	SINT1_14620.1
OG0005535	T265_07286	SINT1_46590.1
OG0005538	T265_00113	SINT1_48680.1, SINT1_48680.2
OG0005539	T265_13052	SINT1_30410.2, SINT1_30410.3, SINT1_30410.1
OG0005540	T265_08055	SINT1_59430.1
OG0005544	T265_02659	SINT1_23520.1, SINT1_23520.2, SINT1_23520.3
OG0005545	T265_06655, T265_06656	SINT1_4280.1, SINT1_4280.2
OG0005546	T265_12984	SINT1_10380.1, SINT1_10380.2
OG0005547	T265_14463	SINT1_38370.3, SINT1_38370.1, SINT1_38370.2
OG0005566	T265_05784	SINT1_74770.1
OG0005567	T265_05147	SINT1_13600.1
OG0005570	T265_13520	SINT1_32610.1
OG0005571	T265_00062	SINT1_46760.1
OG0005572	T265_15288	SINT1_66640.1
OG0005573	T265_11449	SINT1_9830.1
OG0005574	T265_14050	SINT1_84940.1, SINT1_84940.2
OG0005575	T265_03162	SINT1_67240.1
OG0005576	T265_08870	SINT1_67210.1
OG0005577	T265_02626	SINT1_84580.1
OG0005578	T265_05284, T265_01975, T265_05283	SINT1_49250.1
OG0005579	T265_04553	SINT1_10650.1
OG0005580	T265_12456	SINT1_51110.1
OG0005581	T265_14696	SINT1_30000.1, SINT1_30000.2, SINT1_30000.3
OG0005583	T265_08895	SINT1_84850.1
OG0005584	T265_02735	SINT1_92550.1
OG0005585	T265_13551	SINT1_93620.1
OG0005586	T265_04631	SINT1_93610.1
OG0005587	T265_08836	SINT1_76830.1
OG0005588	T265_06462	SINT1_28370.1
OG0005589	T265_10140	SINT1_58980.1
OG0005590	T265_02090	SINT1_17830.1
OG0005591	T265_11829	SINT1_64870.1
OG0005593	T265_02336	SINT1_70810.1
OG0005594	T265_00035	SINT1_68860.2, SINT1_68860.1
OG0005595	T265_03128	SINT1_61990.1
OG0005596	T265_10450	SINT1_65920.1
OG0005597	T265_13001	SINT1_82300.1
OG0005598	T265_00090	SINT1_75400.1, SINT1_75400.2
OG0005599	T265_12744	SINT1_54580.1, SINT1_54580.2, SINT1_54580.3
OG0005600	T265_01613, T265_02081, T265_01614	SINT1_19640.1
OG0005601	T265_01074, T265_07975	SINT1_22990.1
OG0005602	T265_05680	SINT1_22880.1
OG0005603	T265_10595	SINT1_63980.1
OG0005604	T265_14820	SINT1_30080.1
OG0005605	T265_00735	SINT1_36150.1
OG0005606	T265_01778, T265_01779	SINT1_78590.1
OG0005607	T265_08644	SINT1_88010.1
OG0005608	T265_14383	SINT1_65840.1
OG0005609	T265_15052	SINT1_61000.1
OG0005610	T265_14713	SINT1_2080.1
OG0005611	T265_13473, T265_04313	SINT1_89800.1
OG0005612	T265_02912, T265_11062	SINT1_92060.1
OG0005613	T265_08092	SINT1_53960.1
OG0005614	T265_10058	SINT1_28570.1
OG0005615	T265_01886	SINT1_29240.1
OG0005616	T265_01885, T265_12128	SINT1_29230.1
OG0005617	T265_13433	SINT1_38950.1, SINT1_38950.2
OG0005618	T265_08821	SINT1_49840.1
OG0005619	T265_06768	SINT1_50180.1
OG0005620	T265_05375	SINT1_87680.1
OG0005621	T265_06150	SINT1_85920.1
OG0005622	T265_05245	SINT1_440.1
OG0005623	T265_09835, T265_12397	SINT1_74100.1
OG0005625	T265_04392, T265_04393	SINT1_11550.1, SINT1_11550.2
OG0005626	T265_05055	SINT1_43810.1, SINT1_43810.2
OG0005627	T265_10410	SINT1_23290.1
OG0005628	T265_09104	SINT1_39300.1
OG0005629	T265_11995, T265_15653	SINT1_31980.1
OG0005630	T265_15104	SINT1_83540.1, SINT1_83540.2, SINT1_83540.3
OG0005631	T265_10242	SINT1_54950.1
OG0005632	T265_10093	SINT1_93590.1
OG0005633	T265_04541	SINT1_10780.1
OG0005634	T265_13921	SINT1_22910.1
OG0005635	T265_00211	SINT1_3010.1, SINT1_3010.2
OG0005636	T265_06536	SINT1_38700.1, SINT1_38700.2, SINT1_38700.3
OG0005637	T265_11903	SINT1_78910.1
OG0005638	T265_02937	SINT1_76050.1
OG0005639	T265_05902	SINT1_72290.1, SINT1_72290.2
OG0005641	T265_00803	SINT1_72510.1
OG0005642	T265_05646	SINT1_94590.1
OG0005643	T265_06739	SINT1_29750.1
OG0005644	T265_02170	SINT1_75340.1, SINT1_75340.2, SINT1_75340.3
OG0005645	T265_00481	SINT1_58630.1, SINT1_58630.2
OG0005647	T265_12426	SINT1_55610.1
OG0005648	T265_02569	SINT1_40160.1
OG0005649	T265_01356	SINT1_50340.1
OG0005650	T265_03915	SINT1_64250.1
OG0005654	T265_04874, T265_13622	SINT1_71780.1
OG0005655	T265_04225	SINT1_27360.1
OG0005656	T265_04764	SINT1_86390.1
OG0005657	T265_12479, T265_00202	SINT1_12290.1
OG0005659	T265_10330	SINT1_17050.1
OG0005660	T265_02166	SINT1_71030.1
OG0005661	T265_16296, T265_09006, T265_14725, T265_06881, T265_06880	SINT1_6920.1
OG0005662	T265_01481	SINT1_43270.1, SINT1_43270.2
OG0005664	T265_16080	SINT1_25340.1
OG0005665	T265_02439	SINT1_48170.1, SINT1_48170.3, SINT1_48170.2
OG0005666	T265_04890	SINT1_88550.1
OG0005668	T265_04543	SINT1_3530.1
OG0005669	T265_00307	SINT1_55740.1, SINT1_55740.2, SINT1_55740.3
OG0005670	T265_15339	SINT1_83020.1
OG0005671	T265_00199	SINT1_12260.1
OG0005672	T265_00025	SINT1_47340.1
OG0005673	T265_00026	SINT1_47400.1
OG0005674	T265_14069	SINT1_26270.1, SINT1_26260.1
OG0005675	T265_14702	SINT1_40730.1
OG0005677	T265_12490	SINT1_5910.1, SINT1_5910.2, SINT1_5910.3
OG0005678	T265_08052	SINT1_59440.1
OG0005679	T265_05347	SINT1_87010.1
OG0005680	T265_02058	SINT1_68410.1
OG0005681	T265_02059	SINT1_68430.1
OG0005683	T265_00556, T265_00555, T265_00558	SINT1_35830.1
OG0005684	T265_13286	SINT1_49220.1
OG0005685	T265_04563	SINT1_14090.1
OG0005686	T265_02644	SINT1_88630.1
OG0005687	T265_07614	SINT1_65360.1
OG0005688	T265_06908	SINT1_570.1
OG0005689	T265_12982	SINT1_70030.1
OG0005690	T265_13741	SINT1_52620.1
OG0005691	T265_14083	SINT1_92330.1, SINT1_92330.2
OG0005692	T265_03304	SINT1_47230.1
OG0005693	T265_09417	SINT1_1190.1
OG0005694	T265_05938	SINT1_49130.1
OG0005695	T265_13862, T265_05792	SINT1_49280.1
OG0005697	T265_11032, T265_14666, T265_08774, T265_08771, T265_08772	SINT1_18550.1
OG0005699	T265_05508	SINT1_21000.1
OG0005700	T265_08200	SINT1_70780.1
OG0005701	T265_10795, T265_12238	SINT1_57270.1
OG0005702	T265_06068, T265_13996	SINT1_64700.1
OG0005703	T265_08410	SINT1_34560.1
OG0005704	T265_04448	SINT1_40870.2, SINT1_40870.1
OG0005705	T265_13838	SINT1_53830.1
OG0005706	T265_04867	SINT1_55820.1
OG0005707	T265_09880	SINT1_64770.1
OG0005709	T265_10125	SINT1_27740.1
OG0005710	T265_14076, T265_14078, T265_00920	SINT1_34830.1
OG0005712	T265_04155	SINT1_87930.1
OG0005713	T265_13995	SINT1_65660.1
OG0005714	T265_07566	SINT1_89290.1
OG0005715	T265_02163	SINT1_73460.1
OG0005716	T265_00293	SINT1_50820.1, SINT1_50820.2
OG0005717	T265_01752	SINT1_74170.1
OG0005718	T265_10025	SINT1_49560.1, SINT1_49560.2, SINT1_49560.3
OG0005719	T265_04450	SINT1_35730.1
OG0005720	T265_14184	SINT1_82390.1
OG0005722	T265_10194	SINT1_91510.1
OG0005723	T265_04137	SINT1_42920.1
OG0005724	T265_01588	SINT1_9410.1
OG0005725	T265_02382	SINT1_82020.1, SINT1_82020.2
OG0005726	T265_12453	SINT1_52970.1
OG0005727	T265_05161	SINT1_68110.1, SINT1_68110.2
OG0005728	T265_04760	SINT1_86340.1
OG0005729	T265_08666	SINT1_64390.1
OG0005730	T265_13080	SINT1_92610.1
OG0005731	T265_02245	SINT1_80400.1
OG0005732	T265_10389, T265_16193	SINT1_27490.1
OG0005733	T265_05681	SINT1_24290.1
OG0005734	T265_15232	SINT1_43490.1
OG0005735	T265_11765	SINT1_90650.1
OG0005736	T265_12755	SINT1_69180.1
OG0005737	T265_00624, T265_02522	SINT1_63280.1
OG0005738	T265_11159, T265_16149	SINT1_4810.1
OG0005739	T265_01925	SINT1_95030.1
OG0005740	T265_13120	SINT1_78390.1
OG0005741	T265_04882	SINT1_84990.1
OG0005742	T265_13047	SINT1_33520.1
OG0005743	T265_03071	SINT1_16460.1
OG0005744	T265_10649	SINT1_16210.1
OG0005745	T265_03355	SINT1_62890.1
OG0005746	T265_02952	SINT1_29340.1, SINT1_29340.2
OG0005747	T265_04470, T265_08799	SINT1_44930.1
OG0005748	T265_13853	SINT1_84770.1
OG0005749	T265_00632	SINT1_59610.1, SINT1_59490.1
OG0005750	T265_15268	SINT1_94280.1, SINT1_94280.2
OG0005751	T265_07039	SINT1_34290.1, SINT1_34290.3, SINT1_34290.2
OG0005753	T265_05928, T265_00174, T265_02962	SINT1_78940.1
OG0005754	T265_01370	SINT1_86230.1
OG0005755	T265_13833	SINT1_25160.1
OG0005756	T265_09096	SINT1_27770.1
OG0005758	T265_15767	SINT1_70970.1
OG0005760	T265_13006	SINT1_48090.1, SINT1_48090.2
OG0005762	T265_06999, T265_15869	SINT1_61460.1
OG0005763	T265_14562	SINT1_90160.1
OG0005764	T265_01401	SINT1_64560.1
OG0005765	T265_02549	SINT1_25890.1
OG0005766	T265_07109	SINT1_83510.1
OG0005767	T265_05293	SINT1_79370.1
OG0005768	T265_15039	SINT1_32100.1
OG0005769	T265_04564	SINT1_14140.1
OG0005770	T265_08813	SINT1_41150.1
OG0005771	T265_02692	SINT1_52900.1
OG0005772	T265_11297	SINT1_80570.2, SINT1_80570.1
OG0005773	T265_07555	SINT1_68910.1
OG0005774	T265_00539	SINT1_65530.1
OG0005775	T265_10318	SINT1_42260.1
OG0005776	T265_05775	SINT1_85520.1
OG0005777	T265_05076	SINT1_42530.3, SINT1_42530.2, SINT1_42530.4, SINT1_42530.1, SINT1_42540.1
OG0005778	T265_11844	SINT1_67500.1
OG0005779	T265_02003	SINT1_67990.1
OG0005780	T265_14551	SINT1_91630.1, SINT1_91630.2
OG0005782	T265_14704	SINT1_44320.1
OG0005783	T265_00399	SINT1_87130.1
OG0005784	T265_07736	SINT1_89770.1
OG0005786	T265_04169	SINT1_14280.3, SINT1_14280.2, SINT1_14280.1
OG0005787	T265_00243	SINT1_740.1
OG0005788	T265_03214, T265_13190	SINT1_12390.1
OG0005790	T265_09946	SINT1_69590.1
OG0005791	T265_05057	SINT1_44570.1
OG0005792	T265_05239	SINT1_3570.1
OG0005793	T265_09807	SINT1_6710.1
OG0005794	T265_07563	SINT1_4130.1
OG0005795	T265_08753	SINT1_94170.1
OG0005796	T265_09148	SINT1_5010.1
OG0005797	T265_04637	SINT1_93600.1, SINT1_93600.3, SINT1_93600.2
OG0005798	T265_03990	SINT1_70460.1
OG0005799	T265_03670	SINT1_20760.1
OG0005800	T265_07697	SINT1_82040.1
OG0005801	T265_02096, T265_02093	SINT1_15470.1
OG0005802	T265_02201	SINT1_74870.1
OG0005803	T265_00647	SINT1_57830.1
OG0005804	T265_05300	SINT1_91020.1
OG0005805	T265_11376	SINT1_69240.1
OG0005806	T265_01699	SINT1_80950.1
OG0005807	T265_10239	SINT1_78920.1
OG0005808	T265_02555	SINT1_39370.1
OG0005809	T265_10830	SINT1_29020.1
OG0005810	T265_03823	SINT1_85990.1
OG0005811	T265_03204	SINT1_13310.1
OG0005812	T265_08980	SINT1_39930.1
OG0005813	T265_13063	SINT1_71130.1
OG0005814	T265_09505	SINT1_14700.1
OG0005815	T265_00587	SINT1_64840.1, SINT1_64840.2
OG0005816	T265_06483	SINT1_13500.1
OG0005817	T265_06231	SINT1_30920.1
OG0005818	T265_13477	SINT1_88460.1
OG0005819	T265_07650	SINT1_52670.1
OG0005820	T265_14348	SINT1_62400.1
OG0005821	T265_15489	SINT1_94060.1
OG0005822	T265_10836, T265_15798	SINT1_27800.2, SINT1_27800.1, SINT1_27800.3
OG0005823	T265_03645	SINT1_40300.1, SINT1_40300.2
OG0005824	T265_13768	SINT1_26980.2, SINT1_26980.1
OG0005825	T265_09263	SINT1_28280.1
OG0005827	T265_00477	SINT1_46040.1
OG0005829	T265_07019	SINT1_58820.1
OG0005832	T265_03487	SINT1_36460.1
OG0005834	T265_09549, T265_09550	SINT1_82610.1
OG0005835	T265_02951, T265_02950, T265_12725	SINT1_62930.1
OG0005836	T265_01708	SINT1_81880.1
OG0005837	T265_01193	SINT1_90550.1
OG0005839	T265_06242	SINT1_1890.1, SINT1_26020.1
OG0005840	T265_11601	SINT1_84690.1
OG0005841	T265_08033	SINT1_14170.1
OG0005842	T265_03836, T265_15281	SINT1_50590.1
OG0005843	T265_10763	SINT1_21210.1
OG0005844	T265_14602	SINT1_12090.1
OG0005846	T265_07312	SINT1_34400.1
OG0005847	T265_13750	SINT1_94640.1
OG0005848	T265_06770	SINT1_52990.2, SINT1_52990.1
OG0005849	T265_11650	SINT1_94690.1
OG0005851	T265_13104	SINT1_56510.1
OG0005852	T265_08633	SINT1_30380.1, SINT1_30380.2
OG0005853	T265_02224	SINT1_96720.1, SINT1_75240.1, SINT1_96730.1
OG0005854	T265_13860	SINT1_77510.1
OG0005855	T265_08314	SINT1_37550.2, SINT1_37550.1
OG0005856	T265_03805	SINT1_84650.1
OG0005857	T265_00601	SINT1_66360.1
OG0005859	T265_08046	SINT1_17360.1
OG0005862	T265_05077	SINT1_42550.1, SINT1_42550.2
OG0005863	T265_12761	SINT1_48260.1
OG0005864	T265_12652	SINT1_34520.1
OG0005865	T265_13793	SINT1_21600.1
OG0005866	T265_01265	SINT1_71170.1, SINT1_71170.2
OG0005867	T265_14730	SINT1_28640.1, SINT1_28640.2
OG0005868	T265_15212	SINT1_94050.1
OG0005869	T265_02080	SINT1_91360.1
OG0005870	T265_01028	SINT1_24350.1, SINT1_24350.2
OG0005871	T265_02838	SINT1_77370.2, SINT1_77370.3, SINT1_77370.1
OG0005892	T265_02810	SINT1_37440.1
OG0005895	T265_02067, T265_12917	SINT1_92160.1
OG0005896	T265_11094	SINT1_40800.1
OG0005897	T265_07974	SINT1_91990.1
OG0005898	T265_12230	SINT1_43760.1
OG0005899	T265_04845	SINT1_92020.1
OG0005900	T265_00709	SINT1_31480.1
OG0005901	T265_00638	SINT1_59390.1
OG0005902	T265_00941, T265_02464	SINT1_7740.1
OG0005904	T265_11372	SINT1_23810.1
OG0005905	T265_03164	SINT1_67220.1
OG0005907	T265_15495	SINT1_41430.1
OG0005908	T265_02581	SINT1_39690.1, SINT1_39690.2
OG0005909	T265_06412, T265_11442	SINT1_14440.1, SINT1_14440.2
OG0005910	T265_09944	SINT1_75140.1
OG0005911	T265_04810	SINT1_93460.1
OG0005912	T265_04624	SINT1_93290.1, SINT1_93290.2
OG0005913	T265_10498	SINT1_87640.1
OG0005914	T265_06765	SINT1_74790.1
OG0005915	T265_08170	SINT1_8440.1
OG0005916	T265_06691	SINT1_18910.1, SINT1_18910.2
OG0005917	T265_15562	SINT1_64880.1, SINT1_64880.3, SINT1_64880.2
OG0005918	T265_08551	SINT1_33410.1
OG0005919	T265_11164, T265_11165	SINT1_22580.1, SINT1_22560.1
OG0005920	T265_00251	SINT1_2780.1
OG0005921	T265_00660	SINT1_68730.1
OG0005922	T265_03683	SINT1_21670.1
OG0005923	T265_09100	SINT1_29370.1
OG0005924	T265_11578, T265_15466	SINT1_16560.1
OG0005925	T265_01965	SINT1_69560.1
OG0005926	T265_06075	SINT1_61560.1
OG0005927	T265_07474	SINT1_26570.1
OG0005928	T265_03910	SINT1_67760.1, SINT1_67760.2
OG0005929	T265_14813	SINT1_61170.1
OG0005930	T265_01780	SINT1_78610.1
OG0005931	T265_00432	SINT1_71950.1, SINT1_71950.2
OG0005932	T265_15964, T265_08949	SINT1_2090.1
OG0005934	T265_13965	SINT1_20450.1
OG0005935	T265_11727	SINT1_32130.1
OG0005936	T265_13176	SINT1_61040.1, SINT1_61040.2
OG0005937	T265_07301	SINT1_87840.1
OG0005938	T265_12945	SINT1_71830.1
OG0005943	T265_00991	SINT1_14850.1
OG0005944	T265_11797	SINT1_59700.1
OG0005945	T265_03036	SINT1_2730.1
OG0005946	T265_10157	SINT1_21280.1
OG0005947	T265_09064	SINT1_14190.1
OG0005948	T265_03363, T265_07624	SINT1_35180.1
OG0005950	T265_12502	SINT1_49920.1
OG0005951	T265_09940	SINT1_6360.1
OG0005952	T265_10288	SINT1_81130.1
OG0005953	T265_10746	SINT1_67970.1, SINT1_67970.2
OG0005954	T265_10033	SINT1_20700.1
OG0005955	T265_07740	SINT1_89780.1
OG0005956	T265_04335	SINT1_30560.1
OG0005957	T265_08557	SINT1_24110.1
OG0005958	T265_06746	SINT1_73180.1
OG0005959	T265_05366	SINT1_39260.1
OG0005960	T265_05528	SINT1_83900.1, SINT1_83900.2
OG0005961	T265_14951	SINT1_67890.1
OG0005962	T265_06637	SINT1_91080.1, SINT1_91080.2
OG0005963	T265_10304, T265_14365, T265_15108	SINT1_62100.1, SINT1_62100.2
OG0005964	T265_10711	SINT1_32190.1, SINT1_32190.2
OG0005965	T265_02267	SINT1_20890.1, SINT1_20890.2
OG0005966	T265_10363	SINT1_85960.1
OG0005967	T265_09028	SINT1_72020.1
OG0005968	T265_03223	SINT1_13700.1, SINT1_13700.2, SINT1_13700.4, SINT1_13700.3
OG0005969	T265_01484	SINT1_43280.1, SINT1_43280.2
OG0005970	T265_00871	SINT1_22010.1
OG0005971	T265_05686	SINT1_25840.2, SINT1_25840.1
OG0005973	T265_06386	SINT1_44360.1, SINT1_44360.2
OG0005974	T265_06188	SINT1_22350.1
OG0005975	T265_14775	SINT1_70350.1
OG0005976	T265_14316	SINT1_30810.1
OG0005977	T265_12538	SINT1_51920.1
OG0005978	T265_13761	SINT1_84910.1
OG0005979	T265_05419	SINT1_28250.1
OG0005980	T265_05285	SINT1_56170.1
OG0005981	T265_15772	SINT1_91540.1
OG0005982	T265_00605, T265_00606	SINT1_64190.1
OG0005983	T265_07434	SINT1_48450.1, SINT1_48450.2, SINT1_48450.3
OG0005984	T265_00666	SINT1_65080.1, SINT1_65080.2
OG0005985	T265_08574	SINT1_28130.1
OG0005986	T265_03423	SINT1_20740.1
OG0005988	T265_15461	SINT1_94240.1, SINT1_94260.1
OG0005989	T265_14833	SINT1_80180.1
OG0005990	T265_00349	SINT1_56140.1
OG0005991	T265_14289	SINT1_54120.1
OG0005992	T265_03305	SINT1_47220.1
OG0005993	T265_05906	SINT1_76710.1, SINT1_76710.2
OG0005994	T265_01234	SINT1_53640.1
OG0005995	T265_00455	SINT1_69760.1
OG0005998	T265_03564	SINT1_47900.1
OG0005999	T265_12854	SINT1_78870.1
OG0006000	T265_08532	SINT1_12350.1
OG0006001	T265_07451	SINT1_86320.1
OG0006002	T265_13469	SINT1_51830.1
