Orthogroup	schistosoma_intercalatum	fasciola_gigantica
OG0006095	SINT1_80680.1	FGIG_09620
OG0006096	SINT1_18950.1, SINT1_18950.2	FGIG_09689
OG0006097	SINT1_75540.1	FGIG_09715
OG0006098	SINT1_25310.1	FGIG_09726
OG0006099	SINT1_7350.1	FGIG_09757
OG0006100	SINT1_17230.1	FGIG_09760
OG0006101	SINT1_37380.2, SINT1_37380.1	FGIG_09771
OG0006102	SINT1_76900.3, SINT1_76900.4, SINT1_76900.2, SINT1_76900.1	FGIG_09799
OG0006103	SINT1_38080.1	FGIG_09897, FGIG_09898
OG0006104	SINT1_66170.1	FGIG_09904
OG0006105	SINT1_80560.1	FGIG_09948
OG0006106	SINT1_59540.1	FGIG_09973
OG0006107	SINT1_73240.1	FGIG_09976
OG0006108	SINT1_82500.1	FGIG_10009
OG0006109	SINT1_69400.1	FGIG_10044
OG0006110	SINT1_88750.1	FGIG_10049
OG0006111	SINT1_1950.1	FGIG_10113
OG0006112	SINT1_86310.1	FGIG_10226
OG0006113	SINT1_3640.1	FGIG_10252
OG0006114	SINT1_92100.1	FGIG_10556, FGIG_10273
OG0006115	SINT1_27170.1	FGIG_10337
OG0006116	SINT1_47310.1, SINT1_47310.2	FGIG_10344
OG0006117	SINT1_56080.1	FGIG_10442
OG0006118	SINT1_56340.1, SINT1_56340.2	FGIG_10496
OG0006119	SINT1_54660.1, SINT1_54660.2, SINT1_54660.3, SINT1_54660.4, SINT1_54660.5	FGIG_10529
OG0006120	SINT1_42380.1	FGIG_10569
OG0006121	SINT1_22460.1	FGIG_10579
OG0006122	SINT1_29630.1	FGIG_10586
OG0006123	SINT1_59960.1	FGIG_10590
OG0006124	SINT1_65060.3, SINT1_65060.1, SINT1_65060.2	FGIG_10595
OG0006125	SINT1_73350.4, SINT1_73350.1, SINT1_73350.2, SINT1_73350.3	FGIG_10662
OG0006126	SINT1_61740.1	FGIG_10703
OG0006127	SINT1_43100.1	FGIG_10725
OG0006128	SINT1_37010.1	FGIG_10751
OG0006129	SINT1_95820.1, SINT1_13580.1	FGIG_11814, FGIG_10752
OG0006130	SINT1_28110.1	FGIG_10821, FGIG_10822
OG0006131	SINT1_62690.1, SINT1_62690.2	FGIG_10927, FGIG_13984
OG0006132	SINT1_51440.1	FGIG_10944, FGIG_10943
OG0006133	SINT1_68360.1	FGIG_10962
OG0006134	SINT1_20570.1	FGIG_10976
OG0006135	SINT1_1860.1, SINT1_1860.2	FGIG_10981
OG0006136	SINT1_75600.1	FGIG_11014, FGIG_11188
OG0006137	SINT1_21110.1	FGIG_11021
OG0006138	SINT1_7860.1	FGIG_11023
OG0006139	SINT1_13410.1	FGIG_11069
OG0006140	SINT1_72430.1	FGIG_11074
OG0006141	SINT1_30730.1, SINT1_30730.2	FGIG_11129
OG0006142	SINT1_78400.1	FGIG_12241, FGIG_11164
OG0006143	SINT1_18740.1	FGIG_11445, FGIG_11237
OG0006144	SINT1_60650.1	FGIG_11242
OG0006145	SINT1_38900.1	FGIG_11257
OG0006146	SINT1_76780.1, SINT1_76780.2	FGIG_11274
OG0006147	SINT1_86730.1, SINT1_86730.2	FGIG_11300
OG0006148	SINT1_68490.1	FGIG_11321
OG0006149	SINT1_7250.1	FGIG_11387
OG0006150	SINT1_31840.1	FGIG_11446
OG0006151	SINT1_41630.1	FGIG_11455
OG0006152	SINT1_87740.1	FGIG_11474
OG0006153	SINT1_60120.1, SINT1_60120.2	FGIG_11530
OG0006154	SINT1_84720.1	FGIG_11547
OG0006155	SINT1_20060.1	FGIG_11830
OG0006156	SINT1_75620.1, SINT1_75620.2	FGIG_11874
OG0006157	SINT1_45020.1	FGIG_11878
OG0006158	SINT1_21080.1	FGIG_11954
OG0006159	SINT1_23550.1	FGIG_12040
OG0006161	SINT1_83610.1, SINT1_83600.1	FGIG_12166
OG0006162	SINT1_19110.1	FGIG_12313
OG0006163	SINT1_1550.1	FGIG_12372
OG0006164	SINT1_95420.1	FGIG_12474
OG0006166	SINT1_47410.1	FGIG_12529
OG0006167	SINT1_80470.1	FGIG_12579
OG0006168	SINT1_88830.3, SINT1_88830.2, SINT1_88830.1	FGIG_12633
OG0006226	SINT1_10340.1	FGIG_00055, FGIG_06305
OG0006227	SINT1_11590.1	FGIG_00060
OG0006228	SINT1_26440.1	FGIG_00068
OG0006229	SINT1_15900.1, SINT1_15900.2	FGIG_00075
OG0006230	SINT1_91670.1	FGIG_00139, FGIG_09738, FGIG_02679
OG0006231	SINT1_40660.1	FGIG_00166
OG0006233	SINT1_44380.1	FGIG_00324
OG0006234	SINT1_14160.1	FGIG_00325
OG0006235	SINT1_25770.1	FGIG_00406, FGIG_00424, FGIG_00421
OG0006236	SINT1_68250.1, SINT1_68250.3, SINT1_68250.2	FGIG_00448
OG0006237	SINT1_40240.1	FGIG_00450
OG0006238	SINT1_31710.1, SINT1_31710.2	FGIG_00472
OG0006239	SINT1_76030.1	FGIG_00474
OG0006240	SINT1_81790.1, SINT1_81790.2	FGIG_00494, FGIG_00495
OG0006241	SINT1_55680.1	FGIG_00551
OG0006242	SINT1_15050.1	FGIG_12664, FGIG_00622
OG0006243	SINT1_44120.1	FGIG_00637
OG0006244	SINT1_68640.1, SINT1_68630.1	FGIG_00766
OG0006245	SINT1_55160.1	FGIG_00777, FGIG_00776
OG0006246	SINT1_79710.1	FGIG_00799
OG0006247	SINT1_87630.1, SINT1_87630.2	FGIG_00862
OG0006248	SINT1_89430.1	FGIG_00890
OG0006249	SINT1_46000.1	FGIG_00933
OG0006250	SINT1_33050.1	FGIG_00958
OG0006251	SINT1_16450.1	FGIG_01056
OG0006252	SINT1_34610.1, SINT1_34610.2	FGIG_01080
OG0006253	SINT1_87880.1	FGIG_09181, FGIG_01105
OG0006254	SINT1_2120.1	FGIG_01121
OG0006255	SINT1_35890.1	FGIG_01124
OG0006256	SINT1_39920.2, SINT1_39920.1	FGIG_01136
OG0006257	SINT1_92250.1, SINT1_92250.2	FGIG_04631, FGIG_01141
OG0006258	SINT1_66440.1	FGIG_01246
OG0006259	SINT1_87800.1	FGIG_01260, FGIG_01261
OG0006260	SINT1_23980.1	FGIG_01269
OG0006261	SINT1_75410.1	FGIG_01386, FGIG_01385
OG0006262	SINT1_67870.1, SINT1_67870.2	FGIG_01406
OG0006263	SINT1_82550.1, SINT1_82550.2	FGIG_01444, FGIG_06726
OG0006264	SINT1_76540.1	FGIG_01450
OG0006265	SINT1_22980.1	FGIG_01474
OG0006266	SINT1_50560.1	FGIG_01521, FGIG_01522
OG0006267	SINT1_40740.2, SINT1_40740.1	FGIG_01531
OG0006268	SINT1_82660.1, SINT1_82660.2	FGIG_01654
OG0006269	SINT1_48270.1	FGIG_01663
OG0006270	SINT1_16470.1	FGIG_01788
OG0006271	SINT1_19590.1	FGIG_01813
OG0006272	SINT1_9770.1	FGIG_01877
OG0006273	SINT1_44520.1	FGIG_01880
OG0006274	SINT1_45430.1	FGIG_01909
OG0006275	SINT1_79300.1	FGIG_02097
OG0006276	SINT1_84330.1, SINT1_84330.2	FGIG_02118
OG0006277	SINT1_44140.1	FGIG_02172
OG0006278	SINT1_83220.1	FGIG_02173
OG0006279	SINT1_40090.1	FGIG_02204
OG0006280	SINT1_12030.1	FGIG_02259
OG0006281	SINT1_32410.1, SINT1_32410.2	FGIG_02319
OG0006282	SINT1_76620.1	FGIG_02396
OG0006283	SINT1_41500.1	FGIG_02470
OG0006284	SINT1_71380.1	FGIG_02617, FGIG_12218
OG0006285	SINT1_54140.1	FGIG_02631
OG0006286	SINT1_62280.1	FGIG_02651
OG0006287	SINT1_72860.1	FGIG_02696
OG0006288	SINT1_73020.1	FGIG_02732, FGIG_02733
OG0006289	SINT1_76510.1	FGIG_02774
OG0006290	SINT1_64260.1	FGIG_02808
OG0006291	SINT1_61390.1	FGIG_02861
OG0006292	SINT1_67690.1	FGIG_02864
OG0006293	SINT1_94370.1	FGIG_02873
OG0006294	SINT1_24630.1	FGIG_02897, FGIG_12580
OG0006295	SINT1_93390.1	FGIG_02916
OG0006296	SINT1_40900.1	FGIG_12568, FGIG_02930
OG0006297	SINT1_26810.1	FGIG_02936, FGIG_02935
OG0006298	SINT1_370.1	FGIG_02955
OG0006299	SINT1_2140.1	FGIG_03008
OG0006300	SINT1_9420.1	FGIG_03043
OG0006301	SINT1_7310.1	FGIG_03060
OG0006302	SINT1_54430.1	FGIG_03099
OG0006303	SINT1_1410.1	FGIG_03117
OG0006304	SINT1_49110.1, SINT1_49120.1	FGIG_03123
OG0006306	SINT1_17810.1	FGIG_03193, FGIG_08482
OG0006307	SINT1_35390.1	FGIG_03350
OG0006308	SINT1_72240.1	FGIG_03514
OG0006309	SINT1_77600.1	FGIG_03636
OG0006310	SINT1_6290.1, SINT1_6290.2	FGIG_03648
OG0006311	SINT1_87210.1	FGIG_03661
OG0006312	SINT1_76410.1	FGIG_03684
OG0006313	SINT1_74880.1	FGIG_03696
OG0006314	SINT1_69900.1	FGIG_03713
OG0006315	SINT1_91110.1	FGIG_03720
OG0006316	SINT1_67650.1	FGIG_03811, FGIG_03812
OG0006317	SINT1_49930.1	FGIG_03875
OG0006318	SINT1_50190.1	FGIG_03888
OG0006319	SINT1_88800.1	FGIG_03907, FGIG_03908, FGIG_03906
OG0006321	SINT1_940.1	FGIG_04040
OG0006322	SINT1_55540.1	FGIG_04082
OG0006323	SINT1_34020.1	FGIG_04136
OG0006324	SINT1_20530.1	FGIG_04163
OG0006325	SINT1_5750.1	FGIG_04216
OG0006326	SINT1_94220.1	FGIG_04422, FGIG_04423, FGIG_08169
OG0006327	SINT1_24990.1	FGIG_04492, FGIG_04491
OG0006328	SINT1_57960.1	FGIG_04497
OG0006329	SINT1_66400.1	FGIG_04500
OG0006330	SINT1_89320.1	FGIG_04553
OG0006331	SINT1_59230.1	FGIG_04577
OG0006332	SINT1_45380.1	FGIG_04582
OG0006333	SINT1_59840.1	FGIG_04670
OG0006334	SINT1_81390.1	FGIG_04684
OG0006335	SINT1_93340.1	FGIG_04751
OG0006336	SINT1_21980.1	FGIG_04777
OG0006337	SINT1_15630.1	FGIG_04780
OG0006338	SINT1_21270.1, SINT1_21270.2, SINT1_21270.3, SINT1_21270.4, SINT1_21270.5	FGIG_04804
OG0006339	SINT1_35580.1, SINT1_35580.2	FGIG_04931
OG0006340	SINT1_43730.1, SINT1_43730.2	FGIG_04957, FGIG_05164
OG0006341	SINT1_51650.1, SINT1_51650.2, SINT1_51650.3	FGIG_05004
OG0006342	SINT1_82890.1	FGIG_05037, FGIG_05036, FGIG_05038
OG0006343	SINT1_60710.1	FGIG_05060, FGIG_05091
OG0006344	SINT1_26040.2, SINT1_26040.1	FGIG_05103
OG0006345	SINT1_70150.1	FGIG_05236
OG0006346	SINT1_88940.1	FGIG_05271
OG0006347	SINT1_27760.1	FGIG_05292
OG0006348	SINT1_45330.1	FGIG_05327
OG0006349	SINT1_8580.1, SINT1_8580.2	FGIG_05354, FGIG_05355
OG0006350	SINT1_37140.1	FGIG_05372, FGIG_05373
OG0006351	SINT1_75860.1, SINT1_75860.2	FGIG_05380
OG0006352	SINT1_14660.1	FGIG_05416
OG0006353	SINT1_68930.1	FGIG_05427
OG0006354	SINT1_70820.1	FGIG_05431
OG0006355	SINT1_51300.1	FGIG_05443
OG0006356	SINT1_78200.1	FGIG_05477
OG0006357	SINT1_82460.1	FGIG_05499
OG0006358	SINT1_16130.1	FGIG_05606
OG0006359	SINT1_50940.1	FGIG_05685, FGIG_05684
OG0006360	SINT1_91350.1	FGIG_05687
OG0006361	SINT1_54410.1	FGIG_05695
OG0006362	SINT1_20090.1	FGIG_05758
OG0006363	SINT1_14310.1	FGIG_05842
OG0006364	SINT1_81310.1	FGIG_05846
OG0006365	SINT1_22120.1	FGIG_05854
OG0006366	SINT1_52630.1	FGIG_05942
OG0006367	SINT1_69020.1, SINT1_69020.2	FGIG_06038
OG0006368	SINT1_63240.1	FGIG_06056
OG0006369	SINT1_83700.1	FGIG_06074
OG0006370	SINT1_70470.1	FGIG_06179
OG0006371	SINT1_79700.1	FGIG_06220
OG0006372	SINT1_41180.1	FGIG_06257
OG0006373	SINT1_77460.1	FGIG_06266
OG0006374	SINT1_50760.1	FGIG_06368
OG0006375	SINT1_21330.1	FGIG_06379
OG0006376	SINT1_85670.1	FGIG_12584, FGIG_06425
OG0006377	SINT1_61220.1	FGIG_06440
OG0006378	SINT1_53680.1	FGIG_06445, FGIG_06444
OG0006379	SINT1_84810.1	FGIG_06453
OG0006380	SINT1_87370.1, SINT1_87370.2	FGIG_06551
OG0006381	SINT1_74140.1	FGIG_06561
OG0006382	SINT1_83950.1, SINT1_83950.2, SINT1_83950.3	FGIG_06574
OG0006383	SINT1_80100.1	FGIG_06621
OG0006384	SINT1_59270.1	FGIG_06626
OG0006385	SINT1_17870.1	FGIG_06657
OG0006386	SINT1_56360.1	FGIG_06699
OG0006387	SINT1_77190.1	FGIG_06734, FGIG_12424
OG0006388	SINT1_59350.1	FGIG_06755
OG0006389	SINT1_83230.1, SINT1_83230.2, SINT1_83230.3	FGIG_06771
OG0006390	SINT1_65230.1	FGIG_06827
OG0006391	SINT1_65220.1	FGIG_07033, FGIG_06828
OG0006392	SINT1_94620.1	FGIG_10067, FGIG_06830
OG0006393	SINT1_68690.1, SINT1_68690.2, SINT1_68690.3	FGIG_06928
OG0006394	SINT1_48010.1	FGIG_06942
OG0006395	SINT1_14220.1, SINT1_14220.2	FGIG_06992
OG0006396	SINT1_20690.1	FGIG_06995
OG0006397	SINT1_77740.1	FGIG_07001
OG0006398	SINT1_5980.1	FGIG_07086
OG0006399	SINT1_12920.1	FGIG_07120
OG0006400	SINT1_74220.1	FGIG_07283
OG0006401	SINT1_47110.1	FGIG_07310
OG0006402	SINT1_25880.1, SINT1_25880.2, SINT1_25880.3	FGIG_07313
OG0006403	SINT1_470.1, SINT1_470.2	FGIG_07437
OG0006404	SINT1_33740.1, SINT1_33740.2	FGIG_07473
OG0006405	SINT1_50150.1	FGIG_07477
OG0006406	SINT1_52560.1	FGIG_07578
OG0006407	SINT1_19630.1	FGIG_07582
OG0006408	SINT1_74950.1	FGIG_07627
OG0006409	SINT1_51770.1	FGIG_07688
OG0006410	SINT1_870.1	FGIG_07709
OG0006411	SINT1_1820.1	FGIG_07733
OG0006412	SINT1_17780.1	FGIG_07743, FGIG_07742
OG0006413	SINT1_89400.1	FGIG_07840
OG0006414	SINT1_84700.1	FGIG_07937
OG0006415	SINT1_24520.1	FGIG_08006
OG0006416	SINT1_60200.1	FGIG_08033
OG0006417	SINT1_50050.1, SINT1_50030.1	FGIG_08055
OG0006418	SINT1_8960.1	FGIG_08067
OG0006419	SINT1_28170.1	FGIG_08105
OG0006420	SINT1_63350.1, SINT1_63350.2	FGIG_08164
OG0006421	SINT1_5590.1	FGIG_08200
OG0006422	SINT1_88690.1	FGIG_08202
OG0006423	SINT1_81320.1	FGIG_08206, FGIG_10667
OG0006424	SINT1_50130.1	FGIG_08208
OG0006425	SINT1_77530.2, SINT1_77530.1	FGIG_08311
OG0006426	SINT1_20510.1	FGIG_08358
OG0006427	SINT1_33060.1	FGIG_08359
OG0006428	SINT1_330.1	FGIG_08397
OG0006429	SINT1_11090.1	FGIG_08439
OG0006430	SINT1_3110.1	FGIG_08457
OG0006431	SINT1_89620.1	FGIG_08615
OG0006432	SINT1_77920.1	FGIG_08656
OG0006433	SINT1_42840.1	FGIG_08752
OG0006434	SINT1_91570.1	FGIG_08760
OG0006436	SINT1_68580.1	FGIG_08796
OG0006437	SINT1_89980.1	FGIG_08799
OG0006438	SINT1_75490.1	FGIG_08851
OG0006439	SINT1_13560.1	FGIG_08865
OG0006440	SINT1_50640.1	FGIG_08876
OG0006441	SINT1_94160.1	FGIG_08947
OG0006442	SINT1_35000.1	FGIG_08983
OG0006443	SINT1_19880.1	FGIG_09051
OG0006444	SINT1_87560.1	FGIG_09053
OG0006445	SINT1_69310.1	FGIG_09103
OG0006446	SINT1_52020.1	FGIG_09224
OG0006447	SINT1_86180.1	FGIG_09286
OG0006448	SINT1_4910.1	FGIG_09313
OG0006449	SINT1_31820.1	FGIG_09359
OG0006450	SINT1_2700.1	FGIG_09392
OG0006451	SINT1_70420.1	FGIG_09470
OG0006452	SINT1_56270.1	FGIG_09553
OG0006453	SINT1_68620.1	FGIG_09566
OG0006454	SINT1_9780.1	FGIG_09585
OG0006455	SINT1_50490.1	FGIG_09741
OG0006456	SINT1_1590.1	FGIG_09749
OG0006457	SINT1_54380.1, SINT1_54380.2, SINT1_54380.3	FGIG_09819
OG0006458	SINT1_65990.1	FGIG_09840
OG0006459	SINT1_55730.1, SINT1_55730.2	FGIG_09859
OG0006460	SINT1_64910.1	FGIG_09902
OG0006461	SINT1_84920.1	FGIG_09992
OG0006462	SINT1_50390.1, SINT1_50390.2	FGIG_10029
OG0006463	SINT1_61900.1	FGIG_10092
OG0006464	SINT1_22240.1	FGIG_10128
OG0006465	SINT1_76240.1	FGIG_11121, FGIG_10158
OG0006466	SINT1_86490.1	FGIG_10266
OG0006467	SINT1_10690.1	FGIG_10308
OG0006468	SINT1_42610.1	FGIG_10393
OG0006469	SINT1_14900.1	FGIG_10433
OG0006470	SINT1_58210.1	FGIG_10447
OG0006471	SINT1_82400.1	FGIG_10483
OG0006472	SINT1_82370.1	FGIG_10666
OG0006473	SINT1_61720.1	FGIG_10705
OG0006474	SINT1_65550.1	FGIG_10869
OG0006475	SINT1_13630.1	FGIG_10891
OG0006476	SINT1_3150.1	FGIG_11046
OG0006477	SINT1_27730.1	FGIG_11156, FGIG_11891
OG0006478	SINT1_7630.1, SINT1_7630.2	FGIG_11160
OG0006479	SINT1_43200.1	FGIG_11625, FGIG_11182
OG0006480	SINT1_22430.1	FGIG_11325
OG0006481	SINT1_66580.1	FGIG_11497, FGIG_11646
OG0006482	SINT1_19830.1	FGIG_11570, FGIG_14000
OG0006483	SINT1_60090.1	FGIG_11611
OG0006484	SINT1_69540.1	FGIG_11727
OG0006485	SINT1_4300.1	FGIG_11740
OG0006486	SINT1_22440.1, SINT1_22440.2	FGIG_11752
OG0006487	SINT1_72550.1	FGIG_11778, FGIG_11777
OG0006488	SINT1_16370.1	FGIG_11860
OG0006489	SINT1_11290.1	FGIG_11976
OG0006490	SINT1_7790.1	FGIG_12128
OG0006491	SINT1_83800.1	FGIG_12211
OG0006492	SINT1_31590.1	FGIG_12231
OG0006493	SINT1_23260.1, SINT1_23260.2	FGIG_12248
OG0006494	SINT1_62440.1	FGIG_12351
OG0006495	SINT1_82170.1	FGIG_12377
OG0006496	SINT1_45160.1	FGIG_12617
OG0006543	SINT1_81780.1	FGIG_00006, FGIG_11678
OG0006544	SINT1_94030.1	FGIG_00078
OG0006545	SINT1_70960.1	FGIG_00183
OG0006546	SINT1_88710.1	FGIG_00243
OG0006547	SINT1_47940.1	FGIG_00317
OG0006548	SINT1_91450.1	FGIG_04759, FGIG_00371, FGIG_04671
OG0006549	SINT1_68260.1	FGIG_00449
OG0006550	SINT1_55690.1	FGIG_12407, FGIG_00553
OG0006551	SINT1_73740.1	FGIG_00601
OG0006552	SINT1_15040.1, SINT1_15040.2	FGIG_00623
OG0006553	SINT1_76170.1	FGIG_00662
OG0006554	SINT1_43830.1	FGIG_00767
OG0006555	SINT1_90850.1	FGIG_00808
OG0006556	SINT1_53820.1, SINT1_53820.2	FGIG_00982
OG0006557	SINT1_60640.1	FGIG_00988
OG0006558	SINT1_70280.1, SINT1_70280.2	FGIG_01077
OG0006559	SINT1_5170.1, SINT1_5170.2	FGIG_01134
OG0006561	SINT1_66510.1	FGIG_01187
OG0006562	SINT1_13660.1	FGIG_01192
OG0006563	SINT1_85780.2, SINT1_85780.3, SINT1_85780.1	FGIG_01200
OG0006564	SINT1_39050.1	FGIG_01264
OG0006565	SINT1_16720.2, SINT1_16720.1, SINT1_16720.4, SINT1_16720.3	FGIG_08143, FGIG_01311
OG0006566	SINT1_29350.1	FGIG_01314
OG0006567	SINT1_30320.1	FGIG_01360
OG0006568	SINT1_20900.1	FGIG_01394
OG0006569	SINT1_29300.1, SINT1_29300.2	FGIG_01437
OG0006570	SINT1_55260.1	FGIG_01459, FGIG_01458
OG0006571	SINT1_61550.1, SINT1_61550.2	FGIG_01508
OG0006572	SINT1_46360.1	FGIG_01547
OG0006573	SINT1_1850.1	FGIG_01594
OG0006574	SINT1_66010.1	FGIG_01597
OG0006575	SINT1_57510.1	FGIG_01608
OG0006576	SINT1_57650.1, SINT1_57640.1	FGIG_01614
OG0006578	SINT1_47810.1	FGIG_01891
OG0006579	SINT1_42480.1	FGIG_02083
OG0006580	SINT1_75470.1	FGIG_02087
OG0006581	SINT1_26770.1, SINT1_26770.2	FGIG_02181
OG0006582	SINT1_30690.1	FGIG_02231
OG0006583	SINT1_85330.1	FGIG_02247
OG0006585	SINT1_18170.2, SINT1_18170.1	FGIG_02288
OG0006586	SINT1_37420.1	FGIG_02291
OG0006588	SINT1_13960.1	FGIG_02309
OG0006589	SINT1_21550.1	FGIG_02349, FGIG_08384
OG0006590	SINT1_21530.1	FGIG_02351
OG0006591	SINT1_71420.1	FGIG_02456
OG0006592	SINT1_83120.1, SINT1_83120.2	FGIG_02535
OG0006593	SINT1_69980.1	FGIG_02570
OG0006594	SINT1_51760.2, SINT1_51760.3, SINT1_51760.1	FGIG_02673
OG0006595	SINT1_53420.1	FGIG_02674
OG0006596	SINT1_77640.1	FGIG_02752
OG0006597	SINT1_76500.1	FGIG_02773
OG0006598	SINT1_92300.1	FGIG_02915
OG0006599	SINT1_23500.1	FGIG_07064, FGIG_03010
OG0006600	SINT1_77960.1	FGIG_03034
OG0006601	SINT1_51720.1	FGIG_03122, FGIG_06369
OG0006602	SINT1_25250.1	FGIG_03176
OG0006603	SINT1_91060.1	FGIG_03226
OG0006604	SINT1_55600.1	FGIG_03234
OG0006605	SINT1_18800.1, SINT1_18800.2	FGIG_03253
OG0006606	SINT1_72130.1	FGIG_03382
OG0006607	SINT1_26390.1	FGIG_03435
OG0006608	SINT1_20970.1	FGIG_03438
OG0006609	SINT1_84640.1	FGIG_03439
OG0006610	SINT1_79480.1	FGIG_03465
OG0006611	SINT1_91460.1	FGIG_03478
OG0006613	SINT1_55950.1	FGIG_03620
OG0006614	SINT1_65090.1	FGIG_03680
OG0006615	SINT1_34210.1	FGIG_03718
OG0006616	SINT1_70360.1	FGIG_03739
OG0006617	SINT1_68960.1	FGIG_03802
OG0006618	SINT1_37060.1, SINT1_37060.2	FGIG_03887
OG0006619	SINT1_24240.1	FGIG_03900
OG0006620	SINT1_2020.1	FGIG_03903
OG0006621	SINT1_90700.1, SINT1_90700.2	FGIG_03986
OG0006622	SINT1_16500.1, SINT1_16490.1	FGIG_03995
OG0006623	SINT1_65700.1, SINT1_96620.1, SINT1_96630.1	FGIG_04048
OG0006624	SINT1_34700.1	FGIG_04050
OG0006625	SINT1_61430.1	FGIG_04051
OG0006626	SINT1_32550.1, SINT1_32570.1	FGIG_04076, FGIG_04074
OG0006627	SINT1_56280.1	FGIG_04165
OG0006628	SINT1_90780.2, SINT1_90780.1	FGIG_04260
OG0006629	SINT1_74540.1	FGIG_04332
OG0006630	SINT1_80340.1	FGIG_04399, FGIG_04400
OG0006631	SINT1_51270.1	FGIG_04415
OG0006632	SINT1_39200.1	FGIG_04535
OG0006633	SINT1_69030.1	FGIG_04566
OG0006634	SINT1_40960.1	FGIG_04588
OG0006635	SINT1_7090.1, SINT1_7090.2, SINT1_7090.3	FGIG_04593
OG0006636	SINT1_24910.1	FGIG_04678
OG0006637	SINT1_43240.1, SINT1_43240.2	FGIG_04744
OG0006638	SINT1_7050.1	FGIG_04775
OG0006639	SINT1_78880.1	FGIG_04793
OG0006640	SINT1_9150.1	FGIG_04800
OG0006641	SINT1_74850.1	FGIG_04835
OG0006642	SINT1_64030.1	FGIG_04871
OG0006643	SINT1_57950.1	FGIG_04972
OG0006644	SINT1_24660.1	FGIG_05056
OG0006645	SINT1_60720.1	FGIG_05059
OG0006646	SINT1_51540.1	FGIG_05066
OG0006647	SINT1_65680.1	FGIG_05201
OG0006648	SINT1_65630.1, SINT1_65640.1	FGIG_05316
OG0006649	SINT1_71520.1, SINT1_71520.2, SINT1_71520.3	FGIG_05329
OG0006650	SINT1_47420.1	FGIG_05364
OG0006651	SINT1_12660.1, SINT1_12660.2	FGIG_05383
OG0006652	SINT1_23960.1	FGIG_05401
OG0006653	SINT1_63910.1	FGIG_05476
OG0006654	SINT1_65670.1	FGIG_05485
OG0006655	SINT1_34350.1	FGIG_05516
OG0006656	SINT1_34340.1	FGIG_05517
OG0006657	SINT1_25400.1	FGIG_05522
OG0006658	SINT1_76200.1	FGIG_05543
OG0006659	SINT1_35100.1	FGIG_05563
OG0006660	SINT1_83850.1, SINT1_83850.2	FGIG_05584
OG0006661	SINT1_71710.1	FGIG_05588
OG0006662	SINT1_16120.1	FGIG_05607
OG0006663	SINT1_41940.1, SINT1_41940.2	FGIG_05679
OG0006664	SINT1_50930.1	FGIG_05683
OG0006665	SINT1_95800.1, SINT1_36540.1	FGIG_11353, FGIG_05686
OG0006666	SINT1_1290.1	FGIG_05750
OG0006667	SINT1_6940.1	FGIG_05807
OG0006668	SINT1_24650.1	FGIG_05813
OG0006669	SINT1_14300.1	FGIG_05844, FGIG_05843
OG0006670	SINT1_70270.1	FGIG_05867
OG0006671	SINT1_77840.1	FGIG_05896
OG0006672	SINT1_18060.1	FGIG_05931, FGIG_05930
OG0006673	SINT1_20390.1, SINT1_20390.2	FGIG_05954
OG0006674	SINT1_78810.1	FGIG_06216
OG0006675	SINT1_22650.1	FGIG_06262
OG0006676	SINT1_73310.1	FGIG_06337
OG0006677	SINT1_22960.1	FGIG_06343
OG0006678	SINT1_46890.1	FGIG_06370
OG0006679	SINT1_32340.1	FGIG_06489
OG0006680	SINT1_12080.1	FGIG_06497
OG0006681	SINT1_60590.1	FGIG_06517
OG0006682	SINT1_82780.1	FGIG_06595
OG0006683	SINT1_21440.1	FGIG_06625
OG0006684	SINT1_18400.1, SINT1_18400.2	FGIG_06654
OG0006685	SINT1_33820.1	FGIG_06704
OG0006686	SINT1_53290.1, SINT1_53290.2	FGIG_06837
OG0006687	SINT1_87270.1	FGIG_06850, FGIG_06849
OG0006688	SINT1_58720.1	FGIG_07177, FGIG_06904
OG0006690	SINT1_60600.1	FGIG_07017
OG0006691	SINT1_75510.1	FGIG_07029
OG0006692	SINT1_4370.1	FGIG_07041
OG0006693	SINT1_23510.1, SINT1_23510.2	FGIG_07063
OG0006694	SINT1_76860.1, SINT1_76860.2	FGIG_07096
OG0006695	SINT1_63270.1	FGIG_07100
OG0006696	SINT1_85480.1, SINT1_85480.2	FGIG_07128
OG0006697	SINT1_30750.1	FGIG_07137
OG0006698	SINT1_41820.1	FGIG_07148
OG0006699	SINT1_70380.1	FGIG_07152
OG0006700	SINT1_39680.1	FGIG_07159
OG0006701	SINT1_49390.1	FGIG_07173
OG0006702	SINT1_89490.1	FGIG_07212, FGIG_07213
OG0006703	SINT1_7710.1	FGIG_07292
OG0006704	SINT1_35280.1	FGIG_07364
OG0006705	SINT1_56660.1, SINT1_56660.2	FGIG_07464
OG0006706	SINT1_40930.1	FGIG_07610
OG0006707	SINT1_30550.1	FGIG_07689
OG0006708	SINT1_14630.1	FGIG_07698
OG0006709	SINT1_20020.1	FGIG_07701
OG0006710	SINT1_81450.1	FGIG_07738
OG0006711	SINT1_64340.1	FGIG_07756
OG0006712	SINT1_82950.1	FGIG_07781
OG0006714	SINT1_22820.1	FGIG_07877
OG0006715	SINT1_43860.1	FGIG_08001
OG0006716	SINT1_45700.1	FGIG_08050
OG0006717	SINT1_89610.1	FGIG_08080, FGIG_09984
