Orthogroup	schistosoma_rodhaini	opisthorchis_viverrini
OG0006070	SRDH2_69730.1, SRDH2_69730.2	T265_15112
OG0006071	SRDH2_78670.1	T265_02929
OG0006072	SRDH2_85400.1, SRDH2_85410.1	T265_10623
OG0006073	SRDH2_53330.3, SRDH2_53330.2, SRDH2_53330.1, SRDH2_53330.4	T265_06995
OG0006074	SRDH2_93900.1	T265_07348
OG0006075	SRDH2_26180.1	T265_11346
OG0006076	SRDH2_51920.1	T265_00294
OG0006077	SRDH2_42180.1	T265_04114
OG0006079	SRDH2_54210.1, SRDH2_54220.1	T265_02701
OG0006080	SRDH2_34640.1	T265_13358
OG0006081	SRDH2_1830.1	T265_09866
OG0006082	SRDH2_42000.1	T265_07611
OG0006083	SRDH2_86100.1	T265_02310
OG0006085	SRDH2_75130.1	T265_04853
OG0006086	SRDH2_24820.1	T265_09099
OG0006087	SRDH2_39220.1, SRDH2_39220.2	T265_08017
OG0006088	SRDH2_74700.1, SRDH2_74710.1	T265_00027
OG0006090	SRDH2_94680.1	T265_13855
OG0006091	SRDH2_82430.1	T265_12290, T265_15429
OG0006092	SRDH2_12860.1	T265_01843
OG0006093	SRDH2_55950.1	T265_01206
OG0006094	SRDH2_52160.1	T265_12458
OG0006095	SRDH2_84200.1	T265_07126
OG0006096	SRDH2_19250.1, SRDH2_19250.2, SRDH2_19250.3	T265_06953
OG0006097	SRDH2_78650.1, SRDH2_78660.1	T265_07749
OG0006098	SRDH2_25590.1	T265_10302
OG0006099	SRDH2_7500.1	T265_13774
OG0006100	SRDH2_17580.1, SRDH2_17580.2	T265_00893
OG0006101	SRDH2_37560.1	T265_06530
OG0006102	SRDH2_80050.1	T265_03871
OG0006103	SRDH2_31880.1	T265_08234
OG0006104	SRDH2_69440.1	T265_07156
OG0006105	SRDH2_84060.1	T265_02379
OG0006106	SRDH2_61430.1, SRDH2_61430.2	T265_14363, T265_16286
OG0006107	SRDH2_76080.3, SRDH2_76080.1, SRDH2_76080.2	T265_04785
OG0006108	SRDH2_86220.1, SRDH2_86250.1, SRDH2_86410.1, SRDH2_86400.1, SRDH2_86330.1, SRDH2_86190.1, SRDH2_86200.1	T265_10524
OG0006109	SRDH2_72240.1	T265_12532
OG0006110	SRDH2_92430.1	T265_04314
OG0006111	SRDH2_2090.2, SRDH2_2090.1, SRDH2_2090.3	T265_08178
OG0006112	SRDH2_90650.1	T265_08901
OG0006113	SRDH2_3810.1	T265_09557
OG0006114	SRDH2_97060.1, SRDH2_97060.2, SRDH2_97060.3	T265_13613
OG0006115	SRDH2_27500.1, SRDH2_27500.2	T265_11567
OG0006116	SRDH2_48110.1	T265_03865
OG0006117	SRDH2_57680.1	T265_00135
OG0006118	SRDH2_57950.1	T265_15436
OG0006120	SRDH2_42720.1	T265_07064
OG0006121	SRDH2_22380.1	T265_15292
OG0006122	SRDH2_29910.1, SRDH2_29910.2, SRDH2_29910.3	T265_00758
OG0006123	SRDH2_61830.1, SRDH2_61830.2, SRDH2_61830.3	T265_01160
OG0006124	SRDH2_66050.1, SRDH2_66070.2, SRDH2_66070.1	T265_08959, T265_11073
OG0006127	SRDH2_43430.1	T265_03470
OG0006128	SRDH2_37900.1	T265_04746
OG0006129	SRDH2_12610.1	T265_03091, T265_03090
OG0006130	SRDH2_28390.1	T265_08572
OG0006131	SRDH2_64560.1	T265_01167
OG0006132	SRDH2_52490.1, SRDH2_52490.2, SRDH2_52490.3	T265_00097
OG0006133	SRDH2_71020.1	T265_13035
OG0006134	SRDH2_20760.9, SRDH2_20760.8, SRDH2_20890.1	T265_06562
OG0006135	SRDH2_1990.1, SRDH2_1990.2	T265_01602
OG0006136	SRDH2_78720.1	T265_10637
OG0006139	SRDH2_15230.1	T265_06487
OG0006140	SRDH2_75220.1	T265_12439
OG0006141	SRDH2_31020.1	T265_03619
OG0006143	SRDH2_19050.1, SRDH2_19050.2	T265_15582
OG0006144	SRDH2_62520.1	T265_13033
OG0006145	SRDH2_38990.1, SRDH2_38990.2, SRDH2_38990.3, SRDH2_38990.4	T265_04145
OG0006146	SRDH2_79930.1	T265_16067
OG0006147	SRDH2_91120.1	T265_09593
OG0006148	SRDH2_70900.1	T265_12467, T265_12466
OG0006149	SRDH2_7340.1, SRDH2_7350.1	T265_03687
OG0006150	SRDH2_36760.1	T265_08342
OG0006151	SRDH2_41910.1	T265_04465
OG0006153	SRDH2_61980.1	T265_15142
OG0006154	SRDH2_89060.1, SRDH2_89060.3, SRDH2_89060.2	T265_08894
OG0006155	SRDH2_20330.1	T265_10165
OG0006156	SRDH2_78750.1	T265_03960
OG0006157	SRDH2_45360.1	T265_07598
OG0006158	SRDH2_21380.1	T265_15372
OG0006159	SRDH2_23960.1	T265_01099
OG0006160	SRDH2_17030.1, SRDH2_17030.2, SRDH2_17030.3	T265_04379
OG0006161	SRDH2_88010.1	T265_00754, T265_04662
OG0006162	SRDH2_19390.1, SRDH2_19390.2, SRDH2_19390.3, SRDH2_19390.4	T265_03680
OG0006163	SRDH2_1670.1	T265_09146
OG0006164	SRDH2_440.1	T265_00257
OG0006165	SRDH2_71750.1	T265_12640
OG0006166	SRDH2_48200.1	T265_03856
OG0006168	SRDH2_92350.2, SRDH2_92350.3, SRDH2_92350.4, SRDH2_92350.1	T265_09199
OG0006170	SRDH2_15330.1	T265_06485
OG0006171	SRDH2_3960.1, SRDH2_3960.2, SRDH2_3960.3, SRDH2_3960.4	T265_14923
OG0006172	SRDH2_44320.1	T265_04755
OG0006173	SRDH2_21680.1	T265_12668
OG0006174	SRDH2_19700.1, SRDH2_19690.1	T265_11215
OG0006175	SRDH2_89770.1	T265_04330
OG0006177	SRDH2_90090.1, SRDH2_90090.2, SRDH2_90090.3	T265_04160
OG0006178	SRDH2_90500.1, SRDH2_90500.2	T265_09140
OG0006180	SRDH2_52410.2, SRDH2_52410.1	T265_00291, T265_08122
OG0006181	SRDH2_81280.1, SRDH2_81280.2	T265_14229
OG0006182	SRDH2_38100.1	T265_10119
OG0006186	SRDH2_96210.1	T265_07077
OG0006187	SRDH2_43250.1, SRDH2_43250.2	T265_04136
OG0006188	SRDH2_43290.1, SRDH2_43290.2	T265_11536
OG0006225	SRDH2_69420.2, SRDH2_69420.3, SRDH2_69420.1	T265_04195
OG0006226	SRDH2_10560.1	T265_06962
OG0006227	SRDH2_12110.1	T265_05575
OG0006228	SRDH2_26770.1	T265_06400
OG0006229	SRDH2_16310.1	T265_11944, T265_12321
OG0006230	SRDH2_96640.1	T265_08353
OG0006231	SRDH2_40880.1	T265_05886
OG0006234	SRDH2_13290.1	T265_07777
OG0006235	SRDH2_26110.1	T265_13669
OG0006236	SRDH2_71110.1	T265_00536
OG0006237	SRDH2_40440.1	T265_02604
OG0006239	SRDH2_79110.1	T265_05714
OG0006241	SRDH2_57320.1	T265_00315
OG0006242	SRDH2_15560.2, SRDH2_15560.3, SRDH2_15560.1, SRDH2_15560.4	T265_11186
OG0006243	SRDH2_44340.1, SRDH2_44340.2, SRDH2_44340.3	T265_13406
OG0006245	SRDH2_56300.1	T265_13952
OG0006246	SRDH2_83200.2, SRDH2_83200.1	T265_12114
OG0006247	SRDH2_93640.1	T265_10497
OG0006248	SRDH2_93800.1	T265_09974, T265_09975
OG0006249	SRDH2_46850.1	T265_12552
OG0006250	SRDH2_34960.2, SRDH2_34960.1	T265_08806
OG0006251	SRDH2_16830.1	T265_04439
OG0006252	SRDH2_32160.1, SRDH2_32160.2	T265_03818
OG0006253	SRDH2_93380.1	T265_09495
OG0006254	SRDH2_2300.1	T265_10255
OG0006255	SRDH2_33460.1	T265_12577
OG0006256	SRDH2_40070.1	T265_11234
OG0006257	SRDH2_97170.1	T265_09703
OG0006258	SRDH2_69140.1	T265_12589
OG0006259	SRDH2_93460.1	T265_14257
OG0006260	SRDH2_24310.1	T265_06942, T265_06943
OG0006261	SRDH2_78500.1, SRDH2_78500.2	T265_00088, T265_00089
OG0006262	SRDH2_70600.1	T265_09323
OG0006264	SRDH2_79620.1	T265_15190
OG0006265	SRDH2_23410.1, SRDH2_23410.2	T265_01075
OG0006266	SRDH2_51670.1	T265_05275
OG0006267	SRDH2_40970.1, SRDH2_40970.2	T265_14701
OG0006269	SRDH2_49090.1	T265_08086
OG0006270	SRDH2_16850.1, SRDH2_16850.2, SRDH2_16850.3	T265_15004
OG0006272	SRDH2_9970.1	T265_08414
OG0006273	SRDH2_44700.1, SRDH2_44700.2, SRDH2_44700.4, SRDH2_44700.3	T265_04110
OG0006274	SRDH2_45690.1	T265_07067, T265_16046, T265_05062, T265_07066
OG0006275	SRDH2_82550.1, SRDH2_82550.2, SRDH2_82550.3, SRDH2_82550.4	T265_14969
OG0006276	SRDH2_88430.1	T265_07118
OG0006277	SRDH2_44360.1	T265_13414
OG0006278	SRDH2_87400.1	T265_02316, T265_15671
OG0006279	SRDH2_40270.1	T265_14327
OG0006280	SRDH2_13820.1	T265_09871
OG0006281	SRDH2_36220.1	T265_15811
OG0006282	SRDH2_79720.2, SRDH2_79720.1, SRDH2_79720.3, SRDH2_79720.4	T265_11224
OG0006283	SRDH2_41790.1	T265_05049
OG0006284	SRDH2_73380.1	T265_02188
OG0006285	SRDH2_55180.1	T265_00313
OG0006286	SRDH2_64160.1	T265_00546
OG0006288	SRDH2_75820.1	T265_00770
OG0006289	SRDH2_79570.1, SRDH2_79570.2	T265_14976
OG0006290	SRDH2_67070.1	T265_03916
OG0006291	SRDH2_63270.1	T265_08125
OG0006292	SRDH2_70100.1	T265_00669
OG0006293	SRDH2_99400.1	T265_08152
OG0006294	SRDH2_24930.1	T265_09717
OG0006295	SRDH2_98360.1	T265_11139
OG0006296	SRDH2_41130.1	T265_09675
OG0006299	SRDH2_2330.2, SRDH2_2330.1, SRDH2_2330.3, SRDH2_2330.4	T265_09982, T265_06697
OG0006300	SRDH2_9600.1	T265_12045
OG0006301	SRDH2_7460.1	T265_15886, T265_12313
OG0006302	SRDH2_55510.1	T265_07637
OG0006303	SRDH2_1520.1	T265_14450
OG0006304	SRDH2_49950.1	T265_00048
OG0006305	SRDH2_70170.2, SRDH2_70170.3, SRDH2_70170.1	T265_10720
OG0006306	SRDH2_17970.1, SRDH2_17970.2	T265_09242
OG0006307	SRDH2_32950.1	T265_09818
OG0006308	SRDH2_72500.1	T265_14763
OG0006309	SRDH2_80670.1	T265_15194
OG0006310	SRDH2_6720.1	T265_03045
OG0006311	SRDH2_91590.1, SRDH2_91590.2	T265_04307
OG0006312	SRDH2_79470.1	T265_02160
OG0006313	SRDH2_77850.1	T265_13064
OG0006314	SRDH2_75030.1	T265_02327
OG0006315	SRDH2_96050.1	T265_02744
OG0006316	SRDH2_70120.1	T265_10726
OG0006317	SRDH2_50780.1	T265_00104
OG0006318	SRDH2_51040.1	T265_06847
OG0006319	SRDH2_92370.1	T265_10996
OG0006320	SRDH2_31390.1	T265_10617
OG0006321	SRDH2_970.1	T265_05253
OG0006322	SRDH2_57470.1	T265_13118
OG0006323	SRDH2_35910.1	T265_08324
OG0006324	SRDH2_20850.1	T265_01373
OG0006325	SRDH2_5810.1, SRDH2_5810.2, SRDH2_5810.3	T265_06415
OG0006326	SRDH2_99250.1	T265_06631
OG0006327	SRDH2_25290.1	T265_12717
OG0006328	SRDH2_58590.1, SRDH2_58590.2, SRDH2_58590.3	T265_08665
OG0006329	SRDH2_69190.1, SRDH2_69200.1	T265_14587
OG0006330	SRDH2_91900.1	T265_07570
OG0006331	SRDH2_61110.1, SRDH2_61110.2	T265_03152
OG0006332	SRDH2_45670.1	T265_11742
OG0006334	SRDH2_84990.1	T265_14064
OG0006335	SRDH2_98310.1	T265_04638
OG0006336	SRDH2_22230.1	T265_15021
OG0006338	SRDH2_21570.1	T265_04419
OG0006339	SRDH2_33130.1	T265_00683
OG0006340	SRDH2_43960.1	T265_08629
OG0006342	SRDH2_86810.1	T265_11168
OG0006343	SRDH2_62580.1	T265_04178
OG0006344	SRDH2_26390.1	T265_14821
OG0006346	SRDH2_92260.1	T265_13092, T265_07373
OG0006347	SRDH2_28070.1, SRDH2_28070.2	T265_15598
OG0006348	SRDH2_45620.1	T265_11593
OG0006349	SRDH2_8730.1	T265_05558
OG0006350	SRDH2_37780.1	T265_07982, T265_15938
OG0006351	SRDH2_78990.1	T265_14298, T265_14297
OG0006353	SRDH2_71610.1	T265_03964
OG0006354	SRDH2_74030.1	T265_01996
OG0006355	SRDH2_52350.1	T265_08827
OG0006356	SRDH2_81340.1	T265_01986
OG0006357	SRDH2_86140.1, SRDH2_86140.2	T265_07692
OG0006358	SRDH2_16530.5, SRDH2_16530.2, SRDH2_16530.4, SRDH2_16530.1	T265_06294
OG0006359	SRDH2_52010.1	T265_06848, T265_06849
OG0006360	SRDH2_96280.1	T265_07902
OG0006361	SRDH2_55490.1, SRDH2_55490.2	T265_11664
OG0006362	SRDH2_20360.1	T265_00886
OG0006363	SRDH2_13660.1	T265_14157
OG0006365	SRDH2_23240.1	T265_08591
OG0006366	SRDH2_53370.1	T265_00360
OG0006367	SRDH2_71510.1	T265_00428
OG0006369	SRDH2_87940.1	T265_02314, T265_16246
OG0006370	SRDH2_74450.1	T265_13377
OG0006371	SRDH2_83190.1	T265_06013
OG0006372	SRDH2_41410.1	T265_00580
OG0006373	SRDH2_80540.1, SRDH2_80540.2, SRDH2_80540.3	T265_04279
OG0006374	SRDH2_51830.1	T265_02365
OG0006375	SRDH2_21630.1	T265_00911
OG0006376	SRDH2_90270.3, SRDH2_90270.2, SRDH2_90270.1	T265_04165
OG0006377	SRDH2_63080.1	T265_11918
OG0006378	SRDH2_54730.1	T265_12748
OG0006379	SRDH2_88980.1	T265_12049
OG0006381	SRDH2_77090.1	T265_07644
OG0006383	SRDH2_83530.1	T265_07925
OG0006384	SRDH2_61150.1	T265_02045
OG0006385	SRDH2_18220.1	T265_05143
OG0006386	SRDH2_58050.1, SRDH2_58050.2, SRDH2_58050.3	T265_15437
OG0006387	SRDH2_80300.1	T265_03298
OG0006388	SRDH2_61230.1	T265_07008
OG0006389	SRDH2_87410.1	T265_02317
OG0006390	SRDH2_66250.1, SRDH2_66250.2	T265_15291
OG0006392	SRDH2_99450.1	T265_05333, T265_13754, T265_13554
OG0006394	SRDH2_48860.1	T265_15418
OG0006395	SRDH2_102610.1	T265_13542
OG0006397	SRDH2_80760.7, SRDH2_80760.8, SRDH2_80810.1	T265_03982
OG0006398	SRDH2_6080.1	T265_14053
OG0006399	SRDH2_14770.1	T265_14380
OG0006400	SRDH2_77180.1, SRDH2_77180.2	T265_02773
OG0006401	SRDH2_47920.1	T265_00344
OG0006402	SRDH2_26230.1	T265_07045
OG0006403	SRDH2_510.1, SRDH2_510.3, SRDH2_510.2	T265_10653
OG0006404	SRDH2_35600.1	T265_06868
OG0006405	SRDH2_51090.1	T265_11460
OG0006406	SRDH2_53450.1	T265_13003, T265_03998, T265_14155
OG0006407	SRDH2_19890.1	T265_01611
OG0006408	SRDH2_77930.1	T265_05827
OG0006409	SRDH2_54180.1	T265_06982
OG0006410	SRDH2_910.1	T265_15301
OG0006411	SRDH2_1950.1, SRDH2_1950.2	T265_12161, T265_15137, T265_15138
OG0006412	SRDH2_18000.1	T265_14552
OG0006413	SRDH2_93770.1	T265_07342
OG0006414	SRDH2_89120.1	T265_07452
OG0006415	SRDH2_24850.1	T265_09372
OG0006416	SRDH2_62070.1	T265_08933
OG0006418	SRDH2_9140.1	T265_03112
OG0006420	SRDH2_65350.1, SRDH2_65350.2, SRDH2_65350.3	T265_01124
OG0006421	SRDH2_5680.2, SRDH2_5680.1, SRDH2_5680.3	T265_09926
OG0006422	SRDH2_92470.1	T265_04316
OG0006423	SRDH2_84930.1	T265_09547
OG0006424	SRDH2_50960.1	T265_15186, T265_02708
OG0006425	SRDH2_80600.1	T265_11416
OG0006426	SRDH2_20830.1	T265_09277
OG0006427	SRDH2_34970.1	T265_10062
OG0006428	SRDH2_370.1	T265_11779
OG0006429	SRDH2_11330.1	T265_08172
OG0006430	SRDH2_3300.1	T265_01459, T265_08003
OG0006431	SRDH2_93960.1	T265_09599
OG0006432	SRDH2_81030.1, SRDH2_81030.2	T265_12903
OG0006433	SRDH2_43170.1	T265_04463
OG0006434	SRDH2_96540.1	T265_10421
OG0006435	SRDH2_83580.1	T265_02372
OG0006436	SRDH2_70790.1	T265_01380
OG0006437	SRDH2_94330.1	T265_03880
OG0006438	SRDH2_78610.1, SRDH2_78610.2, SRDH2_78610.4, SRDH2_78610.3	T265_02221
OG0006439	SRDH2_12580.1	T265_10437
OG0006440	SRDH2_51750.1	T265_10890
OG0006441	SRDH2_99180.1	T265_08751
OG0006442	SRDH2_32540.1, SRDH2_32540.2, SRDH2_32540.3	T265_05198
OG0006443	SRDH2_20170.1	T265_01839
OG0006444	SRDH2_93730.1, SRDH2_93730.2, SRDH2_93730.3	T265_13057
OG0006445	SRDH2_72340.1	T265_12451, T265_16053
OG0006449	SRDH2_36780.1	T265_08544
OG0006450	SRDH2_2780.1	T265_10232
OG0006451	SRDH2_74500.1	T265_15460
OG0006452	SRDH2_57930.1, SRDH2_57930.2, SRDH2_57930.3	T265_10252
OG0006453	SRDH2_70750.1	T265_01420
OG0006454	SRDH2_9980.1	T265_11534
OG0006455	SRDH2_51590.1	T265_01587
OG0006457	SRDH2_55450.1, SRDH2_55450.2	T265_00141
OG0006458	SRDH2_69650.1	T265_07613
OG0006459	SRDH2_57270.1	T265_12438
OG0006460	SRDH2_65890.1	T265_01122
OG0006461	SRDH2_88880.1	T265_14894
OG0006462	SRDH2_51480.1	T265_02678
OG0006463	SRDH2_63780.1	T265_00516
OG0006464	SRDH2_22610.1	T265_03697
OG0006466	SRDH2_90850.1	T265_11283
OG0006467	SRDH2_10900.1	T265_11575
OG0006468	SRDH2_42920.1	T265_15381
OG0006469	SRDH2_15400.1	T265_07952
OG0006470	SRDH2_60110.1	T265_03006
OG0006472	SRDH2_86050.1	T265_09548
OG0006473	SRDH2_63620.1, SRDH2_63620.2, SRDH2_63620.3	T265_00503
OG0006476	SRDH2_3250.1	T265_00225
OG0006477	SRDH2_28040.1	T265_10127
OG0006478	SRDH2_7740.1, SRDH2_7740.2	T265_15504, T265_15819
OG0006479	SRDH2_43500.1	T265_04124
OG0006480	SRDH2_22410.1, SRDH2_22410.2	T265_10500
OG0006481	SRDH2_69030.1	T265_01822
OG0006484	SRDH2_71670.1	T265_01969
OG0006485	SRDH2_4420.1	T265_08420
OG0006486	SRDH2_22400.1	T265_10504, T265_15169
OG0006487	SRDH2_75340.1	T265_01788
OG0006488	SRDH2_16750.1, SRDH2_16750.2	T265_14164
OG0006489	SRDH2_11520.1	T265_06132
OG0006490	SRDH2_8020.1, SRDH2_8020.2, SRDH2_7930.1	T265_06700
OG0006491	SRDH2_87860.1, SRDH2_87860.2	T265_02227
OG0006492	SRDH2_37030.1	T265_09429
OG0006493	SRDH2_23710.1	T265_05598
OG0006495	SRDH2_85860.1	T265_02429
OG0006496	SRDH2_45480.1	T265_10309, T265_10310
OG0006498	SRDH2_1870.1	T265_08375
OG0006499	SRDH2_5740.1, SRDH2_5740.3, SRDH2_5740.2	T265_14999
OG0006501	SRDH2_92850.1	T265_05439
OG0006502	SRDH2_71620.1	T265_04060
OG0006503	SRDH2_82440.1	T265_11418
OG0006504	SRDH2_83400.1	T265_16255
OG0006505	SRDH2_85370.3, SRDH2_85370.4, SRDH2_85370.2, SRDH2_85370.1	T265_01650
OG0006506	SRDH2_69540.1	T265_07161
OG0006509	SRDH2_97250.1	T265_06617
OG0006512	SRDH2_32190.1	T265_02956
OG0006513	SRDH2_37390.2, SRDH2_37390.1	T265_03639
OG0006514	SRDH2_84790.1	T265_07927
OG0006515	SRDH2_42910.1	T265_09667
OG0006516	SRDH2_31070.1	T265_13299
OG0006517	SRDH2_98700.1	T265_15214
OG0006543	SRDH2_85440.1	T265_02409, T265_02410
OG0006544	SRDH2_99050.1	T265_04643
OG0006545	SRDH2_73870.1	T265_12850
OG0006546	SRDH2_92460.1	T265_04315
OG0006547	SRDH2_48750.1, SRDH2_48750.2	T265_00458
OG0006548	SRDH2_96370.1	T265_08761
OG0006549	SRDH2_71100.2, SRDH2_71100.1	T265_00535
OG0006550	SRDH2_57310.1	T265_12513
OG0006552	SRDH2_15550.1	T265_15625
OG0006553	SRDH2_79250.1	T265_06339
OG0006554	SRDH2_44080.1	T265_13260
OG0006555	SRDH2_95550.1	T265_05771
OG0006556	SRDH2_54840.1, SRDH2_54840.2	T265_11960
OG0006557	SRDH2_62510.1	T265_02543
OG0006558	SRDH2_74650.1	T265_05738
OG0006560	SRDH2_27080.1	T265_01023
OG0006561	SRDH2_69090.1	T265_06796
OG0006562	SRDH2_12690.1, SRDH2_12650.1, SRDH2_12650.2	T265_14420
OG0006563	SRDH2_90110.1	T265_07306
OG0006567	SRDH2_30630.1	T265_07533
OG0006568	SRDH2_21200.1	T265_13305
OG0006569	SRDH2_29570.1	T265_09101
OG0006570	SRDH2_56660.1	T265_00046
OG0006571	SRDH2_63440.1	T265_02036
OG0006572	SRDH2_47180.1	T265_13595, T265_04767
OG0006573	SRDH2_1980.3, SRDH2_1980.2, SRDH2_1980.1	T265_10380
OG0006574	SRDH2_69630.1	T265_00628
OG0006575	SRDH2_59150.1, SRDH2_59150.2	T265_05860, T265_15914
OG0006576	SRDH2_59260.1	T265_00643
OG0006577	SRDH2_33330.2, SRDH2_33330.1, SRDH2_33330.3	T265_16165, T265_08513, T265_15866, T265_08512
OG0006578	SRDH2_48620.1, SRDH2_48620.2	T265_13404
OG0006579	SRDH2_42810.1	T265_04072
OG0006580	SRDH2_78570.1	T265_06753
OG0006581	SRDH2_27070.1	T265_01022
OG0006582	SRDH2_30980.1, SRDH2_30990.1	T265_06600
OG0006583	SRDH2_89280.1	T265_10802
OG0006584	SRDH2_2550.1	T265_06921
OG0006585	SRDH2_18540.1	T265_10220
OG0006586	SRDH2_37540.2, SRDH2_37540.1	T265_06535
OG0006588	SRDH2_13040.1	T265_04942
OG0006589	SRDH2_22860.1	T265_07243
OG0006590	SRDH2_22840.1	T265_07241
OG0006591	SRDH2_73350.1	T265_06110
OG0006592	SRDH2_87010.1	T265_09421
OG0006593	SRDH2_74950.1	T265_03292
OG0006594	SRDH2_54190.1	T265_05108
OG0006595	SRDH2_54440.1	T265_13783
OG0006596	SRDH2_80720.1	T265_14736
OG0006597	SRDH2_79560.1	T265_15644
OG0006598	SRDH2_97210.1	T265_04813
OG0006599	SRDH2_23920.1	T265_06001
OG0006601	SRDH2_54240.1	T265_05089
OG0006604	SRDH2_57410.1, SRDH2_57410.2, SRDH2_57410.3	T265_02143
OG0006606	SRDH2_72610.1	T265_10657
OG0006607	SRDH2_26690.1	T265_04245
OG0006608	SRDH2_21260.1	T265_04438
OG0006610	SRDH2_82890.1	T265_07805
OG0006611	SRDH2_96380.1	T265_13076
OG0006613	SRDH2_57560.1	T265_08081
OG0006614	SRDH2_66100.4, SRDH2_66100.2, SRDH2_66100.3, SRDH2_66100.1	T265_11437
OG0006616	SRDH2_74560.1, SRDH2_74560.2, SRDH2_74560.3, SRDH2_74560.4, SRDH2_74560.5	T265_09162
OG0006617	SRDH2_71580.1	T265_01246
OG0006618	SRDH2_37850.1	T265_07977
OG0006619	SRDH2_24550.1	T265_01062
OG0006620	SRDH2_2160.1	T265_11532
OG0006621	SRDH2_95320.1	T265_05353
OG0006622	SRDH2_16870.1	T265_07997
OG0006624	SRDH2_32250.1	T265_00402
OG0006625	SRDH2_63330.1	T265_00626
OG0006626	SRDH2_38080.1	T265_16206, T265_10359, T265_16251
OG0006627	SRDH2_58040.1	T265_15096
OG0006628	SRDH2_95400.1	T265_06512
OG0006629	SRDH2_77480.1, SRDH2_77480.2	T265_01973
OG0006630	SRDH2_83830.1	T265_02374, T265_12306, T265_02376
OG0006631	SRDH2_52320.1	T265_01364
OG0006632	SRDH2_39310.1	T265_00693
OG0006633	SRDH2_71500.1	T265_12533
OG0006634	SRDH2_41200.1	T265_09918
OG0006636	SRDH2_25220.1	T265_01102
OG0006638	SRDH2_7090.1	T265_07959, T265_12103, T265_12336
OG0006639	SRDH2_82140.1	T265_01732
OG0006640	SRDH2_9320.1	T265_02101
OG0006641	SRDH2_77810.1	T265_11815, T265_12182, T265_12254
OG0006642	SRDH2_68160.1	T265_14387
OG0006643	SRDH2_59840.1, SRDH2_59840.2	T265_01447
OG0006644	SRDH2_24980.1	T265_11470
OG0006645	SRDH2_62590.1	T265_04180
OG0006646	SRDH2_52580.1, SRDH2_52580.2	T265_14470
OG0006647	SRDH2_69930.1	T265_04949
OG0006648	SRDH2_66700.1	T265_06317
OG0006650	SRDH2_48210.1	T265_13348
OG0006651	SRDH2_14510.1, SRDH2_14510.2	T265_03076
OG0006652	SRDH2_24280.1	T265_14309
OG0006653	SRDH2_68030.1	T265_01556
OG0006654	SRDH2_69940.1	T265_06319
OG0006655	SRDH2_38260.1, SRDH2_38260.2	T265_10613
OG0006656	SRDH2_38250.1	T265_10612
OG0006657	SRDH2_25720.1	T265_01090
OG0006658	SRDH2_79280.1	T265_02204
OG0006659	SRDH2_32640.1	T265_04507
OG0006660	SRDH2_87780.1	T265_07919
OG0006661	SRDH2_73020.1	T265_06986
OG0006662	SRDH2_16520.1	T265_06293
OG0006664	SRDH2_52000.1	T265_10175
OG0006665	SRDH2_34140.1	T265_09475
OG0006666	SRDH2_1400.1	T265_05118
OG0006667	SRDH2_6970.1, SRDH2_6970.3, SRDH2_6970.2	T265_06889
OG0006668	SRDH2_24960.1	T265_08869
OG0006669	SRDH2_13670.1	T265_06871, T265_14158
OG0006670	SRDH2_74660.1	T265_01723
OG0006671	SRDH2_80910.1	T265_02176
OG0006672	SRDH2_18430.1	T265_07550
OG0006673	SRDH2_20680.1, SRDH2_20680.2	T265_14096
OG0006675	SRDH2_21960.1	T265_14098
OG0006676	SRDH2_76150.1, SRDH2_76150.2	T265_02337
OG0006678	SRDH2_47690.1	T265_02364
OG0006680	SRDH2_13870.1	T265_14576
OG0006681	SRDH2_62460.1	T265_03138
OG0006682	SRDH2_86690.1	T265_13643
OG0006685	SRDH2_35710.1	T265_01793
OG0006686	SRDH2_52710.1	T265_00388
OG0006687	SRDH2_91630.1	T265_03886
OG0006688	SRDH2_60590.1	T265_10138
OG0006689	SRDH2_63160.1, SRDH2_63160.2	T265_11462
OG0006690	SRDH2_62470.1	T265_02014
OG0006691	SRDH2_78630.1	T265_14118
OG0006692	SRDH2_4490.1	T265_09931
OG0006693	SRDH2_23930.1	T265_06000
OG0006694	SRDH2_80010.1	T265_05779
OG0006695	SRDH2_65270.1	T265_12588
OG0006696	SRDH2_89390.1	T265_00566
OG0006697	SRDH2_31050.1	T265_03625
OG0006699	SRDH2_74540.1	T265_00029
OG0006700	SRDH2_39850.1	T265_00710
OG0006701	SRDH2_50230.1	T265_09665
OG0006702	SRDH2_93860.1	T265_08330
OG0006703	SRDH2_7810.1	T265_07174
OG0006704	SRDH2_32850.1	T265_09491
OG0006705	SRDH2_58310.1	T265_00312
OG0006706	SRDH2_41170.1	T265_01507
OG0006709	SRDH2_20300.2, SRDH2_20300.1	T265_06181
OG0006710	SRDH2_85040.1	T265_04961
OG0006711	SRDH2_67150.1	T265_07615
OG0006712	SRDH2_86850.1	T265_03406
OG0006713	SRDH2_34940.1, SRDH2_34940.2	T265_14943
OG0006714	SRDH2_23550.1	T265_13836
OG0006715	SRDH2_44110.1	T265_01471, T265_00877, T265_12801, T265_11125
OG0006716	SRDH2_46130.1	T265_00372, T265_00371
OG0006717	SRDH2_93950.1	T265_09607
OG0006718	SRDH2_21840.1	T265_00853
OG0006720	SRDH2_27210.1	T265_05605
OG0006721	SRDH2_14700.1	T265_09405
