Orthogroup	schistosoma_rodhaini	opisthorchis_viverrini
OG0006724	SRDH2_3360.1, SRDH2_3360.2	T265_04424, T265_11296
OG0006725	SRDH2_63920.1	T265_08874
OG0006726	SRDH2_64340.1, SRDH2_64340.2	T265_14354
OG0006728	SRDH2_98270.1	T265_04626
OG0006729	SRDH2_98860.1	T265_04397
OG0006731	SRDH2_89970.1	T265_01865
OG0006732	SRDH2_67980.1	T265_03141
OG0006733	SRDH2_10470.1, SRDH2_10480.1	T265_00226
OG0006734	SRDH2_94830.1	T265_01901
OG0006735	SRDH2_64940.1	T265_07014
OG0006736	SRDH2_75330.1	T265_01789
OG0006737	SRDH2_2380.2, SRDH2_2380.3, SRDH2_2380.1	T265_14034
OG0006738	SRDH2_45640.1	T265_13420
OG0006739	SRDH2_21550.1	T265_00860
OG0006740	SRDH2_84540.1	T265_01698
OG0006741	SRDH2_12920.1	T265_05530
OG0006742	SRDH2_11440.1	T265_07162
OG0006743	SRDH2_50910.1, SRDH2_50910.2	T265_00014
OG0006744	SRDH2_89680.1	T265_03826
OG0006745	SRDH2_86900.1	T265_15337
OG0006746	SRDH2_81350.2, SRDH2_81350.1, SRDH2_81350.3	T265_02215
OG0006747	SRDH2_83340.1	T265_13929
OG0006749	SRDH2_37660.1	T265_08540
OG0006750	SRDH2_94760.1	T265_11230
OG0006751	SRDH2_56910.1	T265_10348
OG0006752	SRDH2_15290.1	T265_06481
OG0006753	SRDH2_70390.1	T265_13704
OG0006754	SRDH2_49990.1	T265_12082
OG0006755	SRDH2_66220.1	T265_11582
OG0006756	SRDH2_88790.1	T265_08611
OG0006758	SRDH2_65500.1	T265_08461
OG0006759	SRDH2_10920.1, SRDH2_10920.2, SRDH2_10920.3	T265_06287
OG0006760	SRDH2_65300.1, SRDH2_65300.2	T265_01137
OG0006761	SRDH2_46090.1	T265_11394
OG0006762	SRDH2_97050.1	T265_13612
OG0006763	SRDH2_18970.1	T265_15371
OG0006766	SRDH2_88930.1	T265_09201
OG0006767	SRDH2_88820.2, SRDH2_88820.3, SRDH2_88820.1	T265_07299
OG0006768	SRDH2_7980.1	T265_01568
OG0006769	SRDH2_76110.1	T265_02933
OG0006770	SRDH2_44400.4, SRDH2_44400.1, SRDH2_44400.2, SRDH2_44400.3	T265_01465
OG0006771	SRDH2_8430.1	T265_07961
OG0006772	SRDH2_66710.1	T265_12603
OG0006773	SRDH2_79300.1	T265_02202, T265_02203
OG0006774	SRDH2_19770.1	T265_11214
OG0006775	SRDH2_61010.1	T265_10444
OG0006776	SRDH2_67040.1	T265_06721
OG0006777	SRDH2_17900.2, SRDH2_17900.1	T265_04430, T265_12355
OG0006778	SRDH2_21390.1	T265_11184
OG0006779	SRDH2_50590.1	T265_11785
OG0006780	SRDH2_85540.1	T265_12841
OG0006781	SRDH2_40560.1	T265_03372
OG0006782	SRDH2_70360.1	T265_05159
OG0006783	SRDH2_17560.1	T265_10461
OG0006784	SRDH2_4040.1, SRDH2_4040.2	T265_08434
OG0006786	SRDH2_21450.1	T265_11211
OG0006787	SRDH2_35290.1	T265_08649
OG0006788	SRDH2_67580.1, SRDH2_67580.2	T265_11515
OG0006789	SRDH2_15260.1	T265_07766
OG0006790	SRDH2_96070.1, SRDH2_96070.2	T265_05218
OG0006792	SRDH2_23980.1, SRDH2_23980.2	T265_16192
OG0006793	SRDH2_15310.1	T265_14043
OG0006795	SRDH2_13170.1, SRDH2_13140.1	T265_05585
OG0006799	SRDH2_41950.1	T265_09995
OG0006800	SRDH2_22290.1, SRDH2_22290.2	T265_07249
OG0006801	SRDH2_15720.1	T265_10225
OG0006802	SRDH2_15750.1	T265_07255
OG0006803	SRDH2_78830.1	T265_07295
OG0006804	SRDH2_85620.1, SRDH2_85620.3, SRDH2_85620.4, SRDH2_85620.2	T265_15818
OG0006807	SRDH2_36340.1	T265_02809, T265_06602
OG0006808	SRDH2_27440.1, SRDH2_27430.1	T265_05692
OG0006811	SRDH2_87530.1, SRDH2_87530.2	T265_12705
OG0006816	SRDH2_92190.1	T265_01883
OG0006817	SRDH2_26640.1, SRDH2_26640.2, SRDH2_26640.3, SRDH2_26640.4, SRDH2_26640.5	T265_03708
OG0006818	SRDH2_24160.1	T265_04250
OG0006819	SRDH2_16030.1	T265_11336
OG0006820	SRDH2_77590.1	T265_11375
OG0006821	SRDH2_37910.1, SRDH2_37910.2	T265_13587
OG0006851	SRDH2_69430.1	T265_04193
OG0006853	SRDH2_16070.1	T265_05500
OG0006854	SRDH2_49650.1	T265_03608
OG0006856	SRDH2_45320.1	T265_16309
OG0006859	SRDH2_1440.1	T265_05116
OG0006860	SRDH2_16320.1	T265_11734
OG0006861	SRDH2_53010.1	T265_13231
OG0006863	SRDH2_50800.1	T265_11398
OG0006864	SRDH2_48730.1	T265_00461
OG0006865	SRDH2_25350.1	T265_11837
OG0006866	SRDH2_34880.1	T265_00716
OG0006867	SRDH2_90320.1	T265_04312
OG0006868	SRDH2_11090.1	T265_13505
OG0006870	SRDH2_29980.1	T265_01915
OG0006871	SRDH2_90200.1	T265_15166
OG0006872	SRDH2_48680.1	T265_00059
OG0006873	SRDH2_6880.1	T265_03060
OG0006874	SRDH2_17760.1	T265_06195
OG0006875	SRDH2_65980.1	T265_10107
OG0006877	SRDH2_48920.1	T265_00054
OG0006878	SRDH2_84570.1	T265_04650
OG0006879	SRDH2_60060.1	T265_10539
OG0006880	SRDH2_82960.1	T265_07814
OG0006881	SRDH2_92870.1	T265_10807
OG0006883	SRDH2_26920.1	T265_07476
OG0006884	SRDH2_73760.1	T265_10639
OG0006886	SRDH2_38130.1	T265_06262
OG0006887	SRDH2_26130.1	T265_03261
OG0006889	SRDH2_91620.1	T265_03887
OG0006890	SRDH2_94170.1	T265_07357
OG0006892	SRDH2_64990.1	T265_15484
OG0006893	SRDH2_28850.1	T265_12782
OG0006894	SRDH2_98610.1	T265_11279
OG0006895	SRDH2_35580.1	T265_06867
OG0006897	SRDH2_39730.1	T265_02572
OG0006898	SRDH2_50020.1	T265_10956
OG0006899	SRDH2_31450.1	T265_10826
OG0006900	SRDH2_97710.1	T265_11072
OG0006901	SRDH2_64950.1	T265_10142
OG0006902	SRDH2_240.1	T265_07704
OG0006903	SRDH2_12480.1, SRDH2_100300.1	T265_02091
OG0006904	SRDH2_52820.1	T265_00478
OG0006905	SRDH2_99470.3	T265_05648
OG0006906	SRDH2_57720.1	T265_06776
OG0006907	SRDH2_56040.1	T265_05472
OG0006908	SRDH2_45580.1	T265_15471
OG0006909	SRDH2_9400.1	T265_13530
OG0006911	SRDH2_53150.1	T265_01351
OG0006912	SRDH2_101850.1	T265_03021
OG0006913	SRDH2_19370.1, SRDH2_19370.2, SRDH2_19370.3	T265_13251
OG0006914	SRDH2_52630.1	T265_07635
OG0006915	SRDH2_36440.1	T265_06054
OG0006916	SRDH2_96240.1	T265_11420
OG0006917	SRDH2_3450.1	T265_00954
OG0006918	SRDH2_36360.1, SRDH2_102140.1	T265_02805
OG0006920	SRDH2_27100.1	T265_04233
OG0006921	SRDH2_62900.2, SRDH2_62900.1	T265_01451
OG0006922	SRDH2_14720.1	T265_11866
OG0006923	SRDH2_101300.1, SRDH2_101310.1	T265_10133
OG0006924	SRDH2_81400.1	T265_01985
OG0006925	SRDH2_51360.1	T265_09437
OG0006927	SRDH2_53110.1	T265_02694
OG0006928	SRDH2_16440.1	T265_09545
OG0006929	SRDH2_84770.1	T265_02238, T265_02239
OG0006930	SRDH2_4770.3, SRDH2_4770.2, SRDH2_4770.1	T265_09001
OG0006931	SRDH2_10630.1	T265_14441
OG0006932	SRDH2_13450.1, SRDH2_13450.2	T265_11936
OG0006933	SRDH2_53420.1	T265_00358
OG0006934	SRDH2_42660.1	T265_08104
OG0006935	SRDH2_74590.2, SRDH2_74590.1	T265_12752
OG0006936	SRDH2_38050.1	T265_09992
OG0006937	SRDH2_55850.1	T265_02852
OG0006938	SRDH2_92550.1	T265_02641
OG0006939	SRDH2_42410.1	T265_04096
OG0006940	SRDH2_13400.1	T265_09062
OG0006941	SRDH2_19360.2, SRDH2_19360.1, SRDH2_19360.3	T265_14242
OG0006942	SRDH2_17850.1	T265_04946
OG0006943	SRDH2_85720.1	T265_10286
OG0006944	SRDH2_73560.3, SRDH2_73560.1, SRDH2_73560.2	T265_14972
OG0006946	SRDH2_14180.2, SRDH2_14180.1, SRDH2_14180.3	T265_08530
OG0006947	SRDH2_85290.1, SRDH2_85260.1	T265_01672
OG0006948	SRDH2_32140.1, SRDH2_32140.2	T265_13602
OG0006949	SRDH2_72700.1	T265_06120
OG0006950	SRDH2_77350.1	T265_14502
OG0006951	SRDH2_21230.1	T265_05506
OG0006952	SRDH2_28060.1	T265_15597
OG0006953	SRDH2_60740.1	T265_12564
OG0006954	SRDH2_53540.1, SRDH2_53540.2	T265_12955
OG0006957	SRDH2_74360.1	T265_10694
OG0006958	SRDH2_71070.1	T265_02049
OG0006959	SRDH2_89270.1	T265_10804
OG0006960	SRDH2_32470.1, SRDH2_32490.1, SRDH2_32490.2	T265_02982
OG0006962	SRDH2_54920.1	T265_05932
OG0006963	SRDH2_49680.1	T265_14844
OG0006964	SRDH2_63770.1	T265_08937
OG0006965	SRDH2_33030.1	T265_08989
OG0006966	SRDH2_63140.1	T265_02533
OG0006967	SRDH2_91600.1	T265_04778
OG0006968	SRDH2_31740.1	T265_04728
OG0006969	SRDH2_74420.1	T265_12516
OG0006970	SRDH2_74410.1	T265_00339
OG0006971	SRDH2_82420.1	T265_06978
OG0006972	SRDH2_62650.1	T265_02545
OG0006973	SRDH2_1040.1, SRDH2_4090.1	T265_06414, T265_11937
OG0006974	SRDH2_83270.2, SRDH2_83270.1	T265_06012
OG0006975	SRDH2_21970.1	T265_06684
OG0006976	SRDH2_70370.1	T265_13703
OG0006977	SRDH2_34550.1	T265_06254
OG0006978	SRDH2_23780.1	T265_06003
OG0006979	SRDH2_69710.1	T265_15110
OG0006982	SRDH2_57670.1	T265_00137
OG0006983	SRDH2_16200.1	T265_07247
OG0006984	SRDH2_52500.1	T265_00095
OG0006985	SRDH2_41140.1	T265_04089
OG0006986	SRDH2_3470.1	T265_06305
OG0006987	SRDH2_79410.1	T265_01944
OG0006988	SRDH2_79420.1	T265_01942
OG0006989	SRDH2_75560.1	T265_08221
OG0006990	SRDH2_2050.1	T265_01798
OG0006991	SRDH2_83170.1	T265_13293
OG0006992	SRDH2_22110.1	T265_03445
OG0006993	SRDH2_17590.1	T265_14598
OG0006994	SRDH2_5130.1	T265_14027
OG0006996	SRDH2_300.1	T265_07838
OG0006997	SRDH2_89010.1, SRDH2_89010.2	T265_03784
OG0006998	SRDH2_77920.1	T265_05829
OG0006999	SRDH2_46900.1	T265_00467
OG0007000	SRDH2_85300.1	T265_09618
OG0007002	SRDH2_98080.1	T265_13608
OG0007003	SRDH2_6890.1	T265_09312
OG0007005	SRDH2_46890.2, SRDH2_46890.1	T265_12553
OG0007006	SRDH2_96270.1	T265_14425
OG0007009	SRDH2_93940.1	T265_09606
OG0007010	SRDH2_23020.1, SRDH2_23020.2	T265_14018
OG0007011	SRDH2_50950.1	T265_02707
OG0007012	SRDH2_48660.1	T265_13116
OG0007014	SRDH2_13830.1	T265_01589
OG0007015	SRDH2_81620.1	T265_01736
OG0007017	SRDH2_51500.1	T265_11541
OG0007020	SRDH2_57960.1	T265_12742
OG0007021	SRDH2_49250.1	T265_07285
OG0007022	SRDH2_62800.1	T265_10105
OG0007024	SRDH2_85430.1	T265_15203
OG0007025	SRDH2_93890.1	T265_07349
OG0007027	SRDH2_1240.1	T265_09943
OG0007029	SRDH2_19460.1	T265_03667
OG0007030	SRDH2_74730.1	T265_07191, T265_07190
OG0007031	SRDH2_31830.1	T265_11841
OG0007032	SRDH2_81140.1	T265_07667
OG0007033	SRDH2_81150.1	T265_07666
OG0007035	SRDH2_72330.1	T265_12452
OG0007036	SRDH2_84680.1	T265_11173
OG0007037	SRDH2_61490.1	T265_03926
OG0007038	SRDH2_31760.1	T265_01371
OG0007039	SRDH2_53810.1	T265_03610
OG0007040	SRDH2_73070.1, SRDH2_73070.2	T265_04058
OG0007041	SRDH2_30110.1	T265_06247
OG0007042	SRDH2_27990.1	T265_03246
OG0007043	SRDH2_88990.1	T265_09179
OG0007044	SRDH2_13960.1	T265_10044
OG0007046	SRDH2_85560.1	T265_14520
OG0007047	SRDH2_59160.1	T265_05862
OG0007049	SRDH2_38910.1	T265_05109, T265_05744
OG0007050	SRDH2_10940.1	T265_06288
OG0007051	SRDH2_12410.1	T265_07764
OG0007052	SRDH2_6600.1, SRDH2_6600.2	T265_04388
OG0007053	SRDH2_33670.1	T265_08719
OG0007054	SRDH2_90000.1	T265_07732
OG0007055	SRDH2_74820.1	T265_09154
OG0007056	SRDH2_23890.1, SRDH2_23890.2	T265_05999
OG0007057	SRDH2_66420.1	T265_03345
OG0007058	SRDH2_2110.1	T265_13018
OG0007059	SRDH2_46100.1	T265_00376
OG0007062	SRDH2_23840.1	T265_01080
OG0007064	SRDH2_88970.1	T265_05766
OG0007065	SRDH2_102190.1, SRDH2_4950.1	T265_00953
OG0007066	SRDH2_40100.1	T265_08571
OG0007067	SRDH2_85750.1	T265_06544
OG0007068	SRDH2_80290.1	T265_11246
OG0007069	SRDH2_33380.1	T265_00550, T265_00551
OG0007070	SRDH2_53480.1	T265_12510
OG0007072	SRDH2_33050.1	T265_04896
OG0007073	SRDH2_71810.1	T265_00813
OG0007074	SRDH2_77570.1	T265_15487
OG0007075	SRDH2_19240.1	T265_07989
OG0007076	SRDH2_36520.1	T265_15038
OG0007077	SRDH2_65760.1	T265_00533
OG0007078	SRDH2_52120.2, SRDH2_52120.1	T265_08600
OG0007079	SRDH2_23460.1	T265_03240
OG0007080	SRDH2_18650.1	T265_10816
OG0007081	SRDH2_53680.1	T265_14231
OG0007082	SRDH2_89730.1	T265_04328
OG0007083	SRDH2_80420.1	T265_10687
OG0007085	SRDH2_39020.1	T265_04904
OG0007087	SRDH2_69760.1	T265_07785
OG0007090	SRDH2_17510.1, SRDH2_17510.2, SRDH2_17510.3	T265_06364
OG0007092	SRDH2_16580.1	T265_14165
OG0007094	SRDH2_47100.1	T265_12970
OG0007095	SRDH2_22370.1, SRDH2_22370.2	T265_10901
OG0007097	SRDH2_55750.1	T265_02682
OG0007098	SRDH2_78440.1	T265_03980
OG0007099	SRDH2_86940.1	T265_11083
OG0007101	SRDH2_32590.1	T265_04498
OG0007103	SRDH2_64170.1	T265_00543
OG0007104	SRDH2_69370.1	T265_11729
OG0007105	SRDH2_67970.1	T265_03136
OG0007106	SRDH2_74300.1	T265_11550
OG0007107	SRDH2_71120.1	T265_08878
OG0007112	SRDH2_87480.1	T265_01844
OG0007113	SRDH2_99140.1	T265_04604
OG0007114	SRDH2_90680.1	T265_04757
OG0007115	SRDH2_58110.1, SRDH2_58110.2	T265_07425
OG0007116	SRDH2_61750.1	T265_08883
OG0007117	SRDH2_22600.1, SRDH2_22600.2	T265_10162
OG0007118	SRDH2_97480.1, SRDH2_97480.2	T265_13074
OG0007149	SRDH2_57760.1	T265_05281
OG0007150	SRDH2_14350.1	T265_04577
OG0007151	SRDH2_73780.1, SRDH2_73780.2	T265_13997
OG0007153	SRDH2_19410.2, SRDH2_19410.1	T265_02261
OG0007155	SRDH2_58730.1	T265_06709
OG0007156	SRDH2_38400.1	T265_08863
OG0007157	SRDH2_75630.1	T265_00824
OG0007158	SRDH2_92410.1	T265_05761
OG0007160	SRDH2_34980.1	T265_13481
OG0007161	SRDH2_82520.1	T265_09832
OG0007162	SRDH2_18760.1, SRDH2_18760.2	T265_14557
OG0007163	SRDH2_23810.1, SRDH2_23810.2	T265_05022
OG0007164	SRDH2_76760.1	T265_05725
OG0007165	SRDH2_37260.1, SRDH2_37260.2	T265_12888
OG0007166	SRDH2_95540.1	T265_05773
OG0007167	SRDH2_39140.1	T265_04152
OG0007168	SRDH2_60850.1	T265_15062
OG0007171	SRDH2_55400.1	T265_12441
OG0007172	SRDH2_29040.1	T265_15713
OG0007173	SRDH2_9080.1	T265_03123
OG0007174	SRDH2_53730.1	T265_03572
OG0007176	SRDH2_88190.1	T265_09466
OG0007177	SRDH2_43210.1	T265_08068
OG0007178	SRDH2_62370.1	T265_00637
OG0007179	SRDH2_24330.1	T265_14173
OG0007180	SRDH2_1200.1	T265_10346
OG0007181	SRDH2_92710.1	T265_13478
OG0007182	SRDH2_15460.1, SRDH2_15460.2	T265_04384
OG0007184	SRDH2_93360.1	T265_05750
OG0007186	SRDH2_76750.1	T265_05727
OG0007187	SRDH2_82330.1	T265_09224
OG0007188	SRDH2_70010.1	T265_04191
OG0007189	SRDH2_67650.1	T265_01579
OG0007191	SRDH2_84710.1	T265_04664
OG0007193	SRDH2_55270.1	T265_01765, T265_12272
OG0007194	SRDH2_6930.1	T265_09310
OG0007195	SRDH2_89420.1	T265_05776
OG0007196	SRDH2_12400.1	T265_00986
OG0007197	SRDH2_92800.1	T265_14654
OG0007198	SRDH2_30500.1	T265_14536
OG0007199	SRDH2_24340.1	T265_05694
OG0007200	SRDH2_8870.1	T265_01598
OG0007201	SRDH2_93230.1	T265_09750
OG0007202	SRDH2_75080.1	T265_05903
OG0007203	SRDH2_3310.1	T265_08004
OG0007205	SRDH2_95040.1	T265_00395
OG0007206	SRDH2_74960.1	T265_13211
OG0007207	SRDH2_49760.1	T265_00381
OG0007208	SRDH2_80480.1	T265_02790
OG0007209	SRDH2_98140.1	T265_16207
OG0007210	SRDH2_93560.1	T265_12116
OG0007212	SRDH2_69070.1	T265_05154
OG0007213	SRDH2_69060.1	T265_13697
OG0007214	SRDH2_81070.1	T265_15405
OG0007215	SRDH2_14130.1	T265_12481
OG0007217	SRDH2_43600.1	T265_10000
OG0007218	SRDH2_47890.1	T265_00164
OG0007220	SRDH2_33150.1	T265_08851
OG0007222	SRDH2_8720.1	T265_05562
OG0007223	SRDH2_62190.1	T265_01427
OG0007226	SRDH2_44250.1, SRDH2_44250.2	T265_13579
OG0007228	SRDH2_81970.1	T265_00447
OG0007229	SRDH2_77060.1	T265_08479
OG0007230	SRDH2_10540.1	T265_03041
OG0007232	SRDH2_13840.1	T265_15847, T265_15567
OG0007233	SRDH2_99130.1	T265_04602
OG0007234	SRDH2_61810.1	T265_11482
OG0007237	SRDH2_78120.1	T265_14971
OG0007238	SRDH2_27550.1, SRDH2_27550.2	T265_10292
OG0007239	SRDH2_79850.1	T265_05908
OG0007240	SRDH2_71490.1	T265_00429
OG0007242	SRDH2_43520.1	T265_01487
OG0007244	SRDH2_72810.1	T265_14474
OG0007245	SRDH2_53160.1	T265_01358
OG0007246	SRDH2_49300.1	T265_16196
OG0007247	SRDH2_54090.1	T265_04294
OG0007248	SRDH2_25980.1	T265_05026
OG0007251	SRDH2_34450.1	T265_11004
OG0007254	SRDH2_79290.1, SRDH2_79290.2, SRDH2_79290.3	T265_12952
OG0007255	SRDH2_73950.1	T265_13345
OG0007256	SRDH2_65320.1	T265_05855, T265_12346
OG0007257	SRDH2_55470.1	T265_15493
OG0007259	SRDH2_13760.3, SRDH2_13760.2	T265_09412
OG0007260	SRDH2_79610.1	T265_04860
OG0007263	SRDH2_8930.1	T265_11430
OG0007264	SRDH2_14240.1	T265_04941
OG0007265	SRDH2_26530.1, SRDH2_26530.2	T265_05604
OG0007268	SRDH2_43970.1	T265_14215
OG0007269	SRDH2_20930.1	T265_05536
OG0007270	SRDH2_84080.1	T265_11298
OG0007271	SRDH2_8560.1	T265_00237
OG0007272	SRDH2_4590.1	T265_08519
OG0007273	SRDH2_4880.1	T265_15362
OG0007274	SRDH2_55250.2, SRDH2_55250.3, SRDH2_55250.1	T265_01767
OG0007275	SRDH2_30570.1	T265_04518
OG0007277	SRDH2_48300.1	T265_13133
OG0007278	SRDH2_43160.1	T265_13676
OG0007280	SRDH2_80330.1	T265_02788
OG0007281	SRDH2_78840.1	T265_01963
OG0007282	SRDH2_65730.1, SRDH2_65730.2	T265_09878
OG0007283	SRDH2_49720.1	T265_13103
OG0007284	SRDH2_15500.1	T265_09365
OG0007285	SRDH2_41180.1	T265_01509
OG0007286	SRDH2_57350.1	T265_13951
OG0007287	SRDH2_61920.1	T265_07184
OG0007288	SRDH2_81020.1	T265_12855
OG0007290	SRDH2_33360.1	T265_11607
OG0007291	SRDH2_52620.1	T265_13686
OG0007292	SRDH2_49480.1	T265_00119
OG0007294	SRDH2_71860.1, SRDH2_71860.2	T265_00456
OG0007295	SRDH2_810.1	T265_13500
OG0007296	SRDH2_63930.1	T265_08875
OG0007297	SRDH2_90070.1	T265_16010, T265_13435
OG0007299	SRDH2_80820.1, SRDH2_80820.2	T265_03981
OG0007300	SRDH2_25630.1	T265_01038
OG0007302	SRDH2_86150.1	T265_06965
OG0007303	SRDH2_85700.1	T265_07698
OG0007306	SRDH2_74670.1	T265_01724
OG0007307	SRDH2_50640.1	T265_08816
OG0007308	SRDH2_82200.1, SRDH2_82200.2	T265_06111
OG0007309	SRDH2_61100.1, SRDH2_61100.2	T265_03150
OG0007310	SRDH2_52460.1, SRDH2_52460.2	T265_02132
OG0007311	SRDH2_1660.1	T265_14148
OG0007312	SRDH2_9300.1, SRDH2_9300.2	T265_09680
OG0007313	SRDH2_80430.1	T265_10686
OG0007314	SRDH2_47510.1	T265_02895
OG0007316	SRDH2_36120.1	T265_07031
OG0007317	SRDH2_35540.1	T265_14512
OG0007319	SRDH2_48100.1	T265_03866
OG0007320	SRDH2_40110.1	T265_10123
OG0007321	SRDH2_7800.1, SRDH2_7800.2	T265_04596
OG0007322	SRDH2_68130.1	T265_00608
OG0007323	SRDH2_72590.1	T265_07850
OG0007326	SRDH2_72820.1	T265_06757
OG0007327	SRDH2_10460.1	T265_03124
OG0007329	SRDH2_19440.1	T265_09888
OG0007330	SRDH2_60640.1, SRDH2_60630.1	T265_06718
OG0007331	SRDH2_57920.1	T265_05298
OG0007332	SRDH2_32930.1	T265_15382
OG0007334	SRDH2_94550.1	T265_09596
OG0007335	SRDH2_10030.1	T265_04559
OG0007336	SRDH2_38630.1	T265_15467
OG0007338	SRDH2_69020.1	T265_01823
OG0007339	SRDH2_52390.1	T265_00352, T265_12095
OG0007340	SRDH2_20130.1	T265_11151
OG0007341	SRDH2_7730.1	T265_09233
OG0007343	SRDH2_51850.1, SRDH2_51870.1	T265_07218
OG0007345	SRDH2_79070.1	T265_09850
OG0007346	SRDH2_96120.1	T265_07084
OG0007347	SRDH2_18450.1	T265_05564, T265_10483
OG0007348	SRDH2_340.1	T265_08944
OG0007349	SRDH2_1310.1	T265_13121
OG0007350	SRDH2_49340.1	T265_11979
OG0007351	SRDH2_13680.1	T265_07712
OG0007352	SRDH2_56880.1	T265_10585, T265_15401
OG0007355	SRDH2_6960.1	T265_06884, T265_06886
OG0007356	SRDH2_17710.1	T265_10835
OG0007357	SRDH2_2860.1, SRDH2_2880.1	T265_09934
OG0007358	SRDH2_8040.1	T265_00267
OG0007359	SRDH2_89040.1	T265_09178
OG0007361	SRDH2_48060.1	T265_03303
OG0007362	SRDH2_48150.1	T265_03860
OG0007363	SRDH2_80900.1	T265_12941, T265_16048
OG0007364	SRDH2_37760.1	T265_07980
OG0007365	SRDH2_60020.1, SRDH2_60020.2	T265_14505
OG0007366	SRDH2_64570.1	T265_09286
OG0007367	SRDH2_62770.1	T265_08787
OG0007369	SRDH2_97120.1	T265_02066
OG0007370	SRDH2_72870.1	T265_04282
OG0007371	SRDH2_96560.1	T265_05219
OG0007372	SRDH2_3840.1	T265_07265
OG0007373	SRDH2_86520.1	T265_09553
OG0007374	SRDH2_92330.1	T265_14368
OG0007413	SRDH2_57220.1	T265_03512
OG0007414	SRDH2_12960.1	T265_05549
OG0007416	SRDH2_56160.1	T265_00058
OG0007418	SRDH2_79120.1	T265_05716
OG0007420	SRDH2_19520.1	T265_05540
OG0007421	SRDH2_96910.1	T265_04842
OG0007423	SRDH2_18300.1	T265_01439
OG0007424	SRDH2_42740.1	T265_01527
OG0007425	SRDH2_47270.1	T265_09438
OG0007427	SRDH2_92720.1	T265_03793
OG0007428	SRDH2_19920.1	T265_01609
OG0007429	SRDH2_23250.1	T265_08593
OG0007430	SRDH2_48130.1	T265_00022
OG0007432	SRDH2_49100.1	T265_08085
OG0007433	SRDH2_67660.1	T265_01578
OG0007434	SRDH2_67640.1	T265_01580
OG0007435	SRDH2_67470.1	T265_03935
OG0007436	SRDH2_41750.1	T265_03494
OG0007439	SRDH2_18020.1	T265_13153
OG0007440	SRDH2_83410.1	T265_01686
OG0007442	SRDH2_31010.1	T265_03000
OG0007443	SRDH2_11130.1	T265_04542
OG0007445	SRDH2_32720.1	T265_07623
OG0007446	SRDH2_14750.1	T265_07779
OG0007447	SRDH2_35780.1	T265_07752
OG0007450	SRDH2_69320.1	T265_09328
OG0007451	SRDH2_920.1	T265_07759
OG0007452	SRDH2_35980.1	T265_05008
OG0007453	SRDH2_79380.1	T265_09967
OG0007454	SRDH2_34510.1	T265_04491
OG0007455	SRDH2_69000.1	T265_12299, T265_15198
OG0007456	SRDH2_8290.1	T265_00263
OG0007458	SRDH2_33140.1	T265_08853
OG0007459	SRDH2_13780.1	T265_08427
OG0007460	SRDH2_52800.1	T265_15360
OG0007461	SRDH2_79540.1	T265_00148
OG0007464	SRDH2_42550.1	T265_11096
OG0007465	SRDH2_97630.1	T265_10781
OG0007466	SRDH2_30940.1	T265_10696
OG0007467	SRDH2_57240.1	T265_00304
OG0007468	SRDH2_80100.1	T265_00005
OG0007470	SRDH2_79450.1	T265_02162
OG0007471	SRDH2_51460.1	T265_02690
OG0007472	SRDH2_38950.1	T265_11478
OG0007473	SRDH2_28580.1	T265_12709
OG0007475	SRDH2_35800.1	T265_10548
OG0007476	SRDH2_74600.1	T265_01254
OG0007477	SRDH2_50560.1	T265_00147
OG0007478	SRDH2_32860.1	T265_13970, T265_08860
OG0007479	SRDH2_16700.1	T265_13973
OG0007480	SRDH2_93670.1	T265_08020
OG0007481	SRDH2_63660.1, SRDH2_63660.2	T265_12736
OG0007482	SRDH2_47030.1	T265_00568
OG0007483	SRDH2_44610.1	T265_08518
OG0007484	SRDH2_70830.1	T265_06734
OG0007487	SRDH2_72540.1	T265_03952
OG0007488	SRDH2_49290.1	T265_13843
OG0007489	SRDH2_56900.1	T265_08616
OG0007490	SRDH2_90250.1	T265_09752
OG0007492	SRDH2_86680.1	T265_04963
OG0007493	SRDH2_28970.1	T265_13480
OG0007494	SRDH2_20030.1	T265_06958
OG0007495	SRDH2_77640.1	T265_01741
OG0007496	SRDH2_66900.1	T265_05621
OG0007497	SRDH2_57160.1	T265_04864
OG0007499	SRDH2_54170.2, SRDH2_54170.1	T265_01988
OG0007500	SRDH2_32220.1	T265_01913
OG0007501	SRDH2_47400.1	T265_09168
OG0007502	SRDH2_23140.1	T265_09278
OG0007503	SRDH2_50040.1	T265_04881
OG0007506	SRDH2_99100.1	T265_09697
OG0007507	SRDH2_60490.1	T265_15566
OG0007508	SRDH2_81210.1	T265_13346
OG0007509	SRDH2_720.1	T265_06813
OG0007510	SRDH2_64750.1	T265_03155
OG0007512	SRDH2_46780.1	T265_02136
OG0007513	SRDH2_30590.1	T265_04520
OG0007515	SRDH2_89030.1	T265_05759
OG0007516	SRDH2_45820.1	T265_14930
OG0007517	SRDH2_27530.1	T265_10294
OG0007518	SRDH2_44480.1	T265_11838
OG0007520	SRDH2_28550.1	T265_13770
OG0007521	SRDH2_27540.1	T265_01068
OG0007523	SRDH2_14560.1	T265_15276
OG0007524	SRDH2_76690.1	T265_02665
OG0007525	SRDH2_82290.1	T265_07486
OG0007526	SRDH2_25660.1	T265_01041
OG0007527	SRDH2_73800.1	T265_05464
OG0007528	SRDH2_29250.1	T265_04494
