Orthogroup	schistosoma_spindale	fasciola_gigantica
OG0000184	SSPN1_48250.1	FGIG_03730
OG0000185	SSPN1_38130.1	FGIG_07908
OG0000186	SSPN1_69400.5, SSPN1_69400.3, SSPN1_69400.4, SSPN1_69400.8, SSPN1_69400.1, SSPN1_69400.2, SSPN1_69400.7, SSPN1_69400.9, SSPN1_69400.6	FGIG_00796
OG0000187	SSPN1_50640.2, SSPN1_50640.5, SSPN1_50640.1, SSPN1_50640.7, SSPN1_50640.6, SSPN1_50640.3, SSPN1_50640.9, SSPN1_50640.8, SSPN1_50640.4, SSPN1_50640.10, SSPN1_50640.11, SSPN1_50640.12	FGIG_10561, FGIG_02152
OG0000188	SSPN1_39090.1	FGIG_03282
OG0000189	SSPN1_6650.4, SSPN1_6650.9, SSPN1_6650.11, SSPN1_6650.6, SSPN1_6650.3, SSPN1_6650.5, SSPN1_6650.8, SSPN1_6650.2, SSPN1_6650.10, SSPN1_6650.7, SSPN1_6650.1	FGIG_03464
OG0000190	SSPN1_50040.4, SSPN1_50040.5, SSPN1_50040.7, SSPN1_50040.1, SSPN1_50040.2, SSPN1_50040.3, SSPN1_50040.6	FGIG_04440
OG0000191	SSPN1_32810.1, SSPN1_33070.4, SSPN1_33070.3, SSPN1_33070.1, SSPN1_33070.2, SSPN1_32980.1, SSPN1_33030.1, SSPN1_33060.1	FGIG_06431, FGIG_10462, FGIG_10464, FGIG_11528, FGIG_10245
OG0000192	SSPN1_61130.7, SSPN1_61130.2, SSPN1_61130.5, SSPN1_61130.1, SSPN1_61130.6, SSPN1_61130.9, SSPN1_61130.10, SSPN1_61130.8, SSPN1_61130.3, SSPN1_61130.4	FGIG_06841, FGIG_06840
OG0000194	SSPN1_72050.5, SSPN1_72050.1, SSPN1_72050.8, SSPN1_72050.3, SSPN1_72050.4, SSPN1_72050.2, SSPN1_72050.9, SSPN1_72050.6, SSPN1_72050.7	FGIG_07707
OG0000195	SSPN1_47070.6, SSPN1_47070.2, SSPN1_47070.3, SSPN1_47070.5, SSPN1_47070.9, SSPN1_47070.1, SSPN1_47070.4, SSPN1_47070.8, SSPN1_47070.7	FGIG_08368
OG0000196	SSPN1_86920.1	FGIG_11982, FGIG_03269
OG0000196	SSPN1_18380.1	FGIG_11890
OG0000198	SSPN1_15950.1, SSPN1_15950.2, SSPN1_15920.3, SSPN1_15920.4, SSPN1_15950.3, SSPN1_15950.4, SSPN1_15920.5, SSPN1_15950.5, SSPN1_15920.1, SSPN1_15920.2	FGIG_06396
OG0000199	SSPN1_38700.1	FGIG_03163
OG0000201	SSPN1_39240.1	FGIG_05120
OG0000202	SSPN1_48410.1, SSPN1_48410.2, SSPN1_48410.3	FGIG_07192
OG0000203	SSPN1_79110.1	FGIG_08149
OG0000205	SSPN1_11530.1, SSPN1_11530.7, SSPN1_11530.4, SSPN1_11530.10, SSPN1_11530.11, SSPN1_11530.12, SSPN1_11530.2, SSPN1_11530.3, SSPN1_11530.5, SSPN1_11530.6, SSPN1_11530.8, SSPN1_11530.9	FGIG_02525
OG0000206	SSPN1_36190.5, SSPN1_36190.1, SSPN1_36190.3, SSPN1_36190.6, SSPN1_36190.7, SSPN1_36190.9, SSPN1_36190.2, SSPN1_36190.4, SSPN1_36190.8	FGIG_03933
OG0000207	SSPN1_35290.1, SSPN1_35250.1, SSPN1_35270.1, SSPN1_35240.1, SSPN1_35260.1, SSPN1_35280.1	FGIG_05628, FGIG_09531, FGIG_04435, FGIG_12425, FGIG_10073
OG0000208	SSPN1_69990.22, SSPN1_69990.7, SSPN1_69990.1, SSPN1_69990.6, SSPN1_69990.2, SSPN1_69990.8, SSPN1_69990.20, SSPN1_69990.21, SSPN1_69990.10, SSPN1_69990.11, SSPN1_69990.12, SSPN1_69990.13, SSPN1_69990.14, SSPN1_69990.15, SSPN1_69990.16, SSPN1_69990.17, SSPN1_69990.18, SSPN1_69990.19, SSPN1_69990.3, SSPN1_69990.4, SSPN1_69990.5, SSPN1_69990.9	FGIG_04764
OG0000209	SSPN1_8780.2, SSPN1_8780.3, SSPN1_8780.4, SSPN1_8780.1, SSPN1_8780.5, SSPN1_8780.6, SSPN1_8780.7, SSPN1_8780.8	FGIG_06233
OG0000210	SSPN1_82100.2, SSPN1_82100.1, SSPN1_82100.3, SSPN1_82100.4	FGIG_06835, FGIG_08667
OG0000211	SSPN1_6930.4, SSPN1_6930.2, SSPN1_6930.5, SSPN1_6930.6, SSPN1_6930.3, SSPN1_6930.1, SSPN1_6930.7, SSPN1_6930.8	FGIG_06875
OG0000212	SSPN1_24360.1, SSPN1_24360.2	FGIG_07429, FGIG_07428
OG0000213	SSPN1_14950.1	FGIG_08575
OG0000214	SSPN1_4560.1, SSPN1_4560.2, SSPN1_4560.3, SSPN1_4560.4	FGIG_09344
OG0000217	SSPN1_38480.1, SSPN1_38480.2, SSPN1_38480.3	FGIG_02317, FGIG_02318
OG0000218	SSPN1_14020.2, SSPN1_14020.1, SSPN1_14020.3, SSPN1_14020.4	FGIG_03038, FGIG_12388, FGIG_12233, FGIG_03037, FGIG_08630
OG0000219	SSPN1_63930.4, SSPN1_63930.5, SSPN1_63930.6, SSPN1_63930.1, SSPN1_63930.3, SSPN1_63930.2	FGIG_07378
OG0000220	SSPN1_71230.2, SSPN1_71230.1, SSPN1_71230.4, SSPN1_71230.3	FGIG_07549
OG0000221	SSPN1_20480.1	FGIG_04956, FGIG_04954, FGIG_08084
OG0000221	SSPN1_2420.2, SSPN1_2420.5, SSPN1_2420.1, SSPN1_2420.3, SSPN1_2420.4	FGIG_02269
OG0000222	SSPN1_73520.3, SSPN1_73520.7, SSPN1_73520.2, SSPN1_73520.1, SSPN1_73520.5, SSPN1_73520.4, SSPN1_73520.6	FGIG_00564
OG0000223	SSPN1_20280.4, SSPN1_20280.5, SSPN1_20280.6, SSPN1_20280.7, SSPN1_20280.1, SSPN1_20280.2, SSPN1_20280.3	FGIG_00853
OG0000224	SSPN1_5960.1	FGIG_01377, FGIG_01378
OG0000225	SSPN1_2950.4, SSPN1_2950.1, SSPN1_2950.2, SSPN1_2950.3	FGIG_02370, FGIG_02369
OG0000226	SSPN1_35710.1	FGIG_02439, FGIG_12357
OG0000227	SSPN1_66460.7, SSPN1_66460.4, SSPN1_66460.6, SSPN1_66460.1, SSPN1_66460.2, SSPN1_66460.3, SSPN1_66460.5, SSPN1_66460.8	FGIG_04507, FGIG_04506
OG0000228	SSPN1_40820.1, SSPN1_40820.5, SSPN1_40820.2, SSPN1_40820.3, SSPN1_40820.4	FGIG_04992
OG0000229	SSPN1_57050.1	FGIG_10264, FGIG_05406, FGIG_12189
OG0000230	SSPN1_60900.2, SSPN1_60900.1, SSPN1_60900.10, SSPN1_60900.11, SSPN1_60900.13, SSPN1_60900.14, SSPN1_60900.15, SSPN1_60900.16, SSPN1_60900.3, SSPN1_60900.4, SSPN1_60900.7, SSPN1_60900.8, SSPN1_60900.9, SSPN1_60900.17, SSPN1_60900.12, SSPN1_60900.5, SSPN1_60900.6	FGIG_06761, FGIG_06762
OG0000234	SSPN1_32640.4, SSPN1_32640.3, SSPN1_32640.5, SSPN1_32640.6, SSPN1_32640.2, SSPN1_32640.9, SSPN1_32640.7, SSPN1_32640.8, SSPN1_32640.1	FGIG_01289
OG0000235	SSPN1_3750.1, SSPN1_3760.1, SSPN1_3760.2	FGIG_07942, FGIG_02783, FGIG_02784
OG0000236	SSPN1_52580.1	FGIG_05608
OG0000237	SSPN1_50460.1, SSPN1_50460.2, SSPN1_50460.3, SSPN1_50460.4, SSPN1_50460.5	FGIG_06420
OG0000238	SSPN1_33340.1	FGIG_07333
OG0000239	SSPN1_26240.8, SSPN1_26240.5, SSPN1_26240.6, SSPN1_26240.9, SSPN1_26240.11, SSPN1_26240.7, SSPN1_26240.4, SSPN1_26240.3, SSPN1_26240.1, SSPN1_26240.10, SSPN1_26240.2, SSPN1_82270.1	FGIG_07503, FGIG_08719
OG0000240	SSPN1_28350.2, SSPN1_28350.3, SSPN1_28350.1	FGIG_10740, FGIG_10875
OG0000241	SSPN1_7140.1, SSPN1_7140.2, SSPN1_7140.3, SSPN1_7140.4, SSPN1_7130.1	FGIG_00479
OG0000242	SSPN1_7470.1	FGIG_01807
OG0000243	SSPN1_5170.1	FGIG_00529, FGIG_00528
OG0000244	SSPN1_6080.1, SSPN1_6080.3, SSPN1_6080.2	FGIG_11655, FGIG_00993
OG0000245	SSPN1_11000.4, SSPN1_11000.5, SSPN1_11000.6, SSPN1_11000.3, SSPN1_11000.2, SSPN1_11000.1, SSPN1_11010.3, SSPN1_11010.1, SSPN1_11010.2	FGIG_01848
OG0000246	SSPN1_79120.1	FGIG_06772
OG0000247	SSPN1_4750.1	FGIG_09572
OG0000248	SSPN1_59600.1, SSPN1_59600.4, SSPN1_59600.2, SSPN1_59600.5, SSPN1_59600.6, SSPN1_59600.3	FGIG_10714
OG0000249	SSPN1_11900.1, SSPN1_11900.3, SSPN1_11900.2, SSPN1_11900.5, SSPN1_11900.4	FGIG_11297
OG0000250	SSPN1_31010.1, SSPN1_31010.9, SSPN1_31010.2, SSPN1_31010.3, SSPN1_31010.7, SSPN1_31010.4, SSPN1_31010.5, SSPN1_31010.6, SSPN1_31010.8	FGIG_12420, FGIG_11532
OG0000252	SSPN1_31830.3, SSPN1_31830.4, SSPN1_31830.2, SSPN1_31830.1, SSPN1_31830.5, SSPN1_31830.6, SSPN1_26360.1	FGIG_01524
OG0000253	SSPN1_10720.1	FGIG_02155
OG0000254	SSPN1_9080.5, SSPN1_9080.4, SSPN1_9080.1, SSPN1_9080.2, SSPN1_9080.3, SSPN1_9080.6, SSPN1_9080.7	FGIG_02996
OG0000255	SSPN1_27580.3, SSPN1_27580.4, SSPN1_27580.1, SSPN1_27580.2	FGIG_03191
OG0000256	SSPN1_43770.1, SSPN1_43770.2	FGIG_03222, FGIG_03223, FGIG_04243, FGIG_04258, FGIG_09730, FGIG_06912, FGIG_09731, FGIG_04262, FGIG_06780, FGIG_10754, FGIG_10268, FGIG_12330, FGIG_10269, FGIG_07792, FGIG_07655, FGIG_07198, FGIG_07790, FGIG_07791, FGIG_08257
OG0000257	SSPN1_25070.1, SSPN1_25070.10, SSPN1_25070.2, SSPN1_25070.3, SSPN1_25070.4, SSPN1_25070.5, SSPN1_25070.6, SSPN1_25070.7, SSPN1_25070.11, SSPN1_25070.8, SSPN1_25070.9	FGIG_03641, FGIG_07534
OG0000258	SSPN1_17060.1	FGIG_05122
OG0000259	SSPN1_25030.5, SSPN1_25030.1, SSPN1_25030.4, SSPN1_25030.9, SSPN1_25030.3, SSPN1_25030.6, SSPN1_25030.7, SSPN1_25030.8, SSPN1_25030.10, SSPN1_25030.2	FGIG_05764
OG0000260	SSPN1_21030.3, SSPN1_21030.2, SSPN1_21030.1, SSPN1_21030.4	FGIG_05885
OG0000261	SSPN1_67600.1, SSPN1_67600.3, SSPN1_67600.6, SSPN1_67600.2, SSPN1_67600.5, SSPN1_67600.7, SSPN1_67600.8, SSPN1_67600.9, SSPN1_67600.10, SSPN1_67600.11, SSPN1_67600.4	FGIG_06157
OG0000262	SSPN1_29850.3, SSPN1_29850.2, SSPN1_29850.4, SSPN1_29850.1	FGIG_08811, FGIG_08810
OG0000263	SSPN1_60130.1	FGIG_09258
OG0000264	SSPN1_81800.1, SSPN1_81750.1, SSPN1_81760.1, SSPN1_81760.2	FGIG_11442
OG0000264	SSPN1_4770.1	FGIG_10736
OG0000267	SSPN1_78120.2, SSPN1_78120.4, SSPN1_78120.1, SSPN1_78120.3, SSPN1_78120.6, SSPN1_78120.5	FGIG_00498, FGIG_00260
OG0000268	SSPN1_69030.1	FGIG_06620
OG0000268	SSPN1_7920.1	FGIG_10234
OG0000269	SSPN1_3850.1	FGIG_02813
OG0000270	SSPN1_25770.5, SSPN1_25770.2, SSPN1_25770.4, SSPN1_25770.3, SSPN1_25770.1	FGIG_03740, FGIG_02883
OG0000271	SSPN1_49260.1	FGIG_04146, FGIG_09915, FGIG_04147
OG0000272	SSPN1_15760.10, SSPN1_15760.6, SSPN1_15760.7, SSPN1_15760.3, SSPN1_15760.11, SSPN1_15760.12, SSPN1_15760.5, SSPN1_15760.2, SSPN1_15760.4, SSPN1_15760.13, SSPN1_15760.8, SSPN1_15760.9, SSPN1_15760.1	FGIG_07493
OG0000273	SSPN1_7230.1, SSPN1_7230.2, SSPN1_7230.3, SSPN1_7230.4, SSPN1_7230.6, SSPN1_7230.5, SSPN1_7230.7	FGIG_07763
OG0000274	SSPN1_76970.1, SSPN1_76970.4, SSPN1_76970.5, SSPN1_76970.2, SSPN1_76970.3	FGIG_10372
OG0000275	SSPN1_33490.1, SSPN1_33490.2	FGIG_08245
OG0000276	SSPN1_70290.2, SSPN1_70290.1, SSPN1_70290.3	FGIG_08474
OG0000277	SSPN1_88980.1, SSPN1_88970.1	FGIG_08916
OG0000281	SSPN1_80860.1, SSPN1_80860.2	FGIG_00516
OG0000281	SSPN1_14780.1, SSPN1_14780.2, SSPN1_14780.3, SSPN1_14780.4, SSPN1_14780.5	FGIG_04239
OG0000281	SSPN1_4370.1, SSPN1_4370.2	FGIG_10083
OG0000282	SSPN1_52970.3, SSPN1_52970.8, SSPN1_52970.2, SSPN1_52970.4, SSPN1_52970.5, SSPN1_52970.7, SSPN1_52970.1, SSPN1_52970.6	FGIG_11572, FGIG_01087
OG0000283	SSPN1_62930.7, SSPN1_62930.2, SSPN1_62930.4, SSPN1_62930.5, SSPN1_62930.3, SSPN1_62930.1, SSPN1_62930.6	FGIG_01798
OG0000284	SSPN1_40960.7, SSPN1_40960.8, SSPN1_40960.9, SSPN1_40960.6, SSPN1_40960.1, SSPN1_40960.10, SSPN1_40960.11, SSPN1_40960.12, SSPN1_40960.2, SSPN1_40960.3, SSPN1_40960.4, SSPN1_40960.5	FGIG_03458
OG0000285	SSPN1_34710.4, SSPN1_34710.1, SSPN1_34710.5, SSPN1_34710.6, SSPN1_34710.2, SSPN1_34710.3, SSPN1_34710.7	FGIG_03702, FGIG_03701
OG0000286	SSPN1_41380.1, SSPN1_41350.1	FGIG_08247, FGIG_09211, FGIG_06296
OG0000287	SSPN1_70250.3, SSPN1_70250.9, SSPN1_70250.7, SSPN1_70250.8, SSPN1_70250.1, SSPN1_70250.2, SSPN1_70250.4, SSPN1_70250.5, SSPN1_70250.6	FGIG_07559
OG0000288	SSPN1_83680.1	FGIG_08415
OG0000289	SSPN1_13780.1, SSPN1_13780.2, SSPN1_13780.3, SSPN1_13780.7, SSPN1_13780.8, SSPN1_13780.5, SSPN1_13780.4, SSPN1_13780.6, SSPN1_13780.9	FGIG_11097
OG0000290	SSPN1_26300.1	FGIG_06528
OG0000290	SSPN1_20880.2, SSPN1_20880.1	FGIG_00121
OG0000291	SSPN1_10820.1, SSPN1_10820.5, SSPN1_10820.2, SSPN1_10820.3, SSPN1_10820.4	FGIG_00724, FGIG_00726
OG0000292	SSPN1_36570.2, SSPN1_36570.5, SSPN1_36570.6, SSPN1_36570.4, SSPN1_36570.3, SSPN1_36570.7, SSPN1_36570.1	FGIG_01340, FGIG_10382
OG0000293	SSPN1_26870.1	FGIG_03259
OG0000293	SSPN1_63570.1	FGIG_10208, FGIG_04594
OG0000293	SSPN1_45980.1, SSPN1_45980.2	FGIG_06127
OG0000294	SSPN1_3800.1	FGIG_03314
OG0000295	SSPN1_83410.1, SSPN1_83430.1, SSPN1_83380.1, SSPN1_83390.1, SSPN1_83400.1, SSPN1_83420.1, SSPN1_83440.1	FGIG_04922
OG0000296	SSPN1_9160.1	FGIG_05009
OG0000296	SSPN1_9170.1, SSPN1_9150.1	FGIG_07123, FGIG_07878, FGIG_07122
OG0000297	SSPN1_76500.3, SSPN1_76500.4, SSPN1_76500.1, SSPN1_76500.2	FGIG_05203
OG0000298	SSPN1_41930.1	FGIG_10124
OG0000298	SSPN1_43090.1	FGIG_05892
OG0000299	SSPN1_64150.1, SSPN1_64150.2, SSPN1_64150.3, SSPN1_64150.6, SSPN1_64150.5, SSPN1_64150.7, SSPN1_64150.4, SSPN1_64150.8	FGIG_06707
OG0000300	SSPN1_19240.12, SSPN1_19240.7, SSPN1_19240.8, SSPN1_19240.13, SSPN1_19240.14, SSPN1_19240.6, SSPN1_19240.2, SSPN1_19240.3, SSPN1_19240.4, SSPN1_19240.9, SSPN1_19240.1, SSPN1_19240.5, SSPN1_19240.10, SSPN1_19240.11, SSPN1_19240.15	FGIG_06727
OG0000301	SSPN1_74960.4, SSPN1_74960.3, SSPN1_74960.1, SSPN1_74960.2	FGIG_07052
OG0000302	SSPN1_57010.1	FGIG_07305
OG0000303	SSPN1_15860.1, SSPN1_15860.2	FGIG_11626, FGIG_07919
OG0000304	SSPN1_17260.1, SSPN1_17260.2, SSPN1_17260.3, SSPN1_17260.4, SSPN1_17260.5	FGIG_09605
OG0000305	SSPN1_49980.3, SSPN1_49980.6, SSPN1_49980.1, SSPN1_49980.5, SSPN1_49980.4, SSPN1_49980.2	FGIG_09613, FGIG_09611, FGIG_12612
OG0000306	SSPN1_7660.1	FGIG_11983, FGIG_10527
OG0000307	SSPN1_6570.1, SSPN1_6580.1, SSPN1_87770.1	FGIG_12478
OG0000311	SSPN1_11650.1, SSPN1_11650.2, SSPN1_11650.5, SSPN1_11650.3, SSPN1_11650.6, SSPN1_11650.4, SSPN1_11650.7	FGIG_01279
OG0000312	SSPN1_38200.1	FGIG_09661, FGIG_01495, FGIG_09662
OG0000313	SSPN1_15800.1	FGIG_03443
OG0000314	SSPN1_33330.1	FGIG_03632
OG0000315	SSPN1_37610.1	FGIG_03911
OG0000315	SSPN1_59640.2, SSPN1_59640.1	FGIG_07353, FGIG_07352
OG0000316	SSPN1_11030.1	FGIG_04659, FGIG_09851
OG0000317	SSPN1_1300.1	FGIG_05137
OG0000318	SSPN1_47510.2, SSPN1_47510.1, SSPN1_47510.3, SSPN1_47510.4, SSPN1_47510.5	FGIG_05250
OG0000319	SSPN1_36540.3, SSPN1_36540.4, SSPN1_36540.1, SSPN1_36540.2, SSPN1_36540.5, SSPN1_36540.7, SSPN1_36540.8, SSPN1_36540.6	FGIG_06268, FGIG_06269
OG0000320	SSPN1_13040.1	FGIG_02124
OG0000320	SSPN1_28530.1	FGIG_00209
OG0000320	SSPN1_53540.2, SSPN1_53540.1	FGIG_08913
OG0000321	SSPN1_33610.3, SSPN1_33610.2, SSPN1_33610.5, SSPN1_33610.1, SSPN1_33610.4, SSPN1_33610.8, SSPN1_33610.6, SSPN1_33610.7	FGIG_00856, FGIG_00857
OG0000322	SSPN1_26740.1, SSPN1_26740.2, SSPN1_26740.3	FGIG_01204
OG0000323	SSPN1_1590.1	FGIG_02690
OG0000324	SSPN1_47850.1, SSPN1_47850.2	FGIG_04179
OG0000325	SSPN1_77580.1	FGIG_04546
OG0000326	SSPN1_64750.9, SSPN1_64750.3, SSPN1_64750.6, SSPN1_64750.7, SSPN1_64750.1, SSPN1_64750.2, SSPN1_64750.5, SSPN1_64750.4, SSPN1_64750.8	FGIG_04814
OG0000327	SSPN1_67760.1	FGIG_06438, FGIG_08722, FGIG_11975, FGIG_09141
OG0000328	SSPN1_27400.1, SSPN1_27400.2, SSPN1_27400.3	FGIG_09711
OG0000329	SSPN1_16160.10, SSPN1_16160.3, SSPN1_16160.2, SSPN1_16160.7, SSPN1_16160.1, SSPN1_16160.4, SSPN1_16160.5, SSPN1_16160.6, SSPN1_16160.8, SSPN1_16160.9	FGIG_11990
OG0000332	SSPN1_58610.7, SSPN1_58610.1, SSPN1_58610.2, SSPN1_58610.3, SSPN1_58610.5, SSPN1_58610.6, SSPN1_58610.4	FGIG_00632
OG0000333	SSPN1_6050.1, SSPN1_6050.2, SSPN1_6050.3, SSPN1_6050.5, SSPN1_6050.4, SSPN1_6050.7, SSPN1_6050.8, SSPN1_6050.6, SSPN1_6070.1	FGIG_01538
OG0000334	SSPN1_71710.1, SSPN1_71710.2, SSPN1_71700.2, SSPN1_71700.1, SSPN1_71700.3, SSPN1_71700.4	FGIG_02321
OG0000335	SSPN1_2360.2, SSPN1_2360.5, SSPN1_2360.3, SSPN1_2360.4, SSPN1_2360.1	FGIG_02931
OG0000336	SSPN1_4320.1	FGIG_05611
OG0000336	SSPN1_10700.1, SSPN1_10700.2, SSPN1_10700.3	FGIG_03447
OG0000337	SSPN1_51810.1	FGIG_05353
OG0000337	SSPN1_35070.4, SSPN1_35070.3, SSPN1_35070.1, SSPN1_35070.2, SSPN1_35070.5	FGIG_07022
OG0000342	SSPN1_11690.5, SSPN1_11690.1, SSPN1_11690.4, SSPN1_11690.2, SSPN1_11690.3	FGIG_05549
OG0000343	SSPN1_38260.1, SSPN1_38250.1	FGIG_01634, FGIG_01635
OG0000344	SSPN1_5920.1, SSPN1_5920.2, SSPN1_5920.3	FGIG_01866
OG0000345	SSPN1_54450.5, SSPN1_54450.2, SSPN1_54450.3, SSPN1_54450.1, SSPN1_54450.4	FGIG_01894
OG0000346	SSPN1_27190.1	FGIG_01903
OG0000346	SSPN1_89040.1, SSPN1_89040.2, SSPN1_89040.3	FGIG_09179
OG0000347	SSPN1_29400.1	FGIG_02160, FGIG_12660
OG0000348	SSPN1_5570.1, SSPN1_5570.2	FGIG_03483
OG0000349	SSPN1_1140.1	FGIG_04573, FGIG_04572, FGIG_06122
OG0000350	SSPN1_32320.1	FGIG_04749
OG0000351	SSPN1_9140.1	FGIG_05010
OG0000352	SSPN1_35840.1	FGIG_05384, FGIG_11348, FGIG_05385
OG0000353	SSPN1_68080.3, SSPN1_68080.4, SSPN1_68080.5, SSPN1_68080.1, SSPN1_68080.2	FGIG_06289
OG0000354	SSPN1_2870.4, SSPN1_2870.7, SSPN1_2870.6, SSPN1_2870.9, SSPN1_2870.8, SSPN1_2870.3, SSPN1_2870.5, SSPN1_2870.1, SSPN1_2870.2, SSPN1_2870.10, SSPN1_2870.11, SSPN1_2870.12, SSPN1_2870.13	FGIG_10148, FGIG_09059
OG0000355	SSPN1_7770.1	FGIG_10341, FGIG_12112, FGIG_12113
OG0000356	SSPN1_6700.2, SSPN1_6700.3, SSPN1_6700.1, SSPN1_6700.5, SSPN1_6700.4, SSPN1_6700.6, SSPN1_6700.7, SSPN1_6700.8	FGIG_10789, FGIG_10788, FGIG_10790
OG0000357	SSPN1_41420.6, SSPN1_41420.2, SSPN1_41420.5, SSPN1_41420.1, SSPN1_41420.4, SSPN1_41420.3	FGIG_12459
OG0000359	SSPN1_14790.4, SSPN1_14790.2, SSPN1_14790.3, SSPN1_14790.1, SSPN1_14790.5	FGIG_00275
OG0000360	SSPN1_12560.3, SSPN1_12560.1, SSPN1_12560.2	FGIG_01496
OG0000361	SSPN1_47430.1	FGIG_02685, FGIG_02684
OG0000362	SSPN1_61870.2, SSPN1_61870.1, SSPN1_61870.3	FGIG_02801
OG0000363	SSPN1_41680.7, SSPN1_41680.1, SSPN1_41680.2, SSPN1_41680.5, SSPN1_41680.3, SSPN1_41680.6, SSPN1_41680.4	FGIG_03340, FGIG_03341, FGIG_03338
OG0000364	SSPN1_25060.1, SSPN1_25060.2, SSPN1_25060.3	FGIG_03707
OG0000365	SSPN1_56560.1, SSPN1_56570.2, SSPN1_56570.1, SSPN1_56570.3	FGIG_12204, FGIG_04576
OG0000366	SSPN1_47820.2, SSPN1_47820.1, SSPN1_47820.3	FGIG_06034, FGIG_09373, FGIG_12323
OG0000367	SSPN1_38990.4, SSPN1_38990.2, SSPN1_38990.1, SSPN1_38990.3, SSPN1_38990.5	FGIG_07381
OG0000368	SSPN1_11890.2, SSPN1_11890.3, SSPN1_11890.1	FGIG_07710, FGIG_12057
OG0000369	SSPN1_3590.1, SSPN1_3600.1, SSPN1_3600.2	FGIG_08435
OG0000370	SSPN1_31260.1	FGIG_08520
OG0000371	SSPN1_32440.1, SSPN1_32440.2, SSPN1_32440.5, SSPN1_32440.6, SSPN1_32440.7, SSPN1_32440.4, SSPN1_32440.3	FGIG_08814
OG0000372	SSPN1_20620.3, SSPN1_20620.1, SSPN1_20620.2, SSPN1_20630.1, SSPN1_20630.2, SSPN1_20630.3, SSPN1_20630.6, SSPN1_20630.4, SSPN1_20630.5	FGIG_08961
OG0000373	SSPN1_17420.10, SSPN1_17420.11, SSPN1_17420.12, SSPN1_17420.13, SSPN1_17420.4, SSPN1_17420.5, SSPN1_17420.6, SSPN1_17420.7, SSPN1_17420.8, SSPN1_17420.9, SSPN1_17420.2, SSPN1_17420.3, SSPN1_17420.1, SSPN1_17420.14	FGIG_12324, FGIG_09323
OG0000374	SSPN1_40260.2, SSPN1_40260.1, SSPN1_40260.4, SSPN1_40260.3, SSPN1_40260.5	FGIG_09768
OG0000375	SSPN1_4380.1	FGIG_10082
OG0000376	SSPN1_63550.1, SSPN1_63550.7, SSPN1_63550.3, SSPN1_63550.5, SSPN1_63550.6, SSPN1_63550.4, SSPN1_63550.2	FGIG_10153, FGIG_11766, FGIG_11765
OG0000377	SSPN1_50100.1, SSPN1_50100.2, SSPN1_50100.3, SSPN1_50100.4, SSPN1_50100.5, SSPN1_50100.6	FGIG_10617
OG0000378	SSPN1_23530.3, SSPN1_23530.1, SSPN1_23530.2	FGIG_11867
OG0000380	SSPN1_9650.1	FGIG_01104, FGIG_10893, FGIG_11041
OG0000380	SSPN1_9670.1, SSPN1_9660.1, SSPN1_9680.1	FGIG_00695
OG0000381	SSPN1_51390.2, SSPN1_51390.1, SSPN1_51390.3, SSPN1_51390.4	FGIG_01453
OG0000381	SSPN1_51400.1	FGIG_01451, FGIG_01452
OG0000383	SSPN1_32840.1, SSPN1_32840.5, SSPN1_32840.2, SSPN1_32840.6, SSPN1_32840.3, SSPN1_32840.4	FGIG_01645, FGIG_01646
OG0000384	SSPN1_38920.1, SSPN1_38920.2, SSPN1_38920.3, SSPN1_38920.4, SSPN1_38900.1, SSPN1_38900.3, SSPN1_38900.2, SSPN1_38900.4, SSPN1_38900.5, SSPN1_38900.6, SSPN1_38900.7	FGIG_01701
OG0000385	SSPN1_21970.1, SSPN1_61890.1	FGIG_01970
OG0000386	SSPN1_9900.1	FGIG_07934, FGIG_07933, FGIG_05021, FGIG_05980
OG0000387	SSPN1_2790.2, SSPN1_2790.4, SSPN1_2790.1, SSPN1_2790.3	FGIG_05744, FGIG_12613
OG0000388	SSPN1_85970.4, SSPN1_85970.1, SSPN1_85970.3, SSPN1_85970.2	FGIG_06147
OG0000389	SSPN1_70690.3, SSPN1_70690.1, SSPN1_70690.2	FGIG_06300
OG0000390	SSPN1_80110.2, SSPN1_80110.3, SSPN1_80110.4, SSPN1_80110.1, SSPN1_80110.5, SSPN1_80110.6	FGIG_06318
OG0000391	SSPN1_18400.1	FGIG_06566, FGIG_07343
OG0000392	SSPN1_62470.1, SSPN1_62470.2, SSPN1_62470.3	FGIG_06786
OG0000393	SSPN1_44220.1	FGIG_06864
OG0000394	SSPN1_63100.1, SSPN1_63100.2, SSPN1_63100.3, SSPN1_63100.4	FGIG_12663, FGIG_07717
OG0000395	SSPN1_76560.5, SSPN1_76560.2, SSPN1_76560.4, SSPN1_76560.1, SSPN1_76560.3	FGIG_07807
OG0000396	SSPN1_4340.2, SSPN1_4340.3, SSPN1_4340.1, SSPN1_4340.4	FGIG_07980
OG0000397	SSPN1_76330.1, SSPN1_76330.2, SSPN1_76330.3, SSPN1_76330.4, SSPN1_76330.5, SSPN1_76330.6	FGIG_07986
OG0000398	SSPN1_12650.1, SSPN1_21790.1, SSPN1_21740.1	FGIG_08346, FGIG_08154
OG0000399	SSPN1_27010.1, SSPN1_27010.2, SSPN1_27000.1	FGIG_08267
OG0000400	SSPN1_93170.1, SSPN1_93170.2, SSPN1_43190.1	FGIG_12136, FGIG_08348, FGIG_09690, FGIG_09691
